match_date,season,home_team,away_team,home_score,away_score,goles_favor,xg_favor,xg_contra,tiros_totales,tiros_a_puerta,posesion_pct,pases_intentados,pases_completados,presiones,recuperaciones,intercepciones,faltas_cometidas,match_id,kick_off,competition,match_status,match_status_360,last_updated,last_updated_360,match_week,competition_stage,stadium,referee,home_managers,away_managers,data_version,shot_fidelity_version,xy_fidelity_version
2013-02-10,2012/2013,Barcelona,Getafe,6,1,6,4.18,0.46,16,8,73.99,913,818,122,74,4,13,70297,12:00:00.000,Spain - La Liga,available,scheduled,2021-10-27T15:44:43.940862,2021-06-13T16:17:31.694,23,Regular Season,Spotify Camp Nou,Ignacio Iglesias Villanueva,,,1.1.0,2,2.0
2013-01-06,2012/2013,Barcelona,Espanyol,4,0,4,3.18,0.8,19,8,77.0,974,884,121,58,11,4,266433,19:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,18,Regular Season,Spotify Camp Nou,Jesús Gil Manzano,,,1.1.0,2,2.0
2013-03-30,2012/2013,Celta Vigo,Barcelona,2,2,2,0.39,1.09,6,3,69.66,691,572,152,64,4,12,70256,18:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,29,Regular Season,Abanca-Balaídos,Antonio Miguel Mateu Lahoz,,,1.1.0,2,2.0
2012-08-19,2012/2013,Barcelona,Real Sociedad,5,1,5,1.53,0.62,18,10,71.7,826,756,104,48,10,12,70259,21:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,1,Regular Season,Spotify Camp Nou,José Luis González González,,,1.1.0,2,2.0
2013-01-27,2012/2013,Barcelona,Osasuna,5,1,5,3.28,0.23,19,9,76.05,886,786,81,50,1,10,70260,19:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,21,Regular Season,Spotify Camp Nou,Fernando Teixeira,,,1.1.0,2,2.0
2012-12-01,2012/2013,Barcelona,Athletic Club,5,1,5,2.56,0.6,16,10,55.89,707,612,180,72,10,8,70263,20:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,14,Regular Season,Spotify Camp Nou,Antonio Miguel Mateu Lahoz,,,1.1.0,2,2.0
2012-10-27,2012/2013,Rayo Vallecano,Barcelona,0,5,5,2.51,0.68,16,10,57.51,563,451,149,55,8,15,70276,22:00:00.000,Spain - La Liga,available,scheduled,2022-09-25T20:44:56.266162,2021-06-13T16:17:31.694,9,Regular Season,Estadio de Vallecas,Miguel Pérez,Francisco Jémez Martín,Francesc Vilanova i Bayo,1.1.0,2,2.0
2013-01-19,2012/2013,Real Sociedad,Barcelona,3,2,2,1.15,0.99,8,3,68.7,753,659,70,45,5,15,70287,18:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,20,Regular Season,Reale Arena,Alberto Undiano Mallenco,,,1.1.0,2,2.0
2013-05-12,2012/2013,Atlético Madrid,Barcelona,1,2,1,0.62,0.98,11,2,58.11,684,604,187,39,27,12,70284,19:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,35,Regular Season,Estadio Vicente Calderón,Pedro Jesús Pérez Montero,,,1.1.0,2,2.0
2012-09-29,2012/2013,Sevilla,Barcelona,2,3,3,1.39,0.63,15,6,70.84,736,629,120,65,4,4,70275,22:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,6,Regular Season,Estadio Ramón Sánchez Pizjuán,Antonio Miguel Mateu Lahoz,,,1.1.0,2,2.0
2012-09-02,2012/2013,Barcelona,Valencia,1,0,1,1.19,0.46,17,6,66.5,782,698,110,49,7,10,70286,21:30:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,3,Regular Season,Spotify Camp Nou,Miguel Pérez,,,1.1.0,2,2.0
2012-11-17,2012/2013,Barcelona,Real Zaragoza,3,1,3,0.7,0.77,8,3,65.09,826,732,163,41,8,6,70309,20:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,12,Regular Season,Spotify Camp Nou,Miguel Ayza,,,1.1.0,2,2.0
2012-10-07,2012/2013,Barcelona,Real Madrid,2,2,2,1.08,0.93,10,2,68.84,729,636,68,46,2,24,70300,19:50:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,7,Regular Season,Spotify Camp Nou,Carlos Delgado,,,1.1.0,2,2.0
2012-12-09,2012/2013,Real Betis,Barcelona,1,2,2,1.5,0.87,13,8,64.08,703,613,120,42,8,12,70295,21:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,15,Regular Season,Estadio Benito Villamarín,Carlos Velasco Carballo,,,1.1.0,2,2.0
2013-03-17,2012/2013,Barcelona,Rayo Vallecano,3,1,3,2.58,1.21,19,7,52.65,566,466,160,67,18,10,70307,21:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,28,Regular Season,Spotify Camp Nou,José Luis González González,,,1.1.0,2,2.0
2013-03-09,2012/2013,Barcelona,RC Deportivo La Coruña,2,0,2,1.41,0.07,12,7,71.32,925,832,124,61,9,17,70305,20:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,27,Regular Season,Spotify Camp Nou,Pedro Jesús Pérez Montero,,,1.1.0,2,2.0
2013-01-13,2012/2013,Málaga,Barcelona,1,3,3,1.54,0.33,12,4,63.02,813,732,161,59,9,15,266827,21:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,19,Regular Season,Estadio La Rosaleda,Carlos Delgado,,,1.1.0,2,2.0
2013-04-27,2012/2013,Athletic Club,Barcelona,2,2,2,1.14,1.39,15,6,57.27,634,498,170,61,16,11,267502,18:00:00.000,Spain - La Liga,available,scheduled,2022-09-25T20:52:24.444609,2021-06-13T16:17:31.694,33,Regular Season,Estadio San Mamés,Ignacio Iglesias Villanueva,Marcelo Alberto Bielsa Caldera,Francesc Vilanova i Bayo,1.1.0,2,2.0
2013-02-23,2012/2013,Barcelona,Sevilla,2,1,2,1.15,0.6,17,4,66.5,814,712,160,52,8,12,70271,22:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,25,Regular Season,Spotify Camp Nou,Carlos Velasco Carballo,,,1.1.0,2,2.0
2013-02-16,2012/2013,Granada,Barcelona,1,2,2,2.09,1.44,18,6,72.45,794,712,125,42,8,14,70294,20:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,24,Regular Season,Estadio Nuevo Los Cármenes,,,,1.1.0,2,2.0
2012-08-26,2012/2013,Osasuna,Barcelona,1,2,2,1.73,1.33,15,10,67.41,635,509,91,69,4,11,70262,19:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,2,Regular Season,Estadio El Sadar,César Muñiz,,,1.1.0,2,2.0
2012-09-15,2012/2013,Getafe,Barcelona,1,4,4,2.93,0.26,14,9,66.88,719,623,60,51,3,11,70292,20:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,4,Regular Season,Coliseum Alfonso Pérez,Fernando Teixeira,,,1.1.0,2,2.0
2014-04-05,2013/2014,Barcelona,Real Betis,3,1,2,2.88,0.46,12,4,63.62,654,544,161,49,15,12,267368,18:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,32,Regular Season,Spotify Camp Nou,Eduardo Prieto Iglesias,,,1.1.0,2,2.0
2013-09-14,2013/2014,Barcelona,Sevilla,3,2,3,1.44,0.49,18,9,65.77,711,621,116,58,4,15,70301,20:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,4,Regular Season,Spotify Camp Nou,César Muñiz,Gerardo Daniel Martino,Unai Emery Etxegoien,1.1.0,2,2.0
2013-09-01,2013/2014,Valencia,Barcelona,2,3,3,3.12,1.09,19,9,63.54,692,595,140,53,9,13,70298,21:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,3,Regular Season,Estadio de Mestalla,José Teixeira,Miroslav Đukić,Gerardo Daniel Martino,1.1.0,2,2.0
2013-09-21,2013/2014,Rayo Vallecano,Barcelona,0,4,4,2.27,1.91,13,7,45.31,415,303,168,54,5,17,70302,20:00:00.000,Spain - La Liga,available,scheduled,2022-07-23T12:11:58.073987,2021-06-13T16:17:31.694,5,Regular Season,Estadio de Vallecas,Carlos Clos Gómez,Francisco Jémez Martín,Gerardo Daniel Martino,1.1.0,2,2.0
2014-01-26,2013/2014,Barcelona,Málaga,3,0,3,2.72,0.2,23,9,70.41,759,670,135,54,14,13,70291,21:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,21,Regular Season,Spotify Camp Nou,Carlos Clos Gómez,Gerardo Daniel Martino,Bernd Schuster,1.1.0,2,2.0
2014-04-12,2013/2014,Granada,Barcelona,1,0,0,2.13,0.66,27,8,79.61,738,626,112,52,1,6,267138,20:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,33,Regular Season,Estadio Nuevo Los Cármenes,Carlos Delgado,Luis Lucas Alcaraz González,Gerardo Daniel Martino,1.1.0,2,2.0
2013-09-24,2013/2014,Barcelona,Real Sociedad,4,1,4,4.35,1.26,24,10,70.95,840,767,157,52,9,7,267520,20:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,6,Regular Season,Spotify Camp Nou,Jesús Gil Manzano,Gerardo Daniel Martino,Jagoba Arrasate Elustondo,1.1.0,2,2.0
2014-04-27,2013/2014,Villarreal,Barcelona,2,3,1,1.25,0.93,19,7,73.02,774,671,94,51,8,9,70289,21:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,35,Regular Season,Estadio de la Cerámica,David Fernández Borbalan,Marcelino García Toral,Gerardo Daniel Martino,1.1.0,2,2.0
2014-03-02,2013/2014,Barcelona,Almería,4,1,4,2.76,0.21,29,12,73.96,801,720,112,68,6,9,266066,21:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,26,Regular Season,Spotify Camp Nou,,Gerardo Daniel Martino,Francisco Javier Rodríguez Vílchez,1.1.0,2,2.0
2014-02-09,2013/2014,Sevilla,Barcelona,1,4,4,1.2,1.42,8,5,62.31,681,595,136,60,4,11,267675,21:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,23,Regular Season,Estadio Ramón Sánchez Pizjuán,José Teixeira,Unai Emery Etxegoien,Gerardo Daniel Martino,1.1.0,2,2.0
2014-01-19,2013/2014,Levante UD,Barcelona,1,1,1,1.07,0.31,16,5,72.91,740,631,74,50,6,11,70288,19:00:00.000,Spain - La Liga,available,scheduled,2022-07-23T12:18:49.547396,2021-06-13T16:17:31.694,20,Regular Season,Estadio Ciudad de Valencia,,Joaquín de Jesús Caparrós Camino,Gerardo Daniel Martino,1.1.0,2,2.0
2014-03-16,2013/2014,Barcelona,Osasuna,7,0,7,3.0,0.79,20,11,69.03,778,700,105,42,5,10,266074,17:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,28,Regular Season,Spotify Camp Nou,José Teixeira,Gerardo Daniel Martino,Javier Gracia Carlos,1.1.0,2,2.0
2014-04-20,2013/2014,Barcelona,Athletic Club,2,1,2,2.33,0.92,18,7,56.92,572,454,124,53,8,18,267567,21:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,34,Regular Season,Spotify Camp Nou,,Gerardo Daniel Martino,Ernesto Valverde Tejedor,1.1.0,2,2.0
2014-05-11,2013/2014,Elche,Barcelona,0,0,0,1.44,0.49,23,7,68.56,615,528,75,44,4,16,266201,19:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,37,Regular Season,Estadio Manuel Martínez Valero,Fernando Teixeira,Francisco Escriba Segura,Gerardo Daniel Martino,1.1.0,2,2.0
2014-03-26,2013/2014,Barcelona,Celta Vigo,3,0,3,2.78,0.83,14,6,66.81,755,673,150,42,5,11,266274,20:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,30,Regular Season,Spotify Camp Nou,Miguel Ayza,Gerardo Daniel Martino,Luis Enrique Martínez García,1.1.0,2,2.0
2013-10-26,2013/2014,Barcelona,Real Madrid,2,1,2,0.71,1.18,13,5,54.8,554,453,117,49,9,25,70293,18:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,10,Regular Season,Spotify Camp Nou,Alberto Undiano Mallenco,Gerardo Daniel Martino,Carlo Ancelotti,1.1.0,2,2.0
2014-02-15,2013/2014,Barcelona,Rayo Vallecano,6,0,6,2.26,0.47,20,8,58.02,651,559,118,55,7,9,265918,20:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,24,Regular Season,Spotify Camp Nou,,Gerardo Daniel Martino,Francisco Jémez Martín,1.1.0,2,2.0
2013-08-18,2013/2014,Barcelona,Levante UD,7,0,7,4.79,0.23,23,14,77.41,778,709,80,62,1,15,70277,19:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,1,Regular Season,Spotify Camp Nou,,Gerardo Daniel Martino,Joaquín de Jesús Caparrós Camino,1.1.0,2,2.0
2013-11-01,2013/2014,Barcelona,Espanyol,1,0,1,2.0,0.56,19,5,72.71,762,669,147,53,6,8,70283,21:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,12,Regular Season,Spotify Camp Nou,Carlos Velasco Carballo,Gerardo Daniel Martino,Javier Aguirre Onaindía,1.1.0,2,2.0
2014-03-29,2013/2014,Espanyol,Barcelona,0,1,1,3.74,0.58,22,10,71.38,768,646,99,64,13,8,70306,16:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,31,Regular Season,RCDE Stadium,Carlos Clos Gómez,Javier Aguirre Onaindía,Gerardo Daniel Martino,1.1.0,2,2.0
2014-05-17,2013/2014,Barcelona,Atlético Madrid,1,1,1,0.49,0.5,10,4,62.45,597,490,140,63,12,12,266256,18:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,38,Regular Season,Spotify Camp Nou,Antonio Miguel Mateu Lahoz,Gerardo Daniel Martino,Diego Pablo Simeone,1.1.0,2,2.0
2014-02-01,2013/2014,Barcelona,Valencia,2,3,2,2.26,1.48,20,5,64.95,732,654,148,50,7,17,266613,16:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,22,Regular Season,Spotify Camp Nou,Pedro Jesús Pérez Montero,Gerardo Daniel Martino,Juan Antonio Pizzi Torroja,1.1.0,2,2.0
2014-05-03,2013/2014,Barcelona,Getafe,2,2,2,1.55,0.57,19,8,75.41,785,691,101,66,9,17,266491,16:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,36,Regular Season,Spotify Camp Nou,José Teixeira,Gerardo Daniel Martino,Cosmin Marius Contra,1.1.0,2,2.0
2014-01-11,2013/2014,Atlético Madrid,Barcelona,0,0,0,0.52,0.75,8,3,68.7,766,645,164,49,3,11,265830,20:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,19,Regular Season,Estadio Vicente Calderón,Antonio Miguel Mateu Lahoz,Diego Pablo Simeone,Gerardo Daniel Martino,1.1.0,2,2.0
2014-03-23,2013/2014,Real Madrid,Barcelona,3,4,4,2.53,2.2,18,6,68.29,702,629,112,46,11,14,265857,21:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,29,Regular Season,Estadio Santiago Bernabéu,Alberto Undiano Mallenco,Carlo Ancelotti,Gerardo Daniel Martino,1.1.0,2,2.0
2013-11-10,2013/2014,Real Betis,Barcelona,1,4,4,2.58,2.05,11,8,56.1,575,459,185,62,7,13,266883,21:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,13,Regular Season,Estadio Benito Villamarín,José Luis González González,José Mel Pérez,Gerardo Daniel Martino,1.1.0,2,2.0
2014-03-08,2013/2014,Real Valladolid,Barcelona,1,0,0,0.8,0.74,12,6,73.01,752,646,144,56,8,14,266603,16:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,27,Regular Season,Estadio Municipal José Zorrilla,,Juan Ignacio Martínez Jiménez,Gerardo Daniel Martino,1.1.0,2,2.0
2014-02-22,2013/2014,Real Sociedad,Barcelona,3,1,1,0.75,1.35,10,3,64.65,629,535,109,50,5,17,265837,20:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,25,Regular Season,Reale Arena,David Fernández Borbalan,Jagoba Arrasate Elustondo,Gerardo Daniel Martino,1.1.0,2,2.0
2013-10-19,2013/2014,Osasuna,Barcelona,0,0,0,0.93,0.09,12,3,74.76,850,758,105,53,11,9,266462,20:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,9,Regular Season,Estadio El Sadar,Pedro Jesús Pérez Montero,Javier Gracia Carlos,Gerardo Daniel Martino,1.1.0,2,2.0
2013-10-29,2013/2014,Celta Vigo,Barcelona,0,3,2,1.94,0.56,21,9,59.43,652,554,173,66,13,13,267192,22:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,11,Regular Season,Abanca-Balaídos,David Fernández Borbalan,Luis Enrique Martínez García,Gerardo Daniel Martino,1.1.0,2,2.0
2013-09-28,2013/2014,Almería,Barcelona,0,2,2,1.47,0.15,16,4,70.32,789,699,140,57,6,16,266420,18:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,7,Regular Season,Power Horse Stadium – Estadio de los Juegos Mediterráneos,Miguel Ayza,Francisco Javier Rodríguez Vílchez,Gerardo Daniel Martino,1.1.0,2,2.0
2015-03-22,2014/2015,Barcelona,Real Madrid,2,1,2,2.35,0.98,17,5,52.11,532,455,190,54,10,11,267183,21:00:00.000,Spain - La Liga,available,scheduled,2022-08-14T18:11:16.045589,2021-06-13T16:17:31.694,28,Regular Season,Spotify Camp Nou,Antonio Miguel Mateu Lahoz,Luis Enrique Martínez García,Carlo Ancelotti,1.1.0,2,2.0
2014-11-22,2014/2015,Barcelona,Sevilla,5,1,5,2.21,0.1,15,9,68.98,765,684,144,50,11,8,265835,20:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,12,Regular Season,Spotify Camp Nou,,Luis Enrique Martínez García,Unai Emery Etxegoien,1.1.0,2,2.0
2014-09-24,2014/2015,Málaga,Barcelona,0,0,0,0.78,0.26,10,0,68.91,634,535,135,44,7,13,266838,22:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,5,Regular Season,Estadio La Rosaleda,,Javier Gracia Carlos,Luis Enrique Martínez García,1.1.0,2,2.0
2015-04-28,2014/2015,Barcelona,Getafe,6,0,6,2.15,0.48,20,12,71.52,791,721,92,58,5,11,265963,20:00:00.000,Spain - La Liga,available,scheduled,2022-08-14T18:34:52.948014,2021-06-13T16:17:31.694,34,Regular Season,Spotify Camp Nou,David Fernández Borbalan,Luis Enrique Martínez García,Pablo Franco Martín,1.1.0,2,2.0
2014-09-27,2014/2015,Barcelona,Granada,6,0,6,3.11,0.68,19,12,68.52,729,634,125,51,10,12,266117,18:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,6,Regular Season,Spotify Camp Nou,,Luis Enrique Martínez García,Joaquín de Jesús Caparrós Camino,1.1.0,2,2.0
2015-03-08,2014/2015,Barcelona,Rayo Vallecano,6,1,6,4.09,1.18,19,13,57.3,557,459,120,52,5,13,266916,12:00:00.000,Spain - La Liga,available,scheduled,2022-08-14T18:04:02.007235,2021-06-13T16:17:31.694,26,Regular Season,Spotify Camp Nou,Jesús Gil Manzano,Luis Enrique Martínez García,Francisco Jémez Martín,1.1.0,2,2.0
2015-05-23,2014/2015,Barcelona,RC Deportivo La Coruña,2,2,2,1.94,0.47,16,7,77.21,945,858,99,56,5,7,267197,18:30:00.000,Spain - La Liga,available,scheduled,2023-07-24T21:47:10.091170,2021-06-13T16:17:31.694,38,Regular Season,Spotify Camp Nou,Carlos Clos Gómez,Luis Enrique Martínez García,Víctor Sánchez del Amo,1.1.0,2,2.0
2014-12-13,2014/2015,Getafe,Barcelona,0,0,0,1.69,0.08,23,3,75.4,806,703,79,64,7,9,70264,16:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,15,Regular Season,Coliseum Alfonso Pérez,,Cosmin Marius Contra,Luis Enrique Martínez García,1.1.0,2,2.0
2014-09-13,2014/2015,Barcelona,Athletic Club,2,0,2,2.15,0.27,15,8,60.99,727,598,138,57,7,13,70273,16:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,3,Regular Season,Spotify Camp Nou,David Fernández Borbalan,Luis Enrique Martínez García,Ernesto Valverde Tejedor,1.1.0,2,2.0
2014-11-01,2014/2015,Barcelona,Celta Vigo,0,1,0,1.85,1.37,19,8,66.24,616,500,146,69,6,11,267301,20:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,10,Regular Season,Spotify Camp Nou,,Luis Enrique Martínez García,Manuel Eduardo Berizzo,1.1.0,2,2.0
2014-10-18,2014/2015,Barcelona,Eibar,3,0,3,2.77,0.71,28,12,74.03,781,694,85,47,8,11,265896,20:00:00.000,Spain - La Liga,available,scheduled,2022-08-14T17:20:55.698253,2021-06-13T16:17:31.694,8,Regular Season,Spotify Camp Nou,José Teixeira,Luis Enrique Martínez García,Gaizka Garitano Aguirre,1.1.0,2,2.0
2015-05-02,2014/2015,Córdoba CF,Barcelona,0,8,8,4.79,0.52,27,11,73.43,785,709,125,49,8,4,265866,16:00:00.000,Spain - La Liga,available,scheduled,2022-08-14T18:42:42.974719,2021-06-13T16:17:31.694,35,Regular Season,Estadio Nuevo Arcángel,Carlos Clos Gómez,José Antonio Romero Morilla,Luis Enrique Martínez García,1.1.0,2,2.0
2015-04-08,2014/2015,Barcelona,Almería,4,0,4,1.84,0.37,17,12,70.37,691,613,94,59,3,10,267400,20:00:00.000,Spain - La Liga,available,scheduled,2023-07-24T21:48:59.157523,2021-06-13T16:17:31.694,30,Regular Season,Spotify Camp Nou,,,,1.1.0,2,2.0
2014-08-31,2014/2015,Villarreal,Barcelona,0,1,1,3.22,0.76,22,6,73.02,774,676,105,61,7,10,266406,19:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,2,Regular Season,Estadio de la Cerámica,Carlos Velasco Carballo,Marcelino García Toral,Luis Enrique Martínez García,1.1.0,2,2.0
2014-10-25,2014/2015,Real Madrid,Barcelona,3,1,1,1.22,2.06,14,4,57.32,634,550,135,43,8,14,267085,18:00:00.000,Spain - La Liga,available,scheduled,2022-08-14T17:28:42.264843,2021-06-13T16:17:31.694,9,Regular Season,Estadio Santiago Bernabéu,Jesús Gil Manzano,Carlo Ancelotti,Luis Enrique Martínez García,1.1.0,2,2.0
2014-10-04,2014/2015,Rayo Vallecano,Barcelona,0,2,2,2.03,0.73,17,6,59.29,533,430,166,46,7,9,267561,18:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,7,Regular Season,Estadio de Vallecas,Antonio Miguel Mateu Lahoz,Francisco Jémez Martín,Luis Enrique Martínez García,1.1.0,2,2.0
2015-02-21,2014/2015,Barcelona,Málaga,0,1,0,0.76,1.42,10,3,72.26,706,588,119,59,8,10,266148,16:00:00.000,Spain - La Liga,available,scheduled,2023-07-24T21:47:01.097628,2021-06-13T16:17:31.694,24,Regular Season,Spotify Camp Nou,,Luis Enrique Martínez García,Javier Gracia Carlos,1.1.0,2,2.0
2015-05-09,2014/2015,Barcelona,Real Sociedad,2,0,2,2.01,0.46,15,8,63.27,615,506,172,65,6,11,266045,18:00:00.000,Spain - La Liga,available,scheduled,2022-08-14T18:49:03.341489,2021-06-13T16:17:31.694,36,Regular Season,Spotify Camp Nou,Ignacio Iglesias Villanueva,Luis Enrique Martínez García,David Moyes,1.1.0,2,2.0
2015-01-11,2014/2015,Barcelona,Atlético Madrid,3,1,3,2.56,0.99,17,7,68.19,641,545,161,41,4,17,70303,21:00:00.000,Spain - La Liga,available,scheduled,2023-07-24T21:45:07.990490,2021-06-13T16:17:31.694,18,Regular Season,Spotify Camp Nou,Alberto Undiano Mallenco,Luis Enrique Martínez García,Diego Pablo Simeone,1.1.0,2,2.0
2015-01-04,2014/2015,Real Sociedad,Barcelona,1,0,0,0.85,0.47,16,4,72.36,733,619,109,64,2,15,266240,21:00:00.000,Spain - La Liga,available,scheduled,2023-07-24T21:49:55.914753,2021-06-13T16:17:31.694,17,Regular Season,Reale Arena,,David Moyes,Luis Enrique Martínez García,1.1.0,2,2.0
2015-02-01,2014/2015,Barcelona,Villarreal,3,2,3,2.94,1.01,18,5,68.61,743,643,116,62,8,9,267597,21:00:00.000,Spain - La Liga,available,scheduled,2022-08-14T17:57:09.908690,2021-06-13T16:17:31.694,21,Regular Season,Spotify Camp Nou,,Luis Enrique Martínez García,Marcelino García Toral,1.1.0,2,2.0
2015-01-24,2014/2015,Elche,Barcelona,0,6,6,2.74,0.22,11,8,70.45,720,646,128,36,11,11,266794,18:00:00.000,Spain - La Liga,available,scheduled,2022-08-14T17:49:59.873306,2021-06-13T16:17:31.694,20,Regular Season,Estadio Manuel Martínez Valero,Carlos Clos Gómez,Francisco Escriba Segura,Luis Enrique Martínez García,1.1.0,2,2.0
2015-02-28,2014/2015,Granada,Barcelona,1,3,3,3.18,1.24,16,8,64.85,511,416,117,43,6,13,267343,16:00:00.000,Spain - La Liga,available,scheduled,2023-07-24T21:50:15.215072,2021-06-13T16:17:31.694,25,Regular Season,Estadio Nuevo Los Cármenes,,Abel Resino Gómez,Luis Enrique Martínez García,1.1.0,2,2.0
2015-05-17,2014/2015,Atlético Madrid,Barcelona,0,1,1,1.09,0.56,14,5,74.82,746,661,102,36,1,9,266631,19:00:00.000,Spain - La Liga,available,scheduled,2023-07-24T21:49:33.046670,2021-06-13T16:17:31.694,37,Regular Season,Estadio Vicente Calderón,Alberto Undiano Mallenco,Diego Pablo Simeone,Luis Enrique Martínez García,1.1.0,2,2.0
2014-12-07,2014/2015,Barcelona,Espanyol,5,1,5,1.5,0.21,15,7,77.52,907,822,101,60,4,6,266320,17:00:00.000,Spain - La Liga,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,14,Regular Season,Spotify Camp Nou,Ignacio Iglesias Villanueva,Luis Enrique Martínez García,Sergio González Soriano,1.1.0,2,2.0
