Temporada,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Matches
2021-2022,287,Ferran Jutglà,es ESP,FW,Barcelona,22,1999,6,4,301,3.3,1,0,1,1,0,0,1,0,0.3,0.0,0.3,0.3,0.3,Matches
2021-2022,310,Clément Lenglet,fr FRA,DF,Barcelona,26,1995,21,7,826,9.2,0,1,1,0,0,0,4,0,0.0,0.11,0.11,0.0,0.11,Matches
2021-2022,342,Mika Mármol,es ESP,DF,Barcelona,20,2001,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2021-2022,360,Memphis,nl NED,FW,Barcelona,27,1994,28,20,1851,20.6,12,2,14,8,4,5,3,0,0.58,0.1,0.68,0.39,0.49,Matches
2021-2022,374,Óscar Mingueza,es ESP,DF,Barcelona,22,1999,19,9,894,9.9,0,1,1,0,0,0,2,0,0.0,0.1,0.1,0.0,0.1,Matches
2021-2022,409,Neto,br BRA,GK,Barcelona,32,1989,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2021-2022,438,Pedri,es ESP,MF,Barcelona,18,2002,12,10,885,9.8,3,1,4,3,0,0,0,0,0.31,0.1,0.41,0.31,0.41,Matches
2021-2022,456,Gerard Piqué,es ESP,DF,Barcelona,34,1987,27,25,2092,23.2,1,0,1,1,0,0,10,1,0.04,0.0,0.04,0.04,0.04,Matches
2021-2022,468,Riqui Puig,es ESP,MF,Barcelona,21,1999,15,2,487,5.4,1,0,1,1,0,0,0,0,0.18,0.0,0.18,0.18,0.18,Matches
2021-2022,490,Sergi Roberto,es ESP,"MF,DF",Barcelona,29,1992,9,4,400,4.4,2,1,3,2,0,0,1,0,0.45,0.23,0.68,0.45,0.68,Matches
2021-2022,522,Alvaro Sanz,es ESP,MF,Barcelona,20,2001,2,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,Matches
2021-2022,561,Marc-André ter Stegen,de GER,GK,Barcelona,29,1992,35,35,3150,35.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,Matches
2021-2022,566,Ferrán Torres,es ESP,FW,Barcelona,21,2000,18,17,1412,15.7,4,4,8,3,1,1,1,0,0.25,0.25,0.51,0.19,0.45,Matches
2021-2022,571,Adama Traoré,es ESP,FW,Barcelona,25,1996,11,4,382,4.2,0,2,2,0,0,0,0,0,0.0,0.47,0.47,0.0,0.47,Matches
2021-2022,576,Samuel Umtiti,fr FRA,DF,Barcelona,27,1993,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,Matches
