Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Matches,Squad
Maxwell,br BRA,DF,29.0,7,4.0,426,4.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Cristian Tello,es ESP,"FW,MF",19.0,15,3.0,456,5.1,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.59,0.0,0.59,0.59,0.59,Matches,Barcelona
Martín Montoya,es ESP,DF,20.0,7,3.0,375,4.2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.24,0.24,0.0,0.24,Matches,Barcelona
José Manuel Pinto,es ESP,GK,35.0,3,3.0,270,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Jonathan dos Santos,mx MEX,MF,21.0,3,1.0,119,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Ibrahim Afellay,nl NED,"FW,MF",25.0,4,1.0,116,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Sergi Roberto,es ESP,"DF,MF",19.0,1,1.0,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Andreu Fontàs,es ESP,DF,21.0,1,1.0,78,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Gerard Deulofeu,es ESP,"FW,MF",17.0,1,0.0,29,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Marc Bartra,es ESP,DF,20.0,1,0.0,24,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Marc Muniesa,es ESP,"DF,MF",19.0,1,0.0,8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
