Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Matches,Squad
Eiður Guðjohnsen,is ISL,"FW,MF",29.0,24,11.0,1036,11.5,3.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,0.26,0.17,0.43,0.26,0.43,Matches,Barcelona
Sylvinho,br BRA,DF,34.0,15,10.0,878,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Martín Cáceres,uy URU,DF,21.0,13,8.0,783,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Alexander Hleb,by BLR,MF,27.0,19,8.0,730,8.1,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.37,0.0,0.37,Matches,Barcelona
Bojan Krkić,es ESP,"FW,MF",17.0,23,6.0,736,8.2,2.0,4.0,6.0,2.0,0.0,0.0,3.0,0.0,0.24,0.49,0.73,0.24,0.73,Matches,Barcelona
Pedro,es ESP,"FW,MF",21.0,6,4.0,355,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Víctor Sánchez,es ESP,"DF,MF",20.0,7,3.0,250,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
José Manuel Pinto,es ESP,GK,32.0,2,2.0,180,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Xavi Torres,es ESP,"DF,MF",21.0,2,2.0,180,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Oier Olazábal,es ESP,GK,18.0,1,1.0,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Marc Muniesa,es ESP,"DF,MF",16.0,1,0.0,31,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Jeffrén Suárez,ve VEN,"FW,MF",20.0,2,0.0,30,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Alberto Botía,es ESP,DF,19.0,1,0.0,28,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Thiago Alcántara,es ESP,MF,17.0,1,0.0,18,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
Abraham González,es ESP,MF,23.0,1,0.0,15,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Barcelona
