50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.901346,,,,,,,,,,,,,,7ef59340-3642-4b8e-8074-ab3130dfaa9b,18,,"[56.2, 13.8]",303731,0,,,,3.1238167,,Right Foot,,,"[33.7, 14.2]",,Ground Pass,,22.503555,,,,,Clément Lenglet,6826.0,,,,,,,1,From Kick Off,Arthur Henrique Ramos de Oliveira Melo,11392.0,Left Center Midfield,2,Barcelona,217,"['70b2f0f3-ba6b-4018-8383-adb492c694cc', 'c42b2cd7-ccb1-42bd-86b7-43d63ae236a7']",9,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:09.855,Pass,True
,,,,,,,,,,,,,,,,1.60269,,,,,,,,,,,,,,411495ed-1989-4d7d-a133-9a2062149882,21,,"[33.7, 14.2]",303731,0,,,,2.2889643,,Left Foot,,,"[15.0, 35.6]",,Ground Pass,,28.419184,,,,,Marc-André ter Stegen,20055.0,,,,,,,1,From Kick Off,Clément Lenglet,6826.0,Left Center Back,2,Barcelona,217,['b1da0186-2ba0-47fb-8935-658b2b379348'],13,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:13.385,Pass,
,,,,,,,,,,,,,,,,1.089655,,,,,,,,,,,,,,801285e2-6177-4752-bcb1-71f84f1f5415,24,,"[16.1, 36.9]",303731,0,,,,1.1575791,,Left Foot,,,"[21.8, 49.9]",,Ground Pass,,14.194717,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Kick Off,Marc-André ter Stegen,20055.0,Goalkeeper,2,Barcelona,217,['f341d101-56f4-4489-a991-da5e0f0b30ee'],15,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:15.695,Pass,
,,,,,,,,,,,,,,,,2.189694,,,,,,,,,,,,,,998f7fcd-182e-4b7b-94bd-42f676e70805,27,,"[23.1, 52.5]",303731,0,,,,-2.0144966,,Right Foot,,,"[15.4, 36.3]",,Ground Pass,,17.936834,,,,,Marc-André ter Stegen,20055.0,,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['21f305b7-87b7-4ebb-8794-3929de96f5f6'],20,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:20.180,Pass,
,,,,,,,,,,,,,,,,1.148341,,,,,,,,,,,,,,9d8b1e22-7c35-41e8-8eb7-288266dfb02c,30,,"[18.9, 32.0]",303731,0,,,,-1.801016,,Right Foot,,,"[15.9, 19.2]",,Ground Pass,,13.146863,,,,,Clément Lenglet,6826.0,,,,,,,1,From Kick Off,Marc-André ter Stegen,20055.0,Goalkeeper,2,Barcelona,217,['5a589c21-152c-4f71-b8b6-de1813c5f2c3'],26,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:26.579,Pass,
,,,,,,,,,,,,,,,,2.073237,,,,,,,,,,,,,,3a714d05-75d6-4199-a01f-dc5393a219fe,33,,"[23.2, 20.0]",303731,0,,,,2.4037776,,Left Foot,,,"[8.9, 33.0]",,Ground Pass,,19.32589,,,,,Marc-André ter Stegen,20055.0,,,,,,,1,From Kick Off,Clément Lenglet,6826.0,Left Center Back,2,Barcelona,217,['d124a2e2-caee-4303-a816-c8a541a2c37d'],30,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:30.458,Pass,
,,,,,,,,,,,,,,,,1.161266,,,,,,,,,,,,,,a4c25d21-aac6-4437-89af-e38bd9898d2f,36,,"[8.2, 35.5]",303731,0,,,,1.1821069,,Right Foot,,,"[12.5, 46.0]",,Ground Pass,,11.346365,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Kick Off,Marc-André ter Stegen,20055.0,Goalkeeper,2,Barcelona,217,['eb6d2752-62e9-492d-aeca-fed9660d96ed'],33,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:33.995,Pass,
,,,,,,,,,,,,,,,,0.729421,,,,,,,,,,,,,,e08e4d57-9b21-444e-9fbb-6e7014d25e57,39,,"[23.7, 55.2]",303731,0,,,,0.11379201,,Right Foot,,,"[41.2, 57.2]",,Ground Pass,,17.613914,,,,,Ivan Rakitić,5470.0,,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['993e9368-ecc7-454b-9b05-99d1344597a1'],40,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:40.014,Pass,
,,,,,,,,,,,,,,,,1.333924,,,,,,,,,,,,,,d720cb56-f8fa-4d18-a50a-07b12e9a3e74,41,,"[41.2, 57.2]",303731,0,,,,-2.3561945,,Left Foot,,,"[32.0, 48.0]",,Ground Pass,,13.010765,,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Kick Off,Ivan Rakitić,5470.0,Right Center Midfield,2,Barcelona,217,['006b8e6c-ab34-493d-b0df-c7ef1be2243c'],40,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:40.744,Pass,
,,,,,,,,,,,,,,,,2.266627,,,,,,,,,,,,,,26501c2d-e9ae-4f96-87bc-5a75c160fa39,43,,"[32.0, 48.0]",303731,0,,,,0.96795803,,Right Foot,,,"[53.2, 78.8]",,High Pass,,37.390907,,,Out,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['58adb99e-1ff2-4577-b995-a9ede77eda00'],42,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:42.078,Pass,
,,,,,,,,,,,,,,,,2.280683,,,,,,,,,,,,,,8c1f731c-353b-4c76-a5e2-e1208be72ce9,45,,"[68.4, 0.1]",303731,0,,,,2.9593246,,,,,"[42.9, 4.8]",,Low Pass,,25.92952,,,,,Anaitz Arbilla Zabala,6709.0,,,,,,Throw-in,1,From Throw In,José Ángel Valdés Díaz,6705.0,Left Back,3,Eibar,322,['ca868b59-0a0b-4850-aa87-1782d4bb95b6'],48,,,,,,,,,,,,,,,,,,Eibar,322,00:00:48.878,Pass,
,,,,,,,,,,,,,,,,2.526639,,,,,,,,,,,,,,54aa52c1-3d42-4a61-a609-8987dd0c592f,48,,"[49.5, 32.1]",303731,0,,,,-0.5347285,,Right Foot,,,"[85.8, 10.6]",,High Pass,,42.189335,,,Incomplete,,Takashi Inui,5687.0,,,,,,,1,From Throw In,Anaitz Arbilla Zabala,6709.0,Left Center Back,3,Eibar,322,"['8ce2e133-01d2-4bfe-9c3d-1c085bb628b1', 'b9f73895-b323-4f34-b86f-ecb89fe70969']",56,,,,,,,,,,,,,,,,,,Eibar,322,00:00:56.119,Pass,
,,,,,,,,,,,,,,,,1.367722,,,,,,,,,,,,,,8ce2e133-01d2-4bfe-9c3d-1c085bb628b1,50,,"[34.3, 69.5]",303731,0,,,,-0.19739556,,Head,,,"[44.3, 67.5]",,High Pass,,10.198039,,,Incomplete,,Ivan Rakitić,5470.0,,,,,,Recovery,1,From Throw In,Nélson Cabral Semedo,6374.0,Right Back,3,Eibar,322,"['52ae25e0-59fb-44d2-b3ea-29fd9c24ca3b', '54aa52c1-3d42-4a61-a609-8987dd0c592f', 'e59d2874-6691-4c61-8a1a-0ff3cc0dba8b']",58,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:58.646,Pass,
,,,,,,,,,,,,,,,,1.059882,,,,,,,,,,,,,,97469bc6-0199-4649-aaf4-8caee1d63603,55,,"[73.7, 10.6]",303731,1,,,,-1.8045396,,Right Foot,,,"[72.2, 4.3]",,Ground Pass,,6.47611,,,,,José Ángel Valdés Díaz,6705.0,,,,,,,1,From Throw In,Gonzalo Escalante,6712.0,Center Attacking Midfield,3,Eibar,322,['f0bcad28-1ead-4d75-98bc-edf1e515d157'],2,,,,,,,,,,,,,,,,,,Eibar,322,00:01:02.380,Pass,
,,,,,,,,,,,,,,,,1.119199,,,,,,,,,,,,,,d51b1d11-ae2c-484d-8329-499cbc044d57,58,,"[73.6, 6.6]",303731,1,,,,0.83602154,,Left Foot,,,"[91.4, 26.3]",,Ground Pass,,26.550518,,,,,Sergio Enrich Ametller,6700.0,,,,,,,1,From Throw In,José Ángel Valdés Díaz,6705.0,Left Back,3,Eibar,322,['1b747818-feac-49b5-b01c-82041abe7626'],3,,,,,,,,,,,,,,,,,,Eibar,322,00:01:03.554,Pass,
,,,,,,,,,,,,,,,,0.866796,,,,,,,,,,,,,,6dfbe778-9528-4189-b349-fbf6debe9e8b,62,,"[87.8, 23.5]",303731,1,,,,-2.442593,,Right Foot,,,"[80.9, 17.7]",,Ground Pass,,9.013878,,,,,Gonzalo Escalante,6712.0,,,,,,,1,From Throw In,Sergio Enrich Ametller,6700.0,Center Forward,3,Eibar,322,['774bd818-ed2a-4a65-9413-6fcd4a97aa1a'],5,,,,,,,,,,,,,,,,,,Eibar,322,00:01:05.886,Pass,
,,,,,,,,,,,,,,,,1.558638,,,,,,,,,,,,,,01a0b99e-88a1-4f24-b4f0-59f43fe34169,75,,"[5.9, 42.7]",303731,1,True,,,-1.0463871,,Keeper Arm,,,"[11.8, 32.5]",,Ground Pass,,11.783463,,,,,Clément Lenglet,6826.0,,,,,,,1,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,4,Barcelona,217,['858b53b2-df48-4ac3-a8c3-435842e8560f'],17,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:17.462,Pass,
,,,,,,,,,,,,,,,,1.797259,,,,,,,,,,,,,,bef266ed-9353-4f65-a578-8cfcce50fab9,77,,"[14.5, 31.3]",303731,1,,,,-0.91014886,,Right Foot,,,"[28.1, 13.8]",,Ground Pass,,22.163258,,,,,Héctor Junior Firpo Adames,17304.0,,,,,,,1,Regular Play,Clément Lenglet,6826.0,Left Center Back,4,Barcelona,217,['09328fcd-7efc-4d76-8c7e-3af50dd5fa66'],20,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:20.221,Pass,
,,,,,,,,,,,,,,,,1.217328,,,,,,,,,,,,,,155aee8d-aa64-4ad6-b30f-649c190384c3,80,,"[28.1, 13.8]",303731,1,,,,2.194498,,Left Foot,,,"[22.2, 22.0]",,Ground Pass,,10.10198,,,,,Clément Lenglet,6826.0,,,,,,,1,Regular Play,Héctor Junior Firpo Adames,17304.0,Left Back,4,Barcelona,217,['6b55ed71-9830-4d51-9b38-5ec926f71fda'],23,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:23.445,Pass,
,,,,,,,,,,,,,,,,1.186007,,,,,,,,,,,,,,d1f8520f-91f0-44d8-bc78-5e43d3680dd9,83,,"[44.7, 24.7]",303731,1,,,,1.1882712,,Left Foot,,,"[55.0, 50.3]",,Low Pass,,27.594383,,,,,Ivan Rakitić,5470.0,,,,,,,1,Regular Play,Clément Lenglet,6826.0,Left Center Back,4,Barcelona,217,['799ad93b-ab1c-4875-95d4-443227bcf452'],31,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:31.226,Pass,
,,,,,,,,,,,,,,,,1.762891,,,,,,,,,,,,,,8c6c0569-fec2-48e9-8022-3c2c47f47296,85,,"[55.0, 50.3]",303731,1,,,,3.0608165,,Right Foot,,,"[34.0, 52.0]",,Low Pass,,21.068697,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,4,Barcelona,217,['0b088d20-a982-4654-ba36-598d3c539aa2'],32,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:32.412,Pass,
,,,,,,,,,,,,,,,,0.805554,,,,,,,,,,,,,,a8b7eb62-208d-4021-9c90-6f138f6a8a6f,88,,"[48.7, 60.0]",303731,1,,,,-1.0860038,,Right Foot,,,"[55.6, 46.9]",,Ground Pass,,14.80608,,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,4,Barcelona,217,['02e128c4-362a-429c-94a4-47169175bec7'],37,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:37.179,Pass,
,,,,,,,,,,,,,,,,1.274339,,,,,,,,,,,,,,166bd5a9-7410-4e9f-af1a-24a41d601d46,90,,"[55.6, 46.9]",303731,1,,,,2.0114217,,Right Foot,,,"[49.8, 59.2]",,Ground Pass,,13.598897,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,4,Barcelona,217,['be2543a6-4a62-43dd-ac5c-c1be6fce9247'],37,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:37.985,Pass,
,,,,,,,,,,,,,,,,2.695636,,,,,,,,,,,,,,f1dabec7-f54d-491d-89b2-c4a8fa12df45,93,,"[51.1, 57.5]",303731,1,,,,-1.2804149,,Right Foot,,,"[66.4, 6.3]",,High Pass,,53.43716,,,,,Héctor Junior Firpo Adames,17304.0,,,True,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,4,Barcelona,217,['72cf2c2d-4dc3-4eb2-9aca-a0b88568fec6'],40,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:40.071,Pass,
,,,,,,,,,,,,,,,,1.081043,,,,,,,,,,,,,,a7781ece-492f-47cf-8046-beb0a491bf6b,96,,"[75.9, 9.4]",303731,1,,,,-0.5559769,,Left Foot,,,"[86.2, 3.0]",,Ground Pass,,12.126417,,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,,1,Regular Play,Héctor Junior Firpo Adames,17304.0,Left Back,4,Barcelona,217,['27226e84-b544-404b-926a-f509aa3d4540'],46,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:46.117,Pass,
,,,,,,,,,,,,,,,,1.876104,,,,,,,,,,,,,,61c09bd8-d71a-43ce-97a2-b3401166cd84,99,,"[84.7, 1.6]",303731,1,,,,0.16230239,,Right Foot,,,"[101.8, 4.4]",,Low Pass,,17.327723,,,Incomplete,,Héctor Junior Firpo Adames,17304.0,,,,,,,1,Regular Play,Arturo Erasmo Vidal Pardo,8206.0,Left Wing,4,Barcelona,217,"['00908b06-4d96-4aa8-9cfc-1c6add6ab92d', '1189efd0-a28b-441b-b33b-4a29a79bbd2c']",47,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:47.806,Pass,
,,,,,,,,,,,,,,,,1.120013,,,,,,,,,,,,,,04719920-76f8-46ec-80d1-bfed23c12724,104,,"[9.0, 66.0]",303731,1,,,,0.93894196,,Right Foot,,,"[16.1, 75.7]",,Ground Pass,,12.020815,,,,,Álvaro Tejero Sacristán,23981.0,,,,,,,1,Regular Play,Esteban Rodrigo Burgos,23803.0,Right Center Back,5,Eibar,322,['095fc217-d343-4c3e-9471-7713895aa12f'],51,,,,,,,,,,,,,,,,,,Eibar,322,00:01:51.623,Pass,
,,,,,,,,,,,,,,,,0.705625,,,,,,,,,,,,,,62652f86-bf15-4521-8ad5-9efdd87b5d09,107,,"[16.1, 75.7]",303731,1,,,,-1.0207219,,Right Foot,,,"[22.6, 65.1]",,Ground Pass,,12.434227,,,,,Papa Kouly Diop,6867.0,,,,,,,1,Regular Play,Álvaro Tejero Sacristán,23981.0,Right Back,5,Eibar,322,['06e00f58-65b1-4ef4-ad11-3177d9ac9885'],53,,,,,,,,,,,,,,,,,,Eibar,322,00:01:53.353,Pass,
,,,,,,,,,,,,,,,,1.591132,,,,,,,,,,,,,,db6b3992-4f39-4b75-b2fd-187f819f3cbf,110,,"[22.6, 65.1]",303731,1,,,,0.4713994,,Right Foot,,,"[48.3, 78.2]",,High Pass,,28.846144,,,,,Fabián Ariel Orellana Valenzuela,7105.0,,,,,,,1,Regular Play,Papa Kouly Diop,6867.0,Right Defensive Midfield,5,Eibar,322,['c2903e90-eb9e-467c-89f8-672127a106f3'],54,,,,,,,,,,,,,,,,,,Eibar,322,00:01:54.147,Pass,
,,,,,,,,,,,,,,,,1.44849,,,,,,,,,,,,,,5d5907b8-32d1-4f2a-8f52-f7690c8b850b,113,,"[48.3, 78.2]",303731,1,,,,-0.54728436,,Left Foot,,,"[54.7, 74.3]",,High Pass,,7.4946647,,,,,Sergio Enrich Ametller,6700.0,,,,,,,1,Regular Play,Fabián Ariel Orellana Valenzuela,7105.0,Right Wing,5,Eibar,322,['42a9c267-2fe4-429c-93ad-142f13d34e7c'],55,,,,,,,,,,,,,,,,,,Eibar,322,00:01:55.831,Pass,
,,,,,,,,,,,,,,,,0.869241,,,,,,,,,,,,,,d63f97c1-9cec-4576-bac0-6516273b56dc,118,,"[58.1, 1.1]",303731,2,,,,1.7955076,,Right Foot,,,"[56.5, 8.1]",,Ground Pass,,7.180529,,,,,Sergio Busquets i Burgos,5203.0,,,,,,Free Kick,1,From Free Kick,Arthur Henrique Ramos de Oliveira Melo,11392.0,Left Center Midfield,6,Barcelona,217,['6826c27c-07f1-47a7-8acd-7d150a4643e1'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:00.240,Pass,
,,,,,,,,,,,,,,,,1.023305,,,,,,,,,,,,,,e0ab93ac-b1ca-4da5-bc9d-25a215b8fa1e,121,,"[60.7, 20.2]",303731,2,,,,1.8925469,,Right Foot,,,"[54.5, 38.8]",,Ground Pass,,19.606121,,,,,Ivan Rakitić,5470.0,,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,6,Barcelona,217,['4b0eb258-0ae9-40fc-ab23-e1414f9c5ad1'],4,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:04.276,Pass,
