bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,2.256721,,,,,,,,,,,,,7a6f6346-d086-4223-aa24-5238e67ddff5,15,,"[46.2, 9.1]",9827,0,,,,,-1.0164888,,Head,,,,"[50.1, 2.8]",High Pass,,7.4094534,,,,Dani Castellano Betancor,6932.0,,,,,Recovery,1,From Kick Off,Joaquín Navarro Jiménez,6923.0,Left Center Back,2,Barcelona,217,"['0ba60846-0b7f-4d6b-a8c8-f6b75da58a87', 'ef3d1626-d974-479d-a8eb-2f712d3c9fb7']",11,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:11.054,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.893765,,,,,,,,,,,,,6e896f77-95d9-46d1-8ddd-1c618bf8e8bc,18,,"[52.2, 1.4]",9827,0,,,,,0.20281766,,Left Foot,,,,"[77.0, 6.5]",High Pass,,25.318966,,Incomplete,,Jairo Samperio Bustara,6925.0,,,,,,1,From Kick Off,Dani Castellano Betancor,6932.0,Left Back,2,Barcelona,217,"['53d53b20-5d32-4501-a877-72fa1b0b1106', '7ddab763-fc86-425a-a94c-14c8b3277880', '93646b76-98d5-4baa-8557-a0f31cd96f2e']",13,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:13.311,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,,1.910493,,,,,,,,,,,,,ecaabd50-6cbc-4c51-bec9-7165a44ce1f3,25,,"[45.9, 69.1]",9827,0,,True,,,-2.0812848,,Right Foot,,,,"[33.3, 46.6]",Ground Pass,,25.787788,,,,Thomas Vermaelen,6332.0,,,,,Free Kick,1,From Free Kick,Samuel Yves Umtiti,5492.0,Right Center Back,3,Barcelona,217,['77af015e-6cee-4f51-8658-fd70bbfe1a41'],27,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:27.815,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,2.039198,,,,,,,,,,,,,9752291c-3bfb-4dee-920d-d139b09da3c3,27,,"[31.6, 41.0]",9827,0,,,,,-1.3508365,,Left Foot,,,,"[37.1, 16.4]",Ground Pass,,25.20734,,,,Lucas Digne,6849.0,,,,,,1,From Free Kick,Thomas Vermaelen,6332.0,Left Center Back,3,Barcelona,217,['016a6afb-794e-4524-a7f6-ab7dd72fc973'],30,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:30.537,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.47659,,,,,,,,,,,,,9bbd5618-b7ab-4e97-accb-64e118617142,30,,"[41.8, 6.0]",9827,0,,,,,0.68477756,,Left Foot,,,,"[64.7, 24.7]",High Pass,,29.565182,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,From Free Kick,Lucas Digne,6849.0,Left Back,3,Barcelona,217,"['5751e90d-7997-40d2-adfd-869c9d36dc02', 'a8d4c607-49ec-4ff6-9373-7310495c9220']",34,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:34.305,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.530524,,,,,,,,,,,,,a8d4c607-49ec-4ff6-9373-7310495c9220,32,,"[55.4, 55.4]",9827,0,,,,,-2.3714218,,Head,,,,"[45.4, 45.7]",High Pass,,13.931619,,,,Joaquín Navarro Jiménez,6923.0,,,,,Recovery,1,Regular Play,Alejandro Gálvez Jimena,6924.0,Right Center Back,4,Las Palmas,208,"['9bbd5618-b7ab-4e97-accb-64e118617142', 'ce1db003-bf58-486e-aec7-0de1676174dd']",35,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:35.782,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,2.517855,,,,,,,,,,,,,6621183c-9219-46c4-bc18-410d7aeb64c7,35,,"[41.0, 58.1]",9827,0,,,,,-2.6779451,,Left Foot,,,,"[11.8, 43.5]",Ground Pass,,32.64659,,,,Leandro Chichizola,6931.0,,,,,,1,Regular Play,Joaquín Navarro Jiménez,6923.0,Left Center Back,4,Las Palmas,208,['bba36904-4885-4c79-a293-a43d52066ea1'],39,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:39.054,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,2.267191,,,,,,,,,,,,,e1b6d240-f19f-4467-a683-ed03402b721a,38,,"[11.2, 43.5]",9827,0,,,,,-1.0947909,,Right Foot,,,,"[31.1, 4.9]",High Pass,,43.427757,,,,Joaquín Navarro Jiménez,6923.0,,,,,,1,Regular Play,Leandro Chichizola,6931.0,Goalkeeper,4,Las Palmas,208,['798c15ab-e93e-4e3a-8e38-4f2a5ff8d15b'],42,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:42.321,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.694674,,,,,,,,,,,,,89659286-10dc-4b8b-b485-004752fe17a0,41,,"[30.3, 7.7]",9827,0,,,,,2.635953,,Left Foot,,,,"[7.0, 20.6]",Ground Pass,,26.632687,,,,Leandro Chichizola,6931.0,,,,,,1,Regular Play,Joaquín Navarro Jiménez,6923.0,Left Center Back,4,Las Palmas,208,['88f38125-108b-42ee-8b3f-787f8afef147'],48,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:48.229,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.936808,,,,,,,,,,,,,39629066-4e97-43a4-aca5-8efd9d0ee226,43,,"[7.0, 20.6]",9827,0,,,,,0.2836121,,Left Foot,,,,"[49.2, 32.9]",High Pass,,43.956,,,,Pedro Taunausú Domínguez Placeres,6928.0,,,,,,1,Regular Play,Leandro Chichizola,6931.0,Goalkeeper,4,Las Palmas,208,['b6bc56a7-c07e-47fa-9d72-aafc7629cefa'],49,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:49.924,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.278855,,,,,,,,,,,,,0423632c-ac0c-482e-92ce-eac66375defd,46,,"[49.2, 33.1]",9827,0,,,,,-0.7990959,,Right Foot,,,,"[56.4, 25.7]",Low Pass,,10.324728,,,,Jairo Samperio Bustara,6925.0,,,,,,1,Regular Play,Pedro Taunausú Domínguez Placeres,6928.0,Center Attacking Midfield,4,Las Palmas,208,['fafac72a-33d5-40a6-8de3-2a02600a02be'],51,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:51.915,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.417705,,,,,,,,,,,,,caeddac2-42e1-4d13-8fb7-86edb8ea072e,49,,"[57.9, 32.7]",9827,0,,,,,-1.4288993,,Right Foot,,,,"[58.5, 28.5]",Ground Pass,,4.2426405,,Incomplete,,Pedro Taunausú Domínguez Placeres,6928.0,,,,,,1,Regular Play,Jairo Samperio Bustara,6925.0,Left Wing,4,Las Palmas,208,"['830ec006-eb76-4455-802f-31f23bf5bed6', 'bf0bcad2-ba4c-472f-978b-072aa529b0e6']",53,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:53.501,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,0.891226,,,,,,,,,,,,,bf0bcad2-ba4c-472f-978b-072aa529b0e6,52,,"[61.6, 51.6]",9827,0,,,,,-2.7641966,,Right Foot,,,,"[50.5, 47.2]",Ground Pass,,11.940268,,,,Samuel Yves Umtiti,5492.0,,,,,Recovery,1,Regular Play,Sergio Busquets i Burgos,5203.0,Left Defensive Midfield,5,Barcelona,217,"['5c13b4ca-83f2-46c3-a533-17623d178aba', 'caeddac2-42e1-4d13-8fb7-86edb8ea072e', 'dd697f45-01cb-43ea-baf1-e9dbf4ca709a']",54,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:54.919,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,,0.786469,,,,,,,,,,,,,c45cb98b-0bed-4f9f-bb33-65811fe067b6,55,,"[50.5, 47.2]",9827,0,,,,,-1.009633,,Left Foot,,,,"[57.1, 36.7]",Ground Pass,,12.402016,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Samuel Yves Umtiti,5492.0,Right Center Back,5,Barcelona,217,['1330505e-c2aa-41cd-a295-488b0e315dc0'],56,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:56.541,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,2.658726,,,,,,,,,,,,,4894d51d-0bd3-470c-b2be-607969e83604,58,,"[57.0, 37.3]",9827,0,,,,,-0.8585214,,Right Foot,,,,"[84.2, 5.8]",High Pass,,41.618385,,,,Lucas Digne,6849.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Midfield,5,Barcelona,217,['7a285430-3ab8-427a-b567-18e92931ac55'],58,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:58.602,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.286152,,,,,,,,,,,,,f1946d8e-2ed7-448a-90b4-f543ca03e5e1,63,,"[9.1, 80.0]",9827,1,,,,,-0.24039574,,,,,,"[34.8, 73.7]",High Pass,,26.460915,,,,Jonathan Calleri,6930.0,,,,,Throw-in,1,From Throw In,Matías Aguirregaray Guruceaga,6921.0,Right Back,6,Las Palmas,208,['e0b665f7-547b-43b2-b8ff-767a4ebaf7be'],24,,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:24.178,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.515355,,,,,,,,,,,,,99668b98-b993-4098-b32a-a50b8d91fd07,66,,"[35.5, 75.2]",9827,1,,,,True,0.057080783,,,,,,"[46.0, 75.8]",High Pass,,10.517129,,,,Alen Halilović,6926.0,,,,,,1,From Throw In,Jonathan Calleri,6930.0,Center Forward,6,Las Palmas,208,"['1073de28-3e03-44ac-acfa-7ca507febe86', 'f691c1a1-3038-44e4-bc20-6e64d09a459f']",25,,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:25.464,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,,0.176619,,,,,,,,,,,,,4072c208-8c18-463d-b38b-cc96d9218a32,70,,"[42.8, 75.9]",9827,1,,,,,-2.4087775,,Left Foot,,,,"[40.8, 74.1]",Ground Pass,,2.6907248,,Incomplete,,Jonathan Calleri,6930.0,,,,,,1,From Throw In,Alen Halilović,6926.0,Right Wing,6,Las Palmas,208,"['05a07ee8-189b-4b28-abc6-7caedbd1df8a', '801d9e28-9c21-43a8-9cd8-edac9ac355ef', 'e9be8d95-2c5d-4260-bb57-d3552ec1ad5e']",28,,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:28.092,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,,0.721359,,,,,,,,,,,,,aeae4582-58b2-43a4-b0a6-60a1b87c9863,73,,"[40.0, 80.0]",9827,1,,,,,-0.43380573,,,,,,"[53.6, 73.7]",Low Pass,,14.988329,,,,Alen Halilović,6926.0,,,,,Throw-in,1,From Throw In,Matías Aguirregaray Guruceaga,6921.0,Right Back,7,Las Palmas,208,['58ae76c0-c170-4e35-b128-799638e9e36c'],40,,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:40.233,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,0.456471,,,,,,,,,,,,,4df85616-e2ef-4b00-9b61-af9d04b3f3ef,77,,"[52.6, 75.8]",9827,1,,,,,2.695487,,Left Foot,,,,"[48.0, 78.0]",Ground Pass,,5.0990195,,,,Matías Aguirregaray Guruceaga,6921.0,,,,,,1,From Throw In,Alen Halilović,6926.0,Right Wing,7,Las Palmas,208,"['00f0f019-32e2-4d8b-ac57-20816ded95dc', 'c54dbf2b-fd9c-492d-bfae-01e2cadb0b24']",41,,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:41.642,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,,0.467157,,,,,,,,,,,,,c0360cb5-fd64-4875-8089-95ae14f54bad,81,,"[45.9, 78.1]",9827,1,,,,,-0.43779132,,Right Foot,,,,"[50.6, 75.9]",Ground Pass,,5.189412,,,,Alen Halilović,6926.0,,,,,,1,From Throw In,Matías Aguirregaray Guruceaga,6921.0,Right Back,7,Las Palmas,208,"['db29dcfb-9e28-4da2-bee8-2a3e290b02ac', 'ddc5f828-4f3f-43f0-bfed-677c57178b57']",42,,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:42.430,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,,0.117623,,,,,,,,,,,,,eb2f88a6-25ed-40a3-ad36-cd11b46c1561,84,,"[50.6, 75.9]",9827,1,,,,,-1.012197,,Left Foot,,,,"[51.6, 74.3]",Ground Pass,,1.8867962,,Incomplete,,,,,,,,,1,From Throw In,Alen Halilović,6926.0,Right Wing,7,Las Palmas,208,['09739f69-2838-435c-9298-13b97d44c59a'],43,,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:43.347,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.089076,,,,,,,,,,,,,40f0da92-5c5a-4bb3-9d49-5764c7994f8c,86,,"[52.0, 80.0]",9827,1,,,,,-2.2655346,,,,,,"[44.0, 70.4]",Low Pass,,12.4964,,,,José Vicente Gómez Umpiérrez,6929.0,,,,,Throw-in,1,From Throw In,Matías Aguirregaray Guruceaga,6921.0,Right Back,8,Las Palmas,208,['a8252ddc-4e8b-4c5f-a7bb-f1325d68a596'],56,,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:56.072,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,0.583715,,,,,,,,,,,,,ceb92cdd-8a54-4c97-a761-1004782e90f4,89,,"[44.0, 70.4]",9827,1,,,,,1.3882365,,Left Foot,,,,"[45.2, 76.9]",Low Pass,,6.6098413,,,,Matías Aguirregaray Guruceaga,6921.0,,,,,,1,From Throw In,José Vicente Gómez Umpiérrez,6929.0,Left Defensive Midfield,8,Las Palmas,208,['e15ed905-d5f5-4ac5-bda9-9ce1c64a998e'],57,,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:57.252,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.522019,,,,,,,,,,,,,3f5b007c-60ed-4d78-a66b-6d391c104e7d,92,,"[45.2, 76.9]",9827,1,,,,,-2.0325098,,Right Foot,,,,"[34.9, 56.2]",High Pass,,23.120987,,,,Joaquín Navarro Jiménez,6923.0,,,,,,1,From Throw In,Matías Aguirregaray Guruceaga,6921.0,Right Back,8,Las Palmas,208,['7a20f623-5bd5-46a9-a663-00ed51657c2f'],57,,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:57.907,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.717351,,,,,,,,,,,,,d141ee24-3118-4f92-b307-c3cb330b28ff,94,,"[34.9, 55.6]",9827,1,,,,,-0.6019633,,Head,,,,"[48.0, 46.6]",High Pass,,15.893709,,,,Oghenekaro Etebo,5466.0,,,,,,1,From Throw In,Joaquín Navarro Jiménez,6923.0,Left Center Back,8,Las Palmas,208,['7a8e8b9e-77e2-493b-81b6-d5a76176ae50'],59,,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:59.429,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,4.917482,,,,,,,,,,,,,a732aa2f-28d4-4c34-b8f3-be3cfc13eed2,97,,"[48.0, 46.6]",9827,2,,,,,0.056886166,,Right Foot,,,,"[91.9, 49.1]",High Pass,,43.971127,,Incomplete,,Jonathan Calleri,6930.0,,,,,,1,From Throw In,Oghenekaro Etebo,5466.0,Right Defensive Midfield,8,Las Palmas,208,"['6e9a1a4f-2097-4026-8822-8bf7f0f224e3', 'dbb9be3e-93e6-4739-8147-caee943dafd9']",1,,,,,,,,,,,,,,,,,,Las Palmas,208,00:02:01.326,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.413343,,,,,,,,,,,,,20e0b76d-ce7b-441e-ad70-0658d8510380,102,,"[34.2, 31.7]",9827,2,,,,,1.2196425,,Right Foot,,,,"[45.3, 62.0]",Low Pass,,32.26918,,,,Aleix Vidal Parreu,6400.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Left Defensive Midfield,9,Barcelona,217,['cb21332b-f61a-46fb-b34d-00844573e2d5'],9,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:09.987,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,0.899322,,,,,,,,,,,,,72da326b-dbc1-47b1-a24b-fbc8d40ebe84,106,,"[40.3, 72.4]",9827,2,,,,,-3.1252007,,Left Foot,,,,"[28.1, 72.2]",Ground Pass,,12.201639,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,Regular Play,Aleix Vidal Parreu,6400.0,Right Midfield,9,Barcelona,217,"['1b3e065e-906e-4b8d-903c-adf87e92d965', '707f9f1c-c08a-4949-87a4-417a943a11a3']",12,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:12.761,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,,1.441302,,,,,,,,,,,,,98e711dc-e7ab-4fcd-9d39-29322d10552d,110,,"[27.6, 70.5]",9827,2,,,,,-2.7317963,,Right Foot,,,,"[5.5, 60.9]",Ground Pass,,24.09502,,,,Samuel Yves Umtiti,5492.0,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,9,Barcelona,217,['1a6311d4-617c-41c7-8656-617dcc04899a'],15,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:15.570,Pass,,2017/2018
