50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,1.114039,,,,,,,,,,,,,,,,8aa11376-30ea-4f9a-8f99-0e8f6c4b462e,38,,"[44.9, 74.2]",69209,0,,,,-0.9910385,,Right Foot,,"[57.8, 54.5]",Ground Pass,,23.547823,,,,Xavier Hernández Creus,20131.0,,,,,,,1,Regular Play,Rafael Márquez Álvarez,5558.0,Right Center Back,3,Barcelona,217,['d1f62ec0-92c5-4c09-a808-2a020bfb35d6'],33,,,,,,,,,,,,,,,,,Barcelona,217,00:00:33.391,Pass,,2008/2009
,,,,,,,,,,,,,,,,2.063855,,,,,,,,,,,,,,,,82f81a8e-369b-4140-a82a-fc39c187da1b,41,,"[57.4, 51.2]",69209,0,,,,-1.9100889,,Right Foot,,"[49.0, 27.4]",Ground Pass,,25.23886,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,3,Barcelona,217,['7bbe0c51-3f7e-4ac3-b6fb-876dfd89eceb'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:00:39.302,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.288019,,,,,,,,,,,,,,,,e2f18098-d7c3-485c-9310-e9f925aca383,44,,"[55.1, 26.4]",69209,0,,,,-1.2120256,,Right Foot,,"[64.1, 2.4]",Ground Pass,,25.632011,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Left Center Back,3,Barcelona,217,['161e9d49-54dc-4167-a57f-f3cd18896e26'],42,,,,,,,,,,,,,,,,,Barcelona,217,00:00:42.858,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.0085,,,,,,,,,,,,,,,,e70c127c-dfbc-448e-a36f-01161037491c,47,,"[64.3, 2.8]",69209,0,,,,1.5707964,,Left Foot,,"[64.3, 16.9]",Ground Pass,,14.1,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,3,Barcelona,217,['1e8f5cf2-a16c-408d-91d4-23150f44500d'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:00:44.976,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.357573,,,,,,,,,,,,,,,,0ac8cd1c-96f3-43a3-8551-c0bc79b51d2d,51,,"[63.9, 17.5]",69209,0,,,,-2.1133757,,Left Foot,,"[55.7, 3.9]",Ground Pass,,15.880806,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Right Center Midfield,3,Barcelona,217,"['b1e73688-2464-4877-94bb-5516185c88e8', 'b303944e-6bdc-456b-b621-d357241ace98']",46,,,,,,,,,,,,,,,,,Barcelona,217,00:00:46.041,Pass,True,2008/2009
,,,,,,,,,,,,,,,,1.703217,,,,,,,,,,,,,,,,99959671-3c75-4ccb-9320-e45b518afb2b,54,,"[52.1, 6.6]",69209,0,,,,2.6315303,,Left Foot,,"[23.5, 22.6]",Ground Pass,,32.771328,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,3,Barcelona,217,['d3e11365-00e9-4638-851c-a520318266aa'],49,,,,,,,,,,,,,,,,,Barcelona,217,00:00:49.117,Pass,,2008/2009
,,,,,,,,,,,,,,,,2.080542,,,,,,,,,,,,,,,,46917af0-151c-43cc-bea3-bc221b9c6201,57,,"[22.6, 25.4]",69209,0,,,,1.3842164,,Right Foot,,"[30.0, 64.6]",Ground Pass,,39.892357,,,,Rafael Márquez Álvarez,5558.0,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Left Center Back,3,Barcelona,217,['a159ee79-fe3d-41e2-b766-cbdb42d1cbfc'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:00:52.646,Pass,,2008/2009
,,,,,,,,,,,,,,,,2.196892,,,,,,,,,,,,,,,,402e4697-e2bb-4e10-a59e-92895ce56cd0,60,,"[44.7, 70.0]",69209,1,,,,-1.865786,,Right Foot,,"[31.3, 25.9]",Low Pass,,46.09089,,,,Gerard Piqué Bernabéu,5213.0,,,True,,,,1,Regular Play,Rafael Márquez Álvarez,5558.0,Right Center Back,3,Barcelona,217,['39a5d010-1eb5-41a0-9ec3-7a8252d19ff9'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:01:00.020,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.629157,,,,,,,,,,,,,,,,05badb07-fec6-45b2-acac-a4cf564b38bc,63,,"[40.8, 23.6]",69209,1,,,,-0.892677,,Right Foot,,"[58.2, 2.0]",Ground Pass,,27.736618,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Left Center Back,3,Barcelona,217,['a162b993-1fa1-4964-9998-4908fa83eb1c'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:01:04.591,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.900001,,,,,,,,,,,,,,,,243268de-de65-46ab-9c5f-9b1f33be079a,67,,"[57.8, 2.4]",69209,1,,,,0.9853339,,Left Foot,,"[75.9, 29.7]",Ground Pass,,32.755154,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,3,Barcelona,217,"['5de99a7d-ef86-448c-85b1-1660a077fe79', '95588a6c-ba65-4c27-8c6b-8261acb92b22']",7,,,,,,,,,,,,,,,,,Barcelona,217,00:01:07.181,Pass,True,2008/2009
,,,,,,,,,,,,,,,,1.814791,,,,,,,,,,,,,,,,991acee8-047a-4ff2-a1df-6bdc608ce8e6,70,,"[90.2, 18.8]",69209,1,,,,-0.47395653,,Right Foot,,"[109.5, 8.9]",Ground Pass,,21.691011,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Wing,3,Barcelona,217,['41c9010b-9c33-4446-93ac-21964505627f'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:01:12.556,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.925179,,,,,,,,,,,,,,,,42f34b19-dcab-48f4-ac30-af147892fb95,73,,"[110.3, 9.3]",69209,1,,,,2.3720663,,Left Foot,,"[100.7, 18.6]",Ground Pass,,13.366002,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,3,Barcelona,217,['a34e7fa5-a9e9-4252-a9ed-c7b77f4c1534'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:01:14.556,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.842269,,,,,,,,,,,,,,,,ce5142d7-2846-4d66-9412-084205f4f99e,77,,"[112.1, 9.0]",69209,1,,,,-1.6718997,,Right Foot,,"[111.4, 2.1]",Ground Pass,,6.935416,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Wing,3,Barcelona,217,"['3e8b9539-8220-4605-a29d-e66336a58568', '806cafbd-8ea3-472b-a964-959d8962cc6e']",19,,,,,,,,,,,,,,,,,Barcelona,217,00:01:19.618,Pass,True,2008/2009
,,,,,,,,,,,,,,,,2.413838,,,,,,,,,,,,,,,,ffe069d5-9e82-41ca-bd72-77aa6b0870a2,80,,"[111.4, 2.1]",69209,1,,,,2.4188573,,Left Foot,,"[84.3, 26.0]",Ground Pass,,36.133366,,,,Gnégnéri Yaya Touré,3087.0,,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,3,Barcelona,217,['9affa729-ae8c-4139-8900-109307355a8d'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:01:20.580,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.745382,,,,,,,,,,,,,,,,470b1bed-6ecf-4d18-9574-9d123962a505,83,,"[84.3, 26.0]",69209,1,,,,-0.43320018,,Right Foot,,"[92.3, 22.3]",Ground Pass,,8.814193,,,,Xavier Hernández Creus,20131.0,,,,,,,1,Regular Play,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,3,Barcelona,217,['83dcaeb3-6f58-4364-905d-ad3d1466e906'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:01:23.034,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.218274,,,,,,,,,,,,,,,,e50745f2-8ed0-4206-b858-63b00b9b24db,87,,"[90.2, 21.7]",69209,1,,,,1.9513026,,Right Foot,,"[86.4, 31.2]",Ground Pass,,10.231813,,,,Gnégnéri Yaya Touré,3087.0,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,3,Barcelona,217,"['7147dd25-3f49-4b6d-a1af-b8e9a9d64414', 'e3b99ab6-f8ae-43ab-a1ca-15213b84b933']",24,,,,,,,,,,,,,,,,,Barcelona,217,00:01:24.767,Pass,True,2008/2009
,,,,,,,,,,,,,,,,0.235729,,,,,,,,,,,,,,,,01a04607-6665-4187-a66d-8ea9a69d8bea,90,,"[87.8, 31.8]",69209,1,,,,-0.0809041,,Right Foot,,"[95.2, 31.2]",Ground Pass,,7.4242845,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,Regular Play,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,3,Barcelona,217,['894e64fe-2a38-48f2-886f-7d6b408f1f7e'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:01:25.985,Pass,,2008/2009
,,,,,,,,,,,,,,,,2.3182,,,,,,,,,,,,,,,,0a93998e-042f-49d3-9e90-d5a9e88bed08,96,,"[14.2, 51.0]",69209,1,,,,-0.072040066,,Right Foot,,"[72.4, 46.8]",High Pass,,58.35135,,,,Nikola Žigić,26074.0,,,,,,,1,Regular Play,Antonio Rodríguez Martínez,26070.0,Goalkeeper,3,Barcelona,217,['b5f760a6-bd3b-4c73-af54-091f32510915'],41,,,,,,,,,,,,,,,,,Racing Santander,1217,00:01:41.852,Pass,,2008/2009
,,,,,,,,,,,,,,,,2.704246,,,,,,,,,,,,,,,,ba9a863f-6528-4355-86a7-81c97e3feb86,99,,"[72.2, 46.6]",69209,1,,,True,-1.3322744,,,,"[79.3, 17.4]",High Pass,,30.05079,,Incomplete,,Antonio Moral Segura,26598.0,,,,,,,1,Regular Play,Nikola Žigić,26074.0,Center Forward,3,Barcelona,217,"['0b501b5b-0f8a-4b5a-9740-29bd5da7db38', '3886092a-7002-400c-80da-097a2e1d0def', 'e3571ae0-ca35-46a3-8b3c-d3c9a82b3f89']",44,,,,,,,,,,,,,,,,,Racing Santander,1217,00:01:44.182,Pass,True,2008/2009
,,,,,,,,,,,,,,,,1.003743,,,,,,,,,,,,,,,,2c123f4a-3a49-482b-89d5-eb223eca99cf,103,,"[49.8, 76.0]",69209,1,,,,-1.790493,,Right Foot,,"[47.5, 65.7]",Ground Pass,,10.553673,,,,Xavier Hernández Creus,20131.0,,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,3,Barcelona,217,['33c68b0f-cd38-4e0c-b204-d8e5422914e4'],48,,,,,,,,,,,,,,,,,Barcelona,217,00:01:48.840,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.769277,,,,,,,,,,,,,,,,314397eb-a357-4427-8dec-4def4b150841,106,,"[47.9, 65.9]",69209,1,,,,0.5079734,,Right Foot,,"[57.6, 71.3]",Low Pass,,11.101802,,,,Samuel Eto''o Fils,19298.0,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,3,Barcelona,217,['cf7f43ec-7f41-4460-8c94-6fb91fcb38e7'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:01:50.044,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.646893,,,,,,,,,,,,,,,,1282bf82-aca6-4b3e-8b1d-daf592beb340,109,,"[57.6, 71.3]",69209,1,,,,-0.9984875,,Right Foot,,"[71.0, 50.5]",High Pass,,24.742676,,Incomplete,,,,,,,,,,1,Regular Play,Samuel Eto''o Fils,19298.0,Right Wing,3,Barcelona,217,['2d1e9e83-5f30-49fe-a41b-7e5c978b9aba'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:01:50.854,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.629045,,,,,,,,,,,,,,,,c1c238bf-a3d2-4efd-80df-2ad745945f66,112,,"[51.0, 28.7]",69209,1,,,,-0.6402278,,Right Foot,,"[60.8, 21.4]",Ground Pass,,12.220065,,,,Mehdi Lacen,6745.0,,,,,,,1,Regular Play,Oriol Lozano Farrán,26067.0,Left Center Back,4,Racing Santander,1217,['e01f629e-a4c5-4412-899a-385f4a23d255'],53,,,,,,,,,,,,,,,,,Racing Santander,1217,00:01:53.115,Pass,,2008/2009
,,,,,,,,,,,,,,,,2.9316,,,,,,,,,,,,,,,,664575fa-41ff-4944-a963-b0d7e641623b,118,,"[6.0, 36.0]",69209,2,,,,-0.34291923,,Right Foot,,"[66.5, 14.4]",High Pass,,64.24025,,,,Nikola Žigić,26074.0,,,,,,Goal Kick,1,From Goal Kick,Antonio Rodríguez Martínez,26070.0,Goalkeeper,5,Racing Santander,1217,['83165413-cee2-4b99-9225-12b33582afff'],27,,,,,,,,,,,,,,,,,Racing Santander,1217,00:02:27.400,Pass,,2008/2009
