ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_out,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,0.961789,,,,,,,,,,,,,,e09ad7f4-ca4a-434d-afa0-b78fdff4e024,17,,"[43.8, 5.6]",69143,0,,,,,2.2040937,,Left Foot,,,"[32.2, 21.4]",,Ground Pass,,19.60102,,,,,Gabriel Alejandro Milito,25919.0,,,,,,1,From Kick Off,Eric-Sylvain Bilal Abidal,20177.0,Left Back,2,Barcelona,217,['532a8f74-8ce5-431e-a4e0-9c0529a5c733'],9,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:09.250,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.652497,,,,,,,,,,,,,,094d6d9d-7a63-4feb-8abc-a2809a33a6e0,20,,"[26.5, 20.6]",69143,0,,,,,1.5789262,,Left Foot,,,"[26.3, 45.2]",,Ground Pass,,24.600813,,,,,Rafael Márquez Álvarez,5558.0,,,,,,1,From Kick Off,Gabriel Alejandro Milito,25919.0,Left Center Back,2,Barcelona,217,['349623fa-6ff6-49ab-a6d1-e7e73cfa659d'],12,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:12.603,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.314319,,,,,,,,,,,,,,6962e561-ce51-4c8d-8de3-53c2b24ec769,23,,"[37.3, 50.5]",69143,0,,,,,-1.6604831,,Right Foot,,,"[34.8, 22.7]",,Ground Pass,,27.912184,,,,,Gabriel Alejandro Milito,25919.0,,,,,,1,From Kick Off,Rafael Márquez Álvarez,5558.0,Right Center Back,2,Barcelona,217,['c1ed3a35-6a5f-4e01-b197-53bb33aba5ba'],19,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:19.485,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.266235,,,,,,,,,,,,,,7b954fb2-4b7b-4afe-803c-e0635ac34516,26,,"[42.4, 20.6]",69143,0,,,,,-1.5476791,,Right Foot,,,"[42.8, 3.3]",,Ground Pass,,17.304625,,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,From Kick Off,Gabriel Alejandro Milito,25919.0,Left Center Back,2,Barcelona,217,['9adf6e7c-4f69-4e87-8d27-401eb505c35a'],23,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:23.090,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.711548,,,,,,,,,,,,,,4ad567f2-823f-45b7-ae07-5793596e928a,29,,"[43.2, 3.3]",69143,0,,,,,2.0419626,,Left Foot,,,"[32.4, 24.5]",,Ground Pass,,23.792437,,,,,Rafael Márquez Álvarez,5558.0,,,,,,1,From Kick Off,Eric-Sylvain Bilal Abidal,20177.0,Left Back,2,Barcelona,217,['a861ec2e-9a0a-4399-a01c-010385a98c40'],25,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:25.240,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.1749,,,,,,,,,,,,,,747b543f-37db-43df-a9f5-e5a61ea799af,32,,"[36.2, 48.8]",69143,0,,,,,0.3838176,,Right Foot,,,"[51.8, 55.1]",,Ground Pass,,16.82409,,,,,Xavier Hernández Creus,20131.0,,,,,,1,From Kick Off,Rafael Márquez Álvarez,5558.0,Right Center Back,2,Barcelona,217,['16a798c7-1ea0-4572-8ba6-8a6b9d95d4db'],30,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:30.703,Pass,,2007/2008
,,,,,,,,,,,,,,,,,0.948131,,,,,,,,,,,,,,f600594e-45ef-43f3-ab1e-df1913676999,35,,"[51.6, 55.0]",69143,0,,,,,-2.6867425,,Right Foot,,,"[37.9, 48.3]",,Ground Pass,,15.250574,,,,,Rafael Márquez Álvarez,5558.0,,,,,,1,From Kick Off,Xavier Hernández Creus,20131.0,Right Center Midfield,2,Barcelona,217,"['4eff1bfe-f8a5-482c-9a37-a96e62f6edc2', 'cdde67a5-b36e-4df6-9482-5290c7d750cd']",31,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:31.878,Pass,True,2007/2008
,,,,,,,,,,,,,,,,,1.713974,,,,,,,,,,,,,,0e0fdbc7-b279-44c6-b410-8a9110f5add3,38,,"[35.3, 47.8]",69143,0,,,,,-1.5470854,,Right Foot,,,"[35.9, 22.5]",,Ground Pass,,25.307114,,,,,Gabriel Alejandro Milito,25919.0,,,,,,1,From Kick Off,Rafael Márquez Álvarez,5558.0,Right Center Back,2,Barcelona,217,['728a334f-6cbd-4765-a457-8f7d82f140f5'],34,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:34.539,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.338,,,,,,,,,,,,,,3c66ccfb-3c1f-4094-9155-efe10ab33226,42,,"[33.8, 18.6]",69143,0,,,,,-0.45572177,,Left Foot,,,"[64.2, 3.7]",,Ground Pass,,33.855133,,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Kick Off,Gabriel Alejandro Milito,25919.0,Left Center Back,2,Barcelona,217,['68e6336c-824f-45d2-8405-7e5d2cf7d03e'],38,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:38.061,Pass,,2007/2008
,,,,,,,,,,,,,,,,,0.5936,,,,,,,,,,,,,,f5882440-8802-4c2a-b021-073bfd653b3d,45,,"[63.4, 4.5]",69143,0,,,,,2.7610862,,Right Foot,,,"[54.9, 7.9]",,Ground Pass,,9.15478,,,,,Anderson Luís de Souza,19757.0,,,,,,1,From Kick Off,Andrés Iniesta Luján,5216.0,Left Wing,2,Barcelona,217,['586e4c7c-5698-4ce8-a909-864a5458bb2e'],39,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:39.624,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.3647,,,,,,,,,,,,,,41357acb-7e77-4c1e-86f2-8445b2197328,47,,"[55.0, 7.8]",69143,0,,,,,0.03507333,,Right Foot,,,"[66.4, 8.2]",,High Pass,,11.407016,,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Kick Off,Anderson Luís de Souza,19757.0,Left Center Midfield,2,Barcelona,217,['cd80c3a7-4da6-4273-bcfe-5270dc0e3fa6'],40,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:40.217,Pass,,2007/2008
,,,,,,,,,,,,,,,,,0.6021,,,,,,,,,,,,,,b7a37bcf-1f79-4488-be54-2828970bc46c,52,,"[29.6, 60.8]",69143,0,,True,,,-0.47783107,,Right Foot,,,"[35.2, 57.9]",,Ground Pass,,6.306346,,,Incomplete,,Carlos Andrés Diogo Enseñat,26022.0,,,,,,1,From Kick Off,Sergio Fernández González,25969.0,Right Center Back,2,Barcelona,217,"['a2317151-aff6-4fca-b2e8-35930e9a7d72', 'b9c6e658-d1b7-450b-9c60-c7c3453218e0']",44,,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:00:44.848,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.3464,,,,,,,,,,,,,,d778f0f2-f60f-4eeb-8a69-ea2cb930ab08,60,,"[120.0, 80.0]",69143,1,,,,,-1.7776703,,Right Foot,,,"[113.2, 47.6]",,High Pass,,33.105892,,,Incomplete,True,,,,,Outswinging,,Corner,1,From Corner,Xavier Hernández Creus,20131.0,Right Center Midfield,3,Barcelona,217,['7117f785-a255-4774-a6eb-66d3c1380d21'],9,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:09.354,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.0038,,,,,,,,,,,,,,e9fd0e5e-5944-46a0-aa13-5f43832a0d30,65,,"[86.3, 55.3]",69143,1,,,,,1.0995587,,Right Foot,,,"[97.0, 76.3]",,Ground Pass,,23.568836,,,,,Xavier Hernández Creus,20131.0,,,,,,1,From Corner,Andrés Iniesta Luján,5216.0,Left Wing,3,Barcelona,217,['6765d116-d707-4786-8bdf-612507e02e7a'],15,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:15.152,Pass,,2007/2008
,,,,,,,,,,,,,,,,,2.798498,,,,,,,,,,,,,,c355c2c0-0f24-4c45-a5d9-41ba137583c1,67,,"[97.0, 76.3]",69143,1,,,,,-2.4310544,,Right Foot,,,"[79.8, 61.5]",,Ground Pass,,22.690968,,,,,Gianluca Zambrotta,15774.0,,,,,,1,From Corner,Xavier Hernández Creus,20131.0,Right Center Midfield,3,Barcelona,217,['1657cd64-6327-4bfc-a4e2-0d139e40f669'],16,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:16.156,Pass,,2007/2008
,,,,,,,,,,,,,,,,,0.508221,,,,,,,,,,,,,,402ae138-332d-46b4-9c0d-1d72177d2204,70,,"[75.3, 58.4]",69143,1,,,,,-0.48783645,,Left Foot,,,"[80.2, 55.8]",,Ground Pass,,5.5470715,,,,,Anderson Luís de Souza,19757.0,,,,,,1,From Corner,Gianluca Zambrotta,15774.0,Right Back,3,Barcelona,217,['42d596fa-0964-44cd-a4c3-19780010cc49'],19,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:19.141,Pass,,2007/2008
,,,,,,,,,,,,,,,,,0.65071,,,,,,,,,,,,,,c051f130-e29d-445d-8c46-56c2b6627012,73,,"[80.2, 55.8]",69143,1,,,,,2.5681522,,Right Foot,,,"[75.4, 58.9]",,Ground Pass,,5.714018,,,,,Gianluca Zambrotta,15774.0,,,,,,1,From Corner,Anderson Luís de Souza,19757.0,Left Center Midfield,3,Barcelona,217,['1e973155-e3dc-42f7-b8b6-be97ccc8be0d'],19,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:19.690,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.934095,,,,,,,,,,,,,,9fb26252-b9db-41fb-91fb-ab1939f796dc,76,,"[70.6, 52.7]",69143,1,,,,,-2.2706892,,Right Foot,,,"[53.0, 31.8]",,Ground Pass,,27.323433,,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,From Corner,Gianluca Zambrotta,15774.0,Right Back,3,Barcelona,217,['6e1d5a1e-5a01-4d22-8d44-fb6c4cb84e8f'],21,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:21.339,Pass,,2007/2008
,,,,,,,,,,,,,,,,,2.6621,,,,,,,,,,,,,,93ff2fce-8466-46fb-8adf-b4d2bc83c505,79,,"[54.4, 32.6]",69143,1,,,,,0.93384296,,Left Foot,,,"[87.1, 76.8]",,High Pass,,54.98118,,,,,Xavier Hernández Creus,20131.0,,True,,,,1,From Corner,Eric-Sylvain Bilal Abidal,20177.0,Left Back,3,Barcelona,217,['3f0df088-702d-4228-b932-b1818b42278b'],24,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:24.529,Pass,,2007/2008
,,,,,,,,,,,,,,,,,0.9876,,,,,,,,,,,,,,bd89cf8d-84b7-4b8f-9ee6-4840c3dae89e,82,,"[85.0, 75.8]",69143,1,,,,,-1.4711276,,Right Foot,,,"[86.1, 64.8]",,Ground Pass,,11.054863,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Corner,Xavier Hernández Creus,20131.0,Right Center Midfield,3,Barcelona,217,['221b5655-60ae-4b7e-ad74-eff7676f67b4'],29,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:29.058,Pass,,2007/2008
,,,,,,,,,,,,,,,,,0.6742,,,,,,,,,,,,,,b2622435-1f2b-4999-96c3-7d9c546f7294,85,,"[88.9, 69.6]",69143,1,,,,,-1.5707964,,Left Foot,,,"[88.9, 58.4]",,Ground Pass,,11.2,,,,,Anderson Luís de Souza,19757.0,,,,,,1,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,3,Barcelona,217,['7dd27861-75b6-4238-84c3-0e9803801a05'],33,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:33.729,Pass,,2007/2008
,,,,,,,,,,,,,,,,,0.3958,,,,,,,,,,,,,,bdeef0b1-ab76-4f5f-b7b9-8b2d340daba0,88,,"[93.0, 55.9]",69143,1,,,,,0.44344833,,Right Foot,,,"[97.0, 57.8]",,Ground Pass,,4.428318,,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Corner,Anderson Luís de Souza,19757.0,Left Center Midfield,3,Barcelona,217,"['a05df5c2-bcbb-46e8-a60f-7d0bfc7c7e58', 'a39aefa5-2ad9-42e5-a524-0cdd015f92f1']",35,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:35.241,Pass,,2007/2008
,,,,,,,,,,,,,,,,,3.2752,,,,,,,,,,,,,,177c2373-b8dd-4998-bca1-6351a06ddbcf,98,,"[23.1, 36.3]",69143,1,,,,,1.2914348,,Right Foot,,,"[33.8, 73.6]",,Ground Pass,,38.804382,,,,,Carlos Andrés Diogo Enseñat,26022.0,,,,,,1,From Corner,Peter Luccin,26123.0,Center Defensive Midfield,3,Barcelona,217,['dd1949cc-1266-4154-acdb-7ab1890425ed'],40,,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:01:40.488,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.114,,,,,,,,,,,,,,de4b9cbb-430c-4337-904a-92ca88540d2b,101,,"[35.8, 73.9]",69143,1,,,,,0.041260973,,Right Foot,,,"[57.6, 74.8]",,Low Pass,,21.81857,,,Incomplete,,Diego Alberto Milito,19294.0,,,,,,1,From Corner,Carlos Andrés Diogo Enseñat,26022.0,Right Back,3,Barcelona,217,"['82295921-fc39-4f4e-a502-632599854899', 'f508a62e-1737-4d8b-addc-a4cd6e93bce3']",43,,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:01:43.843,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.2791,,,,,,,,,,,,,,299d66aa-6ec8-429c-82a4-9dfb259d33e8,105,,"[71.5, 5.3]",69143,1,,,,,2.3083436,,Left Foot,,,"[54.6, 23.9]",,Ground Pass,,25.131056,,,,,Gnégnéri Yaya Touré,3087.0,,,,,,1,From Corner,Eric-Sylvain Bilal Abidal,20177.0,Left Back,3,Barcelona,217,['b617ba71-c67f-465d-874e-143347ebb010'],48,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:48.140,Pass,,2007/2008
,,,,,,,,,,,,,,,,,0.995648,,,,,,,,,,,,,,8fb593c8-2bba-4794-8db1-56dcbc764be7,108,,"[49.3, 22.8]",69143,1,,,,,2.2168324,,Right Foot,,,"[39.8, 35.4]",,Ground Pass,,15.78005,,,,,Rafael Márquez Álvarez,5558.0,,,,,,1,From Corner,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,3,Barcelona,217,['76352158-761f-4b5b-bed0-b9fcb74e075d'],50,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:50.730,Pass,,2007/2008
,,,,,,,,,,,,,,,,,0.983627,,,,,,,,,,,,,,c515705f-142a-4b66-92ca-9172af298cf4,111,,"[39.8, 34.8]",69143,1,,,,,-1.4165542,,Right Foot,,,"[44.2, 6.5]",,Ground Pass,,28.640007,,,,,Gabriel Alejandro Milito,25919.0,,,,,,1,From Corner,Rafael Márquez Álvarez,5558.0,Right Center Back,3,Barcelona,217,['b0ffb791-0213-4c78-83ba-e9cb01a1eea4'],51,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:51.929,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.108411,,,,,,,,,,,,,,a243f3fa-e588-43e7-a6ff-86578a63e5a0,114,,"[49.3, 6.5]",69143,1,,,,,-0.23133838,,Left Foot,,,"[71.8, 1.2]",,Ground Pass,,23.115795,,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Corner,Gabriel Alejandro Milito,25919.0,Left Center Back,3,Barcelona,217,['36486258-8833-4cf7-a9bf-b2e284c85657'],55,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:55.702,Pass,,2007/2008
,,,,,,,,,,,,,,,,,0.5984,,,,,,,,,,,,,,0c8126a4-3f92-4552-a289-6c9c2ede4453,117,,"[71.8, 1.2]",69143,1,,,,,1.19029,,Right Foot,,,"[75.4, 10.2]",,Ground Pass,,9.693296,,,,,Anderson Luís de Souza,19757.0,,,,,,1,From Corner,Andrés Iniesta Luján,5216.0,Left Wing,3,Barcelona,217,['f234e0d1-5d5c-4665-801f-14aaa1324907'],57,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:57.084,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.15612,,,,,,,,,,,,,,0ead9aeb-5fdf-4f47-ae37-9c0ae26adc79,119,,"[74.2, 10.2]",69143,1,,,,,-2.6841178,,Right Foot,,,"[67.7, 7.0]",,Ground Pass,,7.2449985,,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,From Corner,Anderson Luís de Souza,19757.0,Left Center Midfield,3,Barcelona,217,['df641ec4-cd1b-4477-929b-c9aa852c059c'],57,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:57.682,Pass,,2007/2008
,,,,,,,,,,,,,,,,,1.392434,,,,,,,,,,,,,,bf3061c4-4fba-427d-8a2c-40cd905c7a58,126,,"[65.0, 0.6]",69143,2,,,,,2.8679333,,Right Foot,,,"[42.2, 7.0]",,Ground Pass,,23.681215,,,,,Gabriel Alejandro Milito,25919.0,,,,,,1,From Corner,Eric-Sylvain Bilal Abidal,20177.0,Left Back,3,Barcelona,217,['aeef868d-6a83-4af5-932a-3f78d467bbd1'],2,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:02.068,Pass,,2007/2008
