bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,1.1007,,,,,,,,,,,,,484c7c93-54ca-4aed-a7b9-958c2c324a8f,18,,,"[100.6, 80.0]",70307,0,,,,,-1.9379702,,,,,,"[98.6, 74.8]",,High Pass,,5.5713553,,,José Carlos Fernández Vázquez,26694.0,,,,,,Throw-in,1,From Throw In,Roberto Román Triguero,6914.0,Right Back,3,Rayo Vallecano,360,['116c6cb3-ecb7-4a8f-b53a-0d255ec2c704'],23,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:23.042,Pass,,2012/2013
,,,,,,,,,,,,,,,0.5147,,,,,,,,,,,,,faa2a469-def6-4109-9c15-512c9e2eb260,22,,,"[99.5, 71.7]",70307,0,,,,,-0.64987046,,Right Foot,,,,"[107.0, 66.0]",,Ground Pass,,9.420191,,,Andrija Delibašić,27121.0,,,,,,,1,From Throw In,José Carlos Fernández Vázquez,26694.0,Right Wing,3,Rayo Vallecano,360,"['078f0c4f-9eb5-440c-8951-4b61a660b249', '64e41ed8-e08d-4a71-8460-1214419d7b89']",25,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:25.824,Pass,True,2012/2013
,,,,,,,,,,,,,,,1.131002,,,,,,,,,,,,,ee381b4b-fa81-4c22-bdff-69ec118f90f4,25,,,"[107.0, 66.0]",70307,0,,,,,1.6409934,,Right Foot,,,,"[106.1, 78.8]",,Low Pass,,12.831601,,,Roberto Román Triguero,6914.0,,,,,,,1,From Throw In,Andrija Delibašić,27121.0,Center Forward,3,Rayo Vallecano,360,['13098249-af54-4fe7-b714-48ebdf85f980'],26,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:26.388,Pass,,2012/2013
,,,,,,,,,,,,,,,0.1744,,,,,,,,,,,,,07625d81-d5c3-4ed9-b1de-c849e68cb76b,29,,,"[111.4, 78.1]",70307,0,,,,,-1.4130276,,Right Foot,,,,"[112.1, 73.7]",,High Pass,,4.4553337,Incomplete,,,,,,,,,,1,From Throw In,Roberto Román Triguero,6914.0,Right Back,3,Rayo Vallecano,360,['b59a4368-8a7d-4d26-a73a-5b510a8d44d5'],29,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:29.227,Pass,,2012/2013
,,,,,,,,,,,,,,,2.493989,,,,,,,,,,,,,3a77d4be-828b-4bfd-afe7-a39adcd0f40f,31,,,"[112.6, 80.0]",70307,0,,,,,-1.0495203,,,,,,"[118.4, 69.9]",,High Pass,,11.646888,,,José Carlos Fernández Vázquez,26694.0,,,,,,Throw-in,1,From Throw In,Roberto Román Triguero,6914.0,Right Back,4,Rayo Vallecano,360,['69238c74-aa42-4277-9848-aa1b844a92e8'],37,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:37.769,Pass,,2012/2013
,,,,,,,,,,,,,,,0.600885,,,,,,,,,,,,,fedb2d3d-1758-43d3-9dc3-deb4bc52d7f3,35,,,"[119.1, 72.5]",70307,0,,,,,-2.6779451,da2837fb-85a5-4428-9abe-ab3c6f6bad09,Left Foot,,,,"[110.1, 68.0]",,Ground Pass,,10.062305,,,Roberto Trashorras Gayoso,26848.0,True,,,,,,1,From Throw In,José Carlos Fernández Vázquez,26694.0,Right Wing,4,Rayo Vallecano,360,"['df3fd388-4788-45a8-b780-c9990788fe04', 'e74b3540-5e12-4c81-a710-e76ebaeded70']",41,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:41.569,Pass,True,2012/2013
,,,,,,,,,,,,,,,1.588947,,,,,,,,,,,,,4e277e65-64c9-49f5-bd5c-dcb50cef31d2,44,,,"[6.0, 36.0]",70307,0,,True,,,1.6013678,,Right Foot,,,,"[5.0, 68.7]",,Ground Pass,,32.715286,,,Gerard Piqué Bernabéu,5213.0,,,,,,Goal Kick,1,From Goal Kick,José Manuel Pinto Colorado,26005.0,Goalkeeper,5,Barcelona,217,['e25558df-bf03-4e10-a9d7-4c88d012cb5a'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:00:58.430,Pass,,2012/2013
,,,,,,,,,,,,,,,0.4378,,,,,,,,,,,,,8d722f87-04e3-42ee-bcd4-274d37dea8bb,47,,,"[6.6, 76.5]",70307,1,,,,,0.0,,Right Foot,,,,"[8.9, 76.5]",,Ground Pass,,2.3,Incomplete,,,,,,,,,,1,From Goal Kick,Gerard Piqué Bernabéu,5213.0,Left Center Back,5,Barcelona,217,"['028facf2-6915-412e-a658-5e8c5678fc3b', 'f0d74b11-2e56-4563-8ce6-34602a6a5c76']",4,,,,,,,,,,,,,,,,,Barcelona,217,00:01:04.035,Pass,True,2012/2013
,,,,,,,,,,,,,,,1.053319,,,,,,,,,,,,,aa5a5160-e97d-478a-9cb5-b27fb9fb34ff,50,,,"[120.0, 1.0]",70307,1,,True,,,2.6087487,,Right Foot,,,,"[108.3, 7.9]",,Ground Pass,,13.583077,,,Roberto Trashorras Gayoso,26848.0,,,,,,Corner,1,From Corner,Francisco Medina Luna,26797.0,Left Wing,6,Rayo Vallecano,360,['eb96863c-8850-4f73-9c23-b2a39a6cd5c3'],21,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:21.220,Pass,,2012/2013
,,,,,,,,,,,,,,,0.7025,,,,,,,,,,,,,b3506e4b-a34e-49ed-abfa-c3b30f165d8a,52,,,"[108.3, 7.9]",70307,1,,True,,,1.3568912,,Right Foot,True,,,"[114.1, 34.6]",,Low Pass,,27.3227,Incomplete,,,,,,,,,,1,From Corner,Roberto Trashorras Gayoso,26848.0,Left Center Midfield,6,Rayo Vallecano,360,['5d2278c5-61de-4985-9aab-8d328cd571c6'],22,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:22.410,Pass,,2012/2013
,,,,,,,,,,,,,,,1.806846,,,,,,,,,,,,,ba20eb7b-3fa6-47ac-a829-bcae73bd3a3e,57,,,"[101.0, 5.6]",70307,1,,,,,2.8626294,,Right Foot,,,,"[81.1, 11.3]",,Ground Pass,,20.700241,,,Anaitz Arbilla Zabala,6709.0,,,,,,,1,From Corner,Roberto Trashorras Gayoso,26848.0,Left Center Midfield,6,Rayo Vallecano,360,"['54b818f6-e2b6-4b93-8f3b-0c634cb938b4', 'abd3af59-be8d-4b27-b1d7-513e47fc1439']",27,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:27.553,Pass,True,2012/2013
,,,,,,,,,,,,,,,0.1613,,,,,,,,,,,,,9b555e55-0104-4c7c-a329-a1f50f5eb19b,61,,,"[77.0, 13.1]",70307,1,,,,,0.4825133,,Right Foot,,,,"[79.1, 14.2]",,Low Pass,,2.3706539,Incomplete,,,,,,,,,,1,From Corner,Anaitz Arbilla Zabala,6709.0,Left Back,6,Rayo Vallecano,360,['46163da2-b2c1-457f-93c7-9554bc13a60c'],30,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:30.249,Pass,,2012/2013
,,,,,,,,,,,,,,,2.4767,,,,,,,,,,,,,475bc638-acbc-41ba-a8af-ef5e9510cc19,63,,,"[69.9, 31.9]",70307,1,,,,,1.2801589,,Head,,,,"[76.6, 54.3]",,High Pass,,23.380547,Incomplete,,,,,,,,,Recovery,1,From Corner,Roberto Román Triguero,6914.0,Right Back,6,Rayo Vallecano,360,['b2f86a98-8e05-4117-905e-cc9f451a40a7'],31,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:31.133,Pass,,2012/2013
,,,,,,,,,,,,,,,1.458948,,,,,,,,,,,,,55067ffd-bb69-4c0b-aae0-56e9a69b4bfb,67,,,"[50.4, 24.1]",70307,1,,,,,-0.5404195,,Right Foot,,,,"[60.4, 18.1]",,Low Pass,,11.661903,,,David Villa Sánchez,12737.0,,,,,,,1,From Corner,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,6,Rayo Vallecano,360,['2cd9e0c6-2b8e-4b65-ab0f-fd20c4cd7d4c'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:01:34.909,Pass,,2012/2013
,,,,,,,,,,,,,,,1.177483,,,,,,,,,,,,,a30937bf-5fe0-4a20-804e-07c65ccdfaa2,71,,,"[57.3, 17.4]",70307,1,,,,,1.7487499,,Right Foot,,,,"[54.8, 31.3]",,Ground Pass,,14.123031,Incomplete,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Corner,David Villa Sánchez,12737.0,Left Wing,6,Rayo Vallecano,360,"['74e4ce6a-1c95-44de-8826-717f14d24a47', 'e590cc70-b529-4730-8482-41a207fcbd79', 'fe38a982-c1cd-439a-a199-d659c1d0325e']",36,,,,,,,,,,,,,,,,,Barcelona,217,00:01:36.488,Pass,True,2012/2013
,,,,,,,,,,,,,,,2.220141,,,,,,,,,,,,,b92aad38-0340-40cb-9db7-ab7cd3032afb,76,,,"[66.3, 57.1]",70307,1,,,,,0.8833884,,Right Foot,,,,"[79.6, 73.3]",,Ground Pass,,20.960201,,,José Carlos Fernández Vázquez,26694.0,,,,,,,1,From Corner,Andrija Delibašić,27121.0,Center Forward,6,Rayo Vallecano,360,"['8c9d23f1-c129-4a5c-9c65-c916eefff0f4', 'a76ae454-e85c-4bc5-a345-f5ef26c1f9b7']",38,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:38.622,Pass,True,2012/2013
,,,,,,,,,,,,,,,1.0893,,,,,,,,,,,,,d7861386-cc39-44bb-96ab-52a18147cbe7,80,,,"[87.3, 78.1]",70307,1,,,,,-1.8255546,,Left Foot,,,,"[84.8, 68.5]",,Ground Pass,,9.920181,Incomplete,,Alejandro Damián Domínguez,26646.0,,,,,,,1,From Corner,José Carlos Fernández Vázquez,26694.0,Right Wing,6,Rayo Vallecano,360,"['02575f53-b176-409f-b9ff-f6bbe13ae4b2', '43eccd6a-d45d-494a-9dd7-3627e953f30e', 'e01f3a55-c9b0-4ba4-a66f-af60bbaac492']",42,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:42.859,Pass,True,2012/2013
,,,,,,,,,,,,,,,0.679664,,,,,,,,,,,,,dea0f45c-1e70-4f31-9703-415f86960cec,83,,,"[77.3, 72.5]",70307,1,,,,,-0.9407624,,Right Foot,,,,"[80.8, 67.7]",,Low Pass,,5.940539,,,Alejandro Damián Domínguez,26646.0,,,,,,Recovery,1,From Corner,Roberto Román Triguero,6914.0,Right Back,6,Rayo Vallecano,360,['6cdcb8bb-b81b-4ea1-b9a6-0434dcbd8d46'],45,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:45.047,Pass,,2012/2013
,,,,,,,,,,,,,,,0.795783,,,,,,,,,,,,,769d7fe7-0f14-4ba1-9607-fd04cfc0fbbc,86,,,"[86.2, 66.2]",70307,1,,,,,-2.363828,,Right Foot,,,,"[79.6, 59.7]",,Ground Pass,,9.263369,,,Adrián González Morales,6557.0,,,,,,,1,From Corner,Alejandro Damián Domínguez,26646.0,Center Attacking Midfield,6,Rayo Vallecano,360,['35fbe8af-896a-4f30-a17a-2e2a0cf64e3d'],47,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:47.657,Pass,,2012/2013
,,,,,,,,,,,,,,,0.717695,,,,,,,,,,,,,2dedf959-f05e-42a8-93d1-5b284898279c,89,,,"[79.6, 58.3]",70307,1,,,,,-2.4178448,,Left Foot,,,,"[75.3, 54.5]",,Ground Pass,,5.7384667,,,Roberto Trashorras Gayoso,26848.0,,,,,,,1,From Corner,Adrián González Morales,6557.0,Right Defensive Midfield,6,Rayo Vallecano,360,['d1f94416-6566-46f0-8343-a7b17a63594b'],49,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:49.535,Pass,,2012/2013
,,,,,,,,,,,,,,,1.414705,,,,,,,,,,,,,b2804cf8-f65f-48bb-9fa4-8ea2cfd8d49a,92,,,"[74.5, 51.7]",70307,1,,,,,-2.725781,,Right Foot,,,,"[59.1, 44.9]",,Ground Pass,,16.834488,,,Jordi Figueras Montel,26801.0,,,,,,,1,From Corner,Roberto Trashorras Gayoso,26848.0,Left Center Midfield,6,Rayo Vallecano,360,['8053c8c7-db36-4891-980c-5618ee8c9784'],51,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:51.140,Pass,,2012/2013
,,,,,,,,,,,,,,,1.754653,,,,,,,,,,,,,47957c70-30d8-404b-bc4b-7ec57b7e6673,95,,,"[57.1, 37.5]",70307,1,,,,,-1.2032225,,Left Foot,,,,"[70.0, 4.0]",,Ground Pass,,35.89791,,,Anaitz Arbilla Zabala,6709.0,,,,,,,1,From Corner,Jordi Figueras Montel,26801.0,Left Center Back,6,Rayo Vallecano,360,['744e979e-b1d4-4ef1-aa60-161cab1a2268'],53,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:53.992,Pass,,2012/2013
,,,,,,,,,,,,,,,1.740298,,,,,,,,,,,,,6d06e458-458a-4bf2-9293-1d03c741f736,99,,,"[68.2, 3.4]",70307,1,,,,,2.3800807,,Right Foot,,,,"[53.2, 17.7]",,Ground Pass,,20.72414,,,Jordi Figueras Montel,26801.0,,,,,,,1,From Corner,Anaitz Arbilla Zabala,6709.0,Left Back,6,Rayo Vallecano,360,['7af268f6-6d99-4763-b0cd-25df9c312df9'],56,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:56.819,Pass,,2012/2013
,,,,,,,,,,,,,,,2.100134,,,,,,,,,,,,,d9a17189-28bd-4536-aa7c-b721f0c6c916,102,,,"[53.2, 17.7]",70307,1,,,,,-0.4278687,,Left Foot,,,,"[89.6, 1.1]",,High Pass,,40.0065,Out,,Francisco Medina Luna,26797.0,,,,,,,1,From Corner,Jordi Figueras Montel,26801.0,Left Center Back,6,Rayo Vallecano,360,['446a2851-081d-453d-9071-ee99ee910139'],58,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:58.982,Pass,,2012/2013
,,,,,,,,,,,,,,,0.829034,,,,,,,,,,,,,172fd97c-a721-452f-837f-aaf4dd105663,104,,,"[34.0, 80.0]",70307,2,,True,,,-2.1047974,,,,,,"[27.2, 68.5]",,Low Pass,,13.360015,,,Gerard Piqué Bernabéu,5213.0,,,,,,Throw-in,1,From Throw In,Adriano Correia Claro,22102.0,Right Back,7,Barcelona,217,['e7cb5535-6d92-45ee-aa89-94fb426c162b'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:02:08.740,Pass,,2012/2013
,,,,,,,,,,,,,,,1.3582,,,,,,,,,,,,,549cbe3f-29d4-4045-9287-6f3b074fdf62,106,,,"[27.2, 68.5]",70307,2,,,,,-0.06358458,,Right Foot,,,,"[53.9, 66.8]",,Ground Pass,,26.754065,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Left Center Back,7,Barcelona,217,['45f99a5d-9bb8-442e-96c6-3e9e5d13e44c'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:02:09.951,Pass,,2012/2013
,,,,,,,,,,,,,,,1.544239,,,,,,,,,,,,,2bd50ae5-6e2f-45a1-9e79-33536ad0868c,112,,,"[45.1, 80.0]",70307,2,,,,,-0.9751408,,,,,,"[57.3, 62.0]",,High Pass,,21.744884,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,Throw-in,1,From Throw In,Adriano Correia Claro,22102.0,Right Back,8,Barcelona,217,['f893fe29-aaac-485c-ab51-ae0bc257fa86'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:02:22.328,Pass,,2012/2013
,,,,,,,,,,,,,,,1.114072,,,,,,,,,,,,,5a11107a-af71-48b1-a004-690b441b30c8,121,,,"[77.8, 46.1]",70307,2,,,,,-1.0523112,,Left Foot,,,,"[87.1, 29.8]",,Ground Pass,,18.766459,Incomplete,,David Villa Sánchez,12737.0,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,8,Barcelona,217,"['4a8139fd-32fa-4988-a2da-825ac67b07f4', '4bd5e993-9844-4f83-a22b-bda043ee02c5', 'dfe0d27a-7269-469e-86ba-db8b7709efb3']",29,,,,,,,,,,,,,,,,,Barcelona,217,00:02:29.327,Pass,True,2012/2013
,,,,,,,,,,,,,,,0.789167,,,,,,,,,,,,,5742abc9-619b-4ebf-8694-6e5c527b377e,126,,,"[30.2, 47.1]",70307,2,,,,,-0.06852002,,Left Foot,,,,"[40.4, 46.4]",,Ground Pass,,10.223991,,,Roberto Trashorras Gayoso,26848.0,,,,,,,1,Regular Play,José Carlos Fernández Vázquez,26694.0,Right Wing,9,Rayo Vallecano,360,['0a3f271d-c528-44b4-9a54-6cdb2be85657'],33,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:33.055,Pass,,2012/2013
,,,,,,,,,,,,,,,1.098288,,,,,,,,,,,,,2e49a56e-54d5-4fb1-aa79-cf0a22377850,129,,,"[36.4, 55.8]",70307,2,,,,,1.9205116,,Right Foot,,,,"[30.2, 72.8]",,Ground Pass,,18.095303,,,Roberto Román Triguero,6914.0,,,,,,,1,Regular Play,Roberto Trashorras Gayoso,26848.0,Left Center Midfield,9,Rayo Vallecano,360,['5a0372db-ecee-4264-8bd0-6efd8d6c1a2b'],36,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:36.949,Pass,,2012/2013
