bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,1.638748,,,,,,,,,,,,,13c107fb-1aac-4bad-a081-28b31ae14629,16,,,"[38.0, 77.0]",16317,0,,,,,-2.2455373,,Right Foot,,,"[26.0, 62.0]",,Ground Pass,,19.209373,,,,Paulo André Rodrigues de Oliveira,6708.0,,,,,,1,From Kick Off,Pablo Ezequiel De Blasis,8555.0,Right Back,2,Eibar,322,['8fec2739-5ba1-4419-9461-0efb90f01219'],9,,,,,,,,,,,,,,,,,Eibar,322,00:00:09.927,Pass,,2018/2019
,,,,,,,,,,,,,,2.123587,,,,,,,,,,,,,8538bbaa-242d-4159-80db-0741a32b120a,19,,,"[27.0, 72.0]",16317,0,,,,,-2.0195196,,Right Foot,,,"[14.0, 45.0]",,Ground Pass,,29.966648,,,,Marko Dmitrović,6698.0,,,,,,1,From Kick Off,Paulo André Rodrigues de Oliveira,6708.0,Right Center Back,2,Eibar,322,['476ecec5-a44e-46be-8e20-2a8e939d6ec3'],14,,,,,,,,,,,,,,,,,Eibar,322,00:00:14.433,Pass,,2018/2019
,,,,,,,,,,,,,,1.307925,,,,,,,,,,,,,1c17147a-27c1-4cdb-9484-3a1e650f9825,22,,,"[15.0, 37.0]",16317,0,,,,,-1.2924967,,Left Foot,,,"[19.0, 23.0]",,Ground Pass,,14.56022,,,,Iván Ramis Barrios,6778.0,,,,,,1,From Kick Off,Marko Dmitrović,6698.0,Goalkeeper,2,Eibar,322,['a4c45044-b88d-42c9-ae06-a0ca23325ae3'],19,,,,,,,,,,,,,,,,,Eibar,322,00:00:19.178,Pass,,2018/2019
,,,,,,,,,,,,,,1.712986,,,,,,,,,,,,,a82c53b2-e08c-4ad3-bb56-ccae9c559c34,25,,,"[24.0, 20.0]",16317,0,,,,,-0.4241944,,Right Foot,,,"[55.0, 6.0]",,High Pass,,34.0147,,Incomplete,,Marc Cucurella Saseta,17620.0,,,,,,1,From Kick Off,Iván Ramis Barrios,6778.0,Left Center Back,2,Eibar,322,"['b467a371-1fdc-4d94-bd73-fd027243b25e', 'f0b4fb35-58c6-461b-8435-5455fcd84072']",22,,,,,,,,,,,,,,,,,Eibar,322,00:00:22.601,Pass,,2018/2019
,,,,,,,,,,,,,,0.8161,,,,,,,,,,,,,f0b4fb35-58c6-461b-8435-5455fcd84072,27,,,"[66.0, 75.0]",16317,0,,,,,-0.32175055,,Left Foot,,,"[75.0, 72.0]",,Low Pass,,9.486833,,,,Sergi Roberto Carnicer,6379.0,,,,,Recovery,1,From Kick Off,Nélson Cabral Semedo,6374.0,Right Back,2,Eibar,322,"['12c8ff78-dffb-437c-8932-b27d0ba6e689', 'a82c53b2-e08c-4ad3-bb56-ccae9c559c34']",24,,,,,,,,,,,,,,,,,Barcelona,217,00:00:24.314,Pass,,2018/2019
,,,,,,,,,,,,,,1.130501,,,,,,,,,,,,,47947384-fbb5-4e38-82b4-c96420f54de8,30,,,"[75.0, 72.0]",16317,0,,,,,-1.2793396,,Right Foot,,,"[78.0, 62.0]",,Low Pass,,10.440307,,Incomplete,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Kick Off,Sergi Roberto Carnicer,6379.0,Right Wing,2,Eibar,322,"['510209c8-0178-4ead-8bac-fb70060b0ec1', 'd219af79-0b5d-4c79-856f-405a7ca7c1c4']",25,,,,,,,,,,,,,,,,,Barcelona,217,00:00:25.210,Pass,,2018/2019
,,,,,,,,,,,,,,4.5925,,,,,,,,,,,,,be0bef05-1b75-4ceb-b669-d73b3ecd4d21,35,,,"[42.0, 23.0]",16317,0,,,,,1.8606428,,Right Foot,,,"[25.0, 80.0]",,High Pass,,59.48109,,Out,,Pablo Ezequiel De Blasis,8555.0,,True,,,,1,From Kick Off,Joan Jordán Moreno,6701.0,Left Defensive Midfield,2,Eibar,322,['ee57a807-fa28-42ad-b60f-4e00e53a0e81'],27,,,,,,,,,,,,,,,,,Eibar,322,00:00:27.208,Pass,,2018/2019
,,,,,,,,,,,,,,1.965206,,,,,,,,,,,,,2aa0aa74-aded-4c7f-9770-f244b6823b99,37,,,"[94.0, 1.0]",16317,0,,,,,3.09995,,,,,"[70.0, 2.0]",,Low Pass,,24.020824,,,,Clément Lenglet,6826.0,,,,,Throw-in,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,3,Barcelona,217,['c35be660-f2a2-4c5e-a0a5-52858a4be619'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:00:39.451,Pass,,2018/2019
,,,,,,,,,,,,,,0.846088,,,,,,,,,,,,,454017bf-6895-4ff8-a9cb-c382d4bd20e9,41,,,"[71.0, 2.0]",16317,0,,,,,0.69473827,,Left Foot,,,"[77.0, 7.0]",,Ground Pass,,7.81025,,,,Ivan Rakitić,5470.0,,,,,,1,From Throw In,Clément Lenglet,6826.0,Left Center Back,3,Barcelona,217,['2d3c86a3-b65f-4a19-b849-0c9a24b04657'],42,,,,,,,,,,,,,,,,,Barcelona,217,00:00:42.379,Pass,,2018/2019
,,,,,,,,,,,,,,2.257526,,,,,,,,,,,,,37ba69fc-5b33-4840-b027-dfd4d197ead8,44,,,"[77.0, 8.0]",16317,0,,,,,2.3996453,,Right Foot,,,"[53.0, 30.0]",,Ground Pass,,32.55764,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Throw In,Ivan Rakitić,5470.0,Left Center Midfield,3,Barcelona,217,"['370ac7e7-a960-4565-aea2-0cc0b1ecb356', 'e8ec2280-0ab2-46a8-bffa-07ef9661fd2b']",43,,,,,,,,,,,,,,,,,Barcelona,217,00:00:43.225,Pass,True,2018/2019
,,,,,,,,,,,,,,1.377968,,,,,,,,,,,,,86871571-fa0b-41fb-aac7-6f36a659a9af,47,,,"[57.0, 42.0]",16317,0,,,,,1.4056476,,Right Foot,,,"[61.0, 66.0]",,Ground Pass,,24.33105,,,,Nélson Cabral Semedo,6374.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['0608c697-8cb7-4d89-a9b2-fba9aa3e6650'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:00:47.767,Pass,,2018/2019
,,,,,,,,,,,,,,0.5537,,,,,,,,,,,,,306926a5-62b5-4189-80ae-11a78af12e67,55,,,"[42.0, 68.0]",16317,0,,,,,-1.735945,,Right Foot,,,"[41.0, 62.0]",,Ground Pass,,6.0827627,,Incomplete,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Throw In,Sergi Roberto Carnicer,6379.0,Right Wing,3,Barcelona,217,"['1e6f9065-e0f7-4b62-8e0d-5d9d466d1b78', '7deee6d2-b9a6-481d-8aaf-a73147c921a4']",54,,,,,,,,,,,,,,,,,Barcelona,217,00:00:54.949,Pass,,2018/2019
,,,,,,,,,,,,,,1.2445,,,,,,,,,,,,,1e6f9065-e0f7-4b62-8e0d-5d9d466d1b78,57,,,"[80.0, 19.0]",16317,0,,,,,-2.7367008,,Left Foot,,,"[73.0, 16.0]",,Ground Pass,,7.615773,,Incomplete,,Joan Jordán Moreno,6701.0,,,,,Recovery,1,From Throw In,Sergio Enrich Ametller,6700.0,Right Center Forward,3,Barcelona,217,"['306926a5-62b5-4189-80ae-11a78af12e67', '8ec86288-2cce-4909-8b48-4cb041c4a955', 'cc4bc64e-452f-40aa-9ecf-373514a6792a']",55,,,,,,,,,,,,,,,,,Eibar,322,00:00:55.503,Pass,,2018/2019
,,,,,,,,,,,,,,0.71022,,,,,,,,,,,,,8ec86288-2cce-4909-8b48-4cb041c4a955,60,,,"[48.0, 65.0]",16317,0,,,,,-2.1112158,,Right Foot,,,"[45.0, 60.0]",,Ground Pass,,5.8309517,,,,Nélson Cabral Semedo,6374.0,,,,,Recovery,1,From Throw In,Sergi Roberto Carnicer,6379.0,Right Wing,3,Barcelona,217,"['1e6f9065-e0f7-4b62-8e0d-5d9d466d1b78', '4677d0b6-048f-40ad-b30b-128091520a07']",56,,,,,,,,,,,,,,,,,Barcelona,217,00:00:56.747,Pass,,2018/2019
,,,,,,,,,,,,,,0.95896,,,,,,,,,,,,,053230b0-7552-4761-99d8-197a3ded4dca,63,,,"[45.0, 60.0]",16317,0,,,,,-0.14189705,,Right Foot,,,"[52.0, 59.0]",,Ground Pass,,7.071068,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,1,From Throw In,Nélson Cabral Semedo,6374.0,Right Back,3,Barcelona,217,['449c37ad-fa6e-4153-a0b6-a1e8ba9f27a5'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:00:57.773,Pass,,2018/2019
,,,,,,,,,,,,,,0.812026,,,,,,,,,,,,,2a8d24eb-bf55-443b-97c5-284489762677,67,,,"[52.0, 58.0]",16317,0,,,,,-2.3127437,,Right Foot,,,"[41.0, 46.0]",,Ground Pass,,16.27882,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Throw In,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,3,Barcelona,217,['a0a3a70a-0c26-484d-8597-cd1b9d098f96'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:00:58.972,Pass,,2018/2019
,,,,,,,,,,,,,,0.64214,,,,,,,,,,,,,981f1c87-6062-4775-96f6-161414530bb6,71,,,"[41.0, 47.0]",16317,1,,,,,1.6539376,,Left Foot,,,"[40.0, 59.0]",,Ground Pass,,12.0415945,,,,Nélson Cabral Semedo,6374.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Barcelona,217,['55049ae2-6461-4732-9264-74c3d8636c75'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:01:00.322,Pass,,2018/2019
,,,,,,,,,,,,,,0.772567,,,,,,,,,,,,,65d5f14a-bbc9-4be0-85b7-5734850c6acb,75,,,"[41.0, 59.0]",16317,1,,,,,-2.714965,,Left Foot,,,"[30.0, 54.0]",,Low Pass,,12.083046,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Throw In,Nélson Cabral Semedo,6374.0,Right Back,3,Barcelona,217,['5fa65881-ea03-4340-881f-4c21b57e399d'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:01:01.284,Pass,,2018/2019
,,,,,,,,,,,,,,2.48234,,,,,,,,,,,,,3b08b73f-b9c3-4097-880e-5c5bd041495e,79,,,"[30.0, 54.0]",16317,1,,,,,-2.4719536,,Right Foot,,,"[6.0, 35.0]",,Ground Pass,,30.610456,,,,Jasper Cillessen,8652.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['1d9ca639-c5c7-464e-9ed0-acd141d50660'],2,,,,,,,,,,,,,,,,,Barcelona,217,00:01:02.986,Pass,,2018/2019
,,,,,,,,,,,,,,0.887991,,,,,,,,,,,,,78769625-e472-448b-9f88-40b45112ab3f,83,,,"[6.0, 35.0]",16317,1,,,,,0.0,,Right Foot,,,"[23.0, 35.0]",,Ground Pass,,17.0,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Throw In,Jasper Cillessen,8652.0,Goalkeeper,3,Barcelona,217,['8ea5aa00-04ef-4e51-9cf4-3289beda7c84'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:01:06.497,Pass,,2018/2019
,,,,,,,,,,,,,,1.437424,,,,,,,,,,,,,ad7b7c4e-37cf-4b53-a8df-dbc8d40e35f9,85,,,"[23.0, 35.0]",16317,1,,,,,1.8662372,,Right Foot,,,"[16.0, 58.0]",,Ground Pass,,24.04163,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Barcelona,217,['8194a39e-e494-4701-9293-d42ef03bcd5d'],7,,,,,,,,,,,,,,,,,Barcelona,217,00:01:07.385,Pass,,2018/2019
,,,,,,,,,,,,,,0.663166,,,,,,,,,,,,,0d40ee7f-77df-49b9-b1ff-6db13c6d0dc0,88,,,"[26.0, 59.0]",16317,1,,,,,-0.5404195,,Right Foot,,,"[41.0, 50.0]",,Ground Pass,,17.492855,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['9c0b1878-7752-4eb5-865c-c01d9c7a5b82'],11,,,,,,,,,,,,,,,,,Barcelona,217,00:01:11.252,Pass,,2018/2019
,,,,,,,,,,,,,,1.286849,,,,,,,,,,,,,94291ee1-1dc0-4671-a6c9-5c8cbbf553e8,93,,,"[33.0, 48.0]",16317,1,,,,,-0.81986725,,Right Foot,,,"[47.0, 33.0]",,Ground Pass,,20.518284,,,,Ivan Rakitić,5470.0,,,,,Recovery,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Barcelona,217,['a7594b64-82eb-4bfd-b833-c8d95e071b5b'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:01:13.374,Pass,,2018/2019
,,,,,,,,,,,,,,1.613085,,,,,,,,,,,,,f94b95b1-7930-472b-b442-dd557130fecf,97,,,"[48.0, 32.0]",16317,1,,,,,-1.19029,,Right Foot,,,"[52.0, 22.0]",,Low Pass,,10.770329,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Ivan Rakitić,5470.0,Left Center Midfield,3,Barcelona,217,"['83768bfd-1650-48ef-84db-8ef244f66451', 'dd5bd3ab-f573-42c1-991f-0f9154e77f12']",15,,,,,,,,,,,,,,,,,Barcelona,217,00:01:15.178,Pass,True,2018/2019
,,,,,,,,,,,,,,1.466709,,,,,,,,,,,,,34bda729-4405-4ab7-9042-920295d0b407,100,,,"[50.0, 21.0]",16317,1,,,,,-0.7853982,,Left Foot,,,"[68.0, 3.0]",,Ground Pass,,25.455845,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,3,Barcelona,217,['364a8464-7b73-49cb-b51a-af2fe6de6387'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:01:17.153,Pass,,2018/2019
,,,,,,,,,,,,,,2.822936,,,,,,,,,,,,,48489cd4-09a6-42db-bed7-291d1ec4f102,103,,,"[71.0, 5.0]",16317,1,,,,,-0.071307465,,Left Foot,,,"[99.0, 3.0]",,Ground Pass,,28.071337,,Pass Offside,,Malcom Filipe Silva de Oliveira,3109.0,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,3,Barcelona,217,['2e7b5bdc-e1e3-4781-8418-63fb4d3073eb'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:01:19.261,Pass,,2018/2019
,,,,,,,,,,,,,,3.081133,,,,,,,,,,,,,88ad85c7-9621-4670-b91a-7d4f052cdf40,105,,,"[29.0, 76.0]",16317,1,,True,,,-1.4570043,,Right Foot,,,"[37.0, 6.0]",,High Pass,,70.45566,,Incomplete,,,,,True,,,Free Kick,1,From Free Kick,Paulo André Rodrigues de Oliveira,6708.0,Right Center Back,4,Eibar,322,['2828c4d1-7840-4413-914b-5265968fdf7d'],33,,,,,,,,,,,,,,,,,Eibar,322,00:01:33.508,Pass,,2018/2019
,,,,,,,,,,,,,,0.750713,,,,,,,,,,,,,d1c60192-eb10-4b26-bc53-9768926cd1b1,107,,,"[36.0, 1.0]",16317,1,,,,,0.4048918,,,,,"[43.0, 4.0]",,High Pass,,7.615773,,,,Sergio Enrich Ametller,6700.0,,,,,Throw-in,1,From Throw In,José Ángel Valdés Díaz,6705.0,Left Back,5,Eibar,322,['2b35f02f-100a-4460-a387-fc3052598b7e'],48,,,,,,,,,,,,,,,,,Eibar,322,00:01:48.440,Pass,,2018/2019
,,,,,,,,,,,,,,1.402157,,,,,,,,,,,,,92a8dfdf-424d-4c55-9634-d84ef8e75248,111,,,"[51.0, 58.0]",16317,1,,,,,-2.7049656,,Right Foot,,,"[36.0, 51.0]",,Ground Pass,,16.552946,,,,Clément Lenglet,6826.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,6,Barcelona,217,['bf59429b-0c01-4ed8-80bb-b33f9c260030'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:01:51.276,Pass,,2018/2019
,,,,,,,,,,,,,,0.962291,,,,,,,,,,,,,0ac221ee-8006-475d-8995-c926da2cd813,114,,,"[35.0, 51.0]",16317,1,,,,,-1.7196863,,Left Foot,,,"[32.0, 31.0]",,Ground Pass,,20.22375,,,,Jordi Alba Ramos,5211.0,,,,,,1,Regular Play,Clément Lenglet,6826.0,Left Center Back,6,Barcelona,217,['6533f2e2-8636-492b-a79f-e7e78b51e53c'],53,,,,,,,,,,,,,,,,,Barcelona,217,00:01:53.312,Pass,,2018/2019
,,,,,,,,,,,,,,0.888895,,,,,,,,,,,,,0cfd25db-d536-4559-8dee-4b905561192b,118,,,"[33.0, 32.0]",16317,1,,,,,2.2974386,,Left Foot,,,"[25.0, 41.0]",,Ground Pass,,12.0415945,,,,Clément Lenglet,6826.0,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,6,Barcelona,217,"['9eebcd97-a9e3-4812-b624-d14789ac8d67', 'e1dc6c0d-3a53-4583-ade3-f323745b7921']",56,,,,,,,,,,,,,,,,,Barcelona,217,00:01:56.654,Pass,True,2018/2019
,,,,,,,,,,,,,,1.319208,,,,,,,,,,,,,f1cba634-218c-456a-98fd-e847b612b5c8,121,,,"[25.0, 41.0]",16317,1,,,,,1.7033478,,Left Foot,,,"[23.0, 56.0]",,Ground Pass,,15.132746,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Clément Lenglet,6826.0,Left Center Back,6,Barcelona,217,['2b421a85-3a2b-42c8-8428-e3e174b3b9bc'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:01:58.397,Pass,,2018/2019
