ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,2.7895,,,,,,,,,,,4d826773-b026-4f9a-90c2-f369d756b0a8,25,,"[6.0, 36.0]",68350,0,,,,,-0.5146474,,Right Foot,,,,"[56.4, 7.5]",,High Pass,,57.9,,Incomplete,,Andrés Iniesta Luján,5216.0,,,,,,Goal Kick,1,From Goal Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,3,Barcelona,217,"['6e069b59-aba2-4fe6-b44f-284b4f314471', 'a1d5967b-173a-4459-8265-7311ee7998f5']",39,,,,,,,,,,,,,,,,,Barcelona,217,00:00:39.930,Pass,,2005/2006
,,,,,,,,,,,,,,,0.836666,,,,,,,,,,,6e069b59-aba2-4fe6-b44f-284b4f314471,27,,"[64.6, 73.5]",68350,0,,,,,-1.1727821,,Other,,,,"[68.3, 64.7]",,Low Pass,,9.546204,,,,Fernando José Torres Sanz,6382.0,,,,,,Recovery,1,Regular Play,Luciano Martín Galletti,26122.0,Right Midfield,4,Atlético Madrid,212,"['4d826773-b026-4f9a-90c2-f369d756b0a8', '5beb44d8-73fd-4ab7-9a48-2375401b1368']",42,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:42.720,Pass,,2005/2006
,,,,,,,,,,,,,,,0.612942,,,,,,,,,,,55f76514-eaf9-4e1c-900f-1bcffeced73e,30,,"[70.8, 64.1]",68350,0,,,,,2.557614,,Right Foot,,,,"[59.3, 71.7]",,Low Pass,,13.784411,,,,Ariel Miguel Santiago Ibagaza,26121.0,,,,,,,1,Regular Play,Fernando José Torres Sanz,6382.0,Left Center Forward,4,Atlético Madrid,212,['f898b781-9790-4fd6-9e54-22bf7b151291'],43,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:43.787,Pass,,2005/2006
,,,,,,,,,,,,,,,1.146851,,,,,,,,,,,0c1ab875-b382-4d13-aa18-b295998f06ec,34,,"[69.4, 76.1]",68350,0,,,,,-0.17736182,,Right Foot,,,,"[80.0, 74.2]",,Low Pass,,10.768937,,Incomplete,,Luciano Martín Galletti,26122.0,,,,,,,1,Regular Play,Ariel Miguel Santiago Ibagaza,26121.0,Right Defensive Midfield,4,Atlético Madrid,212,"['4dabb820-db0e-4067-86c1-eb877026457c', '744f54ea-57b8-4d19-8319-dfaccbd2f02c']",47,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:47.644,Pass,,2005/2006
,,,,,,,,,,,,,,,1.299088,,,,,,,,,,,bf274a78-2b64-460d-ad7f-a237c7344132,38,,"[41.5, 7.5]",68350,0,,,,,0.051805455,,Left Foot,,,,"[55.0, 8.2]",,High Pass,,13.518136,,Incomplete,,Gabriel Francisco García de la Torre,25925.0,,,,,,,1,Regular Play,Sylvio Mendes Campos Junior,25854.0,Left Back,5,Barcelona,217,"['388366a4-2928-4940-af24-695de4d253c7', '88d6dc94-7578-4dba-ae90-611e9264cdfb']",49,,,,,,,,,,,,,,,,,Barcelona,217,00:00:49.043,Pass,,2005/2006
,,,,,,,,,,,,,,,1.339631,,,,,,,,,,,388366a4-2928-4940-af24-695de4d253c7,40,,"[66.0, 72.8]",68350,0,,,,,-1.5707964,,Head,,,,"[66.0, 67.1]",,Low Pass,,5.7,,Incomplete,,Fernando José Torres Sanz,6382.0,,,,,,Recovery,1,Regular Play,Francisco José Molinero Calderón,6865.0,Right Back,5,Barcelona,217,"['1313390d-3148-4a94-a918-7fabf444ef44', 'bf274a78-2b64-460d-ad7f-a237c7344132', 'eaef5909-d9a0-43d6-95f8-145cb79591be']",50,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:50.342,Pass,,2005/2006
,,,,,,,,,,,,,,,1.368259,,,,,,,,,,,1313390d-3148-4a94-a918-7fabf444ef44,42,,"[55.0, 13.9]",68350,0,,,,,1.2317791,,Right Foot,,,,"[61.7, 32.9]",,Ground Pass,,20.146711,,,,Mark van Bommel,19296.0,,,,,,Recovery,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Wing,5,Barcelona,217,"['388366a4-2928-4940-af24-695de4d253c7', '6ad14d0b-8848-4f29-a6fd-31ccc6567b3e']",51,,,,,,,,,,,,,,,,,Barcelona,217,00:00:51.682,Pass,,2005/2006
,,,,,,,,,,,,,,,1.40686,,,,,,,,,,,333573fa-b9b4-4499-b93c-035a766e427a,46,,"[64.2, 35.8]",68350,0,,,,,-0.56300783,,Right Foot,,,,"[88.6, 20.4]",,Ground Pass,,28.853422,,Incomplete,,Andrés Iniesta Luján,5216.0,,,,,,,1,Regular Play,Mark van Bommel,19296.0,Center Defensive Midfield,5,Barcelona,217,"['20949525-4585-4a29-97fb-e62c01fce7e7', 'e8b7f9d4-682b-41f7-9e4c-f8bcbeef0876']",53,,,,,,,,,,,,,,,,,Barcelona,217,00:00:53.802,Pass,,2005/2006
,,,,,,,,,,,,,,,2.775886,,,,,,,,,,,e8b7f9d4-682b-41f7-9e4c-f8bcbeef0876,48,,"[32.4, 60.6]",68350,0,,,,,-2.4529786,,Right Foot,,,,"[9.8, 42.0]",,Ground Pass,,29.26978,,,,Leonardo Neoren Franco,26119.0,,,,,,Recovery,1,Regular Play,Luis Amaranto Perea Mosquera,26120.0,Right Center Back,6,Atlético Madrid,212,"['333573fa-b9b4-4499-b93c-035a766e427a', '37788335-e2d0-4057-bedb-887068d15f04']",55,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:55.208,Pass,,2005/2006
,,,,,,,,,,,,,,,3.887357,,,,,,,,,,,aaf3a18b-a161-41bc-a4c5-402281356606,51,,"[8.3, 45.6]",68350,0,,,,,0.067544155,,Right Foot,,,,"[76.3, 50.2]",,High Pass,,68.15541,,Incomplete,,Fernando José Torres Sanz,6382.0,,,,,,,1,Regular Play,Leonardo Neoren Franco,26119.0,Goalkeeper,6,Atlético Madrid,212,"['77980a64-1bd3-4ec9-bf4e-14cd7efa9d49', '990d1a14-2f7a-4649-b5eb-6f63609db0bc']",58,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:58.342,Pass,,2005/2006
,,,,,,,,,,,,,,,2.183769,,,,,,,,,,,990d1a14-2f7a-4649-b5eb-6f63609db0bc,53,,"[44.7, 30.8]",68350,1,,,,,0.3054073,,Head,,,,"[65.0, 37.2]",,High Pass,,21.284971,,Incomplete,,,,,,,,,Recovery,1,Regular Play,Rafael Márquez Álvarez,5558.0,Left Center Back,6,Atlético Madrid,212,"['32ee5cc1-38c5-4789-b7d3-6e1f117c0760', 'aaf3a18b-a161-41bc-a4c5-402281356606']",2,,,,,,,,,,,,,,,,,Barcelona,217,00:01:02.229,Pass,,2005/2006
,,,,,,,,,,,,,,,0.445359,,,,,,,,,,,e921efb9-d993-48fe-bd18-c6eb7fcafd75,56,,"[58.5, 44.0]",68350,1,,,,,1.8842237,,Left Foot,,,,"[50.3, 69.3]",,Low Pass,,26.595676,,,,Francisco José Molinero Calderón,6865.0,,,,,,,1,Regular Play,Peter Luccin,26123.0,Left Defensive Midfield,6,Atlético Madrid,212,['0b8d4798-0bbe-488a-a842-1065a7df82fd'],6,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:06.032,Pass,,2005/2006
,,,,,,,,,,,,,,,6.5719,,,,,,,,,,,ec10f76a-0231-4261-ab51-3205decfc1e9,59,,"[52.2, 72.1]",68350,1,,,,,0.014491739,,Right Foot,,,,"[107.4, 72.9]",,High Pass,,55.205795,,Incomplete,,Luciano Martín Galletti,26122.0,,,,,,,1,Regular Play,Francisco José Molinero Calderón,6865.0,Right Back,6,Atlético Madrid,212,"['743cdc0c-da3a-4f2a-b875-0fdc5137207e', 'b1ce7026-985c-4293-9d2a-0ec9746d1134']",8,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:08.273,Pass,,2005/2006
,,,,,,,,,,,,,,,1.683734,,,,,,,,,,,743cdc0c-da3a-4f2a-b875-0fdc5137207e,61,,"[13.6, 8.1]",68350,1,,,,,2.2142975,,Right Foot,,,,"[3.7, 21.3]",,Ground Pass,,16.5,,,,Víctor Valdés Arribas,20176.0,,,,,,Recovery,1,Regular Play,Carles Puyol i Saforcada,20125.0,Right Center Back,7,Barcelona,217,"['2c63a2bb-323a-4001-866e-b3c98474691a', 'ec10f76a-0231-4261-ab51-3205decfc1e9']",14,,,,,,,,,,,,,,,,,Barcelona,217,00:01:14.845,Pass,,2005/2006
,,,,,,,,,,,,,,,2.331316,,,,,,,,,,,b5c765d8-1f62-46a4-b8b7-3c06be831844,64,,"[5.9, 24.5]",68350,1,,True,,,0.7918221,,Right Foot,,,,"[52.3, 71.5]",,High Pass,,66.045135,,Incomplete,,,,,,True,,,,1,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,7,Barcelona,217,['2e3026ee-2726-4d6d-a975-3cc4d4b902fd'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:01:18.386,Pass,,2005/2006
,,,,,,,,,,,,,,,2.5414,,,,,,,,,,,e296224d-d657-4416-879b-6e70499def5a,66,,"[76.3, 16.4]",68350,1,,,,,-0.10308161,,Head,,,,"[90.8, 14.9]",,Low Pass,,14.57738,,Incomplete,,Martin Petrov,19888.0,,,,,,Recovery,1,Regular Play,Antonio López Guerrero,26118.0,Left Back,7,Barcelona,217,"['d50a7f00-8044-442f-ae58-210089e86f85', 'ed59b656-6f7f-4e7a-a4a0-4af99f7a030d']",22,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:22.941,Pass,,2005/2006
,,,,,,,,,,,,,,,1.586496,,,,,,,,,,,d50a7f00-8044-442f-ae58-210089e86f85,68,,"[30.2, 66.1]",68350,1,,,,,-0.08275984,,Right Foot,,,,"[51.9, 64.3]",,Low Pass,,21.774527,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,Recovery,1,Regular Play,Rafael Márquez Álvarez,5558.0,Left Center Back,7,Barcelona,217,"['c5eed5f7-a001-49cb-931c-ccb4fa29e0ed', 'e296224d-d657-4416-879b-6e70499def5a']",25,,,,,,,,,,,,,,,,,Barcelona,217,00:01:25.482,Pass,,2005/2006
,,,,,,,,,,,,,,,1.713366,,,,,,,,,,,16d78607-be64-4a7e-b831-64668bc31d99,73,,"[50.0, 55.9]",68350,1,,,,,-1.9647894,,Left Foot,,,,"[46.3, 47.0]",,Ground Pass,,9.638465,,,,Mark van Bommel,19296.0,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,7,Barcelona,217,"['4e4676e1-d8f5-48c1-a079-76d424d7368d', 'b95a0784-2926-49c6-8d59-47c839539559']",29,,,,,,,,,,,,,,,,,Barcelona,217,00:01:29.160,Pass,True,2005/2006
,,,,,,,,,,,,,,,1.574171,,,,,,,,,,,414c11f4-fb9a-4fbf-8165-72ce936cc29a,77,,"[47.0, 45.9]",68350,1,,,,,-0.08367513,,Right Foot,,,,"[62.5, 44.6]",,Ground Pass,,15.55442,,,,Anderson Luís de Souza,19757.0,,,,,,,1,Regular Play,Mark van Bommel,19296.0,Center Defensive Midfield,7,Barcelona,217,['e005590a-bd1b-412a-81ea-8e16d6ae9fa7'],30,,,,,,,,,,,,,,,,,Barcelona,217,00:01:30.913,Pass,,2005/2006
,,,,,,,,,,,,,,,1.394918,,,,,,,,,,,de7fdb93-d217-40e8-b914-0840ea7877e5,81,,"[61.5, 44.6]",68350,1,,,,,-0.9760371,,Right Foot,,,,"[70.7, 31.0]",,Ground Pass,,16.4195,,Incomplete,,Andrés Iniesta Luján,5216.0,,,,,,,1,Regular Play,Anderson Luís de Souza,19757.0,Right Center Midfield,7,Barcelona,217,"['347aee64-aee4-4b5c-97ee-bdefbb79378f', '6aa6fa75-a742-4a1d-b9e7-ac1dfee582af']",32,,,,,,,,,,,,,,,,,Barcelona,217,00:01:32.740,Pass,,2005/2006
,,,,,,,,,,,,,,,1.244906,,,,,,,,,,,6aa6fa75-a742-4a1d-b9e7-ac1dfee582af,83,,"[50.3, 50.0]",68350,1,,,,,0.7555563,,Right Foot,,,,"[57.2, 56.5]",,Ground Pass,,9.479451,,,,Luciano Martín Galletti,26122.0,,,,,,Recovery,1,Regular Play,Francisco José Molinero Calderón,6865.0,Right Back,8,Atlético Madrid,212,"['de7fdb93-d217-40e8-b914-0840ea7877e5', 'ea75cf1a-dcb5-4bc5-8773-7abcceefebea']",34,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:34.135,Pass,,2005/2006
,,,,,,,,,,,,,,,1.809495,,,,,,,,,,,16a6764f-0b29-4627-b34d-c8c2cf25c434,89,,"[44.8, 49.8]",68350,1,,True,,,0.12996241,,Right Foot,,,,"[77.7, 54.1]",,Low Pass,,33.179813,,,,Luciano Martín Galletti,26122.0,,,,,,Free Kick,1,From Free Kick,Luis Amaranto Perea Mosquera,26120.0,Right Center Back,9,Atlético Madrid,212,['f5e19c17-9b2e-46bf-b745-121f15a6ff23'],49,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:49.246,Pass,,2005/2006
,,,,,,,,,,,,,,,1.593756,,,,,,,,,,,629def64-8e93-4bc0-88ed-552f880326f7,91,,"[77.2, 54.8]",68350,1,,,,,2.031893,,Other,,,,"[69.4, 70.5]",,Low Pass,,17.53083,,Incomplete,,Francisco José Molinero Calderón,6865.0,,,,,,,1,From Free Kick,Luciano Martín Galletti,26122.0,Right Midfield,9,Atlético Madrid,212,"['e0440580-9c1b-41d5-9bf8-814c84c74df9', 'e93b387a-b4a3-406d-ad74-691c6b12990c']",51,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:51.385,Pass,,2005/2006
,,,,,,,,,,,,,,,0.857034,,,,,,,,,,,d268a945-9506-424b-93c0-cc965b281fd8,99,,"[65.9, 77.1]",68350,1,,,,,-0.29592603,,Right Foot,,,,"[74.1, 74.6]",,Ground Pass,,8.572631,,,,Maximiliano Rubén Rodríguez,26124.0,,,,,,,1,From Free Kick,Francisco José Molinero Calderón,6865.0,Right Back,9,Atlético Madrid,212,['5d12cee4-b2b4-49d7-a3c0-2e58db801539'],56,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:56.922,Pass,,2005/2006
,,,,,,,,,,,,,,,1.419846,,,,,,,,,,,8758d51b-2c1f-4ae1-894b-1e5f55eca5ed,105,,"[72.3, 76.5]",68350,2,,True,,,-0.46932936,,Right Foot,,,,"[107.4, 58.7]",,High Pass,,39.35543,,,,Fernando José Torres Sanz,6382.0,,,,,,Free Kick,1,From Free Kick,Ariel Miguel Santiago Ibagaza,26121.0,Right Defensive Midfield,10,Atlético Madrid,212,['e14f98fc-bfc8-4da9-b32e-6aefe1268ad6'],10,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:10.833,Pass,,2005/2006
,,,,,,,,,,,,,,,0.708102,,,,,,,,,,,276012e4-a0ba-4706-a61c-c7fd6af025b9,110,,"[13.3, 13.5]",68350,2,,,,,-0.68506503,,Right Foot,,,,"[21.5, 6.8]",,Ground Pass,,10.589146,,,,Sylvio Mendes Campos Junior,25854.0,,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Right Center Back,11,Barcelona,217,['02f42dd8-2d11-4484-8bf0-188a9e7afed5'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:02:15.150,Pass,,2005/2006
,,,,,,,,,,,,,,,0.971304,,,,,,,,,,,5c65cede-a1de-4cfa-b244-a0a13a308af0,114,,"[19.1, 4.9]",68350,2,,,,,2.3969882,,Left Foot,,,,"[14.0, 9.6]",,Ground Pass,,6.935416,,,,Carles Puyol i Saforcada,20125.0,,,,,,,1,Regular Play,Sylvio Mendes Campos Junior,25854.0,Left Back,11,Barcelona,217,"['235ad16d-b14b-4460-a504-2bfc36861214', '60912221-25eb-42b0-8479-39d0813e5d40']",16,,,,,,,,,,,,,,,,,Barcelona,217,00:02:16.076,Pass,True,2005/2006
,,,,,,,,,,,,,,,2.58552,,,,,,,,,,,6a272c10-364d-43c1-9577-88aaacf585a3,118,,"[13.6, 3.6]",68350,2,,,,,-0.089219384,,Left Foot,,,,"[44.9, 0.8]",,High Pass,,31.42499,,Out,,Henrik Larsson,15743.0,,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Right Center Back,11,Barcelona,217,['eaece19e-e4f1-4f02-b95b-54c6c4b7196a'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:02:18.377,Pass,,2005/2006
,,,,,,,,,,,,,,,0.512155,,,,,,,,,,,528c258c-8e73-46a0-adce-b73619c091d1,120,,"[73.7, 80.0]",68350,2,,True,,,-0.28728145,,,,,,"[86.9, 76.1]",,Low Pass,,13.764084,,,,Francisco José Molinero Calderón,6865.0,,,,,,Throw-in,1,From Throw In,Luciano Martín Galletti,26122.0,Right Midfield,12,Atlético Madrid,212,['408c9bef-8cbe-4753-91d3-76238d8bda59'],31,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:31.817,Pass,,2005/2006
,,,,,,,,,,,,,,,0.409823,,,,,,,,,,,836d3a79-ed70-4b8d-bec5-04209fcc2a38,122,,"[81.9, 77.4]",68350,2,,,,,-0.21755412,,Right Foot,,,,"[91.4, 75.3]",,Low Pass,,9.729337,,,,Luciano Martín Galletti,26122.0,,,,,,,1,From Throw In,Francisco José Molinero Calderón,6865.0,Right Back,12,Atlético Madrid,212,['efec3771-86c8-4045-836b-fc20f8f5a190'],32,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:32.710,Pass,,2005/2006
