bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,0.0967,,,,,,,,,,,,,,,3b787ca3-e020-44a5-98bd-6e3ca33b8361,18,,"[37.0, 72.0]",16182,0,,,,0.0,,Right Foot,,,,"[40.0, 72.0]",Low Pass,,3.0,Incomplete,,Antonio Jesús Regal Angulo,18164.0,,,,,,,1,From Kick Off,Joaquín Fernández Moreno,22020.0,Right Center Back,2,Real Valladolid,901,"['10996627-715e-45ac-9fc0-9249883e358d', '5c0e9d71-0b6c-4603-aa56-707276c24a06']",9,,,,,,,,,,,,,,,,,Real Valladolid,901,00:00:09.966,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.3157,,,,,,,,,,,,,,,1da0f671-4072-4d10-a234-6afba31fdc1c,21,,"[42.0, 80.0]",16182,0,,,,-0.4636476,,,,,,"[58.0, 72.0]",High Pass,,17.888544,Incomplete,,Enes Ünal,6760.0,,,,,,Throw-in,1,From Throw In,Joaquín Fernández Moreno,22020.0,Right Center Back,3,Real Valladolid,901,"['573b94f1-8f98-46ac-9e44-c374a6cace7f', 'b035041e-bca3-46c6-9659-1554d42c1608']",23,,,,,,,,,,,,,,,,,Real Valladolid,901,00:00:23.477,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.7289,,,,,,,,,,,,,,,573b94f1-8f98-46ac-9e44-c374a6cace7f,23,,"[63.0, 9.0]",16182,0,,,,-0.34302393,,Head,,,,"[77.0, 4.0]",Low Pass,,14.866069,,,Ousmane Dembélé,5477.0,,,,,,Recovery,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,4,Barcelona,217,"['1da0f671-4072-4d10-a234-6afba31fdc1c', '690b1762-ade6-47e7-9832-151f71e030e1']",24,,,,,,,,,,,,,,,,,Barcelona,217,00:00:24.793,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.4541,,,,,,,,,,,,,,,571fdae1-b2c6-469e-8dff-f0deacaf6543,28,,"[39.0, 80.0]",16182,0,,,,-0.39852244,,,,,,"[58.0, 72.0]",High Pass,,20.615528,Incomplete,,Enes Ünal,6760.0,,,,,,Throw-in,1,From Throw In,Joaquín Fernández Moreno,22020.0,Right Center Back,5,Real Valladolid,901,"['05da851a-8520-4a77-bf9d-a72a316d8a55', 'a1e7532d-40b8-4c76-a4e9-5f4d39ae9381']",39,,,,,,,,,,,,,,,,,Real Valladolid,901,00:00:39.730,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,0.5799,,,,,,,,,,,,,,,a1e7532d-40b8-4c76-a4e9-5f4d39ae9381,31,,"[63.0, 9.0]",16182,0,,,True,3.1415927,,,,,,"[57.0, 9.0]",Low Pass,,6.0,,,Thomas Vermaelen,6332.0,,,,,,Recovery,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,5,Real Valladolid,901,"['571fdae1-b2c6-469e-8dff-f0deacaf6543', '7cea4713-5f46-4e26-bf45-22a769df3927', 'a2a2bcac-5193-40ab-b71e-bb67dc34d312']",41,,,,,,,,,,,,,,,,,Barcelona,217,00:00:41.184,Pass,True,2018/2019
,,,,,,,,,,,,,,,,,,0.5066,,,,,,,,,,,,,,,a309fe02-61fb-4d31-a454-f82936ebee23,35,,"[62.0, 75.0]",16182,0,,,,-1.5707964,,Left Foot,,,,"[62.0, 71.0]",Low Pass,,4.0,,,Enes Ünal,6760.0,,,,,,Recovery,1,From Throw In,Antonio Jesús Regal Angulo,18164.0,Right Wing Back,5,Real Valladolid,901,['d2ca9407-4426-4bea-9f48-e4e1997d938c'],42,,,,,,,,,,,,,,,,,Real Valladolid,901,00:00:42.597,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.048716,,,,,,,,,,,,,,,723783eb-3ebc-4025-9933-2079d12d6600,37,,"[62.0, 71.0]",16182,0,,,,-0.5191461,,Right Foot,,,,"[69.0, 67.0]",Ground Pass,,8.062258,,,Sergio Guardiola Navarro,17027.0,,,,,,,1,From Throw In,Enes Ünal,6760.0,Right Center Forward,5,Real Valladolid,901,['2773c277-3a2a-41ed-b94d-772c040d7fd7'],43,,,,,,,,,,,,,,,,,Real Valladolid,901,00:00:43.103,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,4ba29553-6e9d-425e-a99a-3c23ac0d4f38,41,,"[65.0, 64.0]",16182,0,,,,-2.4468544,,Left Foot,,,,"[59.0, 59.0]",Ground Pass,,7.81025,,,Daniele Verde,7699.0,,,,,,,1,From Throw In,Sergio Guardiola Navarro,17027.0,Left Center Forward,5,Real Valladolid,901,"['3f2369ba-5955-4916-b015-5e427b2a86ba', 'f22bf471-5460-41e6-b4b8-addd9be1ee82']",45,,,,,,,,,,,,,,,,,Real Valladolid,901,00:00:45.543,Pass,True,2018/2019
,,,,,,,,,,,,,,,,,,0.589546,,,,,,,,,,,,,,,cb54229d-eda1-41ee-843b-d5afa4a2b35c,44,,"[59.0, 59.0]",16182,0,,,,-0.35877067,,Left Foot,,,,"[67.0, 56.0]",Ground Pass,,8.5440035,,,Anuar Mohamed Tuhami,11303.0,,,,,,,1,From Throw In,Daniele Verde,7699.0,Center Attacking Midfield,5,Real Valladolid,901,['315f7c52-1cc4-4749-bad3-6cb8076eeb6a'],46,,,,,,,,,,,,,,,,,Real Valladolid,901,00:00:46.183,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.5982,,,,,,,,,,,,,,,9932756f-cd99-422c-9190-beab46a64dbe,62,,"[89.0, 1.0]",16182,1,,,,0.2573237,,,,,,"[108.0, 6.0]",High Pass,,19.646883,,,Sergio Guardiola Navarro,17027.0,,,,,,Throw-in,1,From Throw In,José Ignacio Martínez García,11298.0,Left Wing Back,6,Real Valladolid,901,['fcee3e20-b491-4b9d-b49b-050c845cfcb7'],15,,,,,,,,,,,,,,,,,Real Valladolid,901,00:01:15.453,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.2938,,,,,,,,,,,,,,,31ddcb76-bded-4329-8cbe-8aaf20b65534,75,,"[120.0, 1.0]",16182,1,,,,1.7628443,,Left Foot,,,,"[113.0, 37.0]",High Pass,,36.67424,Incomplete,True,Fernando Calero Villa,11293.0,,,,Outswinging,,Corner,1,From Corner,Daniele Verde,7699.0,Center Attacking Midfield,7,Real Valladolid,901,"['0d70eb82-fe6c-4791-a53d-f8c98f9f396a', '410cac7e-5686-46d5-adf6-1024de196467']",54,,,,,,,,,,,,,,,,,Real Valladolid,901,00:01:54.966,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,2.3131,,,,,,,,,,,,,,,1f20d985-5dc9-4ac6-855b-628259d4ebdf,86,,"[97.0, 25.0]",16182,2,,,,-0.84781694,,Head,,,,"[112.0, 8.0]",Low Pass,,22.671568,,,Daniele Verde,7699.0,,,,,,Recovery,1,From Corner,José Ignacio Martínez García,11298.0,Left Wing Back,7,Real Valladolid,901,['dc4e4655-d513-4dc5-ac56-7c97b6f1204e'],1,,,,,,,,,,,,,,,,,Real Valladolid,901,00:02:01.617,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.2757,,,,,,,,,,,,,,,23b9e053-3ef0-4576-a1a1-4d54fe2a2eec,92,,"[120.0, 1.0]",16182,2,,,,1.6313283,,Left Foot,,,,"[118.0, 34.0]",High Pass,,33.06055,Incomplete,,Francisco José Olivas Alba,11304.0,,True,,Straight,,Corner,1,From Corner,Daniele Verde,7699.0,Center Attacking Midfield,8,Real Valladolid,901,"['44831ca1-2255-4d70-b7de-e041931984c3', '9444a6c3-ff59-4999-91a5-ad812c95db96']",32,,,,,,,,,,,,,,,,,Real Valladolid,901,00:02:32.985,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.029531,,,,,,,,,,,,,,,2a2022ee-0787-4db3-a39f-df404208b2e1,95,,"[84.0, 1.0]",16182,2,,,,0.18534794,,,,,,"[100.0, 4.0]",Low Pass,,16.27882,,,Daniele Verde,7699.0,,,,,,Throw-in,1,From Throw In,José Ignacio Martínez García,11298.0,Left Wing Back,9,Real Valladolid,901,['324aec51-3dd7-4fba-a6d9-27eff456e532'],42,,,,,,,,,,,,,,,,,Real Valladolid,901,00:02:42.077,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.6563,,,,,,,,,,,,,,,99a868a2-a5be-4085-a48e-2a5676df9ae8,99,,"[98.0, 3.0]",16182,2,,,,1.8313987,,Left Foot,,,,"[94.0, 18.0]",High Pass,,15.524175,Incomplete,,,,,,,,,,1,From Throw In,Daniele Verde,7699.0,Center Attacking Midfield,9,Real Valladolid,901,"['72105b1c-8657-431a-868e-15d0af59b038', 'b320ddba-ced1-4df2-8349-91aa572e7d7e']",44,,,,,,,,,,,,,,,,,Real Valladolid,901,00:02:44.013,Pass,True,2018/2019
,,,,,,,,,,,,,,,,,,1.575186,,,,,,,,,,,,,,,34c52b23-b2a6-4987-a704-dde82592340a,103,,"[24.0, 56.0]",16182,2,,,,-2.5065658,,Right Foot,,,,"[5.0, 42.0]",Low Pass,,23.600847,,,Marc-André ter Stegen,20055.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,10,Barcelona,217,['4cb7cef6-5ab5-4759-a12c-ed25357e7e39'],48,,,,,,,,,,,,,,,,,Barcelona,217,00:02:48.119,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.803653,,,,,,,,,,,,,,,2badf72a-d9e2-4c9e-9945-637df5b0ff38,106,,"[8.0, 39.0]",16182,2,,,,-1.0691923,,Right Foot,,,,"[25.0, 8.0]",Ground Pass,,35.35534,,,Jordi Alba Ramos,5211.0,,,,,,,1,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,10,Barcelona,217,['2aedf42a-e165-45c9-83dd-3d5eee406fc2'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:02:51.581,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,0.7244,,,,,,,,,,,,,,,d2c88ed8-26e9-4460-b442-b0b52e35a384,109,,"[38.0, 8.0]",16182,2,,,,0.32175055,,Left Foot,,,,"[44.0, 10.0]",Ground Pass,,6.3245554,,,Carles Aleña Castillo,13599.0,,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,10,Barcelona,217,['cd06376f-7928-4486-b3fc-c26841c1507f'],55,,,,,,,,,,,,,,,,,Barcelona,217,00:02:55.947,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,0.0373,,,,,,,,,,,,,,,175e4d2c-8863-4faa-9442-03e1081814dd,113,,"[55.0, 4.0]",16182,2,,,,1.1071488,,Left Foot,,,,"[56.0, 6.0]",Low Pass,,2.236068,Incomplete,,,,,,,,,,1,Regular Play,Carles Aleña Castillo,13599.0,Left Center Midfield,10,Barcelona,217,['ff9b1d21-2ca1-4a57-8b49-7467a4df4d79'],59,,,,,,,,,,,,,,,,,Barcelona,217,00:02:59.107,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.757955,,,,,,,,,,,,,,,cd499a6b-129d-4829-a889-82c97d4764c8,115,,"[63.0, 1.0]",16182,3,,,,2.8706458,,,,,,"[45.0, 6.0]",Low Pass,,18.681541,,,Jordi Alba Ramos,5211.0,,,,,,Throw-in,1,From Throw In,Carles Aleña Castillo,13599.0,Left Center Midfield,11,Barcelona,217,['c77abc42-5f68-487b-8c10-092350fd8e6d'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:03:04.507,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.832741,,,,,,,,,,,,,,,4c2a2755-f113-47db-9064-68cd7347ddad,118,,"[48.0, 12.0]",16182,3,,,,2.003204,,Left Foot,,,,"[36.0, 38.0]",Ground Pass,,28.635643,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,11,Barcelona,217,['8edffcfc-f0bd-4cb1-9eb7-d61ede56f0fd'],7,,,,,,,,,,,,,,,,,Barcelona,217,00:03:07.866,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.180812,,,,,,,,,,,,,,,9b6828c6-41eb-4efe-9ef7-6574c0bfb55d,122,,"[53.0, 44.0]",16182,3,,,,-1.7681919,,Right Foot,,,,"[49.0, 24.0]",Ground Pass,,20.396078,,,Thomas Vermaelen,6332.0,,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,11,Barcelona,217,['bd90e271-1f7b-4588-be64-2d7c2c3a5837'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:03:14.998,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,0.589,,,,,,,,,,,,,,,f3a58c9b-7b5c-4bab-ad62-6916376c2cca,125,,"[49.0, 23.0]",16182,3,,,,-0.4266275,,Left Foot,,,,"[60.0, 18.0]",Ground Pass,,12.083046,,,Carles Aleña Castillo,13599.0,,,,,,,1,From Throw In,Thomas Vermaelen,6332.0,Left Center Back,11,Barcelona,217,['ebd03706-0d5b-49c7-8efb-bb9e82597b41'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:03:20.402,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,0.5296,,,,,,,,,,,,,,,46c0e396-c81c-42a1-b950-72fcdad2e7ce,129,,"[61.0, 18.0]",16182,3,,,,-0.11065722,,Left Foot,,,,"[70.0, 17.0]",Ground Pass,,9.055386,,,Ousmane Dembélé,5477.0,,,,,,,1,From Throw In,Carles Aleña Castillo,13599.0,Left Center Midfield,11,Barcelona,217,"['c34d979d-d5b9-4cdd-853b-623eee22dd60', 'd03d5fee-4e93-46d3-973e-c8c887f43e3b']",21,,,,,,,,,,,,,,,,,Barcelona,217,00:03:21.788,Pass,True,2018/2019
,,,,,,,,,,,,,,,,,,1.0424,,,,,,,,,,,,,,,5b93a8b6-faac-4eb4-9c17-687f344dd0a8,131,,"[70.0, 17.0]",16182,3,,,,-2.0988708,,Left Foot,,,,"[63.0, 5.0]",Ground Pass,,13.892444,,,Jordi Alba Ramos,5211.0,,,,,,,1,From Throw In,Ousmane Dembélé,5477.0,Left Wing,11,Barcelona,217,['98977232-a31c-44d8-a173-805a295bf27f'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:03:22.317,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.2239,,,,,,,,,,,,,,,da82dc21-944f-4447-9eec-61702049a255,133,,"[63.0, 5.0]",16182,3,,,,0.4048918,,Right Foot,,,,"[84.0, 14.0]",Ground Pass,,22.847319,,,Kevin-Prince Boateng,8668.0,,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,11,Barcelona,217,['c68cd69a-499e-4466-86b4-40311f8c2845'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:03:23.360,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.2832,,,,,,,,,,,,,,,a7d6edb5-7e25-4836-b5fe-01e0a5fb28e2,143,,"[79.0, 9.0]",16182,3,,,,-0.7853982,,Right Foot,,,,"[86.0, 2.0]",Ground Pass,,9.899495,,,Kevin-Prince Boateng,8668.0,,,,,,,1,From Throw In,Ousmane Dembélé,5477.0,Left Wing,11,Barcelona,217,['a3ba5870-cddb-49a6-a034-a43ce2478723'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:03:26.782,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,1.1117,,,,,,,,,,,,,,,1652ef50-204a-46e2-98a5-42ce870c5267,146,,"[86.0, 2.0]",16182,3,,,,2.8387077,,Right Foot,,,,"[70.0, 7.0]",Low Pass,,16.763054,,,Jordi Alba Ramos,5211.0,,,,,,,1,From Throw In,Kevin-Prince Boateng,8668.0,Center Forward,11,Barcelona,217,['8da783ad-2690-4c6e-b27f-aad01685687f'],28,,,,,,,,,,,,,,,,,Barcelona,217,00:03:28.334,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,0.8624,,,,,,,,,,,,,,,fd576dc4-08fc-4963-b8e2-9b285fd46d22,150,,"[72.0, 8.0]",16182,3,,,,1.2722974,,Left Foot,,,,"[76.0, 21.0]",Ground Pass,,13.601471,,,Ousmane Dembélé,5477.0,,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,11,Barcelona,217,"['05cee04b-4556-442f-a21b-4e3fc3538c1a', '23df6ddc-0c56-4e91-8f1c-9c06cbcc98ad']",30,,,,,,,,,,,,,,,,,Barcelona,217,00:03:30.727,Pass,True,2018/2019
,,,,,,,,,,,,,,,,,,1.180157,,,,,,,,,,,,,,,1a8623e0-1760-469e-95d8-24a10c9dd11e,154,,"[71.0, 24.0]",16182,3,,,,1.2490457,,Right Foot,,,,"[78.0, 45.0]",Ground Pass,,22.135944,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,,1,From Throw In,Ousmane Dembélé,5477.0,Left Wing,11,Barcelona,217,['2fa0c025-0ffe-462d-b05d-69545cc89d34'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:03:32.574,Pass,,2018/2019
,,,,,,,,,,,,,,,,,,0.862,,,,,,,,,,,,,,,92d7e284-4f24-4d8b-9e12-01e0b6ca187a,157,,"[77.0, 45.0]",16182,3,,,,1.2722974,,Right Foot,,,,"[81.0, 58.0]",Ground Pass,,13.601471,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Throw In,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,11,Barcelona,217,['40fa17af-71f5-4d88-8924-2835005d2995'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:03:34.733,Pass,,2018/2019
