bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,,,,,,,,f5715383-4f09-4d8a-9afe-c875016defa5,507,,"[49.8, 30.7]",3773565,13,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Yangel Clemente Herrera Ravelo,16249.0,Right Center Midfield,25,Granada,1049,['32289231-af83-4fec-b413-1ede68fe47bf'],4,,,,,,,,,,,,,,,,Granada,1049,00:13:04.893,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,08ee7ae2-69f0-409e-b3e3-93c26c34e54a,509,,"[43.6, 57.4]",3773565,13,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Domingos Sousa Coutinho Meneses Duarte,23807.0,Right Center Back,25,Granada,1049,['c2cc6a1b-f388-4913-b808-5e14ca7c5c30'],7,,,,,,,,,,,,,,,,Granada,1049,00:13:07.693,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,bc292a83-e8a3-447e-8efe-69ae4d2b9aea,512,,"[40.7, 31.9]",3773565,13,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Germán Sánchez Barahona,24134.0,Left Center Back,25,Granada,1049,['d51587f4-2dc0-4d54-bf19-c736756dd57e'],10,,,,,,,,,,,,,,,,Granada,1049,00:13:10.629,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,ee0014e4-24f2-44e8-ac92-018ee5ac16cc,515,,"[51.5, 10.7]",3773565,13,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Carlos Neva Tey,25702.0,Left Back,25,Granada,1049,['961970af-6503-48c0-95d7-e4c3036e1e8f'],12,,,,,,,,,,,,,,,,Granada,1049,00:13:12.885,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,333dc737-78ec-4b8d-b3ad-4c234a6f6393,518,,"[49.3, 21.9]",3773565,13,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Yangel Clemente Herrera Ravelo,16249.0,Right Center Midfield,25,Granada,1049,['fd3e377c-8351-431a-be31-626f05b17d35'],15,,,,,,,,,,,,,,,,Granada,1049,00:13:15.591,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,e2947513-d7eb-496c-9588-e643138e6681,520,,"[33.8, 19.5]",3773565,13,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Germán Sánchez Barahona,24134.0,Left Center Back,25,Granada,1049,['2500dee1-68e2-4517-8b71-74069c6d7f51'],16,,,,,,,,,,,,,,,,Granada,1049,00:13:16.713,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,58bd9acb-aaf7-4acf-8415-a52947b26e7c,523,,"[38.1, 54.3]",3773565,13,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Domingos Sousa Coutinho Meneses Duarte,23807.0,Right Center Back,25,Granada,1049,['fa9ff1ac-287f-4215-a201-55c8ff32c754'],20,,,,,,,,,,,,,,,,Granada,1049,00:13:20.577,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,07f3a171-f6af-424b-8306-d83cbb23ab4f,526,,"[81.7, 3.1]",3773565,13,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Darwin Daniel Machís Marcano,11501.0,Left Wing,25,Granada,1049,['020151e7-ce81-42b6-bf55-79d07bbf285e'],27,,,,,,,,,,,,,,,,Granada,1049,00:13:27.395,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,58bbc163-f31c-4ffe-bd7e-c6a111ad3dec,529,,"[71.0, 17.4]",3773565,13,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Yangel Clemente Herrera Ravelo,16249.0,Right Center Midfield,25,Granada,1049,['4b167684-c856-4e66-8bd5-153efc010563'],31,,,,,,,,,,,,,,,,Granada,1049,00:13:31.404,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,d84c12cf-8dc8-4dcf-a085-853cf0587a87,532,,"[65.3, 44.5]",3773565,13,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Domingos Sousa Coutinho Meneses Duarte,23807.0,Right Center Back,25,Granada,1049,['e571c6b1-9af9-497a-b82e-a87e159edc34'],34,,,,,,,,,,,,,,,,Granada,1049,00:13:34.359,Ball Receipt*,,2020/2021
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,7307d215-1bf1-4da3-bd9f-5cbd7ccfaa83,535,,"[93.9, 2.8]",3773565,13,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Carlos Neva Tey,25702.0,Left Back,25,Granada,1049,['9b265495-6915-4bb4-8294-80573a13ac49'],37,,,,,,,,,,,,,,,,Granada,1049,00:13:37.919,Ball Receipt*,,2020/2021
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,6063e933-87e3-4d0d-8348-98d7cf38cab0,537,,"[46.5, 75.6]",3773565,13,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Frenkie de Jong,8118.0,Right Center Midfield,26,Barcelona,217,['eeae8456-9232-4c67-ba04-1223ec86a95e'],55,,,,,,,,,,,,,,,,Barcelona,217,00:13:55.363,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,e6eb4aa3-62d5-4c06-90f7-ffa5193f015b,539,,"[80.1, 7.8]",3773565,13,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Yangel Clemente Herrera Ravelo,16249.0,Right Center Midfield,27,Granada,1049,['1fdcc527-2868-42bd-a7e6-25b6dd698bc2'],55,,,,,,,,,,,,,,,,Granada,1049,00:13:55.945,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,1a29f5a8-8bf2-46bf-be76-a1b6162a2bdd,541,,"[83.6, 14.0]",3773565,13,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ángel Montoro Sánchez,24144.0,Center Attacking Midfield,27,Granada,1049,['592925aa-ef7f-4e9c-9630-fb960f2d1863'],56,,,,,,,,,,,,,,,,Granada,1049,00:13:56.919,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,4ed72a72-9210-4610-938d-5a6b6c15790b,543,,"[88.9, 11.2]",3773565,13,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Yangel Clemente Herrera Ravelo,16249.0,Right Center Midfield,27,Granada,1049,['4b4ca627-1122-4659-9b14-bb2471084352'],57,,,,,,,,,,,,,,,,Granada,1049,00:13:57.804,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,8752e513-ca1b-4905-bc3c-60a8e0cf8526,546,,"[113.9, 5.9]",3773565,14,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Darwin Daniel Machís Marcano,11501.0,Left Wing,27,Granada,1049,['55d2bc4f-8f8b-415e-9d5c-60ab8399a16d'],1,,,,,,,,,,,,,,,,Granada,1049,00:14:01.847,Ball Receipt*,,2020/2021
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,e3e154ae-4b58-4cd2-8493-7e53d8bb6e57,548,,"[116.3, 31.7]",3773565,14,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Roberto Soldado Rillo,26009.0,Center Forward,27,Granada,1049,['1faf743d-01f4-49b3-84c4-a125ea77c57e'],3,,,,,,,,,,,,,,,,Granada,1049,00:14:03.018,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,b663b546-f534-4f48-be22-2dff77edc4e2,551,,"[101.3, 15.2]",3773565,14,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Darwin Daniel Machís Marcano,11501.0,Left Wing,28,Granada,1049,['d5f421d2-24c1-4da2-903e-499654ac447c'],31,,,,,,,,,,,,,,,,Granada,1049,00:14:31.841,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,543cea94-c13d-466f-bf50-96400aa405c7,553,,"[109.8, 11.2]",3773565,14,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Ángel Montoro Sánchez,24144.0,Center Attacking Midfield,28,Granada,1049,['b91592e1-d45a-4d44-a214-d48852147ed3'],33,,,,,,,,,,,,,,,,Granada,1049,00:14:33.081,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,dc8b2a25-e921-4cf2-b8c2-76d09f08c133,562,,"[43.4, 37.2]",3773565,14,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,29,Barcelona,217,['c809f92b-e278-431c-9fc8-2e79342c10f8'],50,,,,,,,,,,,,,,,,Barcelona,217,00:14:50.213,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,1ce95c23-f1fd-430d-a10d-70786e08b3c3,564,,"[39.3, 33.7]",3773565,14,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,29,Barcelona,217,['f7449346-ed96-47b3-82ae-e53d716ddd3d'],50,,,,,,,,,,,,,,,,Barcelona,217,00:14:50.956,Ball Receipt*,,2020/2021
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,8cae2953-c988-41e1-976a-82e42d274bd0,568,,"[59.8, 73.5]",3773565,14,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Antoine Griezmann,5487.0,Left Wing,29,Barcelona,217,['c195438c-11ef-4b15-85e3-8007db271d78'],52,,,,,,,,,,,,,,,,Barcelona,217,00:14:52.931,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,8c11051c-13db-4321-9d99-486b6893220b,572,,"[77.4, 20.7]",3773565,14,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ángel Montoro Sánchez,24144.0,Center Attacking Midfield,30,Granada,1049,['ded68d67-54d1-440c-87de-8e8958b8d59b'],58,,,,,,,,,,,,,,,,Granada,1049,00:14:58.500,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,709cc697-12aa-448a-94a9-c8d50dfa7fd5,575,,"[64.8, 4.0]",3773565,15,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Carlos Neva Tey,25702.0,Left Back,30,Granada,1049,['5b5b8cd3-855a-4680-ab4d-84390847d926'],2,,,,,,,,,,,,,,,,Granada,1049,00:15:02.096,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,f896ca7c-c839-4610-affc-0178c1220489,578,,"[56.7, 17.6]",3773565,15,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Yangel Clemente Herrera Ravelo,16249.0,Right Center Midfield,30,Granada,1049,['0bb369b8-a745-4dab-9a6a-35b6d066e384'],4,,,,,,,,,,,,,,,,Granada,1049,00:15:04.173,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,f1c9c6c4-e213-49e0-98f1-c8cd770291f2,581,,"[45.0, 48.1]",3773565,15,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Domingos Sousa Coutinho Meneses Duarte,23807.0,Right Center Back,30,Granada,1049,['399b6a7d-ad21-442c-8150-58bc91f0e938'],9,,,,,,,,,,,,,,,,Granada,1049,00:15:09.695,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,eab201ab-9c4e-4482-92e6-a206b9c1970d,584,,"[63.4, 79.1]",3773565,15,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Dimitri Foulquier,4546.0,Right Back,30,Granada,1049,['7672abd8-62c5-4bd2-99b5-b2c2e84b4cca'],15,,,,,,,,,,,,,,,,Granada,1049,00:15:15.882,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,c6ace0cc-d607-4045-b5e0-5c784eec07d2,587,,"[76.7, 60.0]",3773565,15,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Roberto Soldado Rillo,26009.0,Center Forward,30,Granada,1049,['52189f12-76c1-4c28-af29-53c20665760e'],18,,,,,,,,,,,,,,,,Granada,1049,00:15:18.507,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,b36dbe6a-0f2c-4f33-b4b4-077e1af14831,590,,"[61.7, 66.0]",3773565,15,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Dimitri Foulquier,4546.0,Right Back,30,Granada,1049,['e5395d7a-39e3-443d-8de7-10ba1b49b3ee'],20,,,,,,,,,,,,,,,,Granada,1049,00:15:20.969,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,0b80c35c-8d34-466f-9675-021c9f03bd39,592,,"[46.5, 64.1]",3773565,15,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Domingos Sousa Coutinho Meneses Duarte,23807.0,Right Center Back,30,Granada,1049,['2129f8f6-33da-417c-a651-f8308e235985'],22,,,,,,,,,,,,,,,,Granada,1049,00:15:22.569,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,07dff1a1-2b41-44e1-8f6e-cc3991184779,595,,"[71.5, 76.9]",3773565,15,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Roberto Soldado Rillo,26009.0,Center Forward,30,Granada,1049,['088dd3c3-45b8-45b7-a13a-e4410a8e9ffb'],24,,,,,,,,,,,,,,,,Granada,1049,00:15:24.753,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,5e386724-98ed-4e2a-b796-2fc10ccffb51,597,,"[67.0, 74.3]",3773565,15,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Dimitri Foulquier,4546.0,Right Back,30,Granada,1049,['9f62361f-cb3b-446f-acd1-cbd291365046'],25,,,,,,,,,,,,,,,,Granada,1049,00:15:25.444,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,78ef3224-c8ad-4c61-9d6e-b3863dd4a822,605,,"[59.3, 22.5]",3773565,15,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,31,Barcelona,217,['fae7a746-a475-45d9-8126-ef0b1cf41d43'],30,,,,,,,,,,,,,,,,Barcelona,217,00:15:30.856,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,e50cbc9d-16f5-4779-8176-ce3126344dae,610,,"[71.3, 3.7]",3773565,15,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Antoine Griezmann,5487.0,Left Wing,31,Barcelona,217,['b0887bea-9718-4195-8f66-480164f5cbe4'],33,,,,,,,,,,,,,,,,Barcelona,217,00:15:33.697,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,cbc8c94b-1d80-4697-9444-6d28fe7e8a0e,613,,"[75.1, 38.7]",3773565,15,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Frenkie de Jong,8118.0,Right Center Midfield,31,Barcelona,217,['408d912e-99dd-4032-8b2f-37a01499c444'],36,,,,,,,,,,,,,,,,Barcelona,217,00:15:36.708,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,417b0da1-7f96-4444-b19c-b45935a24497,616,,"[95.1, 55.1]",3773565,15,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ousmane Dembélé,5477.0,Right Wing,31,Barcelona,217,['86e260ae-b491-4ea6-b911-7bfa2db3be0c'],39,,,,,,,,,,,,,,,,Barcelona,217,00:15:39.250,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,f659080a-50a0-4719-9dcc-a5ea613562c8,621,,"[19.1, 56.0]",3773565,16,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Domingos Sousa Coutinho Meneses Duarte,23807.0,Right Center Back,32,Granada,1049,['12550e37-e303-4286-aceb-43bd23f84d82'],23,,,,,,,,,,,,,,,,Granada,1049,00:16:23.507,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,d2dd7b6a-d8d6-43d7-99c9-6280f232b4f5,623,,"[20.0, 26.2]",3773565,16,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Germán Sánchez Barahona,24134.0,Left Center Back,32,Granada,1049,['0babcba4-d02b-4d1e-b0f9-210edb1e2c64'],27,,,,,,,,,,,,,,,,Granada,1049,00:16:27.389,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,91221959-7a4d-4e20-af55-263ac42706db,626,,"[10.7, 37.6]",3773565,16,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Rui Tiago Dantas da Silva,24140.0,Goalkeeper,32,Granada,1049,['c8b0ed7a-7420-4669-aba8-303e808b5cc7'],33,,,,,,,,,,,,,,,,Granada,1049,00:16:33.848,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,dbb6e57d-53dd-45e1-9408-9130a9e7296b,628,,"[16.4, 56.9]",3773565,16,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Domingos Sousa Coutinho Meneses Duarte,23807.0,Right Center Back,32,Granada,1049,['b1c7027f-e8a9-4849-89d3-b1fc4f608a41'],35,,,,,,,,,,,,,,,,Granada,1049,00:16:35.488,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,5152246b-555e-4813-bee7-2940e52dd1e8,631,,"[34.8, 76.4]",3773565,16,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Dimitri Foulquier,4546.0,Right Back,32,Granada,1049,['4ccd09f6-19c2-4a3f-9c59-8ef39552f4aa'],39,,,,,,,,,,,,,,,,Granada,1049,00:16:39.350,Ball Receipt*,,2020/2021
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,a621acf9-b47c-406e-a11d-91529ad1e2d5,634,,"[80.5, 71.9]",3773565,16,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,José Antonio Rodríguez Díaz,24126.0,Right Wing,32,Granada,1049,['229fa493-d642-4c23-9fc1-5e797c93331e'],43,,,,,,,,,,,,,,,,Granada,1049,00:16:43.420,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,1da25d05-96b4-4273-97f1-047f46408b66,645,,"[10.0, 56.3]",3773565,16,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Óscar Mingueza García,43728.0,Right Center Back,33,Barcelona,217,['c4ab25b5-6bb1-42fe-ad99-677e18124a7b'],59,,,,,,,,,,,,,,,,Barcelona,217,00:16:59.413,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,9fa9d003-3e92-48df-80e8-584b7fcb3164,648,,"[45.0, 7.0]",3773565,17,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,33,Barcelona,217,['16c7b33a-e01a-4471-ba3b-893b57fa592d'],6,,,,,,,,,,,,,,,,Barcelona,217,00:17:06.443,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,a985645b-fbe0-46a1-ae31-a5a629ce3f55,650,,"[49.8, 23.2]",3773565,17,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,33,Barcelona,217,['276b8e4e-7421-46a4-8982-716d945aa58c'],7,,,,,,,,,,,,,,,,Barcelona,217,00:17:07.782,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,b0f406e3-bf6d-4bf2-8c28-0c77c9761cc4,654,,"[71.3, 38.4]",3773565,17,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ousmane Dembélé,5477.0,Right Wing,33,Barcelona,217,['52a94c8f-0ba7-4948-bd96-438d873dd2de'],13,,,,,,,,,,,,,,,,Barcelona,217,00:17:13.423,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,a2fca674-4cc6-4fcb-8b2c-fe5f387b9120,659,,"[48.1, 37.6]",3773565,17,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Germán Sánchez Barahona,24134.0,Left Center Back,34,Granada,1049,['997f37e2-9345-4d32-bff4-cfc9a0f78df7'],15,,,,,,,,,,,,,,,,Granada,1049,00:17:15.325,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,ef9fc7f8-f6dd-400d-ba74-7fe95364cc8d,662,,"[56.5, 34.3]",3773565,17,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Darwin Daniel Machís Marcano,11501.0,Left Wing,34,Granada,1049,['b9a6d0a8-931b-49ef-a627-610adaaeb6f9'],16,,,,,,,,,,,,,,,,Granada,1049,00:17:16.731,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,042a65f3-7584-40d8-856a-557f34313431,669,,"[70.1, 50.4]",3773565,17,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,35,Barcelona,217,['ca97d493-5593-4db5-8d33-85b87bf5371f'],21,,,,,,,,,,,,,,,,Barcelona,217,00:17:21.498,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,f15f4569-261b-425c-8d07-4bbf6e89bd81,672,,"[101.0, 58.0]",3773565,17,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ousmane Dembélé,5477.0,Right Wing,35,Barcelona,217,['44c9c33a-4027-4d74-be8c-4315e01ec285'],24,,,,,,,,,,,,,,,,Barcelona,217,00:17:24.827,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,06ed1724-45a0-4bf7-b279-2900d6a5442b,675,,"[103.2, 58.9]",3773565,17,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,35,Barcelona,217,['c1f5272f-01ac-4cce-8163-fd8caadf42f6'],31,,,,,,,,,,,,,,,,Barcelona,217,00:17:31.546,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,bdcd7aa2-3b20-4b71-95bc-42e7a5498a68,678,,"[98.4, 37.7]",3773565,17,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pedro González López,30486.0,Left Center Midfield,35,Barcelona,217,['1f6ba11d-bf11-4163-bfaf-32cc9613072b'],35,,,,,,,,,,,,,,,,Barcelona,217,00:17:35.474,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,d2dc99f1-5202-4564-95e4-fb5e1eecb2a9,682,,"[93.4, 40.8]",3773565,17,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,35,Barcelona,217,"['671026f2-fda3-46a8-af17-6d5d7fa9b1db', '68240a0f-30ad-41fc-b099-1ccf62829ab2']",37,,,,,,,,,,,,,,,,Barcelona,217,00:17:37.238,Ball Receipt*,True,2020/2021
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,97e23514-b32f-4e38-b8c3-fad6dd1e37f3,684,,"[107.7, 23.4]",3773565,17,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,35,Barcelona,217,['91859498-8135-490a-9983-48fb4f2160a3'],38,,,,,,,,,,,,,,,,Barcelona,217,00:17:38.942,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,e5a00146-3b7b-4a88-8636-68bbef87c19a,686,,"[28.1, 61.7]",3773565,17,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Yan Brice Eteki,24052.0,Left Center Midfield,35,Barcelona,217,['cf8eab86-bb81-4ebf-9c2c-a52be1b0dd4e'],40,,,,,,,,,,,,,,,,Granada,1049,00:17:40.938,Ball Receipt*,,2020/2021
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,99a528ef-aa56-4fd6-805e-4423c8c037c5,689,,"[54.1, 50.2]",3773565,17,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Roberto Soldado Rillo,26009.0,Center Forward,35,Barcelona,217,['96bd810c-5684-461b-bbaf-3da6793cb48a'],44,,,,,,,,,,,,,,,,Granada,1049,00:17:44.781,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,57703c60-b5db-4b89-9fcc-4c06c1eef4fd,697,,"[54.3, 53.0]",3773565,17,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergino Dest,21881.0,Right Back,35,Barcelona,217,['59be1872-1757-4b8e-861a-d7ea2818fa18'],48,,,,,,,,,,,,,,,,Barcelona,217,00:17:48.447,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,c348970c-4c2f-4dcf-b908-157d27359d59,700,,"[41.5, 30.3]",3773565,17,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Samuel Yves Umtiti,5492.0,Left Center Back,35,Barcelona,217,['5b12f7b1-b355-49d2-b9ad-11b409d7b71f'],53,,,,,,,,,,,,,,,,Barcelona,217,00:17:53.263,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,edd44652-5939-4b19-9229-aad572f883fd,703,,"[49.8, 21.5]",3773565,17,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,35,Barcelona,217,['b6472abb-0482-417a-b446-199c5b4ad6e6'],55,,,,,,,,,,,,,,,,Barcelona,217,00:17:55.151,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,5a0ef9d4-7b85-45b6-b5b2-0cd313138205,706,,"[62.4, 24.1]",3773565,17,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pedro González López,30486.0,Left Center Midfield,35,Barcelona,217,['17457563-1ab9-455b-a846-dee6ff5e4be9'],57,,,,,,,,,,,,,,,,Barcelona,217,00:17:57.090,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,87dda33c-3863-4f36-977e-2bb854480e72,709,,"[50.1, 15.6]",3773565,17,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,35,Barcelona,217,['34e62402-b822-49eb-a99c-12f3d860dff7'],58,,,,,,,,,,,,,,,,Barcelona,217,00:17:58.887,Ball Receipt*,,2020/2021
