bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,1.4496,,,,,,,,,,,,,,f4797cfd-6318-456a-a295-42345718dabf,15,,"[54.5, 71.4]",69256,0,,,,,-0.4997493,,Head,,,,"[71.9, 61.9]",,Low Pass,,19.82448,,,,Juan Manuel Ortiz Palazón,26440.0,,,,,,,1,From Kick Off,Míchel Macedo Rocha Machado,6922.0,Right Back,2,Almería,403,['278e1b94-4cee-4225-94ae-2bb512d6bc6d'],6,,,,,,,,,,,,,,,,,Almería,403,00:00:06.350,Pass,,2009/2010
,,,,,,,,,,,,,,,0.8072,,,,,,,,,,,,,,1c8d400a-1fcf-40e7-86a7-f38c48066abe,18,,"[58.9, 62.4]",69256,0,,,,,-2.6074102,,Left Foot,,,,"[51.8, 58.2]",,Ground Pass,,8.249243,,,,José Manuel Flores Moreno,26653.0,,,,,,,1,From Kick Off,Juan Manuel Ortiz Palazón,26440.0,Right Wing,2,Almería,403,['7e5a6c74-d304-4b42-bdc7-e421f35cbae0'],9,,,,,,,,,,,,,,,,,Almería,403,00:00:09.571,Pass,,2009/2010
,,,,,,,,,,,,,,,2.279,,,,,,,,,,,,,,c06d486a-735f-4e0c-a133-32ad417234de,22,,"[50.7, 57.1]",69256,0,,,,,-2.2124557,,Right Foot,,,,"[37.7, 39.7]",,Ground Pass,,21.720037,,,,Santiago Wilmer Acasiete Ariadela,26434.0,,,,,,,1,From Kick Off,José Manuel Flores Moreno,26653.0,Right Defensive Midfield,2,Almería,403,"['74ded60d-b764-495b-92ec-cdebd4aa755f', 'cf64d61e-33fb-43d4-ac77-1ef087df66d8']",11,,,,,,,,,,,,,,,,,Almería,403,00:00:11.466,Pass,True,2009/2010
,,,,,,,,,,,,,,,1.674,,,,,,,,,,,,,,1a890fa0-29de-4ede-bd5d-c41da62f0e10,26,,"[40.6, 35.9]",69256,0,,,,,-0.8739689,,Left Foot,,,,"[64.2, 7.7]",,High Pass,,36.772274,,,,Guilherme Oliveira Santos,26650.0,,,,,,,1,From Kick Off,Santiago Wilmer Acasiete Ariadela,26434.0,Right Center Back,2,Almería,403,"['505f9fd0-b75c-4aa6-ac2e-e6d3cc2709f5', 'e1cf4571-e570-483c-9540-00458bec84cf']",15,,,,,,,,,,,,,,,,,Almería,403,00:00:15.600,Pass,True,2009/2010
,,,,,,,,,,,,,,,2.437,,,,,,,,,,,,,,5166eace-af4a-4047-b55d-bceb4ffd6e61,28,,"[61.6, 7.9]",69256,0,,,,,1.3894061,,Head,,,,"[65.8, 30.8]",,Low Pass,,23.281967,,Incomplete,,José Manuel Flores Moreno,26653.0,,,,,,,1,From Kick Off,Guilherme Oliveira Santos,26650.0,Left Wing,2,Almería,403,"['26fa5cc0-2101-47d0-9505-ba0cefdc3955', '2afc1441-6a1d-4a41-a75c-fb1b2a5812b8']",17,,,,,,,,,,,,,,,,,Almería,403,00:00:17.300,Pass,,2009/2010
,,,,,,,,,,,,,,,0.6582,,,,,,,,,,,,,,5ee14e46-e494-46d0-9dcb-602b9d3e0fc0,32,,"[58.3, 42.0]",69256,0,,,,,1.5980005,,Right Foot,,,,"[57.9, 56.7]",,Ground Pass,,14.705441,,,,Xavier Hernández Creus,20131.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Barcelona,217,['f2f9d42e-a56d-4f70-926d-a20b4c3f64be'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:00:21.891,Pass,,2009/2010
,,,,,,,,,,,,,,,0.884,,,,,,,,,,,,,,0ed6ccc5-f4ac-4f69-a8ed-8263c25b5a4b,34,,"[57.9, 56.7]",69256,0,,,,,-1.2392422,,Right Foot,,,,"[62.1, 44.5]",,Ground Pass,,12.902713,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,3,Barcelona,217,['6fcd4068-73e6-4b89-a516-a3ac21b0a9cb'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:00:22.549,Pass,,2009/2010
,,,,,,,,,,,,,,,1.310907,,,,,,,,,,,,,,bfd10bcf-8970-44b3-aa79-ae1ed9746097,38,,"[57.3, 38.8]",69256,0,,,,,3.0643656,,Right Foot,,,,"[40.5, 40.1]",,Ground Pass,,16.850222,,,,Carles Puyol i Saforcada,20125.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Barcelona,217,['b7d8deb9-ee2b-4615-a199-806a779eb5d9'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:00:25.318,Pass,,2009/2010
,,,,,,,,,,,,,,,2.3355,,,,,,,,,,,,,,01cd172b-0c1a-43b0-8b7b-ac2df06f5fcd,41,,"[40.5, 40.1]",69256,0,,,,,1.4648948,,Right Foot,,,,"[43.2, 65.5]",,Ground Pass,,25.5431,,,,Rafael Márquez Álvarez,5558.0,,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Left Center Back,3,Barcelona,217,['b8614d51-7734-49de-9c16-e5b1742b8b54'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:00:27.296,Pass,,2009/2010
,,,,,,,,,,,,,,,1.3947,,,,,,,,,,,,,,e925bad1-e0cf-4a6f-b240-bb0f47d0f5c2,44,,"[43.6, 65.7]",69256,0,,,,,1.1872689,,Right Foot,,,,"[48.2, 77.1]",,Ground Pass,,12.293088,,,,Daniel Alves da Silva,4324.0,,,,,,,1,Regular Play,Rafael Márquez Álvarez,5558.0,Right Center Back,3,Barcelona,217,['a6946b1f-a7b1-4766-b4e4-e8229dd8f338'],30,,,,,,,,,,,,,,,,,Barcelona,217,00:00:30.225,Pass,,2009/2010
,,,,,,,,,,,,,,,1.1401,,,,,,,,,,,,,,92f00032-eca6-4ad7-8fb6-8dbeedcb3048,46,,"[48.2, 77.1]",69256,0,,,,,-2.0706398,,Right Foot,,,,"[40.5, 63.0]",,Ground Pass,,16.06549,,,,Rafael Márquez Álvarez,5558.0,,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,3,Barcelona,217,['c550372c-7e7c-4144-8d59-d6ae803da311'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:00:31.620,Pass,,2009/2010
,,,,,,,,,,,,,,,1.1952,,,,,,,,,,,,,,34aaa138-6f80-4b3c-a806-d384f173eca5,49,,"[41.1, 61.9]",69256,0,,,,,-0.92582893,,Right Foot,,,,"[49.3, 51.0]",,Ground Pass,,13.640015,,,,Xavier Hernández Creus,20131.0,,,,,,,1,Regular Play,Rafael Márquez Álvarez,5558.0,Right Center Back,3,Barcelona,217,['adb83ab3-a9f1-45be-abdb-4226965c6e6f'],33,,,,,,,,,,,,,,,,,Barcelona,217,00:00:33.468,Pass,,2009/2010
,,,,,,,,,,,,,,,1.5489,,,,,,,,,,,,,,670234cb-bc3c-4f8c-ad2d-2fce90aff6ab,52,,"[53.3, 42.8]",69256,0,,,,,-1.7402778,,Right Foot,,,,"[50.1, 24.1]",,Ground Pass,,18.97182,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,3,Barcelona,217,['428cc06e-589f-4b65-a743-4ca92ff8399b'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:00:36.059,Pass,,2009/2010
,,,,,,,,,,,,,,,1.823801,,,,,,,,,,,,,,fcaa121d-7f10-4ddc-9f4d-671bcca59fcb,55,,"[49.1, 27.3]",69256,0,,,,,1.6069922,,Right Foot,,,,"[47.8, 63.2]",,Ground Pass,,35.92353,,,,Rafael Márquez Álvarez,5558.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Barcelona,217,['b4ee8a24-33ac-4bfa-9adb-f6c0e37c0365'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:00:38.686,Pass,,2009/2010
,,,,,,,,,,,,,,,1.3009,,,,,,,,,,,,,,a7d088b4-2d7f-4aeb-b314-c372e58d159e,58,,"[72.4, 60.5]",69256,0,,,,,-1.2286842,,Right Foot,,,,"[82.3, 32.7]",,High Pass,,29.510168,,Incomplete,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,,1,Regular Play,Rafael Márquez Álvarez,5558.0,Right Center Back,3,Barcelona,217,"['025918ce-7a18-429c-91a8-197afc395442', '157aa2a9-efdc-4059-9ecb-9125053296c1']",44,,,,,,,,,,,,,,,,,Barcelona,217,00:00:44.447,Pass,,2009/2010
,,,,,,,,,,,,,,,2.228,,,,,,,,,,,,,,157aa2a9-efdc-4059-9ecb-9125053296c1,60,,"[38.7, 48.3]",69256,0,,,,,0.83535653,,Head,,,,"[50.1, 60.9]",,High Pass,,16.991762,,Incomplete,,,,,,,,,Recovery,1,Regular Play,Hernán Darío Bernardello,26651.0,Left Defensive Midfield,3,Barcelona,217,"['a7d088b4-2d7f-4aeb-b314-c372e58d159e', 'bd5fd3ec-82ab-4753-95d5-699416530076']",45,,,,,,,,,,,,,,,,,Almería,403,00:00:45.747,Pass,,2009/2010
,,,,,,,,,,,,,,,1.2848,,,,,,,,,,,,,,bd5fd3ec-82ab-4753-95d5-699416530076,61,,"[70.9, 20.1]",69256,0,,,,,-1.1213658,,Head,,,,"[79.1, 3.1]",,Low Pass,,18.874321,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,Recovery,1,Regular Play,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,3,Barcelona,217,"['157aa2a9-efdc-4059-9ecb-9125053296c1', '8839b0e2-329c-438f-9dff-df72d9d317c9']",47,,,,,,,,,,,,,,,,,Barcelona,217,00:00:47.975,Pass,,2009/2010
,,,,,,,,,,,,,,,1.1146,,,,,,,,,,,,,,ddd42775-e883-4eb5-b6bf-d95d019f6016,64,,"[74.3, 5.0]",69256,0,,,,,2.3344588,,Right Foot,,,,"[60.8, 19.1]",,Ground Pass,,19.520758,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,3,Barcelona,217,['298de789-3f6a-4c23-b3ea-9a0ed8dddc78'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:00:51.370,Pass,,2009/2010
,,,,,,,,,,,,,,,1.9149,,,,,,,,,,,,,,7e861368-c490-43e3-9ab3-3b418c822647,70,,"[55.2, 22.6]",69256,1,,True,,,1.4760581,,Right Foot,,,,"[57.3, 44.7]",,Ground Pass,,22.199549,,,,Xavier Hernández Creus,20131.0,,,,,,Free Kick,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,4,Barcelona,217,['e560605f-0f43-4a52-aa86-cbc78333f0b4'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:01:04.186,Pass,,2009/2010
,,,,,,,,,,,,,,,1.614,,,,,,,,,,,,,,ea487994-a6e6-447c-a42f-3218d7801481,72,,"[57.3, 44.9]",69256,1,,,,,1.3368614,,Right Foot,,,,"[62.9, 68.4]",,Ground Pass,,24.158022,,,,Rafael Márquez Álvarez,5558.0,,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,4,Barcelona,217,['3ad4367f-1e60-4d42-90e1-356ba31c3740'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:01:06.118,Pass,,2009/2010
,,,,,,,,,,,,,,,0.8739,,,,,,,,,,,,,,fb19e5b1-403b-4435-828d-885880e3fea9,75,,"[73.4, 66.1]",69256,1,,,,,1.0274699,,Right Foot,,,,"[79.5, 76.2]",,Ground Pass,,11.799152,,,,Daniel Alves da Silva,4324.0,,,,,,,1,From Free Kick,Rafael Márquez Álvarez,5558.0,Right Center Back,4,Barcelona,217,['bdf0cbb1-f3c8-4d87-808e-71959f2d77dd'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:01:10.366,Pass,,2009/2010
,,,,,,,,,,,,,,,1.5985,,,,,,,,,,,,,,4a30cb03-d46f-47c3-bde8-1d7df6ed1a85,77,,"[80.2, 76.0]",69256,1,,,,,-2.3134398,,Right Foot,,,,"[62.3, 56.5]",,Ground Pass,,26.469982,,,,Xavier Hernández Creus,20131.0,,,,,,,1,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,4,Barcelona,217,['9fd30979-e0fb-4e9b-bfbe-bdd95bb0086c'],11,,,,,,,,,,,,,,,,,Barcelona,217,00:01:11.240,Pass,,2009/2010
,,,,,,,,,,,,,,,1.167366,,,,,,,,,,,,,,db22a426-2983-42bb-adb8-bf25f78c25f4,79,,"[62.3, 56.5]",69256,1,,,,,1.5707964,,Right Foot,,,,"[62.3, 71.2]",,Ground Pass,,14.7,,,,Rafael Márquez Álvarez,5558.0,,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,4,Barcelona,217,['8e344961-dbea-46b5-aca9-f7d85b2b92b0'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:01:12.839,Pass,,2009/2010
,,,,,,,,,,,,,,,3.8131,,,,,,,,,,,,,,bddfefdc-a404-45ae-823d-b7b7f1962ecf,82,,"[66.3, 69.9]",69256,1,,,,,-1.1144925,,Right Foot,,,,"[98.5, 4.3]",,High Pass,,73.076675,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,True,,,,1,From Free Kick,Rafael Márquez Álvarez,5558.0,Right Center Back,4,Barcelona,217,['979c562e-67c1-4d5f-afdf-684b77850a98'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:01:15.898,Pass,,2009/2010
,,,,,,,,,,,,,,,1.6882,,,,,,,,,,,,,,83364fd3-d332-4c1f-a4cf-c57827b45655,86,,"[112.5, 3.5]",69256,1,,,,,3.0963562,,Right Foot,,,,"[88.2, 4.6]",,Ground Pass,,24.324884,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,,1,From Free Kick,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,4,Barcelona,217,['693c430e-f8bb-44a6-82a8-c76a1a95a0c7'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:01:25.327,Pass,,2009/2010
,,,,,,,,,,,,,,,1.0222,,,,,,,,,,,,,,e78ee7d7-2c8e-46a0-be91-96d7e4999cb9,89,,"[87.3, 4.6]",69256,1,,,,,2.0927534,,Left Foot,,,,"[78.5, 19.9]",,Ground Pass,,17.650213,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,From Free Kick,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,4,Barcelona,217,['d16cba0b-209e-49cc-96cd-f7711771b4f2'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:01:27.368,Pass,,2009/2010
,,,,,,,,,,,,,,,0.9491,,,,,,,,,,,,,,1185f3a5-79bd-4039-8ebc-102a798fa2b2,93,,"[80.2, 17.6]",69256,1,,,,,-1.7461905,,Right Foot,,,,"[77.4, 1.8]",,Ground Pass,,16.046183,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,,1,From Free Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,4,Barcelona,217,"['7a539990-4693-471b-83a5-5ffb836e3aa9', 'bfc8ead3-d7da-4094-9d17-fc0d25c741a0']",29,,,,,,,,,,,,,,,,,Barcelona,217,00:01:29.774,Pass,True,2009/2010
,,,,,,,,,,,,,,,1.2157,,,,,,,,,,,,,,f50af28a-ad68-4c2c-8c68-7efe83841643,95,,"[77.4, 1.8]",69256,1,,,,,0.26625204,,Left Foot,,,,"[88.4, 4.8]",,Ground Pass,,11.401754,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,From Free Kick,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,4,Barcelona,217,['d57d830e-392e-4f2b-9582-e160b8f719d3'],30,,,,,,,,,,,,,,,,,Barcelona,217,00:01:30.723,Pass,,2009/2010
,,,,,,,,,,,,,,,1.9728,,,,,,,,,,,,,,76b52734-1c50-42b2-95e7-705092ff46d7,101,,"[89.2, 1.0]",69256,1,,,,,2.567926,,,,,,"[76.2, 9.4]",,Low Pass,,15.477726,,,,Xavier Hernández Creus,20131.0,,,,,,Throw-in,1,From Throw In,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,5,Barcelona,217,['9932b20f-d0b7-4a32-9e57-c7740a73d6d9'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:01:38.195,Pass,,2009/2010
,,,,,,,,,,,,,,,1.607401,,,,,,,,,,,,,,8d6f6672-1e32-4654-bcb9-76bbbbd1a6f7,105,,"[74.5, 7.3]",69256,1,,,,,2.5914805,,Right Foot,,,,"[56.4, 18.4]",,Ground Pass,,21.232523,,,,Carles Puyol i Saforcada,20125.0,,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,5,Barcelona,217,['410e380a-7cc2-4b28-b58c-de98783562a0'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:01:40.931,Pass,,2009/2010
,,,,,,,,,,,,,,,2.030499,,,,,,,,,,,,,,7545b625-8f12-4b88-a78e-00619965bd4b,108,,"[56.4, 18.4]",69256,1,,,,,1.5769691,,Right Foot,,,,"[56.2, 50.8]",,Ground Pass,,32.400616,,,,Rafael Márquez Álvarez,5558.0,,,,,,,1,From Throw In,Carles Puyol i Saforcada,20125.0,Left Center Back,5,Barcelona,217,['1939692d-01ee-433c-b8eb-e80629855e4a'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:01:43.706,Pass,,2009/2010
