ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,14b4ed0f-8e65-429b-847e-79bd975491e5,3411,,"[65.0, 18.4]",69340,77,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Juan Isaac Cuenca López,26776.0,Left Wing,143,Barcelona,217,['65acb7c3-2c46-4145-872f-5f0eb4a8e8de'],46,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:46.818,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,fc57c168-70a8-4242-9bb1-59cce0ad2d9c,3414,,"[79.9, 4.4]",69340,77,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Adriano Correia Claro,22102.0,Left Back,143,Barcelona,217,['4f2830cd-c688-4c74-818f-015607663f5b'],49,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:49.884,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,d0502336-7979-41e5-a2d6-8110a8583360,3417,,"[75.9, 19.3]",69340,77,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Ibrahim Afellay,4891.0,Left Center Midfield,143,Barcelona,217,['9561a4bb-34d2-4583-9333-8e79b5d43ccf'],53,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:53.416,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3d3cf0b3-022a-4bae-a9fd-45bd0e541da8,3420,,"[75.3, 36.1]",69340,77,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,143,Barcelona,217,['687b68a9-618b-4c2b-88da-2d4ed22724e9'],55,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:55.555,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2a430e41-15cb-4822-a1bf-2371d40a587e,3423,,"[67.1, 46.2]",69340,77,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Francesc Fàbregas i Soler,3478.0,Right Center Midfield,143,Barcelona,217,['034b3bfb-ae1c-423b-903e-bae56a740799'],57,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:57.051,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,07915bb1-5cd1-4c4b-85cb-aa76f7aed147,3426,,"[81.0, 75.4]",69340,77,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Daniel Alves da Silva,4324.0,Right Back,143,Barcelona,217,['c00b698d-12ed-4d84-a074-1fab035fc553'],59,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:59.737,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,474d29a1-2dbf-4263-a282-5bee4402d6c6,3429,,"[93.8, 66.1]",69340,78,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,143,Barcelona,217,['e41ed796-3b58-4e50-af67-86807cd0b48b'],2,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:02.116,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5ba7c51c-91fb-4957-83ef-5a8deec08360,3432,,"[83.1, 71.2]",69340,78,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Daniel Alves da Silva,4324.0,Right Back,143,Barcelona,217,['605c3614-8cf3-4373-b008-d8437f8741ec'],2,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:02.958,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,f8aac731-c799-4731-bb9d-e7af8451fd77,3435,,"[91.7, 70.1]",69340,78,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,143,Barcelona,217,['0cd99d5e-7a92-4fe9-bc4b-356f0e31b718'],3,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:03.542,Ball Receipt*,,2011/2012
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,22ce9496-d75e-4b7a-a649-f4cb6e0be29a,3438,,"[82.0, 68.5]",69340,78,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Daniel Alves da Silva,4324.0,Right Back,143,Barcelona,217,['8c246bc3-c023-4b7c-abbf-02fec269dfe0'],4,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:04.163,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,97b0d48f-b0f4-4d23-92ee-a6920c8a764e,3444,,"[83.7, 77.1]",69340,78,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Daniel Alves da Silva,4324.0,Right Back,143,Barcelona,217,['d6058056-29bc-476e-9cd0-b66ed362d9a4'],8,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:08.601,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,e90a112f-cdee-4faf-91db-52bc37ab4e31,3447,,"[88.3, 61.7]",69340,78,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,143,Barcelona,217,['541a5f6d-bac3-4763-aeb3-2053be923cf5'],10,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:10.671,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,afe45934-5d68-45e0-96f4-88a4743b890d,3450,,"[92.1, 67.4]",69340,78,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Francesc Fàbregas i Soler,3478.0,Right Center Midfield,143,Barcelona,217,['a82965f2-a47e-4359-971e-758047708c06'],11,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:11.139,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0a08b0a8-d0f3-4877-84f0-48c5afa9713c,3453,,"[93.8, 49.3]",69340,78,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,143,Barcelona,217,['2acf3425-a78b-4ce7-9b19-a45f5900fcb8'],13,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:13.750,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1e606b1f-dfe1-48db-96ed-0918aa00e9be,3465,,"[73.0, 46.8]",69340,78,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Seydou Kéita,20169.0,Center Defensive Midfield,143,Barcelona,217,['42fa9e8b-2c05-4191-8e92-9b71cd278eaa'],22,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:22.353,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f725624-771c-40ea-aa0d-7e7b1d4a0f66,3468,,"[86.0, 46.8]",69340,78,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Ibrahim Afellay,4891.0,Left Center Midfield,143,Barcelona,217,['d69bb794-97eb-408c-9663-b90da15d30f8'],23,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:23.571,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3d86f3a7-9938-441d-9ff5-5c39d589b106,3471,,"[74.0, 27.9]",69340,78,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Adriano Correia Claro,22102.0,Left Back,143,Barcelona,217,['fcdfe65f-5a41-4235-8e98-81d5545e6b3e'],26,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:26.288,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7391f2e4-40a4-4633-88f9-c84074093a84,3474,,"[83.5, 32.3]",69340,78,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Juan Isaac Cuenca López,26776.0,Left Wing,143,Barcelona,217,['e29f69cd-b3f2-440a-a80e-758da8c664ac'],27,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:27.726,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4210c4c3-b76e-4f9a-80f3-5a0326c7ce37,3477,,"[74.5, 34.6]",69340,78,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Ibrahim Afellay,4891.0,Left Center Midfield,143,Barcelona,217,['cdfacfb5-47a9-4ac6-825f-a48f556d0255'],28,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:28.375,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ede58673-ffa1-470c-ba9a-edf2c9f041c4,3480,,"[74.5, 22.0]",69340,78,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Adriano Correia Claro,22102.0,Left Back,143,Barcelona,217,['46565fb1-bf8d-4717-b92d-d7404c487a95'],29,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:29.434,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0fc7dae0-dd84-4ce0-a773-513b1b136f51,3492,,"[53.4, 40.1]",69340,78,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Francesc Fàbregas i Soler,3478.0,Right Center Midfield,143,Barcelona,217,['2a3000ff-dba9-49f1-9105-fcadf880cf7b'],38,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:38.465,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,bfd2a6df-a09d-47dd-83ae-2f13095084d7,3498,,"[19.6, 12.8]",69340,78,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Eliseu Pereira dos Santos,10798.0,Left Back,144,Málaga,223,['2356772f-39ff-4fa0-b61c-1ee44b9a2f62'],51,,,,,,,,,,,,,,,,,,Málaga,223,00:33:51.502,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,792a7c0f-9d04-4d5c-a435-e04ecff168ba,3501,,"[64.8, 3.9]",69340,78,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ruud van Nistelrooy,19729.0,Right Center Forward,144,Málaga,223,['6d451cf3-0775-4570-8fb9-17054ecf767a'],54,,,,,,,,,,,,,,,,,,Málaga,223,00:33:54.764,Ball Receipt*,,2011/2012
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,3bdc4d01-f52b-457e-beeb-3d47b8b56226,3504,,"[67.8, 11.7]",69340,78,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Sérgio Paulo Barbosa Valente,25859.0,Left Midfield,144,Málaga,223,['67337678-8cdd-49a2-8c91-986c90b1400c'],56,,,,,,,,,,,,,,,,,,Málaga,223,00:33:56.769,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0af81bf3-faab-45d7-b46b-e7e83d71e2bf,3508,,"[54.7, 47.0]",69340,78,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ibrahim Afellay,4891.0,Left Center Midfield,145,Barcelona,217,['f6d6bc1f-0837-4514-a7b7-d959eb842ec4'],59,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:59.070,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,cb5bc4a1-b031-46bc-8058-9b7872ea6e04,3511,,"[74.0, 31.0]",69340,79,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Juan Isaac Cuenca López,26776.0,Left Wing,145,Barcelona,217,['7f23e335-e4a5-4253-b3d8-2ce11cbf732e'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:01.824,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a44beed-d725-4ca8-9fe0-5aa65773f5d5,3519,,"[65.2, 30.0]",69340,79,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ibrahim Afellay,4891.0,Left Center Midfield,145,Barcelona,217,['664b3d0b-13c9-40a2-9215-e615fa34495d'],4,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:04.258,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,f5bfeea7-5872-4834-9157-2f97b645a1bd,3522,,"[63.9, 45.8]",69340,79,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Francesc Fàbregas i Soler,3478.0,Right Center Midfield,145,Barcelona,217,['0d47575b-5b3b-45ae-bc4a-8bcdf52cc38a'],6,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:06.781,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,c77d45e8-51dd-43ef-93ba-6b33ec90efce,3525,,"[69.8, 59.8]",69340,79,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Seydou Kéita,20169.0,Center Defensive Midfield,145,Barcelona,217,['9b1c08c9-765f-48dd-95b4-ed06259fa724'],7,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:07.820,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,de99c585-802f-4d00-b381-628527f6fe67,3528,,"[92.9, 75.6]",69340,79,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,145,Barcelona,217,['7a7b0d25-9310-47d5-ac2b-de42bbda8155'],11,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:11.414,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,411c3e4c-ae90-4464-93b7-c9e667aba00f,3533,,"[7.3, 3.3]",69340,79,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Eliseu Pereira dos Santos,10798.0,Left Back,146,Málaga,223,"['011c4dca-4a7d-45e9-8664-88ad1ebbd570', 'db2ad7f8-aea0-42d1-9394-fb3b90b170b3']",16,,,,,,,,,,,,,,,,,,Málaga,223,00:34:16.559,Ball Receipt*,True,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,8fdad49a-8344-4d06-a1eb-9c59d8bb8394,3536,,"[14.8, 13.8]",69340,79,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ignacio Camacho Barnola,8234.0,Left Defensive Midfield,146,Málaga,223,['a655cda6-08e9-45ca-9438-95aa4566ea13'],18,,,,,,,,,,,,,,,,,,Málaga,223,00:34:18.357,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,aede9a2f-7356-494a-85c9-9e3a460be708,3539,,"[35.0, 59.0]",69340,79,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Francisco Portillo Soler,6873.0,Right Midfield,146,Málaga,223,['08d6eb4c-a293-4f6d-90dd-6077caa2f632'],23,,,,,,,,,,,,,,,,,,Málaga,223,00:34:23.835,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,a5db4be0-3f5e-4625-82a5-17718d395054,3541,,"[26.0, 56.5]",69340,79,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jesús Gámez Duarte,4788.0,Right Back,146,Málaga,223,['c797e58a-2e76-4cd1-bf9b-3e32160355f1'],24,,,,,,,,,,,,,,,,,,Málaga,223,00:34:24.511,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,21fce135-5281-405e-ad0b-549cb9082c8e,3544,,"[46.3, 76.6]",69340,79,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Francisco Portillo Soler,6873.0,Right Midfield,146,Málaga,223,['9f96730f-4bd8-40a1-9dc5-ae72859ba96a'],27,,,,,,,,,,,,,,,,,,Málaga,223,00:34:27.789,Ball Receipt*,,2011/2012
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,c700a9d3-0d87-4fef-a60d-79b510a29c5a,3547,,"[62.3, 61.5]",69340,79,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ruud van Nistelrooy,19729.0,Right Center Forward,146,Málaga,223,['e26a93aa-e286-4240-ad1e-2d54bc33fd8f'],29,,,,,,,,,,,,,,,,,,Málaga,223,00:34:29.889,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,bdf45cbd-2890-4a75-97fd-f951644b6d58,3551,,"[82.9, 32.1]",69340,79,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Juan Isaac Cuenca López,26776.0,Left Wing,146,Málaga,223,['8364539b-db06-4ef7-9552-82fdf85425c0'],33,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:33.506,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,40a19ba5-c151-43dc-b106-4fdb58c74141,3558,,"[24.3, 36.9]",69340,79,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Martín Gastón Demichelis,19288.0,Left Center Back,146,Málaga,223,['59158f0b-d55b-4c8d-a813-a52fa313e4cd'],42,,,,,,,,,,,,,,,,,,Málaga,223,00:34:42.567,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,8fa2df46-dfd5-4f1b-9273-40682aa65a7f,3561,,"[37.7, 36.7]",69340,79,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,José Luis García del Pozo,6580.0,Right Defensive Midfield,146,Málaga,223,['5152fe89-26ea-4d4e-80d5-fbe1ef6a2149'],43,,,,,,,,,,,,,,,,,,Málaga,223,00:34:43.802,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,d5c79125-6eb3-4c72-b114-b1e52ceac586,3564,,"[28.7, 37.8]",69340,79,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Martín Gastón Demichelis,19288.0,Left Center Back,146,Málaga,223,['1afd9c8d-55a8-4208-8239-fea7e614ad99'],44,,,,,,,,,,,,,,,,,,Málaga,223,00:34:44.683,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,732a3ce3-4f79-4890-8508-d33d800e38d4,3567,,"[58.3, 63.2]",69340,79,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Francisco Portillo Soler,6873.0,Right Midfield,146,Málaga,223,['6cc773e1-65f7-4c68-bf70-b49f68dc7f6d'],48,,,,,,,,,,,,,,,,,,Málaga,223,00:34:48.080,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6aa272f1-412a-4591-9bb7-0aab3ded43d6,3570,,"[70.5, 55.4]",69340,79,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ruud van Nistelrooy,19729.0,Right Center Forward,146,Málaga,223,['e59a0bff-c986-4b09-98e8-b0873fabab81'],50,,,,,,,,,,,,,,,,,,Málaga,223,00:34:50.661,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,67b6eed8-836b-4b82-8e9c-06cd24171440,3573,,"[93.2, 74.5]",69340,79,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Francisco Portillo Soler,6873.0,Right Midfield,146,Málaga,223,['86dc2a0d-e328-49ae-a997-c2463095bdd1'],55,,,,,,,,,,,,,,,,,,Málaga,223,00:34:55.353,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2ffba2c4-a7fe-4e12-bf57-463511a09425,3577,,"[92.2, 53.5]",69340,79,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ruud van Nistelrooy,19729.0,Right Center Forward,146,Málaga,223,['f0f404b4-96e5-49ac-8033-aad6d6c4cfc9'],58,,,,,,,,,,,,,,,,,,Málaga,223,00:34:58.133,Ball Receipt*,,2011/2012
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,ec1eb84b-f223-47a8-b859-49935803e054,3579,,"[93.0, 60.7]",69340,79,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Francisco Portillo Soler,6873.0,Right Midfield,146,Málaga,223,['a5104d44-0061-4090-a131-7e36bc701628'],58,,,,,,,,,,,,,,,,,,Málaga,223,00:34:58.726,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0b1f6cd0-90cd-48bf-971b-c3e1343bf705,3581,,"[17.9, 24.7]",69340,80,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,147,Barcelona,217,['27ebbf67-c82f-4c58-a97f-12961c8a3d91'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:00.190,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,d2c9c26e-de1e-4003-bcf2-919d154874d6,3585,,"[22.8, 53.5]",69340,80,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,147,Barcelona,217,['0360d6ce-25b4-4b58-a9f6-53b41e0d0529'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:01.843,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7d6acb15-426c-4a40-9bb4-69b4d34cf64a,3588,,"[19.8, 45.3]",69340,80,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Marc Bartra Aregall,7068.0,Right Center Back,147,Barcelona,217,['1e384e73-d448-4d98-b2fb-8f0a3f52a8d4'],3,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:03.532,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,b99b7fc2-04f7-4c5b-9acb-f27675345ee0,3591,,"[2.6, 40.9]",69340,80,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,José Manuel Pinto Colorado,26005.0,Goalkeeper,147,Barcelona,217,['403334b8-b1c9-4ce7-b96d-81fb96e003b7'],6,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:06.429,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,e009c2d8-ed5b-48bf-b6b8-b9bc4bfef491,3594,,"[13.9, 73.9]",69340,80,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Marc Bartra Aregall,7068.0,Right Center Back,147,Barcelona,217,['c0c0373e-3594-43ca-8d41-f31d618e4c43'],10,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:10.442,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6638f89a-9946-4d3b-a8c1-f979fa28bcbb,3597,,"[38.7, 78.1]",69340,80,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,147,Barcelona,217,['5bfb1bb9-9615-4d65-b239-d91b1295aeeb'],11,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:11.843,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,28ca4170-4dcc-4965-a8c1-17673db546da,3600,,"[28.6, 75.2]",69340,80,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Marc Bartra Aregall,7068.0,Right Center Back,147,Barcelona,217,['fd41795e-2b21-40ea-92c9-aabc5f8ac655'],12,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:12.854,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,a9c19178-0419-4061-8ad4-edf22b8d37b6,3603,,"[33.1, 57.1]",69340,80,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Francesc Fàbregas i Soler,3478.0,Right Center Midfield,147,Barcelona,217,['5518902b-b534-4b60-9ef5-137d5aa83223'],14,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:14.546,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,f70a7bb8-cafc-4081-9a99-c8fc76ca8d46,3606,,"[15.8, 57.1]",69340,80,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Marc Bartra Aregall,7068.0,Right Center Back,147,Barcelona,217,['5ebc5d77-a82c-46fd-84db-92e402509e0b'],16,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:16.932,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3b0d0fc2-022c-4869-9cb1-4613577b542d,3611,,"[48.4, 70.1]",69340,80,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,147,Barcelona,217,"['4301e1e9-4d43-4879-8172-694d91aa3bba', 'ef0383fd-a692-417a-bda2-63016da66e39']",21,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:21.762,Ball Receipt*,True,2011/2012
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,17ba51bd-23ed-48f4-a0f4-d8282eb75ece,3614,,"[65.0, 79.8]",69340,80,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,147,Barcelona,217,['32467c7d-3775-4497-b492-9b47488f0ece'],26,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:26.660,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,8eca7ab4-fc7e-43e1-9bdf-1f5bcbe51f65,3616,,"[13.1, 28.1]",69340,80,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Idriss Carlos Kameni,26103.0,Goalkeeper,148,Málaga,223,['d2a04a87-8148-4602-94d2-9f433f7856b9'],38,,,,,,,,,,,,,,,,,,Málaga,223,00:35:38.840,Ball Receipt*,,2011/2012
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,16676865-00db-41f2-824d-f12160cb353c,3619,,"[72.8, 39.9]",69340,80,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Ruud van Nistelrooy,19729.0,Right Center Forward,148,Málaga,223,['5b948f12-bad4-4bf6-ba1d-7adb50e7cbf9'],43,,,,,,,,,,,,,,,,,,Málaga,223,00:35:43.637,Ball Receipt*,,2011/2012
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9d0c3d6f-32db-4dd7-971d-07737325e2f8,3621,,"[30.9, 40.7]",69340,80,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Marc Bartra Aregall,7068.0,Right Center Back,149,Barcelona,217,['b9a3811d-881b-4fc7-88d8-0e4b86e50309'],54,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:54.796,Ball Receipt*,,2011/2012
