50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,player_off_permanent,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,0.959622,,,,,,,,,,,,,0b25a983-fc71-4b8a-9cd8-71ccdc008c0f,22,,,"[8.5, 32.3]",69299,0,,True,,,1.0062269,,Keeper Arm,,,,"[21.8, 53.3]",,Ground Pass,,24.857393,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Víctor Valdés Arribas,20176.0,,Goalkeeper,4,Barcelona,217,['35c42e02-eb76-4540-9bf5-7fe52bb35285'],36,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:36.561,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.469559,,,,,,,,,,,,,0457b3d8-e00c-4181-bc66-4b23bea448f2,24,,,"[28.6, 60.1]",69299,0,,,,,-0.14941572,,Right Foot,,,,"[47.2, 57.3]",,Ground Pass,,18.809572,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,,Right Center Back,4,Barcelona,217,['89bc626a-0c34-491b-8ca5-e5fbb4f11672'],40,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:40.125,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.520278,,,,,,,,,,,,,01de1fbf-3192-48b5-baf7-82134f70a7b4,28,,,"[46.1, 57.9]",69299,0,,,,,-1.95573,,Right Foot,,,,"[33.5, 26.8]",,Ground Pass,,33.555477,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,,Right Center Midfield,4,Barcelona,217,['02180e1f-5529-4b36-82b2-084b0b7aa76d'],43,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:43.392,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.212772,,,,,,,,,,,,,6e4d5a30-60c8-4664-b4ef-3d4251adc000,31,,,"[34.8, 26.6]",69299,0,,,,,-1.0450279,,Right Foot,,,,"[44.2, 10.4]",,Ground Pass,,18.729656,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,,Left Center Back,4,Barcelona,217,['c118e4ad-b2f7-4bc0-8723-907d9e0f7043'],46,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:46.834,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,2.82984,,,,,,,,,,,,,1d8d6cd0-8f45-44c1-9456-34566a7a4b4d,34,,,"[46.5, 11.3]",69299,0,,,,,1.6732036,,Left Foot,,,,"[41.3, 61.9]",,Ground Pass,,50.866493,,,,Gerard Piqué Bernabéu,5213.0,,True,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,,Left Back,4,Barcelona,217,['2d940b99-8500-4612-8857-77f6893681aa'],49,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:49.402,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.475746,,,,,,,,,,,,,93760547-e6b8-4a6e-8a1b-105dabd3dcc1,37,,,"[50.3, 71.2]",69299,0,,,,,-1.6766266,,Right Foot,,,,"[47.4, 43.9]",,Ground Pass,,27.453598,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,,Right Center Back,4,Barcelona,217,['e48e0d89-6c61-4a3d-9526-e553d5c752d4'],55,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:55.000,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.669374,,,,,,,,,,,,,e49188dc-c24e-4d36-a297-762bb2c5125c,40,,,"[47.2, 47.2]",69299,0,,,,,1.1840644,,Right Foot,,,,"[56.2, 69.3]",,Ground Pass,,23.862314,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,,Center Defensive Midfield,4,Barcelona,217,['4e8abcc4-b09e-4905-9dcd-6bc367d301c5'],57,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:57.893,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,2.513701,,,,,,,,,,,,,a566ad6d-3bbc-489e-8a26-b9098f06350c,44,,,"[62.3, 65.9]",69299,1,,,,,-0.57936084,,Right Foot,,,,"[99.9, 41.3]",,High Pass,,44.932392,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,,Right Center Back,4,Barcelona,217,"['44d9f4ba-0e77-4472-836c-7ee8cb8f8a0b', 'a52871d3-9818-4384-94b0-a623734630c0']",1,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:01.024,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,0.93115,,,,,,,,,,,,,7ea47c45-1145-43e6-a707-e08dfd58e001,51,,,"[77.0, 13.8]",69299,1,,,,,2.385172,,Right Foot,,,,"[69.9, 20.5]",,Ground Pass,,9.762172,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,,Left Center Midfield,4,Barcelona,217,"['7cd1e5da-3535-42d2-9638-0a76d7012c32', 'c7dfe459-bc65-433c-bd09-989dd440eff1']",13,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:13.796,Pass,True,2010/2011
,,,,,,,,,,,,,,,,,,0.348343,,,,,,,,,,,,,7d3e90f3-ae2c-4893-b0c2-e4248c1968e6,55,,,"[69.5, 21.4]",69299,1,,,,,2.55359,,Right Foot,,,,"[67.4, 22.8]",,Ground Pass,,2.523886,,Incomplete,,Carles Puyol i Saforcada,20125.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,,Right Center Midfield,4,Barcelona,217,"['0f050a3e-fcf2-4979-87ed-b5613d41f87c', '9c5ac578-9566-4480-a15d-21d7cb912340', 'a0d36c4f-74b5-455f-9143-79396651478c']",15,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:15.145,Pass,True,2010/2011
,,,,,,,,,,,,,,,,,,0.5286,,,,,,,,,,,,,67e8c917-9c4a-4dd6-a4f2-ced202d9b896,60,,,"[53.2, 60.9]",69299,1,,,,,-0.0344691,,Right Foot,,,,"[64.8, 60.5]",,Ground Pass,,11.6068945,,,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,,1,Regular Play,Karim Benzema,19677.0,,Center Forward,4,Barcelona,217,['14388d94-77bb-4b89-a87f-e463e2ff7a0f'],16,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:16.907,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,2.703084,,,,,,,,,,,,,77197f1c-73ac-4ddb-9eb2-08e71123c64a,63,,,"[51.4, 25.8]",69299,1,,,,,-1.7280768,,Right Foot,,,,"[47.8, 3.1]",,Low Pass,,22.98369,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,Recovery,1,Regular Play,Carles Puyol i Saforcada,20125.0,,Left Center Back,4,Barcelona,217,['e07322b7-b28f-42b1-a060-5d22bcf30049'],18,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:18.272,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.42966,,,,,,,,,,,,,b19233f7-ad2e-4b4c-8f21-6c0e0c64706a,66,,,"[47.8, 3.1]",69299,1,,,,,-0.04024671,,Left Foot,,,,"[62.7, 2.5]",,Ground Pass,,14.912076,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,,Left Back,4,Barcelona,217,['40ff99b4-2fbb-4de7-944a-ec8372d8f8e9'],21,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:21.240,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,0.524542,,,,,,,,,,,,,4f950509-c9d9-4cba-85e7-6e6ce0d4992d,72,,,"[51.1, 76.2]",69299,1,,,,,1.0338856,,Right Foot,,,,"[53.6, 80.4]",,Ground Pass,,4.8877397,,,,Sami Khedira,5566.0,,,,,Recovery,1,Regular Play,Sergio Ramos García,5201.0,,Right Back,4,Barcelona,217,['028b2642-9c6a-428a-8463-16a004a96887'],25,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:25.194,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,0.917458,,,,,,,,,,,,,69f0847e-6cc9-41a7-a5ca-8d10833af8e2,75,,,"[53.6, 80.4]",69299,1,,,,,-0.5926974,,Left Foot,,,,"[58.5, 77.1]",,Ground Pass,,5.9076223,,Incomplete,,Karim Benzema,19677.0,,,,,,1,Regular Play,Sami Khedira,5566.0,,Right Defensive Midfield,4,Barcelona,217,"['78f17a88-a879-4d1b-b257-39bef227e50e', '922cea1f-9599-4fa9-b0fc-bb8b9708da70']",26,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:26.180,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,0.8869,,,,,,,,,,,,,623e1fa9-d47f-4f77-81a0-19d6c490004e,82,,,"[61.9, 21.2]",69299,1,,,,,-2.0623252,,Right Foot,,,,"[56.6, 11.3]",,Ground Pass,,11.229425,,,,Sergio Busquets i Burgos,5203.0,,,,,Recovery,1,Regular Play,Xavier Hernández Creus,20131.0,,Right Center Midfield,4,Barcelona,217,['937b2c4d-7424-4e5e-8b66-619da931a533'],29,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:29.711,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.320413,,,,,,,,,,,,,3e584cb2-fb2c-4a77-afc5-ba802e14c7d6,85,,,"[56.4, 11.1]",69299,1,,,,,1.7590178,,Right Foot,,,,"[50.8, 40.5]",,Ground Pass,,29.928581,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,,Center Defensive Midfield,4,Barcelona,217,['8cf9366d-daba-4ece-bc8a-c2b20d6f06b1'],30,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:30.638,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.928555,,,,,,,,,,,,,225a125a-5b19-44d7-9e9f-8f01b4e629ff,89,,,"[55.6, 41.3]",69299,1,,,,,-1.1162512,,Right Foot,,,,"[70.7, 10.4]",,High Pass,,34.39215,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,,Right Center Back,4,Barcelona,217,"['534b7739-be86-4d7a-996d-f7781265b483', 'a57a913e-ea2b-41c1-97d5-a6b03979a9f9']",33,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:33.900,Pass,True,2010/2011
,,,,,,,,,,,,,,,,,,0.9998,,,,,,,,,,,,,2d97acf5-8442-4970-ac7f-91aa3a1f0535,92,,,"[77.9, 12.8]",69299,1,,,,,0.59483427,,Right Foot,,,,"[104.8, 31.0]",,Low Pass,,32.478455,,Incomplete,,David Villa Sánchez,12737.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,,Left Center Midfield,4,Barcelona,217,"['017fab96-5258-4a9e-b332-7c37fef706c1', '5166eae7-97c5-4739-8235-6cf3a132ca94']",38,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:38.236,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,2.9092,,,,,,,,,,,,,0dc4d5ca-234f-4fd1-b153-150a89394010,96,,,"[21.3, 78.1]",69299,1,,,,,-0.6077369,,Right Foot,,,,"[66.3, 46.8]",,High Pass,,54.815052,,Incomplete,,Karim Benzema,19677.0,,,,,,1,Regular Play,Kléper Laveran Lima Ferreira,20016.0,,Right Center Back,4,Barcelona,217,"['1fd505db-fe48-4ad6-a51f-7187cf27d69e', '341c05da-d99c-41e3-9b92-45a0cdfb7a59']",44,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:44.071,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,2.308035,,,,,,,,,,,,,341c05da-d99c-41e3-9b92-45a0cdfb7a59,99,,,"[54.7, 34.2]",69299,1,,,,True,-2.592709,,,,,,"[42.6, 26.8]",,High Pass,,14.183441,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,Recovery,1,Regular Play,Carles Puyol i Saforcada,20125.0,,Left Center Back,4,Barcelona,217,"['0dc4d5ca-234f-4fd1-b153-150a89394010', '3bc87bc2-02b9-43af-ab45-869e1e46ccf9', '51f603e4-1462-4ab5-b272-adde8a103768']",46,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:46.981,Pass,True,2010/2011
,,,,,,,,,,,,,,,,,,1.989975,,,,,,,,,,,,,6d78f013-bd6d-4e04-8185-4c0d37be0d53,102,,,"[34.2, 26.2]",69299,1,,,,,2.8096828,,Left Foot,,,,"[13.6, 33.3]",,Ground Pass,,21.789217,,,,Víctor Valdés Arribas,20176.0,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,,Left Back,4,Barcelona,217,['ca220893-43d1-4025-9284-fe550357c9ec'],50,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:50.208,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.752329,,,,,,,,,,,,,86865cbf-a47f-4d76-8334-916e3659ceb3,105,,,"[14.4, 34.8]",69299,1,,,,,0.7659831,,Right Foot,,,,"[35.4, 55.0]",,Ground Pass,,29.13829,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Víctor Valdés Arribas,20176.0,,Goalkeeper,4,Barcelona,217,['f1ff5e40-9b45-418e-8c5a-8028f3d4f23d'],53,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:53.100,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.02658,,,,,,,,,,,,,9c4ebe1a-30d9-4b76-9894-098e8767ba9c,108,,,"[43.4, 57.7]",69299,1,,,,,-0.40674707,,Right Foot,,,,"[56.4, 52.1]",,Ground Pass,,14.154858,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,,Right Center Back,4,Barcelona,217,['f6388aba-b285-43f4-a5d6-691bfa9a52d4'],56,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:56.566,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.494806,,,,,,,,,,,,,06dba308-6697-4847-8223-2af4497e2533,111,,,"[56.4, 52.1]",69299,1,,,,,2.3232393,,Right Foot,,,,"[47.6, 61.5]",,Low Pass,,12.876335,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,,Right Center Midfield,4,Barcelona,217,['b2ab1362-7734-4b9b-9b0f-8b2d522b84d9'],57,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:57.632,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,0.918525,,,,,,,,,,,,,28b6d3e4-8b4a-4be0-9c30-bca02d51d53b,114,,,"[49.1, 61.3]",69299,2,,,,,-0.5599398,,Right Foot,,,,"[62.5, 52.9]",,Ground Pass,,15.815183,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,,Right Center Back,4,Barcelona,217,['617857f6-369f-43a2-bbc8-9766d2b654d4'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:00.066,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.329034,,,,,,,,,,,,,3386f360-cb9d-4c48-ba43-3387813e18c6,122,,,"[72.0, 59.2]",69299,2,,,,,-2.6233916,,Right Foot,,,,"[60.6, 52.7]",,Ground Pass,,13.122881,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,,Right Wing,4,Barcelona,217,['e109d816-ee98-49a7-8b8c-c669259bd087'],6,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:06.880,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,1.3918,,,,,,,,,,,,,2646e8b2-ae28-47de-b3c1-c36e91be6f6b,125,,,"[62.9, 52.1]",69299,2,,,,,-1.2262406,,Right Foot,,,,"[71.8, 27.3]",,Ground Pass,,26.348625,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,,Center Defensive Midfield,4,Barcelona,217,['d48c2c05-0fc1-42f9-a9a5-72c52d4cae2b'],9,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:09.594,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,0.925,,,,,,,,,,,,,be69809d-c436-4e5d-bd14-283aecdabda7,129,,,"[78.9, 35.9]",69299,2,,,,,0.4666506,,Right Foot,,,,"[92.2, 42.6]",,Ground Pass,,14.89228,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,,Left Center Midfield,4,Barcelona,217,"['6fc5f28b-5f1c-457f-9b2e-a2cdf58d8333', '9ab4abed-ddf5-4d8a-8d6e-dbe936eb074f']",13,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:13.759,Pass,True,2010/2011
,,,,,,,,,,,,,,,,,,0.9316,,,,,,,,,,,,,e7fc7432-bce3-4848-ae18-366946faa553,132,,,"[92.2, 42.6]",69299,2,,,,,1.8551811,,Right Foot,,,,"[90.3, 49.1]",,Low Pass,,6.7720013,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,,Right Wing,4,Barcelona,217,"['d8f129fa-0f86-42f7-9084-5e92a81fd4e2', 'eb409fbc-8ec5-4752-80f4-ab219f4283fc']",14,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:14.712,Pass,,2010/2011
