ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,half_start_late_video_start,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,player_off_permanent,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,1.8377,,,,,,,,,,,,,,,64684bfa-782c-493b-8eb3-548f222da17d,52,,"[71.9, 25.3]",69151,0,,,,,1.6552106,,No Touch,,"[70.8, 38.3]",,Ground Pass,,13.046455,True,Incomplete,,,,,,,,,,1,Regular Play,Anderson Luís de Souza,19757.0,,Left Center Midfield,4,Barcelona,217,['521e9c75-974b-49a8-8f1e-f7956d9c4956'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:00:52.517,Pass,,2007/2008
,,,,,,,,,,,,,,,0.498602,,,,,,,,,,,,,,,7e43cf60-d4df-4349-badc-9c771b50ac64,56,,"[51.8, 37.1]",69151,0,,,,,-1.553099,,Right Foot,,"[52.0, 25.8]",,Ground Pass,,11.30177,,,,Sávio Bortolini Pimentel,25915.0,,,,,,,1,Regular Play,Miguel Ángel Lozano Ayala,25875.0,,Right Defensive Midfield,5,Levante UD,221,"['750f8872-bd54-4e7f-8554-2619f6285a04', 'c4029795-9bc6-4f58-ab85-31ea5a43f437']",54,,,,,,,,,,,,,,,,,Levante UD,221,00:00:54.929,Pass,True,2007/2008
,,,,,,,,,,,,,,,1.712539,,,,,,,,,,,,,,,5535faec-ee99-4e3f-b066-8723595a59d6,61,,"[57.3, 19.9]",69151,1,,,,,2.6731374,,Right Foot,,"[40.7, 28.3]",,Ground Pass,,18.604301,,,,Bruno Cirillo,26213.0,,,,,,Free Kick,1,From Free Kick,Sávio Bortolini Pimentel,25915.0,,Left Midfield,6,Levante UD,221,['9436f731-0957-4976-9971-8becc52634c5'],11,,,,,,,,,,,,,,,,,Levante UD,221,00:01:11.708,Pass,,2007/2008
,,,,,,,,,,,,,,,1.267,,,,,,,,,,,,,,,ab2abf28-53a5-44e0-8b71-3a075097dee3,64,,"[40.7, 28.3]",69151,1,,,,,2.2031157,,Right Foot,,"[33.3, 38.4]",,Ground Pass,,12.520782,,,,Álvaro Luiz Maior de Aquino,25913.0,,,,,,,1,From Free Kick,Bruno Cirillo,26213.0,,Left Center Back,6,Levante UD,221,['c51b179b-b4da-4ff9-b885-13b34790d040'],14,,,,,,,,,,,,,,,,,Levante UD,221,00:01:14.259,Pass,,2007/2008
,,,,,,,,,,,,,,,1.7501,,,,,,,,,,,,,,,da7c9dfe-cb0d-443e-9ee7-0391133858b3,67,,"[34.2, 42.0]",69151,1,,,,,1.26229,,Right Foot,,"[40.0, 60.2]",,Ground Pass,,19.101831,,,,Iñaki Descarga Retegi,25894.0,,,,,,,1,From Free Kick,Álvaro Luiz Maior de Aquino,25913.0,,Right Center Back,6,Levante UD,221,['2f5c5e70-a743-4371-ace3-af03780cab2c'],17,,,,,,,,,,,,,,,,,Levante UD,221,00:01:17.117,Pass,,2007/2008
,,,,,,,,,,,,,,,2.68249,,,,,,,,,,,,,,,7f61ea31-7b3a-4f0f-9713-4de5fcbdb666,71,,"[42.6, 59.2]",69151,1,,,,,-0.37388945,,Left Foot,,"[84.4, 42.8]",,High Pass,,44.902115,,Incomplete,,Rahamat Riga Mustapha,26181.0,,,,,,,1,From Free Kick,Iñaki Descarga Retegi,25894.0,,Right Back,6,Levante UD,221,"['817b0adb-3cd2-48be-9136-48641f92c8f5', 'fdccb636-a843-490f-b6d2-6310438f5d11']",20,,,,,,,,,,,,,,,,,Levante UD,221,00:01:20.515,Pass,,2007/2008
,,,,,,,,,,,,,,,1.9585,,,,,,,,,,,,,,,e9689c49-b511-4166-868f-2ca80f90d552,76,,"[42.0, 28.0]",69151,1,,,,,2.128758,,Right Foot,,"[33.2, 42.1]",,Ground Pass,,16.62077,,,,Gabriel Alejandro Milito,25919.0,,,,,,,1,Regular Play,Lilian Thuram,15071.0,,Right Center Back,7,Barcelona,217,['3476886e-8d5c-4044-8214-b6900b53f6f4'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:01:26.553,Pass,,2007/2008
,,,,,,,,,,,,,,,1.134796,,,,,,,,,,,,,,,dd94c73f-a460-4a97-9712-571df43c3c53,79,,"[33.2, 42.1]",69151,1,,,,,1.2990042,,Left Foot,,"[34.9, 48.2]",,Ground Pass,,6.332456,,,,Xavier Hernández Creus,20131.0,,,,,,,1,Regular Play,Gabriel Alejandro Milito,25919.0,,Left Center Back,7,Barcelona,217,['bea04c61-ade8-48c6-b457-ff3d7698ed2a'],30,,,,,,,,,,,,,,,,,Barcelona,217,00:01:30.874,Pass,,2007/2008
,,,,,,,,,,,,,,,1.515154,,,,,,,,,,,,,,,60ab00b1-a6be-42f3-abff-b64dc0c76f8b,82,,"[55.9, 54.1]",69151,1,,,,,1.278138,,Right Foot,,"[62.8, 77.0]",,Ground Pass,,23.916939,,,,Oleguer Presas Renom,25873.0,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,,Right Center Midfield,7,Barcelona,217,['ff9e6cfe-3cba-470c-9c67-c1c22a3f21f3'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:01:36.633,Pass,,2007/2008
,,,,,,,,,,,,,,,1.310263,,,,,,,,,,,,,,,f762da6c-ddca-4697-9f2a-863c021d2084,85,,"[52.7, 74.7]",69151,1,,,,,-1.3415644,,Left Foot,,"[54.8, 65.7]",,Ground Pass,,9.241753,,,,Xavier Hernández Creus,20131.0,,,,,,,1,Regular Play,Oleguer Presas Renom,25873.0,,Right Back,7,Barcelona,217,['956fa437-9228-4b84-950d-0f9542b1b868'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:01:39.884,Pass,,2007/2008
,,,,,,,,,,,,,,,1.507407,,,,,,,,,,,,,,,ae60860c-ec9e-4934-8501-07936d1fd621,89,,"[53.0, 60.6]",69151,1,,,,,-2.870873,,Right Foot,,"[30.3, 54.3]",,Ground Pass,,23.558014,,,,Lilian Thuram,15071.0,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,,Right Center Midfield,7,Barcelona,217,['2706d9d8-3817-4d62-9e21-c151fe0eee9c'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:01:43.471,Pass,,2007/2008
,,,,,,,,,,,,,,,2.990858,,,,,,,,,,,,,,,28f3e04d-1bf2-42e0-b73a-f873e167dc27,92,,"[30.3, 54.3]",69151,1,,,,,0.849825,,Right Foot,,"[47.7, 74.1]",,Ground Pass,,26.359058,,,,Oleguer Presas Renom,25873.0,,,,,,,1,Regular Play,Lilian Thuram,15071.0,,Right Center Back,7,Barcelona,217,['49616d53-9498-4a80-a499-c6f466a67277'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:01:46.305,Pass,,2007/2008
,,,,,,,,,,,,,,,0.7152,,,,,,,,,,,,,,,385a6a9b-2209-4acc-9d77-42186416f405,95,,"[48.5, 74.1]",69151,1,,,,,0.06583877,,Right Foot,,"[57.6, 74.7]",,Ground Pass,,9.119759,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Oleguer Presas Renom,25873.0,,Right Back,7,Barcelona,217,['3d3ea767-a5bc-4c46-8ad3-49cbc23746fa'],49,,,,,,,,,,,,,,,,,Barcelona,217,00:01:49.534,Pass,,2007/2008
,,,,,,,,,,,,,,,1.2913,,,,,,,,,,,,,,,06535d13-3b37-4984-8d7e-7127da837d75,98,,"[61.8, 62.9]",69151,1,,,,,-1.1355648,,Left Foot,,"[69.1, 47.2]",,Ground Pass,,17.314156,,,,Xavier Hernández Creus,20131.0,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,,Right Wing,7,Barcelona,217,['c4984388-7508-49c5-bed2-3a80fef2b875'],53,,,,,,,,,,,,,,,,,Barcelona,217,00:01:53.441,Pass,,2007/2008
,,,,,,,,,,,,,,,0.794532,,,,,,,,,,,,,,,0384c50a-d608-4115-91a7-c2d9f632e586,101,,"[69.3, 47.6]",69151,1,,,,,-0.8276266,,Right Foot,,"[76.1, 40.2]",,Ground Pass,,10.049875,,Incomplete,,Anderson Luís de Souza,19757.0,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,,Right Center Midfield,7,Barcelona,217,"['726e75fe-364f-4356-9386-a8b1d5996f7c', 'eb87b425-3b41-4e86-aea1-3889322fae5d']",54,,,,,,,,,,,,,,,,,Barcelona,217,00:01:54.894,Pass,,2007/2008
,,,,,,,,,,,,,,,1.2259,,,,,,,,,,,,,,,7cd1cd08-f44b-4c78-9fa0-ec63d7ec0c2f,112,,"[33.9, 29.4]",69151,2,,,,,0.5479795,,Right Foot,,"[55.2, 42.4]",,Ground Pass,,24.953756,,Unknown,,Rahamat Riga Mustapha,26181.0,,,,,,,1,Regular Play,Sávio Bortolini Pimentel,25915.0,,Left Midfield,8,Levante UD,221,['558ed85b-901a-4a00-bea4-7dd77b3b63fd'],3,,,,,,,,,,,,,,,,,Levante UD,221,00:02:03.638,Pass,,2007/2008
,,,,,,,,,,,,,,,2.4229,,,,,,,,,,,,,,,ecb4e4d1-5421-41a1-9613-6940321168bb,116,,"[61.5, 35.7]",69151,2,,,,,-0.010525927,5e014f35-258b-4d69-8fb3-f04990343119,Right Foot,,"[109.0, 35.2]",,High Pass,,47.502632,,,,Christian Riganò,26210.0,True,,,,,Free Kick,1,From Free Kick,Miguel Ángel Lozano Ayala,25875.0,,Right Defensive Midfield,9,Levante UD,221,['7c2ff5bf-5d66-4df6-a2ae-89bfc4434556'],50,,,,,,,,,,,,,,,,,Levante UD,221,00:02:50.498,Pass,,2007/2008
,,,,,,,,,,,,,,,2.466931,,,,,,,,,,,,,,,6ed264b5-363e-4a97-abea-dc1fc7a5b024,121,,"[6.9, 37.5]",69151,2,,,,,-0.99609673,,Keeper Arm,,"[27.3, 6.0]",,Low Pass,,37.52879,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,From Keeper,Víctor Valdés Arribas,20176.0,,Goalkeeper,11,Barcelona,217,['c507e026-fdef-420f-9f30-2d4628a7cf35'],55,,,,,,,,,,,,,,,,,Barcelona,217,00:02:55.743,Pass,,2007/2008
,,,,,,,,,,,,,,,1.150778,,,,,,,,,,,,,,,cdf29eb3-cbf9-4553-8495-f4b5fabf5cd8,125,,"[65.4, 37.9]",69151,3,,,,,2.4588625,,Right Foot,,"[56.3, 45.3]",,Ground Pass,,11.729024,,,,Xavier Hernández Creus,20131.0,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,,Left Wing,12,Barcelona,217,['ec2d3958-729b-47c8-87fb-b75876a5c4a1'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:03:05.566,Pass,,2007/2008
,,,,,,,,,,,,,,,1.642354,,,,,,,,,,,,,,,7fd2292c-5aab-49cf-8257-0061986af441,128,,"[55.1, 53.5]",69151,3,,,,,1.1545649,,Right Foot,,"[65.4, 76.8]",,Ground Pass,,25.475086,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,,Right Center Midfield,13,Barcelona,217,['062acead-aac5-48a1-96ac-98ab781894f7'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:03:08.005,Pass,,2007/2008
,,,,,,,,,,,,,,,1.285724,,,,,,,,,,,,,,,bbb27d74-8946-4d2b-bdd9-14148d6c2226,131,,"[65.4, 76.8]",69151,3,,,,,-2.244553,,Left Foot,,"[55.5, 64.4]",,Ground Pass,,15.867262,,,,Xavier Hernández Creus,20131.0,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,,Right Wing,14,Barcelona,217,['69c9c69a-0476-4089-9c75-ca38497008bb'],11,,,,,,,,,,,,,,,,,Barcelona,217,00:03:11.161,Pass,,2007/2008
,,,,,,,,,,,,,,,1.929648,,,,,,,,,,,,,,,9266cd54-70c0-44b7-880f-312fa5263b25,134,,"[66.4, 56.0]",69151,3,,,,,-1.040364,,Right Foot,,"[80.3, 32.3]",,Ground Pass,,27.475443,,Pass Offside,,Thierry Henry,15516.0,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,,Right Center Midfield,15,Barcelona,217,['e67c8d82-a2df-4c5b-9db1-b514a0c26c3b'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:03:14.539,Pass,,2007/2008
,,,,,,,,,,,,,,,1.6371,,,,,,,,,,,,,,,15cd3516-9909-4bdf-843c-48bfcc40de5c,136,,"[34.6, 39.2]",69151,3,,,,,-1.3768997,,Right Foot,,"[40.0, 11.7]",,Low Pass,,28.025167,,,,David Castedo Escudero,25956.0,,,,,,Free Kick,1,From Free Kick,Álvaro Luiz Maior de Aquino,25913.0,,Right Center Back,16,Levante UD,221,['396d10c3-398e-4b1f-a56f-2759c42c4127'],29,,,,,,,,,,,,,,,,,Levante UD,221,00:03:29.634,Pass,,2007/2008
