ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,3.429311,,,,,,,,,,,,,bdc1d6ff-ecf2-4105-98a2-376cc45aa9d1,48,,"[46.6, 24.7]",69327,0,,,,2.6290581,,Right Foot,,,"[13.9, 43.1]",,Ground Pass,,37.521328,,,Casto Espinosa Barriga,23815.0,,,,,,,1,From Throw In,Iriney Santos Da Silva,25978.0,Center Defensive Midfield,4,Real Betis,218,"['368c337a-e00c-4261-b225-02efdef4d9ac', 'f56e7d43-fd2a-4faf-94a5-4989a18fc722']",45,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:45.150,Pass,True,2011/2012
,,,,,,,,,,,,,,,2.2895,,,,,,,,,,,,,8bd10791-4632-437f-a413-0eb22a40c250,51,,"[18.6, 52.0]",69327,0,,,,0.551655,,Right Foot,,,"[57.6, 76.0]",,High Pass,,45.79301,,,José Isidoro Gómez Torres,26455.0,,,,,,,1,From Throw In,Casto Espinosa Barriga,23815.0,Goalkeeper,4,Real Betis,218,['534139bd-f707-4d08-8eb0-4435118e13b9'],50,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:50.752,Pass,,2011/2012
,,,,,,,,,,,,,,,2.0926,,,,,,,,,,,,,45b08308-a8eb-4369-a398-8936cdc150b1,55,,"[56.3, 76.8]",69327,0,,,,-1.176295,,Other,,,"[66.5, 52.3]",,Low Pass,,26.538464,,,Rubén Castro Martín,6832.0,,,,,,,1,From Throw In,José Isidoro Gómez Torres,26455.0,Right Back,4,Real Betis,218,"['d65351ad-1646-4473-8406-f9c46f92a879', 'db16dd0b-9243-492c-8535-761768e8b7e5']",53,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:53.043,Pass,True,2011/2012
,,,,,,,,,,,,,,,1.176697,,,,,,,,,,,,,92cbcfd0-18a4-4f25-8773-6140b24a8aff,57,,"[66.5, 52.3]",69327,0,,,,0.28969157,,Head,,,"[76.9, 55.4]",,Low Pass,,10.852189,,,Jorge Molina Vidal,6630.0,,,,,,,1,From Throw In,Rubén Castro Martín,6832.0,Right Wing,4,Real Betis,218,['c38ab281-852c-4b8e-be0a-59c35ecaf56a'],55,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:55.176,Pass,,2011/2012
,,,,,,,,,,,,,,,1.804597,,,,,,,,,,,,,b7180ccb-86e2-43d8-af9a-2a478cb675ad,61,,"[80.2, 49.9]",69327,0,,,,-1.4676043,,Right Foot,,,"[83.4, 19.0]",,High Pass,,31.065254,,,Jefferson Antonio Montero Vite,7063.0,,,,,,,1,From Throw In,Jorge Molina Vidal,6630.0,Center Forward,4,Real Betis,218,['4590e53f-cce5-4d5b-a052-531b0e2cc56c'],57,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:57.452,Pass,,2011/2012
,,,,,,,,,,,,,,,0.1865,,,,,,,,,,,,,85e6db21-0885-4434-a58a-36c9315b16cb,65,,"[94.5, 26.0]",69327,1,,,,-0.09966865,,Right Foot,,,"[98.5, 25.6]",,Low Pass,,4.0199504,Incomplete,,,,,,,,,,1,From Throw In,Jefferson Antonio Montero Vite,7063.0,Left Wing,4,Real Betis,218,"['395c7de4-27ae-4cd7-8d1c-c3ed316b2966', '5b28aaac-7048-4e2a-8704-736a96f74fa0']",1,,,,,,,,,,,,,,,,,,Real Betis,218,00:01:01.929,Pass,True,2011/2012
,,,,,,,,,,,,,,,1.0132,,,,,,,,,,,,,79fb39d0-7ab5-4928-b5f1-51b827a8275a,68,,"[17.9, 43.4]",69327,1,True,,,0.055498507,,Keeper Arm,,,"[35.9, 44.4]",,Ground Pass,,18.027756,,,Xavier Hernández Creus,20131.0,,,,,,,1,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,5,Barcelona,217,['b625d637-9421-41d2-adeb-c8e840f7098f'],9,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:09.943,Pass,,2011/2012
,,,,,,,,,,,,,,,1.0306,,,,,,,,,,,,,37b5db31-f491-48a3-8a08-e63d78f8d616,71,,"[45.2, 40.0]",69327,1,,,,-1.2876118,,Right Foot,,,"[50.7, 21.1]",,Ground Pass,,19.684004,,,Andrés Iniesta Luján,5216.0,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Defensive Midfield,5,Barcelona,217,['029ad4eb-b352-4dcb-9ad0-7ca95248c9ba'],13,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:13.998,Pass,,2011/2012
,,,,,,,,,,,,,,,0.618,,,,,,,,,,,,,3dc4f018-3f0c-4ff6-af48-981963599f9e,74,,"[59.0, 21.5]",69327,1,,,,1.9513026,,Right Foot,,,"[56.0, 29.0]",,Ground Pass,,8.077747,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Attacking Midfield,5,Barcelona,217,['0ba9554a-1d25-481f-b738-3df1401381f9'],18,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:18.668,Pass,,2011/2012
,,,,,,,,,,,,,,,1.048566,,,,,,,,,,,,,589a5118-27a1-4143-b3e7-4070b3a305e1,77,,"[55.2, 28.7]",69327,1,,,,-2.715545,,Left Foot,,,"[42.2, 22.8]",,Ground Pass,,14.276204,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,5,Barcelona,217,['8fe2b182-b243-4050-8543-8c87424b5ae5'],19,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:19.505,Pass,,2011/2012
,,,,,,,,,,,,,,,1.1501,,,,,,,,,,,,,8f366d90-4e47-46ca-81b9-7c3d79a36ab1,80,,"[42.5, 23.4]",69327,1,,,,1.8545904,,Left Foot,,,"[37.6, 40.2]",,Ground Pass,,17.5,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Center Back,5,Barcelona,217,['20a8c8c6-b7f4-450e-ac57-877480ebfd30'],20,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:20.815,Pass,,2011/2012
,,,,,,,,,,,,,,,1.1576,,,,,,,,,,,,,a8ac6afd-90f9-431c-9efa-afa2fe71475f,83,,"[38.2, 40.6]",69327,1,,,,0.9229849,,Right Foot,,,"[49.4, 55.4]",,Ground Pass,,18.560173,,,Xavier Hernández Creus,20131.0,,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,5,Barcelona,217,['c6c2d50f-09ba-4876-af4b-29b9d87da079'],22,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:22.965,Pass,,2011/2012
,,,,,,,,,,,,,,,0.7411,,,,,,,,,,,,,2679fdfd-ff80-4714-a0ba-9cfcb9c82074,86,,"[48.6, 55.7]",69327,1,,,,-0.9871605,,Right Foot,,,"[55.6, 45.1]",,Ground Pass,,12.702756,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Defensive Midfield,5,Barcelona,217,['2b8a6d67-4bc0-4bbb-80d4-d75bb959cb02'],25,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:25.077,Pass,,2011/2012
,,,,,,,,,,,,,,,0.9269,,,,,,,,,,,,,59439e24-0f49-47e0-9d0c-858c9f891d82,89,,"[54.7, 45.3]",69327,1,,,,0.78216195,,Right Foot,,,"[70.2, 60.7]",,Ground Pass,,21.849714,,,Francesc Fàbregas i Soler,3478.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,5,Barcelona,217,['2e907785-34fd-42e5-a4eb-08e557eeb687'],25,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:25.941,Pass,,2011/2012
,,,,,,,,,,,,,,,1.1541,,,,,,,,,,,,,b93dd903-cbc1-4403-9806-3030344f0307,92,,"[70.8, 62.0]",69327,1,,,,-3.0397952,,Right Foot,,,"[52.2, 60.1]",,Low Pass,,18.69679,,,Xavier Hernández Creus,20131.0,,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Left Attacking Midfield,5,Barcelona,217,['f9a037fa-90c6-4983-8308-2a26356da509'],26,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:26.922,Pass,,2011/2012
,,,,,,,,,,,,,,,1.1564,,,,,,,,,,,,,5913591c-a628-4071-a085-45ffa98e2b2c,95,,"[60.0, 66.2]",69327,1,,,,0.5969629,,Right Foot,,,"[72.8, 74.9]",,Ground Pass,,15.476757,,,Francesc Fàbregas i Soler,3478.0,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Defensive Midfield,5,Barcelona,217,['a447520e-f1d2-4f9b-8623-4ca74dc05a85'],30,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:30.690,Pass,,2011/2012
,,,,,,,,,,,,,,,1.262424,,,,,,,,,,,,,764bba5c-8e10-498d-87fa-f54ce9f04c5b,99,,"[76.6, 73.7]",69327,1,,,,0.44899663,,Right Foot,,,"[87.6, 79.0]",,Ground Pass,,12.210241,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Left Attacking Midfield,5,Barcelona,217,"['04a29ee8-c479-4636-af0e-cd447137509b', '4946ecd5-bd44-4c1a-81e8-1ca15770b1d4']",33,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:33.027,Pass,True,2011/2012
,,,,,,,,,,,,,,,1.339842,,,,,,,,,,,,,3fe6ab83-7eb1-476c-b632-744810f7e3c1,102,,"[87.8, 78.8]",69327,1,,,,-2.6398163,,Right Foot,,,"[73.4, 70.9]",,Ground Pass,,16.424677,,,Xavier Hernández Creus,20131.0,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,5,Barcelona,217,['6699ef0a-51cc-4317-b922-969837ee9362'],35,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:35.157,Pass,,2011/2012
,,,,,,,,,,,,,,,0.6409,,,,,,,,,,,,,137b9b64-39de-4ce1-8128-b766787ccdf1,105,,"[76.6, 71.6]",69327,1,,,,1.2365983,,Right Foot,,,"[79.1, 78.8]",,Ground Pass,,7.62168,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Defensive Midfield,5,Barcelona,217,['2c96860e-3178-4075-a7b2-33fac391ea6c'],37,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:37.160,Pass,,2011/2012
,,,,,,,,,,,,,,,0.4151,,,,,,,,,,,,,814d442d-8eab-4816-be97-cbd55a405814,108,,"[79.1, 78.8]",69327,1,,,,-2.6224465,,Right Foot,,,"[72.8, 75.2]",,Ground Pass,,7.256032,Incomplete,,Carles Puyol i Saforcada,20125.0,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,5,Barcelona,217,"['4ee546b2-d767-4259-b298-1fb750917ce1', '97e274ab-c997-4177-bb0d-bcf08cd8a34a']",37,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:37.881,Pass,,2011/2012
,,,,,,,,,,,,,,,0.8218,,,,,,,,,,,,,e143c412-b369-48f6-a2a6-9b236b4403f1,111,,"[57.5, 80.0]",69327,1,,,,-1.4247841,,,,,"[58.5, 73.2]",,Low Pass,,6.873136,,,Xavier Hernández Creus,20131.0,,,,,,Throw-in,1,From Throw In,Carles Puyol i Saforcada,20125.0,Left Center Back,6,Barcelona,217,['7609de70-f591-4880-bab0-8cce4afa9894'],46,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:46.068,Pass,,2011/2012
,,,,,,,,,,,,,,,0.5137,,,,,,,,,,,,,6998db89-ebb2-4713-b24e-6a17e3d58bf2,114,,"[58.6, 69.9]",69327,1,,,,-0.957589,,Right Foot,,,"[62.4, 64.5]",,Ground Pass,,6.6030297,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Left Defensive Midfield,6,Barcelona,217,['9d3c1668-f046-4d73-a26d-2d53dcb13025'],48,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:48.106,Pass,,2011/2012
,,,,,,,,,,,,,,,1.41,,,,,,,,,,,,,4746f1ac-9733-4d14-95da-c0ef06aeaa79,120,,"[64.7, 64.8]",69327,2,True,,,-1.3234894,,Right Foot,,,"[69.8, 44.6]",,Ground Pass,,20.833866,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,Free Kick,1,From Free Kick,Xavier Hernández Creus,20131.0,Left Defensive Midfield,7,Barcelona,217,['086b886d-195f-440c-8842-1e5d4ca3f2c6'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:01.950,Pass,,2011/2012
,,,,,,,,,,,,,,,0.892981,,,,,,,,,,,,,491797f8-c1ec-427a-873b-b1b5ed5cb3e4,122,,"[76.8, 41.9]",69327,2,,,,1.3460852,,Left Foot,,,"[80.0, 55.9]",,Ground Pass,,14.361058,,,Xavier Hernández Creus,20131.0,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,7,Barcelona,217,['be805255-22ff-4dc7-916e-f89aa97dadef'],4,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:04.436,Pass,,2011/2012
