50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,1.064522,,,,,,,,,,,,76f9cc69-b3b3-457c-8c0c-fa64c9997de1,16,,"[62.5, 71.0]",69244,0,,,,,-2.244084,,Right Foot,,,"[55.8, 62.6]",,Ground Pass,,10.744766,,,Xavier Hernández Creus,20131.0,,,,,,1,From Kick Off,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,2,Barcelona,217,['92525779-fd67-4449-80b7-0163213b69b8'],8,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:08.494,Pass,,2009/2010
,,,,,,,,,,,,,,,,,2.3625,,,,,,,,,,,,ae2dd88f-cebd-48c3-b4d4-e05564738467,19,,"[55.8, 62.6]",69244,0,,,,,-2.6011732,,Right Foot,,,"[35.8, 50.6]",,Ground Pass,,23.323807,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Kick Off,Xavier Hernández Creus,20131.0,Left Center Midfield,2,Barcelona,217,['37b3a04d-b717-46f2-b3e6-04d5b8eeb563'],10,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:10.243,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.905903,,,,,,,,,,,,e39c6cb0-433c-49bd-aec3-bc1ba6161acd,22,,"[39.6, 50.6]",69244,0,,,,,-1.5073365,,Right Foot,,,"[41.5, 20.7]",,Ground Pass,,29.960306,,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Left Center Back,2,Barcelona,217,['32159b32-2e0e-4f3a-adaa-baeb39937335'],13,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:13.396,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.5452,,,,,,,,,,,,b29497f0-0d69-421b-a50a-a7eac0b2dc54,25,,"[49.3, 13.2]",69244,0,,,,,-0.5694862,,Right Foot,,,"[65.7, 2.7]",,Ground Pass,,19.473314,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,1,From Kick Off,Carles Puyol i Saforcada,20125.0,Right Center Back,2,Barcelona,217,['6575fe8a-1969-4ba9-b6c8-1f393104b4f5'],17,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:17.306,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.3004,,,,,,,,,,,,fc40bc22-dc76-4ebc-9b8e-13d7ba9219ed,29,,"[64.6, 2.1]",69244,0,,,,,2.994645,,Right Foot,,,"[36.9, 6.2]",,Ground Pass,,28.001785,,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Kick Off,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,2,Barcelona,217,"['00ec8e7e-a110-4007-b13d-715f630338ea', '9749b7de-84ef-4aea-8cd9-99f711b511bd']",19,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:19.864,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,1.7133,,,,,,,,,,,,0c6b2108-9a11-4b78-a299-30f791e3157d,32,,"[38.8, 7.5]",69244,0,,,,,1.7111713,,Right Foot,,,"[32.3, 53.5]",,Ground Pass,,46.45697,,,Gerard Piqué Bernabéu,5213.0,,True,,,,1,From Kick Off,Carles Puyol i Saforcada,20125.0,Right Center Back,2,Barcelona,217,['1543705b-5338-43b3-aa8e-55424d34dc0d'],24,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:24.902,Pass,,2009/2010
,,,,,,,,,,,,,,,,,2.2562,,,,,,,,,,,,4cb0fcaa-20dc-45fa-b8de-ad318586864b,35,,"[65.8, 49.9]",69244,0,,,,,-1.3591218,,Right Foot,,,"[75.9, 2.9]",,Low Pass,,48.072964,,,Maxwell Scherrer Cabelino Andrade,26613.0,,True,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Left Center Back,2,Barcelona,217,['6fff9bc4-6f94-428d-886e-7e14ffe1392f'],31,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:31.554,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.8983,,,,,,,,,,,,39da5323-dceb-4fa6-bdfc-ff64b2d68e00,38,,"[78.8, 5.0]",69244,0,,,,,0.39313868,,Left Foot,,,"[104.6, 15.7]",,Ground Pass,,27.930807,Pass Offside,,Seydou Kéita,20169.0,,,,,,1,From Kick Off,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,2,Barcelona,217,['1908234d-085a-43b3-92c9-e67547bad7fb'],35,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:35.150,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.606577,,,,,,,,,,,,1202a48e-51c7-4462-84e2-65c094fa47f6,40,,"[20.5, 54.5]",69244,0,,True,,,-1.4143473,,Right Foot,,,"[25.8, 20.9]",,Ground Pass,,34.015438,,,Diego Roberto Godín Leal,5249.0,,,,,Free Kick,1,From Free Kick,Gonzalo Javier Rodríguez,25931.0,Right Center Back,3,Villarreal,222,['0d47f338-db28-40c4-b657-205337dcc3ff'],57,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:57.706,Pass,,2009/2010
,,,,,,,,,,,,,,,,,2.2602,,,,,,,,,,,,6878c69a-33ca-4e54-b7e0-d88ed40911cd,42,,"[25.6, 20.7]",69244,1,,,,,-0.14189705,,Left Foot,,,"[69.7, 14.4]",,High Pass,,44.547726,Incomplete,,Nilmar Honorato da Silva,26698.0,,,,,,1,From Free Kick,Diego Roberto Godín Leal,5249.0,Left Center Back,3,Villarreal,222,"['1c2b5bea-669b-45fc-a0fb-f10675d79227', '924d1464-c3ef-419b-b950-28460d3d8120']",1,,,,,,,,,,,,,,,,,,Villarreal,222,00:01:01.301,Pass,,2009/2010
,,,,,,,,,,,,,,,,,0.8199,,,,,,,,,,,,184c5256-f314-4258-8ed1-856e352465ae,46,,"[49.2, 67.5]",69244,1,,,,,-1.1270137,,Right Foot,,,"[55.0, 55.3]",,Ground Pass,,13.508515,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,4,Barcelona,217,['dd87eae2-ac8a-421f-99c4-f816d0d0a888'],4,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:04.199,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.4787,,,,,,,,,,,,b7ec9e1f-43f7-4baf-99cd-5ac8933634cb,49,,"[53.0, 57.0]",69244,1,,,,,-3.0502143,,Right Foot,,,"[27.9, 54.7]",,Ground Pass,,25.205158,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,4,Barcelona,217,['7972a99d-67cc-4d10-9863-23d1bbf3fa2f'],5,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:05.727,Pass,,2009/2010
,,,,,,,,,,,,,,,,,0.6533,,,,,,,,,,,,391df221-cf56-40fb-9e5b-60cd6fb86642,53,,"[53.3, 53.6]",69244,1,,,,,0.5900066,,Right Foot,,,"[64.8, 61.3]",,Ground Pass,,13.839798,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Left Center Back,4,Barcelona,217,"['5e1b2cef-65c0-4223-a707-8b2a747575fc', '94f69908-9637-4215-9530-bbd486df98ef']",14,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:14.372,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,1.5267,,,,,,,,,,,,1456ef06-94e1-49ed-acef-0756b19dc602,56,,"[64.3, 61.5]",69244,1,,,,,-1.6618897,,Right Foot,,,"[62.4, 40.7]",,Ground Pass,,20.886599,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,4,Barcelona,217,['126b36fc-a266-4daf-8db1-0a12c7912cd5'],15,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:15.065,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.3288,,,,,,,,,,,,7c26aa08-a88a-47b6-8ba1-394db82bfcda,60,,"[64.4, 44.4]",69244,1,,,,,2.9466481,,Right Foot,,,"[48.7, 47.5]",,Ground Pass,,16.003124,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,4,Barcelona,217,['151513f2-9a41-41fe-9d03-3510a8784cf8'],17,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:17.781,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.3361,,,,,,,,,,,,f1cd9588-6723-4078-a17a-471b56fc807f,63,,"[48.7, 47.5]",69244,1,,,,,-1.4687134,,Right Foot,,,"[50.8, 27.0]",,Ground Pass,,20.60728,,,Carles Puyol i Saforcada,20125.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Left Center Back,4,Barcelona,217,['c2cd89d1-86ea-4962-9521-f3e2359a3d1f'],19,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:19.150,Pass,,2009/2010
,,,,,,,,,,,,,,,,,2.0288,,,,,,,,,,,,96bff946-0c38-44bc-9b0d-9667e3b6a666,66,,"[51.8, 27.3]",69244,1,,,,,-0.8586613,,Right Foot,,,"[72.0, 3.9]",,Ground Pass,,30.91278,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Right Center Back,4,Barcelona,217,['bff926b2-0de4-4679-b308-54af10696309'],22,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:22.404,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.4561,,,,,,,,,,,,3c2bd4e2-81f8-49af-8b3c-f462b45e84ba,69,,"[73.3, 3.8]",69244,1,,,,,2.4813645,,Left Foot,,,"[64.8, 10.4]",,Ground Pass,,10.761505,,,Carles Puyol i Saforcada,20125.0,,,,,,1,Regular Play,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,4,Barcelona,217,['f3329334-8280-4488-8c2b-9b013b96ad63'],26,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:26.879,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.0244,,,,,,,,,,,,72db48e1-c495-462d-a39f-f97d00114d06,72,,"[62.7, 13.0]",69244,1,,,,,1.2897756,,Right Foot,,,"[65.5, 22.7]",,Ground Pass,,10.096039,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Right Center Back,4,Barcelona,217,['66a42b54-b6e7-43c4-9222-852706779456'],29,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:29.529,Pass,,2009/2010
,,,,,,,,,,,,,,,,,3.8955,,,,,,,,,,,,cccaa08d-e914-4084-96f7-b6cbf6c0e7bc,75,,"[63.6, 24.4]",69244,1,,,,,0.96332115,,Right Foot,,,"[101.0, 78.2]",,High Pass,,65.522514,,,Daniel Alves da Silva,4324.0,,True,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,4,Barcelona,217,['ab3a9585-217e-4d5b-9cc1-5da0524dd8e6'],32,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:32.795,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.4605,,,,,,,,,,,,efffc75e-3e02-4b05-bfb4-059cdf469083,79,,"[20.5, 1.0]",69244,1,,,,,1.1391013,,,,,"[28.7, 18.8]",,High Pass,,19.59796,,,Bruno Soriano Llido,22819.0,,,,,Throw-in,1,From Throw In,Joan Capdevila Méndez,20134.0,Left Back,5,Villarreal,222,['ae8e1565-427b-438d-9fa3-4759e9b2d90b'],43,,,,,,,,,,,,,,,,,,Villarreal,222,00:01:43.179,Pass,,2009/2010
,,,,,,,,,,,,,,,,,0.5404,,,,,,,,,,,,4d5854ef-c0b5-4491-b161-75f538be2534,82,,"[28.3, 18.6]",69244,1,,,,,-0.23210384,,Left Foot,,,"[33.8, 17.3]",,Ground Pass,,5.6515484,Incomplete,,Rubén Gracia Calmache,25921.0,,,,,,1,From Throw In,Bruno Soriano Llido,22819.0,Right Defensive Midfield,5,Villarreal,222,"['1a1f415b-abfb-497f-80e5-ae64fca17162', 'ce8cc48b-12aa-479f-ba3d-94487e075258']",44,,,,,,,,,,,,,,,,,,Villarreal,222,00:01:44.680,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.2375,,,,,,,,,,,,2b47b17e-f4d5-42e3-9c23-8dec9d00e021,86,,"[91.1, 52.4]",69244,1,,,,,-1.744292,,Right Foot,,,"[87.7, 33.0]",,Ground Pass,,19.695684,,,Bojan Krkíc Pérez,4913.0,,,,,,1,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,6,Barcelona,217,['e7985204-be3b-4b0b-96be-09ef71205fcb'],47,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:47.191,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.7142,,,,,,,,,,,,68724409-5fa5-4bbf-81fd-1fe6c12f4f30,89,,"[87.2, 34.0]",69244,1,,,,,-0.64821804,,Right Foot,,,"[104.1, 21.2]",,Ground Pass,,21.200235,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,1,Regular Play,Bojan Krkíc Pérez,4913.0,Center Forward,6,Barcelona,217,['e97d65fd-ae42-4e76-a3d7-2831f0b86b4a'],49,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:49.670,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.4973,,,,,,,,,,,,4ccc8171-92b3-48ee-8d35-1cbc04990ba2,92,,"[105.6, 20.2]",69244,1,,,,,1.4431163,,Left Foot,True,,"[107.5, 35.0]",,Ground Pass,,14.921461,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,1,Regular Play,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,6,Barcelona,217,"['346b50b1-4bef-40ac-be57-ef1600de3c44', 'f67785ac-26d3-4722-8946-b1eae7605872']",51,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:51.385,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,0.5491,,,,,,,,,,,,44420b45-1668-4eb8-acee-2023edae39df,96,,"[105.1, 36.2]",69244,1,,,,,1.524957,96785121-ca6e-4f60-8c29-7803f12a86c4,Left Foot,,,"[105.6, 47.1]",,Ground Pass,,10.911462,,,Xavier Hernández Creus,20131.0,True,,,,,1,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,6,Barcelona,217,"['8c140942-70de-4755-8f53-b0ed54ed98a0', 'fb1cdb46-a6e9-47eb-b284-bb610f65420d']",53,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:53.906,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,2.7225,,,,,,,,,,,,89ca4524-016c-4370-a260-820b3cf02729,101,,"[120.0, 80.0]",69244,2,,,,,-1.7377462,,Right Foot,,,"[110.9, 26.0]",,High Pass,,54.76139,,True,Sergio Busquets i Burgos,5203.0,,True,Outswinging,,Corner,1,From Corner,Xavier Hernández Creus,20131.0,Left Center Midfield,7,Barcelona,217,['5f0dc92e-9fd6-46b3-8a62-ed2b3beab587'],15,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:15.834,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.487,,,,,,,,,,,,ffc65ec5-1805-44fb-836a-34c4765aadcd,104,,"[108.7, 25.3]",69244,2,,,,True,1.6680496,,,,,"[106.3, 49.9]",,High Pass,,24.716795,Incomplete,,,,,,,,,1,From Corner,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,7,Barcelona,217,"['75db3622-e398-4f14-a94c-2f5b6042733a', 'a29e27a5-d8de-487c-97d3-ffd1d5d01556']",18,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:18.557,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,1.2331,,,,,,,,,,,,a29e27a5-d8de-487c-97d3-ffd1d5d01556,105,,"[14.7, 31.1]",69244,2,,,,,0.83535653,,Head,,,"[29.9, 47.9]",,Low Pass,,22.655684,,,Ariel Miguel Santiago Ibagaza,26121.0,,,,,Recovery,1,From Corner,Ángel Domingo López Ruano,25984.0,Right Back,7,Barcelona,217,"['92d33724-ec53-42e7-b615-0e4e693ed2ae', 'ffc65ec5-1805-44fb-836a-34c4765aadcd']",20,,,,,,,,,,,,,,,,,,Villarreal,222,00:02:20.044,Pass,,2009/2010
,,,,,,,,,,,,,,,,,3.0358,,,,,,,,,,,,37b89f5a-9e10-45eb-b3c4-ddcc5d4faea9,108,,"[32.0, 47.0]",69244,2,,,,,-0.27985892,,Right Foot,,,"[57.4, 39.7]",,High Pass,,26.428205,Incomplete,,,,,,,,,1,From Corner,Ariel Miguel Santiago Ibagaza,26121.0,Left Defensive Midfield,7,Barcelona,217,"['13e04194-e5ab-4588-9a43-ef21483a2bd1', '6aa9b12f-2053-4d8a-ae27-693af4a42202']",21,,,,,,,,,,,,,,,,,,Villarreal,222,00:02:21.277,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,2.5796,,,,,,,,,,,,13e04194-e5ab-4588-9a43-ef21483a2bd1,109,,"[63.6, 41.3]",69244,2,,,,,-2.2771804,,Right Foot,,,"[47.9, 22.9]",,Low Pass,,24.187807,,,Carles Puyol i Saforcada,20125.0,,,,,Recovery,1,From Corner,Daniel Alves da Silva,4324.0,Right Back,7,Barcelona,217,"['37b89f5a-9e10-45eb-b3c4-ddcc5d4faea9', 'c1ac4de4-1c8e-4804-8a5f-b154c98e2708']",24,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:24.312,Pass,,2009/2010
