50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,2.6035,,,,,,,,,,,,,,,6397d17e-912f-447d-98e0-61efb991d408,17,,"[28.2, 31.9]",266967,0,,,,,1.4798874,,Right Foot,,,"[31.5, 68.1]",,Ground Pass,,36.3501,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Kick Off,Marc Bartra Aregall,7068.0,Left Center Back,2,Barcelona,217,['c629bcad-1f06-45d1-a0a9-a92cabeed47e'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:00:09.849,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.0917,,,,,,,,,,,,,,,a667e159-0961-4cd8-ab2a-f03a8da5cc8f,20,,"[32.1, 70.3]",266967,0,,,,,0.5044413,,Right Foot,,,"[41.7, 75.6]",,Ground Pass,,10.965857,,,,,Martín Montoya Torralbo,6593.0,,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['132fe70e-934a-459b-87dc-05ca5285f9b8'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:00:13.089,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.9431,,,,,,,,,,,,,,,ebdea1f3-b6ef-4a60-91e5-541a0be3eec4,23,,"[41.7, 75.6]",266967,0,,,,,-3.1047995,,Right Foot,,,"[25.4, 75.0]",,Ground Pass,,16.311039,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Kick Off,Martín Montoya Torralbo,6593.0,Right Back,2,Barcelona,217,['53829b83-83d1-4ad4-9e75-eef91fc28ea8'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:00:15.646,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.1552,,,,,,,,,,,,,,,17511744-871c-401b-aa80-45534b626835,27,,"[39.8, 76.6]",266967,0,,,,,-0.9166048,,Right Foot,,,"[54.6, 57.3]",,Ground Pass,,24.32139,,,,,Ivan Rakitić,5470.0,,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['1b0fc7ee-ffae-4aaf-80b7-3b4ca18506a2'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:00:21.217,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,0.9811,,,,,,,,,,,,,,,d477ec96-eaf5-41d9-83a5-93106fba6e8a,30,,"[52.1, 54.5]",266967,0,,,,,-1.4881448,,Right Foot,,,"[53.5, 37.6]",,Ground Pass,,16.95789,,,,,Rafael Alcântara do Nascimento,6998.0,,,,,,,1,From Kick Off,Ivan Rakitić,5470.0,Left Center Midfield,2,Barcelona,217,['0b28755e-1023-40ed-a6f1-5ca57b62c628'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:00:24.385,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.6259,,,,,,,,,,,,,,,e64e30af-9bbf-4aae-ae9c-545873fbd9d7,33,,"[53.5, 30.3]",266967,0,,,,,-1.1545271,,Left Foot,,,"[61.9, 11.3]",,Ground Pass,,20.774023,,,,,Adriano Correia Claro,22102.0,,,,,,,1,From Kick Off,Rafael Alcântara do Nascimento,6998.0,Right Center Midfield,2,Barcelona,217,['54b6d843-8f25-440a-a1e0-746c05704d66'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:00:26.466,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.0356,,,,,,,,,,,,,,,1d437ff9-8dfd-4738-8468-ac1d7fae8d8b,36,,"[66.6, 18.4]",266967,0,,,,,-1.174557,,Right Foot,,,"[70.7, 8.6]",,Ground Pass,,10.623088,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,From Kick Off,Adriano Correia Claro,22102.0,Left Back,2,Barcelona,217,['aa7edb68-c838-4308-b0c2-0580676ab7f1'],30,,,,,,,,,,,,,,,,,Barcelona,217,00:00:30.110,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,0.7509,,,,,,,,,,,,,,,041d3a04-8832-4ef8-b22f-b7bb1bf07fe9,40,,"[68.4, 19.8]",266967,0,,,,,3.048529,,Right Foot,,,"[60.9, 20.5]",,Ground Pass,,7.5325956,,,,,Rafael Alcântara do Nascimento,6998.0,,,,,,,1,From Kick Off,Neymar da Silva Santos Junior,4320.0,Left Wing,2,Barcelona,217,['54d4b4c1-16ae-4646-b34b-68b021c2dcad'],33,,,,,,,,,,,,,,,,,Barcelona,217,00:00:33.263,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.7193,,,,,,,,,,,,,,,48977c41-34f0-467c-a635-8ca6f6bf1132,44,,"[57.0, 22.9]",266967,0,,,,,2.548422,,Left Foot,,,"[39.2, 34.9]",,Ground Pass,,21.467184,,,,,Marc Bartra Aregall,7068.0,,,,,,,1,From Kick Off,Rafael Alcântara do Nascimento,6998.0,Right Center Midfield,2,Barcelona,217,"['14d37abe-5456-4128-9589-499ca6ee1313', 'b3d106d0-e4d8-4acd-bb07-f036532322bc']",36,,,,,,,,,,,,,,,,,Barcelona,217,00:00:36.202,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,,1.808504,,,,,,,,,,,,,,,445b6012-7998-48bb-b3a4-73104ea82a04,47,,"[41.9, 37.7]",266967,0,,,,,1.0227433,,Right Foot,,,"[61.8, 70.3]",,Low Pass,,38.193848,,,,,Martín Montoya Torralbo,6593.0,,,,,,,1,From Kick Off,Marc Bartra Aregall,7068.0,Left Center Back,2,Barcelona,217,['d90544db-e3fb-416d-8fda-56bf85c89abd'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:00:39.052,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,0.7422,,,,,,,,,,,,,,,73b1e3f5-38c9-4bba-ad9e-1630bfddf49c,50,,"[66.2, 69.0]",266967,0,,,,,1.1171986,,Right Foot,,,"[70.1, 77.0]",,Ground Pass,,8.9,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Kick Off,Martín Montoya Torralbo,6593.0,Right Back,2,Barcelona,217,['8acbfeb7-0062-46fb-97e1-817c33dade0c'],42,,,,,,,,,,,,,,,,,Barcelona,217,00:00:42.848,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,3.397201,,,,,,,,,,,,,,,cc1ebd6f-091c-42dc-9747-9f9283ded6bb,55,,"[70.7, 73.3]",266967,0,,,,,-1.7275639,,Left Foot,,,"[60.9, 11.3]",,Low Pass,,62.769737,,,,,Adriano Correia Claro,22102.0,,,True,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,2,Barcelona,217,['231b49ab-75ee-49a2-9dc7-a2dc539d60d6'],45,,,,,,,,,,,,,,,,,Barcelona,217,00:00:45.725,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.8809,,,,,,,,,,,,,,,798d1ac4-4d12-4387-81db-802205dc7572,59,,"[64.1, 25.1]",266967,0,,,,,-1.253161,,Right Foot,,,"[71.3, 3.2]",,Low Pass,,23.0532,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,From Kick Off,Adriano Correia Claro,22102.0,Left Back,2,Barcelona,217,"['548f4e9e-933a-4118-9ae4-c9d477d181a7', '8f985d41-0dfa-43ac-807e-5c9fd7e8e074']",51,,,,,,,,,,,,,,,,,Barcelona,217,00:00:51.524,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,,0.8352,,,,,,,,,,,,,,,82e9eb4a-33a8-4e36-a9f4-cd45202d7bb9,64,,"[69.2, 8.2]",266967,0,,,,,2.1648471,,Right Foot,,,"[61.5, 19.6]",,Ground Pass,,13.756817,,,,,Adriano Correia Claro,22102.0,,,,,,,1,From Kick Off,Neymar da Silva Santos Junior,4320.0,Left Wing,2,Barcelona,217,"['067ac11b-1b29-46b6-bc28-a694a0f281a6', '0babe55d-647d-4478-9b80-fc91cb0deeac', 'dc90e1c8-c543-4297-a62a-7ec70b89c41d']",54,,,,,,,,,,,,,,,,,Barcelona,217,00:00:54.553,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,,1.376,,,,,,,,,,,,,,,ebec5631-53ae-4af0-a4b5-04f1162ca753,67,,"[62.0, 18.2]",266967,0,,,,,-0.63962513,,Right Foot,,,"[82.7, 2.8]",,Ground Pass,,25.800194,,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,,1,From Kick Off,Adriano Correia Claro,22102.0,Left Back,2,Barcelona,217,['df5ff875-22ff-4d0e-88da-a725748e896e'],55,,,,,,,,,,,,,,,,,Barcelona,217,00:00:55.686,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,2.0279,,,,,,,,,,,,,,,453c308a-6da5-4e4b-8da0-6d30ea4ad741,71,,"[80.7, 5.3]",266967,0,,,,,0.44324228,,Right Foot,,,"[100.5, 14.7]",,Ground Pass,,21.91803,,,,,Rafael Alcântara do Nascimento,6998.0,,,,,,,1,From Kick Off,Luis Alberto Suárez Díaz,5246.0,Center Forward,2,Barcelona,217,"['bbdb7a35-634a-498d-81b4-223200e2dc3c', 'ecac4988-1617-48c6-b8d7-c3ab9dfb1347']",57,,,,,,,,,,,,,,,,,Barcelona,217,00:00:57.864,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,,1.1064,,,,,,,,,,,,,,,61690ab3-3417-45eb-81d3-a9317ab31095,74,,"[110.9, 21.5]",266967,1,,,,,1.5972801,3c0eb1c8-5c15-4e0e-8037-06019f569ce7,Left Foot,True,,"[110.5, 36.6]",,Ground Pass,,15.105297,,,,,Lionel Andrés Messi Cuccittini,5503.0,True,,,,,,1,From Kick Off,Rafael Alcântara do Nascimento,6998.0,Right Center Midfield,2,Barcelona,217,['49c979d0-139c-49c2-836a-98b8dfc4d464'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:01:01.344,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.5751,,,,,,,,,,,,,,,5871f325-6940-4414-b9cf-3cd4e1c1c29a,80,,"[117.6, 25.2]",266967,1,,,,,1.8356776,af21ca13-fef4-4b34-b6d5-e6e29c2c5a96,Left Foot,True,,"[110.9, 49.9]",,High Pass,,25.592577,,,,,Ivan Rakitić,5470.0,True,,,,,Recovery,1,From Kick Off,Rafael Alcântara do Nascimento,6998.0,Right Center Midfield,2,Barcelona,217,['7051bdf8-8cdb-47a8-aba6-a2d2bbccaf01'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:01:04.492,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,3.412661,,,,,,,,,,,,,,,8df0a150-b045-4eb4-a094-6f60cf764672,85,,"[14.3, 34.3]",266967,1,,,,,-0.41822433,,Right Foot,,,"[80.0, 5.1]",,High Pass,,71.89666,,,,,Saúl Berjón Pérez,24070.0,,,,,,Recovery,1,Regular Play,Javier Lara Grande,24190.0,Left Center Midfield,3,Eibar,322,['1c4131c4-f79b-4624-800e-32459f976e8f'],9,,,,,,,,,,,,,,,,,Eibar,322,00:01:09.177,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,0.079,,,,,,,,,,,,,,,7e54df06-128e-4ef6-8d0b-d2bda174b87f,88,,"[86.1, 18.9]",266967,1,,,,,0.47783107,,Right Foot,,,"[91.7, 21.8]",,Low Pass,,6.306346,,,Incomplete,,Manuel del Moral Fernández,24507.0,,,,,,,1,Regular Play,Saúl Berjón Pérez,24070.0,Right Center Forward,3,Eibar,322,"['333c0934-53c4-4eec-a6b9-86c5f64cf4a7', '33ebf669-bc9f-4f56-bfd7-71412edb9213']",19,,,,,,,,,,,,,,,,,Eibar,322,00:01:19.067,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.204075,,,,,,,,,,,,,,,11da1aac-ee8f-4594-a6df-a0845417a51d,92,,"[89.6, 43.9]",266967,1,,,,,1.709436,,Right Foot,,,"[88.4, 52.5]",,Ground Pass,,8.683317,,,,,Eneko Bóveda Altube,6386.0,,,,,,Recovery,1,Regular Play,Jon Errasti Zabalete,27343.0,Right Center Midfield,3,Eibar,322,"['05fbc3ac-c8ff-4414-8965-dbfde3f93313', '7bd3a291-9f33-42f0-a987-5e5229d3923d']",21,,,,,,,,,,,,,,,,,Eibar,322,00:01:21.073,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,,0.996014,,,,,,,,,,,,,,,589c2f10-2ca7-41a1-87b3-0d0179f2461c,95,,"[87.0, 52.4]",266967,1,,,,,-1.815775,,Left Foot,,,"[80.3, 25.6]",,Low Pass,,27.624807,,,,,Javier Lara Grande,24190.0,,,,,,,1,Regular Play,Eneko Bóveda Altube,6386.0,Right Wing Back,3,Eibar,322,['9e219b6e-a784-41ab-8dab-4deb127d0b1c'],25,,,,,,,,,,,,,,,,,Eibar,322,00:01:25.292,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,0.965362,,,,,,,,,,,,,,,3a9449b2-4c09-4b40-9ed4-f6ac5f3a8ebf,98,,"[82.7, 23.3]",266967,1,,,,,-0.97459716,,Left Foot,,,"[90.3, 12.1]",,Ground Pass,,13.535139,,,,,Dídac Vilá Rosselló,6886.0,,,,,,,1,Regular Play,Javier Lara Grande,24190.0,Left Center Midfield,3,Eibar,322,['98a6649c-4f65-4fa8-b81e-787244560d06'],27,,,,,,,,,,,,,,,,,Eibar,322,00:01:27.553,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.4787,,,,,,,,,,,,,,,9caf05db-19f3-4e2b-8c82-11c76c59d905,101,,"[90.7, 11.5]",266967,1,,,,,0.93804747,,Left Foot,True,,"[112.7, 41.5]",,High Pass,,37.202152,,,Incomplete,,Saúl Berjón Pérez,24070.0,,,,,,,1,Regular Play,Dídac Vilá Rosselló,6886.0,Left Wing Back,3,Eibar,322,"['01d48792-7568-4650-8869-663f31ca00f6', '2e80695d-47ad-4442-9288-a07635899027']",29,,,,,,,,,,,,,,,,,Eibar,322,00:01:29.686,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.5708,,,,,,,,,,,,,,,5ed83249-bff3-4fe4-bb88-04706116db4f,104,,"[120.0, 0.1]",266967,2,,True,,,1.907077,,Right Foot,,,"[112.1, 22.7]",,Ground Pass,,23.94097,,,,,Manuel del Moral Fernández,24507.0,,,,,,Corner,1,From Corner,Javier Lara Grande,24190.0,Left Center Midfield,4,Eibar,322,['ca9b2ee6-8d97-4f60-93f8-5b469aea4d2b'],25,,,,,,,,,,,,,,,,,Eibar,322,00:02:25.090,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.339178,,,,,,,,,,,,,,,9b5a689e-6248-472b-8d0e-78daf383b239,106,,"[111.9, 22.9]",266967,2,,,,,-1.9201896,,Right Foot,,,"[107.2, 10.0]",,Ground Pass,,13.72953,,,,,Javier Lara Grande,24190.0,,,,,,,1,From Corner,Manuel del Moral Fernández,24507.0,Left Center Forward,4,Eibar,322,['a36fe0bf-ea76-4854-b3d1-e8c76534d48e'],26,,,,,,,,,,,,,,,,,Eibar,322,00:02:26.705,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.0226,,,,,,,,,,,,,,,31057142-65e5-4c8f-9e1f-90c88b92dd5d,109,,"[105.6, 11.9]",266967,2,,,,,1.4011286,,Right Foot,True,,"[109.9, 37.0]",,Low Pass,,25.465664,,,Incomplete,,,,,,,,,,1,From Corner,Javier Lara Grande,24190.0,Left Center Midfield,4,Eibar,322,['0d88f6ff-7ef1-4065-bf17-a0f11fbe5e0b'],29,,,,,,,,,,,,,,,,,Eibar,322,00:02:29.473,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,2.1858,,,,,,,,,,,,,,,11399e5e-bae9-453d-91d9-88220f80a4a0,111,,"[80.9, 36.0]",266967,2,,,,,0.08931399,,Head,,,"[87.6, 36.6]",,High Pass,,6.726812,,,Incomplete,,,,,,,,,Recovery,1,From Corner,Jon Errasti Zabalete,27343.0,Right Center Midfield,4,Eibar,322,['6274e2e6-ce52-4470-934a-166faf22ade1'],33,,,,,,,,,,,,,,,,,Eibar,322,00:02:33.579,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.9022,,,,,,,,,,,,,,,e321d0a7-9af2-4066-9311-133c90cd45fe,113,,"[75.4, 49.2]",266967,2,,,,,0.53430605,,Head,,,"[92.3, 59.2]",,High Pass,,19.636955,,,,,Eneko Bóveda Altube,6386.0,,,,,,Recovery,1,From Corner,Raúl Rodríguez Navas,6693.0,Center Back,4,Eibar,322,['bcc7ae08-2fcb-4731-93ab-2f5e13df16c0'],37,,,,,,,,,,,,,,,,,Eibar,322,00:02:37.315,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.7007,,,,,,,,,,,,,,,11c98637-fb7c-4172-b3f8-a7cdd1cdaa14,117,,"[97.8, 73.8]",266967,2,,,,,-1.0974402,,Right Foot,,,"[104.1, 61.5]",,Low Pass,,13.819551,,,Incomplete,,Jon Errasti Zabalete,27343.0,,,,,,,1,From Corner,Eneko Bóveda Altube,6386.0,Right Wing Back,4,Eibar,322,"['3786c97a-0a23-4e0e-a05b-b1c60991a46a', '60a66864-a5a5-4148-83af-6caefe4dc9c9', 'dab3c9f7-98c9-4eb0-94bb-91eafd69c480']",41,,,,,,,,,,,,,,,,,Eibar,322,00:02:41.272,Pass,True,2014/2015
