bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,1.7649,,,,,,,,,,,,,ddf27f03-aab4-49c3-8f61-9194f73b163b,20,,"[15.1, 46.5]",266603,0,,,,,0.17799044,,Keeper Arm,,,"[34.0, 49.9]",Ground Pass,,19.203384,,,,Xavier Hernández Creus,20131.0,,,,,,,1,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,3,Barcelona,217,['1c74d8b2-59b5-4359-a1da-03974deb22a3'],12,,,,,,,,,,,,,,,,Barcelona,217,00:00:12.934,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.1836,,,,,,,,,,,,,5fe220a4-aa35-4424-b072-cd53f4ced713,24,,"[45.0, 57.9]",266603,0,,,,,-1.9633665,,Right Foot,,,"[39.7, 45.1]",Ground Pass,,13.85388,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,3,Barcelona,217,['e575305d-747a-4371-9500-248cb21a8ce0'],18,,,,,,,,,,,,,,,,Barcelona,217,00:00:18.976,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.6638,,,,,,,,,,,,,e003240a-e951-420b-8c91-0d623f689601,27,,"[39.7, 45.1]",266603,0,,,,,-1.1149459,,Right Foot,,,"[49.8, 24.5]",Ground Pass,,22.942755,,,,Francesc Fàbregas i Soler,3478.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Barcelona,217,['7f890c94-1442-4217-9e88-3fded9ce29cc'],20,,,,,,,,,,,,,,,,Barcelona,217,00:00:20.742,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.8759,,,,,,,,,,,,,e7fa853a-9d2a-4609-98e1-33f343e86914,30,,"[49.8, 24.5]",266603,0,,,,,0.057408113,,Right Foot,,,"[67.2, 25.5]",Ground Pass,,17.428713,,,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,3,Barcelona,217,['404e0403-b11c-4091-a61d-350fc20371f9'],23,,,,,,,,,,,,,,,,Barcelona,217,00:00:23.519,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.7932,,,,,,,,,,,,,d1cfb2ec-db91-4421-b171-fac4b8916941,33,,"[67.9, 26.2]",266603,0,,,,,3.1274092,,Left Foot,,,"[53.8, 26.4]",High Pass,,14.1014185,,Incomplete,,,,,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,3,Barcelona,217,"['15f5f6d0-5edb-4afe-91cf-bc94393a2007', 'd24c103f-5707-4597-8b55-540359af5710']",24,,,,,,,,,,,,,,,,Barcelona,217,00:00:24.395,Pass,True,2013/2014
,,,,,,,,,,,,,,,,0.7524,,,,,,,,,,,,,15f5f6d0-5edb-4afe-91cf-bc94393a2007,34,,"[66.3, 53.7]",266603,0,,,,,-1.5350972,,Head,,,"[66.5, 48.1]",Low Pass,,5.6035705,,Incomplete,,Javier Guerra Rodríguez,11542.0,,,,,,Recovery,1,Regular Play,Alberto Mateus Contreiras Gonçalves,26690.0,Right Center Forward,3,Barcelona,217,"['39fd0ade-9896-4d6a-9fab-40bce6f26996', '75560c27-cce0-4ad8-9a6d-5a4e7431dd08', 'd1cfb2ec-db91-4421-b171-fac4b8916941']",26,,,,,,,,,,,,,,,,Real Valladolid,901,00:00:26.188,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.7827,,,,,,,,,,,,,39fd0ade-9896-4d6a-9fab-40bce6f26996,37,,"[53.6, 32.0]",266603,0,,,,,-0.96934164,,Right Foot,,,"[57.1, 26.9]",Low Pass,,6.185467,,,,Neymar da Silva Santos Junior,4320.0,,,,,,Recovery,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Barcelona,217,"['0ba20137-ba9a-4546-b537-777d597c3886', '15f5f6d0-5edb-4afe-91cf-bc94393a2007', 'a6053bb8-0179-48c2-9fc0-113f3a335ca4']",26,,,,,,,,,,,,,,,,Barcelona,217,00:00:26.941,Pass,True,2013/2014
,,,,,,,,,,,,,,,,0.9724,,,,,,,,,,,,,6dd8a1d3-a25e-4ddb-9762-1fb60f3c506a,41,,"[57.4, 28.3]",266603,0,,,,,-1.2961024,,Right Foot,,,"[60.5, 17.3]",Ground Pass,,11.428473,,,,Francesc Fàbregas i Soler,3478.0,,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,3,Barcelona,217,"['42aa5dcc-8e86-4212-8b11-f1b0fae36ac7', 'dce0777f-1fb2-4406-be35-b101a1c214e6']",28,,,,,,,,,,,,,,,,Barcelona,217,00:00:28.833,Pass,True,2013/2014
,,,,,,,,,,,,,,,,0.8607,,,,,,,,,,,,,1da230c7-07cc-4913-a421-cfb3e6878926,44,,"[60.9, 15.4]",266603,0,,,,,1.5098962,,Right Foot,,,"[61.4, 23.6]",Low Pass,,8.21523,,,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,3,Barcelona,217,"['38786fec-7b9a-435a-81be-e6655ca6a59a', '5bdc5b25-1acb-4747-824e-138c64f15baa']",29,,,,,,,,,,,,,,,,Barcelona,217,00:00:29.805,Pass,True,2013/2014
,,,,,,,,,,,,,,,,1.9658,,,,,,,,,,,,,53e6fa5f-6a15-4574-bd18-2054a56d53a8,48,,"[60.1, 22.6]",266603,0,,,,,2.9441972,,Right Foot,,,"[39.1, 26.8]",Ground Pass,,21.415882,,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,3,Barcelona,217,['d6d05d37-6fee-4c9c-8899-148b3ff1fcab'],32,,,,,,,,,,,,,,,,Barcelona,217,00:00:32.553,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.559,,,,,,,,,,,,,69e89983-5064-4e5e-a9e6-fd6cfcfa1855,51,,"[39.1, 26.8]",266603,0,,,,,1.5784885,,Right Foot,,,"[38.9, 52.8]",Ground Pass,,26.000769,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,3,Barcelona,217,['d6369da3-3b58-4f2a-80a9-3c0d4276c0f2'],36,,,,,,,,,,,,,,,,Barcelona,217,00:00:36.032,Pass,,2013/2014
,,,,,,,,,,,,,,,,2.2006,,,,,,,,,,,,,7644dbb7-04a2-4c59-a2bb-fe31efc641f3,54,,"[47.3, 50.3]",266603,0,,,,,-1.6893861,,Right Foot,,,"[44.5, 26.8]",Ground Pass,,23.66622,,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['9a5a8c88-b1a7-4409-8ab4-f279b9d4ba32'],42,,,,,,,,,,,,,,,,Barcelona,217,00:00:42.237,Pass,,2013/2014
,,,,,,,,,,,,,,,,2.5853,,,,,,,,,,,,,058a8823-731b-441e-a18c-6ed2ec9d8ae3,57,,"[44.5, 26.8]",266603,0,,,,,1.4416177,,Right Foot,,,"[49.8, 67.6]",Ground Pass,,41.1428,,,,Daniel Alves da Silva,4324.0,,,True,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,3,Barcelona,217,['4833a2ee-8afc-49cc-b1ad-58492e63ce34'],46,,,,,,,,,,,,,,,,Barcelona,217,00:00:46.363,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.9259,,,,,,,,,,,,,f6105321-e6bc-47d1-80e0-42146420ae67,60,,"[47.3, 67.8]",266603,0,,,,,-1.0679531,,Right Foot,,,"[51.7, 59.8]",Ground Pass,,9.13017,,,,Xavier Hernández Creus,20131.0,,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,3,Barcelona,217,['292388c9-ccf9-49b2-b9a1-f89b8eae9705'],49,,,,,,,,,,,,,,,,Barcelona,217,00:00:49.320,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.3698,,,,,,,,,,,,,5082eca8-0574-4930-9e36-f5751005747b,64,,"[49.2, 59.2]",266603,0,,,,,1.0679531,,Right Foot,,,"[59.1, 77.2]",Ground Pass,,20.542883,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,3,Barcelona,217,['07b3e122-ac8e-4fda-8215-b68bce083e83'],51,,,,,,,,,,,,,,,,Barcelona,217,00:00:51.523,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.6882,,,,,,,,,,,,,fa6f35e8-5edc-4e1a-b075-da550f5d48c4,69,,"[58.4, 78.3]",266603,0,,,,,-2.7776136,,Left Foot,,,"[39.5, 71.1]",Ground Pass,,20.224985,,,,Daniel Alves da Silva,4324.0,,,,,,,1,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,3,Barcelona,217,"['1cbfd2f0-81a0-453d-a3d1-7ab323194cee', '3daf7f07-3687-41b3-9659-f760022c9902']",53,,,,,,,,,,,,,,,,Barcelona,217,00:00:53.346,Pass,True,2013/2014
,,,,,,,,,,,,,,,,1.4306,,,,,,,,,,,,,4ef42aba-ad13-4557-ba5e-49452f0487ba,72,,"[39.5, 71.1]",266603,0,,,,,-1.8665787,,Right Foot,,,"[32.4, 47.8]",Ground Pass,,24.35775,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,3,Barcelona,217,['0fb541ea-3564-4036-8f64-13ca95663770'],55,,,,,,,,,,,,,,,,Barcelona,217,00:00:55.463,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.901699,,,,,,,,,,,,,11df2bcb-1be8-446a-a2bb-a6c3cb57a63e,75,,"[37.6, 48.9]",266603,0,,,,,-1.3889205,,Right Foot,,,"[42.4, 22.8]",Ground Pass,,26.537708,,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['e137abda-469e-428e-86bd-873e6cf01b62'],58,,,,,,,,,,,,,,,,Barcelona,217,00:00:58.555,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.03,,,,,,,,,,,,,f78a411b-b35f-41ae-808f-0078822e0d04,78,,"[42.4, 22.8]",266603,1,,,,,-0.07561314,,Right Foot,,,"[62.2, 21.3]",Ground Pass,,19.856737,,,,Francesc Fàbregas i Soler,3478.0,,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,3,Barcelona,217,['0f9b7001-e848-4f79-a703-40d0c6e601e4'],1,,,,,,,,,,,,,,,,Barcelona,217,00:01:01.720,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.0674,,,,,,,,,,,,,eba8df8d-d585-45e0-a451-fd744afbadbc,80,,"[63.0, 21.7]",266603,1,,,,,1.833791,,Right Foot,,,"[60.9, 29.5]",Ground Pass,,8.077747,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,3,Barcelona,217,['b74478ad-ef08-4214-8b15-4d3e4f35bfc0'],2,,,,,,,,,,,,,,,,Barcelona,217,00:01:02.750,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.3543,,,,,,,,,,,,,c0b8da4d-4767-44e1-a67b-f260365b8e07,84,,"[62.4, 28.3]",266603,1,,,,,1.5027199,,Left Foot,,,"[63.3, 41.5]",Ground Pass,,13.230646,,,,Xavier Hernández Creus,20131.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Barcelona,217,"['27036399-48a0-4c56-96db-87c577546deb', '705140c3-4366-4f3f-995e-8b3663703d77']",4,,,,,,,,,,,,,,,,Barcelona,217,00:01:04.426,Pass,True,2013/2014
,,,,,,,,,,,,,,,,0.2256,,,,,,,,,,,,,5f7bbfa2-79ef-4d08-ac7a-d82098060fd9,88,,"[54.4, 40.9]",266603,1,,,,,0.5640837,,Right Foot,,,"[59.3, 44.0]",Ground Pass,,5.7982755,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,3,Barcelona,217,"['256a7935-6aa8-4097-9663-15413d4d00d9', '6825456e-8e7f-478b-bcaf-0a6d5e452a0f', '8bc2c73a-5ec9-4137-80dc-e483b9309a72']",8,,,,,,,,,,,,,,,,Barcelona,217,00:01:08.070,Pass,True,2013/2014
,,,,,,,,,,,,,,,,1.9666,,,,,,,,,,,,,7eec87ad-0ebf-4192-87ce-58c132d0449d,92,,"[35.6, 74.5]",266603,1,,,,,-2.0109189,,Left Foot,,,"[27.5, 57.3]",Ground Pass,,19.011839,,,,Gerard Piqué Bernabéu,5213.0,,,,,,Recovery,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,3,Barcelona,217,['aa4bcb8f-220f-4117-85e0-a86b94f0e9d6'],13,,,,,,,,,,,,,,,,Barcelona,217,00:01:13.079,Pass,,2013/2014
,,,,,,,,,,,,,,,,2.0414,,,,,,,,,,,,,9e07fdb5-1cbc-4ab6-b0b1-59fe88859766,96,,"[30.9, 57.5]",266603,1,,,,,-0.05639176,,Right Foot,,,"[68.1, 55.4]",High Pass,,37.259228,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,"['6abc7ad1-5a8b-42b8-81a0-6aee5dbf93d9', 'aa826622-905e-49a4-ba55-489e169f6b5a']",15,,,,,,,,,,,,,,,,Barcelona,217,00:01:15.928,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.116206,,,,,,,,,,,,,6abc7ad1-5a8b-42b8-81a0-6aee5dbf93d9,98,,"[52.0, 24.7]",266603,1,,,,,-1.4988055,,Head,,,"[53.5, 3.9]",Low Pass,,20.854017,,,,Carlos González Peña,27313.0,,,,,,Recovery,1,Regular Play,Stefan Mitrović,10477.0,Left Center Back,4,Real Valladolid,901,"['5b820b01-ea7f-4104-85bd-7808b2a2e4f1', '9e07fdb5-1cbc-4ab6-b0b1-59fe88859766']",17,,,,,,,,,,,,,,,,Real Valladolid,901,00:01:17.970,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.2399,,,,,,,,,,,,,caae3ccb-3c54-4f59-a73b-1f0d07f3bf94,102,,"[52.0, 3.7]",266603,1,,,,,1.1843588,,Left Foot,,,"[57.9, 18.2]",High Pass,,15.654392,,,,Álvaro Rubio Robles,26190.0,,,,,,,1,Regular Play,Carlos González Peña,27313.0,Left Back,4,Real Valladolid,901,"['3b0ab533-1b39-4b86-849b-23f4548556bd', '422d44ad-20d1-492b-91f9-99e85d3bbb4d']",19,,,,,,,,,,,,,,,,Real Valladolid,901,00:01:19.971,Pass,True,2013/2014
,,,,,,,,,,,,,,,,1.946017,,,,,,,,,,,,,4558b50d-e1b9-4028-9419-091228629803,104,,"[58.1, 18.0]",266603,1,,,,,-1.3370532,,Head,,,"[62.1, 1.2]",Low Pass,,17.269627,,Out,,Zakarya Bergdich,7216.0,,,,,,,1,Regular Play,Álvaro Rubio Robles,26190.0,Left Defensive Midfield,4,Real Valladolid,901,['7fd27eec-681a-4170-b08e-a6f031be89fa'],21,,,,,,,,,,,,,,,,Real Valladolid,901,00:01:21.291,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.9508,,,,,,,,,,,,,9697562f-0909-4e51-b386-2cbf15ecac8b,106,,"[54.3, 80.0]",266603,1,,,,,-1.3694792,,,,,"[56.3, 70.2]",Low Pass,,10.002,,,,Xavier Hernández Creus,20131.0,,,,,,Throw-in,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,5,Barcelona,217,['ad27b726-6431-4277-94ff-d52672e7b942'],28,,,,,,,,,,,,,,,,Barcelona,217,00:01:28.332,Pass,,2013/2014
,,,,,,,,,,,,,,,,2.2374,,,,,,,,,,,,,d63e2269-b195-4498-bf1e-d46465a4df34,109,,"[43.5, 69.7]",266603,1,,,,,-1.8239343,,Right Foot,,,"[36.8, 43.8]",Ground Pass,,26.75257,,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,5,Barcelona,217,['a6d6b85c-c6ca-469e-934b-3378d8f7e043'],31,,,,,,,,,,,,,,,,Barcelona,217,00:01:31.985,Pass,,2013/2014
,,,,,,,,,,,,,,,,2.0803,,,,,,,,,,,,,ae799661-ceb5-4051-a113-dba33396f438,112,,"[54.6, 31.2]",266603,1,,,,,-1.2851236,,Right Foot,,,"[63.0, 2.6]",Ground Pass,,29.808052,,,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Left Center Back,5,Barcelona,217,['d2070c4a-147b-4276-886e-59c1f434ad4e'],37,,,,,,,,,,,,,,,,Barcelona,217,00:01:37.353,Pass,,2013/2014
