bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,1.769138,,,,,,,,,,,,,c80c2d80-8351-4806-a591-7451167bd8b6,17,,"[28.0, 23.0]",16190,0,,,,1.670465,,Left Foot,,,,"[25.0, 53.0]",,Ground Pass,,30.149628,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Kick Off,Samuel Yves Umtiti,5492.0,Left Center Back,2,Barcelona,217,['c8f99972-ddf9-4cea-b9b9-5a5859089002'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:00:09.410,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.0968,,,,,,,,,,,,,bff2d31b-707f-400e-8246-55f8c81995df,20,,"[30.0, 55.0]",16190,0,,,,-0.15264933,,Right Foot,,,,"[43.0, 53.0]",,Ground Pass,,13.152946,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['c4c7c5ff-604a-4d42-adf4-1c9438c56108'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:00:15.861,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.782322,,,,,,,,,,,,,28ce22ac-56a3-48c0-a08d-7d37d23d7508,22,,"[43.0, 53.0]",16190,0,,,,-2.1057515,,Left Foot,,,,"[27.0, 26.0]",,Low Pass,,31.38471,,,Samuel Yves Umtiti,5492.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['c6cc9e2f-3eda-4144-a152-879c3d5a366b'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:00:16.958,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.7642,,,,,,,,,,,,,51e97c27-1c8f-4446-afd4-eb6b86343354,25,,"[31.0, 24.0]",16190,0,,,,-0.39479113,,Left Foot,,,,"[43.0, 19.0]",,Ground Pass,,13.0,,,Ivan Rakitić,5470.0,,,,,,1,From Kick Off,Samuel Yves Umtiti,5492.0,Left Center Back,2,Barcelona,217,['ee2768a2-ee88-4857-866b-1b9bd4d6ddf1'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:00:21.632,Pass,,2018/2019
,,,,,,,,,,,,,,,,2.187736,,,,,,,,,,,,,e522a6ad-a961-4e58-90e1-4b8cab646489,29,,"[44.0, 21.0]",16190,0,,,,1.7738415,,Right Foot,,,,"[37.0, 55.0]",,High Pass,,34.713108,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Kick Off,Ivan Rakitić,5470.0,Left Center Midfield,2,Barcelona,217,"['1d1a444d-4345-4e2d-819d-2e21d58b4aa0', 'c5d196c2-d903-4d3e-b04c-5a40f6eeb648']",24,,,,,,,,,,,,,,,,,Barcelona,217,00:00:24.319,Pass,True,2018/2019
,,,,,,,,,,,,,,,,1.1608,,,,,,,,,,,,,f710acae-7b33-40d1-a334-bb3761ed3438,32,,"[44.0, 56.0]",16190,0,,,,-0.4636476,,Right Foot,,,,"[72.0, 42.0]",,Low Pass,,31.304953,,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['80bec196-e289-477f-b235-eca6266f51ff'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:00:29.003,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.0952,,,,,,,,,,,,,d5ce4e25-a4a1-40f0-b170-65270f8a5725,37,,"[45.0, 47.0]",16190,0,,,,1.0040671,,Right Foot,,,,"[52.0, 58.0]",,Low Pass,,13.038404,,,Jesús Navas González,6821.0,,,,,Recovery,1,Regular Play,Simon Thorup Kjær,5534.0,Right Center Back,3,Sevilla,213,['5c684ba4-3e30-41e7-b2f4-5150c892d6fd'],31,,,,,,,,,,,,,,,,,Sevilla,213,00:00:31.911,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.529257,,,,,,,,,,,,,f144bfe0-f6e7-4fa5-81c9-9790f527bd9c,41,,"[52.0, 56.0]",16190,0,,,,-1.4288993,,Right Foot,,,,"[53.0, 49.0]",,Ground Pass,,7.071068,,,Éver Maximiliano David Banega,5504.0,,,,,,1,Regular Play,Jesús Navas González,6821.0,Right Midfield,3,Sevilla,213,"['90c21c4b-a27a-4791-854d-ccba40d08f88', 'ce76d1ff-fb1d-48ab-931e-7080031b8174']",33,,,,,,,,,,,,,,,,,Sevilla,213,00:00:33.487,Pass,True,2018/2019
,,,,,,,,,,,,,,,,1.2441,,,,,,,,,,,,,f3721ebe-6231-4e9b-a491-0fbcd3944875,44,,"[53.0, 48.0]",16190,0,,,,2.6098685,,Right Foot,,,,"[36.0, 58.0]",,Ground Pass,,19.723083,,,Gabriel Iván Mercado,5742.0,,,,,,1,Regular Play,Éver Maximiliano David Banega,5504.0,Right Defensive Midfield,3,Sevilla,213,['564fa37e-701a-48fd-9840-7370d179e6a8'],34,,,,,,,,,,,,,,,,,Sevilla,213,00:00:34.524,Pass,,2018/2019
,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,a8f86bd0-5128-4f55-8400-6f316b735be0,47,,"[36.0, 58.0]",16190,0,,,,-3.034857,,Right Foot,,,,"[8.0, 55.0]",,Ground Pass,,28.160255,,,Tomáš Vaclík,11541.0,,,,,,1,Regular Play,Gabriel Iván Mercado,5742.0,Right Back,3,Sevilla,213,['92f78211-598f-4304-8cf2-890d491f0048'],36,,,,,,,,,,,,,,,,,Sevilla,213,00:00:36.628,Pass,,2018/2019
,,,,,,,,,,,,,,,,3.5774,,,,,,,,,,,,,d436780c-ad47-408a-9b3d-9dce1d2e2b5b,50,,"[8.0, 55.0]",16190,0,,,,0.28605145,,Right Foot,,,,"[59.0, 70.0]",,High Pass,,53.160137,Incomplete,,Jesús Navas González,6821.0,,,,,,1,Regular Play,Tomáš Vaclík,11541.0,Goalkeeper,3,Sevilla,213,"['2b166df4-b3ac-452c-aa54-56add3ca0b07', '4e22fff6-4a0b-4139-b865-018215a6eac4']",38,,,,,,,,,,,,,,,,,Sevilla,213,00:00:38.948,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.1701,,,,,,,,,,,,,2b166df4-b3ac-452c-aa54-56add3ca0b07,52,,"[62.0, 11.0]",16190,0,,,,0.5880026,,Head,,,,"[74.0, 19.0]",,Low Pass,,14.422205,Incomplete,,,,,,,,Recovery,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,3,Sevilla,213,"['05a34793-f03b-48a9-b2a7-e5badfe8f400', 'd436780c-ad47-408a-9b3d-9dce1d2e2b5b']",42,,,,,,,,,,,,,,,,,Barcelona,217,00:00:42.525,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.4169,,,,,,,,,,,,,2fd5ee85-a381-4399-aa48-8cc97a75f1fb,56,,"[48.0, 55.0]",16190,0,,,,-0.16514868,,Left Foot,,,,"[78.0, 50.0]",,High Pass,,30.413813,,,Wissam Ben Yedder,6723.0,,,,,,1,Regular Play,Éver Maximiliano David Banega,5504.0,Right Defensive Midfield,3,Sevilla,213,['52e43d06-41dd-43a5-927a-d33769838348'],45,,,,,,,,,,,,,,,,,Sevilla,213,00:00:45.661,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.48,,,,,,,,,,,,,a377e178-1d92-410c-b669-72942d7147f4,59,,"[90.0, 30.0]",16190,0,,,,-0.7853982,,Right Foot,,,,"[104.0, 16.0]",,Ground Pass,,19.79899,,,Maximilian Wöber,8068.0,,,,,,1,Regular Play,Wissam Ben Yedder,6723.0,Center Forward,3,Sevilla,213,['49dd857a-c15c-4fb2-90a4-947952611ead'],50,,,,,,,,,,,,,,,,,Sevilla,213,00:00:50.899,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.8898,,,,,,,,,,,,,216652f4-32d3-4b2f-b97a-9e9a94d3f004,62,,"[104.0, 16.0]",16190,0,,,,1.1071488,,Left Foot,True,,,"[114.0, 36.0]",,Ground Pass,,22.36068,Pass Offside,,Quincy Anton Promes,13360.0,,,,,,1,Regular Play,Maximilian Wöber,8068.0,Left Back,3,Sevilla,213,['6b34c00a-890e-4143-a9e8-2480ae1f79d9'],52,,,,,,,,,,,,,,,,,Sevilla,213,00:00:52.499,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.171507,,,,,,,,,,,,,4d3a8617-36be-4002-812f-e42c7d7d7deb,64,,"[10.0, 51.0]",16190,1,True,,,1.6332152,,Left Foot,,,,"[9.0, 67.0]",,Ground Pass,,16.03122,,,Gerard Piqué Bernabéu,5213.0,,,,,Free Kick,1,From Free Kick,Marc-André ter Stegen,20055.0,Goalkeeper,4,Barcelona,217,['673f0f16-3966-4670-8f67-3c20d2fdaa13'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:01:08.924,Pass,,2018/2019
,,,,,,,,,,,,,,,,4.898133,,,,,,,,,,,,,ffbd2d92-c44f-476c-9f95-a2f01da86353,66,,"[17.0, 67.0]",16190,1,,,,-0.59506965,,Right Foot,,,,"[82.0, 23.0]",,High Pass,,78.492035,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,True,,,,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,4,Barcelona,217,"['17cbc029-4d47-4e8c-9df4-6488cfb3fd89', '5069f71b-9148-4413-940f-a89f29ba4fe9']",13,,,,,,,,,,,,,,,,,Barcelona,217,00:01:13.580,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.1157,,,,,,,,,,,,,5069f71b-9148-4413-940f-a89f29ba4fe9,68,,"[39.0, 58.0]",16190,1,,,,-0.38050637,,Right Foot,,,,"[49.0, 54.0]",,Low Pass,,10.770329,,,Éver Maximiliano David Banega,5504.0,,,,,Recovery,1,Regular Play,Simon Thorup Kjær,5534.0,Right Center Back,5,Sevilla,213,"['552ade7a-d7a4-411f-9501-b67608c174f9', 'ffbd2d92-c44f-476c-9f95-a2f01da86353']",18,,,,,,,,,,,,,,,,,Sevilla,213,00:01:18.479,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.1719,,,,,,,,,,,,,5706c231-632e-4244-ba7a-a5f710f5af67,71,,"[49.0, 54.0]",16190,1,,,,1.2753555,,Right Foot,,,,"[56.0, 77.0]",,Low Pass,,24.04163,,,Gabriel Iván Mercado,5742.0,,,,,,1,Regular Play,Éver Maximiliano David Banega,5504.0,Right Defensive Midfield,5,Sevilla,213,['e784f073-fbd4-41f6-b2ee-9f94462f4018'],19,,,,,,,,,,,,,,,,,Sevilla,213,00:01:19.714,Pass,,2018/2019
,,,,,,,,,,,,,,,,3.1955,,,,,,,,,,,,,c728dc96-9b94-4de1-bf3c-596cad0b6095,74,,"[53.0, 78.0]",16190,1,,,,-0.19270076,,Right Foot,,,,"[94.0, 70.0]",,Low Pass,,41.773197,Incomplete,,Jesús Navas González,6821.0,,,,,,1,Regular Play,Gabriel Iván Mercado,5742.0,Right Back,5,Sevilla,213,"['132ddadf-3b53-45b5-b432-bee71ec0c345', '5c06ff1c-7751-460b-aa65-3ed768430040']",22,,,,,,,,,,,,,,,,,Sevilla,213,00:01:22.726,Pass,,2018/2019
,,,,,,,,,,,,,,,,2.645695,,,,,,,,,,,,,5c06ff1c-7751-460b-aa65-3ed768430040,77,,"[27.0, 11.0]",16190,1,,,,2.2455373,,Right Foot,,,,"[7.0, 36.0]",,Ground Pass,,32.01562,,,Marc-André ter Stegen,20055.0,,,,,Recovery,1,Regular Play,Samuel Yves Umtiti,5492.0,Left Center Back,5,Sevilla,213,"['24d90ad8-abcb-42cb-b1e1-4ba016664170', 'c728dc96-9b94-4de1-bf3c-596cad0b6095']",25,,,,,,,,,,,,,,,,,Barcelona,217,00:01:25.922,Pass,,2018/2019
,,,,,,,,,,,,,,,,3.028185,,,,,,,,,,,,,7afc69ea-5a9a-402c-9e88-101667db9617,81,,"[6.0, 39.0]",16190,1,,,,0.049140733,,Right Foot,,,,"[67.0, 42.0]",,High Pass,,61.073727,Pass Offside,,Lionel Andrés Messi Cuccittini,5503.0,,,Through Ball,True,,1,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,5,Sevilla,213,"['7718a8e3-5030-40e4-981d-474d4c131ef5', 'ccb65c71-ef06-4b76-9671-75bd9cc6f4eb']",30,,,,,,,,,,,,,,,,,Barcelona,217,00:01:30.053,Pass,True,2018/2019
,,,,,,,,,,,,,,,,2.023107,,,,,,,,,,,,,4f2f96eb-09fd-4e59-9aac-9f7262256730,83,,"[42.0, 34.0]",16190,1,True,,,-0.7086263,,Right Foot,,,,"[49.0, 28.0]",,Ground Pass,,9.219544,,,Marko Rog,7040.0,,,,,Free Kick,1,From Free Kick,Sergi Gómez Solà,6804.0,Left Center Back,6,Sevilla,213,['e31a90cf-b7b0-40d3-9b42-41c3fc5b0341'],47,,,,,,,,,,,,,,,,,Sevilla,213,00:01:47.989,Pass,,2018/2019
,,,,,,,,,,,,,,,,2.41044,,,,,,,,,,,,,78e02782-5bda-4582-80c8-8aaf0b26717f,85,,"[59.0, 25.0]",16190,1,True,,,-0.6682894,,Right Foot,,,,"[78.0, 10.0]",,Ground Pass,,24.207438,,,Maximilian Wöber,8068.0,,,,,,1,From Free Kick,Marko Rog,7040.0,Left Defensive Midfield,6,Sevilla,213,['be8e1908-5093-4776-aacf-2117c165bcbe'],50,,,,,,,,,,,,,,,,,Sevilla,213,00:01:50.889,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.5791,,,,,,,,,,,,,cf788485-6544-462a-a516-28e5007bff48,88,,"[87.0, 9.0]",16190,1,,,,-0.32175055,,Left Foot,,,,"[93.0, 7.0]",,Ground Pass,,6.3245554,,,Quincy Anton Promes,13360.0,,,,,,1,From Free Kick,Maximilian Wöber,8068.0,Left Back,6,Sevilla,213,['3cf1f1f7-7ab9-480e-999e-3dc0ea8a2f24'],55,,,,,,,,,,,,,,,,,Sevilla,213,00:01:55.004,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.1305,,,,,,,,,,,,,28e35fcf-6f32-4f1c-ba1a-e7502aaf2aab,91,,"[92.0, 6.0]",16190,1,,,,1.1071488,,Right Foot,,,,"[93.0, 8.0]",,Ground Pass,,2.236068,Incomplete,,Maximilian Wöber,8068.0,,,,,,1,From Free Kick,Quincy Anton Promes,13360.0,Left Midfield,6,Sevilla,213,"['4b39ced3-e4b6-4db8-85f6-9dd005ca6636', 'a890f29b-2ccf-4632-b106-20249680cddf']",56,,,,,,,,,,,,,,,,,Sevilla,213,00:01:56.451,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.0832,,,,,,,,,,,,,1a7e6401-add2-4f44-ba99-5c626af50b8f,96,,"[31.0, 72.0]",16190,1,,,,2.158799,,Left Foot,,,,"[27.0, 78.0]",,High Pass,,7.2111025,,,Nélson Cabral Semedo,6374.0,,,,,Recovery,1,From Free Kick,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,6,Sevilla,213,"['205437a5-ef77-49d3-a614-e7402ce72986', '5a2d77ea-92bd-4306-b1b7-b1e5c86ab865']",57,,,,,,,,,,,,,,,,,Barcelona,217,00:01:57.504,Pass,True,2018/2019
,,,,,,,,,,,,,,,,3.0092,,,,,,,,,,,,,93257e6f-3d40-4f35-ab88-4204c3b6f80a,98,,"[27.0, 78.0]",16190,1,,,,-0.058755822,,Left Foot,,,,"[44.0, 77.0]",,High Pass,,17.029387,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,From Free Kick,Nélson Cabral Semedo,6374.0,Right Back,6,Sevilla,213,"['4429e07e-8735-4f75-89de-66320b7380c0', '5c85a676-264d-4ab9-b8d6-e47ea15c968d']",58,,,,,,,,,,,,,,,,,Barcelona,217,00:01:58.587,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.8263,,,,,,,,,,,,,01871843-731b-42bf-a7b7-a0066d260108,102,,"[77.0, 4.0]",16190,2,,,,0.0,,Right Foot,,,,"[85.0, 4.0]",,Low Pass,,8.0,,,Maximilian Wöber,8068.0,,,,,,1,From Free Kick,Marko Rog,7040.0,Left Defensive Midfield,6,Sevilla,213,['47801e0f-15ae-4e3e-b299-f42c7646ad4e'],2,,,,,,,,,,,,,,,,,Sevilla,213,00:02:02.122,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.04584,,,,,,,,,,,,,2638eb0b-89b6-42cd-b4d9-c6f4c2e93282,105,,"[85.0, 4.0]",16190,2,,,,0.8519663,,Right Foot,,,,"[92.0, 12.0]",,Low Pass,,10.630146,,,Wissam Ben Yedder,6723.0,,,,,,1,From Free Kick,Maximilian Wöber,8068.0,Left Back,6,Sevilla,213,['487d2afe-3a70-4840-aa07-6452d499fd57'],2,,,,,,,,,,,,,,,,,Sevilla,213,00:02:02.959,Pass,,2018/2019
,,,,,,,,,,,,,,,,2.2761,,,,,,,,,,,,,09ea7129-67d3-4302-8b56-2ecbc2562638,122,,"[37.0, 32.0]",16190,2,,,,0.6171914,,Right Foot,,,,"[68.0, 54.0]",,Ground Pass,,38.013157,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Free Kick,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,6,Sevilla,213,"['a4027de4-57b5-48d8-aa54-fe7388f5c3f3', 'f4c0a4eb-c03f-4cc9-8fd0-621598a19f5c']",14,,,,,,,,,,,,,,,,,Barcelona,217,00:02:14.544,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.876944,,,,,,,,,,,,,a4027de4-57b5-48d8-aa54-fe7388f5c3f3,124,,"[53.0, 27.0]",16190,2,,,,-0.6435011,,Right Foot,,,,"[61.0, 21.0]",,Ground Pass,,10.0,,,Maximilian Wöber,8068.0,,,,,Recovery,1,From Free Kick,Sergi Gómez Solà,6804.0,Left Center Back,6,Sevilla,213,"['09ea7129-67d3-4302-8b56-2ecbc2562638', '57875bd4-ce50-46c2-ad1b-f12609927424']",16,,,,,,,,,,,,,,,,,Sevilla,213,00:02:16.820,Pass,,2018/2019
