50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,0.950355,,,,,,,,,,,,,,,ef5d0a5e-b450-491f-8a24-9fc4ad12ac01,34,,"[66.2, 18.4]",69240,0,,,,,0.15214832,,Left Foot,,,"[81.2, 20.7]",,Ground Pass,,15.175309,,,,,Nicolás Ladislao Fedor Flores,26685.0,,,,,,1,From Kick Off,Derek Owusu Boateng,26684.0,Left Center Midfield,2,Getafe,216,['7651a0b8-d5d4-426a-849d-2c2d7b8a664c'],22,,,,,,,,,,,,,,,,,Getafe,216,00:00:22.061,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,2.14547,,,,,,,,,,,,,,,60f2371c-c003-42db-9548-bb7b8557572f,38,,"[37.6, 56.1]",69240,0,,,,,-0.44387618,,Right Foot,,,"[51.9, 49.3]",,Ground Pass,,15.834456,,,Incomplete,,,,,,,,Recovery,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Getafe,216,['26fd2f41-a5ae-46df-b67e-61e3c60e5ae4'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:00:23.776,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,1.059756,,,,,,,,,,,,,,,1560a76a-31c7-4604-8f15-854da9c4c8ad,41,,"[67.0, 44.4]",69240,0,,,,,1.0651381,,Right Foot,,,"[76.8, 62.1]",,Ground Pass,,20.231905,,,,,Pedro Ríos Maestre,26657.0,,,,,,1,From Kick Off,Rafael López Gómez,24614.0,Right Center Back,2,Getafe,216,['a5ac1352-5b67-49cc-af48-764372df365b'],27,,,,,,,,,,,,,,,,,Getafe,216,00:00:27.215,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,1.985817,,,,,,,,,,,,,,,014edb40-5652-49d3-a64f-a0ad8b2ae79d,45,,"[76.8, 62.1]",69240,0,,,,,2.014948,,Right Foot,,,"[69.9, 76.6]",,Ground Pass,,16.05802,,,,,Miguel Torres Gómez,6878.0,,,,,,1,From Kick Off,Pedro Ríos Maestre,26657.0,Right Wing,2,Getafe,216,['2efac27e-8d7e-4b5d-a651-368667018776'],29,,,,,,,,,,,,,,,,,Getafe,216,00:00:29.310,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,0.985,,,,,,,,,,,,,,,b7ef7368-2bb0-474f-be91-ca0b3f573e49,48,,"[69.9, 76.6]",69240,0,,,,,0.04107278,,Right Foot,,,"[84.5, 77.2]",,Ground Pass,,14.612324,,,Incomplete,,Juan Ángel Albín Leites,26425.0,,,,,,1,From Kick Off,Miguel Torres Gómez,6878.0,Right Back,2,Getafe,216,"['3ad31d00-bab0-4475-988f-1198dc995cc1', '95c7d594-e98f-47c0-bec8-bdeeb7222622']",32,,,,,,,,,,,,,,,,,Getafe,216,00:00:32.295,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,1.229524,,,,,,,,,,,,,,,95c7d594-e98f-47c0-bec8-bdeeb7222622,50,,"[36.5, 3.8]",69240,0,,,,,-0.014813731,,Left Foot,,,"[50.0, 3.6]",,High Pass,,13.501481,,,,,Andrés Iniesta Luján,5216.0,,,,,Recovery,1,Regular Play,Gabriel Alejandro Milito,25919.0,Left Center Back,3,Barcelona,217,"['36f70591-ef10-45d9-b1bb-ee71fd803e43', 'b7ef7368-2bb0-474f-be91-ca0b3f573e49']",33,,,,,,,,,,,,,,,,,Barcelona,217,00:00:33.280,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,0.756443,,,,,,,,,,,,,,,fbd007c1-32fb-4618-a245-7161e29a1bd9,53,,"[49.6, 3.8]",69240,0,,,,,1.80682,,Right Foot,,,"[47.7, 11.7]",,Ground Pass,,8.125269,,,,,Seydou Kéita,20169.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Wing,3,Barcelona,217,['04b73c85-93d7-4dce-b834-0257c3f81a85'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:00:34.716,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,0.742787,,,,,,,,,,,,,,,916ba44d-628a-438b-a1dc-ebdfc00f9ebe,56,,"[51.9, 15.0]",69240,0,,,,,-1.3213831,,Right Foot,,,"[54.6, 4.4]",,Ground Pass,,10.938464,,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Seydou Kéita,20169.0,Right Center Midfield,3,Barcelona,217,['66993da2-cd5a-4f39-9b2e-9ce74825a536'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:00:38.474,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,3.381993,,,,,,,,,,,,,,,24da0643-663a-465f-8711-d4ca48bd24be,60,,"[61.2, 16.8]",69240,0,,,,,1.5622932,,Right Foot,,,"[61.7, 75.6]",,High Pass,,58.802124,,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,True,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Wing,3,Barcelona,217,"['a111d8a1-b238-40cb-8924-b1bceab6adc2', 'c34ddf8c-49bd-4083-9cd9-6d32d3425853']",43,,,,,,,,,,,,,,,,,Barcelona,217,00:00:43.928,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,,0.378043,,,,,,,,,,,,,,,9eeefb4f-6521-461a-ab78-c63314fb06c2,63,,"[75.0, 75.6]",69240,0,,,,,0.20095426,,Left Foot,,,"[80.4, 76.7]",,Ground Pass,,5.510898,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Maxwell Scherrer Cabelino Andrade,26613.0,Right Back,3,Barcelona,217,['3e3402b0-c72c-4e1b-98ad-751266025472'],49,,,,,,,,,,,,,,,,,Barcelona,217,00:00:49.244,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,1.707786,,,,,,,,,,,,,,,e94c0b70-3b8a-4dc3-8dbb-8df78073b512,66,,"[79.9, 76.7]",69240,0,,,,,-2.2455373,,Left Foot,,,"[69.1, 63.2]",,Ground Pass,,17.288435,,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,3,Barcelona,217,['dc4bb371-1584-414a-b1e1-fdcf745ce17d'],49,,,,,,,,,,,,,,,,,Barcelona,217,00:00:49.920,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,0.80248,,,,,,,,,,,,,,,a589fd0e-2dc9-4abe-be50-ac780230cf9b,69,,"[69.1, 63.2]",69240,0,,,,,1.2399826,,Right Foot,,,"[72.5, 73.1]",,Ground Pass,,10.467569,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,3,Barcelona,217,['189c3870-550d-47c6-b03a-a0498424924a'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:00:52.828,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,0.828783,,,,,,,,,,,,,,,5381387e-eab3-4188-a3bd-b889f1560ea7,72,,"[69.6, 67.7]",69240,0,,,,,-2.6144466,,Left Foot,,,"[62.9, 63.8]",,Ground Pass,,7.752419,,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,3,Barcelona,217,['3a257317-af4a-40ed-bd53-dcb91c4b07ff'],55,,,,,,,,,,,,,,,,,Barcelona,217,00:00:55.553,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,1.042687,,,,,,,,,,,,,,,01aa5b9e-6128-4c8d-a63e-dfb57304e415,76,,"[60.4, 61.7]",69240,0,,,,,-3.074579,,Right Foot,,,"[45.5, 60.7]",,Ground Pass,,14.933519,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,3,Barcelona,217,"['ae4b4501-2938-41ec-8268-379ef9d7972b', 'da464589-1406-4887-9502-1c44a83da854']",57,,,,,,,,,,,,,,,,,Barcelona,217,00:00:57.497,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,,1.645028,,,,,,,,,,,,,,,ca2be9df-0cbc-4a6f-877c-86c41a72505d,80,,"[49.6, 63.4]",69240,1,,,,,0.7199646,,Right Foot,,,"[68.3, 79.8]",,Ground Pass,,24.872675,,,Out,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['4e887635-ff9f-4c7a-a91e-3b886567b109'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:01:01.069,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,1.581924,,,,,,,,,,,,,,,0cfbed47-50c9-4333-bcc3-7b79f7c70dba,82,,"[53.1, 1.0]",69240,1,,,,,1.6418065,,,,,"[51.4, 24.9]",,Low Pass,,23.960384,,,,,Derek Owusu Boateng,26684.0,,,,,Throw-in,1,From Throw In,José Manuel Jiménez Ortiz,26436.0,Left Back,4,Getafe,216,['0ec35d64-ef12-4d29-9df3-2b4b2751982c'],12,,,,,,,,,,,,,,,,,Getafe,216,00:01:12.966,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,1.632273,,,,,,,,,,,,,,,c09eba5c-aac7-4912-80c7-cc9da6fa4e35,90,,"[82.4, 43.0]",69240,1,,,,,-1.1350385,,Left Foot,,,"[91.2, 24.1]",,Ground Pass,,20.84826,,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Seydou Kéita,20169.0,Right Center Midfield,5,Barcelona,217,"['713200f8-0911-43c9-8b69-00ec6bd6be42', '9eb2f7d6-6489-45ca-88f9-6422b77e7cd0']",20,,,,,,,,,,,,,,,,,Barcelona,217,00:01:20.089,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,,1.461521,,,,,,,,,,,,,,,43194fa3-cb07-4174-bf54-5387930f68e6,93,,"[96.8, 26.8]",69240,1,,,,,1.9163519,,Right Foot,,,"[91.4, 41.8]",,Ground Pass,,15.942396,,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Wing,5,Barcelona,217,['fea61d2c-fbc0-4c0a-8b75-1b0d78dd90bc'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:01:23.007,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,1.983539,,,,,,,,,,,,,,,ffa5b132-5cee-4b33-89f8-bf416ca9259a,97,,"[84.1, 45.5]",69240,1,,,,,-0.91301936,,Right Foot,,,"[103.8, 20.0]",,Ground Pass,,32.22328,,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,5,Barcelona,217,['5b102d82-ca02-40b1-ae75-6d9ec762ae90'],28,,,,,,,,,,,,,,,,,Barcelona,217,00:01:28.534,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,0.813411,,,,,,,,,,,,,,,7faee696-e0d5-4b2e-8943-fd69d16b2783,100,,"[103.0, 20.0]",69240,1,,,,,-0.29256177,,Right Foot,,,"[111.3, 17.5]",,Ground Pass,,8.668333,,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Wing,5,Barcelona,217,['f447570e-6014-4d33-8410-d4a3ded036b4'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:01:31.356,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,0.863332,,,,,,,,,,,,,,,b9abb369-7f13-4b9d-a75e-5cf6a0e22179,104,,"[111.9, 17.9]",69240,1,,,,,1.6207547,,Left Foot,True,,"[111.1, 33.9]",,High Pass,,16.019987,,,Incomplete,,Zlatan Ibrahimović,3672.0,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,5,Barcelona,217,"['0c3b0ec9-3237-4e2d-8d34-a412642bfb4b', '588f9860-9deb-4c4f-a917-d08819683fe2', 'e0cb47f0-960e-4ce9-b12a-49d41168c83e']",32,,,,,,,,,,,,,,,,,Barcelona,217,00:01:32.542,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,,1.84807,,,,,,,,,,,,,,,6cd6feab-b20b-409d-9e49-9b03d54e1c78,107,,"[33.8, 48.2]",69240,1,,,,,-1.3418021,,Left Foot,,,"[36.9, 34.9]",,Ground Pass,,13.6565,,,,,Nicolás Ladislao Fedor Flores,26685.0,,,,,Recovery,1,Regular Play,Juan Ángel Albín Leites,26425.0,Center Attacking Midfield,5,Barcelona,217,['d3e29010-0179-482b-9c94-7a2f354c62ac'],34,,,,,,,,,,,,,,,,,Getafe,216,00:01:34.900,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,1.309627,,,,,,,,,,,,,,,36fa394d-bf2c-4539-88f4-a8484ca86249,110,,"[36.7, 35.1]",69240,1,,,,,1.3794175,,Right Foot,,,"[42.9, 67.1]",,Low Pass,,32.595093,,,Incomplete,,Pedro Ríos Maestre,26657.0,,,,,,1,Regular Play,Nicolás Ladislao Fedor Flores,26685.0,Left Wing,5,Barcelona,217,"['621c3d7a-5e44-45aa-bd26-aba10dbdf85f', 'c2291a77-b17b-4ff6-9607-eea4f9a46ad6']",37,,,,,,,,,,,,,,,,,Getafe,216,00:01:37.958,Pass,,2009/2010
,,,,,,,,,,,,,,,,,,1.012548,,,,,,,,,,,,,,,b66b44f3-aef1-4815-b90c-45b254ce8e33,114,,"[85.3, 26.8]",69240,1,,,,,-0.7454195,,Right Foot,,,"[90.5, 22.0]",,Ground Pass,,7.0767226,,,,,Zlatan Ibrahimović,3672.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Wing,5,Barcelona,217,['a301d862-6a3a-4bf7-94d7-67c35f83b6a2'],42,,,,,,,,,,,,,,,,,Barcelona,217,00:01:42.886,Pass,,2009/2010
