ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,1.533681,,,,,,,,,,,,,dec4f768-0112-4fd0-a68b-a45ebe5889f4,19,,"[10.7, 43.0]",3773526,0,,,,,-1.0627652,,Right Foot,,,"[25.9, 15.7]",,High Pass,,31.24628,,,,Héctor Junior Firpo Adames,17304.0,,,,,,1,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,3,Barcelona,217,"['82a32447-c801-4a97-85aa-acd3bdb8679d', 'c0ec1427-cd75-4b4d-b78a-080784c7abfc']",10,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:10.372,Pass,True,2020/2021
,,,,,,,,,,,,,,,1.381189,,,,,,,,,,,,,1ffeaa8b-b961-4ec8-903c-fbe2d8202bbf,23,,"[17.2, 3.4]",3773526,0,,,,,0.4636476,,Left Foot,,,"[30.8, 10.2]",,Low Pass,,15.205262,,,,Ricard Puig Martí,24841.0,,,,,,1,Regular Play,Héctor Junior Firpo Adames,17304.0,Left Back,3,Barcelona,217,"['bcbb8f71-22f8-482f-8054-19c501c5986a', 'd5736a1b-72ce-4373-b2db-e1536d711c5a']",15,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:15.303,Pass,True,2020/2021
,,,,,,,,,,,,,,,0.959509,,,,,,,,,,,,,fb19c5f4-5ebe-4601-9444-8cc797c106e2,26,,"[31.1, 9.9]",3773526,0,,,,,3.0543149,,Right Foot,,,"[23.1, 10.6]",,Ground Pass,,8.030566,,,,Héctor Junior Firpo Adames,17304.0,,,,,,1,Regular Play,Ricard Puig Martí,24841.0,Left Center Midfield,3,Barcelona,217,"['046d334c-35e7-43aa-bf18-43104d500e3d', 'cf840f4a-e716-4613-aa8a-16eb07459a66']",16,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:16.684,Pass,True,2020/2021
,,,,,,,,,,,,,,,0.739395,,,,,,,,,,,,,6c94312b-f67c-4875-b458-0f633f5c431f,28,,"[23.1, 10.6]",3773526,0,,,,,1.3780956,,Left Foot,,,"[24.7, 18.8]",,Ground Pass,,8.354639,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Héctor Junior Firpo Adames,17304.0,Left Back,3,Barcelona,217,['c95e0047-956e-425e-8faa-59c4eacf8300'],17,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:17.643,Pass,,2020/2021
,,,,,,,,,,,,,,,1.599999,,,,,,,,,,,,,6cd3f658-64f9-4336-a829-0d4bf82679af,30,,"[24.7, 18.8]",3773526,0,,,,,3.1159573,,Right Foot,,,"[9.1, 19.2]",,Ground Pass,,15.605127,,,,Clément Lenglet,6826.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Barcelona,217,['131594df-f37f-410a-9c2a-8c6fc0235286'],18,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:18.383,Pass,,2020/2021
,,,,,,,,,,,,,,,2.399998,,,,,,,,,,,,,42fb7e25-f2f6-44ef-b113-921825c0a879,33,,"[11.3, 19.8]",3773526,0,,,,,1.4584663,,Left Foot,,,"[15.0, 52.6]",,Ground Pass,,33.00803,,,,Frenkie de Jong,8118.0,,,,,,1,Regular Play,Clément Lenglet,6826.0,Left Center Back,3,Barcelona,217,['956b5dbd-1519-42a6-9cbf-fa261f450719'],20,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:20.783,Pass,,2020/2021
,,,,,,,,,,,,,,,0.76248,,,,,,,,,,,,,a408610b-48f0-4ac0-afeb-f09af5beb0de,36,,"[41.3, 29.7]",3773526,0,,,,,0.23941286,,Right Foot,,,"[54.0, 32.8]",,Ground Pass,,13.072873,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Frenkie de Jong,8118.0,Right Center Back,3,Barcelona,217,['2399bd73-9201-4958-8bba-2013e0327b7c'],29,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:29.802,Pass,,2020/2021
,,,,,,,,,,,,,,,0.793047,,,,,,,,,,,,,30b45b8a-0036-4f20-b71f-2d821a080c4d,38,,"[54.0, 32.8]",3773526,0,,,,,-2.8027983,,Right Foot,,,"[43.5, 29.1]",,Ground Pass,,11.132834,,,,Frenkie de Jong,8118.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Barcelona,217,['e1bd3dec-51f0-41ee-8996-be9f8fc35bb2'],30,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:30.564,Pass,,2020/2021
,,,,,,,,,,,,,,,1.32061,,,,,,,,,,,,,e2fb1874-0258-4b9a-a4d7-76f1ef0bc869,40,,"[43.5, 29.1]",3773526,0,,,,,-1.2669467,,Right Foot,,,"[47.2, 17.3]",,Ground Pass,,12.366487,,,,Clément Lenglet,6826.0,,,,,,1,Regular Play,Frenkie de Jong,8118.0,Right Center Back,3,Barcelona,217,['6ec9bce3-5a7b-424f-900f-7e5cda2a8207'],31,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:31.357,Pass,,2020/2021
,,,,,,,,,,,,,,,2.399999,,,,,,,,,,,,,d3a93164-326b-4155-8b6a-cff7e06c2d6e,43,,"[49.7, 15.2]",3773526,0,,,,,2.2531128,,Left Foot,,,"[35.4, 32.8]",,Ground Pass,,22.67708,,,,Frenkie de Jong,8118.0,,,,,,1,Regular Play,Clément Lenglet,6826.0,Left Center Back,3,Barcelona,217,['96bdefaf-6ed5-4e86-bfb4-5ab2b03427ae'],34,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:34.495,Pass,,2020/2021
,,,,,,,,,,,,,,,1.199999,,,,,,,,,,,,,f2ed1afa-6976-4e17-9f3f-a73499392fb4,46,,"[35.4, 35.6]",3773526,0,,,,,1.4470537,,Right Foot,,,"[37.9, 55.7]",,Ground Pass,,20.254875,,,,Óscar Mingueza García,43728.0,,,,,,1,Regular Play,Frenkie de Jong,8118.0,Right Center Back,3,Barcelona,217,['1f7c1984-ead3-4c50-a930-8bcb254798db'],37,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:37.093,Pass,,2020/2021
,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,9f88ee15-f672-472b-aa83-90971fe6bb69,49,,"[44.8, 55.4]",3773526,0,,,,,-1.7858112,,Right Foot,,,"[41.0, 38.0]",,Ground Pass,,17.81011,,,,Frenkie de Jong,8118.0,,,,,,1,Regular Play,Óscar Mingueza García,43728.0,Right Back,3,Barcelona,217,['da50823b-fc87-4ccb-931f-f6836b9268c2'],40,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:40.297,Pass,,2020/2021
,,,,,,,,,,,,,,,1.599999,,,,,,,,,,,,,d076c57a-61f9-48ac-b45d-57b0c9525f31,52,,"[42.9, 31.6]",3773526,0,,,,,-0.94759697,,Right Foot,,,"[52.1, 18.8]",,Ground Pass,,15.763248,,,,Clément Lenglet,6826.0,,,,,,1,Regular Play,Frenkie de Jong,8118.0,Right Center Back,3,Barcelona,217,['fc054ee7-a855-4c5c-a72a-a1392b196dcd'],43,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:43.121,Pass,,2020/2021
,,,,,,,,,,,,,,,0.875367,,,,,,,,,,,,,a10a3c8e-c48d-4e83-a633-52db3b15d8c3,55,,"[55.5, 19.2]",3773526,0,,,,,-0.038815446,,Left Foot,,,"[65.8, 18.8]",,Ground Pass,,10.307764,,,,Ricard Puig Martí,24841.0,,,,,,1,Regular Play,Clément Lenglet,6826.0,Left Center Back,3,Barcelona,217,['55da5766-f544-450a-800d-97f512f1bd62'],45,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:45.777,Pass,,2020/2021
,,,,,,,,,,,,,,,1.660357,,,,,,,,,,,,,c0cb6ad1-7788-479c-90ab-1218135460b8,59,,"[63.9, 20.7]",3773526,0,,,,,2.4970732,,Right Foot,,,"[48.2, 32.5]",,Ground Pass,,19.64001,,,,Frenkie de Jong,8118.0,,,,,,1,Regular Play,Ricard Puig Martí,24841.0,Left Center Midfield,3,Barcelona,217,"['23f7475a-a285-46f7-99fc-82ea3cc93108', 'e5977b24-aec8-4711-a520-08386b8ced39']",47,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:47.700,Pass,True,2020/2021
,,,,,,,,,,,,,,,1.736835,,,,,,,,,,,,,f0b663d8-26b7-4476-9093-da78c9a5d275,61,,"[48.2, 32.5]",3773526,0,,,,,1.5560915,,Right Foot,,,"[48.5, 52.9]",,Ground Pass,,20.402206,,,,Óscar Mingueza García,43728.0,,,,,,1,Regular Play,Frenkie de Jong,8118.0,Right Center Back,3,Barcelona,217,['148499d8-c3cc-4587-94b1-491a70872626'],49,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:49.360,Pass,,2020/2021
,,,,,,,,,,,,,,,1.358685,,,,,,,,,,,,,c7ac3804-b5e0-4256-be74-4c9145d91858,64,,"[49.9, 57.6]",3773526,0,,,,,0.59115714,,Right Foot,,,"[64.5, 67.4]",,Ground Pass,,17.584084,,,,Francisco António Machado Mota de Castro Trincão,22390.0,,,,,,1,Regular Play,Óscar Mingueza García,43728.0,Right Back,3,Barcelona,217,['19bd3c03-5eab-4340-8bf8-cb18272222e3'],52,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:52.698,Pass,,2020/2021
,,,,,,,,,,,,,,,1.599997,,,,,,,,,,,,,807e5390-b407-48fc-bea9-50cb6c9c5c4e,67,,"[63.0, 69.3]",3773526,0,,,,,-2.644962,,Left Foot,,,"[47.5, 60.9]",,Ground Pass,,17.629805,,,,Óscar Mingueza García,43728.0,,,,,,1,Regular Play,Francisco António Machado Mota de Castro Trincão,22390.0,Right Wing,3,Barcelona,217,['2c945636-fd46-4942-b286-24fe330dc379'],55,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:55.107,Pass,,2020/2021
,,,,,,,,,,,,,,,1.199999,,,,,,,,,,,,,6b8bab91-3517-4a4e-b2b1-f7b786a09206,70,,"[45.1, 61.2]",3773526,0,,,,,-1.7422798,,Right Foot,,,"[42.0, 43.3]",,Ground Pass,,18.166452,,,,Frenkie de Jong,8118.0,,,,,,1,Regular Play,Óscar Mingueza García,43728.0,Right Back,3,Barcelona,217,['c09ee44c-7502-4269-a9f5-c76c3927ebed'],57,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:57.428,Pass,,2020/2021
,,,,,,,,,,,,,,,2.513427,,,,,,,,,,,,,e4bafbce-ce5b-40a4-bf78-05f30be50ec4,73,,"[43.2, 33.1]",3773526,1,,,,,-1.4485046,,Right Foot,,,"[45.4, 15.2]",,Ground Pass,,18.034689,,,,Clément Lenglet,6826.0,,,,,,1,Regular Play,Frenkie de Jong,8118.0,Right Center Back,3,Barcelona,217,['32e2151d-b09c-4b4b-953d-ade691b9d4c1'],0,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:00.117,Pass,,2020/2021
,,,,,,,,,,,,,,,0.699633,,,,,,,,,,,,,c0ab157b-422d-4543-9017-121ef17cf87a,76,,"[54.0, 16.0]",3773526,1,,,,,0.6183423,,Left Foot,,,"[68.9, 26.6]",,Ground Pass,,18.285788,,,,Antoine Griezmann,5487.0,,,,,,1,Regular Play,Clément Lenglet,6826.0,Left Center Back,3,Barcelona,217,['8d45f939-9e60-4fe6-ad45-c001e61c6829'],3,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:03.556,Pass,,2020/2021
,,,,,,,,,,,,,,,1.493092,,,,,,,,,,,,,110cdd06-9a8b-49b7-9fa9-23a10eae35b9,79,,"[69.2, 25.7]",3773526,1,,,,,-0.9215763,,Left Foot,,,"[84.0, 6.2]",,Ground Pass,,24.4804,,,,Héctor Junior Firpo Adames,17304.0,,,,,,1,Regular Play,Antoine Griezmann,5487.0,Left Wing,3,Barcelona,217,['077b2081-09d0-43b3-9b75-5cb1c0751401'],5,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:05.346,Pass,,2020/2021
,,,,,,,,,,,,,,,1.273717,,,,,,,,,,,,,ef1c9efe-ea59-40df-823a-57f7cbe8a1cb,83,,"[87.1, 8.1]",3773526,1,,,,,1.6829365,,Left Foot,,,"[84.6, 30.3]",,Ground Pass,,22.340322,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Héctor Junior Firpo Adames,17304.0,Left Back,3,Barcelona,217,"['6236d347-4e28-468c-aedd-d73631b16e60', 'f6766764-e1e4-43ed-a9b3-d7e952cb12e1']",7,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:07.717,Pass,True,2020/2021
,,,,,,,,,,,,,,,0.863998,,,,,,,,,,,,,cddcec58-9f25-4739-8438-137cfaa4ae11,87,,"[84.9, 32.5]",3773526,1,,,,,-3.0205655,,Left Foot,,,"[77.5, 31.6]",,Ground Pass,,7.454529,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,3,Barcelona,217,"['1a30267a-a9ab-479c-8103-d2df8920793e', '8f99eadd-6069-4059-bf3b-ee5deb862ffd']",9,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:09.031,Pass,True,2020/2021
,,,,,,,,,,,,,,,1.000695,,,,,,,,,,,,,0c4e8ad3-49b2-4594-bdc0-e082d67b2602,89,,"[79.0, 31.9]",3773526,1,,,,,0.8285087,,Right Foot,,,"[91.2, 45.2]",,Ground Pass,,18.04799,,,,Moriba Kourouma Kourouma,39073.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Barcelona,217,['c76949a9-f225-4a39-92fb-411ff5d06c60'],9,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:09.895,Pass,,2020/2021
,,,,,,,,,,,,,,,0.536653,,,,,,,,,,,,,2a3ef4c2-06c1-474f-b9e0-72c1b4c52caf,91,,"[91.2, 45.2]",3773526,1,,,,,-0.86217004,,Right Foot,,,"[94.2, 41.7]",,Ground Pass,,4.609772,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Moriba Kourouma Kourouma,39073.0,Right Center Midfield,3,Barcelona,217,"['0b8e0315-9a7b-4771-ae6d-74a5d7abbfd4', '9be5887f-fbfe-45c9-a7a6-89fa1b6aec7b']",10,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:10.895,Pass,,2020/2021
,,,,,,,,,,,,,,,3.709281,,,,,,,,,,,,,1446fa09-5b2f-4292-90c5-cb95ecf84838,94,,"[91.2, 35.6]",3773526,1,,,,,1.0284936,,Left Foot,,,"[114.7, 74.6]",,High Pass,,45.532955,,,,Francisco António Machado Mota de Castro Trincão,22390.0,,,,,Recovery,1,Regular Play,Antoine Griezmann,5487.0,Left Wing,3,Barcelona,217,['f90e3722-b2fb-40ff-b01e-81467509a865'],12,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:12.996,Pass,,2020/2021
,,,,,,,,,,,,,,,0.693577,,,,,,,,,,,,,440409b2-fde7-49ae-8636-288ebb4072f2,98,,"[105.0, 64.0]",3773526,1,,,,,-1.7703518,,Left Foot,,,"[103.2, 55.1]",,Ground Pass,,9.080198,,,,Antoine Griezmann,5487.0,,,,,,1,Regular Play,Francisco António Machado Mota de Castro Trincão,22390.0,Right Wing,3,Barcelona,217,"['082107f3-1ccb-49c7-a483-fce4a6d9c27d', '5cbd39cb-3632-4320-b614-4f70517be6da']",20,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:20.567,Pass,True,2020/2021
,,,,,,,,,,,,,,,1.000349,,,,,,,,,,,,,82a6d833-013e-407f-a596-50a1d122d8d0,101,,"[107.5, 51.1]",3773526,1,,,,,-1.0335116,,Left Foot,,,"[110.3, 46.4]",,Ground Pass,,5.470832,,,,Francisco António Machado Mota de Castro Trincão,22390.0,,,,,,1,Regular Play,Antoine Griezmann,5487.0,Left Wing,3,Barcelona,217,['6c7dab85-6268-4228-8a1d-56420747a1d2'],23,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:23.002,Pass,,2020/2021
,,,,,,,,,,,,,,,0.778445,,,,,,,,,,,,,64e8a72a-a555-48a0-8b1b-15abcf5164ae,105,,"[109.1, 45.2]",3773526,1,,,,,-1.7405746,c3a2efda-5ba7-4f3a-8129-8901223363e7,Left Foot,,,"[108.5, 41.7]",,Ground Pass,,3.5510561,,,,Antoine Griezmann,5487.0,True,,,,,1,Regular Play,Francisco António Machado Mota de Castro Trincão,22390.0,Right Wing,3,Barcelona,217,['9f61cb6c-5949-42a2-a7e3-973c717dd6ea'],24,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:24.580,Pass,,2020/2021
,,,,,,,,,,,,,,,0.748645,,,,,,,,,,,,,f08b8ddb-1e01-4546-b684-bd02442eef1d,120,,"[83.7, 69.6]",3773526,1,,,,,-0.27952215,,Right Foot,,,"[94.5, 66.5]",,Ground Pass,,11.236102,,,,Francisco António Machado Mota de Castro Trincão,22390.0,,,,,,1,Regular Play,Frenkie de Jong,8118.0,Right Center Back,3,Barcelona,217,['94009f6c-a734-4e10-90c6-04b7c25fc122'],35,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:35.151,Pass,,2020/2021
