bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,1.681218,,,,,,,,,,,,,,c3493015-92fc-472d-a65a-2892c0aab3b4,17,,"[27.8, 53.2]",16056,0,,,,-1.5523936,,Right Foot,,,,"[28.4, 20.6]",,Ground Pass,,32.605522,,,,,Clément Lenglet,6826.0,,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['801f017f-bb8a-403e-a8f2-85b8eabfd7f9'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:00:12.519,Pass,,2018/2019
,,,,,,,,,,,,,,,1.957383,,,,,,,,,,,,,,4575630a-0c18-4eed-b66d-cb5e9be42a16,20,,"[28.4, 20.1]",16056,0,,,,-0.16015497,,Left Foot,,,,"[67.4, 13.8]",,High Pass,,39.50557,,,Incomplete,,,,,,,,,,1,From Kick Off,Clément Lenglet,6826.0,Left Center Back,2,Barcelona,217,['3088a59f-e663-4ebd-8207-5e24c929d7cc'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:00:15.499,Pass,,2018/2019
,,,,,,,,,,,,,,,2.260878,,,,,,,,,,,,,,c77845e6-240b-47e7-a62e-afa0cae0cb4c,25,,"[29.7, 32.1]",16056,0,,,,2.992033,,Right Foot,,,,"[7.8, 35.4]",,Ground Pass,,22.147234,,,,,Pau López Sabata,6792.0,,,,,,,1,From Kick Off,Sidnei Rechel da Silva Júnior,6777.0,Left Center Back,2,Barcelona,217,['fa58004a-6a2f-4436-9a83-2d2ba8e1c3d3'],23,,,,,,,,,,,,,,,,,Real Betis,218,00:00:23.554,Pass,,2018/2019
,,,,,,,,,,,,,,,3.658698,,,,,,,,,,,,,,404c84fc-bcf9-4c90-84c5-9df87dc513a5,28,,"[7.3, 35.7]",16056,0,,,,0.015081813,,Left Foot,,,,"[73.6, 36.7]",,High Pass,,66.30754,,,Incomplete,,,,,,,,,,1,From Kick Off,Pau López Sabata,6792.0,Goalkeeper,2,Barcelona,217,['1583fcd7-31b5-470e-874d-d047d8352afa'],25,,,,,,,,,,,,,,,,,Real Betis,218,00:00:25.815,Pass,,2018/2019
,,,,,,,,,,,,,,,3.03333,,,,,,,,,,,,,,1583fcd7-31b5-470e-874d-d047d8352afa,29,,"[46.5, 43.4]",16056,0,,,,-0.791934,,Head,,,,"[69.3, 20.3]",,High Pass,,32.456894,,,,,Malcom Filipe Silva de Oliveira,3109.0,,,,,,Recovery,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,"['404c84fc-bcf9-4c90-84c5-9df87dc513a5', 'e2a8448a-b055-4c11-80b2-b81312028a67']",29,,,,,,,,,,,,,,,,,Barcelona,217,00:00:29.473,Pass,,2018/2019
,,,,,,,,,,,,,,,0.543153,,,,,,,,,,,,,,d814da2d-b9a0-4f37-8283-2549b40878b2,33,,"[69.8, 20.1]",16056,0,,,,2.5012362,,Left Foot,,,,"[64.7, 23.9]",,Low Pass,,6.3600316,,,,,Arthur Henrique Ramos de Oliveira Melo,11392.0,,,,,,,1,From Kick Off,Malcom Filipe Silva de Oliveira,3109.0,Left Wing,2,Barcelona,217,"['cdd2c31e-e345-4e6d-9482-a60c407e9c9f', 'e6259ae9-b828-43dc-b590-88521a6304b3']",32,,,,,,,,,,,,,,,,,Barcelona,217,00:00:32.804,Pass,True,2018/2019
,,,,,,,,,,,,,,,1.263147,,,,,,,,,,,,,,fc15e6fd-5146-463c-94b6-0050ab54ba7b,36,,"[66.0, 21.7]",16056,0,,,,-1.9684243,,Right Foot,,,,"[59.7, 6.7]",,Ground Pass,,16.269297,,,,,Jordi Alba Ramos,5211.0,,,,,,,1,From Kick Off,Arthur Henrique Ramos de Oliveira Melo,11392.0,Left Center Midfield,2,Barcelona,217,['6ea3ba28-675e-442d-818d-d592c57bbb0c'],33,,,,,,,,,,,,,,,,,Barcelona,217,00:00:33.908,Pass,,2018/2019
,,,,,,,,,,,,,,,1.067667,,,,,,,,,,,,,,da1bafa7-77e6-4f55-91f1-30dba33010c6,39,,"[63.8, 3.7]",16056,0,,,,0.83330667,,Left Foot,,,,"[77.7, 19.0]",,Ground Pass,,20.671236,,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,['773568f3-82cb-4695-874d-3fc97900ca72'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:00:36.714,Pass,,2018/2019
,,,,,,,,,,,,,,,3.423716,,,,,,,,,,,,,,1e909ecd-25f2-4cf6-8583-eca2088b35d8,41,,"[77.7, 19.0]",16056,0,,,,-0.27269435,,Left Foot,,,,"[113.1, 9.1]",,High Pass,,36.758263,,,,,Malcom Filipe Silva de Oliveira,3109.0,,,,,,,1,From Kick Off,Luis Alberto Suárez Díaz,5246.0,Center Forward,2,Barcelona,217,['d6cc9033-bb9e-438b-98f9-841639cce607'],37,,,,,,,,,,,,,,,,,Barcelona,217,00:00:37.782,Pass,,2018/2019
,,,,,,,,,,,,,,,0.838282,,,,,,,,,,,,,,bffbd1e6-d545-42d2-ad9d-fe80391c1170,44,,"[117.3, 15.5]",16056,0,,,,1.8118277,80f4df2b-a30e-4d0c-8b4c-09d639a07138,Left Foot,True,True,,"[112.9, 33.4]",,Low Pass,,18.432852,,,,,Lionel Andrés Messi Cuccittini,5503.0,True,,,,,,1,From Kick Off,Malcom Filipe Silva de Oliveira,3109.0,Left Wing,2,Barcelona,217,['b6c53ad4-1fa7-4992-b360-5c0d523fa260'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:00:43.171,Pass,,2018/2019
,,,,,,,,,,,,,,,1.235017,,,,,,,,,,,,,,d922081f-df3b-4151-a8f1-8ba471283849,50,,"[105.1, 76.3]",16056,0,,,,-3.1120446,,Right Foot,,,,"[84.8, 75.7]",,Ground Pass,,20.308865,,,,,Ivan Rakitić,5470.0,,,,,,,1,From Kick Off,Sergi Roberto Carnicer,6379.0,Right Back,2,Barcelona,217,['ca3e075d-baac-4288-a139-4eaf3af770e6'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:00:51.136,Pass,,2018/2019
,,,,,,,,,,,,,,,1.774774,,,,,,,,,,,,,,60e59855-92e5-411e-87af-f6f8961bb3d8,53,,"[69.3, 75.7]",16056,0,,,,-2.1886408,,Left Foot,,,,"[55.3, 56.0]",,Ground Pass,,24.167953,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Kick Off,Ivan Rakitić,5470.0,Right Center Midfield,2,Barcelona,217,['179ec86b-2931-4cc1-a44b-2933cf8c37df'],54,,,,,,,,,,,,,,,,,Barcelona,217,00:00:54.250,Pass,,2018/2019
,,,,,,,,,,,,,,,0.975892,,,,,,,,,,,,,,ce74cf2e-99c7-4a17-a068-bc0acd463e14,56,,"[55.5, 53.2]",16056,0,,,,-0.8544705,,Right Foot,,,,"[62.9, 44.7]",,Ground Pass,,11.269872,,,,,Arthur Henrique Ramos de Oliveira Melo,11392.0,,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['7f4aaf02-9a2f-45ce-8c5d-47db04373711'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:00:58.176,Pass,,2018/2019
,,,,,,,,,,,,,,,1.156374,,,,,,,,,,,,,,b167bacf-eca8-459c-b86b-e0d25e8b4280,58,,"[62.9, 44.7]",16056,0,,,,2.8081238,,Right Foot,,,,"[47.6, 50.0]",,Ground Pass,,16.191973,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Kick Off,Arthur Henrique Ramos de Oliveira Melo,11392.0,Left Center Midfield,2,Barcelona,217,['5695a955-f679-4bbe-90ae-1eeb266a0df3'],59,,,,,,,,,,,,,,,,,Barcelona,217,00:00:59.152,Pass,,2018/2019
,,,,,,,,,,,,,,,1.322229,,,,,,,,,,,,,,cad14371-a38f-4312-915a-bedd29d17dd7,61,,"[47.6, 50.0]",16056,1,,,,1.2125086,,Right Foot,,,,"[56.1, 72.7]",,Ground Pass,,24.239223,,,,,Ivan Rakitić,5470.0,,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['22ddd238-a84f-45a1-b335-ceb720368ba7'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:01:01.066,Pass,,2018/2019
,,,,,,,,,,,,,,,1.875374,,,,,,,,,,,,,,4158f3af-e30c-4f4a-9cfa-77d124875e46,64,,"[56.1, 73.4]",16056,1,,,,-2.5090709,,Right Foot,,,,"[37.0, 59.4]",,Ground Pass,,23.681427,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Kick Off,Ivan Rakitić,5470.0,Right Center Midfield,2,Barcelona,217,['2c23dc82-744d-4e94-b538-b47cc47a421a'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:01:05.485,Pass,,2018/2019
,,,,,,,,,,,,,,,0.982293,,,,,,,,,,,,,,560ac0f3-64e1-4abe-82a8-e6f034258111,67,,"[41.1, 58.8]",16056,1,,,,-1.1713756,,Right Foot,,,,"[49.5, 38.9]",,Ground Pass,,21.600231,,,,,Arthur Henrique Ramos de Oliveira Melo,11392.0,,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['3e8f1a39-734b-4451-9b22-23679646d857'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:01:09.674,Pass,,2018/2019
,,,,,,,,,,,,,,,1.089671,,,,,,,,,,,,,,1f548d65-462a-4955-a032-c06af298d793,70,,"[47.6, 39.8]",16056,1,,,,2.8308914,,Right Foot,,,,"[36.7, 43.3]",,Ground Pass,,11.448144,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Kick Off,Arthur Henrique Ramos de Oliveira Melo,11392.0,Left Center Midfield,2,Barcelona,217,['b9d00c96-59ba-495b-85ad-465d73ded5e5'],11,,,,,,,,,,,,,,,,,Barcelona,217,00:01:11.491,Pass,,2018/2019
,,,,,,,,,,,,,,,2.166009,,,,,,,,,,,,,,1f9a7084-8a72-436e-8e47-2c43562c62c9,73,,"[36.7, 42.6]",16056,1,,,,-1.6173465,,Right Foot,,,,"[35.2, 10.4]",,Ground Pass,,32.23492,,,,,Clément Lenglet,6826.0,,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['3ae95e8c-52ac-433e-8e3c-0e6868337c87'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:01:13.326,Pass,,2018/2019
,,,,,,,,,,,,,,,1.593107,,,,,,,,,,,,,,d6e69b8b-2709-4892-b996-b249785c0be3,76,,"[35.9, 7.0]",16056,1,,,,0.2117315,,Left Foot,,,,"[57.3, 11.6]",,Ground Pass,,21.88881,,,,,Malcom Filipe Silva de Oliveira,3109.0,,,,,,,1,From Kick Off,Clément Lenglet,6826.0,Left Center Back,2,Barcelona,217,['5d2a4af0-cc3f-46c4-8275-2e218a387c85'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:01:16.323,Pass,,2018/2019
,,,,,,,,,,,,,,,2.343727,,,,,,,,,,,,,,6b3b9b0d-8c71-444b-b348-175f5992a395,83,,"[62.0, 68.5]",16056,1,,,,-0.2504431,,Left Foot,,,,"[70.6, 66.3]",,Ground Pass,,8.876936,,,,,Cristian Tello Herrera,6658.0,,,,,,Recovery,1,Regular Play,José Andrés Guardado Hernández,5563.0,Right Defensive Midfield,3,Real Betis,218,['73b3c777-6251-4ec7-a381-9427a979da25'],19,,,,,,,,,,,,,,,,,Real Betis,218,00:01:19.343,Pass,,2018/2019
,,,,,,,,,,,,,,,0.937704,,,,,,,,,,,,,,f3961d0f-a56c-4854-bc08-7d0ce695bfaf,86,,"[51.4, 59.5]",16056,1,,,,-1.5898416,,Right Foot,,,,"[51.2, 49.0]",,Ground Pass,,10.5019045,,,,,William Silva de Carvalho,5214.0,,,,,,,1,Regular Play,Cristian Tello Herrera,6658.0,Right Wing Back,3,Real Betis,218,['4624fc55-4ad9-41e0-be67-3720893c6af1'],25,,,,,,,,,,,,,,,,,Real Betis,218,00:01:25.221,Pass,,2018/2019
,,,,,,,,,,,,,,,1.239828,,,,,,,,,,,,,,838f1e13-f9cb-462a-ad62-3cc095b9033c,89,,"[48.4, 42.5]",16056,1,,,,1.7983146,,Right Foot,,,,"[43.7, 62.8]",,Ground Pass,,20.836987,,,,,Aïssa Mandi,6648.0,,,,,,,1,Regular Play,William Silva de Carvalho,5214.0,Left Defensive Midfield,3,Real Betis,218,['81bb2a1f-02fd-4bf2-9a31-1f5c07b2b012'],29,,,,,,,,,,,,,,,,,Real Betis,218,00:01:29.407,Pass,,2018/2019
,,,,,,,,,,,,,,,0.933695,,,,,,,,,,,,,,cf1b320a-9f3c-4e5b-b8e2-0c8e96555022,92,,"[42.4, 62.8]",16056,1,,,,-0.38197914,,Right Foot,,,,"[54.1, 58.1]",,Ground Pass,,12.608727,,,,,José Andrés Guardado Hernández,5563.0,,,,,,,1,Regular Play,Aïssa Mandi,6648.0,Right Center Back,3,Real Betis,218,['8c364185-5910-4c98-bcea-aab75b6919f6'],31,,,,,,,,,,,,,,,,,Real Betis,218,00:01:31.262,Pass,,2018/2019
,,,,,,,,,,,,,,,1.175176,,,,,,,,,,,,,,bb1bcde1-6d13-43d4-b7f3-afbc9440e170,96,,"[42.6, 51.5]",16056,1,,,,-2.1080127,,Left Foot,,,,"[28.9, 28.5]",,Low Pass,,26.771067,,,,,Sidnei Rechel da Silva Júnior,6777.0,,,,,,,1,Regular Play,José Andrés Guardado Hernández,5563.0,Right Defensive Midfield,3,Real Betis,218,"['314d9d3c-3bcc-4195-a82b-45fa29c5f7f1', '866382c0-b385-42c0-a890-0c29a853f7c1']",34,,,,,,,,,,,,,,,,,Real Betis,218,00:01:34.645,Pass,True,2018/2019
,,,,,,,,,,,,,,,1.802218,,,,,,,,,,,,,,76b002e5-80ad-47ed-a288-f7b6a9f8cecb,100,,"[21.9, 29.3]",16056,1,,,,2.8511333,,Right Foot,,,,"[3.5, 34.8]",,Ground Pass,,19.204426,,,,,Pau López Sabata,6792.0,,,,,,,1,Regular Play,Sidnei Rechel da Silva Júnior,6777.0,Left Center Back,3,Real Betis,218,['0816b237-75e3-41a2-9bf2-f327adc6f367'],38,,,,,,,,,,,,,,,,,Real Betis,218,00:01:38.843,Pass,,2018/2019
,,,,,,,,,,,,,,,1.233445,,,,,,,,,,,,,,f59c507a-c64c-432f-aacd-6543de6859aa,104,,"[3.4, 35.1]",16056,1,,,,1.6089942,,Left Foot,,,,"[2.8, 50.8]",,Ground Pass,,15.711461,,,,,Aïssa Mandi,6648.0,,,,,,,1,Regular Play,Pau López Sabata,6792.0,Goalkeeper,3,Real Betis,218,['deb516e5-b17b-4e9b-931b-f9fa8ab367ad'],42,,,,,,,,,,,,,,,,,Real Betis,218,00:01:42.461,Pass,,2018/2019
,,,,,,,,,,,,,,,1.258552,,,,,,,,,,,,,,444444a3-2ef8-4408-9a7c-d06562310252,107,,"[2.8, 50.4]",16056,1,,,,-0.017239671,,Left Foot,,,,"[14.4, 50.2]",,Ground Pass,,11.601724,,,,,Marc Bartra Aregall,7068.0,,,,,,,1,Regular Play,Aïssa Mandi,6648.0,Right Center Back,3,Real Betis,218,['6d3c6681-616e-4f90-b2b2-e969357c9672'],44,,,,,,,,,,,,,,,,,Real Betis,218,00:01:44.256,Pass,,2018/2019
,,,,,,,,,,,,,,,1.321258,,,,,,,,,,,,,,dd4af252-bba1-4cd6-aa97-4c23433016c0,110,,"[14.4, 49.4]",16056,1,,,,1.2782346,,Right Foot,,,,"[21.9, 74.3]",,Ground Pass,,26.005,,,Incomplete,,,,,,,,,,1,Regular Play,Marc Bartra Aregall,7068.0,Center Back,3,Real Betis,218,['eb9be795-e088-4bf1-acb0-4683dbc9f0c5'],45,,,,,,,,,,,,,,,,,Real Betis,218,00:01:45.514,Pass,,2018/2019
,,,,,,,,,,,,,,,0.189182,,,,,,,,,,,,,,24ae6067-1d5a-4484-b1e4-bcdc65112da3,114,,"[115.9, 12.7]",16056,1,,,,1.9890207,,Left Foot,,,,"[114.7, 15.4]",,Ground Pass,,2.9546573,,,Incomplete,,,,,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,4,Barcelona,217,['bf78b890-fff9-42db-a63a-697b30aa2021'],49,,,,,,,,,,,,,,,,,Barcelona,217,00:01:49.058,Pass,,2018/2019
,,,,,,,,,,,,,,,0.839239,,,,,,,,,,,,,,13591fe3-1b33-47c8-a662-31b00168c0aa,119,,"[7.0, 36.1]",16056,2,True,,,-0.7884285,,Right Foot,,,,"[39.9, 3.0]",,High Pass,,46.669262,,,Incomplete,,,,,,,,,Goal Kick,1,From Goal Kick,Pau López Sabata,6792.0,Goalkeeper,5,Real Betis,218,['3398601b-c479-4a08-adda-67dfc1290bb5'],16,,,,,,,,,,,,,,,,,Real Betis,218,00:02:16.776,Pass,,2018/2019
,,,,,,,,,,,,,,,1.955731,,,,,,,,,,,,,,28c43b6f-95dc-43e7-a7fd-49d01ed39d66,121,,"[91.0, 77.3]",16056,2,True,,,-1.1802838,,Right Foot,True,,,"[112.9, 24.1]",,High Pass,,57.531296,,,,,Malcom Filipe Silva de Oliveira,3109.0,,,True,,,,1,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,6,Barcelona,217,['ff217ba3-eb38-4d0c-acbf-47d44fb8c1a6'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:02:18.086,Pass,,2018/2019
