bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,2.192789,,,,,,,,,,,,,7ddde253-f519-4fd7-b228-4125a2bc5380,19,,"[30.5, 80.0]",9783,0,,,,,-2.4913177,,,,,"[11.7, 65.7]",,Low Pass,,23.620543,,,,Gerard Piqué Bernabéu,5213.0,,,,,Throw-in,1,From Throw In,Nélson Cabral Semedo,6374.0,Right Back,3,Barcelona,217,['a3d53bf6-6890-49ce-84e7-bfb0debc9bbb'],18,,,,,,,,,,,,,,,,Barcelona,217,00:00:18.621,Pass,,2017/2018
,,,,,,,,,,,,,,,1.606309,,,,,,,,,,,,,a4870fb7-81de-4f64-a02e-82b0739a6b4f,22,,"[6.6, 66.0]",9783,0,,,,,-1.7581166,,Right Foot,,,"[3.7, 50.7]",,Ground Pass,,15.572412,,,,Marc-André ter Stegen,20055.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['3012f3a6-c6cd-462f-88dc-b4dc2d73332e'],21,,,,,,,,,,,,,,,,Barcelona,217,00:00:21.793,Pass,,2017/2018
,,,,,,,,,,,,,,,2.460475,,,,,,,,,,,,,e678d9b2-e3e3-4881-a2aa-0b3624113511,26,,"[4.5, 49.9]",9783,0,,,,,-1.382033,,Left Foot,,,"[12.6, 7.5]",,High Pass,,43.16677,,,,Lucas Digne,6849.0,,True,,,,1,From Throw In,Marc-André ter Stegen,20055.0,Goalkeeper,3,Barcelona,217,"['65140156-dffe-4232-acd9-a4e59793cb92', '92249c1d-15fc-4895-856d-7b4ddf0352e6']",23,,,,,,,,,,,,,,,,Barcelona,217,00:00:23.987,Pass,True,2017/2018
,,,,,,,,,,,,,,,1.527162,,,,,,,,,,,,,6ea8d008-57f3-40cb-b4ab-93c605d9c411,29,,"[15.0, 7.5]",9783,0,,,,,2.021665,,Left Foot,,,"[8.9, 20.1]",,Ground Pass,,13.998928,,,,Samuel Yves Umtiti,5492.0,,,,,,1,From Throw In,Lucas Digne,6849.0,Left Back,3,Barcelona,217,['0c7a8c4e-6768-4222-b9b3-607744213a59'],29,,,,,,,,,,,,,,,,Barcelona,217,00:00:29.651,Pass,,2017/2018
,,,,,,,,,,,,,,,1.531887,,,,,,,,,,,,,3bd9a130-3cf4-4002-93ff-e769e39e4bf5,32,,"[8.9, 20.1]",9783,0,,,,,1.6716435,,Left Foot,,,"[7.2, 36.9]",,Ground Pass,,16.885794,,,,Marc-André ter Stegen,20055.0,,,,,,1,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,3,Barcelona,217,['d137bca5-0354-4d93-94da-174bc2ff875b'],31,,,,,,,,,,,,,,,,Barcelona,217,00:00:31.985,Pass,,2017/2018
,,,,,,,,,,,,,,,1.538756,,,,,,,,,,,,,78a992bf-0ada-46d9-92c5-89544a410c7b,35,,"[7.2, 36.9]",9783,0,,,,,1.4961323,,Right Foot,,,"[9.1, 62.3]",,Ground Pass,,25.470964,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Throw In,Marc-André ter Stegen,20055.0,Goalkeeper,3,Barcelona,217,['bca6db9f-067f-4f4d-96a6-89213aa731d3'],39,,,,,,,,,,,,,,,,Barcelona,217,00:00:39.246,Pass,,2017/2018
,,,,,,,,,,,,,,,2.58827,,,,,,,,,,,,,da24a32f-5976-4745-b40d-d59fe1d08ea4,38,,"[9.7, 71.5]",9783,0,,,,,0.121790074,,Right Foot,,,"[48.1, 76.2]",,Low Pass,,38.68656,,,,Francisco Alcácer García,6402.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['9ee73d6e-7e9e-4df8-b281-aac76f1e3c74'],43,,,,,,,,,,,,,,,,Barcelona,217,00:00:43.665,Pass,,2017/2018
,,,,,,,,,,,,,,,0.163611,,,,,,,,,,,,,2a101517-9266-4646-a43a-600afb00b9a9,43,,"[47.9, 76.2]",9783,0,,,,,-1.3258177,,Right Foot,,,"[48.3, 74.6]",,Ground Pass,,1.6492423,,Incomplete,,,,,,,,,1,From Throw In,Francisco Alcácer García,6402.0,Right Wing,3,Barcelona,217,['bcb109ab-95b9-497e-8e9d-a58d2dfee7f0'],46,,,,,,,,,,,,,,,,Barcelona,217,00:00:46.293,Pass,,2017/2018
,,,,,,,,,,,,,,,1.383717,,,,,,,,,,,,,25542311-ea78-4938-9d1f-d318b6128b5f,47,,"[56.8, 52.8]",9783,0,,,,,-1.8535523,,Right Foot,,,"[52.5, 38.0]",,Ground Pass,,15.412008,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Throw In,Luis Alberto Suárez Díaz,5246.0,Center Forward,3,Barcelona,217,['72251001-7d1a-4308-b723-b915f9203da1'],51,,,,,,,,,,,,,,,,Barcelona,217,00:00:51.131,Pass,,2017/2018
,,,,,,,,,,,,,,,1.257783,,,,,,,,,,,,,101fee0a-6f24-41c2-a075-b590f1e40a7a,50,,"[52.5, 38.0]",9783,0,,,,,-1.162253,,Right Foot,,,"[62.5, 14.9]",,Ground Pass,,25.171612,,,,Lucas Digne,6849.0,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Center Midfield,3,Barcelona,217,['a7bacfa0-1a02-41c7-8013-1693eaf750ec'],53,,,,,,,,,,,,,,,,Barcelona,217,00:00:53.243,Pass,,2017/2018
,,,,,,,,,,,,,,,0.989934,,,,,,,,,,,,,23c5e42c-db2a-4741-8591-2700ad9207db,53,,"[64.0, 9.8]",9783,0,,,,,-0.3597757,,Left Foot,,,"[74.9, 5.7]",,Ground Pass,,11.6456,,,,Philippe Coutinho Correia,3501.0,,,,,,1,From Throw In,Lucas Digne,6849.0,Left Back,3,Barcelona,217,['9535b9c0-b519-4553-9f95-8fb6841c1c72'],55,,,,,,,,,,,,,,,,Barcelona,217,00:00:55.828,Pass,,2017/2018
,,,,,,,,,,,,,,,1.19188,,,,,,,,,,,,,7c9101d9-f688-43a1-bd0e-479bc686eab4,57,,"[73.7, 5.9]",9783,0,,,,,2.0936737,,Right Foot,,,"[65.4, 20.3]",,Ground Pass,,16.62077,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Throw In,Philippe Coutinho Correia,3501.0,Left Wing,3,Barcelona,217,['f192c67b-d2f6-4e50-955e-024b2326c92b'],57,,,,,,,,,,,,,,,,Barcelona,217,00:00:57.338,Pass,,2017/2018
,,,,,,,,,,,,,,,1.622986,,,,,,,,,,,,,d0e8624a-0581-44bc-b679-6bb0bb90117b,60,,"[65.4, 20.3]",9783,1,,,,,1.8925469,,Left Foot,,,"[56.2, 47.9]",,Ground Pass,,29.092955,,,,José Paulo Bezzera Maciel Júnior,5542.0,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Center Midfield,3,Barcelona,217,['79844c34-991c-4872-b7d3-d818b4667d42'],1,,,,,,,,,,,,,,,,Barcelona,217,00:01:01.570,Pass,,2017/2018
,,,,,,,,,,,,,,,1.469108,,,,,,,,,,,,,87ceeb31-de8b-4197-b7c4-227139b19d1a,63,,"[56.2, 47.9]",9783,1,,,,,1.1844038,,Right Foot,,,"[66.9, 74.2]",,Ground Pass,,28.393309,,,,Nélson Cabral Semedo,6374.0,,,,,,1,From Throw In,José Paulo Bezzera Maciel Júnior,5542.0,Right Center Midfield,3,Barcelona,217,['242db372-3649-4fd8-8f0b-7adce75dd7d4'],4,,,,,,,,,,,,,,,,Barcelona,217,00:01:04.873,Pass,,2017/2018
,,,,,,,,,,,,,,,0.016813,,,,,,,,,,,,,65ba472b-e15b-4a94-aac4-65eeb5149d60,67,,"[66.2, 73.8]",9783,1,,,,,-0.20401798,,Right Foot,,,"[69.1, 73.2]",,Ground Pass,,2.9614186,,Incomplete,,,,,,,,,1,From Throw In,Nélson Cabral Semedo,6374.0,Right Back,3,Barcelona,217,['2dbc6ae7-347e-4735-a755-6e21b60223a6'],8,,,,,,,,,,,,,,,,Barcelona,217,00:01:08.002,Pass,,2017/2018
,,,,,,,,,,,,,,,1.069405,,,,,,,,,,,,,15657e3b-4d2a-4fb0-a564-90976b2ef458,69,,"[49.0, 62.7]",9783,1,,,,,-2.8664913,,Right Foot,,,"[36.6, 59.2]",,Ground Pass,,12.884487,,,,Gerard Piqué Bernabéu,5213.0,,,,,Recovery,1,From Throw In,José Paulo Bezzera Maciel Júnior,5542.0,Right Center Midfield,3,Barcelona,217,['a3c35c83-4ac9-4e72-bf28-4b452888afd9'],10,,,,,,,,,,,,,,,,Barcelona,217,00:01:10.876,Pass,,2017/2018
,,,,,,,,,,,,,,,1.807419,,,,,,,,,,,,,39f9de3e-45af-46d8-b5c2-d1613e11d4e5,72,,"[37.2, 56.5]",9783,1,,,,,-1.6226367,,Right Foot,,,"[35.0, 14.1]",,Ground Pass,,42.45704,,,,Samuel Yves Umtiti,5492.0,,True,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['c07dd22d-eda8-4a7a-9622-7b6f3210e872'],13,,,,,,,,,,,,,,,,Barcelona,217,00:01:13.233,Pass,,2017/2018
,,,,,,,,,,,,,,,0.993907,,,,,,,,,,,,,1579533c-5cab-4d14-860a-b9933f00d674,75,,"[49.6, 14.3]",9783,1,,,,,1.0703555,,Left Foot,,,"[56.6, 27.1]",,Ground Pass,,14.589037,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,3,Barcelona,217,['b5833ee0-7725-4fac-9f42-eff91882c348'],18,,,,,,,,,,,,,,,,Barcelona,217,00:01:18.280,Pass,,2017/2018
,,,,,,,,,,,,,,,1.881076,,,,,,,,,,,,,276d73e0-3efd-42f3-bb22-b21200d95b74,78,,"[55.8, 33.2]",9783,1,,,,,1.4601392,,Right Foot,,,"[59.9, 70.1]",,Ground Pass,,37.12708,,,,Nélson Cabral Semedo,6374.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Barcelona,217,['b06899c5-9930-402e-bfa3-b4bce69063bd'],21,,,,,,,,,,,,,,,,Barcelona,217,00:01:21.157,Pass,,2017/2018
,,,,,,,,,,,,,,,0.986581,,,,,,,,,,,,,d9c04d8c-7c67-415a-9147-953967512ed4,81,,"[69.5, 73.8]",9783,1,,,,,1.136843,,Right Foot,,,"[71.4, 77.9]",,Ground Pass,,4.5188494,,,,Francisco Alcácer García,6402.0,,,,,,1,From Throw In,Nélson Cabral Semedo,6374.0,Right Back,3,Barcelona,217,['b545e271-73f8-48eb-a3df-22efa7a76122'],24,,,,,,,,,,,,,,,,Barcelona,217,00:01:24.465,Pass,,2017/2018
,,,,,,,,,,,,,,,1.258493,,,,,,,,,,,,,c5200ae0-4aaf-417d-aa45-8db4a21f879b,84,,"[67.7, 72.3]",9783,1,,,,,-2.083445,,Right Foot,,,"[57.4, 54.0]",,Ground Pass,,20.999523,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Throw In,Francisco Alcácer García,6402.0,Right Wing,3,Barcelona,217,['baf2a34c-4ef5-4597-9ad1-fea59e362e47'],27,,,,,,,,,,,,,,,,Barcelona,217,00:01:27.082,Pass,,2017/2018
,,,,,,,,,,,,,,,1.62164,,,,,,,,,,,,,03d372e4-6389-49c2-8332-fd023cc5fd27,87,,"[55.8, 50.7]",9783,1,,,,,-1.5844319,,Right Foot,,,"[55.5, 28.7]",,Ground Pass,,22.002045,,,,Samuel Yves Umtiti,5492.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Barcelona,217,['e8463c5c-2415-4b83-933e-9f8d9bdc4b35'],29,,,,,,,,,,,,,,,,Barcelona,217,00:01:29.940,Pass,,2017/2018
,,,,,,,,,,,,,,,1.424266,,,,,,,,,,,,,016ccfbc-4bbc-4370-851c-04b090a01f53,90,,"[71.8, 24.0]",9783,1,,,,,-0.9946197,,Right Foot,,,"[83.3, 6.3]",,Ground Pass,,21.107819,,,,Lucas Digne,6849.0,,,,,,1,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,3,Barcelona,217,['12d9496b-2bb7-49cb-a09d-bd524b50393b'],34,,,,,,,,,,,,,,,,Barcelona,217,00:01:34.082,Pass,,2017/2018
,,,,,,,,,,,,,,,0.790864,,,,,,,,,,,,,199dce40-d537-4432-9176-aba242305c6c,93,,"[89.5, 9.0]",9783,1,,,,,0.9942291,,Left Foot,,,"[101.4, 27.3]",,Ground Pass,,21.82888,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,From Throw In,Lucas Digne,6849.0,Left Back,3,Barcelona,217,['84538362-4fa0-43ba-906f-4ab6d5c88c21'],36,,,,,,,,,,,,,,,,Barcelona,217,00:01:36.574,Pass,,2017/2018
,,,,,,,,,,,,,,,0.542932,,,,,,,,,,,,,0c2e3b72-3028-4f00-801b-63d6a8332f13,96,,"[101.4, 27.3]",9783,1,,,,,1.300283,,No Touch,,,"[104.7, 39.2]",,Ground Pass,,12.349089,True,,,Francisco Alcácer García,6402.0,,,,,,1,From Throw In,Luis Alberto Suárez Díaz,5246.0,Center Forward,3,Barcelona,217,['34dd9c27-f870-423c-98e7-e5389253545d'],37,,,,,,,,,,,,,,,,Barcelona,217,00:01:37.485,Pass,,2017/2018
,,,,,,,,,,,,,,,1.688732,,,,,,,,,,,,,fddaf128-1878-4a7e-934a-160edc703f5c,99,,"[104.7, 39.2]",9783,1,,,,,-0.7017946,05ef9a30-defb-4e86-899c-df4169b1d301,Right Foot,,,"[114.4, 31.0]",,High Pass,,12.701574,,,,Luis Alberto Suárez Díaz,5246.0,True,,,,,1,From Throw In,Francisco Alcácer García,6402.0,Right Wing,3,Barcelona,217,['231b6ad4-3bd9-4eb0-be5c-aa8a6d9ff7b8'],38,,,,,,,,,,,,,,,,Barcelona,217,00:01:38.068,Pass,,2017/2018
,,,,,,,,,,,,,,,0.670794,,,,,,,,,,,,,7d076175-6eee-4f39-b1cc-3ea4a439664a,106,,"[89.7, 70.1]",9783,1,,,,,0.776995,,Right Foot,,,"[95.7, 76.0]",,Ground Pass,,8.414867,,,,Francisco Alcácer García,6402.0,,,,,,1,From Throw In,Nélson Cabral Semedo,6374.0,Right Back,3,Barcelona,217,['b5753832-5883-449b-be54-85158dc234e4'],48,,,,,,,,,,,,,,,,Barcelona,217,00:01:48.803,Pass,,2017/2018
,,,,,,,,,,,,,,,0.762447,,,,,,,,,,,,,786aa65d-6f3d-4d25-b937-e1d59d1f44c9,109,,"[81.7, 66.8]",9783,1,,,,,-2.1511946,,Right Foot,,,"[73.7, 54.6]",,Ground Pass,,14.589037,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Throw In,Francisco Alcácer García,6402.0,Right Wing,3,Barcelona,217,['537a9b37-d99e-4233-b8c1-575d6f2e9dab'],53,,,,,,,,,,,,,,,,Barcelona,217,00:01:53.158,Pass,,2017/2018
,,,,,,,,,,,,,,,0.922416,,,,,,,,,,,,,c32588de-b50f-4fea-a474-82724caf769a,112,,"[71.0, 53.0]",9783,1,,,,,-0.61873436,,Right Foot,,,"[83.5, 44.1]",,Ground Pass,,15.344706,,,,Philippe Coutinho Correia,3501.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Barcelona,217,['221d6820-c813-4708-82a6-4441798200f2'],56,,,,,,,,,,,,,,,,Barcelona,217,00:01:56.630,Pass,,2017/2018
,,,,,,,,,,,,,,,3.23085,,,,,,,,,,,,,6337a457-0816-4035-8df2-e9a5610c8f78,119,,"[35.4, 80.0]",9783,2,,True,,,-2.317752,,,,,"[5.4, 47.6]",,Low Pass,,44.156086,,,,Marc-André ter Stegen,20055.0,,,,,Throw-in,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,4,Barcelona,217,['6f2eab26-a0dc-47fb-a405-40149a38f098'],8,,,,,,,,,,,,,,,,Barcelona,217,00:02:08.819,Pass,,2017/2018
,,,,,,,,,,,,,,,2.56054,,,,,,,,,,,,,8b4c9e5f-774e-4bf3-8347-7dc42d035152,121,,"[5.4, 47.6]",9783,2,,True,,,-0.36923757,,Right Foot,,,"[34.6, 36.3]",,Ground Pass,,31.310223,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Throw In,Marc-André ter Stegen,20055.0,Goalkeeper,4,Barcelona,217,['fd626f3c-295b-4d80-9f8f-65536a84cb6a'],15,,,,,,,,,,,,,,,,Barcelona,217,00:02:15.954,Pass,,2017/2018
,,,,,,,,,,,,,,,0.578684,,,,,,,,,,,,,83507de4-dcd5-4e52-bcaf-f0091de5c915,125,,"[31.7, 37.6]",9783,2,,,,,1.4194208,,Right Foot,,,"[34.4, 55.3]",,Low Pass,,17.904749,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Center Midfield,4,Barcelona,217,['da64c7d9-a4a7-4979-839e-2516b1a6967f'],18,,,,,,,,,,,,,,,,Barcelona,217,00:02:18.700,Pass,,2017/2018
,,,,,,,,,,,,,,,1.096933,,,,,,,,,,,,,b4c4d230-4f6b-4505-96ff-d43226a88442,133,,"[71.5, 31.6]",9783,2,,,,,0.86603105,,Right Foot,,,"[80.6, 42.3]",,Ground Pass,,14.046351,,,,José Manuel Jurado Marín,6870.0,,,,,,1,Regular Play,Víctor Sánchez Mata,6758.0,Left Defensive Midfield,5,Espanyol,214,['9d2f516d-f003-4d76-bd85-1b48cfbd57ba'],22,,,,,,,,,,,,,,,,Espanyol,214,00:02:22.936,Pass,,2017/2018
