ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,0.975969,,,,,,,,,,,,,21ba76fc-85e4-4a72-b40e-ff87158f0c51,13,,"[64.5, 47.0]",69218,0,,,,,-0.68266827,,Head,,,,"[75.2, 38.3]",,High Pass,,13.790577,,,,Zlatan Ibrahimović,3672.0,,,,,,1,From Counter,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,3,Barcelona,217,['fbf501a8-face-429e-b097-c964300b91a2'],10,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:10.851,Pass,,2009/2010
,,,,,,,,,,,,,,,0.521281,,,,,,,,,,,,,6fb60b11-e1b5-463c-984a-b2fb99fdd1a5,16,,"[75.2, 38.3]",69218,0,,,,,2.8854413,99081a4e-9c89-486d-a4e8-e097f2b4505a,Right Foot,,,,"[71.0, 39.4]",,Low Pass,,4.3416586,,,,Lionel Andrés Messi Cuccittini,5503.0,True,,,,,1,From Counter,Zlatan Ibrahimović,3672.0,Center Forward,3,Barcelona,217,['78990c0b-597c-4b15-87f7-d50a1f500871'],12,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:12.352,Pass,,2009/2010
,,,,,,,,,,,,,,,1.9823,,,,,,,,,,,,,d864e550-0620-4c4d-946e-9c1f0e867c78,26,,"[25.4, 26.0]",69218,0,,,,,2.3323894,,Head,,,,"[21.3, 30.3]",,High Pass,,5.9413805,,,,Alberto Lopo García,26107.0,,,,,Recovery,1,Regular Play,José Andrés Guardado Hernández,5563.0,Left Wing,3,Barcelona,217,['067ba107-50a8-4495-91bf-12c8da90e7be'],20,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:20.907,Pass,,2009/2010
,,,,,,,,,,,,,,,2.4944,,,,,,,,,,,,,e7a83ddd-49fe-41d7-80fe-74dc3c98c502,28,,"[21.3, 30.7]",69218,0,,,,,-1.0276067,,Head,,,,"[37.3, 4.2]",,High Pass,,30.955614,,Incomplete,,,,,,,,,1,Regular Play,Alberto Lopo García,26107.0,Left Center Back,3,Barcelona,217,['e90d725c-9142-4331-826c-eff5006fc060'],22,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:22.929,Pass,,2009/2010
,,,,,,,,,,,,,,,1.147509,,,,,,,,,,,,,8f44d345-7624-4959-9319-0d0413b4f4aa,31,,"[83.7, 76.8]",69218,0,,,,,-1.3166716,,Right Foot,,,,"[85.7, 69.1]",,Ground Pass,,7.955501,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,3,Barcelona,217,['e9ce02f6-f633-48d5-81d4-efe40fa9d006'],26,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:26.429,Pass,,2009/2010
,,,,,,,,,,,,,,,0.832,,,,,,,,,,,,,a1021404-6b13-4cce-b241-bec67cbd625a,33,,"[85.7, 69.1]",69218,0,,,,,2.2520945,,Right Foot,,,,"[79.7, 76.5]",,Ground Pass,,9.526804,,,,Daniel Alves da Silva,4324.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,3,Barcelona,217,['1aba4615-0eb3-40ec-bdf1-1d01aee9eb19'],27,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:27.576,Pass,,2009/2010
,,,,,,,,,,,,,,,1.2771,,,,,,,,,,,,,7d9584ba-d1be-47ca-a9cc-1e7c132b5877,37,,"[75.2, 71.1]",69218,0,,,,,-1.5785782,,Right Foot,,,,"[75.0, 45.4]",,Ground Pass,,25.700779,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,3,Barcelona,217,['3a0c7630-19ed-4b9a-bdc4-deecf329142f'],30,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:30.261,Pass,,2009/2010
,,,,,,,,,,,,,,,1.0831,,,,,,,,,,,,,b296d69e-780f-46d3-a7a0-78ffa6a09a8a,45,,"[40.0, 39.2]",69218,0,,,,,-0.47862777,,Right Foot,,,,"[50.6, 33.7]",,Low Pass,,11.941943,,,,Juan Antonio Rodríguez Villamuela,25881.0,,,,,,1,Regular Play,Antonio Tomás González,26064.0,Right Defensive Midfield,4,RC Deportivo La Coruña,219,['befd783b-7651-4ffd-8eec-328b3226beec'],33,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:33.646,Pass,,2009/2010
,,,,,,,,,,,,,,,1.056384,,,,,,,,,,,,,20d98e44-fac5-439d-b33d-3776ac751734,52,,"[53.5, 32.6]",69218,0,,,,,2.7716866,,Right Foot,,,,"[43.7, 36.4]",,Ground Pass,,10.510946,,,,Sergio González Soriano,26206.0,,,,,,1,Regular Play,Juan Antonio Rodríguez Villamuela,25881.0,Center Attacking Midfield,4,RC Deportivo La Coruña,219,"['be44f1f5-1ac2-453a-b961-9b370650165b', 'c318b9de-56aa-4dd9-a172-47ecb14c35a8']",35,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:35.194,Pass,True,2009/2010
,,,,,,,,,,,,,,,1.940046,,,,,,,,,,,,,3414d630-081a-427c-801d-d7bd371a4aa2,55,,"[43.8, 36.2]",69218,0,,,,,-0.97327924,,Right Foot,,,,"[60.2, 12.1]",,Ground Pass,,29.150814,,,,José Andrés Guardado Hernández,5563.0,,,,,,1,Regular Play,Sergio González Soriano,26206.0,Left Defensive Midfield,4,RC Deportivo La Coruña,219,['f338323b-6a5b-4caa-9358-b3be6c5a3d88'],36,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:36.370,Pass,,2009/2010
,,,,,,,,,,,,,,,1.453163,,,,,,,,,,,,,e5be4499-c845-4ae1-a621-44643638777b,59,,"[59.8, 15.2]",69218,0,,,,,1.4288993,,Left Foot,,,,"[62.8, 36.2]",,Ground Pass,,21.213203,,,,Juan Antonio Rodríguez Villamuela,25881.0,,,,,,1,Regular Play,José Andrés Guardado Hernández,5563.0,Left Wing,4,RC Deportivo La Coruña,219,"['133e8949-431b-458d-95ba-7439715f7820', 'd292b64f-40f2-4fcf-94dc-d3d7ca5a7ce8']",39,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:39.571,Pass,True,2009/2010
,,,,,,,,,,,,,,,1.035273,,,,,,,,,,,,,5770622f-cca7-4e9b-be8d-f119eda0a341,63,,"[64.6, 36.2]",69218,0,,,,,-2.9821193,,Left Foot,,,,"[50.3, 33.9]",,Ground Pass,,14.483784,,,,Sergio González Soriano,26206.0,,,,,,1,Regular Play,Juan Antonio Rodríguez Villamuela,25881.0,Center Attacking Midfield,4,RC Deportivo La Coruña,219,"['2034ed7d-fd28-41bd-9fc3-483708550a79', 'f44fb5ef-47ee-4b0a-bf77-d28c14256e10']",41,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:41.065,Pass,True,2009/2010
,,,,,,,,,,,,,,,1.199175,,,,,,,,,,,,,0776739e-0faf-4735-839b-7400d91a868a,70,,"[55.7, 29.5]",69218,0,,,,,-1.3742157,,Right Foot,,,,"[60.4, 5.9]",,Ground Pass,,24.063457,,,,Filipe Luís Kasmirski,6320.0,,,,,,1,Regular Play,Sergio González Soriano,26206.0,Left Defensive Midfield,4,RC Deportivo La Coruña,219,['75b28817-0b0a-4867-8563-af48a2a82676'],44,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:44.451,Pass,,2009/2010
,,,,,,,,,,,,,,,2.227482,,,,,,,,,,,,,be18cadc-a7b7-4138-9b88-9a7a54784f78,73,,"[85.8, 8.3]",69218,0,,,,,0.8805714,,Left Foot,True,,,"[114.7, 43.3]",,High Pass,,45.389538,,Incomplete,,,,,,,,,1,Regular Play,Filipe Luís Kasmirski,6320.0,Left Back,4,RC Deportivo La Coruña,219,['19669875-67e7-4625-b290-5aa43cc3baac'],49,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:49.308,Pass,,2009/2010
,,,,,,,,,,,,,,,1.519603,,,,,,,,,,,,,cf35962f-f654-4675-8ca5-41849fa10be8,76,,"[9.9, 39.1]",69218,0,,,,,-0.014422077,,Keeper Arm,,,,"[30.7, 38.8]",,Ground Pass,,20.802164,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,5,Barcelona,217,['32745e83-a10e-4e40-9822-6ac98816dc17'],52,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:52.494,Pass,,2009/2010
,,,,,,,,,,,,,,,1.236093,,,,,,,,,,,,,165e5388-2020-49a4-b411-92a56d0a0a4e,79,,"[45.1, 37.2]",69218,0,,,,,1.3122028,,Right Foot,,,,"[49.2, 52.7]",,Ground Pass,,16.03309,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,5,Barcelona,217,['90d7b077-f311-414f-aed6-9b636e20f0ab'],56,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:56.442,Pass,,2009/2010
,,,,,,,,,,,,,,,1.403533,,,,,,,,,,,,,de06331c-8222-40d8-9bd2-211ad722a454,82,,"[56.4, 54.5]",69218,0,,,,,0.8850668,,Right Foot,,,,"[66.3, 66.6]",,Ground Pass,,15.633938,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,5,Barcelona,217,['a427c822-a696-43f4-ac1a-6ce6cd9eb5a4'],58,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:58.719,Pass,,2009/2010
,,,,,,,,,,,,,,,0.748065,,,,,,,,,,,,,3c26f184-7305-47e7-b929-47826861a7b8,85,,"[74.8, 69.9]",69218,1,,,,,-1.876307,,Left Foot,,,,"[70.7, 56.9]",,Ground Pass,,13.631214,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,5,Barcelona,217,['f09f5f76-7872-42b2-84f6-576f5be6afb7'],2,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:02.110,Pass,,2009/2010
,,,,,,,,,,,,,,,2.839789,,,,,,,,,,,,,a6f14c0b-f8f5-4291-b5d9-6e841e967d7f,88,,"[75.6, 53.9]",69218,1,,,,,-1.3087711,,Right Foot,,,,"[88.5, 5.8]",,High Pass,,49.7998,,,,Thierry Henry,15516.0,,True,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,5,Barcelona,217,['14418e1a-cfd5-4966-a521-04fa7f37ce8a'],4,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:04.775,Pass,,2009/2010
,,,,,,,,,,,,,,,2.2064,,,,,,,,,,,,,27a73689-87c5-4e16-8d6d-3e13604ec5fc,92,,"[90.3, 6.6]",69218,1,,,,,2.6779451,,Right Foot,,,,"[81.3, 11.1]",,Ground Pass,,10.062305,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,Regular Play,Thierry Henry,15516.0,Left Wing,5,Barcelona,217,"['0b2856e8-0cf3-487c-b041-ee3b57c4afa9', 'ee9c5893-c203-43ad-8ece-97fa507fbda7']",8,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:08.303,Pass,True,2009/2010
,,,,,,,,,,,,,,,0.67595,,,,,,,,,,,,,e6b70586-48bc-4312-a394-ccf2bc86b704,95,,"[81.6, 11.1]",69218,1,,,,,2.9029834,,Left Foot,,,,"[74.2, 12.9]",,Ground Pass,,7.615773,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,5,Barcelona,217,['35b320f2-40b4-4c52-9c7e-dedd55af7e81'],10,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:10.574,Pass,,2009/2010
,,,,,,,,,,,,,,,0.764123,,,,,,,,,,,,,447d70a2-75f9-4382-b214-de057ff6ae8b,99,,"[75.0, 11.1]",69218,1,,,,,-0.76688176,,Right Foot,,,,"[80.5, 5.8]",,Ground Pass,,7.6380625,,,,Thierry Henry,15516.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,5,Barcelona,217,"['03e7aeb6-738a-4fe3-be82-48b1d51c7115', 'c7bea34f-0646-47fd-bdc0-ac59762cb15c']",12,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:12.917,Pass,True,2009/2010
,,,,,,,,,,,,,,,1.241074,,,,,,,,,,,,,01e56541-3679-4b9d-b183-54615d57ec22,102,,"[81.0, 5.8]",69218,1,,,,,2.2435513,,Right Foot,,,,"[71.2, 18.1]",,Ground Pass,,15.726728,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,Regular Play,Thierry Henry,15516.0,Left Wing,5,Barcelona,217,['fb5bf61f-e118-42d5-8937-a05297ecf1e2'],14,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:14.060,Pass,,2009/2010
,,,,,,,,,,,,,,,2.192,,,,,,,,,,,,,c653dcb6-06d3-4008-a11b-ec369ae9e62d,105,,"[71.2, 18.2]",69218,1,,,,,1.7770065,,Left Foot,,,,"[67.1, 37.8]",,Ground Pass,,20.024235,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,5,Barcelona,217,['d04ca2af-866d-4283-b6f2-2ea185cbf58b'],15,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:15.909,Pass,,2009/2010
,,,,,,,,,,,,,,,2.039226,,,,,,,,,,,,,d3178865-ef81-4b72-852f-c10511a33d62,108,,"[67.5, 38.6]",69218,1,,,,,1.3927605,,Right Foot,,,,"[73.6, 72.5]",,Ground Pass,,34.444447,,,,Daniel Alves da Silva,4324.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,5,Barcelona,217,['3b1973b0-749b-440c-8e59-a157c8911a31'],18,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:18.133,Pass,,2009/2010
,,,,,,,,,,,,,,,1.4606,,,,,,,,,,,,,b5774da4-a950-408d-86f5-e7bd8ad8189c,111,,"[75.8, 72.9]",69218,1,,,,,-1.5285679,,Right Foot,,,,"[76.4, 58.7]",,Ground Pass,,14.21267,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,5,Barcelona,217,['e815b1bd-b2b1-4bb7-956a-91dec6348b2f'],20,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:20.631,Pass,,2009/2010
,,,,,,,,,,,,,,,1.126,,,,,,,,,,,,,8b27524f-0935-4ef6-91a1-ef504d4c6640,114,,"[76.2, 58.4]",69218,1,,,,,-0.851093,,Right Foot,,,,"[83.3, 50.3]",,Ground Pass,,10.771258,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,5,Barcelona,217,['1f141d07-1eef-4c24-891d-bfc52f168be7'],22,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:22.332,Pass,,2009/2010
,,,,,,,,,,,,,,,0.9274,,,,,,,,,,,,,3281177e-2135-4534-8a51-89905c6b9566,118,,"[92.2, 50.0]",69218,1,,,,,-1.3078016,,Left Foot,,,,"[95.0, 39.6]",,Ground Pass,,10.770329,,,,Zlatan Ibrahimović,3672.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,5,Barcelona,217,['5206eb76-fcd8-474a-9a40-4078df84fd07'],26,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:26.122,Pass,,2009/2010
,,,,,,,,,,,,,,,1.3489,,,,,,,,,,,,,b74b4b5f-4a01-49ae-9db6-b42020726209,120,,"[95.0, 39.6]",69218,1,,,,,-2.3943439,,Left Foot,,,,"[88.2, 33.3]",,Ground Pass,,9.269844,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Zlatan Ibrahimović,3672.0,Center Forward,5,Barcelona,217,"['12a54ea5-652d-4bb0-ab46-d080fcb4cb02', '5e170f53-8c2d-4ac7-b055-b133120f0354']",27,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:27.050,Pass,,2009/2010
,,,,,,,,,,,,,,,0.8608,,,,,,,,,,,,,12a54ea5-652d-4bb0-ab46-d080fcb4cb02,122,,"[32.8, 47.7]",69218,1,,,,,2.7903721,,Right Foot,,,,"[19.7, 52.5]",,Ground Pass,,13.951702,,,,Manuel Pablo García Díaz,26209.0,,,,,Recovery,1,Regular Play,Adrián López Álvarez,6735.0,Right Wing,5,Barcelona,217,"['9b699d10-d7f6-4336-9bd4-c04688a6b0d9', 'b74b4b5f-4a01-49ae-9db6-b42020726209']",28,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:28.399,Pass,,2009/2010
,,,,,,,,,,,,,,,2.3128,,,,,,,,,,,,,a9703a65-4455-4ac2-899d-d9172e8bede3,126,,"[21.4, 54.2]",69218,1,,,,,-0.4807888,,Right Foot,,,,"[56.1, 36.1]",,High Pass,,39.13694,,Incomplete,,Miguel Ángel Ferrer Martínez,26493.0,,,,,,1,Regular Play,Manuel Pablo García Díaz,26209.0,Right Back,5,Barcelona,217,"['8109e852-328e-4ab3-8877-aadda011e9c1', '8757197f-b8d2-46fb-95d7-f51d5cd33e56', 'cb553fa1-8dad-40ea-8213-dd3f4078dac1']",30,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:30.914,Pass,True,2009/2010
