bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,7a2f7280-2247-4f88-bcf2-7432d805f098,1580,,"[45.5, 6.7]",3764661,41,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mikel Balenziaga Oruesagasti,6789.0,Left Back,90,Athletic Club,215,['fb47cfbc-750f-4678-8168-f356ca18dce4'],11,,,,,,,,,,,,,,,,,Athletic Club,215,00:41:11.412,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,952a237d-4ac2-4c6c-a1da-014f6e3ef47c,1584,,"[56.3, 70.5]",3764661,41,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sergino Dest,21881.0,Right Back,91,Barcelona,217,['36c172d1-2854-44fc-8ddc-fa6a6a482efa'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:41:22.019,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,2bcffdf3-be52-43db-86b2-b64eb5f0e6e3,1587,,"[64.6, 60.6]",3764661,41,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,91,Barcelona,217,['b0441d61-093c-4675-8a96-706d4bdcf486'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:41:23.834,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,c48e612a-06c5-4d72-b8ac-22e9e5e48a7c,1590,,"[53.8, 27.9]",3764661,41,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Clément Lenglet,6826.0,Left Center Back,91,Barcelona,217,['e316475b-3e59-4779-aa72-f58765a0aa2a'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:41:26.608,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,97e0ee5c-3693-4ca2-b89f-c8b816e87dd7,1593,,"[83.9, 7.5]",3764661,41,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,91,Barcelona,217,['9c5673fa-b702-4e27-ad25-b88de5c8ccb5'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:41:29.812,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,79eef7dd-cb09-4f41-a8cb-1efe8e5afe2e,1595,,"[83.4, 15.3]",3764661,41,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Pedro González López,30486.0,Left Center Midfield,91,Barcelona,217,['ae3730f5-c556-406e-90f0-f4af81b110dc'],30,,,,,,,,,,,,,,,,,Barcelona,217,00:41:30.798,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,a6dc3758-c463-4b4f-9d2f-44c2976777c1,1598,,"[78.2, 10.5]",3764661,41,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,91,Barcelona,217,['693b0530-f25c-48fa-88df-5c134619808a'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:41:31.621,Ball Receipt*,,2020/2021
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,c97b2edb-2288-4927-bb54-0c062f372187,1600,,"[89.1, 18.1]",3764661,41,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Pedro González López,30486.0,Left Center Midfield,91,Barcelona,217,['e175e2aa-212e-4d3d-aa93-ca307c9ab3d6'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:41:32.882,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,0092327b-ef99-4e51-87c3-62c39017a366,1602,,"[37.5, 60.4]",3764661,41,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Unai Vencedor Paris,35473.0,Right Defensive Midfield,92,Athletic Club,215,['de1ab398-bb85-4b8f-959c-11ef083e2ad9'],33,,,,,,,,,,,,,,,,,Athletic Club,215,00:41:33.541,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,75f67de1-b039-48ef-b8f0-d96e8e8f2802,1605,,"[34.8, 69.9]",3764661,41,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ander Capa Rodríguez,6699.0,Right Back,92,Athletic Club,215,['ebe31bac-239d-42b2-8851-38de864bf320'],34,,,,,,,,,,,,,,,,,Athletic Club,215,00:41:34.501,Ball Receipt*,,2020/2021
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,a3e10ca8-bcd6-4f0a-b5df-106a8a48ef2a,1607,,"[44.0, 74.6]",3764661,41,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Óscar de Marcos Arana,6649.0,Right Midfield,92,Athletic Club,215,['8493bbe5-5678-4277-8a64-0772bcb0de8d'],34,,,,,,,,,,,,,,,,,Athletic Club,215,00:41:34.685,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,787f136d-434d-4a10-9957-2b1d2354eccb,1610,,"[30.2, 66.4]",3764661,41,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Unai Núñez Gestoso,6397.0,Right Center Back,93,Athletic Club,215,['2cb6f441-4acd-4846-8f9a-50d152e4f7a9'],48,,,,,,,,,,,,,,,,,Athletic Club,215,00:41:48.957,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,a5d6812d-dc94-4015-b32d-fa04ad6aac1c,1613,,"[35.9, 27.7]",3764661,41,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Íñigo Martínez Berridi,6665.0,Left Center Back,93,Athletic Club,215,['a0a76723-6d54-42b6-8990-f85f0ff2e182'],53,,,,,,,,,,,,,,,,,Athletic Club,215,00:41:53.297,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,d3e92ac2-adb0-419e-8f43-a3064e9e27a5,1616,,"[41.6, 53.0]",3764661,41,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Unai Núñez Gestoso,6397.0,Right Center Back,93,Athletic Club,215,['d9fa591a-e3aa-4c3c-8b8a-2da5d82640ea'],58,,,,,,,,,,,,,,,,,Athletic Club,215,00:41:58.639,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,fb865476-8f98-478b-b36b-ebf23eaac1c2,1619,,"[52.3, 74.1]",3764661,42,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ander Capa Rodríguez,6699.0,Right Back,93,Athletic Club,215,['5aea4a57-5e79-4507-b4f9-a2990ceae8f5'],1,,,,,,,,,,,,,,,,,Athletic Club,215,00:42:01.675,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,1062bc4f-5031-4d46-ac35-2d5a5e08894a,1623,,"[63.6, 20.9]",3764661,42,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pedro González López,30486.0,Left Center Midfield,94,Barcelona,217,['f647ec9d-2d35-444d-b945-50332edf95bc'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:42:03.881,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,2ed79e2a-29bd-4397-b1b3-e191f2080d3e,1626,,"[89.7, 14.9]",3764661,42,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ousmane Dembélé,5477.0,Right Wing,94,Barcelona,217,['0fafa3ae-10f4-4835-a714-85ee3206db07'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:42:06.120,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,60037c69-1de6-4266-889b-24ad015d62fb,1638,,"[31.2, 48.0]",3764661,42,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Íñigo Martínez Berridi,6665.0,Left Center Back,95,Athletic Club,215,['540b318f-8975-46f3-937e-eb0ef8fc1161'],37,,,,,,,,,,,,,,,,,Athletic Club,215,00:42:37.406,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,d169c20e-bfbc-4230-9848-fd187f1ee395,1647,,"[85.9, 40.8]",3764661,42,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Antoine Griezmann,5487.0,Left Wing,96,Barcelona,217,['739afba3-f452-43a5-ba20-59ed99e3358b'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:42:40.360,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,e3288102-d2f1-4c38-8de3-0ff3d7591bfa,1650,,"[93.6, 44.6]",3764661,42,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,96,Barcelona,217,['a8a92348-9295-40d7-9ffe-5fc737449978'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:42:41.358,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,33c73426-3316-4777-a9ed-e47f06709172,1656,,"[30.8, 22.3]",3764661,43,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Íñigo Martínez Berridi,6665.0,Left Center Back,97,Athletic Club,215,['f077cf3a-dc00-48a1-b785-1530b0d29f6a'],2,,,,,,,,,,,,,,,,,Athletic Club,215,00:43:02.851,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,e9beb60d-b137-469b-99dc-3190b38c3fc4,1658,,"[55.9, 3.4]",3764661,43,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Mikel Balenziaga Oruesagasti,6789.0,Left Back,97,Athletic Club,215,['67744bea-8b1f-4db5-ad56-aac70deef069'],6,,,,,,,,,,,,,,,,,Athletic Club,215,00:43:06.930,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,3f1957e6-2b06-44e8-be48-72b64ee2e5f5,1661,,"[76.4, 7.4]",3764661,43,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Iker Muniain Goñi,6842.0,Left Midfield,97,Athletic Club,215,['4739c9e4-f4c6-4684-8efb-84224ebae45d'],9,,,,,,,,,,,,,,,,,Athletic Club,215,00:43:09.172,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,53cbff07-2508-45f3-9a95-40627fc5453a,1663,,"[63.8, 11.0]",3764661,43,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Mikel Vesga Arruti,6667.0,Left Defensive Midfield,97,Athletic Club,215,['511f9d57-e911-422f-991e-ace996006544'],10,,,,,,,,,,,,,,,,,Athletic Club,215,00:43:10.500,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,107a519f-f4f1-4a15-8f01-d915acd329de,1666,,"[55.9, 43.3]",3764661,43,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Unai Vencedor Paris,35473.0,Right Defensive Midfield,97,Athletic Club,215,['c2d41441-2a25-48c7-8666-1b0d9dd1f04e'],14,,,,,,,,,,,,,,,,,Athletic Club,215,00:43:14.453,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,4c31a8a6-565b-41e7-9e8e-e75afc2669a5,1669,,"[80.2, 52.1]",3764661,43,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Óscar de Marcos Arana,6649.0,Right Midfield,97,Athletic Club,215,['abfd2ab2-9de6-4335-8d30-c222538658a5'],15,,,,,,,,,,,,,,,,,Athletic Club,215,00:43:15.974,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,3bbc085a-1334-4ace-8795-8828b8e85ac4,1672,,"[67.1, 42.6]",3764661,43,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Raúl García Escudero,6391.0,Left Center Forward,97,Athletic Club,215,['25a6db7c-2269-4a7d-8633-58a402534ea7'],17,,,,,,,,,,,,,,,,,Athletic Club,215,00:43:17.485,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,c33868df-d1d8-4a97-8311-ebeca981d458,1675,,"[63.5, 55.9]",3764661,43,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Unai Vencedor Paris,35473.0,Right Defensive Midfield,97,Athletic Club,215,['4971e29a-ffbd-4c07-939a-ba4bd384d903'],19,,,,,,,,,,,,,,,,,Athletic Club,215,00:43:19.401,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,e654d734-3add-4be6-91e5-de9e5e16f45f,1679,,"[63.8, 33.1]",3764661,43,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Mikel Vesga Arruti,6667.0,Left Defensive Midfield,97,Athletic Club,215,"['31007d6b-6b56-4e75-a0f7-2acfa7502692', '73ad9bfb-6482-40f6-8ed4-f98a0a83fdf3']",21,,,,,,,,,,,,,,,,,Athletic Club,215,00:43:21.368,Ball Receipt*,True,2020/2021
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,eea76822-5067-4850-9a64-76ad6f20b7a2,1688,,"[95.0, 36.0]",3764661,43,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Iñaki Williams Arthuer,6393.0,Right Center Forward,97,Athletic Club,215,['790cda2c-e8e9-4114-8bad-796d1ec8bcc2'],26,,,,,,,,,,,,,,,,,Athletic Club,215,00:43:26.684,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,a8cbb9ce-1126-4cbb-9252-849362fde5b4,1691,,"[50.6, 56.2]",3764661,43,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,98,Barcelona,217,['ad9c84b4-a3b2-489f-86fa-56dc6b39426e'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:43:29.449,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,b72e8ca1-19a0-4d35-bc5b-a24bc9019d98,1694,,"[62.8, 42.0]",3764661,43,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Antoine Griezmann,5487.0,Left Wing,98,Barcelona,217,['a08f261f-2339-433b-8a6f-8010ab409edc'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:43:32.733,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,0fcc7c3b-7961-4a0e-9ee6-5105f6f5c410,1697,,"[87.8, 72.7]",3764661,43,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ousmane Dembélé,5477.0,Right Wing,98,Barcelona,217,['ad3dfa56-a9cc-4bed-ade8-46c5dfbf53b9'],37,,,,,,,,,,,,,,,,,Barcelona,217,00:43:37.266,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,92b9c0d4-5790-418a-b65b-b8ba7bf2c57b,1700,,"[83.5, 64.6]",3764661,43,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,98,Barcelona,217,['68e5f94e-f3e0-4817-b47b-7a6b66b2eb54'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:43:39.582,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,4b697469-69f9-4e1a-a555-4e432c6aa277,1703,,"[77.7, 17.7]",3764661,43,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,98,Barcelona,217,['75205478-b13c-4877-976c-4e7a096b228f'],48,,,,,,,,,,,,,,,,,Barcelona,217,00:43:48.955,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,aefe1deb-61c1-45ab-acde-5a4e44194848,1706,,"[79.1, 39.0]",3764661,43,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,98,Barcelona,217,['e23e86c9-f667-48a4-9681-ea05e8a2318e'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:43:51.229,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,92134922-44d9-4f31-a0b6-609eb16d117b,1709,,"[68.4, 22.5]",3764661,43,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Clément Lenglet,6826.0,Left Center Back,98,Barcelona,217,['ae94f2c1-e4fc-4ef3-aa2e-e49f16116a69'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:43:52.688,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,3a3912f0-7a60-4586-9072-465ede6391e8,1712,,"[79.0, 17.1]",3764661,43,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,98,Barcelona,217,['16d7c70d-b9dc-4242-9fb4-83b4b6dbab21'],54,,,,,,,,,,,,,,,,,Barcelona,217,00:43:54.396,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,549fb9d9-4f46-4060-abda-0e592b3e5246,1714,,"[68.9, 20.5]",3764661,43,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Clément Lenglet,6826.0,Left Center Back,98,Barcelona,217,['05172318-14e0-472e-b83f-c4283d67c262'],55,,,,,,,,,,,,,,,,,Barcelona,217,00:43:55.426,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,71317bb4-3d62-4833-b869-2582dbb4d807,1717,,"[56.8, 26.3]",3764661,43,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,98,Barcelona,217,['59ac6783-b687-4388-a0c0-3eca0833995f'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:43:57.307,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,16719304-f1cf-4aa1-9404-b2967a357a6f,1720,,"[66.4, 40.6]",3764661,43,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Frenkie de Jong,8118.0,Right Center Midfield,98,Barcelona,217,['4abaab33-1cc2-41f9-8359-c1a1eb03a827'],59,,,,,,,,,,,,,,,,,Barcelona,217,00:43:59.183,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,68754d71-365f-4647-a8b6-fe2d0c66f035,1723,,"[79.0, 70.1]",3764661,44,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ousmane Dembélé,5477.0,Right Wing,98,Barcelona,217,['80cad11a-5c2c-4d1e-8296-9c4f35720735'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:44:03.549,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,561e434a-a4a3-406c-8483-b3e2ae1ae108,1727,,"[96.6, 57.2]",3764661,44,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Antoine Griezmann,5487.0,Left Wing,98,Barcelona,217,"['5be07672-f3da-47f7-8314-e3d8d11dcf70', '77caa711-dd50-4196-9467-753cf6f9e596']",5,,,,,,,,,,,,,,,,,Barcelona,217,00:44:05.859,Ball Receipt*,True,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,c7faacb4-3bf3-415c-8e2d-a3ef43acb6a9,1730,,"[95.3, 70.5]",3764661,44,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergino Dest,21881.0,Right Back,98,Barcelona,217,['5890d896-2990-47c1-a48c-6b862e240c0a'],7,,,,,,,,,,,,,,,,,Barcelona,217,00:44:07.559,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,c634fa05-1a21-4b3f-a0fd-9b354c2fb490,1732,,"[90.1, 69.3]",3764661,44,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ousmane Dembélé,5477.0,Right Wing,98,Barcelona,217,['12e4228e-eb6a-47e5-82c4-4fb7472f51c7'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:44:08.418,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,d5038438-2a5e-4a4e-9725-3dc8a589e601,1735,,"[83.5, 55.0]",3764661,44,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,98,Barcelona,217,['1e4286d0-6153-472b-9d44-5e4343e4dba2'],11,,,,,,,,,,,,,,,,,Barcelona,217,00:44:11.372,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,e9d81233-3252-401b-b028-0d74b590e93a,1738,,"[88.9, 67.4]",3764661,44,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ousmane Dembélé,5477.0,Right Wing,98,Barcelona,217,['4583f8cf-e753-4698-935b-ac768ec7dbca'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:44:17.813,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,cfb9dd5e-3469-4235-bcdc-ae40e9969934,1741,,"[99.3, 75.1]",3764661,44,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergino Dest,21881.0,Right Back,98,Barcelona,217,['c73ba02d-4258-47c6-a96a-2142642a6f93'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:44:20.042,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,81891ced-e0e8-4ef6-ac09-ed544eeb72c9,1744,,"[91.1, 68.5]",3764661,44,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ousmane Dembélé,5477.0,Right Wing,98,Barcelona,217,['3de58efe-afce-4939-bb50-c3a602c9e6f0'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:44:22.208,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,309d6c54-9a4a-4b74-9a10-c41c81da7a4a,1747,,"[92.9, 59.8]",3764661,44,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Frenkie de Jong,8118.0,Right Center Midfield,98,Barcelona,217,['be6f93b0-3711-45ce-b377-4dffed072cd5'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:44:24.305,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,ed3aa9f5-9ee9-4a7f-a871-6136f67b08a3,1750,,"[86.7, 65.8]",3764661,44,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ousmane Dembélé,5477.0,Right Wing,98,Barcelona,217,['0215960c-bb31-4ea2-a5e6-7e92a25b09aa'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:44:25.521,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,840fc636-7983-44ba-8ecf-6dca4bd1bc05,1752,,"[85.9, 54.3]",3764661,44,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,98,Barcelona,217,['14cb1b3c-880d-4498-816b-a0dc87369cf2'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:44:26.442,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,1c7e18ea-9128-499c-b247-41eeb2525805,1755,,"[83.1, 65.2]",3764661,44,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ousmane Dembélé,5477.0,Right Wing,98,Barcelona,217,['599b16c3-4896-45d1-9214-170174adad42'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:44:27.288,Ball Receipt*,,2020/2021
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,ed412bcf-6ff2-43c2-bb11-efd25ad91218,1758,,"[87.9, 58.0]",3764661,44,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,98,Barcelona,217,['7730a0bb-3275-4956-9ffd-20a624ad574e'],28,,,,,,,,,,,,,,,,,Barcelona,217,00:44:28.953,Ball Receipt*,,2020/2021
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,99a926eb-bce3-4e46-b3cf-e93cb08392ee,1765,,"[56.5, 27.3]",3764661,44,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Iker Muniain Goñi,6842.0,Left Midfield,98,Barcelona,217,['cc70fb1b-a2b9-4e28-8e00-85b8fe90ef3f'],34,,,,,,,,,,,,,,,,,Athletic Club,215,00:44:34.986,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,e5052322-2d13-4eae-8a49-09b9f14c05d7,1770,,"[71.4, 61.7]",3764661,44,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ousmane Dembélé,5477.0,Right Wing,98,Barcelona,217,['37c5f5ab-4697-486c-85e6-339592b75f05'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:44:40.266,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,1bad541e-b614-4bd4-a89c-eae1356e69ea,1773,,"[83.9, 75.9]",3764661,44,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergino Dest,21881.0,Right Back,98,Barcelona,217,['da8073a1-b4bd-4563-96a1-61d4889d9ddb'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:44:43.961,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,14474979-3d2f-45d1-bffe-9bdb8e73a6ca,1776,,"[73.0, 72.3]",3764661,44,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Frenkie de Jong,8118.0,Right Center Midfield,98,Barcelona,217,['89cd0b4f-5fbf-4d08-afc6-439822e01498'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:44:46.060,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,6b336fe8-c51c-40b2-aa5e-c6787361f169,1779,,"[76.6, 53.0]",3764661,44,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,98,Barcelona,217,['fa98edcc-ed49-4f41-af17-7546fc18d5b8'],48,,,,,,,,,,,,,,,,,Barcelona,217,00:44:48.322,Ball Receipt*,,2020/2021
,,,,,,,,,,,,,,,,,,,,,,,,,,,dfd30a8d-f06c-404e-8da5-74a399b94cd3,1782,,"[77.9, 26.9]",3764661,44,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pedro González López,30486.0,Left Center Midfield,98,Barcelona,217,['7040577e-94ee-4984-8a3b-e3cac016c90b'],54,,,,,,,,,,,,,,,,,Barcelona,217,00:44:54.838,Ball Receipt*,,2020/2021
