bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_in_play,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,1.6263,,,,,,,,,,,,,,5ce4dbcc-207c-412f-8704-8a96b3c42b61,22,,"[50.3, 48.9]",266670,0,,,,,1.8760195,,Right Foot,,,,"[43.4, 70.8]",Ground Pass,,22.961271,,,Javier López Rodríguez,6791.0,,,,,,,1,From Kick Off,Joan Jordán Moreno,6701.0,Right Defensive Midfield,2,Espanyol,214,['8c2e1449-79ef-4c00-b224-a149e77c7eb1'],13,,,,,,,,,,,,,,,,Espanyol,214,00:00:13.203,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.8931,,,,,,,,,,,,,,d21d8134-698a-4b3e-875b-43548776c388,25,,"[41.7, 73.1]",266670,0,,,,,-2.6807075,,Left Foot,,,,"[27.2, 65.9]",Ground Pass,,16.189194,,,Álvaro González Soberón,6762.0,,,,,,,1,From Kick Off,Javier López Rodríguez,6791.0,Right Back,2,Espanyol,214,['f63124ba-680e-4ac6-826d-61c5d2c5463c'],15,,,,,,,,,,,,,,,,Espanyol,214,00:00:15.064,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.8637,,,,,,,,,,,,,,45dc6634-8dfc-4069-87f1-d8df6b7ff3c0,28,,"[27.2, 65.9]",266670,0,,,,,-0.0055554984,,Right Foot,,,,"[63.2, 65.7]",High Pass,,36.000557,Incomplete,,Marco Asensio Willemsen,5719.0,,,,,,,1,From Kick Off,Álvaro González Soberón,6762.0,Right Center Back,2,Espanyol,214,"['8e7586f5-72ac-4e5b-a6bd-3706491a4142', 'a5707cae-fc4a-4d55-a46e-2527d268f091']",17,,,,,,,,,,,,,,,,Espanyol,214,00:00:17.059,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.6521,,,,,,,,,,,,,,852ceca1-f69e-429d-8cb1-deddd854bc4d,31,,"[49.5, 47.6]",266670,0,,,,,0.28407437,,Head,,,,"[63.2, 51.6]",High Pass,,14.272,Incomplete,,Hernán Arsenio Pérez González,6838.0,,,,,,Recovery,1,From Kick Off,Joan Jordán Moreno,6701.0,Right Defensive Midfield,2,Espanyol,214,"['274341ff-1ffd-48cd-8977-2dedac6f98c2', 'efd4b2c8-6a16-4a23-9653-7a6d889f32fb']",21,,,,,,,,,,,,,,,,Espanyol,214,00:00:21.154,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.8833,,,,,,,,,,,,,,274341ff-1ffd-48cd-8977-2dedac6f98c2,34,,"[56.9, 28.5]",266670,0,,,,True,-1.8417432,,,,,,"[55.9, 24.9]",High Pass,,3.7363083,Incomplete,,,,,,,,,Recovery,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Espanyol,214,"['6acc5768-bddc-4f93-8c9e-180699558a6c', '7701c7c5-e04d-4eb1-96ea-b1d5818a1a97', '852ceca1-f69e-429d-8cb1-deddd854bc4d']",22,,,,,,,,,,,,,,,,Barcelona,217,00:00:22.806,Pass,True,2015/2016
,,,,,,,,,,,,,,,,1.2381,,,,,,,,,,,,,,7701c7c5-e04d-4eb1-96ea-b1d5818a1a97,35,,"[64.2, 55.2]",266670,0,,,,,-0.23753463,,Head,,,,"[73.7, 52.9]",High Pass,,9.774457,,,Felipe Salvador Caicedo Corozo,7781.0,,,,,,Recovery,1,From Kick Off,Marco Asensio Willemsen,5719.0,Center Attacking Midfield,2,Espanyol,214,"['274341ff-1ffd-48cd-8977-2dedac6f98c2', '282227df-feaa-4ca9-b8da-fa48d6fb2b4c']",23,,,,,,,,,,,,,,,,Espanyol,214,00:00:23.689,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.6306,,,,,,,,,,,,,,483ddc3c-f533-4cd0-87f0-b265996d8449,42,,"[13.9, 29.9]",266670,0,,,,,1.6089134,,Keeper Arm,,,,"[13.0, 53.5]",Ground Pass,,23.617155,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,Regular Play,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,3,Barcelona,217,['4516f9c7-76f8-48a8-b300-2a50e546b1dc'],37,,,,,,,,,,,,,,,,Barcelona,217,00:00:37.526,Pass,,2015/2016
,,,,,,,,,,,,,,,,3.2763,,,,,,,,,,,,,,7f58ff8a-322d-4797-92c3-29a567282d21,45,,"[18.1, 57.5]",266670,0,,,,,-1.9655875,,Right Foot,,,,"[11.6, 41.9]",Ground Pass,,16.9,,,Claudio Andrés Bravo Muñoz,4691.0,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['9560947b-7335-4e7e-a02d-a390822f2e13'],43,,,,,,,,,,,,,,,,Barcelona,217,00:00:43.090,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.1751,,,,,,,,,,,,,,ab758b6e-6432-4bf1-ae47-2edc3059d7a9,48,,"[11.6, 41.9]",266670,0,,,,,-1.6101019,,Right Foot,,,,"[10.9, 24.1]",Ground Pass,,17.813759,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,Regular Play,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,3,Barcelona,217,['08150a8d-c284-42fc-8fac-a37fd11f7e20'],47,,,,,,,,,,,,,,,,Barcelona,217,00:00:47.996,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.9587,,,,,,,,,,,,,,0b4b3e39-44e0-47f9-bb26-487bfcd0a996,51,,"[12.0, 27.4]",266670,0,,,,,1.557852,,Right Foot,,,,"[12.4, 58.3]",Ground Pass,,30.90259,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,3,Barcelona,217,['38c5192f-c07e-492e-85af-d4cdf4925aca'],50,,,,,,,,,,,,,,,,Barcelona,217,00:00:50.787,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.8143,,,,,,,,,,,,,,8dd9e0c0-bad8-48c5-a422-0cafb6578b38,54,,"[12.8, 65.9]",266670,0,,,,,0.7055682,,Right Foot,,,,"[26.3, 77.4]",Ground Pass,,17.734148,,,Daniel Alves da Silva,4324.0,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['164c3f5b-8060-4d20-a808-29893cf4eea4'],54,,,,,,,,,,,,,,,,Barcelona,217,00:00:54.183,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.2923,,,,,,,,,,,,,,abb2c3f5-d027-467c-8691-ba600e9bf006,58,,"[27.9, 78.3]",266670,0,,,,,-1.7283043,,Right Foot,,,,"[25.2, 61.3]",Ground Pass,,17.213076,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,3,Barcelona,217,"['a1c0ab79-5166-4d96-a61a-44ed94ff4018', 'c56a5956-be06-4cea-95d8-a2484fe04121']",56,,,,,,,,,,,,,,,,Barcelona,217,00:00:56.193,Pass,True,2015/2016
,,,,,,,,,,,,,,,,2.1051,,,,,,,,,,,,,,1ae395bb-dbc1-45fb-ae5a-67601d64ee99,61,,"[21.4, 51.6]",266670,1,,,,,-1.56286,,Right Foot,,,,"[21.6, 26.4]",Ground Pass,,25.200794,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Barcelona,217,['c9d3d412-fb01-48a7-9873-906260700d70'],0,,,,,,,,,,,,,,,,Barcelona,217,00:01:00.865,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.1277,,,,,,,,,,,,,,2a29df52-2c37-4e8e-8dc0-770caed1d2dc,65,,"[50.9, 27.2]",266670,1,,,,,-1.7016237,,Right Foot,,,,"[50.4, 23.4]",Ground Pass,,3.8327537,Incomplete,,Jordi Alba Ramos,5211.0,,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,3,Barcelona,217,"['9be0ef94-4a6c-4bf0-ae0b-5b1d6e6a2324', 'b0dc6fec-9432-4903-a85f-3ee8f1606e27']",6,,,,,,,,,,,,,,,,Barcelona,217,00:01:06.174,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.6568,,,,,,,,,,,,,,bd7c5cca-7db8-421a-a745-e39cd2790970,70,,"[79.5, 55.0]",266670,1,,,,,-1.4640607,,Left Foot,,,,"[80.4, 46.6]",Ground Pass,,8.448076,,,Marco Asensio Willemsen,5719.0,,,,,,,1,Regular Play,Felipe Salvador Caicedo Corozo,7781.0,Center Forward,3,Barcelona,217,['0e60ed4b-d888-4e31-a683-c2bb321a3143'],11,,,,,,,,,,,,,,,,Espanyol,214,00:01:11.551,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.4845,,,,,,,,,,,,,,9e99812a-6257-46a1-990d-f9aac7ea940e,74,,"[77.2, 50.0]",266670,1,,,,,-3.0284417,,Left Foot,,,,"[72.8, 49.5]",High Pass,,4.428318,Incomplete,,Papa Kouly Diop,6867.0,,,,,,,1,Regular Play,Marco Asensio Willemsen,5719.0,Center Attacking Midfield,3,Barcelona,217,"['ac9a0ea2-6a08-4bb3-843a-077659bea419', 'ddd8aef0-c697-4258-a0a1-642e85e8b94a', 'ed744d5f-1489-45e7-b6ba-d8e43b1d1288']",13,,,,,,,,,,,,,,,,Espanyol,214,00:01:13.831,Pass,True,2015/2016
,,,,,,,,,,,,,,,,0.7694,,,,,,,,,,,,,,b8e823c9-bf94-49bc-a0b1-30570e5e84c2,77,,"[42.4, 35.8]",266670,1,,,,,0.02352507,,Right Foot,,,,"[50.9, 36.0]",Low Pass,,8.502353,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,Recovery,1,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,3,Barcelona,217,['5a4868fa-7402-4989-b7e3-16ad97d80792'],15,,,,,,,,,,,,,,,,Barcelona,217,00:01:15.023,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.849231,,,,,,,,,,,,,,5f853a18-2e80-4cfd-a3c4-adea7b924b24,83,,"[67.6, 44.1]",266670,1,,,,,-1.6973884,,Left Foot,,,,"[66.9, 38.6]",Ground Pass,,5.5443664,,,Papa Kouly Diop,6867.0,,,,,,Recovery,1,Regular Play,Marco Asensio Willemsen,5719.0,Center Attacking Midfield,4,Espanyol,214,['0068059e-e48a-4d48-89be-8cdcd31fd791'],18,,,,,,,,,,,,,,,,Espanyol,214,00:01:18.626,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.8424,,,,,,,,,,,,,,31cdbde4-1add-4907-a048-290b0e4f9256,88,,"[70.3, 42.0]",266670,1,,,,,0.7990959,,Right Foot,,,,"[73.9, 45.7]",Ground Pass,,5.162364,,,Marco Asensio Willemsen,5719.0,,,,,,,1,Regular Play,Papa Kouly Diop,6867.0,Left Defensive Midfield,4,Espanyol,214,['9c3ea397-ceb3-4828-9261-05a1ea6c92e2'],23,,,,,,,,,,,,,,,,Espanyol,214,00:01:23.223,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.5697,,,,,,,,,,,,,,fcd5d219-6e08-4320-bafd-6089c6f7d10f,92,,"[87.1, 39.4]",266670,1,,,,,0.69192135,,Left Foot,,,,"[97.6, 48.1]",Ground Pass,,13.635982,,,Felipe Salvador Caicedo Corozo,7781.0,,,,,,,1,Regular Play,Marco Asensio Willemsen,5719.0,Center Attacking Midfield,4,Espanyol,214,"['9f69a687-d7f9-462a-98e4-f8f9e0df1ab3', 'c8cc1356-072d-44c6-93c3-1efa2afe8174']",26,,,,,,,,,,,,,,,,Espanyol,214,00:01:26.658,Pass,True,2015/2016
,,,,,,,,,,,,,,,,2.0863,,,,,,,,,,,,,,8ef56bc4-5b9c-4373-8220-be2fa754d311,95,,"[7.0, 36.1]",266670,1,,True,,,-0.01796214,,Right Foot,,,,"[23.7, 35.8]",Ground Pass,,16.702694,,,Sergio Busquets i Burgos,5203.0,,,,,,Goal Kick,1,From Goal Kick,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,5,Barcelona,217,['c36cb734-e6f6-4b7b-9afd-da50fc607f20'],36,,,,,,,,,,,,,,,,Barcelona,217,00:01:36.933,Pass,,2015/2016
,,,,,,,,,,,,,,,,2.4785,,,,,,,,,,,,,,2086eda3-2596-44a3-9a7f-2e03e3914695,97,,"[31.5, 33.9]",266670,1,,,,,1.586924,,Right Foot,,,,"[31.1, 58.7]",Ground Pass,,24.803226,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Goal Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,5,Barcelona,217,['035b9a9b-516c-48fc-b030-911a87b1532e'],41,,,,,,,,,,,,,,,,Barcelona,217,00:01:41.530,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.241,,,,,,,,,,,,,,3b92ca97-63b8-4ac6-9d97-dc38f11efa0a,100,,"[51.5, 67.8]",266670,1,,,,,1.3061266,,Left Foot,,,,"[54.4, 78.5]",Ground Pass,,11.086027,,,Daniel Alves da Silva,4324.0,,,,,,,1,From Goal Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,5,Barcelona,217,['21417d8f-517b-4763-82d5-f794b2cddb34'],53,,,,,,,,,,,,,,,,Barcelona,217,00:01:53.164,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.3599,,,,,,,,,,,,,,6af5c108-83e6-4cbc-b05b-d58f4ba1d6ac,103,,"[53.4, 77.9]",266670,1,,,,,-1.1027628,,Right Foot,,,,"[58.0, 68.8]",Ground Pass,,10.1965685,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Goal Kick,Daniel Alves da Silva,4324.0,Right Back,5,Barcelona,217,['2a0bf6c6-1aa1-40e1-90a2-1106f19ba64e'],54,,,,,,,,,,,,,,,,Barcelona,217,00:01:54.859,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.7985,,,,,,,,,,,,,,9c0a5c6a-f6a2-4916-b507-ff1ac267f4cb,111,,"[63.3, 73.0]",266670,1,,,,,0.69044644,,Right Foot,,,,"[70.2, 78.7]",Ground Pass,,8.949861,,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,5,Barcelona,217,"['235e5fad-78b2-42c2-80e0-cd89ce47cc3e', '9338847c-0ccf-4644-91c6-d91623d7e693']",58,,,,,,,,,,,,,,,,Barcelona,217,00:01:58.323,Pass,True,2015/2016
,,,,,,,,,,,,,,,,0.1431,,,,,,,,,,,,,,ab3cafbf-04d1-4a48-9f90-b58b5eb05999,115,,"[68.9, 79.5]",266670,1,,,,,-0.69044644,,Right Foot,,,,"[71.2, 77.6]",Low Pass,,2.9832869,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Goal Kick,Neymar da Silva Santos Junior,4320.0,Left Wing,5,Barcelona,217,"['059eb128-3537-4962-9023-667c9024a3c6', 'd15a1ac2-ef6d-4db9-9bc5-806a5b7155eb']",59,,,,,,,,,,,,,,,,Barcelona,217,00:01:59.876,Pass,,2015/2016
,,,,,,,,,,,,,,,,4.2028,,,,,,,,,,,,,,32e79d8d-aea6-47e8-ab95-7e6a78a46c5c,118,,"[47.4, 2.2]",266670,2,,,,,0.15830281,,Left Foot,,,,"[80.6, 7.5]",High Pass,,33.62038,Incomplete,,,,,,,,,Recovery,1,From Goal Kick,Jorge Franco Alviz,6624.0,Left Wing,5,Barcelona,217,['dccaf8e1-10ba-4425-b6cd-cafc902efb83'],1,,,,,,,,,,,,,,,,Espanyol,214,00:02:01.041,Pass,,2015/2016
,,,,,,,,,,,,,,,,3.021801,,,,,,,,,,,,,,c6c0d76c-c446-4c56-92cc-493437d99787,121,,"[41.4, 62.3]",266670,2,,,,,-1.3028111,,Right Foot,,,,"[54.8, 13.5]",High Pass,,50.606323,,,Jordi Alba Ramos,5211.0,,,True,,,,1,From Goal Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,5,Barcelona,217,['8c413e97-2372-4814-950c-f25898067c05'],7,,,,,,,,,,,,,,,,Barcelona,217,00:02:07.685,Pass,,2015/2016
,,,,,,,,,,,,,,,,2.715422,,,,,,,,,,,,,,0067afa4-b655-4921-bef7-52da2caeae8f,127,,"[65.9, 61.7]",266670,2,,,,,-0.25422055,,Right Foot,,,,"[116.7, 48.5]",Ground Pass,,52.48695,Incomplete,,Marco Asensio Willemsen,5719.0,,,,,,Free Kick,1,From Free Kick,Papa Kouly Diop,6867.0,Left Defensive Midfield,6,Espanyol,214,"['de6b26fc-e0d2-4409-801d-389f8d95154e', 'ed032b08-d152-4797-b1e7-2cbc439a22a9']",30,,,,,,,,,,,,,,,,Espanyol,214,00:02:30.900,Pass,,2015/2016
