bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,1.378039,,,,,,,,,,,,,14529045-e964-4ef4-b6cb-4a7bfc18f770,40,,,"[74.0, 80.0]",267561,0,,,,,-1.06902,,,,,"[81.9, 65.6]",,High Pass,,16.424677,,,,Munir El Haddadi Mohamed,6616.0,,,,,,Throw-in,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,4,Barcelona,217,['d3310e6a-b18f-4a57-8a5c-5410b19f64ce'],36,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:36.357,Pass,,2014/2015
,,,,,,,,,,,,,,,,0.9647,,,,,,,,,,,,,adcd378f-ccb6-449e-85f2-7904942331de,44,,,"[81.0, 72.5]",267561,0,,,,,-2.4364812,,Left Foot,,,"[71.6, 64.5]",,Low Pass,,12.343419,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Throw In,Munir El Haddadi Mohamed,6616.0,Right Wing,4,Barcelona,217,['2ffac8a2-bcfe-4336-9d86-65c49f972d24'],38,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:38.982,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.08939,,,,,,,,,,,,,759aeebc-f41f-4323-a8f9-a596b5b5d22e,47,,,"[71.6, 64.7]",267561,0,,,,,1.953695,,Right Foot,,,"[68.7, 71.9]",,Low Pass,,7.7620873,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,4,Barcelona,217,['245d9eea-1db6-4ee8-860e-d8f0f2d91c5f'],40,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:40.027,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.7189,,,,,,,,,,,,,b39acbba-b31f-4da8-b308-07a072d078bc,50,,,"[66.9, 74.4]",267561,0,,,,,-2.8061442,,Left Foot,,,"[45.1, 66.8]",,Ground Pass,,23.086792,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,4,Barcelona,217,['906622da-4018-4328-9e35-3c3640107ac7'],41,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:41.575,Pass,,2014/2015
,,,,,,,,,,,,,,,,3.3906,,,,,,,,,,,,,e70591c6-d984-4fdd-b2ed-4495514a84e4,53,,,"[39.0, 66.5]",267561,0,,,,,-1.5707964,,Left Foot,,,"[39.0, 35.2]",,Ground Pass,,31.3,,,,Marc Bartra Aregall,7068.0,,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,4,Barcelona,217,['24155c79-ca90-4f7c-8c3e-46fe4be0256e'],44,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:44.717,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.360232,,,,,,,,,,,,,ceb5da8d-831d-4908-9182-417a0ecb4870,56,,,"[34.2, 24.5]",267561,0,,,,,-1.5707964,,Right Foot,,,"[34.2, 3.1]",,Ground Pass,,21.4,,,,Jérémy Mathieu,10609.0,,,,,,,1,From Throw In,Marc Bartra Aregall,7068.0,Left Center Back,4,Barcelona,217,['1ab4c690-292b-4d83-9409-6910507e0beb'],48,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:48.188,Pass,,2014/2015
,,,,,,,,,,,,,,,,0.36685,,,,,,,,,,,,,be7e1a41-6b04-4772-9e42-5ae2937e39e1,60,,,"[35.8, 4.4]",267561,0,,,,,0.066568166,,Left Foot,,,"[40.3, 4.7]",,Ground Pass,,4.509989,,Incomplete,,Andrés Iniesta Luján,5216.0,,,,,,,1,From Throw In,Jérémy Mathieu,10609.0,Left Back,4,Barcelona,217,"['16a21200-cb11-4364-b95c-ffdf87761f5f', '63282ba8-104e-4462-a88b-5647036c1e01', 'afdad72d-b6db-4ea6-92ba-4b670c762227']",50,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:50.694,Pass,True,2014/2015
,,,,,,,,,,,,,,,,0.8041,,,,,,,,,,,,,b183e781-9372-49a7-9cfd-7d40ebc913a4,63,,,"[39.5, 1.0]",267561,0,,,,,0.9470946,,,,,"[45.4, 9.2]",,Low Pass,,10.10198,,,,Neymar da Silva Santos Junior,4320.0,,,,,,Throw-in,1,From Throw In,Jérémy Mathieu,10609.0,Left Back,5,Barcelona,217,['e6533a19-4924-4110-b6c6-54372c4bbee2'],58,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:58.380,Pass,,2014/2015
,,,,,,,,,,,,,,,,2.25175,,,,,,,,,,,,,6e2a9890-b224-4f2f-8506-bf7714906875,66,,,"[27.7, 14.7]",267561,1,,,,,1.866401,,Right Foot,,,"[20.3, 39.0]",,Low Pass,,25.401772,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Throw In,Neymar da Silva Santos Junior,4320.0,Left Wing,5,Barcelona,217,['b9139fda-6cd0-4f2e-b9a1-95e84bc96fea'],2,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:02.300,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.062438,,,,,,,,,,,,,cb3e4778-8e23-4244-b839-a30755a81c2b,69,,,"[46.0, 58.5]",267561,1,,,,,-1.0836488,,Right Foot,,,"[55.8, 40.0]",,Ground Pass,,20.935377,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,5,Barcelona,217,['3dc365cf-a9dd-4952-85b5-94534dcf58e9'],9,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:09.320,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.33494,,,,,,,,,,,,,2242b33e-b0d8-412a-b82b-524fa6f41db0,72,,,"[55.5, 37.9]",267561,1,,,,,-0.81871915,,Right Foot,,,"[64.2, 28.6]",,Ground Pass,,12.734991,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,5,Barcelona,217,['bcbff7f7-eee5-4045-b12a-46798b98381b'],11,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:11.712,Pass,,2014/2015
,,,,,,,,,,,,,,,,0.597339,,,,,,,,,,,,,df43b221-4206-40ce-b57d-c724878774d6,76,,,"[79.1, 31.7]",267561,1,,,,,-0.67350787,,Right Foot,,,"[89.0, 23.8]",,Ground Pass,,12.665702,,Incomplete,,Jérémy Mathieu,10609.0,,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Center Midfield,5,Barcelona,217,"['7e561ab3-92f7-4510-8b4a-45527013a35c', 'aa873acc-9bed-49f6-9ff5-6327dff98eaf', 'cf4b6322-74e3-4b0f-ad53-42577a030a86']",15,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:15.947,Pass,True,2014/2015
,,,,,,,,,,,,,,,,1.323138,,,,,,,,,,,,,3048f585-5562-4202-a1c0-64fb932d0d56,90,,,"[64.9, 44.4]",267561,1,,,,,-2.3653686,,Right Foot,,,"[59.4, 39.0]",,Ground Pass,,7.7077885,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Center Midfield,5,Barcelona,217,['981b9109-9a60-403e-893f-287d63e26c01'],27,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:27.713,Pass,,2014/2015
,,,,,,,,,,,,,,,,0.925685,,,,,,,,,,,,,d66c0a29-96f7-4a8b-9d42-bdf94fa4c5bb,93,,,"[59.6, 40.0]",267561,1,,,,,1.8697765,,Right Foot,,,"[55.1, 54.6]",,Ground Pass,,15.277761,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,5,Barcelona,217,['9cf4b524-bd22-43af-928d-70a18945a79d'],29,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:29.156,Pass,,2014/2015
,,,,,,,,,,,,,,,,4.287322,,,,,,,,,,,,,21bb25c2-62a1-4bae-baeb-d2139b563600,96,,,"[57.5, 55.9]",267561,1,,,,,-0.41777164,,Right Foot,,,"[119.0, 28.6]",,High Pass,,67.286995,,Incomplete,,Neymar da Silva Santos Junior,4320.0,,,,Through Ball,True,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,5,Barcelona,217,"['3517c45d-9828-4857-be12-7800c943e09e', 'e8ea9e40-5e5f-475c-86c4-5e8632a10627']",31,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:31.459,Pass,,2014/2015
,,,,,,,,,,,,,,,,6.0712,,,,,,,,,,,,,f284e650-2870-4f36-9ace-33f6f45f086f,100,,,"[10.6, 43.9]",267561,1,,,,,0.116141625,,Right Foot,,,"[106.6, 55.1]",,High Pass,,96.65112,,Incomplete,,Luis Carlos Pereira Carneiro,10851.0,,,,,,,1,From Throw In,Antonio Rodríguez Martínez,26070.0,Goalkeeper,5,Barcelona,217,"['2d383975-e891-40ec-9f13-843aecd401cc', 'aca45277-537f-4bb6-a886-7958bfcc6cf8']",47,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:47.285,Pass,,2014/2015
,,,,,,,,,,,,,,,,2.842962,,,,,,,,,,,,,cd68f354-418d-478d-8338-3116ab21375e,104,,,"[16.8, 40.1]",267561,2,,,,,-0.187114,,Right Foot,,,"[74.9, 29.1]",,High Pass,,59.13214,,Incomplete,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,From Throw In,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,5,Barcelona,217,"['2d7ba0eb-53ed-4f53-9680-3db9ed289e5c', 'a6cc1a1f-c3ad-4903-8378-3126c247b274']",0,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:00.088,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.335502,,,,,,,,,,,,,db2e0a95-0c44-4f7c-84f6-d7c1b5e3748f,107,,,"[62.3, 28.5]",267561,2,,,,,-0.5509253,,Right Foot,,,"[77.6, 19.1]",,Low Pass,,17.956892,,,,Neymar da Silva Santos Junior,4320.0,,,,,,Recovery,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Center Midfield,5,Barcelona,217,['d54ad8d8-361c-4a8c-8174-2eb897af29e7'],4,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:04.611,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.1656,,,,,,,,,,,,,b8fa1977-58a7-44e3-ae1f-828e4c047a86,110,,,"[78.8, 21.3]",267561,2,,,,,1.7577755,,Right Foot,,,"[76.0, 36.1]",,High Pass,,15.062536,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Throw In,Neymar da Silva Santos Junior,4320.0,Left Wing,5,Barcelona,217,['d5b0c5b9-bdba-4f15-a342-c9dca95072d4'],5,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:05.987,Pass,,2014/2015
,,,,,,,,,,,,,,,,0.9449,,,,,,,,,,,,,0546fc9c-e466-4fe1-ae77-11bb324aca59,114,,,"[76.0, 36.8]",267561,2,,,,,0.27094686,,Left Foot,,,"[85.0, 39.3]",,Low Pass,,9.340771,,,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,5,Barcelona,217,['f66f28f9-eb02-45b1-bf74-98359cd200e0'],7,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:07.232,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.4544,,,,,,,,,,,,,89cce426-52b7-4e2b-8940-3550002b390a,117,,,"[85.0, 39.3]",267561,2,,,,,-0.57637525,,Right Foot,,,"[95.0, 32.8]",,Ground Pass,,11.926861,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Throw In,Neymar da Silva Santos Junior,4320.0,Left Wing,5,Barcelona,217,"['018e9206-dbb3-4151-9cf5-8fe05a3c4e2d', '824d1cbb-4b6b-44c0-85fc-8c7b55226718']",8,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:08.257,Pass,,2014/2015
,,,,,,,,,,,,,,,,0.337234,,,,,,,,,,,,,f951cc48-7b20-48bd-88c6-f9f235028e42,120,,,"[90.9, 1.0]",267561,2,,True,,,1.5997738,,,,,"[90.7, 7.9]",,Low Pass,,6.902898,,,,Neymar da Silva Santos Junior,4320.0,,,,,,Throw-in,1,From Throw In,Jérémy Mathieu,10609.0,Left Back,6,Barcelona,217,['69909c04-8a35-4d7c-b8e1-6d8964d22226'],22,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:22.248,Pass,,2014/2015
,,,,,,,,,,,,,,,,2.000401,,,,,,,,,,,,,fd60d552-94d7-4e4c-80a2-b558a6965633,122,,,"[90.7, 7.9]",267561,2,,True,,,-1.5291537,,Right Foot,,,"[90.9, 3.1]",,Ground Pass,,4.804165,,,,Jérémy Mathieu,10609.0,,,,,,,1,From Throw In,Neymar da Silva Santos Junior,4320.0,Left Wing,6,Barcelona,217,['a826f179-c4af-4ed8-8d50-ec17138eb4ea'],23,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:23.001,Pass,,2014/2015
,,,,,,,,,,,,,,,,0.688215,,,,,,,,,,,,,21dc8781-498f-483e-bc74-70f02233a01b,124,,,"[86.4, 6.8]",267561,2,,,,,2.3724093,,Left Foot,,,"[77.0, 15.9]",,Ground Pass,,13.083196,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,From Throw In,Jérémy Mathieu,10609.0,Left Back,6,Barcelona,217,['f4e348b6-2050-48c5-a493-d9d3d58b3cec'],25,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:25.077,Pass,,2014/2015
