ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_in_play,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,1.460564,,,,,,,,,,,,,ad3ec091-aae2-4c73-84d4-f4c950ebd2d4,17,,"[45.9, 29.0]",266117,0,,,,,1.6575347,,Right Foot,,,,"[43.7, 54.3]",,Ground Pass,,25.395472,,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['7eafb850-50ac-4e9e-a119-924680e3d203'],10,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:10.345,Pass,,2014/2015
,,,,,,,,,,,,,,1.6794,,,,,,,,,,,,,0cdda31e-51cd-44d0-8f5f-abe4f1c02525,20,,"[47.3, 53.2]",266117,0,,,,,-1.5101421,,Right Foot,,,,"[48.8, 28.5]",,Ground Pass,,24.745504,,,,,Jérémy Mathieu,10609.0,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Right Center Back,2,Barcelona,217,['72ad03e0-3406-4a40-8e59-0d70ab5f40ce'],13,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:13.143,Pass,,2014/2015
,,,,,,,,,,,,,,1.4084,,,,,,,,,,,,,ca2c9b6e-6f0f-40d0-a166-42d37af35611,23,,"[56.5, 20.8]",266117,0,,,,,-0.6259991,,Right Foot,,,,"[77.8, 5.4]",,Ground Pass,,26.284025,,,,,Adriano Correia Claro,22102.0,,,,,,1,From Kick Off,Jérémy Mathieu,10609.0,Left Center Back,2,Barcelona,217,['0d2261ae-24b0-4bf3-b5af-e48292f9283d'],16,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:16.714,Pass,,2014/2015
,,,,,,,,,,,,,,2.2756,,,,,,,,,,,,,d73f09fe-c2b8-4f79-8b06-e5bca25c38ec,26,,"[77.8, 5.4]",266117,0,,,,,2.6779451,,Left Foot,,,,"[55.0, 16.8]",,Ground Pass,,25.491175,,,,,Jérémy Mathieu,10609.0,,,,,,1,From Kick Off,Adriano Correia Claro,22102.0,Left Back,2,Barcelona,217,['6c6bea78-e687-4b62-8c08-eb80d6cd50c4'],19,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:19.339,Pass,,2014/2015
,,,,,,,,,,,,,,1.0356,,,,,,,,,,,,,ed21417a-647d-4ef5-a216-5732338c7a75,29,,"[56.2, 19.8]",266117,0,,,,,1.8447244,,Left Foot,,,,"[52.8, 31.9]",,Ground Pass,,12.568612,,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Kick Off,Jérémy Mathieu,10609.0,Left Center Back,2,Barcelona,217,['9ebe7344-be9f-4e6f-8cc1-1c359c131818'],21,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:21.655,Pass,,2014/2015
,,,,,,,,,,,,,,1.298776,,,,,,,,,,,,,f3723cb1-6d06-4f7c-ae4f-d733af8f4447,32,,"[55.0, 42.3]",266117,0,,,,,1.2208842,,Right Foot,,,,"[62.7, 63.4]",,Ground Pass,,22.461077,,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['6cfa4ab7-bc13-4c16-b3d1-575a9a0f8aee'],24,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:24.415,Pass,,2014/2015
,,,,,,,,,,,,,,0.838425,,,,,,,,,,,,,234bf25b-aa8e-4d0f-9c00-6c7c27a67acc,35,,"[68.1, 64.8]",266117,0,,,,,0.6585115,,Right Foot,,,,"[81.8, 75.4]",,Ground Pass,,17.32195,,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Right Center Back,2,Barcelona,217,['3f2ea4b1-4442-4f3d-af0c-ba6f6e72d56f'],27,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:27.761,Pass,,2014/2015
,,,,,,,,,,,,,,0.973143,,,,,,,,,,,,,d0178476-eb15-47b4-9713-698b8214a311,38,,"[85.8, 74.8]",266117,0,,,,,-1.8983607,,Right Foot,,,,"[82.3, 64.5]",,Ground Pass,,10.878419,,,,,Ivan Rakitić,5470.0,,,,,,1,From Kick Off,Daniel Alves da Silva,4324.0,Right Back,2,Barcelona,217,['aab2288a-cb45-49ec-84a6-b6ba93cf9f21'],29,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:29.601,Pass,,2014/2015
,,,,,,,,,,,,,,0.9737,,,,,,,,,,,,,76cf85ca-a276-4f46-b6bd-30592a6e1a54,41,,"[82.3, 63.6]",266117,0,,,,,1.2341216,,Right Foot,,,,"[85.8, 73.6]",,Ground Pass,,10.5948105,,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Kick Off,Ivan Rakitić,5470.0,Left Center Midfield,2,Barcelona,217,['a93a2fee-4b1d-49d9-a2de-756da76daaf2'],30,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:30.614,Pass,,2014/2015
,,,,,,,,,,,,,,0.737719,,,,,,,,,,,,,e049975a-7f17-4f92-b693-133bde5ea3c5,45,,"[85.5, 75.6]",266117,0,,,,,-0.7665325,,Right Foot,,,,"[88.2, 73.0]",,Ground Pass,,3.748333,,,Incomplete,,Munir El Haddadi Mohamed,6616.0,,,,,,1,From Kick Off,Daniel Alves da Silva,4324.0,Right Back,2,Barcelona,217,"['5a2d984f-452d-4b5b-8ca4-ac6117dfcca2', '9c4a3778-cd02-4db4-888f-c05bce7498b2']",32,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:32.951,Pass,,2014/2015
,,,,,,,,,,,,,,0.9523,,,,,,,,,,,,,0821f297-1d2a-4789-a426-6298a518e505,48,,"[82.0, 80.0]",266117,0,,,,,-1.400811,,,,,,"[84.3, 66.6]",,Low Pass,,13.595955,,,,,Ivan Rakitić,5470.0,,,,,Throw-in,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,3,Barcelona,217,['4121fa70-2343-4207-af4d-9737fe838140'],39,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:39.151,Pass,,2014/2015
,,,,,,,,,,,,,,0.8586,,,,,,,,,,,,,a0328181-c905-4da1-8f95-ec27973c5308,51,,"[83.2, 67.4]",266117,0,,,,,1.658074,,Right Foot,,,,"[82.5, 75.4]",,Ground Pass,,8.030566,,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Throw In,Ivan Rakitić,5470.0,Left Center Midfield,3,Barcelona,217,['184618cf-6989-426f-b588-75e748db14a8'],40,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:40.143,Pass,,2014/2015
,,,,,,,,,,,,,,1.1595,,,,,,,,,,,,,5fc1c358-b93d-4068-aa91-0ba4d2bf6e58,55,,"[80.4, 78.4]",266117,0,,,,,-0.75062954,,Right Foot,,,,"[92.3, 67.3]",,Low Pass,,16.27329,,,,,Munir El Haddadi Mohamed,6616.0,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,3,Barcelona,217,['9560f745-0127-457f-8dd8-9cf1ddb8d3c8'],41,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:41.069,Pass,,2014/2015
,,,,,,,,,,,,,,1.3351,,,,,,,,,,,,,6a89b11f-245f-4fe8-b95a-24e6afcd8fe5,58,,"[88.5, 66.2]",266117,0,,,,,1.2018368,,Right Foot,,,,"[91.4, 73.7]",,Low Pass,,8.041144,,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Throw In,Munir El Haddadi Mohamed,6616.0,Right Wing,3,Barcelona,217,"['525424f1-6147-4b3d-85b1-dd43a0f7d14f', 'f7d3ce8a-0bb7-4734-97e5-eda701270cde']",42,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:42.229,Pass,True,2014/2015
,,,,,,,,,,,,,,0.573227,,,,,,,,,,,,,b9a3280e-811c-4960-8cf9-19f64e7e5d49,62,,"[91.7, 70.0]",266117,0,,,,,-1.821799,,Right Foot,,,,"[89.7, 62.2]",,High Pass,,8.052329,,,Incomplete,,Munir El Haddadi Mohamed,6616.0,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,3,Barcelona,217,"['00bb6fbb-262a-4f01-82c2-68af8d3af7a7', 'a1cab892-d4a3-4c14-a81c-27651653289f']",43,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:43.621,Pass,,2014/2015
,,,,,,,,,,,,,,1.186073,,,,,,,,,,,,,00bb6fbb-262a-4f01-82c2-68af8d3af7a7,64,,"[31.3, 18.8]",266117,0,,,,,-1.315614,,Head,,,,"[32.5, 14.2]",,High Pass,,4.753946,,,Incomplete,,Javier Márquez Moreno,24783.0,,,,,Recovery,1,From Throw In,Héctor Yuste Cantón,22811.0,Left Defensive Midfield,3,Barcelona,217,"['7a166f2d-465a-480f-a2b3-f8279da0b762', '803b3758-8d47-40a6-ad1e-dde646d44fcd', 'b9a3280e-811c-4960-8cf9-19f64e7e5d49']",44,,,,,,,,,,,,,,,,,,Granada,1049,00:00:44.194,Pass,,2014/2015
,,,,,,,,,,,,,,1.3894,,,,,,,,,,,,,7a166f2d-465a-480f-a2b3-f8279da0b762,66,,"[88.5, 66.8]",266117,0,,,,,2.5249445,,Left Foot,,,,"[80.6, 72.4]",,Low Pass,,9.683491,,,,,Ivan Rakitić,5470.0,,,,,Recovery,1,From Throw In,Munir El Haddadi Mohamed,6616.0,Right Wing,3,Barcelona,217,"['00bb6fbb-262a-4f01-82c2-68af8d3af7a7', '8a29fece-5e56-4fa5-8beb-bc25b570ef39']",45,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:45.380,Pass,,2014/2015
,,,,,,,,,,,,,,1.542984,,,,,,,,,,,,,44550c90-94b9-494b-8771-c0902518067f,69,,"[80.8, 71.3]",266117,0,,,,,-2.747802,,Right Foot,,,,"[66.6, 65.4]",,Low Pass,,15.376931,,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Throw In,Ivan Rakitić,5470.0,Left Center Midfield,3,Barcelona,217,['4c16b557-c6ed-4b44-81ab-bf0da9ec82e0'],46,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:46.794,Pass,,2014/2015
,,,,,,,,,,,,,,3.2533,,,,,,,,,,,,,33d7d208-8091-4bf9-9731-e53fb22d874b,72,,"[67.6, 67.4]",266117,0,,,,,-2.2414927,,Right Foot,,,,"[48.4, 43.2]",,High Pass,,30.891422,,,,,Jérémy Mathieu,10609.0,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Right Center Back,3,Barcelona,217,['2ce94254-fd09-4275-aed3-b5bddc652f53'],48,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:48.337,Pass,,2014/2015
,,,,,,,,,,,,,,2.216333,,,,,,,,,,,,,cecb5a5b-0022-4831-bf16-4bd3a3733e1b,75,,"[52.1, 30.6]",266117,0,,,,,-0.9720414,,Left Foot,,,,"[71.0, 2.9]",,Ground Pass,,33.533566,,,,,Adriano Correia Claro,22102.0,,,,,,1,From Throw In,Jérémy Mathieu,10609.0,Left Center Back,3,Barcelona,217,['7ab4756c-9779-4aaa-ae80-962085c06995'],52,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:52.784,Pass,,2014/2015
,,,,,,,,,,,,,,1.177635,,,,,,,,,,,,,11a55488-9a5c-447d-8355-a9a0929eeaa1,78,,"[75.7, 5.4]",266117,0,,,,,-0.15865526,,Right Foot,,,,"[88.2, 3.4]",,Ground Pass,,12.658989,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,From Throw In,Adriano Correia Claro,22102.0,Left Back,3,Barcelona,217,['591018f7-8609-41f3-baf5-fb96c068c318'],55,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:55.848,Pass,,2014/2015
,,,,,,,,,,,,,,4.372499,,,,,,,,,,,,,06a47249-561e-4ada-9c97-10b24fe04841,81,,"[88.2, 22.1]",266117,1,,,,,1.5408652,,Right Foot,,,,"[89.7, 72.2]",,High Pass,,50.12245,,,,,Daniel Alves da Silva,4324.0,,True,,,,1,From Throw In,Neymar da Silva Santos Junior,4320.0,Left Wing,3,Barcelona,217,['9dad2ee6-b485-46a2-873b-74987cfe2cac'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:00.939,Pass,,2014/2015
,,,,,,,,,,,,,,1.7554,,,,,,,,,,,,,9f01bad8-a5b2-430e-a5f6-4a010565a09c,84,,"[97.9, 71.3]",266117,1,,,,,-1.127948,,Right Foot,True,,,"[110.8, 44.1]",,High Pass,,30.103987,,,Incomplete,,,,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,3,Barcelona,217,['76e1e0b2-cd27-49c1-9dd9-867bcac7000e'],6,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:06.353,Pass,,2014/2015
,,,,,,,,,,,,,,1.5082,,,,,,,,,,,,,1ce9a7db-d005-4973-8d09-f311ccfc6e2f,86,,"[120.0, 80.0]",266117,1,,,,,-1.921058,,Right Foot,,,,"[108.2, 47.7]",,High Pass,,34.387936,,,Incomplete,True,,,,,Outswinging,,Corner,1,From Corner,Xavier Hernández Creus,20131.0,Right Center Midfield,4,Barcelona,217,['d93d3410-138d-4ce5-a5a4-348fbf794fa4'],35,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:35.828,Pass,,2014/2015
,,,,,,,,,,,,,,1.468735,,,,,,,,,,,,,d83bd595-6656-4931-a543-53930b837a8b,88,,"[35.9, 33.3]",266117,1,,,,,-0.1882215,,Head,,,,"[50.6, 30.5]",,Low Pass,,14.964291,,,Incomplete,,Manuel Rolando Iturra Urrutia,6743.0,,,,,Recovery,1,From Corner,Youssef El-Arabi,27109.0,Left Center Forward,4,Barcelona,217,"['5429128a-da12-46b4-bbb8-3a3cbfdf032d', 'e2859fb5-156a-4b9a-92ab-dd976e18f917']",40,,,,,,,,,,,,,,,,,,Granada,1049,00:01:40.999,Pass,,2014/2015
,,,,,,,,,,,,,,1.750063,,,,,,,,,,,,,1597d430-fa06-4d6a-b305-358cfd143c9b,92,,"[65.8, 44.0]",266117,1,,,,,-2.5778441,,Left Foot,,,,"[48.4, 33.0]",,Low Pass,,20.585432,,,Incomplete,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Corner,Munir El Haddadi Mohamed,6616.0,Right Wing,4,Barcelona,217,"['34c6a7cc-8623-4276-b29b-a9c2378c672c', '6eea265c-2d8e-48dd-b392-e53942ebed75']",43,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:43.161,Pass,,2014/2015
,,,,,,,,,,,,,,2.2975,,,,,,,,,,,,,286f1bed-b3fe-436e-9503-6e3fa0581a0d,99,,"[9.2, 40.3]",266117,1,,,,,-0.5219688,,Right Foot,,,,"[51.1, 16.2]",,Ground Pass,,48.33653,,,,,Neymar da Silva Santos Junior,4320.0,,,,,Recovery,1,From Corner,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,4,Barcelona,217,['7ae44d47-da2f-42d0-86f6-bbaf9ace6824'],50,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:50.013,Pass,,2014/2015
,,,,,,,,,,,,,,1.478,,,,,,,,,,,,,00309059-ff85-41b3-a722-d4393926e1aa,103,,"[42.0, 15.7]",266117,1,,,,,2.5748634,,Right Foot,,,,"[28.8, 24.1]",,Ground Pass,,15.646086,,,,,Adriano Correia Claro,22102.0,,,,,,1,From Corner,Neymar da Silva Santos Junior,4320.0,Left Wing,4,Barcelona,217,"['0a609a03-b435-40ac-97b6-8e8c547c7273', '4553e1af-879e-4a32-b0d1-cb6378bc9f49']",54,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:54.148,Pass,True,2014/2015
,,,,,,,,,,,,,,1.500339,,,,,,,,,,,,,6f1e7f52-0b25-4f78-9578-2d6f13f9616e,106,,"[30.2, 25.8]",266117,1,,,,,1.8905588,,Left Foot,,,,"[25.2, 40.9]",,Ground Pass,,15.906288,,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Corner,Adriano Correia Claro,22102.0,Left Back,4,Barcelona,217,['b9d2489d-3e8d-426b-8f7e-0de5e44601cd'],58,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:58.615,Pass,,2014/2015
,,,,,,,,,,,,,,2.735624,,,,,,,,,,,,,e76e3f9e-372d-40cb-8e09-95bfa6d51ce5,109,,"[25.7, 44.6]",266117,2,,,,,0.6646647,,Right Foot,,,,"[56.2, 68.5]",,Ground Pass,,38.748676,,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Corner,Javier Alejandro Mascherano,5506.0,Right Center Back,4,Barcelona,217,['4e1ec649-696a-4c71-bdea-485cbd3af5c3'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:01.595,Pass,,2014/2015
,,,,,,,,,,,,,,1.157221,,,,,,,,,,,,,036e1fdc-b1de-423b-b7d4-067303718af6,112,,"[72.9, 72.8]",266117,2,,,,,-2.6546934,,Right Foot,,,,"[62.7, 67.4]",,Ground Pass,,11.54123,,,,,Ivan Rakitić,5470.0,,,,,,1,From Corner,Daniel Alves da Silva,4324.0,Right Back,4,Barcelona,217,['26965231-c55d-41f9-82b7-9882f7898ac2'],7,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:07.930,Pass,,2014/2015
,,,,,,,,,,,,,,1.314133,,,,,,,,,,,,,20d46e44-b9a5-41c5-8a58-b058a34921ce,115,,"[62.1, 67.9]",266117,2,,,,,-1.9018924,,Right Foot,,,,"[53.3, 42.3]",,Ground Pass,,27.070278,,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Corner,Ivan Rakitić,5470.0,Left Center Midfield,4,Barcelona,217,['dfc002fc-943a-4cde-970c-1a3b5ba1ff78'],10,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:10.545,Pass,,2014/2015
