ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,2.635823,,,,,,,,,,,,,,,edc86099-9b92-4d8f-bd67-68bd169d51fc,17,,,"[41.5, 71.0]",265894,0,,,,-1.466719,,Right Foot,,"[48.3, 5.9]",,Low Pass,,65.454185,,,,,Adriano Correia Claro,22102.0,,True,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Right Center Back,2,Barcelona,217,['5708b8a3-3798-4455-b2ed-ae098bb042c4'],11,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:11.949,Pass,,2015/2016
,,,,,,,,,,,,,,,,,0.923554,,,,,,,,,,,,,,,fc69c745-fbb9-46ea-b64f-41447cd32acf,20,,,"[48.3, 5.9]",265894,0,,,,1.7143797,,Left Foot,,"[47.1, 14.2]",,Ground Pass,,8.386298,,,,,Thomas Vermaelen,6332.0,,,,,,1,From Kick Off,Adriano Correia Claro,22102.0,Left Back,2,Barcelona,217,['b737737d-5b51-4668-abad-aee92bd2dbea'],17,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:17.594,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.524872,,,,,,,,,,,,,,,090e79ec-e9c9-4d99-88a9-3c506e394e77,23,,,"[47.2, 14.4]",265894,0,,,,1.4553697,,Left Foot,,"[51.2, 48.9]",,Ground Pass,,34.73111,,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Kick Off,Thomas Vermaelen,6332.0,Left Center Back,2,Barcelona,217,['96f896e6-e650-4a9f-ac09-9b25110a497c'],19,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:19.918,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.800967,,,,,,,,,,,,,,,026a6260-4a65-4fe8-972f-bda08e155e55,26,,,"[54.7, 51.3]",265894,0,,,,0.7894798,,Right Foot,,"[79.1, 75.9]",,Ground Pass,,34.64852,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Right Center Back,2,Barcelona,217,['067aa289-997d-4942-9b77-ab069f3e7d79'],22,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:22.912,Pass,,2015/2016
,,,,,,,,,,,,,,,,,0.641738,,,,,,,,,,,,,,,c9c929e2-f570-4996-9889-84f51d7d8a2b,29,,,"[79.1, 75.9]",265894,0,,,,-2.9528549,,Right Foot,,"[70.2, 74.2]",,Ground Pass,,9.060905,,,,,Aleix Vidal Parreu,6400.0,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,2,Barcelona,217,['691683f8-f058-43b3-b0ee-f8990faf2c89'],24,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:24.965,Pass,,2015/2016
,,,,,,,,,,,,,,,,,0.84252,,,,,,,,,,,,,,,539df6bb-2f5e-41d8-912c-783895164f2b,32,,,"[70.2, 74.2]",265894,0,,,,0.39741808,,Right Foot,,"[78.3, 77.6]",,Ground Pass,,8.784646,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Kick Off,Aleix Vidal Parreu,6400.0,Right Back,2,Barcelona,217,['ec3dd1d2-d702-449a-a3f7-0c8c7eb87376'],26,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:26.611,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.643846,,,,,,,,,,,,,,,4667a229-bd08-4d1f-aa05-c613f57ec388,35,,,"[75.9, 76.2]",265894,0,,,,-2.2857232,,Left Foot,,"[60.1, 58.0]",,Ground Pass,,24.101452,,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,2,Barcelona,217,['2a24e854-2dc1-4a57-8a3f-e3aee558487d'],28,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:28.299,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.684215,,,,,,,,,,,,,,,c772f6cc-600f-4bc5-9983-db30d9a26b98,38,,,"[59.6, 54.9]",265894,0,,,,-1.4431752,,Right Foot,,"[62.5, 32.3]",,Ground Pass,,22.785303,,,,,Thomas Vermaelen,6332.0,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Right Center Back,2,Barcelona,217,['49254234-9620-4cb9-b495-d916954de52c'],30,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:30.848,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.117348,,,,,,,,,,,,,,,ecd604df-81c5-4558-9298-c63ee2b5fb2a,44,,,"[66.5, 22.4]",265894,0,True,,,1.9183549,,Right Foot,,"[56.9, 48.9]",,Ground Pass,,28.18528,,,,,Javier Alejandro Mascherano,5506.0,,,,,Free Kick,1,From Free Kick,Thomas Vermaelen,6332.0,Left Center Back,3,Barcelona,217,['a0fd0189-eb9d-4bec-8afb-2ddeb03309fc'],53,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:53.388,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.662449,,,,,,,,,,,,,,,fad11d60-49df-4aef-b430-7873e0186797,46,,,"[56.9, 48.9]",265894,0,,,,0.8420888,,Right Foot,,"[81.0, 75.9]",,Low Pass,,36.191296,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Free Kick,Javier Alejandro Mascherano,5506.0,Right Center Back,3,Barcelona,217,['a61e3567-fbc4-4122-ba11-05199c974b22'],55,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:55.772,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.998461,,,,,,,,,,,,,,,9a76c3f1-587c-44b9-a1a6-c41d06cd0735,49,,,"[87.2, 75.6]",265894,0,,,,-0.5357296,54bddd7a-c020-46c2-8626-3b761cd27d1f,Left Foot,,"[115.5, 58.8]",,Ground Pass,,32.910942,,,,,Luis Alberto Suárez Díaz,5246.0,True,,Through Ball,True,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,3,Barcelona,217,['b48a3ff9-715d-4164-8d0d-ae92328f5578'],59,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:59.386,Pass,,2015/2016
,,,,,,,,,,,,,,,,,0.7508,,,,,,,,,,,,,,,94ca24fb-a17f-407c-a4b1-c7387ab51bda,58,,,"[60.0, 40.0]",265894,1,True,,,-1.8313987,,Right Foot,,"[59.2, 37.0]",,Ground Pass,,3.104835,,,,,Duje Čop,8419.0,,,,,Kick Off,1,From Kick Off,Charles Días Barbosa de Oliveira,6707.0,Right Center Forward,4,Málaga,223,['a5d6e8d7-0401-4aff-b3e3-b47eea12e54e'],59,,,,,,,,,,,,,,,,,,,,Málaga,223,00:01:59.108,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.833693,,,,,,,,,,,,,,,d0fd626e-a2ed-4577-baa2-05d8dda11264,60,,,"[59.8, 36.3]",265894,2,True,,,-1.9670614,,Right Foot,,"[45.7, 2.6]",,High Pass,,36.530807,,,,,Gonzalo Castro Irizábal,6740.0,,,,,,1,From Kick Off,Duje Čop,8419.0,Left Center Forward,4,Málaga,223,['f3465522-d369-4766-817a-8bbc02c3ed60'],0,,,,,,,,,,,,,,,,,,,,Málaga,223,00:02:00.163,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.721608,,,,,,,,,,,,,,,af12de6e-1f82-428d-94cf-0f307399ad17,66,,,"[7.0, 36.1]",265894,2,,,,0.78867686,,Right Foot,,"[22.2, 51.4]",,Ground Pass,,21.566874,,,,,Arda Turan,11094.0,,,,,Goal Kick,1,From Goal Kick,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,5,Barcelona,217,['ff7f0cb6-5960-423c-a3e6-226e6855d819'],20,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:20.960,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.770139,,,,,,,,,,,,,,,60ae97c7-f532-4096-984f-7d962ff58195,69,,,"[22.2, 51.4]",265894,2,,,,-2.551353,,Right Foot,,"[11.9, 44.5]",,Ground Pass,,12.39758,,,,,Claudio Andrés Bravo Muñoz,4691.0,,,,,,1,From Goal Kick,Arda Turan,11094.0,Right Center Midfield,5,Barcelona,217,['0cbc91aa-4cdd-467b-bc8c-13e7a4ce91fc'],23,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:23.046,Pass,,2015/2016
,,,,,,,,,,,,,,,,,6.0943,,,,,,,,,,,,,,,f184880c-f4f4-4c47-900c-a40ad44a7614,73,,,"[11.9, 44.9]",265894,2,,,,0.0808445,,Right Foot,,"[102.0, 52.2]",,High Pass,,90.39524,,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,From Goal Kick,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,5,Barcelona,217,"['5184eced-7aed-4ed1-877e-b96a6ef6eaea', '6f0e389e-877d-443b-a9cb-944ab5f854d8']",24,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:24.936,Pass,,2015/2016
,,,,,,,,,,,,,,,,,0.830354,,,,,,,,,,,,,,,6f0e389e-877d-443b-a9cb-944ab5f854d8,75,,,"[18.1, 27.9]",265894,2,,,,-0.52417964,,Head,,"[24.5, 24.2]",,Low Pass,,7.392564,,,,,Weligton Róbson Pena de Oliveira,26669.0,,,,,Recovery,1,Regular Play,Idriss Carlos Kameni,26103.0,Goalkeeper,6,Málaga,223,"['4598240b-a544-4662-a784-44b699fa2e54', 'f184880c-f4f4-4c47-900c-a40ad44a7614']",31,,,,,,,,,,,,,,,,,,,,Málaga,223,00:02:31.031,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.144398,,,,,,,,,,,,,,,7122a12f-b051-4f59-be2a-65f0a87dc2bb,78,,,"[30.3, 23.0]",265894,2,,,,0.024870493,,Right Foot,,"[50.4, 23.5]",,Ground Pass,,20.106218,,,,,Ignacio Camacho Barnola,8234.0,,,,,,1,Regular Play,Weligton Róbson Pena de Oliveira,26669.0,Left Center Back,6,Málaga,223,['83b1b18a-ace2-479d-81a1-c46ada309e25'],34,,,,,,,,,,,,,,,,,,,,Málaga,223,00:02:34.674,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.575622,,,,,,,,,,,,,,,f21478f1-2cd1-4133-b48a-ba476f5d5e10,81,,,"[48.4, 23.5]",265894,2,,,,-2.8444393,,Right Foot,,"[27.5, 17.1]",,Low Pass,,21.85795,,,,,Weligton Róbson Pena de Oliveira,26669.0,,,,,,1,Regular Play,Ignacio Camacho Barnola,8234.0,Left Defensive Midfield,6,Málaga,223,['0736687f-8db0-40b5-a763-4617961cf75b'],36,,,,,,,,,,,,,,,,,,,,Málaga,223,00:02:36.049,Pass,,2015/2016
,,,,,,,,,,,,,,,,,3.504725,,,,,,,,,,,,,,,83927e9d-8fc0-49c5-b929-2fd18a6bda0e,84,,,"[36.8, 7.9]",265894,2,,,,-0.20607214,,Left Foot,,"[72.2, 0.5]",,High Pass,,36.165176,,,Out,,Gonzalo Castro Irizábal,6740.0,,,,,,1,Regular Play,Weligton Róbson Pena de Oliveira,26669.0,Left Center Back,6,Málaga,223,['2e2f39d2-f87f-45d0-bf14-f3bd255d6f36'],40,,,,,,,,,,,,,,,,,,,,Málaga,223,00:02:40.206,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.5523,,,,,,,,,,,,,,,93c94dcf-d7ce-4355-9397-edef572a8b21,86,,,"[67.7, 80.0]",265894,3,,,,-0.115505666,,,,"[85.8, 77.9]",,High Pass,,18.221416,,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,Throw-in,1,From Throw In,Aleix Vidal Parreu,6400.0,Right Back,7,Barcelona,217,"['a4b8562b-44aa-435b-ad58-1ba2915538e3', 'f69a38a1-9488-4f5b-8906-27eb1b45860b']",3,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:03.216,Pass,,2015/2016
,,,,,,,,,,,,,,,,,2.248565,,,,,,,,,,,,,,,6bae034b-daf8-41eb-9bdf-4516a5451d4d,89,,,"[89.3, 80.0]",265894,3,,,,-0.29239267,,,,"[108.9, 74.1]",,Low Pass,,20.468758,,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,Throw-in,1,From Throw In,Aleix Vidal Parreu,6400.0,Right Back,8,Barcelona,217,"['a3580a09-ded6-4542-8579-8385362c3b07', 'ff1c9917-866e-4ec5-a5a4-b62080128758']",18,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:18.441,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.5563,,,,,,,,,,,,,,,5ad4f1d4-d17d-4aec-8b7a-bec75e527345,94,,,"[11.2, 5.6]",265894,3,,,,0.17750135,,Left Foot,,"[37.4, 10.3]",,High Pass,,26.618227,,,,,Duje Čop,8419.0,,,,,,1,Regular Play,Weligton Róbson Pena de Oliveira,26669.0,Left Center Back,9,Málaga,223,['a5ecbc4b-f32e-4c85-8d58-02a0c8649507'],22,,,,,,,,,,,,,,,,,,,,Málaga,223,00:03:22.203,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.2151,,,,,,,,,,,,,,,7defe8ac-d632-4579-84cd-e6a5085f7425,96,,,"[37.4, 10.3]",265894,3,,,,0.32175055,,Head,,"[46.4, 13.3]",,High Pass,,9.486833,,,,,Charles Días Barbosa de Oliveira,6707.0,,,,,,1,Regular Play,Duje Čop,8419.0,Left Center Forward,9,Málaga,223,['64a6f18a-dfb2-49cd-b54e-af889c23e0f1'],23,,,,,,,,,,,,,,,,,,,,Málaga,223,00:03:23.759,Pass,,2015/2016
,,,,,,,,,,,,,,,,,0.968495,,,,,,,,,,,,,,,7d0813a0-6481-4cfc-a590-905345f11cad,99,,,"[45.3, 13.3]",265894,3,,,,1.6556981,,Right Foot,,"[44.5, 22.7]",,Low Pass,,9.433981,,,,,Gonzalo Castro Irizábal,6740.0,,,,,,1,Regular Play,Charles Días Barbosa de Oliveira,6707.0,Right Center Forward,9,Málaga,223,['4d18d5f9-2713-4b46-b6e3-590c5cd9b57d'],25,,,,,,,,,,,,,,,,,,,,Málaga,223,00:03:25.622,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.155484,,,,,,,,,,,,,,,b8fb4a26-d747-47e7-862c-18c11a9e1264,102,,,"[44.7, 22.5]",265894,3,,,,0.23655781,,Right Foot,,"[55.9, 25.2]",,Low Pass,,11.520851,,,,,José Luis García del Pozo,6580.0,,,,,,1,Regular Play,Gonzalo Castro Irizábal,6740.0,Left Midfield,9,Málaga,223,['987b74ec-7cc5-44b5-809e-f7a4486edd22'],26,,,,,,,,,,,,,,,,,,,,Málaga,223,00:03:26.630,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.985525,,,,,,,,,,,,,,,a4b6f84c-01cc-4285-a91c-818bda1c533a,106,,,"[67.0, 21.9]",265894,3,,,,-0.7712348,,Left Foot,,"[84.9, 4.5]",,Ground Pass,,24.963373,,,,,Miguel Torres Gómez,6878.0,,,,,,1,Regular Play,José Luis García del Pozo,6580.0,Right Defensive Midfield,9,Málaga,223,['303a7857-df89-4a7b-a7e0-d99c5a562a41'],29,,,,,,,,,,,,,,,,,,,,Málaga,223,00:03:29.722,Pass,,2015/2016
,,,,,,,,,,,,,,,,,2.353666,,,,,,,,,,,,,,,c1438e4d-23dd-475a-9b5a-b1beb89eb630,110,,,"[87.0, 5.2]",265894,3,,,,1.0595174,,Right Foot,True,"[108.6, 43.7]",,High Pass,,44.14533,,,Incomplete,,,,,,,,,1,Regular Play,Miguel Torres Gómez,6878.0,Left Back,9,Málaga,223,['bcd1f5b7-adff-4ec6-a6c1-3d867053dcd4'],32,,,,,,,,,,,,,,,,,,,,Málaga,223,00:03:32.966,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.427662,,,,,,,,,,,,,,,23f44252-4712-465d-89b0-b91ead4afded,113,,,"[16.5, 33.7]",265894,3,,,,-0.42592967,,Keeper Arm,,"[27.3, 28.8]",,Ground Pass,,11.859595,,,,,Adriano Correia Claro,22102.0,,,,,,1,Regular Play,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,10,Barcelona,217,['7e743324-27bc-48b8-8dee-104960cdffbc'],37,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:37.386,Pass,,2015/2016
,,,,,,,,,,,,,,,,,0.913687,,,,,,,,,,,,,,,a72c108b-0185-4a05-ad04-ee299458e933,116,,,"[30.6, 28.4]",265894,3,,,,1.5935197,,Left Foot,,"[30.4, 37.2]",,Ground Pass,,8.802273,,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Adriano Correia Claro,22102.0,Left Back,10,Barcelona,217,['b7021fff-e77c-4486-a20d-57559ff80dae'],39,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:39.905,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.350214,,,,,,,,,,,,,,,901dce53-f880-456f-b296-e25f656e1932,120,,,"[31.8, 31.5]",265894,3,,,,-0.9870013,,Right Foot,,"[42.7, 15.0]",,Ground Pass,,19.775236,,,,,Adriano Correia Claro,22102.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,10,Barcelona,217,['5b346e95-9178-4c17-9dc9-61c57a1471c1'],42,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:42.998,Pass,,2015/2016
