50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,1.886803,,,,,,,,,,,,,3bd73239-822f-4c7a-8978-2703ba768913,19,,,"[79.5, 2.6]",303682,0,,,,0.08018485,,Left Foot,,,"[101.9, 4.4]",,Low Pass,,22.472204,,,José Ángel Gómez Campaña,6688.0,,,,,,1,From Kick Off,Antonio García Aranda,6784.0,Left Back,2,Levante UD,221,['5c1248a7-916b-47c2-987b-377b8db4f35a'],9,,,,,,,,,,,,,,,,,Levante UD,221,00:00:09.140,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,2.543186,,,,,,,,,,,,,5d2c7ad5-9a67-4f5c-83d1-2f59ec76694f,22,,,"[101.7, 4.8]",303682,0,,,,1.575581,,Left Foot,,,"[101.5, 46.6]",,High Pass,,41.80048,,,José Luis Morales Nogales,6668.0,,True,,,,1,From Kick Off,José Ángel Gómez Campaña,6688.0,Left Midfield,2,Levante UD,221,['529493bd-1531-4a65-b0a8-a40cd65e1331'],11,,,,,,,,,,,,,,,,,Levante UD,221,00:00:11.027,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,3.392179,,,,,,,,,,,,,5c45232f-711e-4c69-8b8c-d1a2e8422c05,25,,,"[101.6, 47.1]",303682,0,,,True,0.9941354,,,,,"[109.6, 59.4]",,High Pass,,14.672764,,Incomplete,,,,,,,,1,From Kick Off,José Luis Morales Nogales,6668.0,Right Center Forward,2,Levante UD,221,"['03a6f113-c2ed-464c-95c6-9e6f52d3e3bd', '77e75335-e63f-4f06-909a-29db9a9a49a4']",13,,,,,,,,,,,,,,,,,Levante UD,221,00:00:13.597,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,,5.642414,,,,,,,,,,,,,e1c465bc-b637-4f64-9137-938c66eaacb5,28,,,"[10.0, 9.2]",303682,0,,,,0.08334161,,Left Foot,,,"[92.6, 16.1]",,High Pass,,82.887695,,Incomplete,,,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Levante UD,221,['ed758e20-de85-4e82-a9ef-7488914ae212'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:00:19.453,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,2.444604,,,,,,,,,,,,,64ce5ca2-6935-4ae3-8769-707399e9433d,31,,,"[26.6, 56.4]",303682,0,,,,-1.5492612,,Right Foot,,,"[27.3, 23.9]",,Ground Pass,,32.507538,,,Rúben Miguel Nunes Vezo,6592.0,,,,,,1,From Kick Off,Sergio Postigo Redondo,6682.0,Right Center Back,2,Levante UD,221,['83897ca9-f6f0-4d56-8793-df8bf1c44547'],26,,,,,,,,,,,,,,,,,Levante UD,221,00:00:26.808,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.244581,,,,,,,,,,,,,752edd1f-a4de-439c-af96-027f8c1f710b,34,,,"[31.1, 21.9]",303682,0,,,,0.5191461,,Left Foot,,,"[44.4, 29.5]",,Ground Pass,,15.31829,,,Nikola Vukčević,17303.0,,,,,,1,From Kick Off,Rúben Miguel Nunes Vezo,6592.0,Left Center Back,2,Levante UD,221,['13646467-6f97-48fd-801a-6c02be1d7173'],31,,,,,,,,,,,,,,,,,Levante UD,221,00:00:31.165,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.343398,,,,,,,,,,,,,40865a22-d7b3-4710-88cd-b45bed8c4993,36,,,"[43.2, 26.1]",303682,0,,,,-2.5466297,,Left Foot,,,"[33.3, 19.4]",,Ground Pass,,11.954079,,,Rúben Miguel Nunes Vezo,6592.0,,,,,,1,From Kick Off,Nikola Vukčević,17303.0,Left Defensive Midfield,2,Levante UD,221,['146749c1-9068-4647-bc10-58618e3efad3'],32,,,,,,,,,,,,,,,,,Levante UD,221,00:00:32.410,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.60004,,,,,,,,,,,,,d8858bec-66d3-4f22-8a38-1f5721db148f,38,,,"[35.1, 18.1]",303682,0,,,,-0.004566178,,Right Foot,,,"[57.0, 18.0]",,Low Pass,,21.900229,,Incomplete,Nikola Vukčević,17303.0,,,,,,1,From Kick Off,Rúben Miguel Nunes Vezo,6592.0,Left Center Back,2,Levante UD,221,"['0b465bac-74cf-4cc7-b8ce-a8af92e1834f', 'c91c368a-2d39-4cf0-8f68-9c742ff642c4']",33,,,,,,,,,,,,,,,,,Levante UD,221,00:00:33.753,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,0.76593,,,,,,,,,,,,,d3b82887-0871-4845-a169-f91fd943b56d,42,,,"[67.7, 60.2]",303682,0,,,,-0.9346077,,Right Foot,,,"[74.2, 51.4]",,Ground Pass,,10.940292,,,Ivan Rakitić,5470.0,,,,,,1,Regular Play,Frenkie de Jong,8118.0,Right Center Midfield,3,Barcelona,217,['ecce991b-8ca3-4115-831a-737c14d8955e'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:00:36.450,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.109061,,,,,,,,,,,,,3a14cfda-e0b6-4ac7-ba98-3d715625854a,45,,,"[74.2, 51.4]",303682,0,,,,-2.2609422,,Right Foot,,,"[67.1, 42.8]",,Ground Pass,,11.15213,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Left Center Midfield,3,Barcelona,217,['f5f441f1-cc36-4b3b-b8f9-eab066554ef5'],37,,,,,,,,,,,,,,,,,Barcelona,217,00:00:37.256,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,0.861006,,,,,,,,,,,,,42f478b2-ff98-4e11-b85e-60afa0bf37ac,47,,,"[67.1, 42.8]",303682,0,,,,-0.5241119,,Right Foot,,,"[84.4, 32.8]",,Ground Pass,,19.982243,,,Anssumane Fati,30756.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Barcelona,217,['153bb0f8-eb1c-4e4e-af75-fded32b8983b'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:00:38.365,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,0.812387,,,,,,,,,,,,,fba040ce-6433-406e-97df-959d48513d0a,49,,,"[84.4, 32.8]",303682,0,,,,1.0014831,,Right Foot,,,"[90.8, 42.8]",,Ground Pass,,11.872658,,,Antoine Griezmann,5487.0,,,,,,1,Regular Play,Anssumane Fati,30756.0,Left Wing,3,Barcelona,217,['507a41ad-c6b9-4661-9220-263aafccebe7'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:00:39.226,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,2.133273,,,,,,,,,,,,,b33fc4a2-d0ea-4be7-b62a-c2648c959caf,52,,,"[92.6, 42.7]",303682,0,,,,-1.8640993,,Left Foot,,,"[83.6, 12.9]",,Low Pass,,31.129408,,,Jordi Alba Ramos,5211.0,,,,,,1,Regular Play,Antoine Griezmann,5487.0,Center Forward,3,Barcelona,217,['ec57f1c3-0872-444e-9ac5-6a7edef8be83'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:00:40.909,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,0.543427,,,,,,,,,,,,,3bad05ba-3b7b-49d1-b162-a7d92b20657d,55,,,"[91.0, 14.9]",303682,0,,,,1.1700029,,Left Foot,,,"[96.0, 26.7]",,Ground Pass,,12.815616,,Incomplete,Antoine Griezmann,5487.0,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,3,Barcelona,217,"['1bf9bca0-224a-4092-8054-e22af54039c7', 'bd89a278-e1b2-4db3-9939-de05a9d80275']",44,,,,,,,,,,,,,,,,,Barcelona,217,00:00:44.740,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.353855,,,,,,,,,,,,,11fa146a-5438-439b-94b2-f12dbf6bbb6a,58,,,"[24.1, 58.4]",303682,0,,,,-0.07751428,,Head,,,"[34.4, 57.6]",,High Pass,,10.331021,,Incomplete,,,,,,,Recovery,1,Regular Play,Rubén Rochina Naixes,6680.0,Right Midfield,3,Barcelona,217,['5e078229-6a71-49cd-9313-4000ed5cd33a'],45,,,,,,,,,,,,,,,,,Levante UD,221,00:00:45.977,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,0.571298,,,,,,,,,,,,,5e078229-6a71-49cd-9313-4000ed5cd33a,59,,,"[85.7, 22.5]",303682,0,,,,-1.1254953,,Head,,,"[87.8, 18.1]",,High Pass,,4.8754487,,,Jordi Alba Ramos,5211.0,,,,,Recovery,1,Regular Play,Ivan Rakitić,5470.0,Left Center Midfield,3,Barcelona,217,"['11fa146a-5438-439b-94b2-f12dbf6bbb6a', '49293f14-a699-4469-990a-5aa68cc48b98']",47,,,,,,,,,,,,,,,,,Barcelona,217,00:00:47.331,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.590799,,,,,,,,,,,,,5eabc386-6e0d-4423-8584-1aa18f249ce7,61,,,"[87.8, 18.1]",303682,0,,,,2.9837136,,Right Foot,,,"[67.7, 21.3]",,Low Pass,,20.353132,,,Clément Lenglet,6826.0,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,3,Barcelona,217,['a4dcfc6d-86d0-469a-92b2-bfc3bd92dad1'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:00:47.902,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.042961,,,,,,,,,,,,,11fb5e6a-c16e-4534-82de-83ae0d63d3b4,64,,,"[67.5, 22.7]",303682,0,,,,0.58322936,,Left Foot,,,"[77.2, 29.1]",,Ground Pass,,11.621101,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Clément Lenglet,6826.0,Left Center Back,3,Barcelona,217,['8de2a6b4-b487-481e-9c7a-a291dd2fbed6'],49,,,,,,,,,,,,,,,,,Barcelona,217,00:00:49.872,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,0.9375,,,,,,,,,,,,,5b393a0a-a124-4092-9d0f-9e9c6195173f,67,,,"[70.5, 30.3]",303682,0,,,,2.010639,,Right Foot,,,"[61.7, 49.0]",,Ground Pass,,20.667124,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Barcelona,217,['bacef303-7b7d-484a-a938-897344773a24'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:00:52.336,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.066108,,,,,,,,,,,,,92c98e5b-d9c8-4946-8b41-a689ff4426ca,70,,,"[61.9, 48.6]",303682,0,,,,-1.598567,,Right Foot,,,"[61.1, 19.8]",,Ground Pass,,28.81111,,,Clément Lenglet,6826.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['43155da4-ad36-49fa-92e8-88238bddb425'],54,,,,,,,,,,,,,,,,,Barcelona,217,00:00:54.887,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.277909,,,,,,,,,,,,,d55bce68-2e9a-422e-9635-cc6abf2bee06,73,,,"[74.2, 19.3]",303682,1,,,,-0.8827327,,Right Foot,,,"[87.6, 3.0]",,Ground Pass,,21.100948,,,Anssumane Fati,30756.0,,,,,,1,Regular Play,Clément Lenglet,6826.0,Left Center Back,3,Barcelona,217,['75eddfb1-0517-428d-90d8-261909564a32'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:01:00.073,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.200052,,,,,,,,,,,,,0d45584d-47f6-4f73-b486-353f1d479dfe,76,,,"[94.2, 4.8]",303682,1,,,,2.412136,,Left Foot,,,"[87.6, 10.7]",,Ground Pass,,8.852683,,,Jordi Alba Ramos,5211.0,,,,,,1,Regular Play,Anssumane Fati,30756.0,Left Wing,3,Barcelona,217,['d57f4fec-b8c9-4570-9e44-9d6a2a3ea85a'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:01:03.679,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.33651,,,,,,,,,,,,,0c2b9d70-ed23-4e2f-8c14-5b46cc7f98f4,79,,,"[86.4, 13.5]",303682,1,,,,2.5882983,,Left Foot,,,"[72.8, 21.9]",,Ground Pass,,15.984993,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,3,Barcelona,217,['b7f7b5e4-d626-4907-9954-533d673a52a8'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:01:05.991,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.322181,,,,,,,,,,,,,14c528d4-ba52-40ab-af97-b423a8e8d93f,83,,,"[71.4, 25.5]",303682,1,,,,-2.0694492,,Right Foot,,,"[65.9, 15.4]",,Ground Pass,,11.500435,,,Clément Lenglet,6826.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Barcelona,217,['1da388a2-0864-49cc-b484-3658e361937c'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:01:09.222,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,0.661415,,,,,,,,,,,,,0a9ee0c9-af25-48a7-be7a-ae95ce774751,86,,,"[72.8, 11.2]",303682,1,,,,0.9165098,,Left Foot,,,"[80.7, 21.5]",,Ground Pass,,12.980755,,,Antoine Griezmann,5487.0,,,,,,1,Regular Play,Clément Lenglet,6826.0,Left Center Back,3,Barcelona,217,['66ecc89d-c7d2-40c9-a8e0-b151cf3c784c'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:01:14.534,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,0.809592,,,,,,,,,,,,,b6f16e37-2cca-44f7-92a8-3a0854573f58,89,,,"[80.7, 21.5]",303682,1,,,,-2.5496218,,Left Foot,,,"[74.9, 17.6]",,Ground Pass,,6.9892774,,,Ivan Rakitić,5470.0,,,,,,1,Regular Play,Antoine Griezmann,5487.0,Center Forward,3,Barcelona,217,['bac1dd89-b6c5-4358-88c3-2cdce4f58677'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:01:15.235,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,0.48055,,,,,,,,,,,,,c1d14a01-8055-4546-a4dd-a6a49872bd5e,92,,,"[77.5, 25.3]",303682,1,,,,1.5707964,,Right Foot,,,"[77.5, 44.6]",,Ground Pass,,19.3,,,Frenkie de Jong,8118.0,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Left Center Midfield,3,Barcelona,217,['7b5a3fce-5797-4a68-a7ae-116d88624cdc'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:01:17.691,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,0.266569,,,,,,,,,,,,,8da337b3-e30e-47a5-8ca3-2be42665df0f,95,,,"[79.1, 47.8]",303682,1,,,,-0.3479836,,Right Foot,,,"[89.3, 44.1]",,Ground Pass,,10.850346,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Frenkie de Jong,8118.0,Right Center Midfield,3,Barcelona,217,['3675a8c9-afcd-45a1-8013-896513a46ca2'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:01:19.705,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.236183,,,,,,,,,,,,,01ff4a37-4ad0-46d5-9e25-d2ec8391a2f6,97,,,"[89.3, 44.2]",303682,1,,,,1.4764824,,Left Foot,,,"[91.4, 66.4]",,Ground Pass,,22.299103,,,Nélson Cabral Semedo,6374.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,3,Barcelona,217,['4e4caa0c-b467-4f5b-8682-cfba6ef09542'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:01:19.972,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,1.203494,,,,,,,,,,,,,dcbcc76a-b7ce-4d60-bc8f-a5c830f3278b,100,,,"[95.2, 61.8]",303682,1,,,,-0.33351472,,Left Foot,,,"[107.9, 57.4]",,Ground Pass,,13.44061,,,Antoine Griezmann,5487.0,,,,,,1,Regular Play,Nélson Cabral Semedo,6374.0,Right Back,3,Barcelona,217,['43bae484-3763-4635-b6a4-25494701fd9c'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:01:22.388,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,,0.871041,,,,,,,,,,,,,b6c5fc74-0802-4057-b5ca-a1c49070abd0,104,,,"[113.3, 57.4]",303682,1,,,,-1.7025586,,Right Foot,True,,"[111.1, 40.8]",,High Pass,,16.745148,,Incomplete,Anssumane Fati,30756.0,,,,,,1,Regular Play,Antoine Griezmann,5487.0,Center Forward,3,Barcelona,217,"['42cfc418-3744-403b-9a3c-3fc87198a94f', '6aba5cb0-17ea-4d00-b597-f619c01fcbcd', 'ca865293-c85b-412e-bba3-05584a86983f']",23,,,,,,,,,,,,,,,,,Barcelona,217,00:01:23.935,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,,1.442032,,,,,,,,,,,,,ac395263-770d-4b81-9dcd-8b08e74ec18f,113,,,"[24.9, 42.4]",303682,1,,,,1.5226408,,Left Foot,,,"[25.7, 59.0]",,Ground Pass,,16.619267,,,Sergio Postigo Redondo,6682.0,,,,,Free Kick,1,From Free Kick,Aitor Fernández Abarisketa,23344.0,Goalkeeper,4,Levante UD,221,['eb3d244f-c050-4a2c-97b2-d404094abc72'],54,,,,,,,,,,,,,,,,,Levante UD,221,00:01:54.366,Pass,,2019/2020
