50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,player_off_permanent,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,"[64.9, 9.1]",,,,,,,,,,,1.206382,,,,,,,,,,,,,,f7395718-cf73-4eba-a48a-fe9519dfbeb0,27,,"[57.2, 11.1]",70284,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jordi Alba Ramos,5211.0,,Left Back,3,Barcelona,217,"['74d25a12-480e-43a6-a378-3d2c0893f0b3', '9fc4b43a-f4a3-4a96-9a86-d27bd7dac4ab']",35,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:35.029,Carry,,2012/2013
,,,,,"[70.3, 7.7]",,,,,,,,,,,0.6819,,,,,,,,,,,,,,e56c8e0b-6f66-4884-a010-1fad6cab121d,31,,"[72.7, 6.1]",70284,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Cristian Tello Herrera,6658.0,,Left Wing,3,Barcelona,217,"['06f20196-0a4c-42bb-8e64-51a126247fdd', '9fae834c-d352-42b9-81a3-09b62590eb80', 'a1161f3a-735e-4a50-acf8-ceea2d026acb']",36,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:36.989,Carry,True,2012/2013
,,,,,"[52.2, 11.1]",,,,,,,,,,,1.1699,,,,,,,,,,,,,,f60c96fb-3ef7-4fc4-a66a-056ae197ca2c,34,,"[52.0, 8.1]",70284,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jordi Alba Ramos,5211.0,,Left Back,3,Barcelona,217,"['34944b9a-ecc1-47c5-8d3c-9dd2a64e6708', 'e73323d4-8646-4c12-bbdf-54b54380dadd']",38,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:38.672,Carry,,2012/2013
,,,,,"[38.1, 31.5]",,,,,,,,,,,1.5929,,,,,,,,,,,,,,ecc16e6e-12b7-4d65-b6a8-dea7baabb08b,37,,"[40.5, 30.4]",70284,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Adriano Correia Claro,22102.0,,Left Center Back,3,Barcelona,217,"['78f65f0e-7353-423c-ac8e-683c35486eab', 'ce65cf98-ac65-42f1-9dee-c13f455e1270']",40,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:40.971,Carry,,2012/2013
,,,,,"[37.3, 61.0]",,,,,,,,,,,1.9079,,,,,,,,,,,,,,9ecbc359-7a45-49fb-99ff-cadd61d36ebc,40,,"[35.5, 61.7]",70284,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,,Right Center Back,3,Barcelona,217,"['7b58aae8-7afb-40fe-a3b6-1bf079d7f3cb', 'bce90fe5-617b-4e59-a3fd-9501d1298bba']",44,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:44.858,Carry,,2012/2013
,,,,,"[48.8, 27.0]",,,,,,,,,,,1.9478,,,,,,,,,,,,,,b1ca09ff-1edb-40a9-9b60-d0de3ab32662,43,,"[43.0, 31.1]",70284,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Adriano Correia Claro,22102.0,,Left Center Back,3,Barcelona,217,"['5af9efcd-4ebb-46dd-85f5-c4ee14bb2524', 'f4f774e9-03eb-471e-9228-8cec03d5bdd6']",48,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:48.040,Carry,,2012/2013
,,,,,"[65.5, 14.3]",,,,,,,,,,,0.8771,,,,,,,,,,,,,,64daa820-6a21-4a5c-88c2-207e9c400e86,46,,"[63.3, 13.9]",70284,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jordi Alba Ramos,5211.0,,Left Back,3,Barcelona,217,"['ad894b53-829f-4329-9539-97b2b9e85fe6', 'cea0e5c6-54b2-44b2-8419-6ad2bbe7ee54']",51,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:51.719,Carry,,2012/2013
,,,,,"[69.5, 6.9]",,,,,,,,,,,0.5301,,,,,,,,,,,,,,59fa0a3c-fbd9-49d4-862a-72d27be8910f,50,,"[72.1, 6.5]",70284,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Cristian Tello Herrera,6658.0,,Left Wing,3,Barcelona,217,"['3bea8827-4980-45ea-bdc8-92e2c7d4a482', '3ca51d57-4d8c-4d36-9835-82cdc9ebcb07', 'ba010f3f-6c7c-4b26-9e85-63bcd248a993']",53,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:53.621,Carry,True,2012/2013
,,,,,"[56.7, 22.0]",,,,,,,,,,,1.389098,,,,,,,,,,,,,,e673f0e7-3078-4409-815c-b81a92363e3a,53,,"[57.6, 16.9]",70284,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Alexandre Dimitri Song-Billong,27053.0,,Center Defensive Midfield,3,Barcelona,217,"['2045a0c0-7d6b-4a5b-9055-55e11e330845', '5b779900-0128-4b73-ab1d-979b7073a8ad', '612e2933-d28e-4c42-89b5-159c8f5edbfd']",55,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:55.081,Carry,True,2012/2013
,,,,,"[46.0, 50.8]",,,,,,,,,,,3.0851,,,,,,,,,,,,,,037b94a4-7f3c-4bba-b8cf-c47931759b3c,57,,"[40.9, 49.2]",70284,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,,Right Center Back,3,Barcelona,217,"['14e4f6d5-5fa9-431c-82a2-23c4c0101b21', 'cef1ba21-7609-4c64-beb5-750915a79676']",58,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:58.162,Carry,,2012/2013
,,,,,"[64.7, 31.3]",,,,,,,,,,,1.7873,,,,,,,,,,,,,,7c7301a6-6f8d-4b59-b8ed-f596a9825d83,60,,"[55.8, 37.1]",70284,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Alexandre Dimitri Song-Billong,27053.0,,Center Defensive Midfield,3,Barcelona,217,"['0740b476-30f4-467a-847d-a752d431f21d', 'afb3e6bd-bab1-4e74-945e-d2b9dd988302']",2,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:02.420,Carry,,2012/2013
,,,,,"[77.9, 20.6]",,,,,,,,,,,2.6356,,,,,,,,,,,,,,f7c74b60-f703-43cf-b2e4-22eb4b82b718,63,,"[66.3, 17.4]",70284,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Andrés Iniesta Luján,5216.0,,Left Center Midfield,3,Barcelona,217,"['8e5a2fd5-24a4-4f3e-a83a-6dd27f7c3dad', 'b2eff356-6a46-420e-9083-4d6109142499']",5,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:05.265,Carry,,2012/2013
,,,,,"[86.7, 6.9]",,,,,,,,,,,0.8682,,,,,,,,,,,,,,eb593ed3-9c21-4aeb-8a72-eeae09ff4c75,66,,"[87.0, 6.9]",70284,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jordi Alba Ramos,5211.0,,Left Back,3,Barcelona,217,"['11694b03-5300-4dd0-8cf0-f9cf01ecd396', 'c1ff8ac6-47eb-4c2e-8cc1-edf8cef56183']",9,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:09.134,Carry,,2012/2013
,,,,,"[85.4, 9.9]",,,,,,,,,,,2.3568,,,,,,,,,,,,,,106566d9-e4ff-498d-8122-1c31e7da409a,69,,"[77.9, 18.8]",70284,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Andrés Iniesta Luján,5216.0,,Left Center Midfield,3,Barcelona,217,"['37ba0e3e-a652-4843-b349-cc548961c7ef', 'b2776971-7956-40bd-bc29-d0a4e43ffb4e', 'e915167c-712e-4c2c-977a-ac4cc526dcfd']",10,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:10.918,Carry,True,2012/2013
,,,,,"[55.5, 77.9]",,,,,,,,,,,0.5762,,,,,,,,,,,,,,9f9c120d-e318-4919-a7ab-32fa9e6e3796,80,,"[56.3, 75.1]",70284,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Juan Francisco Torres Belén,6375.0,,Right Back,4,Atlético Madrid,212,"['4a2d1cc8-c9c4-4ed5-b514-80e3a6f7c420', 'a0689a5b-48a8-409f-9aa0-84cd271d8c41', 'de888e85-9a6a-46be-882a-ca23c2d143c2']",35,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:35.762,Carry,True,2012/2013
,,,,,"[70.8, 61.8]",,,,,,,,,,,1.1225,,,,,,,,,,,,,,a52d8316-7f63-4440-b749-00f9eafc44d9,87,,"[70.8, 63.2]",70284,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Gabriel Fernández Arenas,6384.0,,Right Center Midfield,5,Atlético Madrid,212,"['10066d49-ac66-410f-9e6d-305e6c8472c7', 'ef1705d8-2f3a-4a06-91fb-de5e06368b16']",43,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:43.979,Carry,,2012/2013
,,,,,"[74.0, 53.2]",,,,,,,,,,,1.1163,,,,,,,,,,,,,,67726453-dc51-4d22-b6d5-1454d3766cd3,90,,"[79.1, 51.7]",70284,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Arda Turan,11094.0,,Left Wing,5,Atlético Madrid,212,"['0b95d877-f269-4450-8af3-19508e517d7d', '7bf4313e-b782-4ec2-8fce-d4a4b1ffbb4f', 'fa90ecd8-3ddb-4520-9c0f-692cdb211411']",45,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:45.945,Carry,True,2012/2013
,,,,,"[65.2, 52.3]",,,,,,,,,,,0.7193,,,,,,,,,,,,,,dbc36cdf-9dbd-4f9a-b59a-398b976f0e06,94,,"[65.6, 51.5]",70284,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Tiago Cardoso Mendes,20669.0,,Center Defensive Midfield,5,Atlético Madrid,212,"['0391ddcb-3d1e-41e0-bfbe-2c4d3a813ce2', 'e74ed109-018b-4191-a679-b82ed7bfcc9d']",47,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:47.876,Carry,,2012/2013
,,,,,"[54.9, 36.2]",,,,,,,,,,,1.448,,,,,,,,,,,,,,01f11c1e-4031-4ee9-ab29-9d3b1a7bcc21,97,,"[53.3, 35.8]",70284,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Diego Roberto Godín Leal,5249.0,,Left Center Back,5,Atlético Madrid,212,"['3b2c6608-aef8-4027-8543-cddaea59ce55', '6b9e0d21-090c-4ec1-830d-38228674d6f3']",50,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:50.337,Carry,,2012/2013
,,,,,"[112.1, 75.5]",,,,,,,,,,,3.1685,,,,,,,,,,,,,,95b5436c-98cf-42a8-bad1-fa639fe8ef1b,100,,"[99.6, 75.3]",70284,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Adrián López Álvarez,6735.0,,Right Wing,5,Atlético Madrid,212,"['2801ca7f-4f16-4da0-bf5c-dd0c20816649', '58f19f12-c6bc-4c39-85d7-b89f0b82b6e9', 'cb9198f6-9e9b-4e4c-b508-3830728b0111']",54,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:54.769,Carry,True,2012/2013
,,,,,"[104.4, 72.9]",,,,,,,,,,,0.040000003,,,,,,,,,,,,,,2ca354ca-711c-4293-a0b2-6f5b8d6a3fb0,104,,"[104.4, 72.9]",70284,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Arda Turan,11094.0,,Left Wing,5,Atlético Madrid,212,"['35fd667d-bdef-4e1d-a3a7-76dceda79ba6', 'ab3eb7fd-8b2d-4a6f-9a91-21b97b70d32f']",58,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:58.604,Carry,,2012/2013
,,,,,"[107.0, 76.9]",,,,,,,,,,,0.040000003,,,,,,,,,,,,,,29e65aa3-72c7-4aaa-873a-067ebe057bed,107,,"[106.7, 77.6]",70284,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Adrián López Álvarez,6735.0,,Right Wing,5,Atlético Madrid,212,"['db495b59-5ccb-4674-a531-634fe6ad1f52', 'ed0c0710-1d8b-41b8-93f5-3b39abce3f20']",59,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:59.276,Carry,,2012/2013
,,,,,"[106.7, 63.6]",,,,,,,,,,,1.095241,,,,,,,,,,,,,,46bc0d3a-a195-402c-b40f-0ba279248ba2,110,,"[101.6, 63.4]",70284,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Juan Francisco Torres Belén,6375.0,,Right Back,5,Atlético Madrid,212,"['235bb38b-ef4c-4647-ba6a-2ed2e190a4d4', '8aceac45-ed1b-4182-a4a0-c69ca61b42cb', '9604db22-1b2c-4cf3-9d8c-d3c847e086d3']",59,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:59.975,Carry,True,2012/2013
,,,,,"[90.2, 59.8]",,,,,,,,,,,0.795398,,,,,,,,,,,,,,e4004e35-a4da-45cc-8f4d-aa8cbfccad15,115,,"[90.5, 59.6]",70284,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Juan Francisco Torres Belén,6375.0,,Right Back,5,Atlético Madrid,212,"['02af74a6-7334-41a4-b76a-6f8387b483e0', '241e0082-a5da-469a-82fb-58e8af99419f', '2b02694a-b806-47e2-a700-c2b84ffc2913']",3,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:03.807,Carry,True,2012/2013
,,,,,"[75.2, 61.4]",,,,,,,,,,,0.6101,,,,,,,,,,,,,,cfe20b39-bfcf-4b35-af81-fa19e7c68ace,119,,"[80.1, 61.1]",70284,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Gabriel Fernández Arenas,6384.0,,Right Center Midfield,5,Atlético Madrid,212,"['5f9dc0c2-e393-4acb-85fd-cd0eba31a890', '7933a9f2-ae64-4c73-8b0e-7606c6c2e5fb', '86a2cf02-8a08-404e-b34f-33333da7063f']",5,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:05.347,Carry,True,2012/2013
,,,,,"[95.4, 64.3]",,,,,,,,,,,2.4133,,,,,,,,,,,,,,de2163fd-f1ff-4999-8c41-ab17dd11d677,123,,"[85.3, 69.5]",70284,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Adrián López Álvarez,6735.0,,Right Wing,5,Atlético Madrid,212,"['3726e599-0753-427e-913d-18a690c55748', 'e6f78a96-3be2-4c50-94d8-383b1fb4796f', 'e8efcfbe-c020-42ef-81eb-c87e78b8e6bd']",6,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:06.713,Carry,True,2012/2013
,,,,,"[114.7, 76.5]",,,,,,,,,,,3.05175,,,,,,,,,,,,,,b4b9671e-d28c-4a71-9119-1352a3a02599,127,,"[114.7, 76.5]",70284,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Arda Turan,11094.0,,Left Wing,5,Atlético Madrid,212,"['12f1dddd-b4a6-4308-8b42-7f7fc1665edd', 'c4cf60b1-19a9-4763-9860-f2f1c9caad7a']",11,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:11.820,Carry,,2012/2013
,,,,,"[8.9, 10.7]",,,,,,,,,,,1.464601,,,,,,,,,,,,,,e2753972-fc74-41b3-b23f-33a3ae3bf1f2,131,,"[10.4, 12.6]",70284,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,,Left Center Midfield,6,Barcelona,217,"['21bf549c-dacb-4cc8-9a75-00e0219e892c', 'bdad181d-ce88-4c8d-b262-b654fd5a3d6b', 'cace6351-b1c0-42a5-9b3c-39a5f043c844']",15,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:15.399,Carry,True,2012/2013
,,,,,"[9.7, 5.7]",,,,,,,,,,,1.464657,,,,,,,,,,,,,,27a40b81-4506-41da-8736-a7908a50fdfe,135,,"[8.9, 10.7]",70284,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,,Left Center Midfield,6,Barcelona,217,"['21bf549c-dacb-4cc8-9a75-00e0219e892c', 'a45f4e37-ec15-4115-b555-5bd5dd77ccca', 'f4e57f0a-dc0c-4963-a407-42080570a98a']",16,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:16.864,Carry,True,2012/2013
,,,,,"[19.8, 6.1]",,,,,,,,,,,1.055801,,,,,,,,,,,,,,4558934a-e73a-4c0d-978b-bac7b7774328,141,,"[19.8, 3.7]",70284,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,,Left Back,6,Barcelona,217,"['0e676c7c-fd4a-45d4-8ee7-8f86fca2fb83', '63dc3952-10c2-45e8-ba3c-d1d4ad831e5e']",21,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:21.532,Carry,,2012/2013
,,,,,"[33.9, 9.7]",,,,,,,,,,,0.953294,,,,,,,,,,,,,,3f475d7a-88db-4663-bcd2-45cb41507ddf,144,,"[31.2, 10.3]",70284,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Cristian Tello Herrera,6658.0,,Left Wing,6,Barcelona,217,"['80a6ea3e-8acf-40b3-96c8-c51bcb0a8c40', '9cbbb7e3-eed9-4521-b1a0-cdeb6a86359d', 'ac440c5f-d1c9-4643-801d-26dc740f7bca']",23,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:23.439,Carry,True,2012/2013
,,,,,"[47.5, 36.2]",,,,,,,,,,,0.367407,,,,,,,,,,,,,,42c886db-29b3-4457-9362-8703e3c9c0b9,151,,"[47.5, 35.3]",70284,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Alexandre Dimitri Song-Billong,27053.0,,Center Defensive Midfield,7,Barcelona,217,"['8c4b6886-dd79-4092-90ed-b8452d69c6eb', 'a60d48c5-575f-47c5-a55b-1887c40bfe28']",39,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:39.720,Carry,,2012/2013
,,,,,"[49.2, 55.9]",,,,,,,,,,,0.772267,,,,,,,,,,,,,,d973d7cc-98a3-4e68-ab4f-1fc324a31b47,154,,"[49.4, 54.4]",70284,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Francesc Fàbregas i Soler,3478.0,,Right Center Midfield,7,Barcelona,217,"['4132b9a6-c609-4941-bef6-7f9314bd9a45', '71ebdd4c-7389-4a18-af17-6d1fb508bf14']",41,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:41.293,Carry,,2012/2013
,,,,,"[70.9, 76.9]",,,,,,,,,,,0.263,,,,,,,,,,,,,,9bc77b3f-a80e-45c1-ba55-740f0c6780bd,157,,"[66.3, 75.6]",70284,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Daniel Alves da Silva,4324.0,,Right Back,7,Barcelona,217,"['9375d4ca-1ac1-4669-aeb8-72409a6e9280', 'b7004598-6adb-463c-8f0a-ebc228bc3040']",44,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:44.798,Carry,,2012/2013
,,,,,"[66.9, 71.1]",,,,,,,,,,,1.0734,,,,,,,,,,,,,,6e0e69ae-6762-44b2-95a6-e596724f4197,160,,"[60.3, 70.1]",70284,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Francesc Fàbregas i Soler,3478.0,,Right Center Midfield,7,Barcelona,217,"['af13a1ec-648c-4c6d-9c67-a48270a39afc', 'b5ca28b7-b203-4679-a6b6-4fc2e081542c']",46,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:46.288,Carry,,2012/2013
,,,,,"[68.1, 64.3]",,,,,,,,,,,0.04,,,,,,,,,,,,,,3390bdec-22fd-4a28-bc60-744a3284e8a7,163,,"[70.2, 64.3]",70284,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,,Center Forward,7,Barcelona,217,"['60e1d656-4867-4dd4-8a3c-17c4971e96b8', 'c0235289-ece4-42b4-b985-ae00fd56084e']",47,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:47.922,Carry,,2012/2013
,,,,,"[59.3, 71.7]",,,,,,,,,,,0.9672,,,,,,,,,,,,,,7eb89f40-e924-4593-a55f-2421bce51cbc,166,,"[59.3, 71.7]",70284,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Francesc Fàbregas i Soler,3478.0,,Right Center Midfield,7,Barcelona,217,"['2f3b3966-5635-43ba-a20f-40e625ab6210', 'd30fd6ad-fd7f-4915-9ae9-acaf56c18e87']",48,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:48.865,Carry,,2012/2013
,,,,,"[68.5, 76.9]",,,,,,,,,,,0.767,,,,,,,,,,,,,,a8cc4942-e130-4e11-a8d9-bbac7b7215db,170,,"[68.5, 76.9]",70284,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Daniel Alves da Silva,4324.0,,Right Back,7,Barcelona,217,"['631f30db-1dc2-44fc-b8d2-e2fced9254dc', 'c1f1495f-6026-4a6f-ae14-7f4e21cb7b92', 'c255b1d3-d34b-4069-9efe-a7f49f01fadb']",50,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:50.954,Carry,True,2012/2013
,,,,,"[56.7, 73.9]",,,,,,,,,,,0.2514,,,,,,,,,,,,,,baf9ffb7-af66-4fce-a327-ad0a4436c86c,173,,"[56.0, 76.5]",70284,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Francesc Fàbregas i Soler,3478.0,,Right Center Midfield,7,Barcelona,217,"['377065cc-5d74-408e-8528-80ee416f2512', 'fca1dd6f-503b-415e-b8dc-cc3be2aa1164']",52,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:52.670,Carry,,2012/2013
,,,,,"[47.3, 55.6]",,,,,,,,,,,1.5599,,,,,,,,,,,,,,cce20589-fb30-41ee-92c4-09586f749749,176,,"[44.1, 59.4]",70284,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,,Right Center Back,7,Barcelona,217,"['17c5adb9-8fa6-4171-a1d6-51679688f634', 'f9b2d970-3909-43ca-99b0-73bf96535a53']",54,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:54.652,Carry,,2012/2013
,,,,,"[67.7, 17.4]",,,,,,,,,,,2.5646,,,,,,,,,,,,,,808746ef-083b-4d55-87c5-79eaa94aeb28,179,,"[56.9, 17.4]",70284,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jordi Alba Ramos,5211.0,,Left Back,7,Barcelona,217,"['36d07bfd-0dbb-40d5-bf04-ffdfaa922ea2', 'ced8716e-ca6a-4108-bcd9-32dfe6b61d97']",58,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:58.059,Carry,,2012/2013
,,,,,"[78.1, 13.5]",,,,,,,,,,,2.647073,,,,,,,,,,,,,,1473a116-472a-4d10-b508-d0f6f59ce79d,182,,"[82.2, 10.1]",70284,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Andrés Iniesta Luján,5216.0,,Left Center Midfield,7,Barcelona,217,"['78a3d624-56b5-423a-883c-b373a7bc18ba', 'de9fbeda-75db-463f-836d-57a0c43bb1e9']",2,,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:02.109,Carry,,2012/2013
,,,,,"[74.9, 33.9]",,,,,,,,,,,0.007,,,,,,,,,,,,,,c1815181-dda8-4310-82c5-ac393c05a32a,185,,"[74.9, 33.9]",70284,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Francesc Fàbregas i Soler,3478.0,,Right Center Midfield,7,Barcelona,217,"['0f28ee4e-ad25-4d15-959e-f779665434e5', '85ce29d6-ab8e-4683-b677-8b82d848cc30']",5,,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:05.905,Carry,,2012/2013
,,,,,"[67.9, 25.0]",,,,,,,,,,,1.045836,,,,,,,,,,,,,,a19ac826-4f52-425c-8ec4-6bd598e7e660,189,,"[71.3, 25.9]",70284,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Alexandre Dimitri Song-Billong,27053.0,,Center Defensive Midfield,7,Barcelona,217,"['32be6966-ab74-4537-94a0-836c4378d7eb', '437d7039-3c6b-40e1-8ec7-de1ea8f2aca1', 'a4146ae6-22e5-4c8b-b34e-40e643665f9a']",6,,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:06.783,Carry,True,2012/2013
,,,,,"[82.2, 74.3]",,,,,,,,,,,4.424375,,,,,,,,,,,,,,623393b0-81bc-473c-b225-47db9e0a7062,198,,"[59.9, 74.3]",70284,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,,Center Forward,7,Barcelona,217,"['2fe83833-46fd-4777-9ade-037b545642ae', 'da577341-a113-4806-b982-96ac258395ca', 'dbac5719-192f-4013-ab88-5fef03096e2c']",15,,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:15.088,Carry,True,2012/2013
,,,,,"[86.2, 73.3]",,,,,,,,,,,0.2146,,,,,,,,,,,,,,76b8b087-b62d-4eff-a2a1-63984d788b3a,201,,"[82.2, 74.3]",70284,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,,Center Forward,7,Barcelona,217,"['da577341-a113-4806-b982-96ac258395ca', 'dbac5719-192f-4013-ab88-5fef03096e2c', 'f0093468-8a6d-4a60-a47a-0a9959c89cb4']",19,,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:19.512,Carry,True,2012/2013
,,,,,"[49.5, 7.7]",,,,,,,,,,,1.983,,,,,,,,,,,,,,51f955fc-8088-45eb-a2e6-b775912cd5f3,205,,"[41.4, 4.3]",70284,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jorge Resurrección Merodio,5199.0,,Left Center Midfield,8,Atlético Madrid,212,"['211ca49c-8ce5-43fe-8f71-4d7383c427fd', '50375689-3486-421c-a0ea-7ba66442f570']",20,,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:03:20.219,Carry,,2012/2013
