bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,1.7266,,,,,,,,,,,,,,c8a6e635-53ac-4f7e-9cbe-9e6cb8a2e1f4,18,,"[93.5, 1.0]",267675,0,,,,,1.3239658,,,,,,"[96.7, 13.7]",,Low Pass,,13.096946,,,,,Kevin Gameiro,6401.0,,,,,,Throw-in,1,From Throw In,Alberto Moreno Pérez,3515.0,Left Back,3,Sevilla,213,['2e70f1b6-5eca-4aa2-96ff-8145ed9e06e8'],18,,,,,,,,,,,,,,,,,Sevilla,213,00:00:18.450,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.868815,,,,,,,,,,,,,,aa729f7e-b0ea-4eac-a511-062df6167565,21,,"[96.7, 13.7]",267675,0,,,,,-3.127509,,Right Foot,,,,"[89.6, 13.6]",,Ground Pass,,7.100704,,,,,Víctor Machín Pérez,6841.0,,,,,,,1,From Throw In,Kevin Gameiro,6401.0,Right Wing,3,Sevilla,213,['e7513924-7ef2-4e36-9ddd-54661b1480e8'],20,,,,,,,,,,,,,,,,,Sevilla,213,00:00:20.217,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.7305,,,,,,,,,,,,,,2ff9b501-bce9-4ada-94b3-ceb4892118c1,25,,"[91.5, 14.4]",267675,0,,,,,2.2325048,,Right Foot,,,,"[83.4, 24.8]",,Ground Pass,,13.182185,,,,,Ivan Rakitić,5470.0,,,,,,,1,From Throw In,Víctor Machín Pérez,6841.0,Left Wing,3,Sevilla,213,"['8bba1c8b-b310-458b-939d-fa4efb66e0bb', 'a042bb9e-0193-41b3-90ed-5528e3287fad']",21,,,,,,,,,,,,,,,,,Sevilla,213,00:00:21.443,Pass,True,2013/2014
,,,,,,,,,,,,,,,,0.914484,,,,,,,,,,,,,,4971c9b5-e859-4bfa-8870-a1c7a07495ba,28,,"[81.4, 22.1]",267675,0,,,,,-2.1505117,,Right Foot,,,,"[75.9, 13.7]",,Ground Pass,,10.040419,,,,,Daniel Filipe Martins Carriço,6825.0,,,,,,,1,From Throw In,Ivan Rakitić,5470.0,Center Attacking Midfield,3,Sevilla,213,"['b29b16c9-cd9b-4c1d-b196-2088124e918a', 'cfab102d-5484-4af8-9a06-f0028f712f07']",22,,,,,,,,,,,,,,,,,Sevilla,213,00:00:22.174,Pass,True,2013/2014
,,,,,,,,,,,,,,,,0.8674,,,,,,,,,,,,,,4d46782a-546f-4862-94c8-00c2cacc1e8a,30,,"[76.0, 13.7]",267675,0,,,,,1.8123621,,Right Foot,,,,"[72.6, 27.5]",,Ground Pass,,14.21267,,,,,Vicente Iborra De La Fuente,3497.0,,,,,,,1,From Throw In,Daniel Filipe Martins Carriço,6825.0,Left Center Midfield,3,Sevilla,213,['f67ca1cf-cacc-4ae6-850e-5a6ad1e92508'],23,,,,,,,,,,,,,,,,,Sevilla,213,00:00:23.088,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.927738,,,,,,,,,,,,,,d1d396b7-a0d2-41e6-a8dc-6d37c2d0ad26,33,,"[72.0, 27.5]",267675,0,,,,,-3.1064312,,Right Foot,,,,"[52.1, 26.8]",,Ground Pass,,19.912308,,,,,Federico Julián Fazio,6349.0,,,,,,,1,From Throw In,Vicente Iborra De La Fuente,3497.0,Right Center Midfield,3,Sevilla,213,"['1b3bc07e-26a4-4299-814a-774c379ace9c', '2eb8bdbd-9554-4cfd-b7ac-6117f60c5c86']",23,,,,,,,,,,,,,,,,,Sevilla,213,00:00:23.956,Pass,True,2013/2014
,,,,,,,,,,,,,,,,3.049244,,,,,,,,,,,,,,abf227ed-77f2-4bf1-a1df-9d64ee39531b,37,,"[52.9, 26.5]",267675,0,,,,,2.6507409,,Right Foot,,,,"[23.9, 42.0]",,Ground Pass,,32.882366,,,,,António Alberto Bastos Pimparel,27111.0,,,,,,,1,From Throw In,Federico Julián Fazio,6349.0,Right Center Back,3,Sevilla,213,"['78b09ef7-6009-4df4-808d-b31442361bf8', '8b3a7680-097c-486a-8dd3-b2dfac28d9cd']",26,,,,,,,,,,,,,,,,,Sevilla,213,00:00:26.108,Pass,True,2013/2014
,,,,,,,,,,,,,,,,3.2679,,,,,,,,,,,,,,4a8a555e-8d97-47ef-8eab-b1780cf0379c,40,,"[23.9, 42.0]",267675,0,,,,,0.053395048,,Right Foot,,,,"[95.0, 45.8]",,High Pass,,71.20148,,,Incomplete,,,,,,,,,,1,From Throw In,António Alberto Bastos Pimparel,27111.0,Goalkeeper,3,Sevilla,213,['7baccd47-a129-4309-9641-634dba410f28'],29,,,,,,,,,,,,,,,,,Sevilla,213,00:00:29.198,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.9985,,,,,,,,,,,,,,7baccd47-a129-4309-9641-634dba410f28,41,,"[26.0, 35.2]",267675,0,,,,,0.5337082,,Head,,,,"[34.8, 40.4]",,High Pass,,10.221546,,,Incomplete,,,,,,,,,Recovery,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Left Center Back,3,Sevilla,213,"['4a8a555e-8d97-47ef-8eab-b1780cf0379c', '5d60d716-ac86-42f1-a67d-df908b957f89']",32,,,,,,,,,,,,,,,,,Barcelona,217,00:00:32.465,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.9302,,,,,,,,,,,,,,5d60d716-ac86-42f1-a67d-df908b957f89,42,,"[86.2, 40.6]",267675,0,,,,,0.7936624,,Head,,,,"[92.2, 46.7]",,High Pass,,8.556284,,,Incomplete,,Kevin Gameiro,6401.0,,,,,,Recovery,1,From Throw In,Ivan Rakitić,5470.0,Center Attacking Midfield,3,Sevilla,213,"['20a7949c-519b-4e48-806b-b1c89bc41bc6', '7baccd47-a129-4309-9641-634dba410f28', 'd41364e7-5612-49ec-b1fe-cf106dfa5d0c']",34,,,,,,,,,,,,,,,,,Sevilla,213,00:00:34.464,Pass,,2013/2014
,,,,,,,,,,,,,,,,3.1955,,,,,,,,,,,,,,41ce1124-6e40-4967-9b7b-fcd752239322,49,,"[30.5, 36.3]",267675,0,,True,,,1.2890872,,Right Foot,,,,"[41.7, 75.0]",,Low Pass,,40.288086,,,,,Martín Montoya Torralbo,6593.0,,,,,,Free Kick,1,From Free Kick,Alexandre Dimitri Song-Billong,27053.0,Center Defensive Midfield,5,Barcelona,217,['1a0dc33c-5817-42e6-b84b-f1c974d6bbde'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:00:47.079,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.2208,,,,,,,,,,,,,,f837326c-9dfa-4c12-9967-edd0798e2fc6,53,,"[47.7, 73.3]",267675,0,,,,,-0.027265968,,Right Foot,,,,"[58.7, 73.0]",,Low Pass,,11.00409,,,Unknown,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,,1,From Free Kick,Martín Montoya Torralbo,6593.0,Right Back,5,Barcelona,217,['317c880c-4795-4743-a53f-faa4b39e419f'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:00:51.329,Pass,,2013/2014
,,,,,,,,,,,,,,,,2.264077,,,,,,,,,,,,,,95764903-fd1e-44c4-9e3a-a1bb9b62a4ac,58,,"[57.3, 72.8]",267675,1,,,,,-2.5981774,,Right Foot,,,,"[32.8, 58.0]",,Ground Pass,,28.623241,,,,,Marc Bartra Aregall,7068.0,,,,,,Free Kick,1,From Free Kick,Martín Montoya Torralbo,6593.0,Right Back,6,Barcelona,217,['d517b0b3-5dd8-48af-ad8e-00e818e1588a'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:01:01.123,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.945705,,,,,,,,,,,,,,a7e2aaee-7633-4a59-b839-0415bd72e529,61,,"[42.7, 50.9]",267675,1,,,,,-1.5565624,,Right Foot,,,,"[43.1, 22.8]",,Ground Pass,,28.102846,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Free Kick,Marc Bartra Aregall,7068.0,Right Center Back,6,Barcelona,217,['c13e688d-8ba1-4788-8723-498acd1ebc87'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:01:05.093,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.931,,,,,,,,,,,,,,e4c6a442-41b4-48a6-a740-d74ce3d0d0e0,64,,"[40.6, 11.0]",267675,1,,,,,-0.9492697,,Right Foot,,,,"[45.9, 3.6]",,Ground Pass,,9.102198,,,,,Adriano Correia Claro,22102.0,,,,,,,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Left Center Back,6,Barcelona,217,['b90f59a6-e4fd-4dcd-b774-b27a54156398'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:01:09.534,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.593703,,,,,,,,,,,,,,59abf9a0-727d-43c5-97b1-a362cfe8ec3a,67,,"[45.9, 3.6]",267675,1,,,,,2.7509856,,Left Foot,,,,"[37.4, 7.1]",,Ground Pass,,9.192389,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Free Kick,Adriano Correia Claro,22102.0,Left Back,6,Barcelona,217,['acab6988-2699-4c0e-8916-c8a4b5490f1e'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:01:10.921,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.841673,,,,,,,,,,,,,,03e9094b-acf5-407b-9390-74f4ddb0117c,71,,"[32.8, 6.6]",267675,1,,,,,2.3168447,,Right Foot,,,,"[8.4, 33.0]",,Ground Pass,,35.948853,,,,,Víctor Valdés Arribas,20176.0,,,,,,,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Left Center Back,6,Barcelona,217,['0ee092d0-a258-4302-9d84-2a7c6d297279'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:01:13.833,Pass,,2013/2014
,,,,,,,,,,,,,,,,2.120408,,,,,,,,,,,,,,f9870f50-1cb7-4ffa-8883-56decd198130,74,,"[9.5, 38.9]",267675,1,,,,,-1.1209003,,Right Foot,,,,"[19.4, 18.4]",,Ground Pass,,22.765324,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Free Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,6,Barcelona,217,['e11060eb-5271-430a-b8b9-f9bd4fb98ba6'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:01:18.693,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.593527,,,,,,,,,,,,,,af446bbd-0d8a-427b-95a1-5dddc93cfa43,77,,"[20.1, 18.2]",267675,1,,,,,1.2686511,,Right Foot,,,,"[24.9, 33.6]",,Low Pass,,16.130716,,,,,Alexandre Dimitri Song-Billong,27053.0,,,,,,,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Left Center Back,6,Barcelona,217,['81a062cd-a606-41ac-aa94-48e1df2c14a5'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:01:21.741,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.261178,,,,,,,,,,,,,,c7681568-bba5-4e0a-b5c7-f46fbbb45e12,81,,"[35.6, 37.6]",267675,1,,,,,2.113643,,Left Foot,,,,"[28.3, 49.7]",,Ground Pass,,14.131525,,,,,Marc Bartra Aregall,7068.0,,,,,,,1,From Free Kick,Alexandre Dimitri Song-Billong,27053.0,Center Defensive Midfield,6,Barcelona,217,['c9273b74-bd61-44b1-9f6e-9a08b6ece5da'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:01:26.405,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.7174,,,,,,,,,,,,,,5e198600-1726-4b69-a0d4-b955d743d807,85,,"[28.3, 49.7]",267675,1,,,,,-0.515549,,Right Foot,,,,"[37.3, 44.6]",,Ground Pass,,10.3445635,,,,,Alexandre Dimitri Song-Billong,27053.0,,,,,,,1,From Free Kick,Marc Bartra Aregall,7068.0,Right Center Back,6,Barcelona,217,"['2675168f-9817-473d-a364-6d654367a932', '96a7a390-0f93-4c82-9b94-25b93300d0f1']",28,,,,,,,,,,,,,,,,,Barcelona,217,00:01:28.677,Pass,True,2013/2014
,,,,,,,,,,,,,,,,1.1249,,,,,,,,,,,,,,dcf02c2b-d09a-49fe-a271-786c4b80fbcf,88,,"[38.8, 50.6]",267675,1,,,,,1.2697493,,Right Foot,,,,"[46.5, 75.4]",,Ground Pass,,25.967865,,,,,Martín Montoya Torralbo,6593.0,,,,,,,1,From Free Kick,Alexandre Dimitri Song-Billong,27053.0,Center Defensive Midfield,6,Barcelona,217,['1ecc44cc-0ae6-4da4-bb1d-2de2c013fcfe'],30,,,,,,,,,,,,,,,,,Barcelona,217,00:01:30.957,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.981366,,,,,,,,,,,,,,b526f3d2-711f-4dc2-a526-732394739202,91,,"[46.5, 75.4]",267675,1,,,,,-2.4144037,,Left Foot,,,,"[23.8, 55.2]",,Ground Pass,,30.386345,,,,,Marc Bartra Aregall,7068.0,,,,,,,1,From Free Kick,Martín Montoya Torralbo,6593.0,Right Back,6,Barcelona,217,['4468c2f2-ed0c-4a11-b94c-796bb185bf25'],33,,,,,,,,,,,,,,,,,Barcelona,217,00:01:33.080,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.7662,,,,,,,,,,,,,,9aeff3d5-7af1-4359-815d-8699645b4660,94,,"[23.8, 55.2]",267675,1,,,,,-0.7111547,,Right Foot,,,,"[36.8, 44.0]",,Ground Pass,,17.159254,,,,,Xavier Hernández Creus,20131.0,,,,,,,1,From Free Kick,Marc Bartra Aregall,7068.0,Right Center Back,6,Barcelona,217,['2b6b7e90-57cb-44b5-912d-698256a78662'],37,,,,,,,,,,,,,,,,,Barcelona,217,00:01:37.442,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.31,,,,,,,,,,,,,,756872e0-5434-4673-90e0-63cabbb81ab1,97,,"[36.8, 43.4]",267675,1,,,,,2.250817,,Right Foot,,,,"[27.5, 54.9]",,Ground Pass,,14.789862,,,,,Marc Bartra Aregall,7068.0,,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,6,Barcelona,217,['e7c0c34f-cf9c-4216-ae3b-808cf387a059'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:01:38.282,Pass,,2013/2014
,,,,,,,,,,,,,,,,4.058794,,,,,,,,,,,,,,cb6ad587-cada-4955-8f16-62db03f6a690,100,,"[30.8, 55.8]",267675,1,,,,,0.40782577,,Right Foot,,,,"[80.1, 77.1]",,High Pass,,53.704563,,,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,,1,From Free Kick,Marc Bartra Aregall,7068.0,Right Center Back,6,Barcelona,217,['488e2005-43cc-4cec-b685-7e932d7915aa'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:01:40.997,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.102475,,,,,,,,,,,,,,3e7b3d21-c973-46fe-99a3-9695132b03ef,106,,"[90.5, 80.0]",267675,1,,True,,,-2.107707,,,,,,"[85.5, 71.6]",,Low Pass,,9.775479,,,,,Xavier Hernández Creus,20131.0,,,,,,Throw-in,1,From Throw In,Martín Montoya Torralbo,6593.0,Right Back,7,Barcelona,217,['8e6e21e6-9d20-4f3c-b712-e3446bb5b0dd'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:01:58.045,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.624347,,,,,,,,,,,,,,cc7ca14a-d8bd-490d-8600-a526e9081baf,110,,"[85.5, 71.6]",267675,1,,,,,1.3315648,,Right Foot,,,,"[86.5, 75.7]",,Ground Pass,,4.2201896,,,,,Martín Montoya Torralbo,6593.0,,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,7,Barcelona,217,['0760de27-b315-488b-9239-db5226a0d30b'],59,,,,,,,,,,,,,,,,,Barcelona,217,00:01:59.435,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.9082,,,,,,,,,,,,,,189ed4ff-a2bc-4428-9705-73e757db22bd,113,,"[85.7, 76.4]",267675,2,,,,,-3.095526,,Right Foot,,,,"[57.5, 75.1]",,Ground Pass,,28.229948,,,,,Marc Bartra Aregall,7068.0,,,,,,,1,From Throw In,Martín Montoya Torralbo,6593.0,Right Back,7,Barcelona,217,['f9a01230-994b-4835-8b56-c5c59874e420'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:02:01.058,Pass,,2013/2014
,,,,,,,,,,,,,,,,1.470417,,,,,,,,,,,,,,d8289a0f-f391-4d22-9453-221d9dddb7dc,116,,"[48.4, 71.3]",267675,2,,,,,-1.7865626,,Right Foot,,,,"[42.0, 42.1]",,Ground Pass,,29.893143,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Throw In,Marc Bartra Aregall,7068.0,Right Center Back,7,Barcelona,217,['0643fafb-86ff-4875-9b58-1c8844a03bbe'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:02:04.551,Pass,,2013/2014
,,,,,,,,,,,,,,,,0.8393,,,,,,,,,,,,,,dd7c443d-6455-4adf-9281-3830e32571cc,119,,"[42.0, 42.1]",267675,2,,,,,0.6403565,,Right Foot,,,,"[57.3, 53.5]",,Ground Pass,,19.080095,,,,,Alexandre Dimitri Song-Billong,27053.0,,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Left Center Back,7,Barcelona,217,['5f8a6b1a-05c9-4bcd-abbc-c37499213c04'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:02:06.775,Pass,,2013/2014
