ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_in_play,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,3.5269,,,,,,,,,,,,,,24035ecf-d9c6-4995-94ea-fbd862cacb41,17,,"[49.1, 67.3]",70288,0,,,,,-2.1350985,,Right Foot,,,,"[32.2, 40.6]",,Ground Pass,,31.59905,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,From Kick Off,Martín Montoya Torralbo,6593.0,Right Back,2,Barcelona,217,['2d63372f-a779-4be0-bc3e-b7f707c9c29b'],6,,,,,,,,,,,,,,,,Barcelona,217,00:00:06.888,Pass,,2013/2014
,,,,,,,,,,,,,,,2.08,,,,,,,,,,,,,,daa8d7f2-528b-4fd9-9376-163a4d349556,20,,"[44.3, 38.1]",70288,0,,,,,1.1697147,,Right Foot,,,,"[59.1, 73.0]",,Ground Pass,,37.908443,,,Martín Montoya Torralbo,6593.0,,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Left Center Back,2,Barcelona,217,['4994007b-8e8d-4653-9db4-f9084311077f'],14,,,,,,,,,,,,,,,,Barcelona,217,00:00:14.825,Pass,,2013/2014
,,,,,,,,,,,,,,,0.7584,,,,,,,,,,,,,,f2915a49-fe75-4e8a-bc43-474696d46969,23,,"[58.1, 69.6]",70288,0,,,,,-1.076855,,Right Foot,,,,"[63.7, 59.2]",,Ground Pass,,11.811858,,,Xavier Hernández Creus,20131.0,,,,,,,1,From Kick Off,Martín Montoya Torralbo,6593.0,Right Back,2,Barcelona,217,['edf011e1-3aa5-4d8d-81ba-fdc539997742'],18,,,,,,,,,,,,,,,,Barcelona,217,00:00:18.360,Pass,,2013/2014
,,,,,,,,,,,,,,,0.9516,,,,,,,,,,,,,,a636457b-954f-4488-8374-79a54c7a1e06,26,,"[63.4, 59.2]",70288,0,,,,,2.373944,,Right Foot,,,,"[54.8, 67.5]",,Ground Pass,,11.951987,,,Martín Montoya Torralbo,6593.0,,,,,,,1,From Kick Off,Xavier Hernández Creus,20131.0,Right Center Midfield,2,Barcelona,217,['0163330a-5173-442a-aaaf-08f6dbba72dd'],19,,,,,,,,,,,,,,,,Barcelona,217,00:00:19.159,Pass,,2013/2014
,,,,,,,,,,,,,,,0.7659,,,,,,,,,,,,,,967d05c1-d543-4748-a2a1-d024f65d0f3f,29,,"[55.5, 64.8]",70288,0,,,,,-1.7126933,,Right Foot,,,,"[54.1, 55.0]",,Ground Pass,,9.899495,,,Xavier Hernández Creus,20131.0,,,,,,,1,From Kick Off,Martín Montoya Torralbo,6593.0,Right Back,2,Barcelona,217,['fce47cc6-f826-4866-a511-cbbc58df037a'],20,,,,,,,,,,,,,,,,Barcelona,217,00:00:20.817,Pass,,2013/2014
,,,,,,,,,,,,,,,1.30573,,,,,,,,,,,,,,a63a29d9-eb36-4023-9712-34f856bb1a3f,32,,"[53.0, 55.1]",70288,0,,,,,1.2645656,,Right Foot,,,,"[57.3, 68.7]",,Ground Pass,,14.26359,,,Martín Montoya Torralbo,6593.0,,,,,,,1,From Kick Off,Xavier Hernández Creus,20131.0,Right Center Midfield,2,Barcelona,217,['79da3c21-5d2e-4768-b4a1-96d855c76347'],22,,,,,,,,,,,,,,,,Barcelona,217,00:00:22.051,Pass,,2013/2014
,,,,,,,,,,,,,,,0.1417,,,,,,,,,,,,,,5b393059-f831-44db-a482-2bd92cf1bbfd,36,,"[77.4, 73.8]",70288,0,,,,,-1.0899091,,Left Foot,,,,"[78.6, 71.5]",,Ground Pass,,2.5942245,Incomplete,,,,,,,,,,1,From Kick Off,Martín Montoya Torralbo,6593.0,Right Back,2,Barcelona,217,['47b960dd-6780-42fb-8b76-2d67dee8b940'],27,,,,,,,,,,,,,,,,Barcelona,217,00:00:27.069,Pass,,2013/2014
,,,,,,,,,,,,,,,1.397001,,,,,,,,,,,,,,d032d245-0f64-42d2-bb8d-5d105fb809e4,38,,"[37.7, 6.7]",70288,0,,,,,0.4930509,,Left Foot,,,,"[51.1, 13.9]",,Low Pass,,15.211838,,,Rubén García Santos,23943.0,,,,,,Recovery,1,From Kick Off,Simão Mate,27122.0,Right Defensive Midfield,2,Barcelona,217,['cbf8ea09-b0d3-4c6d-b77b-3e07a0c0beb7'],28,,,,,,,,,,,,,,,,Levante UD,221,00:00:28.526,Pass,,2013/2014
,,,,,,,,,,,,,,,2.5165,,,,,,,,,,,,,,c393c954-a2ae-4194-ac3e-9e1a76900b72,42,,"[50.1, 6.7]",70288,0,,,,,-0.13006328,,Left Foot,,,,"[73.8, 3.6]",,Ground Pass,,23.901882,Incomplete,,Nabil El Zhar,6608.0,,,,,,,1,From Kick Off,Rubén García Santos,23943.0,Left Center Forward,2,Barcelona,217,"['69117ec6-cf0f-4607-a5e3-442c39134529', '7f0569fc-9c91-42ff-9e23-a1438219c54d', 'bafee18c-b17a-4b62-9ebc-343b2c94815b']",31,,,,,,,,,,,,,,,,Levante UD,221,00:00:31.879,Pass,True,2013/2014
,,,,,,,,,,,,,,,0.7761,,,,,,,,,,,,,,bafee18c-b17a-4b62-9ebc-343b2c94815b,44,,"[46.3, 76.5]",70288,0,,,,,-0.65342635,,Right Foot,,,,"[52.7, 71.6]",,Ground Pass,,8.060397,,,Martín Montoya Torralbo,6593.0,,,,,,Recovery,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,"['441a1ad4-f56b-4c3e-81fe-c56a3c8537a8', 'c393c954-a2ae-4194-ac3e-9e1a76900b72']",34,,,,,,,,,,,,,,,,Barcelona,217,00:00:34.395,Pass,,2013/2014
,,,,,,,,,,,,,,,0.795095,,,,,,,,,,,,,,69cd6840-a025-4d70-b51f-a893def13a8d,47,,"[55.9, 76.2]",70288,0,,,,,0.11825751,,Left Foot,,,,"[66.0, 77.4]",,Ground Pass,,10.171038,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,,1,From Kick Off,Martín Montoya Torralbo,6593.0,Right Back,2,Barcelona,217,['3517fbd5-b1d0-42ed-85a7-83300a6c3256'],36,,,,,,,,,,,,,,,,Barcelona,217,00:00:36.018,Pass,,2013/2014
,,,,,,,,,,,,,,,1.5296,,,,,,,,,,,,,,f65c5e8f-0cbb-48ce-bd85-4043670d918e,54,,"[89.7, 67.0]",70288,0,,,,,-2.226492,,Right Foot,,,,"[83.7, 59.2]",,Ground Pass,,9.840732,Incomplete,,,,,,,,,,1,From Kick Off,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,2,Barcelona,217,['21a14d89-d4c1-4e63-aacf-fd0973e653f5'],41,,,,,,,,,,,,,,,,Barcelona,217,00:00:41.243,Pass,,2013/2014
,,,,,,,,,,,,,,,1.043,,,,,,,,,,,,,,21a14d89-d4c1-4e63-aacf-fd0973e653f5,55,,"[36.4, 20.9]",70288,0,,,,,-1.2415646,,Right Foot,,,,"[40.5, 8.9]",,Ground Pass,,12.681088,,,Rubén García Santos,23943.0,,,,,,Recovery,1,Regular Play,Juan Francisco García García,26023.0,Left Center Back,3,Levante UD,221,"['6a5c4f7a-c28f-452d-817e-f8771c25cef7', 'f65c5e8f-0cbb-48ce-bd85-4043670d918e']",42,,,,,,,,,,,,,,,,Levante UD,221,00:00:42.773,Pass,,2013/2014
,,,,,,,,,,,,,,,1.5726,,,,,,,,,,,,,,2bc103b2-b26c-45a8-a0e4-66e1f0db195d,59,,"[42.3, 1.4]",70288,0,,,,,3.1415927,,Left Foot,,,,"[26.8, 1.4]",,Ground Pass,,15.5,,,Nikolaos Karabelas,27154.0,,,,,,,1,Regular Play,Rubén García Santos,23943.0,Left Center Forward,3,Levante UD,221,"['701932ad-f1f7-4b62-9264-c210d9009aad', 'f1d760c6-68a0-4d90-b135-eb6ac2175cd9']",48,,,,,,,,,,,,,,,,Levante UD,221,00:00:48.429,Pass,True,2013/2014
,,,,,,,,,,,,,,,0.3128,,,,,,,,,,,,,,59ef4fa2-2067-4b63-8bdf-0528d85697a3,63,,"[25.0, 3.1]",70288,0,,,,,-0.29423457,,Left Foot,,,,"[28.3, 2.1]",,High Pass,,3.4481878,Incomplete,,,,,,,,,,1,Regular Play,Nikolaos Karabelas,27154.0,Left Back,3,Levante UD,221,"['46a0cb13-8ad6-4394-894b-abbcf491de37', '5af4b279-c37a-44a6-a7a0-dea301e08196']",50,,,,,,,,,,,,,,,,Levante UD,221,00:00:50.738,Pass,True,2013/2014
,,,,,,,,,,,,,,,1.474914,,,,,,,,,,,,,,a1b052f8-ee62-4a9b-b814-d912a37528b8,65,,"[40.2, 0.1]",70288,1,,,,,0.082570456,,,,,,"[69.2, 2.5]",,High Pass,,29.09914,,,Rubén García Santos,23943.0,,,,,,Throw-in,1,From Throw In,Nikolaos Karabelas,27154.0,Left Back,4,Levante UD,221,['98dcb2c4-79e6-421f-99fc-7924017fae23'],1,,,,,,,,,,,,,,,,Levante UD,221,00:01:01.887,Pass,,2013/2014
,,,,,,,,,,,,,,,2.7674,,,,,,,,,,,,,,d42b4155-2267-4c5e-abe6-62114f0f0af1,67,,"[68.4, 4.0]",70288,1,,,,,1.2141762,,Head,,,,"[70.3, 9.1]",,High Pass,,5.4424257,Incomplete,,Nabil El Zhar,6608.0,,,,,,,1,From Throw In,Rubén García Santos,23943.0,Left Center Forward,4,Levante UD,221,"['7216e6d0-7420-4f45-a59b-4c87609e0fdf', 'c2f8cd16-6b10-4aca-a0e9-1a407ed22909']",3,,,,,,,,,,,,,,,,Levante UD,221,00:01:03.362,Pass,,2013/2014
,,,,,,,,,,,,,,,1.5153,,,,,,,,,,,,,,7216e6d0-7420-4f45-a59b-4c87609e0fdf,70,,"[49.8, 71.0]",70288,1,,,,True,-0.16910122,,,,,,"[58.0, 69.6]",,High Pass,,8.318654,,,Francesc Fàbregas i Soler,3478.0,,,,,,Recovery,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,4,Levante UD,221,"['16889218-d415-4436-89d9-5f48bcb28cd6', 'd0896b2b-eb0a-4e73-848c-d219b282510f', 'd42b4155-2267-4c5e-abe6-62114f0f0af1']",6,,,,,,,,,,,,,,,,Barcelona,217,00:01:06.130,Pass,True,2013/2014
,,,,,,,,,,,,,,,1.36659,,,,,,,,,,,,,,500e54e7-1b52-4f70-b217-9a273cdec03d,74,,"[63.8, 5.3]",70288,1,,,,,-0.58307654,,Right Foot,,,,"[68.5, 2.2]",,Low Pass,,5.6302752,,,Rubén García Santos,23943.0,,,,,,Recovery,1,From Throw In,Simão Mate,27122.0,Right Defensive Midfield,4,Levante UD,221,['49fc6bb9-823b-45ef-b45d-b56c1bc59e92'],9,,,,,,,,,,,,,,,,Levante UD,221,00:01:09.560,Pass,,2013/2014
,,,,,,,,,,,,,,,0.9592,,,,,,,,,,,,,,9c8417bc-36dc-49ff-9c7b-02a1fbfddf5e,80,,"[62.5, 0.1]",70288,1,,,,,1.0859505,,,,,,"[68.4, 11.3]",,Low Pass,,12.658989,,,Andreas Ivanschitz,20494.0,,,,,,Throw-in,1,From Throw In,Nikolaos Karabelas,27154.0,Left Back,5,Levante UD,221,['3ed7f788-edb7-488a-93b3-ccdab638d05c'],20,,,,,,,,,,,,,,,,Levante UD,221,00:01:20.143,Pass,,2013/2014
,,,,,,,,,,,,,,,4.017785,,,,,,,,,,,,,,bfff9158-94e2-4d27-bc5d-558f3e17c215,82,,"[68.4, 11.3]",70288,1,,,,,0.22150582,,Left Foot,,,,"[105.7, 19.7]",,High Pass,,38.234146,Incomplete,,Nabil El Zhar,6608.0,,,,,,,1,From Throw In,Andreas Ivanschitz,20494.0,Left Midfield,5,Levante UD,221,"['8aeb8e64-3fff-4c4a-ac66-37ff2dd713f8', 'f19a5256-44b8-404d-b691-1babafd9e4ef']",21,,,,,,,,,,,,,,,,Levante UD,221,00:01:21.102,Pass,,2013/2014
,,,,,,,,,,,,,,,1.1923,,,,,,,,,,,,,,eacfd38f-06e8-4c5c-b039-457b4530f8ec,86,,"[4.6, 67.4]",70288,1,,,,,-0.38120422,,Right Foot,,,,"[29.3, 57.5]",,Ground Pass,,26.61015,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,6,Barcelona,217,['939879df-735e-4db8-90b6-14bc333e1f23'],27,,,,,,,,,,,,,,,,Barcelona,217,00:01:27.140,Pass,,2013/2014
,,,,,,,,,,,,,,,1.2075,,,,,,,,,,,,,,b37b86a7-08fa-4f25-80f5-7aa7decbedfd,89,,"[29.3, 57.5]",70288,1,,,,,-2.323479,,Right Foot,,,,"[16.0, 43.3]",,Ground Pass,,19.455847,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,6,Barcelona,217,['c91f68f0-978d-4832-ae1b-c9f23ad90dfd'],28,,,,,,,,,,,,,,,,Barcelona,217,00:01:28.412,Pass,,2013/2014
,,,,,,,,,,,,,,,2.6697,,,,,,,,,,,,,,46e69473-208e-4f98-bd65-dfed64fff1e2,93,,"[14.8, 42.3]",70288,1,,,,,-1.3029971,,Right Foot,,,,"[23.8, 9.5]",,Ground Pass,,34.012352,,,Jordi Alba Ramos,5211.0,,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,6,Barcelona,217,"['0ef2476e-b191-4545-bee0-65f6c7103142', '969d3fec-fdbf-4640-9f49-d638903b1505']",30,,,,,,,,,,,,,,,,Barcelona,217,00:01:30.481,Pass,True,2013/2014
,,,,,,,,,,,,,,,3.8641,,,,,,,,,,,,,,0529bda7-be9a-447b-9c65-8e189c8ea48c,96,,"[23.4, 8.7]",70288,1,,,,,-0.13360786,,Left Foot,,,,"[79.2, 1.2]",,High Pass,,56.301777,Out,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,6,Barcelona,217,['f78a3aab-e088-40c4-a013-586e797676a3'],33,,,,,,,,,,,,,,,,Barcelona,217,00:01:33.231,Pass,,2013/2014
,,,,,,,,,,,,,,,3.482398,,,,,,,,,,,,,,48737b26-2c2c-4cbb-9026-08a418435d70,98,,"[53.4, 80.0]",70288,1,,,,,-0.15973845,,,,,,"[89.4, 74.2]",,High Pass,,36.46423,Incomplete,,Rubén García Santos,23943.0,,,,,,Throw-in,1,From Throw In,Loukas Vyntra,20539.0,Right Back,7,Levante UD,221,"['0c521fec-5911-4521-adff-ac239c6a1359', '29a5a24b-b258-4fc9-b595-814681e400be']",59,,,,,,,,,,,,,,,,Levante UD,221,00:01:59.958,Pass,,2013/2014
,,,,,,,,,,,,,,,0.830601,,,,,,,,,,,,,,0c521fec-5911-4521-adff-ac239c6a1359,100,,"[30.7, 5.9]",70288,2,,,,,-1.1948354,,Head,,,,"[32.2, 2.1]",,High Pass,,4.0853395,,,Javier Alejandro Mascherano,5506.0,,,,,,Recovery,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,7,Levante UD,221,"['48737b26-2c2c-4cbb-9026-08a418435d70', 'e898875f-b136-4b98-bbb4-e640f40496b7']",3,,,,,,,,,,,,,,,,Barcelona,217,00:02:03.440,Pass,,2013/2014
,,,,,,,,,,,,,,,0.8211,,,,,,,,,,,,,,38b1e7c3-f34e-4151-8890-87caeb6b6b79,103,,"[30.4, 3.1]",70288,2,,,,,-0.16514868,,Right Foot,,,,"[44.8, 0.7]",,High Pass,,14.59863,Out,,,,,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Left Center Back,7,Levante UD,221,,4,,,,,,,,,,,,,,,,Barcelona,217,00:02:04.351,Pass,,2013/2014
,,,,,,,,,,,,,,,2.8101,,,,,,,,,,,,,,731ec253-8ae7-4272-8e1f-0fc00c38f667,104,,"[76.2, 80.0]",70288,2,,,,,-1.8219573,,,,,,"[68.4, 49.6]",,High Pass,,31.38471,,,Simão Mate,27122.0,,,,,,Throw-in,1,From Throw In,Loukas Vyntra,20539.0,Right Back,8,Levante UD,221,['b45262fb-cd05-4a25-a75f-015584b14b3e'],14,,,,,,,,,,,,,,,,Levante UD,221,00:02:14.392,Pass,,2013/2014
,,,,,,,,,,,,,,,1.6747,,,,,,,,,,,,,,b36c2d7d-bd02-47b3-966e-33083cfecbd9,107,,"[68.4, 49.6]",70288,2,,,,,0.37950936,,Right Foot,,,,"[85.7, 56.5]",,High Pass,,18.625252,Incomplete,,Rubén García Santos,23943.0,,,,,,,1,From Throw In,Simão Mate,27122.0,Right Defensive Midfield,8,Levante UD,221,"['2af10d2e-c5fd-49d5-a69c-7654b1397e3f', '6513ee88-0fc3-4622-b007-91c652faac52']",17,,,,,,,,,,,,,,,,Levante UD,221,00:02:17.908,Pass,,2013/2014
,,,,,,,,,,,,,,,1.9826,,,,,,,,,,,,,,30ffa39a-c680-477f-a915-97bfebc3b243,114,,"[21.5, 31.0]",70288,2,,,,,0.1350751,,Right Foot,,,,"[70.8, 37.7]",,High Pass,,49.75319,,,Xavier Hernández Creus,20131.0,,,,,,Free Kick,1,From Free Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,9,Barcelona,217,['9bdefb1e-8877-45c1-846b-16c4633b5624'],56,,,,,,,,,,,,,,,,Barcelona,217,00:02:56.927,Pass,,2013/2014
,,,,,,,,,,,,,,,1.2761,,,,,,,,,,,,,,d36dde8e-ed89-4fea-87d5-f60606c75974,116,,"[70.8, 37.7]",70288,2,,,,,-0.22498132,,Head,,,,"[90.9, 33.1]",,Low Pass,,20.61965,Incomplete,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,9,Barcelona,217,"['43c17263-977a-49c5-9e69-c4de0a65515f', 'e960af70-988d-4f79-8a43-d37470147d12']",58,,,,,,,,,,,,,,,,Barcelona,217,00:02:58.949,Pass,,2013/2014
