50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,2.886767,,,,,,,,,,,,,57424f7c-5883-41fe-ab8a-348b3dfb7b55,19,,"[25.1, 20.5]",69156,0,,,,,0.17593962,,Head,,,,"[47.6, 24.5]",High Pass,,22.852789,Incomplete,,Anderson Luís de Souza,19757.0,,,,,,1,From Kick Off,Giovanni van Bronckhorst,17797.0,Left Back,2,Levante UD,221,"['71c63c57-5c0b-4255-8662-055de1be8ffd', 'e49b35a9-2564-4597-94c8-1949c49c2446']",12,,,,,,,,,,,,,,,,,Barcelona,217,00:00:12.074,Pass,,2006/2007
,,,,,,,,,,,,,,,,,1.469633,,,,,,,,,,,,,e49b35a9-2564-4597-94c8-1949c49c2446,21,,"[72.5, 55.6]",69156,0,,,,,1.673878,,Right Foot,,,,"[71.0, 70.1]",Ground Pass,,14.57738,,,Iñaki Descarga Retegi,25894.0,,,,,Recovery,1,From Kick Off,Diego Camacho Quesada,25886.0,Right Center Midfield,2,Levante UD,221,"['3e8f9c19-5ab3-478f-aaa5-75ea27963867', '57424f7c-5883-41fe-ab8a-348b3dfb7b55']",14,,,,,,,,,,,,,,,,,Levante UD,221,00:00:14.961,Pass,,2006/2007
,,,,,,,,,,,,,,,,,1.6445,,,,,,,,,,,,,a79feadc-b56a-49da-adf5-5d1aacafd2fa,24,,"[72.5, 72.4]",69156,0,,,,,-0.8050035,,Right Foot,,,,"[100.0, 43.8]",High Pass,,39.676315,Incomplete,,Narcisse-Olivier Kapo Obou,26428.0,,,,,,1,From Kick Off,Iñaki Descarga Retegi,25894.0,Right Back,2,Levante UD,221,"['1962e0c8-2b72-4ace-a4dc-feb7f4335888', '311d8a56-9f48-4e0b-9326-4d98cbf06ca1']",18,,,,,,,,,,,,,,,,,Levante UD,221,00:00:18.990,Pass,,2006/2007
,,,,,,,,,,,,,,,,,1.3219,,,,,,,,,,,,,41586aef-ba4b-430c-addb-4f53126feaf9,30,,"[19.9, 36.9]",69156,0,,,,,0.1699854,,Right Foot,,,,"[33.3, 39.2]",Low Pass,,13.595955,,,Andrés Iniesta Luján,5216.0,,,,,Recovery,1,Regular Play,Carles Puyol i Saforcada,20125.0,Left Center Back,3,Barcelona,217,"['591ce880-62fe-4479-9e55-faac6b24287a', '64b61cb0-eecd-407b-a8a5-bace5b3c2978']",24,,,,,,,,,,,,,,,,,Barcelona,217,00:00:24.562,Pass,True,2006/2007
,,,,,,,,,,,,,,,,,1.826784,,,,,,,,,,,,,21223701-5010-4492-b7c0-21bd716670c9,33,,"[34.1, 39.8]",69156,0,,,,,0.19968389,,Right Foot,,,,"[59.3, 44.9]",Low Pass,,25.710892,,,Samuel Eto''o Fils,19298.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,3,Barcelona,217,['894ac20a-1bda-430d-aed5-6329f5ccda72'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:00:26.113,Pass,,2006/2007
,,,,,,,,,,,,,,,,,0.9813,,,,,,,,,,,,,25c018c4-4c69-4b99-839e-de474c2f3d54,37,,"[54.3, 45.1]",69156,0,,,,,-0.7898426,,Left Foot,,,,"[65.5, 33.8]",Ground Pass,,15.91006,,,Anderson Luís de Souza,19757.0,,,,,,1,Regular Play,Samuel Eto''o Fils,19298.0,Center Forward,3,Barcelona,217,['106af982-dea8-4280-8b68-126ed3dda9be'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:00:31.167,Pass,,2006/2007
,,,,,,,,,,,,,,,,,1.7796,,,,,,,,,,,,,079e8da6-cc44-4514-b29e-e0ad334edd5f,40,,"[68.4, 28.9]",69156,0,,,,,-1.4854188,,Right Foot,,,,"[70.3, 6.7]",Ground Pass,,22.281158,,,Ronaldo de Assis Moreira,25879.0,,,,,,1,Regular Play,Anderson Luís de Souza,19757.0,Left Center Midfield,3,Barcelona,217,['4f7d96e0-b7e9-45de-9a74-1a63125134ef'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:00:34.020,Pass,,2006/2007
,,,,,,,,,,,,,,,,,2.483959,,,,,,,,,,,,,0c6f06c6-4d35-4fee-b149-bab8176844be,44,,"[69.9, 12.8]",69156,0,,,,,0.8952483,,Right Foot,,,,"[106.2, 58.1]",High Pass,,58.049805,Pass Offside,,Lionel Andrés Messi Cuccittini,5503.0,,True,,,,1,Regular Play,Ronaldo de Assis Moreira,25879.0,Left Wing,3,Barcelona,217,"['4c9be715-5d2d-4814-8421-afdbe989a9c5', 'de8c1de9-66dc-447e-847e-8d4dd44027e5']",38,,,,,,,,,,,,,,,,,Barcelona,217,00:00:38.326,Pass,True,2006/2007
,,,,,,,,,,,,,,,,,4.4547,,,,,,,,,,,,,0196ea10-8c71-47ae-9810-ceee8441db86,46,,"[14.1, 23.8]",69156,0,,True,,,-0.23368928,,Left Foot,,,,"[97.7, 3.9]",High Pass,,85.935844,,,Salvador Ballesta Vialcho,26246.0,,,,,Free Kick,1,From Free Kick,José Francisco Molina Jiménez,13817.0,Goalkeeper,4,Levante UD,221,['071f3aaa-c31c-4a27-a28a-538aaa4706f7'],58,,,,,,,,,,,,,,,,,Levante UD,221,00:00:58.612,Pass,,2006/2007
,,,,,,,,,,,,,,,,,1.109,,,,,,,,,,,,,8b4eac1f-08c6-405b-8fe4-53e070009892,49,,"[14.8, 80.0]",69156,1,,,,,-2.1398537,,,,,,"[7.7, 68.9]",High Pass,,13.176495,,,Lilian Thuram,15071.0,,,,,Throw-in,1,From Throw In,Gianluca Zambrotta,15774.0,Right Back,5,Barcelona,217,['359a06f1-6dbe-4ee7-8afd-c6071b4de579'],11,,,,,,,,,,,,,,,,,Barcelona,217,00:01:11.314,Pass,,2006/2007
,,,,,,,,,,,,,,,,,1.7024,,,,,,,,,,,,,75e256fa-ad08-46ce-a4d1-d74cdcacadf2,52,,"[7.5, 74.1]",69156,1,,,,,0.0,,Right Foot,,,,"[50.8, 74.1]",High Pass,,43.3,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Lilian Thuram,15071.0,Right Center Back,5,Barcelona,217,"['324ec6e3-2112-4063-b83d-c6662bca5cd0', 'f44ca610-098f-41af-9ff1-60ae5e586e83']",14,,,,,,,,,,,,,,,,,Barcelona,217,00:01:14.785,Pass,,2006/2007
,,,,,,,,,,,,,,,,,2.3888,,,,,,,,,,,,,324ec6e3-2112-4063-b83d-c6662bca5cd0,54,,"[69.3, 6.0]",69156,1,,,,,0.26827362,,Left Foot,,,,"[94.4, 12.9]",Low Pass,,26.031136,,,Salvador Ballesta Vialcho,26246.0,,,,,Recovery,1,Regular Play,Luis Manuel Rubiales Béjar,26426.0,Left Back,6,Levante UD,221,"['75e256fa-ad08-46ce-a4d1-d74cdcacadf2', 'addec63d-278f-4bfa-a1e3-831f63eeaa07']",16,,,,,,,,,,,,,,,,,Levante UD,221,00:01:16.487,Pass,,2006/2007
,,,,,,,,,,,,,,,,,0.7143,,,,,,,,,,,,,3dcf72f8-114c-4a57-afa2-bbf0672bf939,57,,"[93.7, 12.3]",69156,1,,,,,-2.4468544,,Left Foot,,,,"[85.9, 5.8]",Ground Pass,,10.153324,,,Narcisse-Olivier Kapo Obou,26428.0,,,,,,1,Regular Play,Salvador Ballesta Vialcho,26246.0,Center Forward,6,Levante UD,221,['c2743371-d6ab-4fa5-853d-fb6516c7a5d5'],20,,,,,,,,,,,,,,,,,Levante UD,221,00:01:20.709,Pass,,2006/2007
,,,,,,,,,,,,,,,,,1.6801,,,,,,,,,,,,,df35a8c9-1b86-40c7-911a-ee134e7cfc71,67,,"[14.8, 75.6]",69156,1,,True,,,-0.7605016,,Right Foot,,,,"[53.9, 38.4]",High Pass,,53.96897,,,Anderson Luís de Souza,19757.0,,,,,Free Kick,1,From Free Kick,Gianluca Zambrotta,15774.0,Right Back,8,Barcelona,217,['2bae5886-a621-44b6-95e0-893b49e85eac'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:01:44.879,Pass,,2006/2007
,,,,,,,,,,,,,,,,,1.160759,,,,,,,,,,,,,52c492b2-d6af-430a-ad17-08ea448b210c,69,,"[54.1, 40.5]",69156,1,,True,,,-2.1627672,,Right Foot,,,,"[46.3, 28.9]",Ground Pass,,13.978555,,,Giovanni van Bronckhorst,17797.0,,,,,,1,From Free Kick,Anderson Luís de Souza,19757.0,Left Center Midfield,8,Barcelona,217,['5b2d1658-aeb6-4ba5-a05c-628a73a7c4bb'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:01:46.947,Pass,,2006/2007
,,,,,,,,,,,,,,,,,1.0713,,,,,,,,,,,,,7054683e-559f-494f-a98d-dc647b582577,71,,"[48.0, 28.5]",69156,1,,,,,0.56416607,,Right Foot,,,,"[65.7, 39.7]",Low Pass,,20.945883,,,Samuel Eto''o Fils,19298.0,,,,,,1,From Free Kick,Giovanni van Bronckhorst,17797.0,Left Back,8,Barcelona,217,['37c18b8f-d416-4b01-8d41-c9556cef3656'],48,,,,,,,,,,,,,,,,,Barcelona,217,00:01:48.182,Pass,,2006/2007
,,,,,,,,,,,,,,,,,1.4281,,,,,,,,,,,,,41cb2230-c661-422a-b229-ba87676013f1,75,,"[64.4, 37.1]",69156,1,,,,,-1.3532422,,Left Foot,,,,"[70.7, 8.6]",Ground Pass,,29.188011,,,Ronaldo de Assis Moreira,25879.0,,,,,,1,From Free Kick,Samuel Eto''o Fils,19298.0,Center Forward,8,Barcelona,217,"['941e6d71-2ecf-42ed-9c2d-50a6b167c045', 'da6bbfcd-a081-478d-b5f7-7a433ead83a8']",50,,,,,,,,,,,,,,,,,Barcelona,217,00:01:50.640,Pass,True,2006/2007
,,,,,,,,,,,,,,,,,1.2301,,,,,,,,,,,,,7ee6ec07-6901-4a90-99b8-0ba96f2fa95d,79,,"[70.3, 10.9]",69156,1,,,,,-1.7033478,,Right Foot,,,,"[69.9, 7.9]",Ground Pass,,3.026549,,,Giovanni van Bronckhorst,17797.0,,,,,,1,From Free Kick,Ronaldo de Assis Moreira,25879.0,Left Wing,8,Barcelona,217,['910224b5-6eaa-4764-b67a-1e8411894a4a'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:01:52.758,Pass,,2006/2007
,,,,,,,,,,,,,,,,,2.7404,,,,,,,,,,,,,80ef63ca-4866-469c-a28c-c0f2ee19bccf,89,,"[51.1, 72.0]",69156,1,,,,,0.029082706,,Right Foot,,,,"[78.6, 72.8]",Ground Pass,,27.511635,Incomplete,,Damiano Tommasi,26430.0,,,,,,1,From Free Kick,Rahamat Riga Mustapha,26181.0,Right Wing,8,Barcelona,217,"['470fd537-b081-4bb2-9ce0-38058bb43bd0', '934dfdfd-cde0-4527-8f74-4e2f0dd5dcb8']",57,,,,,,,,,,,,,,,,,Levante UD,221,00:01:57.491,Pass,,2006/2007
,,,,,,,,,,,,,,,,,2.442289,,,,,,,,,,,,,24ecd6da-e73a-4081-b3be-0b29b7f141c0,95,,"[41.9, 4.6]",69156,2,,True,,,1.6490675,,Right Foot,,,,"[36.3, 76.0]",High Pass,,71.61927,,,Gianluca Zambrotta,15774.0,,True,,,Free Kick,1,From Free Kick,Giovanni van Bronckhorst,17797.0,Left Back,9,Barcelona,217,['ae4d4781-0ae7-4096-8077-b49b00171672'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:02:12.560,Pass,,2006/2007
,,,,,,,,,,,,,,,,,1.7006,,,,,,,,,,,,,cd66fbe8-1199-4f7e-8619-8bf8e1072a20,97,,"[34.2, 69.7]",69156,2,,,,,-1.9178579,,Right Foot,,,,"[29.1, 55.6]",Ground Pass,,14.993999,,,Lilian Thuram,15071.0,,,,,,1,From Free Kick,Gianluca Zambrotta,15774.0,Right Back,9,Barcelona,217,['4de8215a-be0c-4796-9f98-d5dc2046243a'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:02:17.167,Pass,,2006/2007
,,,,,,,,,,,,,,,,,1.7292,,,,,,,,,,,,,ea502e66-70e2-4970-9e08-e0002613768a,100,,"[36.9, 47.4]",69156,2,,,,,-1.3126204,,Right Foot,,,,"[43.0, 24.3]",Ground Pass,,23.89184,,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Free Kick,Lilian Thuram,15071.0,Right Center Back,9,Barcelona,217,['c7f734ab-96b2-419e-b67e-fbf4d9b13ed2'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:02:20.571,Pass,,2006/2007
,,,,,,,,,,,,,,,,,1.9243,,,,,,,,,,,,,29194ebf-3f7e-40d4-9f9c-2381038d03e2,103,,"[43.0, 24.3]",69156,2,,,,,1.4035424,,Right Foot,,,,"[49.5, 62.8]",Low Pass,,39.044846,,,Xavier Hernández Creus,20131.0,,,,,,1,From Free Kick,Carles Puyol i Saforcada,20125.0,Left Center Back,9,Barcelona,217,['4175989a-26ca-4ec5-8a55-42d8fbc251fc'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:02:23.684,Pass,,2006/2007
,,,,,,,,,,,,,,,,,1.3925,,,,,,,,,,,,,83f77c08-70c2-408b-81bf-0c66633ffbc1,106,,"[51.2, 62.6]",69156,2,,,,,0.79813635,,Right Foot,,,,"[66.7, 78.5]",Ground Pass,,22.204954,,,Gianluca Zambrotta,15774.0,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Center Defensive Midfield,9,Barcelona,217,['efacc6c0-08f3-4402-a136-056616fb2d43'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:02:27.174,Pass,,2006/2007
,,,,,,,,,,,,,,,,,0.7626,,,,,,,,,,,,,b9c1c90e-6c87-44db-9fb5-8e6ed4d84e6b,109,,"[65.5, 78.5]",69156,2,,,,,-1.3329604,,Right Foot,,,,"[67.9, 68.6]",Ground Pass,,10.186756,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Free Kick,Gianluca Zambrotta,15774.0,Right Back,9,Barcelona,217,['71011280-b50e-47da-99be-89bd4433df1f'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:02:29.486,Pass,,2006/2007
,,,,,,,,,,,,,,,,,2.443202,,,,,,,,,,,,,82379f83-070a-4899-b8c7-1ee7895c3dee,112,,"[67.9, 68.6]",69156,2,,,,,0.39315394,,Left Foot,,,,"[89.6, 77.6]",Ground Pass,,23.49234,,,Gianluca Zambrotta,15774.0,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,9,Barcelona,217,['cb4b574a-a29d-4f90-9db1-bfa31735f302'],30,,,,,,,,,,,,,,,,,Barcelona,217,00:02:30.288,Pass,,2006/2007
,,,,,,,,,,,,,,,,,1.475498,,,,,,,,,,,,,5c12905f-6962-4013-af0a-1a40cb3db050,119,,"[118.4, 75.8]",69156,2,,,,,-1.8134669,5b8da28c-909d-434d-84f3-464805d71724,Right Foot,True,,,"[108.3, 35.0]",High Pass,,42.031536,,,Anderson Luís de Souza,19757.0,True,True,,,,1,From Free Kick,Gianluca Zambrotta,15774.0,Right Back,9,Barcelona,217,['f47a02a8-5a40-4f2d-9efa-6ca4c311264d'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:02:36.585,Pass,,2006/2007
,,,,,,,,,,,,,,,,,4.702096,,,,,,,,,,,,,f7dd7b78-fef1-4565-8c88-88d46b1ef8af,123,,"[16.0, 44.4]",69156,2,,True,,,-0.06260465,,Drop Kick,,,,"[83.0, 40.2]",High Pass,,67.131516,,,Salvador Ballesta Vialcho,26246.0,,,,,,1,From Keeper,José Francisco Molina Jiménez,13817.0,Goalkeeper,10,Levante UD,221,['c189b83a-41bb-46d2-a571-5507b3f1767a'],46,,,,,,,,,,,,,,,,,Levante UD,221,00:02:46.970,Pass,,2006/2007
,,,,,,,,,,,,,,,,,1.1572,,,,,,,,,,,,,4eb8db9c-b72d-4107-87f0-72f948748fff,125,,"[83.0, 40.2]",69156,2,,,,,3.1415927,,Right Foot,,,,"[81.7, 40.2]",Ground Pass,,1.3,Incomplete,,Damiano Tommasi,26430.0,,,,,,1,Regular Play,Salvador Ballesta Vialcho,26246.0,Center Forward,11,Levante UD,221,"['4996275d-1052-4073-9432-6bbed9e71c39', '771f5c27-9319-491d-b042-934982731b45']",53,,,,,,,,,,,,,,,,,Levante UD,221,00:02:53.799,Pass,,2006/2007
,,,,,,,,,,,,,,,,,2.0404,,,,,,,,,,,,,c30811fd-2ac7-441c-8ad9-f20e0e06a815,128,,"[29.3, 40.3]",69156,2,,,,,2.8295505,,Left Foot,,,,"[4.5, 48.3]",Ground Pass,,26.058395,,,Víctor Valdés Arribas,20176.0,,,,,Recovery,1,Regular Play,Lilian Thuram,15071.0,Right Center Back,12,Barcelona,217,['05121a20-3abe-40c1-a00e-6b079acc14c3'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:02:56.647,Pass,,2006/2007
,,,,,,,,,,,,,,,,,1.148,,,,,,,,,,,,,268847a1-6295-4bb3-a062-629da37d60ea,131,,"[7.0, 52.7]",69156,3,,,,,1.0289503,,Right Foot,,,,"[19.4, 73.3]",Ground Pass,,24.044127,,,Gianluca Zambrotta,15774.0,,,,,,1,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,12,Barcelona,217,['d9120c64-f1aa-4dc0-bdac-a4b686de3d14'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:03:00.184,Pass,,2006/2007
