bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,1.864857,,,,,,,,,,,,,,,47df1102-b285-4a6a-961c-4ec03d138a63,14,,,"[43.6, 19.8]",3825660,0,,,,,1.6928284,,Left Foot,,,"[39.7, 51.6]",,Ground Pass,,32.038258,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Kick Off,Jérémy Mathieu,10609.0,Left Center Back,2,Barcelona,217,['32adcbdf-2057-4f57-ab7c-8e802d5bc1fe'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:00:09.816,Pass,,2015/2016
,,,,,,,,,,,,,,,1.235527,,,,,,,,,,,,,,,f7e0dd86-3ac4-41cd-bc5f-43fff41a8a93,17,,,"[42.5, 52.2]",3825660,0,,,,,-0.8826514,,Right Foot,,,"[53.6, 38.7]",,Ground Pass,,17.477413,,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['cb67d190-6cd9-47dd-9153-298d09e3eff3'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:00:13.533,Pass,,2015/2016
,,,,,,,,,,,,,,,1.563508,,,,,,,,,,,,,,,58ec7cbb-2256-4f82-b157-a1db5862f94c,19,,,"[53.6, 38.7]",3825660,0,,,,,-2.1276078,,Left Foot,,,"[44.2, 23.6]",,Ground Pass,,17.786793,,,,,Jérémy Mathieu,10609.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['d55cd60d-5c8b-42cb-bd75-1921e7e8add3'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:00:14.768,Pass,,2015/2016
,,,,,,,,,,,,,,,1.297568,,,,,,,,,,,,,,,c9e92de4-4cc5-4be1-8e6c-d40cbbd6b26c,22,,,"[50.2, 24.3]",3825660,0,,,,,-1.2824152,,Right Foot,,,"[56.4, 3.4]",,Ground Pass,,21.80023,,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Kick Off,Jérémy Mathieu,10609.0,Left Center Back,2,Barcelona,217,['5dcaee40-9cee-4106-838f-fd4a670b5545'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:00:17.997,Pass,,2015/2016
,,,,,,,,,,,,,,,1.001811,,,,,,,,,,,,,,,6a012836-fa33-4f70-a0c5-b8959886f836,25,,,"[58.2, 3.7]",3825660,0,,,,,1.1511455,,Right Foot,,,"[66.9, 23.2]",,Ground Pass,,21.35275,,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,['fb944b2e-ed9d-4590-9932-8cbc7fa4b974'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:00:20.121,Pass,,2015/2016
,,,,,,,,,,,,,,,0.977889,,,,,,,,,,,,,,,4ed8e761-5200-40e4-ace7-73d0df6a3505,28,,,"[66.3, 8.1]",3825660,0,,,,,-1.1784562,,Right Foot,,,"[68.7, 2.3]",,Ground Pass,,6.276942,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,From Kick Off,Andrés Iniesta Luján,5216.0,Left Center Midfield,2,Barcelona,217,['473a7bb0-dcd6-44a3-a215-4ec6a488b663'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:00:24.488,Pass,,2015/2016
,,,,,,,,,,,,,,,1.108914,,,,,,,,,,,,,,,2cadc2d7-8a41-408a-9851-3590a7022ad5,31,,,"[68.9, 2.3]",3825660,0,,,,,3.0727363,,Right Foot,,,"[57.3, 3.1]",,Ground Pass,,11.627554,,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Kick Off,Neymar da Silva Santos Junior,4320.0,Left Wing,2,Barcelona,217,['7567c49a-4c00-4371-b627-d5bbab2eb4dc'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:00:25.506,Pass,,2015/2016
,,,,,,,,,,,,,,,1.185802,,,,,,,,,,,,,,,ffee973c-f8dc-4a96-8f46-76aa68919251,34,,,"[57.3, 3.9]",3825660,0,,,,,2.4094772,,Left Foot,,,"[41.5, 18.1]",,Ground Pass,,21.243351,,,,,Jérémy Mathieu,10609.0,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,['ca1d357d-530d-473a-9249-06e02701feff'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:00:27.422,Pass,,2015/2016
,,,,,,,,,,,,,,,1.938538,,,,,,,,,,,,,,,41891f51-57f2-4f74-b837-3aa6b0af3938,37,,,"[43.4, 21.2]",3825660,0,,,,,1.6301017,,Left Foot,,,"[41.5, 53.2]",,Ground Pass,,32.05636,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Kick Off,Jérémy Mathieu,10609.0,Left Center Back,2,Barcelona,217,['81a375ff-9b2e-46a3-b96b-d96b62ba69bb'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:00:29.899,Pass,,2015/2016
,,,,,,,,,,,,,,,2.978688,,,,,,,,,,,,,,,bb6b8998-56a7-4124-b6f1-38dac84435d5,40,,,"[56.4, 55.4]",3825660,0,,,,,-1.3384697,,Right Foot,,,"[69.2, 1.3]",,High Pass,,55.593616,,,,,Jordi Alba Ramos,5211.0,,True,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['059335c5-1135-4d44-bcff-526ea7b69d74'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:00:36.475,Pass,,2015/2016
,,,,,,,,,,,,,,,1.542476,,,,,,,,,,,,,,,6c070b3a-9a43-46ca-8acb-81894625ae8f,42,,,"[69.2, 1.3]",3825660,0,,,,,0.4455773,,Head,,,"[82.6, 7.7]",,Low Pass,,14.8499155,,,Incomplete,,Neymar da Silva Santos Junior,4320.0,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,"['370d9e32-a09c-40db-b897-25f520f93d34', 'cb1f26e4-22c1-4ea4-a87b-1b4c1e1140b7']",39,,,,,,,,,,,,,,,,,Barcelona,217,00:00:39.453,Pass,,2015/2016
,,,,,,,,,,,,,,,0.746156,,,,,,,,,,,,,,,2bbca08b-29fc-4e5a-8f15-7e06918c907d,47,,,"[37.3, 67.2]",3825660,0,,,,,-1.0191413,,Left Foot,,,"[42.9, 58.1]",,Ground Pass,,10.685037,,,,,Bruno Soriano Llido,22819.0,,,,,,1,Regular Play,Mario Gaspar Pérez Martínez,6772.0,Right Back,3,Villarreal,222,"['2d08f44a-4e02-41ae-bb6e-0d0a80956a5b', 'a0d99afb-6387-41f1-8c59-5bd0e2a07fea']",42,,,,,,,,,,,,,,,,,Villarreal,222,00:00:42.185,Pass,True,2015/2016
,,,,,,,,,,,,,,,1.292212,,,,,,,,,,,,,,,b215ecbe-f178-47f3-9170-05ecf40e6660,50,,,"[42.9, 58.1]",3825660,0,,,,,2.942205,,Left Foot,,,"[23.6, 62.0]",,Ground Pass,,19.6901,,,,,Daniele Bonera,6827.0,,,,,,1,Regular Play,Bruno Soriano Llido,22819.0,Center Defensive Midfield,3,Villarreal,222,['93f6b684-f65e-4a34-ba0c-d299fa1a68ae'],42,,,,,,,,,,,,,,,,,Villarreal,222,00:00:42.971,Pass,,2015/2016
,,,,,,,,,,,,,,,0.900813,,,,,,,,,,,,,,,9df30998-8021-4740-b955-15fbdf964699,53,,,"[24.0, 60.3]",3825660,0,,,,,-0.731791,,Right Foot,,,"[34.8, 50.6]",,Ground Pass,,14.516542,,,,,Bruno Soriano Llido,22819.0,,,,,,1,Regular Play,Daniele Bonera,6827.0,Right Center Back,3,Villarreal,222,['a546dbd2-7d8e-4859-9e53-4b0491675537'],45,,,,,,,,,,,,,,,,,Villarreal,222,00:00:45.261,Pass,,2015/2016
,,,,,,,,,,,,,,,2.392578,,,,,,,,,,,,,,,08ee71ef-fb46-43a4-a4b8-3f399bdd7718,59,,,"[7.3, 57.9]",3825660,0,,,,,0.94172096,,Right Foot,,,"[22.8, 79.2]",,High Pass,,26.342741,,,,,Mario Gaspar Pérez Martínez,6772.0,,,,,Recovery,1,Regular Play,Daniele Bonera,6827.0,Right Center Back,3,Villarreal,222,['3292395a-e1b1-4354-a9d3-cf84bd691284'],50,,,,,,,,,,,,,,,,,Villarreal,222,00:00:50.741,Pass,,2015/2016
,,,,,,,,,,,,,,,1.538351,,,,,,,,,,,,,,,ffeb78c0-0f78-463c-a14e-c5fe8bc4c8ae,62,,,"[29.0, 78.4]",3825660,0,,,,,-0.63274884,,Right Foot,,,"[45.5, 66.3]",,High Pass,,20.461184,,,Unknown,,,,,,,,,1,Regular Play,Mario Gaspar Pérez Martínez,6772.0,Right Back,3,Villarreal,222,,53,,,,,,,,,,,,,,,,,Villarreal,222,00:00:53.654,Pass,,2015/2016
,,,,,,,,,,,,,,,1.254358,,,,,,,,,,,,,,,98771279-63bd-42a0-aee8-d08cfbd3c06b,65,,,"[78.3, 13.6]",3825660,1,,,,,2.4827867,,Left Foot,,,"[72.1, 18.4]",,Ground Pass,,7.8409185,,,,,Sergio Busquets i Burgos,5203.0,,,,,Free Kick,1,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,4,Barcelona,217,['6fa6fc3c-a3b4-4c90-94e1-ffdae9be8e90'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:01:08.173,Pass,,2015/2016
,,,,,,,,,,,,,,,2.049298,,,,,,,,,,,,,,,17cd00bf-9b2e-4ed6-8906-cc4ac4853905,68,,,"[71.4, 20.1]",3825660,1,,,,,2.422214,,Right Foot,,,"[58.5, 31.4]",,Ground Pass,,17.149343,,,,,Jérémy Mathieu,10609.0,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,4,Barcelona,217,['f958e368-1938-4364-b703-54875ddc71f1'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:01:10.880,Pass,,2015/2016
,,,,,,,,,,,,,,,1.217037,,,,,,,,,,,,,,,367f2418-7e32-481b-af6b-46169730fabc,71,,,"[58.5, 31.4]",3825660,1,,,,,1.7320349,,Left Foot,,,"[55.8, 48.0]",,Ground Pass,,16.818146,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Free Kick,Jérémy Mathieu,10609.0,Left Center Back,4,Barcelona,217,['90adc633-2a60-4d3a-a242-3345640e28a8'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:01:12.988,Pass,,2015/2016
,,,,,,,,,,,,,,,2.666352,,,,,,,,,,,,,,,e8eab5db-051e-49a9-8bab-e80d2b287ba8,74,,,"[54.0, 44.2]",3825660,1,,,,,-1.815775,,Right Foot,,,"[48.7, 23.0]",,Ground Pass,,21.852459,,,,,Jérémy Mathieu,10609.0,,,,,,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,4,Barcelona,217,['4b2a5976-cd0d-49c3-b501-7f67f0529909'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:01:15.109,Pass,,2015/2016
,,,,,,,,,,,,,,,1.088635,,,,,,,,,,,,,,,5aea84a2-7c51-4960-8aa1-47927d42982c,76,,,"[48.7, 23.0]",3825660,1,,,,,-1.2089335,,Left Foot,,,"[55.4, 5.3]",,Ground Pass,,18.925644,,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Free Kick,Jérémy Mathieu,10609.0,Left Center Back,4,Barcelona,217,['897467b4-7e75-4018-8077-8a81cedde2c6'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:01:17.776,Pass,,2015/2016
,,,,,,,,,,,,,,,0.598526,,,,,,,,,,,,,,,c4d67168-93d2-4f03-a929-0225320a8d8f,79,,,"[55.4, 5.3]",3825660,1,,,,,1.3056654,,Left Foot,,,"[59.5, 20.4]",,Ground Pass,,15.646725,,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,4,Barcelona,217,['425c5b3f-9283-41f9-a874-1ae781c509e0'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:01:19.335,Pass,,2015/2016
,,,,,,,,,,,,,,,1.278768,,,,,,,,,,,,,,,62805b73-a198-47cf-9ac5-1a73f01a4361,82,,,"[56.8, 19.4]",3825660,1,,,,,-1.928105,,Right Foot,,,"[51.2, 4.4]",,Ground Pass,,16.011246,,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,4,Barcelona,217,['e612a5f1-a7c6-4efe-a665-c252739fca74'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:01:20.777,Pass,,2015/2016
,,,,,,,,,,,,,,,1.303796,,,,,,,,,,,,,,,a0ef5cf6-a1a4-4e5d-9fd8-53427148849b,84,,,"[50.5, 4.4]",3825660,1,,,,,0.45805064,,Right Foot,,,"[72.0, 15.0]",,High Pass,,23.971024,,,Incomplete,,Neymar da Silva Santos Junior,4320.0,,,,,,1,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,4,Barcelona,217,"['af3321f0-31ea-4c72-a5fc-4575bf67a566', 'ff62eb42-3768-4ef2-bafc-06836082b554']",22,,,,,,,,,,,,,,,,,Barcelona,217,00:01:22.056,Pass,,2015/2016
,,,,,,,,,,,,,,,1.684791,,,,,,,,,,,,,,,ff62eb42-3768-4ef2-bafc-06836082b554,86,,,"[48.1, 65.1]",3825660,1,,,,,0.38228258,,Right Foot,,,"[57.8, 69.0]",,Ground Pass,,10.454664,,,,,Samuel Castillejo Azuaga,6829.0,,,,,Recovery,1,From Free Kick,Daniele Bonera,6827.0,Right Center Back,4,Barcelona,217,"['50b06a4f-1879-4adf-93c0-9ed01a6ac8b0', 'a0ef5cf6-a1a4-4e5d-9fd8-53427148849b']",23,,,,,,,,,,,,,,,,,Villarreal,222,00:01:23.360,Pass,,2015/2016
,,,,,,,,,,,,,,,0.301679,,,,,,,,,,,,,,,26f8bea7-c432-4f24-bd9b-75423f575124,88,,,"[58.0, 69.7]",3825660,1,,,,,-2.0183163,,Left Foot,,,"[56.8, 67.2]",,Ground Pass,,2.7730849,,,Incomplete,,Bruno Soriano Llido,22819.0,,,,,,1,From Free Kick,Samuel Castillejo Azuaga,6829.0,Right Midfield,4,Barcelona,217,"['6ad1218d-4227-4cd7-9f17-2f2c889d936a', 'e0bd7365-ecb2-43cc-a6f7-e54d09c6e820']",25,,,,,,,,,,,,,,,,,Villarreal,222,00:01:25.045,Pass,,2015/2016
,,,,,,,,,,,,,,,1.642201,,,,,,,,,,,,,,,5d692d1f-e30b-4f67-9eee-4fbb3c84970b,91,,,"[47.6, 23.2]",3825660,1,,,,,2.0369565,,Left Foot,,,"[39.6, 39.1]",,Ground Pass,,17.799158,,,,,Gerard Piqué Bernabéu,5213.0,,,,,Recovery,1,From Free Kick,Jérémy Mathieu,10609.0,Left Center Back,4,Barcelona,217,['21a1fb8a-4469-4851-869b-361b1276a023'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:01:27.207,Pass,,2015/2016
,,,,,,,,,,,,,,,2.334123,,,,,,,,,,,,,,,6719308b-f11c-48fa-94ba-3a89b7bc7162,93,,,"[39.6, 39.1]",3825660,1,,,,,-0.43449426,,Right Foot,,,"[73.0, 23.6]",,High Pass,,36.821327,,,Incomplete,,,,,,,,,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,4,Barcelona,217,['52fc1f12-73ff-496c-b00c-f8677669ae60'],28,,,,,,,,,,,,,,,,,Barcelona,217,00:01:28.849,Pass,,2015/2016
,,,,,,,,,,,,,,,0.591831,,,,,,,,,,,,,,,52fc1f12-73ff-496c-b00c-f8677669ae60,94,,,"[47.1, 56.5]",3825660,1,,,,,-0.04474623,,Head,,,"[53.8, 56.2]",,Low Pass,,6.706713,,,,,Tomás Pina Isla,6622.0,,,,,Recovery,1,Regular Play,Daniele Bonera,6827.0,Right Center Back,5,Villarreal,222,"['65798dac-f261-461f-a64e-4510f88f78ad', '6719308b-f11c-48fa-94ba-3a89b7bc7162']",31,,,,,,,,,,,,,,,,,Villarreal,222,00:01:31.183,Pass,,2015/2016
,,,,,,,,,,,,,,,1.619651,,,,,,,,,,,,,,,4bda496c-077f-44b5-921e-f568673ef1d4,98,,,"[53.2, 55.4]",3825660,1,,,,,1.9665598,,Left Foot,,,"[47.1, 70.0]",,Ground Pass,,15.823085,,,,,Mario Gaspar Pérez Martínez,6772.0,,,,,,1,Regular Play,Tomás Pina Isla,6622.0,Right Center Midfield,5,Villarreal,222,['78e2a3de-9f8a-4e1f-84fc-abd4b8d4de41'],32,,,,,,,,,,,,,,,,,Villarreal,222,00:01:32.438,Pass,,2015/2016
,,,,,,,,,,,,,,,1.752911,,,,,,,,,,,,,,,999f9610-6445-4a20-ba0e-7234bfb30a9f,101,,,"[50.4, 75.3]",3825660,1,,,,,-3.12319,,Right Foot,,,"[34.1, 75.0]",,Ground Pass,,16.302761,,,,,Daniele Bonera,6827.0,,,,,,1,Regular Play,Mario Gaspar Pérez Martínez,6772.0,Right Back,5,Villarreal,222,['222db82b-b3c2-402f-9ebd-f058f1d99547'],36,,,,,,,,,,,,,,,,,Villarreal,222,00:01:36.552,Pass,,2015/2016
