50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,1.19241,,,,,,,,,,,,,09b3e6ab-e3b6-4f56-87f5-da28d591b1ae,20,,"[49.3, 74.6]",9642,0,,,,-0.70307636,,Right Foot,,,"[65.7, 60.7]",,High Pass,21.49814,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Kick Off,Nélson Cabral Semedo,6374.0,Right Back,2,Barcelona,217,"['b1d97db3-52aa-42ca-96e5-3517e1e68f9c', 'ea3cb466-4974-4ea5-930a-c82fb8c6338b']",9,,,,,,,,,,,,,,,Barcelona,217,00:00:09.893,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,,1.774295,,,,,,,,,,,,,22014933-9ed4-4bc4-b047-80472391d986,22,,"[65.7, 60.7]",9642,0,,,,0.8785854,,Left Foot,,,"[75.4, 72.4]",,Low Pass,15.198027,,,,André Filipe Tavares Gomes,10802.0,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,2,Barcelona,217,['198d3cc6-ff53-4654-a488-e31258025668'],11,,,,,,,,,,,,,,,Barcelona,217,00:00:11.086,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.105701,,,,,,,,,,,,,93887eaa-5016-47c3-92eb-c95bf1f9e6ec,32,,"[90.1, 74.6]",9642,0,,,,-2.4751947,,Left Foot,,,"[79.8, 66.5]",,Ground Pass,13.103435,,,,Ivan Rakitić,5470.0,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,2,Barcelona,217,"['66922634-a64c-434b-aac5-852e07445ebe', 'e78213c7-aa32-4013-9334-68c726aba333']",20,,,,,,,,,,,,,,,Barcelona,217,00:00:20.695,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,,0.750521,,,,,,,,,,,,,d93db33b-afe6-41fd-b469-f9a037c5c571,34,,"[79.4, 66.7]",9642,0,,,,0.8928958,,Right Foot,,,"[85.6, 74.4]",,Ground Pass,9.885848,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Kick Off,Ivan Rakitić,5470.0,Right Defensive Midfield,2,Barcelona,217,['d15f7a4c-0ae2-4c7c-b799-0fc570015c4f'],21,,,,,,,,,,,,,,,Barcelona,217,00:00:21.800,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.260392,,,,,,,,,,,,,15336e01-9533-487f-bc61-02291f5ffd84,42,,"[99.3, 63.5]",9642,0,,,,-1.696346,,Left Foot,,,"[98.0, 53.2]",,Ground Pass,10.381715,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,2,Barcelona,217,"['9ffb26d4-594d-4e0c-8356-bf7cd4907b76', 'e7bd5fb4-1c81-48ce-a01f-534d11424d06']",25,,,,,,,,,,,,,,,Barcelona,217,00:00:25.235,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,,0.610506,,,,,,,,,,,,,37a9f01e-5883-401f-b5ca-23daf2d5764e,44,,"[98.0, 53.2]",9642,0,,,,0.076123804,,Right Foot,,,"[109.8, 54.1]",,Ground Pass,11.834272,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Kick Off,Luis Alberto Suárez Díaz,5246.0,Left Center Forward,2,Barcelona,217,['90fce171-2dab-44b0-9063-b46b65b3608c'],26,,,,,,,,,,,,,,,Barcelona,217,00:00:26.496,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.315652,,,,,,,,,,,,,42e4f5ed-6a9c-4b2f-8b50-d943e86529c0,55,,"[120.0, 80.0]",9642,1,,,,-1.8286906,,Right Foot,,,"[110.9, 45.5]",,High Pass,35.679966,,Incomplete,True,,,,,Outswinging,,Corner,1,From Corner,Ivan Rakitić,5470.0,Right Defensive Midfield,3,Barcelona,217,['d30377f8-418e-4ed1-9acb-7f03c001c885'],2,,,,,,,,,,,,,,,Barcelona,217,00:01:02.010,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,4.400037,,,,,,,,,,,,,2120fb5d-6c9c-4721-b0e9-dcd6a8f1f9b3,66,,"[83.9, 61.5]",9642,1,,,,-0.98327565,,Right Foot,,,"[115.8, 13.6]",,High Pass,57.55015,,,,Luis Alberto Suárez Díaz,5246.0,,True,,,,1,From Corner,Andrés Iniesta Luján,5216.0,Left Midfield,3,Barcelona,217,['b8c8ebcc-d35b-4321-8e4b-b41ef1c51b61'],11,,,,,,,,,,,,,,,Barcelona,217,00:01:11.369,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.327016,,,,,,,,,,,,,f3941f53-5524-45ba-92af-df4a180dbfeb,72,,"[4.7, 73.7]",9642,1,,,,0.18432441,,Right Foot,,,"[16.5, 75.9]",,Ground Pass,12.003333,,,,Jorge Resurrección Merodio,5199.0,,,,,,1,From Counter,Juan Francisco Torres Belén,6375.0,Right Back,4,Atlético Madrid,212,['46fffd67-9316-4e0e-a33d-8529845b7992'],17,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:17.562,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.341178,,,,,,,,,,,,,10be37ff-9049-4f40-8358-5a3374a36378,79,,"[36.4, 70.8]",9642,1,,,,0.38460472,,Right Foot,,,"[49.0, 75.9]",,Ground Pass,13.593013,,,,Antoine Griezmann,5487.0,,,,,,1,From Counter,Jorge Resurrección Merodio,5199.0,Right Midfield,4,Atlético Madrid,212,['1814a869-ab63-4fd9-9169-affe7651650a'],23,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:23.265,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.12245,,,,,,,,,,,,,63e08f28-6969-4d61-b06f-e5ea1cf1b877,82,,"[50.3, 75.9]",9642,1,,,,-0.7220683,,Left Foot,,,"[61.2, 66.3]",,Ground Pass,14.524806,,Incomplete,,Ángel Martín Correa,6377.0,,,,,,1,From Counter,Antoine Griezmann,5487.0,Left Center Forward,4,Atlético Madrid,212,"['24c68b29-cd15-4c45-bff3-cdb7a68f2bdd', 'e0bff58e-3a1a-4f39-b7f8-998f41b2e936']",24,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:24.688,Pass,,2017/2018
,,,,,,,,,,,,True,,,,,,2.146481,,,,,,,,,,,,,24c68b29-cd15-4c45-bff3-cdb7a68f2bdd,84,,"[58.9, 13.8]",9642,1,,,,-0.38115194,,Left Foot,,,"[85.6, 3.1]",,High Pass,28.764214,,,,Luis Alberto Suárez Díaz,5246.0,,,,,Interception,1,Regular Play,Samuel Yves Umtiti,5492.0,Left Center Back,5,Barcelona,217,"['63e08f28-6969-4d61-b06f-e5ea1cf1b877', '9e39ea25-77eb-4647-bde0-e52bd0691e3f']",25,,,,,,,,,,,,,,,Barcelona,217,00:01:25.811,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,0.845621,,,,,,,,,,,,,c84ed74e-a85c-47d1-8bcd-ca1c8abd1f89,90,,"[69.2, 0.1]",9642,1,,,,2.0825353,,,,,"[65.1, 7.4]",,Low Pass,8.372574,,,,Andrés Iniesta Luján,5216.0,,,,,Throw-in,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,6,Barcelona,217,['46910e5b-2957-4a65-b934-73c95dd55df9'],39,,,,,,,,,,,,,,,Barcelona,217,00:01:39.815,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,0.582866,,,,,,,,,,,,,0acd8c97-7210-42f9-a859-b3a8248ed6c0,93,,"[65.1, 7.4]",9642,1,,,,-0.61466295,,Right Foot,,,"[70.2, 3.8]",,Ground Pass,6.2425957,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Midfield,6,Barcelona,217,['d7a144b7-237a-42ba-b16c-dc0a81d51e45'],41,,,,,,,,,,,,,,,Barcelona,217,00:01:41.287,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,0.780105,,,,,,,,,,,,,5925f9ec-11ba-4208-8fec-3fdff7ad9a69,96,,"[80.1, 4.0]",9642,1,,,,0.5746446,,Left Foot,,,"[92.3, 11.9]",,Ground Pass,14.534442,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,6,Barcelona,217,['c67fe7a4-88cb-49cf-b501-3b3201d92e7c'],44,,,,,,,,,,,,,,,Barcelona,217,00:01:44.512,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.266177,,,,,,,,,,,,,93ad2b81-e523-4216-8197-3f47f5744d68,100,,"[90.3, 13.0]",9642,1,,,,2.6926498,,Right Foot,,,"[76.6, 19.6]",,Ground Pass,15.206906,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Throw In,Luis Alberto Suárez Díaz,5246.0,Left Center Forward,6,Barcelona,217,"['0f048602-231e-4963-9d69-ed887a321702', '3ca9676f-2cbd-419a-a7cb-852351723df8']",45,,,,,,,,,,,,,,,Barcelona,217,00:01:45.918,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,,1.79658,,,,,,,,,,,,,65d12874-2b0f-4920-8263-06327719a8bd,103,,"[76.0, 18.5]",9642,1,,,,1.6883423,,Right Foot,,,"[71.3, 58.3]",,Low Pass,40.076553,,,,Nélson Cabral Semedo,6374.0,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Midfield,6,Barcelona,217,['6f6b0d35-b672-43b9-a9b0-908e7754be09'],48,,,,,,,,,,,,,,,Barcelona,217,00:01:48.489,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.400193,,,,,,,,,,,,,63cfbf14-ce3c-48b3-844f-9323d7fe36ce,106,,"[80.7, 69.7]",9642,1,,,,-2.4067843,,Right Foot,,,"[72.4, 62.2]",,Ground Pass,11.186599,,,,Ivan Rakitić,5470.0,,,,,,1,From Throw In,Nélson Cabral Semedo,6374.0,Right Back,6,Barcelona,217,['04225dab-d7d2-4a4d-858b-382cbd0aa19c'],53,,,,,,,,,,,,,,,Barcelona,217,00:01:53.484,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,2.734355,,,,,,,,,,,,,a334e262-332e-4cd3-8491-4d0f1e80a190,109,,"[75.6, 61.5]",9642,1,,,,-1.2292154,,Right Foot,,,"[95.9, 4.4]",,High Pass,60.601154,,,,Jordi Alba Ramos,5211.0,,True,,,,1,From Throw In,Ivan Rakitić,5470.0,Right Defensive Midfield,6,Barcelona,217,['ad4874e7-8c39-442c-93ce-0bc321fde4d6'],57,,,,,,,,,,,,,,,Barcelona,217,00:01:57.569,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.671828,,,,,,,,,,,,,d81c48f0-f3ca-45f6-8848-26a86ab172b7,111,,"[95.7, 3.8]",9642,2,,,,3.021484,,Left Foot,,,"[78.3, 5.9]",,Ground Pass,17.526266,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,6,Barcelona,217,['e34b714a-eb5c-4d24-9c6a-927e61643c12'],0,,,,,,,,,,,,,,,Barcelona,217,00:02:00.304,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,0.650629,,,,,,,,,,,,,2d399a8b-b60f-431b-96ec-3c2c5050f4ca,115,,"[78.8, 3.6]",9642,2,,,,0.0,,Right Foot,,,"[84.8, 3.6]",,Ground Pass,6.0,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Midfield,6,Barcelona,217,"['2347cfe7-855a-49db-a9c6-7c03eb81903b', 'ce50f0a9-e58a-4f18-844d-23570da94204']",4,,,,,,,,,,,,,,,Barcelona,217,00:02:04.357,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,,0.574193,,,,,,,,,,,,,d0dbe4ad-01ad-4fde-b812-44ccc68d0494,119,,"[83.3, 3.1]",9642,2,,,,2.8797073,,Right Foot,,,"[73.6, 5.7]",,Ground Pass,10.04241,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,6,Barcelona,217,"['4c9371eb-dc42-4c24-a0c5-249a93bf07d3', '627f82c7-dc90-42bd-b705-6053db8295d9']",6,,,,,,,,,,,,,,,Barcelona,217,00:02:06.217,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,,1.40605,,,,,,,,,,,,,c99292ca-5603-45b6-a069-9febc61badd1,122,,"[72.6, 5.9]",9642,2,,,,2.7430701,,Right Foot,,,"[57.4, 12.3]",,Ground Pass,16.492422,,,,Samuel Yves Umtiti,5492.0,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Midfield,6,Barcelona,217,['11fb2d4b-4fa1-486c-87b2-ff95805c53da'],7,,,,,,,,,,,,,,,Barcelona,217,00:02:07.198,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.785884,,,,,,,,,,,,,4b465f2a-c9fb-4528-b52e-a24c5d03cb06,125,,"[56.5, 14.1]",9642,2,,,,1.7670671,,Left Foot,,,"[49.7, 48.3]",,Ground Pass,34.869473,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,6,Barcelona,217,['c267deea-a261-4d44-8296-725d7806f91e'],9,,,,,,,,,,,,,,,Barcelona,217,00:02:09.632,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.835062,,,,,,,,,,,,,98f1a7b0-19a1-4e9f-b201-6a168643a5ff,129,,"[51.6, 51.9]",9642,2,,,,-1.9093521,,Right Foot,,,"[41.6, 23.5]",,Ground Pass,30.109135,,,,Samuel Yves Umtiti,5492.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,6,Barcelona,217,"['02525174-6405-49ba-bdcd-be960bde15ea', 'c6e54242-55dd-4501-abfe-c82635a01e33']",14,,,,,,,,,,,,,,,Barcelona,217,00:02:14.523,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,,1.464199,,,,,,,,,,,,,45c72c41-e146-49ff-b9aa-3270ceedc2a8,132,,"[40.3, 16.4]",9642,2,,,,-0.8070398,,Left Foot,,,"[51.6, 4.6]",,Ground Pass,16.337992,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,6,Barcelona,217,['43cfcab6-a1d2-41f0-8051-81a0b0379375'],18,,,,,,,,,,,,,,,Barcelona,217,00:02:18.274,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.502894,,,,,,,,,,,,,43e2a8ac-e921-47d1-a5ae-cf4663305206,135,,"[51.6, 4.6]",9642,2,,,,2.64517,,Left Foot,,,"[39.6, 11.1]",,Ground Pass,13.647344,,,,Samuel Yves Umtiti,5492.0,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,6,Barcelona,217,['930949d2-ee2b-48f1-b836-21c2dee56c01'],21,,,,,,,,,,,,,,,Barcelona,217,00:02:21.374,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,2.244573,,,,,,,,,,,,,6ac3f67f-d5a3-4c8b-b6aa-b50fb54ff93a,138,,"[40.5, 11.9]",9642,2,,,,1.805137,,Left Foot,,,"[31.5, 49.6]",,Ground Pass,38.759384,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,6,Barcelona,217,['5c78ec55-4b2f-49b1-a2a7-c2c61342d725'],23,,,,,,,,,,,,,,,Barcelona,217,00:02:23.548,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,0.980479,,,,,,,,,,,,,68e971ad-b965-43cd-b4ce-d2594f8904f7,141,,"[38.6, 57.7]",9642,2,,,,0.0,,Right Foot,,,"[48.6, 57.7]",,Ground Pass,10.0,,,,Ivan Rakitić,5470.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,6,Barcelona,217,['ee809884-8e75-4477-9bc1-3eb3fb06480f'],27,,,,,,,,,,,,,,,Barcelona,217,00:02:27.545,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,3.037123,,,,,,,,,,,,,4833a5e0-1bae-4a62-93ed-c47f967128a9,143,,"[48.6, 57.5]",9642,2,,,,-2.311143,,Right Foot,,,"[25.3, 32.0]",,Ground Pass,34.54186,,,,Marc-André ter Stegen,20055.0,,,,,,1,From Throw In,Ivan Rakitić,5470.0,Right Defensive Midfield,6,Barcelona,217,['45de6716-d922-4a10-a7e8-0344cbfbeece'],28,,,,,,,,,,,,,,,Barcelona,217,00:02:28.525,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.019748,,,,,,,,,,,,,9add036d-74e9-427f-ae10-a4bc7542e182,145,,"[25.3, 32.0]",9642,2,,,,-1.0576535,,Right Foot,,,"[32.4, 19.4]",,Ground Pass,14.46271,,,,Samuel Yves Umtiti,5492.0,,,,,,1,From Throw In,Marc-André ter Stegen,20055.0,Goalkeeper,6,Barcelona,217,['b25006f5-d2ca-4268-8282-6d1357ad5dd9'],31,,,,,,,,,,,,,,,Barcelona,217,00:02:31.562,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,1.26954,,,,,,,,,,,,,8e284d80-e52d-4ea0-a767-02e96065335e,148,,"[37.3, 19.4]",9642,2,,,,0.17162807,,Left Foot,,,"[52.3, 22.0]",,Ground Pass,15.223666,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,6,Barcelona,217,['0b9d1332-e8e2-4ff0-a06b-ad8d9f1352d4'],33,,,,,,,,,,,,,,,Barcelona,217,00:02:33.908,Pass,,2017/2018
