50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,1.1123,,,,,,,,,,,,,b17e79e5-c94c-49ee-bfbc-a2deb05b5f81,19,,"[30.3, 6.0]",266148,0,,,,0.07047135,,Left Foot,,,,"[47.3, 7.2]",Ground Pass,,17.042301,,,,,Samuel Castillejo Azuaga,6829.0,,,,,,1,From Kick Off,Miguel Torres Gómez,6878.0,Left Back,2,Málaga,223,"['6b23edc8-7fe1-4765-aac3-de34151adecb', 'b3ad6804-6762-4ba3-bfcc-a84ee5406f4f']",9,,,,,,,,,,,,,,,,,Málaga,223,00:00:09.036,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,,,1.6064,,,,,,,,,,,,,65a6c999-e744-48e9-97df-a8b973d1a584,25,,"[49.4, 0.1]",266148,0,,,,0.67236847,,,,,,"[70.0, 16.5]",Low Pass,,26.33097,,,,,Juan Miguel Jiménez López,6695.0,,,,,Throw-in,1,From Throw In,Miguel Torres Gómez,6878.0,Left Back,3,Málaga,223,['dc2bb7ce-ad29-4cc6-8308-9dab4865ec1b'],21,,,,,,,,,,,,,,,,,Málaga,223,00:00:21.766,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,0.9355,,,,,,,,,,,,,e39b8031-a616-4c3b-8831-94096a007320,28,,"[67.5, 19.9]",266148,0,,,,2.7233684,,Right Foot,,,,"[57.6, 24.3]",Ground Pass,,10.833744,,,Incomplete,,José Luis García del Pozo,6580.0,,,,,,1,From Throw In,Juan Miguel Jiménez López,6695.0,Left Center Forward,3,Málaga,223,"['5a64d11a-19c8-4734-9428-1800e0566372', '99689f20-cf6a-4a1f-bb08-bd9517cc06e8']",24,,,,,,,,,,,,,,,,,Málaga,223,00:00:24.412,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,1.120582,,,,,,,,,,,,,99689f20-cf6a-4a1f-bb08-bd9517cc06e8,30,,"[62.5, 55.8]",266148,0,,,,-2.0596488,,Left Foot,,,,"[57.5, 46.4]",Ground Pass,,10.647065,,,,,Andrés Iniesta Luján,5216.0,,,,,Recovery,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,4,Barcelona,217,"['e39b8031-a616-4c3b-8831-94096a007320', 'fd463bda-b0c4-4c15-b699-87b4dfd76e67']",25,,,,,,,,,,,,,,,,,Barcelona,217,00:00:25.347,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,1.483759,,,,,,,,,,,,,caebb8cb-e1ca-4209-945c-fd30b0894e8d,34,,"[57.1, 45.1]",266148,0,,,,-1.8769232,,Right Foot,,,,"[51.0, 25.8]",Ground Pass,,20.241047,,,,,Jordi Alba Ramos,5211.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,4,Barcelona,217,"['50c55768-d67e-4534-8ee6-a4dfc883f98a', 'c2d630bc-ccb4-4dd4-955c-c4b20422e6c8']",26,,,,,,,,,,,,,,,,,Barcelona,217,00:00:26.979,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,,,0.904839,,,,,,,,,,,,,51415186-d7df-43be-b72d-92158cb7e262,37,,"[71.3, 4.6]",266148,0,,,,2.437774,,Left Foot,,,,"[62.7, 11.9]",Ground Pass,,11.280514,,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,4,Barcelona,217,['e4002673-4e18-440f-b906-32ed98bfb60a'],33,,,,,,,,,,,,,,,,,Barcelona,217,00:00:33.356,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,1.219258,,,,,,,,,,,,,2dce8ac6-c5fc-4bee-a30d-75383e355f9c,40,,"[62.9, 12.5]",266148,0,,,,1.5707964,,Right Foot,,,,"[62.9, 35.9]",Ground Pass,,23.4,,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,4,Barcelona,217,['f08ee826-5a66-439f-969f-4780caa97d6f'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:00:36.135,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,2.206351,,,,,,,,,,,,,8ad9c6d6-8ee8-466c-bc63-fc32fe22e7d0,43,,"[64.0, 39.2]",266148,0,,,,1.062307,,Right Foot,,,,"[84.4, 75.8]",High Pass,,41.901314,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,4,Barcelona,217,['4877f051-2b8b-4bc8-ad45-ef8e0de1799d'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:00:38.514,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,2.238121,,,,,,,,,,,,,7bc3be49-26ff-4146-9b8a-192e88992bba,46,,"[80.6, 75.0]",266148,0,,,,-2.3772883,,Left Foot,,,,"[56.4, 51.8]",Ground Pass,,33.52432,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,4,Barcelona,217,['c0d825a1-ef80-4a79-96a3-c99fdb2b2391'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:00:44.124,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,1.416889,,,,,,,,,,,,,6abc334c-3a7b-44e3-b57c-6b70202bb50b,49,,"[61.9, 43.9]",266148,0,,,,-1.1983348,,Right Foot,,,,"[70.3, 22.4]",Ground Pass,,23.082678,,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,4,Barcelona,217,['f25e15b6-7e24-4d4c-a6ed-83f2b5354270'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:00:47.925,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,1.724425,,,,,,,,,,,,,01e23941-32a9-4e8e-876d-3068b97afe79,52,,"[74.9, 20.9]",266148,0,,,,-0.7250688,,Right Foot,,,,"[90.7, 6.9]",Ground Pass,,21.110188,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,4,Barcelona,217,['198208fb-dd5d-4bcb-b0a6-72835c6d2d21'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:00:51.384,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,1.229179,,,,,,,,,,,,,c7b839eb-4a7a-4599-b13d-7df424ca7328,55,,"[90.7, 6.9]",266148,0,,,,3.115283,,Left Foot,,,,"[83.1, 7.1]",Ground Pass,,7.602631,,,,,Jordi Alba Ramos,5211.0,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,4,Barcelona,217,['64939b2c-051d-421f-8252-75da04e618a4'],54,,,,,,,,,,,,,,,,,Barcelona,217,00:00:54.000,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,1.675024,,,,,,,,,,,,,c057862e-ea4a-4ae3-bfe8-7c8224c90090,58,,"[82.7, 7.3]",266148,0,,,,2.3018262,,Left Foot,,,,"[68.8, 22.8]",Ground Pass,,20.819702,,,,,Jérémy Mathieu,10609.0,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,4,Barcelona,217,['aa695a1f-e931-4343-9ddd-8c8f05e7e832'],55,,,,,,,,,,,,,,,,,Barcelona,217,00:00:55.928,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,1.802046,,,,,,,,,,,,,37fe740f-2bed-4797-a3b1-5cf413f23855,61,,"[67.8, 25.6]",266148,0,,,,1.3693,,Left Foot,,,,"[74.5, 58.4]",Ground Pass,,33.477306,,,,,Daniel Alves da Silva,4324.0,,,,,,1,Regular Play,Jérémy Mathieu,10609.0,Left Center Back,4,Barcelona,217,['4fb4500e-e4c1-4c79-a436-128501a4d7d9'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:00:58.610,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,1.881048,,,,,,,,,,,,,71fb7c7c-7558-4d8a-b302-7f9af02e66ae,65,,"[78.1, 59.0]",266148,1,,,,0.62309575,,Right Foot,,,,"[98.0, 73.3]",Ground Pass,,24.505102,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,4,Barcelona,217,"['84b8c2b5-0c06-4e89-bac5-3972fe70b570', 'bbc86b03-c37c-41df-be42-d9a704d11525']",1,,,,,,,,,,,,,,,,,Barcelona,217,00:01:01.185,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,,,0.522502,,,,,,,,,,,,,ff74af9c-9ff7-4863-bd8c-749ed37721c5,68,,"[101.4, 69.1]",266148,1,,,,-1.5380212,,Left Foot,,,,"[101.8, 56.9]",Ground Pass,,12.206555,,,Incomplete,,Rafael Alcântara do Nascimento,6998.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,4,Barcelona,217,"['080a6d0a-cf82-46dd-885f-d590a7b831f5', '45970371-0dcf-4125-a26f-2daf255e6783']",4,,,,,,,,,,,,,,,,,Barcelona,217,00:01:04.443,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,1.56045,,,,,,,,,,,,,f74e0867-1bbf-4e57-9738-8635ee12696c,73,,"[24.2, 18.6]",266148,1,,,,-0.696574,,Left Foot,,,,"[45.6, 0.7]",Low Pass,,27.899282,,,Out,,,,,,,,,1,Regular Play,Samuel Castillejo Azuaga,6829.0,Left Midfield,4,Barcelona,217,,7,,,,,,,,,,,,,,,,,Málaga,223,00:01:07.300,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,0.921733,,,,,,,,,,,,,95ab248f-13b1-4b92-b8a6-dee2099374a7,74,,"[75.3, 80.0]",266148,1,,,,-1.813444,,,,,,"[72.8, 69.9]",Low Pass,,10.404806,,,,,Sergio Busquets i Burgos,5203.0,,,,,Throw-in,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,5,Barcelona,217,['92de1b89-57b4-4502-84d6-e6ad2d58f9d5'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:01:16.266,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,0.707362,,,,,,,,,,,,,8abcf6e6-9a52-4cca-8604-e334654715ba,77,,"[72.8, 69.3]",266148,1,,,,1.948563,,Right Foot,,,,"[70.3, 75.6]",Low Pass,,6.7779055,,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,5,Barcelona,217,['32b4623f-88e3-4449-be2f-b962c4e48473'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:01:17.228,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,1.259731,,,,,,,,,,,,,10f520b2-9ab5-44a6-bc9b-3b7febd8e6b3,82,,"[64.6, 72.6]",266148,1,,,,-1.8990828,,Right Foot,,,,"[56.8, 49.7]",Ground Pass,,24.19194,,,,,Jérémy Mathieu,10609.0,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,5,Barcelona,217,"['414fac8f-a81a-40cf-aaa7-3ddbc3be872b', 'a50522be-a098-45ff-abde-885318c02cdc']",19,,,,,,,,,,,,,,,,,Barcelona,217,00:01:19.247,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,,,1.596,,,,,,,,,,,,,ac563ea8-a55f-46f5-a3d3-aac14b326f0c,85,,"[62.1, 43.9]",266148,1,,,,-1.1840487,,Left Foot,,,,"[72.2, 19.1]",Ground Pass,,26.77779,,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Throw In,Jérémy Mathieu,10609.0,Left Center Back,5,Barcelona,217,['eca809cf-12b7-4972-bf8e-0abe331d442e'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:01:22.294,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,0.669697,,,,,,,,,,,,,61eff26b-bc04-4dd0-9342-14fd48cb15f2,87,,"[72.2, 18.2]",266148,1,,,,-1.192654,,Right Foot,,,,"[75.1, 10.9]",Ground Pass,,7.8549347,,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Center Midfield,5,Barcelona,217,['5a282b87-b0fc-4805-9412-45d7821c75bd'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:01:23.890,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,1.082093,,,,,,,,,,,,,6774c6b5-ad90-4170-be1a-511d469d6049,90,,"[78.9, 5.0]",266148,1,,,,-0.09251862,,Left Foot,,,,"[88.6, 4.1]",Ground Pass,,9.741663,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,5,Barcelona,217,['64adc716-c8b2-491f-83f4-934f29b2c9a9'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:01:26.291,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,0.8978,,,,,,,,,,,,,764d5a51-0a8b-46b4-bd95-a8ad89ae67b3,97,,"[93.0, 3.5]",266148,1,,,,1.2109411,,Left Foot,,,,"[96.8, 13.6]",Ground Pass,,10.7912,,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,From Throw In,Neymar da Silva Santos Junior,4320.0,Left Wing,5,Barcelona,217,"['0d1c03f6-f49f-4153-b6d4-676d4de6a1b8', '28163042-e9bb-4ee2-80b1-51116d59a7da']",29,,,,,,,,,,,,,,,,,Barcelona,217,00:01:29.167,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,,,0.9452,,,,,,,,,,,,,29886242-1193-4b9f-a703-5be689d404a0,103,,"[29.8, 71.1]",266148,1,,,,-0.91170627,,Left Foot,,,,"[35.3, 64.0]",Ground Pass,,8.9810915,,,,,Juan Miguel Jiménez López,6695.0,,,,,Recovery,1,Regular Play,Ricardo Jorge Luz Horta,10868.0,Right Midfield,6,Málaga,223,['272df792-ebc1-4479-a00f-ca36a060330e'],31,,,,,,,,,,,,,,,,,Málaga,223,00:01:31.511,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,0.541164,,,,,,,,,,,,,b9427c2a-4e3f-4491-9414-01d57f22c1bf,106,,"[36.1, 64.0]",266148,1,,,,2.604006,,Right Foot,,,,"[30.9, 67.1]",Ground Pass,,6.0539246,,,,,Marcos Alberto Angeleri,27184.0,,,,,,1,Regular Play,Juan Miguel Jiménez López,6695.0,Left Center Forward,6,Málaga,223,['ac40a65d-cbd4-4c89-9080-1bae93509664'],32,,,,,,,,,,,,,,,,,Málaga,223,00:01:32.497,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,0.9426,,,,,,,,,,,,,dccec1e5-0093-4398-943b-bf5872222f34,111,,"[36.6, 74.5]",266148,1,,,,0.036680788,,Right Foot,,,,"[58.4, 75.3]",Ground Pass,,21.814674,,,,,Ricardo Jorge Luz Horta,10868.0,,,,,,1,Regular Play,Marcos Alberto Angeleri,27184.0,Right Center Back,6,Málaga,223,"['d2087823-38fa-458d-88e4-1338589ab046', 'e9cb140c-3466-467c-8a0a-c48898aebb96']",35,,,,,,,,,,,,,,,,,Málaga,223,00:01:35.753,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,,,0.757593,,,,,,,,,,,,,8aea6172-ea7d-4e0c-a7dd-6947da45fc7c,116,,"[52.0, 0.1]",266148,1,,,,1.3325516,,,,,,"[53.7, 7.1]",Low Pass,,7.203471,,,,,Sergio Busquets i Burgos,5203.0,,,,,Throw-in,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,7,Barcelona,217,['5f27d84b-480a-4daa-9d43-b44c4a3d84b7'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:01:43.691,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,0.5136,,,,,,,,,,,,,c51e0b4a-36db-46fe-b4bb-89fd1f0c9d09,120,,"[54.3, 6.7]",266148,1,,,,-2.4087775,,Right Foot,,,,"[50.3, 3.1]",Low Pass,,5.3814497,,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,7,Barcelona,217,"['3e5aefde-7f5e-4553-acb3-8416e1ccb5a1', 'a164de50-26be-4646-9029-3d92aa47dcfe']",44,,,,,,,,,,,,,,,,,Barcelona,217,00:01:44.636,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,,,3.46103,,,,,,,,,,,,,8434f132-76f4-4b20-9501-9bbc748a3d8a,122,,"[49.9, 2.7]",266148,1,,,,1.9056958,,Left Foot,,,,"[33.3, 50.4]",High Pass,,50.50594,,,,,Gerard Piqué Bernabéu,5213.0,,True,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,7,Barcelona,217,['34d1c007-8ea7-450f-9c74-6a3fe617c9bd'],45,,,,,,,,,,,,,,,,,Barcelona,217,00:01:45.149,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,,1.012063,,,,,,,,,,,,,d368e998-342a-4c16-ade3-89534f220f91,125,,"[47.6, 53.1]",266148,1,,,,1.2323806,,Left Foot,,,,"[53.9, 71.0]",Ground Pass,,18.976301,,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,7,Barcelona,217,['96dcef95-ea2b-46af-a23d-3537fd444ef7'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:01:51.929,Pass,,2014/2015
