bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,2.629195,,,,,,,,,,,,,5434cfd6-84b6-4453-a439-804be0ac1520,18,,"[45.9, 29.2]",69221,0,,,,,-1.1956267,,Right Foot,,,,"[56.1, 3.3]",,Ground Pass,,27.836128,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,,1,From Kick Off,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,2,Barcelona,217,['ade32953-eaad-42a7-ad38-c6ce4b06fb15'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:00:08.128,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.507397,,,,,,,,,,,,,0abab2c4-7af4-4788-bed4-0bd02117d265,20,,"[57.3, 4.6]",69221,0,,,,,1.8997152,,Left Foot,,,,"[51.6, 21.3]",,Ground Pass,,17.645962,,,,Gnégnéri Yaya Touré,3087.0,,,,,,,1,From Kick Off,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,2,Barcelona,217,['bea26c08-64cc-45a3-8b85-37b9e061c961'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:00:10.757,Pass,,2009/2010
,,,,,,,,,,,,,,,,,2.35229,,,,,,,,,,,,,cf7eefc1-1ede-4f25-bdb4-8e9dd35ead47,23,,"[50.5, 25.3]",69221,0,,,,,1.5635675,,Right Foot,,,,"[50.8, 66.8]",,Low Pass,,41.501083,,,,Daniel Alves da Silva,4324.0,,,True,,,,1,From Kick Off,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,2,Barcelona,217,['2130c1bf-93cd-47e5-9145-60bab0ac632a'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:00:13.882,Pass,,2009/2010
,,,,,,,,,,,,,,,,,0.851759,,,,,,,,,,,,,071cbc25-335c-4d61-a6d4-666f399f49dc,26,,"[51.6, 69.1]",69221,0,,,,,-1.0143924,,Right Foot,,,,"[56.7, 60.9]",,Ground Pass,,9.656604,,,,Xavier Hernández Creus,20131.0,,,,,,,1,From Kick Off,Daniel Alves da Silva,4324.0,Right Back,2,Barcelona,217,['80228d98-2683-4b75-8c36-ce55f10031e6'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:00:16.995,Pass,,2009/2010
,,,,,,,,,,,,,,,,,0.5276,,,,,,,,,,,,,ff6427b7-c65d-4893-893b-0c5e61f7a6ae,29,,"[56.7, 60.9]",69221,0,,,,,2.6671927,,Right Foot,,,,"[45.6, 66.6]",,Ground Pass,,12.477981,,,,Daniel Alves da Silva,4324.0,,,,,,,1,From Kick Off,Xavier Hernández Creus,20131.0,Left Center Midfield,2,Barcelona,217,['c8720c34-5728-4deb-9ff2-8ab0df27dbe9'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:00:18.222,Pass,,2009/2010
,,,,,,,,,,,,,,,,,2.206139,,,,,,,,,,,,,a860a0e1-b4c9-417d-8450-3336e7df5ed8,31,,"[45.6, 66.6]",69221,0,,,,,-1.803638,,Right Foot,,,,"[37.3, 31.6]",,Low Pass,,35.970684,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Kick Off,Daniel Alves da Silva,4324.0,Right Back,2,Barcelona,217,['4c550a08-9d1a-4fc6-9f38-436680307a78'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:00:18.750,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.207281,,,,,,,,,,,,,4ad33e81-bcb2-46f4-b7be-2d88dce129ee,34,,"[48.2, 23.5]",69221,0,,,,,-0.77069336,,Right Foot,,,,"[68.9, 3.4]",,Ground Pass,,28.853077,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Left Center Back,2,Barcelona,217,['575b9610-6193-424d-ae16-8514e57b1c53'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:00:23.353,Pass,,2009/2010
,,,,,,,,,,,,,,,,,0.5391,,,,,,,,,,,,,86eb5434-9c3a-44f3-901e-90f951663852,42,,"[47.5, 60.3]",69221,0,,,,,2.863293,,Left Foot,,,,"[41.9, 61.9]",,Ground Pass,,5.824088,,,,Sergio González Soriano,26206.0,,,,,,,1,Regular Play,Juan Antonio Rodríguez Villamuela,25881.0,Right Wing,3,RC Deportivo La Coruña,219,"['1f116d1c-088f-477c-98a7-27c9a6e27f97', '57483cbb-5a8f-454b-9921-05cac1a7dbd6']",31,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:31.304,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,1.2122,,,,,,,,,,,,,4bba3b73-d536-4495-96d4-1e59b897ebef,45,,"[41.9, 61.9]",69221,0,,,,,0.2791048,,Right Foot,,,,"[58.3, 66.6]",,Ground Pass,,17.060188,,,,Pablo Álvarez Nuñez,26487.0,,,,,,,1,Regular Play,Sergio González Soriano,26206.0,Right Center Midfield,3,RC Deportivo La Coruña,219,"['1f116d1c-088f-477c-98a7-27c9a6e27f97', '45aea67e-9ab9-462e-95c1-8b1210aed928']",31,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:31.865,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,2.6146,,,,,,,,,,,,,54bdf609-e6d5-45d1-87fb-973bed8bd230,51,,"[73.1, 80.0]",69221,0,,,,,-0.15337528,,,,,,"[93.8, 76.8]",,High Pass,,20.945883,,,,Iván Sánchez Rico Soto,26055.0,,,,,,Throw-in,1,From Throw In,Laureano Sanabria Ruiz,23800.0,Right Back,4,RC Deportivo La Coruña,219,['4c386272-cad9-4246-a132-38726e13a71c'],46,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:46.212,Pass,,2009/2010
,,,,,,,,,,,,,,,,,0.7973,,,,,,,,,,,,,04cbdb94-2029-4a43-9642-28347af577c8,57,,"[96.4, 80.0]",69221,0,,,,,-0.2758059,,,,,,"[107.0, 77.0]",,Low Pass,,11.016352,,,,Juan Antonio Rodríguez Villamuela,25881.0,,,,,,Throw-in,1,From Throw In,Laureano Sanabria Ruiz,23800.0,Right Back,5,RC Deportivo La Coruña,219,['e6f3a6be-452d-482a-999e-b48813d9353a'],59,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:59.556,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.1997,,,,,,,,,,,,,d1ace42c-0fa9-4a42-9709-ab0cde403ee2,59,,"[107.0, 77.0]",69221,1,,,,,2.9304993,,Right Foot,,,,"[98.6, 78.8]",,Low Pass,,8.5906925,,,,Laureano Sanabria Ruiz,23800.0,,,,,,,1,From Throw In,Juan Antonio Rodríguez Villamuela,25881.0,Right Wing,5,RC Deportivo La Coruña,219,['50d46013-e785-4279-904f-29e07ee38e6a'],0,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:00.354,Pass,,2009/2010
,,,,,,,,,,,,,,,,,0.4052,,,,,,,,,,,,,eef15c3e-2c19-4479-8aad-713445b419ff,64,,"[117.8, 78.2]",69221,1,,,,,-2.158799,,Right Foot,,,,"[116.4, 76.1]",,Low Pass,,2.523886,,Incomplete,,Iván Sánchez Rico Soto,26055.0,,,,,,,1,From Throw In,Laureano Sanabria Ruiz,23800.0,Right Back,5,RC Deportivo La Coruña,219,"['3b9e8da9-ec2a-4f2a-ab1b-b8de2a6caf4a', '641a22b7-06b5-445f-ad8c-7f74a8bb4572', 'df54375b-1158-4371-a0cc-83c7fb5254b7']",6,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:06.811,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,3.2977,,,,,,,,,,,,,83504f71-b3ca-4406-8702-1d0162af653c,67,,"[120.0, 80.0]",69221,1,,,,,-1.8919983,,Right Foot,,,,"[101.8, 25.3]",,High Pass,,57.64833,,,True,José Andrés Guardado Hernández,5563.0,,,True,Outswinging,,Corner,1,From Corner,Pablo Álvarez Nuñez,26487.0,Center Attacking Midfield,6,RC Deportivo La Coruña,219,['363aad12-59eb-4e12-9276-938b292714c7'],37,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:37.413,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.5731,,,,,,,,,,,,,6d5d9277-f480-4b4f-bcdd-8d4f0842a846,71,,"[116.9, 24.1]",69221,1,,,,,1.3644724,,Left Foot,True,,,"[120.5, 41.3]",,High Pass,,17.572706,,Out,,Iván Sánchez Rico Soto,26055.0,,,,,,,1,From Corner,José Andrés Guardado Hernández,5563.0,Left Wing,6,RC Deportivo La Coruña,219,['efd9d92d-81bf-435c-bd62-df594c78e7db'],44,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:44.081,Pass,,2009/2010
,,,,,,,,,,,,,,,,,0.742061,,,,,,,,,,,,,199ffd8f-06e3-479b-8104-452a480663a4,73,,"[6.0, 44.0]",69221,2,,True,,,-1.2587543,,Right Foot,,,,"[16.0, 13.0]",,Ground Pass,,32.572994,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,Goal Kick,1,From Goal Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,7,Barcelona,217,['6c18d959-0589-4b33-94b0-9ca779ce01e9'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:02:04.826,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.339503,,,,,,,,,,,,,37fa38e6-3199-45c0-b4ea-399d23482091,75,,"[43.7, 6.0]",69221,2,,True,,,1.6212585,,Right Foot,,,,"[42.7, 25.8]",,Ground Pass,,19.825237,,,,Gnégnéri Yaya Touré,3087.0,,,,,,,1,From Goal Kick,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,7,Barcelona,217,['64469448-b9a1-4cbd-a168-94f4795bf759'],7,,,,,,,,,,,,,,,,,Barcelona,217,00:02:07.459,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.868792,,,,,,,,,,,,,99900768-bd44-4312-b274-179a44db7dd9,77,,"[43.1, 29.8]",69221,2,,,,,1.5655608,,Right Foot,,,,"[43.3, 68.0]",,Ground Pass,,38.200523,,,,Rafael Márquez Álvarez,5558.0,,,,,,,1,From Goal Kick,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,7,Barcelona,217,['2631852a-745f-441e-b240-8bb70e93db3a'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:02:10.212,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.591251,,,,,,,,,,,,,d22c111b-7ba9-4702-b376-df123926acd5,80,,"[48.8, 69.4]",69221,2,,,,,-1.7021117,,Right Foot,,,,"[45.3, 42.9]",,Ground Pass,,26.730133,,,,Gnégnéri Yaya Touré,3087.0,,,,,,,1,From Goal Kick,Rafael Márquez Álvarez,5558.0,Right Center Back,7,Barcelona,217,['2672b677-6089-4405-8e23-78e2fb7504f9'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:02:14.052,Pass,,2009/2010
,,,,,,,,,,,,,,,,,2.624485,,,,,,,,,,,,,01d4ef62-a0f9-4394-923e-952c29f7dbc0,83,,"[52.1, 42.3]",69221,2,,,,,-1.184619,,Right Foot,,,,"[66.9, 5.9]",,Ground Pass,,39.293766,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,,1,From Goal Kick,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,7,Barcelona,217,['cc54df8d-d4a5-4e84-a724-d1dc891098a2'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:02:17.458,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.2771,,,,,,,,,,,,,2075d972-c5f3-4ad2-a4b0-f20a27e0c46e,86,,"[70.4, 5.6]",69221,2,,,,,0.984376,,Left Foot,,,,"[80.1, 20.2]",,Ground Pass,,17.528547,,,,Jeffren Isaac Suárez Bermúdez,26624.0,,,,,,,1,From Goal Kick,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,7,Barcelona,217,['4b47e7ec-97d7-4140-bde6-18f9ea9a90b9'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:02:21.192,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.380228,,,,,,,,,,,,,da3f236b-e41a-4720-8cf2-c2ac243c8a9f,90,,"[71.8, 19.6]",69221,2,,,,,2.7324886,,Right Foot,,,,"[57.5, 25.8]",,Ground Pass,,15.586212,,,,Gnégnéri Yaya Touré,3087.0,,,,,,,1,From Goal Kick,Jeffren Isaac Suárez Bermúdez,26624.0,Right Wing,7,Barcelona,217,"['06415e1c-03de-4fe7-a671-bb3e4b8d3c1e', 'fa544066-aaae-4503-9922-b301389cd645']",24,,,,,,,,,,,,,,,,,Barcelona,217,00:02:24.368,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,1.159427,,,,,,,,,,,,,90119117-4dbd-4e49-8aad-35711672c216,94,,"[56.8, 27.8]",69221,2,,,,,1.952062,,Right Foot,,,,"[47.7, 50.5]",,Ground Pass,,24.456083,,,,Rafael Márquez Álvarez,5558.0,,,,,,,1,From Goal Kick,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,7,Barcelona,217,"['6bddef69-db38-496b-941f-7d79d24b6245', '9d74b588-62a3-4081-b38f-bdfcd1d41084']",26,,,,,,,,,,,,,,,,,Barcelona,217,00:02:26.735,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,1.495078,,,,,,,,,,,,,1b73f709-0267-4e9d-b380-e38a4cf99e7b,97,,"[44.4, 47.1]",69221,2,,,,,-1.6237063,,Right Foot,,,,"[42.7, 15.0]",,Ground Pass,,32.144985,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Goal Kick,Rafael Márquez Álvarez,5558.0,Right Center Back,7,Barcelona,217,['101433fe-9bac-4744-a105-ba3ac0c0a62e'],28,,,,,,,,,,,,,,,,,Barcelona,217,00:02:28.816,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.588573,,,,,,,,,,,,,e7398455-431d-4a3d-8e90-ae4d836d4e29,100,,"[57.3, 18.8]",69221,2,,,,,-0.6380153,,Right Foot,,,,"[77.8, 3.6]",,Ground Pass,,25.520384,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,,1,From Goal Kick,Gerard Piqué Bernabéu,5213.0,Left Center Back,7,Barcelona,217,['e3ba44bb-7b0a-42c2-85b5-405baad1c2dd'],33,,,,,,,,,,,,,,,,,Barcelona,217,00:02:33.751,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.201558,,,,,,,,,,,,,60ffa3f4-c293-49b4-8ddc-ecb28612d65d,104,,"[86.2, 4.0]",69221,2,,,,,1.6015558,,Left Foot,,,,"[85.8, 17.0]",,Ground Pass,,13.006152,True,Incomplete,,Jeffren Isaac Suárez Bermúdez,26624.0,,,,,,,1,From Goal Kick,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,7,Barcelona,217,"['2aaebefc-4744-4551-988c-16780c011516', '95225e5e-29b4-4c7d-bda9-39d9fe711361', 'b90b8d3a-f579-4fbf-8e4c-0be24307e275']",37,,,,,,,,,,,,,,,,,Barcelona,217,00:02:37.598,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,1.3763,,,,,,,,,,,,,bbf277d8-f810-4293-a169-11d89db6da74,108,,"[44.3, 63.9]",69221,2,,,,,-1.3298553,,Right Foot,,,,"[48.6, 46.4]",,Ground Pass,,18.020544,,,,José Andrés Guardado Hernández,5563.0,,,,,,,1,From Goal Kick,Sergio González Soriano,26206.0,Right Center Midfield,7,Barcelona,217,['6a5ae3c9-028b-4db9-87f8-f91d9fb6501f'],41,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:02:41.439,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.709626,,,,,,,,,,,,,2b196e06-bd5f-41f1-9975-bd23bb15f2f9,117,,"[68.6, 21.3]",69221,2,,,,,-1.068619,,Right Foot,,,,"[78.1, 4.0]",,Ground Pass,,19.736767,,,,Jeffren Isaac Suárez Bermúdez,26624.0,,,,,,,1,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Center Midfield,7,Barcelona,217,"['b2c8ab37-dde6-410b-aac6-71e42413b4ab', 'fe46f706-220c-4d82-8ea2-df1120e50514']",46,,,,,,,,,,,,,,,,,Barcelona,217,00:02:46.486,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,1.4052,,,,,,,,,,,,,316714f4-c2c1-4472-a901-4edcfe5d8faa,123,,"[105.7, 5.3]",69221,2,,,,,1.1255603,,Left Foot,True,,,"[119.3, 33.8]",,Low Pass,,31.578632,,Out,,Bojan Krkíc Pérez,4913.0,,,,,,,1,From Goal Kick,Jeffren Isaac Suárez Bermúdez,26624.0,Right Wing,7,Barcelona,217,"['62dd29c2-eb69-434d-b064-95fde54c633d', '8588fff1-b5a4-4bf5-8917-7611d84a1908']",53,,,,,,,,,,,,,,,,,Barcelona,217,00:02:53.101,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,3.609301,,,,,,,,,,,,,47628083-f571-4016-83a8-1c5cb0d71eef,125,,"[7.0, 45.0]",69221,3,,,,,0.18306059,,Right Foot,,,,"[78.3, 58.2]",,High Pass,,72.51159,,Incomplete,,,,,,,,,Goal Kick,1,From Goal Kick,Daniel Aranzubia Aguado,26029.0,Goalkeeper,8,RC Deportivo La Coruña,219,['c02e623a-0ebb-4153-b367-878268077d16'],19,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:03:19.413,Pass,,2009/2010
