ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,0.980784,,,,,,,,,,,,cf4f0e98-4e33-4e3d-9bb6-e96e0643d5b4,16,,,"[49.2, 20.6]",303421,0,,,,1.2746812,,Left Foot,,,"[51.0, 26.5]",,Ground Pass,,6.168468,,,,Ricard Puig Martí,24841.0,,,,,,1,From Kick Off,Clément Lenglet,6826.0,Left Center Back,2,Barcelona,217,['ac7ec8bf-dec8-4f6f-bc1b-24d4e4e916ad'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:00:13.383,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.469775,,,,,,,,,,,,03d19bd4-1c7d-4474-9c61-1f85d1c419e9,19,,,"[50.4, 26.5]",303421,0,,,,2.5025759,,Right Foot,,,"[32.5, 39.8]",,Ground Pass,,22.300224,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Kick Off,Ricard Puig Martí,24841.0,Left Center Midfield,2,Barcelona,217,['b69ea63f-2867-4d5b-beb4-fb2ac61240a9'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:00:14.549,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.792219,,,,,,,,,,,,5e9e3817-d9a9-40ea-a827-f732a3bb1119,22,,,"[32.5, 39.8]",303421,0,,,,1.3124181,,Right Foot,,,"[36.2, 53.8]",,Ground Pass,,14.480677,,,,Ronald Federico Araújo da Silva,32480.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['f67f866d-fb3a-4d4b-aa7c-9e12f1986b47'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:00:16.193,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.339304,,,,,,,,,,,,e29c7860-2d76-4801-abb5-9d6d5e06ea7f,25,,,"[43.2, 54.8]",303421,0,,,,-2.3053908,,Right Foot,,,"[29.2, 39.3]",,Ground Pass,,20.886599,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Kick Off,Ronald Federico Araújo da Silva,32480.0,Right Center Back,2,Barcelona,217,['bf34dc6d-be09-4d27-b252-2fc19e9b9afa'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:00:22.866,Pass,,2019/2020
,,,,,,,,,,,,,,,,2.121565,,,,,,,,,,,,8c797005-43cf-4313-9004-2b5be2fb2786,28,,,"[28.5, 39.8]",303421,0,,,,-0.44742656,,Right Foot,,,"[63.3, 23.1]",,High Pass,,38.599613,,,,Ricard Puig Martí,24841.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['154354f7-6cbb-4fb1-b057-aca0f5b48335'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:00:26.922,Pass,,2019/2020
,,,,,,,,,,,,,,,,2.065492,,,,,,,,,,,,acae928f-d93e-4af0-aa4c-9a4bb2c1e26a,30,,,"[63.1, 23.1]",303421,0,,,,-2.168911,,Head,,,"[49.2, 2.7]",,Low Pass,,24.685421,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Kick Off,Ricard Puig Martí,24841.0,Left Center Midfield,2,Barcelona,217,['5441a2d4-2761-423a-8d2f-a0bebb5587b8'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:00:29.044,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.395429,,,,,,,,,,,,70ccc4f7-2a35-4035-924d-d64892cd3c04,33,,,"[49.2, 4.0]",303421,0,,,,1.1692158,,Left Foot,,,"[55.4, 18.6]",,Ground Pass,,15.861904,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,['04085cdc-c47c-4563-9793-0b0ae57e2e01'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:00:32.715,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.643972,,,,,,,,,,,,9868b323-2c7c-48eb-a118-2cfe822eaad5,36,,,"[55.4, 18.6]",303421,0,,,,2.2461436,,Right Foot,,,"[39.3, 38.7]",,Ground Pass,,25.753057,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Kick Off,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,2,Barcelona,217,['c8c2f475-ded4-4db7-96a8-ab1b5f933ba7'],35,,,,,,,,,,,,,,,,,Barcelona,217,00:00:35.032,Pass,,2019/2020
,,,,,,,,,,,,,,,,2.423822,,,,,,,,,,,,9fb7d14a-2312-4fec-ab2d-c7f5bbb4976f,39,,,"[41.3, 39.1]",303421,0,,,,1.1123233,,Right Foot,,,"[56.6, 70.1]",,Ground Pass,,34.570072,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['d2c35cbb-e138-4f7f-b7ba-dfecf895a367'],37,,,,,,,,,,,,,,,,,Barcelona,217,00:00:37.801,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.716349,,,,,,,,,,,,abf43d41-02d2-4568-948e-46d5ff5761e4,45,,,"[56.3, 62.2]",303421,0,,,,0.8640236,,Right Foot,,,"[63.9, 71.1]",,Ground Pass,,11.703419,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Recovery,1,From Kick Off,Sergi Roberto Carnicer,6379.0,Right Back,2,Barcelona,217,['8c368fc4-759f-4ef5-83a7-654500cf6c12'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:00:41.500,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.924316,,,,,,,,,,,,edc4d151-1382-4d1b-8b2e-63c3f82b09fd,47,,,"[63.7, 71.1]",303421,0,,,,-1.5707964,,Left Foot,,,"[63.7, 56.0]",,Ground Pass,,15.1,,Incomplete,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,2,Barcelona,217,"['29bf0d6f-56f2-4d54-9912-b4fc4081dd53', '7254efa8-9966-4d61-b910-577e53495516']",42,,,,,,,,,,,,,,,,,Barcelona,217,00:00:42.217,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.153566,,,,,,,,,,,,7254efa8-9966-4d61-b910-577e53495516,49,,,"[56.4, 24.1]",303421,0,,,,-0.54455173,,Left Foot,,,"[63.5, 19.8]",,Ground Pass,,8.300602,,,,José Luis Sanmartín Mato,3265.0,,,,,Recovery,1,From Kick Off,Manuel Alejandro García Sánchez,6632.0,Left Center Midfield,2,Barcelona,217,"['a36f4632-bfcf-48c9-afd8-bc05487cd755', 'edc4d151-1382-4d1b-8b2e-63c3f82b09fd']",43,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:00:43.141,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.832172,,,,,,,,,,,,2bcc9248-6ffe-4177-8d40-ba50bb5a6a2d,52,,,"[67.2, 17.9]",303421,0,,,,0.8317226,,Left Foot,,,"[88.8, 41.6]",,Low Pass,,32.066338,,Incomplete,,Lucas Pérez Martínez,6732.0,,,,,,1,From Kick Off,José Luis Sanmartín Mato,3265.0,Left Center Forward,2,Barcelona,217,"['2773600f-906a-4a48-a96d-c18c15b3bc65', '6d926e23-1ee1-448b-9adc-6fc8aa0d20b9']",45,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:00:45.633,Pass,,2019/2020
,,,,,,,,,,,,,,,,2.122256,,,,,,,,,,,,6d926e23-1ee1-448b-9adc-6fc8aa0d20b9,54,,,"[31.3, 38.5]",303421,0,,,,2.9349093,,Head,,,"[12.7, 42.4]",,Low Pass,,19.004473,,,,Norberto Murara Neto,6590.0,,,,,Recovery,1,From Kick Off,Clément Lenglet,6826.0,Left Center Back,2,Barcelona,217,"['02669270-3666-4b89-a699-a04568a93f78', '2bcc9248-6ffe-4177-8d40-ba50bb5a6a2d']",47,,,,,,,,,,,,,,,,,Barcelona,217,00:00:47.465,Pass,,2019/2020
,,,,,,,,,,,,,,,,2.446082,,,,,,,,,,,,3d61a774-bc79-4607-a474-9b0b940c5844,57,,,"[14.6, 42.4]",303421,0,,,,-1.0228581,,Keeper Arm,,,"[34.8, 9.3]",,High Pass,,38.776928,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Kick Off,Norberto Murara Neto,6590.0,Goalkeeper,2,Barcelona,217,['366970d0-3618-4546-9322-c0aa7608fcad'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:00:50.013,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.210813,,,,,,,,,,,,1d2ba943-fff1-4efb-99af-1e085ee90663,60,,,"[40.1, 13.5]",303421,0,,,,0.72989964,,Left Foot,,,"[49.6, 22.0]",,Ground Pass,,12.747549,,,,Ricard Puig Martí,24841.0,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,['47a69cca-142b-42f1-adab-3662f1f268b9'],53,,,,,,,,,,,,,,,,,Barcelona,217,00:00:53.486,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.718012,,,,,,,,,,,,5ef61e0c-aedd-4c7a-ade7-c75cf5e7d435,63,,,"[49.6, 22.0]",303421,0,,,,-1.0137395,,Right Foot,,,"[60.5, 4.5]",,Ground Pass,,20.616983,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Kick Off,Ricard Puig Martí,24841.0,Left Center Midfield,2,Barcelona,217,['2bb58776-dd30-48e0-ba5f-cb0e18ee62b9'],55,,,,,,,,,,,,,,,,,Barcelona,217,00:00:55.252,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.977156,,,,,,,,,,,,b23f9bef-8fea-4c4d-a529-e2a0103d716c,66,,,"[62.5, 4.7]",303421,0,,,,-0.32536066,,Left Foot,,,"[70.8, 1.9]",,Ground Pass,,8.759566,,,,Anssumane Fati,30756.0,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,['2f3fca98-4320-4bd9-964b-e86371873413'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:00:57.904,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.975406,,,,,,,,,,,,1fe5e689-fdd5-4556-b039-dabe0437b1d3,69,,,"[71.4, 1.9]",303421,0,,,,3.0252376,,Right Foot,,,"[63.7, 2.8]",,Ground Pass,,7.752419,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Kick Off,Anssumane Fati,30756.0,Left Wing,2,Barcelona,217,['100a77d4-b8a3-462d-bc01-dd66265684cc'],59,,,,,,,,,,,,,,,,,Barcelona,217,00:00:59.335,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.478111,,,,,,,,,,,,2e4b30ab-09fb-47e1-9555-29edc05f795f,72,,,"[64.6, 2.2]",303421,1,,,,2.243275,,Right Foot,,,"[56.0, 13.0]",,Ground Pass,,13.805796,,,,Clément Lenglet,6826.0,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,['d9bab3d2-8160-493e-a7c0-18609721891e'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:01:01.093,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.412929,,,,,,,,,,,,438d5acd-63b3-4be3-bc93-c3badc9048dc,75,,,"[56.9, 14.1]",303421,1,,,,1.950409,,Left Foot,,,"[49.2, 33.4]",,Ground Pass,,20.779316,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Kick Off,Clément Lenglet,6826.0,Left Center Back,2,Barcelona,217,['415b8210-0e83-41e5-8e62-15b373c36b96'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:01:03.154,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.660008,,,,,,,,,,,,f5120128-7c0b-4eb0-9732-b1c057155151,78,,,"[52.1, 38.1]",303421,1,,,,1.3245037,,Right Foot,,,"[56.6, 56.0]",,Ground Pass,,18.456978,,,,Ronald Federico Araújo da Silva,32480.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['cea3ff46-4373-4fb1-a1cf-0fd2abc5aba6'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:01:05.783,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.356863,,,,,,,,,,,,cef45e3b-a7db-4506-8b1f-0f95a8c035a9,81,,,"[61.1, 57.7]",303421,1,,,,0.7853982,,Left Foot,,,"[79.8, 76.4]",,Ground Pass,,26.445793,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Kick Off,Ronald Federico Araújo da Silva,32480.0,Right Center Back,2,Barcelona,217,['d5bea969-54c5-4d06-9258-4cd06ceeb04b'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:01:08.032,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.129582,,,,,,,,,,,,b1fd2303-b0a0-4631-9bd5-47260e1db562,84,,,"[78.1, 73.3]",303421,1,,,,-1.8859024,,Right Foot,,,"[72.2, 55.2]",,Ground Pass,,19.037333,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,1,From Kick Off,Sergi Roberto Carnicer,6379.0,Right Back,2,Barcelona,217,['3dfc3691-ead6-4a45-bf77-d35394a3b0da'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:01:10.971,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.407729,,,,,,,,,,,,ff65e457-97d1-4961-b17d-aaf58029d7eb,90,,,"[71.0, 51.4]",303421,1,,,,-1.7772368,,Right Foot,,,"[67.0, 32.3]",,Ground Pass,,19.514353,,,,Clément Lenglet,6826.0,,,,,Free Kick,1,From Free Kick,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,3,Barcelona,217,['804ff859-88f3-4538-ae26-593fe22231f0'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:01:40.290,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.866114,,,,,,,,,,,,97d7fef7-8f12-444d-b07a-b6a21a738d4a,93,,,"[71.4, 26.9]",303421,1,,,,0.61121565,,Left Foot,,,"[85.1, 36.5]",,Ground Pass,,16.728718,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,From Free Kick,Clément Lenglet,6826.0,Left Center Back,3,Barcelona,217,['2cc299d9-2759-4c2a-8aad-6f1198f468f5'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:01:43.015,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.709215,,,,,,,,,,,,5e466247-3601-4f45-a27f-729ce1c887b6,96,,,"[85.1, 36.5]",303421,1,,,,-1.8116428,,Left Foot,,,"[83.7, 30.8]",,Low Pass,,5.8694124,,,,Ricard Puig Martí,24841.0,,,,,,1,From Free Kick,Luis Alberto Suárez Díaz,5246.0,Center Forward,3,Barcelona,217,['1e23eceb-80fa-4241-bfb1-7f83fec28a3e'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:01:43.921,Pass,,2019/2020
,,,,,,,,,,,,,,,,0.973748,,,,,,,,,,,,fa0d71df-ae73-47eb-ad8f-5215bde98e51,101,,,"[83.7, 32.8]",303421,1,,,,1.5094699,,Right Foot,,,"[84.4, 44.2]",,Low Pass,,11.421471,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,1,From Free Kick,Ricard Puig Martí,24841.0,Left Center Midfield,3,Barcelona,217,"['1874a186-d30e-459b-b270-108bf8f756c2', 'dd3cc5cd-1591-4250-87a7-bc71f46fa821', 'e45cc0ff-e94d-44f8-8753-0cc447f30358']",44,,,,,,,,,,,,,,,,,Barcelona,217,00:01:44.683,Pass,True,2019/2020
,,,,,,,,,,,,,,,,0.853673,,,,,,,,,,,,41bbdb3e-2a5d-4e15-8234-2a7d11b672cc,105,,,"[84.3, 47.5]",303421,1,,,,0.618543,,Right Foot,,,"[95.4, 55.4]",,Ground Pass,,13.624243,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Free Kick,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,3,Barcelona,217,"['1576024e-7848-4e90-9627-ac0f8c986603', '5baf24c4-796a-47cc-9a6d-c179e68e714c']",46,,,,,,,,,,,,,,,,,Barcelona,217,00:01:46.460,Pass,True,2019/2020
,,,,,,,,,,,,,,,,1.008749,,,,,,,,,,,,5c9a4452-12ad-44b1-ae55-abe352d1cee3,112,,,"[94.6, 41.0]",303421,1,,,,-1.2643118,,Left Foot,,,"[99.6, 25.2]",,Ground Pass,,16.572266,,Incomplete,,Anssumane Fati,30756.0,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,3,Barcelona,217,"['fb47d7db-8c71-4978-bf75-1dcecbfc714b', 'fe10bd44-bc2e-4bfb-9874-48ae18e62aa1']",51,,,,,,,,,,,,,,,,,Barcelona,217,00:01:51.329,Pass,,2019/2020
,,,,,,,,,,,,,,,,1.763633,,,,,,,,,,,,2378f4e1-6eb1-4681-8329-bac271488e36,121,,,"[26.9, 60.1]",303421,1,,,,2.8717434,,Right Foot,,,"[12.8, 64.0]",,Ground Pass,,14.629422,,,,Martín Aguirregabiria Padilla,6618.0,,,,,Recovery,1,From Free Kick,Edgar Antonio Méndez Ortega,26387.0,Right Midfield,3,Barcelona,217,['d3b0c868-4961-4b41-b7b2-313752b9e5f9'],55,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:01:55.725,Pass,,2019/2020
