50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,"[96.0, 75.0]",,,,,,,,,,,,2.053114,,,,,,,,,,,,b2fe79a1-23ed-4c31-8191-b26675359563,436,,"[102.0, 72.0]",16086,8,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nélson Cabral Semedo,6374.0,Right Back,17,Barcelona,217,"['99150d16-b853-44f8-84fb-598259c7756b', 'c4ccce88-5ccd-41d3-aa6c-fb40a76b4fb9']",4,,,,,,,,,,,,,,,,,Barcelona,217,00:08:04.234,Carry,,2018/2019
,,,,,"[81.0, 64.0]",,,,,,,,,,,,0.420096,,,,,,,,,,,,d178e16e-50a0-4de3-aa8c-cc818d692a33,439,,"[81.0, 64.0]",16086,8,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,17,Barcelona,217,"['65eba152-0379-4b56-ab67-6260d2626cf1', 'd6239536-49eb-46dc-b084-9dcabfd4077a']",7,,,,,,,,,,,,,,,,,Barcelona,217,00:08:07.374,Carry,,2018/2019
,,,,,"[82.0, 48.0]",,,,,,,,,,,,1.350338,,,,,,,,,,,,45ef6d2a-9da4-4620-b070-3bc175a65b1b,442,,"[81.0, 53.0]",16086,8,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,17,Barcelona,217,"['8c97a5eb-ef1a-45d6-8e1f-2c61a3f7973a', '9229ed45-0d70-4a77-a283-f0ce9ef94c7f']",8,,,,,,,,,,,,,,,,,Barcelona,217,00:08:08.714,Carry,,2018/2019
,,,,,"[24.0, 40.0]",,,,,,,,,,,,0.4171,,,,,,,,,,,,038624e9-b3d0-4f99-b82d-31960d56e348,447,,"[25.0, 36.0]",16086,8,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marc Roca Junqué,6866.0,Left Center Midfield,18,Espanyol,214,"['0e281016-857a-4fb3-b2c3-5022c47f1728', '127f778b-be9d-4ad3-9d44-1af1aaf2eeb8', '6a556546-377c-4127-81ae-daa23f05b482']",11,,,,,,,,,,,,,,,,,Espanyol,214,00:08:11.765,Carry,True,2018/2019
,,,,,"[19.0, 37.0]",,,,,,,,,,,,0.040000003,,,,,,,,,,,,b98af79c-b802-4557-912a-868408f13481,452,,"[17.0, 39.0]",16086,8,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,David López Silva,6754.0,Right Center Back,18,Espanyol,214,"['ab38dd3b-0faf-44c7-a065-e00ef3f68ce8', 'f3dae8a2-949b-4fee-a893-a81932947602']",12,,,,,,,,,,,,,,,,,Espanyol,214,00:08:12.764,Carry,,2018/2019
,,,,,"[32.0, 47.0]",,,,,,,,,,,,0.9135,,,,,,,,,,,,d05d84d2-dd29-4fe9-be96-2ab53eec444f,455,,"[31.0, 44.0]",16086,8,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergi Darder Moll,3236.0,Right Center Midfield,18,Espanyol,214,"['1a850dc0-993b-4dc9-b56a-f2e492a3bdd0', 'aa577f3e-3249-4b60-8e10-2e41c4f82b89']",13,,,,,,,,,,,,,,,,,Espanyol,214,00:08:13.567,Carry,,2018/2019
,,,,,"[43.0, 59.0]",,,,,,,,,,,,0.518154,,,,,,,,,,,,b0838925-50cc-4dea-a3d1-e32d98135f14,460,,"[40.0, 57.0]",16086,8,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergi Darder Moll,3236.0,Right Center Midfield,18,Espanyol,214,"['4a1ac912-e535-45cb-8a07-6710fe749607', '83b85fb0-eaff-46d0-901d-08151c16c170']",16,,,,,,,,,,,,,,,,,Espanyol,214,00:08:16.629,Carry,,2018/2019
,,,,,"[84.0, 64.0]",,,,,,,,,,,,0.1601,,,,,,,,,,,,80dc0f47-21b9-4a6a-9795-e0ccab39eadc,463,,"[67.0, 64.0]",16086,8,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Hernán Arsenio Pérez González,6838.0,Right Wing,18,Espanyol,214,"['08eb12cf-eed7-46e9-9779-b28b8d9414fd', '7383e249-8d40-48f5-a5ce-de5492150adc']",20,,,,,,,,,,,,,,,,,Espanyol,214,00:08:20.018,Carry,,2018/2019
,,,,,"[101.9, 49.9]",,,,,,,,,,,,0.195119,,,,,,,,,,,,d1f9c73d-7b76-4bbe-9dc6-e084dc0c8393,467,,"[103.0, 52.0]",16086,8,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Borja Iglesias Quintas,11391.0,Center Forward,18,Espanyol,214,"['72bf8da2-91cc-4eb4-9e37-7b416013dc53', '8cb520b7-7600-4123-bea3-65ee323f4f62', 'f0b9c90d-89f2-4d72-bf51-9bd7da6a85c9']",21,,,,,,,,,,,,,,,,,Espanyol,214,00:08:21.872,Carry,True,2018/2019
,,,,,"[35.0, 56.0]",,,,,,,,,,,,0.831425,,,,,,,,,,,,0af888f8-c954-4a1e-bcbb-fc815246a050,474,,"[34.0, 58.0]",16086,8,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,19,Barcelona,217,"['b61eceb8-136b-4342-a680-d192596c1450', 'e0240510-673f-4f97-a643-b4c6171f761a']",36,,,,,,,,,,,,,,,,,Barcelona,217,00:08:36.430,Carry,,2018/2019
,,,,,"[54.0, 41.0]",,,,,,,,,,,,2.508191,,,,,,,,,,,,d77082d4-f4dc-4847-a82d-568c66412bb8,477,,"[43.0, 42.0]",16086,8,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,19,Barcelona,217,"['792a73a2-15bf-4b38-b1a9-a2cf0ee72c3f', '9edc13a0-82dc-4e5a-9ec1-715ff6059a94']",38,,,,,,,,,,,,,,,,,Barcelona,217,00:08:38.449,Carry,,2018/2019
,,,,,"[80.0, 21.0]",,,,,,,,,,,,2.121435,,,,,,,,,,,,615ecf32-1399-4849-96d3-1e44122974aa,480,,"[72.0, 19.0]",16086,8,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Ousmane Dembélé,5477.0,Left Wing,19,Barcelona,217,"['99d68596-625c-4a50-afe2-03321457d3a3', 'adc1a715-6918-4aba-ae13-2f4661e32d7d', 'd7208869-f05d-4c33-ad16-1b9f05b86fc2']",42,,,,,,,,,,,,,,,,,Barcelona,217,00:08:42.456,Carry,True,2018/2019
,,,,,"[76.0, 26.0]",,,,,,,,,,,,2.446414,,,,,,,,,,,,0e252c08-6364-4c8e-8ff7-54c3b47fce97,484,,"[80.0, 21.0]",16086,8,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Ousmane Dembélé,5477.0,Left Wing,19,Barcelona,217,"['828f9dea-9109-4799-b75e-76b634de4ca5', '89fc41aa-7cfa-4462-9f14-ff5a7963a67e', 'd7208869-f05d-4c33-ad16-1b9f05b86fc2']",44,,,,,,,,,,,,,,,,,Barcelona,217,00:08:44.577,Carry,True,2018/2019
,,,,,"[71.0, 50.0]",,,,,,,,,,,,0.159995,,,,,,,,,,,,03988100-1e9c-44ea-97a9-189329fb6aa7,487,,"[74.0, 50.0]",16086,8,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,19,Barcelona,217,"['1f083161-3f24-4372-aaaf-3d3ec155244f', 'f4056919-5e1e-4a7d-81ef-b545a0ed6209']",48,,,,,,,,,,,,,,,,,Barcelona,217,00:08:48.122,Carry,,2018/2019
,,,,,"[73.0, 39.0]",,,,,,,,,,,,0.394491,,,,,,,,,,,,88128d6d-03b0-4696-aff1-e3c31eb4a3e0,492,,"[72.0, 40.0]",16086,8,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,19,Barcelona,217,"['19eb22d6-4bc7-4931-bdc0-a7b281da9089', '333a3c54-9c0b-4c08-a784-db110bb95e5e', '860cc965-5542-4d1c-8ffc-aac99e20cc2b']",49,,,,,,,,,,,,,,,,,Barcelona,217,00:08:49.140,Carry,True,2018/2019
,,,,,"[51.0, 21.0]",,,,,,,,,,,,1.1642,,,,,,,,,,,,b0480532-34c2-495f-a8b8-59c6717454dd,499,,"[51.0, 25.0]",16086,8,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Óscar Melendo Jiménez,6902.0,Center Attacking Midfield,20,Espanyol,214,"['1f0fa69c-73a3-4310-a11a-0294320683d8', '32d75f01-e28b-4cc5-ac99-e84002d1e29b', 'a62c9b8b-7c5d-41cf-8928-618662ce6a68']",53,,,,,,,,,,,,,,,,,Espanyol,214,00:08:53.910,Carry,True,2018/2019
,,,,,"[44.0, 6.0]",,,,,,,,,,,,0.851598,,,,,,,,,,,,25c6a632-0223-4a54-bd10-a0580d82bc3e,503,,"[42.0, 6.0]",16086,8,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Dídac Vilá Rosselló,6886.0,Left Back,20,Espanyol,214,"['3e89251d-8eca-4f5e-8855-4acb04112371', '6bd3581e-eee7-4f98-8b5e-0ce919ef2993']",56,,,,,,,,,,,,,,,,,Espanyol,214,00:08:56.185,Carry,,2018/2019
,,,,,"[65.0, 4.0]",,,,,,,,,,,,1.020653,,,,,,,,,,,,d4d9b2c0-4e69-4107-87d8-146ee40564ff,506,,"[67.0, 5.0]",16086,8,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Víctor Sánchez Mata,6758.0,Left Wing,20,Espanyol,214,"['6ca523e1-c6b4-401a-95e7-df03a33fd5fa', '7066775b-0237-4e32-ad49-f4e792f39e51', 'bb381ec2-3f0a-49f0-a8b4-86ceab26d01f']",58,,,,,,,,,,,,,,,,,Espanyol,214,00:08:58.211,Carry,True,2018/2019
,,,,,"[59.0, 15.0]",,,,,,,,,,,,0.1743,,,,,,,,,,,,9911a8ee-0d72-4e3c-b9f7-9e89db58fc8a,511,,"[59.0, 15.0]",16086,9,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Dídac Vilá Rosselló,6886.0,Left Back,21,Espanyol,214,"['6b3cdda2-aae7-431a-bfb2-17e1eb4dfef6', 'b7222a27-a616-4a99-8d69-7ccb66b83862']",20,,,,,,,,,,,,,,,,,Espanyol,214,00:09:20.762,Carry,,2018/2019
,,,,,"[64.0, 36.0]",,,,,,,,,,,,0.294737,,,,,,,,,,,,95f27f3a-2f7f-4550-b086-b3108d024229,514,,"[64.0, 36.0]",16086,9,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Sergi Darder Moll,3236.0,Right Center Midfield,21,Espanyol,214,"['96b8ca19-2b44-4f27-b36d-976f4bbadb90', 'c7c7c936-a7b5-49dc-9b1f-ae542f03d627']",21,,,,,,,,,,,,,,,,,Espanyol,214,00:09:21.723,Carry,,2018/2019
,,,,,"[62.0, 24.0]",,,,,,,,,,,,1.318453,,,,,,,,,,,,cc8bf25b-3f22-43a7-9ed9-180ba70d5946,517,,"[60.0, 23.0]",16086,9,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Dídac Vilá Rosselló,6886.0,Left Back,21,Espanyol,214,"['1b1c1e92-051e-4aee-8dce-4d3e7396a085', 'bb9180c7-a674-4ae6-a345-85988e39d53e']",22,,,,,,,,,,,,,,,,,Espanyol,214,00:09:22.946,Carry,,2018/2019
,,,,,"[65.0, 39.0]",,,,,,,,,,,,0.16,,,,,,,,,,,,4cceebe8-7c0b-4795-b99b-cf474680b7b8,520,,"[65.0, 39.0]",16086,9,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Óscar Melendo Jiménez,6902.0,Center Attacking Midfield,21,Espanyol,214,"['81191a33-0253-4447-b31b-02685a557c27', 'a0a93c8f-ff65-4e75-a054-c0631c7a654a']",25,,,,,,,,,,,,,,,,,Espanyol,214,00:09:25.017,Carry,,2018/2019
,,,,,"[64.0, 40.0]",,,,,,,,,,,,4.898176,,,,,,,,,,,,d8d08cde-4ea9-459e-b277-549196122bb8,523,,"[59.0, 33.0]",16086,9,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Sergi Darder Moll,3236.0,Right Center Midfield,21,Espanyol,214,"['1f6a02d6-66f5-4b5a-88d9-a8cf2f847d2f', '8f1c3cb4-608f-49e2-a0cc-77c240f19dad', '9f54bbbd-669c-47df-855f-17078a5cf0f4']",25,,,,,,,,,,,,,,,,,Espanyol,214,00:09:25.919,Carry,True,2018/2019
,,,,,"[79.0, 74.0]",,,,,,,,,,,,0.6164,,,,,,,,,,,,8dfabdb0-f163-460e-8d76-9dbe61bcec27,527,,"[77.0, 76.0]",16086,9,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Javier López Rodríguez,6791.0,Right Back,21,Espanyol,214,"['4abe502f-d991-4d5f-8286-213f121ece73', 'ac23efb6-ad5b-4f26-a7af-38a4351c5e48']",33,,,,,,,,,,,,,,,,,Espanyol,214,00:09:33.334,Carry,,2018/2019
,,,,,"[15.0, 5.0]",,,,,,,,,,,,3.821099,,,,,,,,,,,,8d93286c-1c7a-44ed-8090-0e4f7998f300,531,,"[15.0, 16.0]",16086,9,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,21,Espanyol,214,"['20c8d1a0-9556-414e-b3d2-cefc9eecef7f', '47b0fa57-cd42-4925-bbde-96906f1b07e0', '6b48f58a-7225-4e7e-bebf-1e301db836a3']",35,,,,,,,,,,,,,,,,,Barcelona,217,00:09:35.496,Carry,True,2018/2019
,,,,,"[86.0, 74.0]",,,,,,,,,,,,0.156894,,,,,,,,,,,,badadd6b-12f9-4a54-9c95-403f8ae3f542,541,,"[78.0, 71.0]",16086,9,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Víctor Sánchez Mata,6758.0,Left Wing,21,Espanyol,214,"['6f5d994b-e063-40ac-b478-4925416ecadb', '7eacd98a-1cf7-47be-985a-5c18dd27585a']",44,,,,,,,,,,,,,,,,,Espanyol,214,00:09:44.594,Carry,,2018/2019
,,,,,"[89.0, 75.0]",,,,,,,,,,,,0.573447,,,,,,,,,,,,eae47172-5293-4e71-9fb5-060fcac901b7,545,,"[90.0, 73.0]",16086,9,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Hernán Arsenio Pérez González,6838.0,Right Wing,21,Espanyol,214,"['7eac8521-e3eb-4582-ab8a-ac377f71f877', '9a72710e-7d9e-4855-af19-62a79c899c8a', 'd7d7ea75-976c-4155-9930-7ff06b937467']",46,,,,,,,,,,,,,,,,,Espanyol,214,00:09:46.169,Carry,True,2018/2019
,,,,,"[95.0, 72.0]",,,,,,,,,,,,0.3461,,,,,,,,,,,,1a3966d2-c224-416c-abfa-2328d8c46eb1,548,,"[95.0, 73.0]",16086,9,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Víctor Sánchez Mata,6758.0,Left Wing,21,Espanyol,214,"['2bedc77a-3196-4585-9f1d-30d8cd3da1bb', '766b1c64-2e62-4716-816a-9f27c35ed11d']",47,,,,,,,,,,,,,,,,,Espanyol,214,00:09:47.336,Carry,,2018/2019
,,,,,"[94.0, 51.0]",,,,,,,,,,,,2.4808,,,,,,,,,,,,a72ed34a-54ca-4119-bd84-475b4080f19a,552,,"[90.0, 66.0]",16086,9,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Óscar Melendo Jiménez,6902.0,Center Attacking Midfield,21,Espanyol,214,"['15c2e062-6213-4138-b44a-e1deef01dcff', '2e2ae6f6-9ba1-4fad-87ed-6f7255da5047', '49e72c63-6444-4d88-9208-9095ec40b35f']",49,,,,,,,,,,,,,,,,,Espanyol,214,00:09:49.077,Carry,True,2018/2019
,,,,,"[23.0, 26.0]",,,,,,,,,,,,1.8393,,,,,,,,,,,,6e17c5b4-a494-40c4-b1d4-62c62868e020,558,,"[20.0, 30.0]",16086,9,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Ivan Rakitić,5470.0,Left Center Midfield,21,Espanyol,214,"['1bfa4828-a1d0-4568-aa8e-921f6405db80', '73002072-a01c-48ed-a1ea-5a66add8fbeb']",52,,,,,,,,,,,,,,,,,Barcelona,217,00:09:52.217,Carry,,2018/2019
,,,,,"[93.0, 65.0]",,,,,,,,,,,,2.1835,,,,,,,,,,,,0604f306-93f0-45ab-9152-96605f0e9c91,562,,"[86.0, 67.0]",16086,9,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Javier López Rodríguez,6791.0,Right Back,21,Espanyol,214,"['1b4212ce-25d9-463c-a8d9-1c4672eb9805', 'ba966c15-eac0-49a1-96c2-0b000e5dcc01']",54,,,,,,,,,,,,,,,,,Espanyol,214,00:09:54.920,Carry,,2018/2019
,,,,,"[94.0, 58.0]",,,,,,,,,,,,0.040000003,,,,,,,,,,,,9c616f3c-e733-4ca3-b132-b2b9a96a7e0e,565,,"[94.0, 58.0]",16086,9,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Óscar Melendo Jiménez,6902.0,Center Attacking Midfield,21,Espanyol,214,"['a83bef03-7331-44e6-a150-49e62040516b', 'cebd3f97-c425-463e-a11e-99d8d0c2d2f0']",57,,,,,,,,,,,,,,,,,Espanyol,214,00:09:57.744,Carry,,2018/2019
,,,,,"[83.0, 61.0]",,,,,,,,,,,,1.381732,,,,,,,,,,,,32d6dbe1-501f-406c-9ba0-7684f63415d0,568,,"[85.0, 60.0]",16086,9,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Sergi Darder Moll,3236.0,Right Center Midfield,21,Espanyol,214,"['3084a1a3-22b4-47dc-96ce-1cbe3bb2aeed', '52276a7c-a865-4972-b54e-b3f80a7c7a2c']",58,,,,,,,,,,,,,,,,,Espanyol,214,00:09:58.527,Carry,,2018/2019
,,,,,"[83.0, 74.0]",,,,,,,,,,,,1.1123,,,,,,,,,,,,4512d5ee-9225-40c4-9a90-f02cc8956eb3,571,,"[85.0, 74.0]",16086,10,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Hernán Arsenio Pérez González,6838.0,Right Wing,21,Espanyol,214,"['57b40fa0-513e-4435-b459-d212496b68f3', '621b7aec-1eab-48e7-84e7-bd4eeea6ff72']",1,,,,,,,,,,,,,,,,,Espanyol,214,00:10:01.034,Carry,,2018/2019
,,,,,"[55.0, 57.0]",,,,,,,,,,,,3.584957,,,,,,,,,,,,b8b58bf4-bcce-4f39-8030-dd6b8dcdb45f,581,,"[41.0, 54.0]",16086,10,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Nélson Cabral Semedo,6374.0,Right Back,22,Barcelona,217,"['2ed6b090-bdde-4bfd-bc51-0087561e7470', 'b42e927e-b999-487d-87bc-14f047f84729']",31,,,,,,,,,,,,,,,,,Barcelona,217,00:10:31.402,Carry,,2018/2019
,,,,,"[75.0, 61.0]",,,,,,,,,,,,4.94958,,,,,,,,,,,,eca73731-059a-43f8-b342-39cf2d59fd14,584,,"[57.0, 49.0]",16086,10,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,22,Barcelona,217,"['22cf42eb-b540-499e-b504-9f62a50d4dad', '9c173c99-8cea-4549-927d-200983457cde', 'dee48e32-5153-48ba-b54b-9a5adfb63621']",35,,,,,,,,,,,,,,,,,Barcelona,217,00:10:35.567,Carry,True,2018/2019
,,,,,"[83.0, 68.0]",,,,,,,,,,,,4.487065,,,,,,,,,,,,c45668a9-3b52-4c68-9436-69c2654149f2,588,,"[90.0, 76.0]",16086,10,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,22,Barcelona,217,"['8eea8f53-c5c7-4b09-89ea-91a100bdab28', 'f794332f-52b4-4c64-9f70-2ed6c8885f1d']",42,,,,,,,,,,,,,,,,,Barcelona,217,00:10:42.026,Carry,,2018/2019
,,,,,"[76.0, 31.0]",,,,,,,,,,,,1.987308,,,,,,,,,,,,a878f651-214a-4f2e-8d40-0fc2b00c3374,591,,"[72.0, 36.0]",16086,10,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ivan Rakitić,5470.0,Left Center Midfield,22,Barcelona,217,"['8053ad5c-6bd8-497d-a2e9-26c18f5f8293', 'ee6e44cf-d4dd-45b6-b70d-bcbd175cc676']",48,,,,,,,,,,,,,,,,,Barcelona,217,00:10:48.075,Carry,,2018/2019
,,,,,"[86.0, 15.0]",,,,,,,,,,,,1.886438,,,,,,,,,,,,5b731b43-6d30-4f0b-b004-44ce122c2163,594,,"[86.0, 14.0]",16086,10,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,22,Barcelona,217,"['05d7ba95-f8b9-49f3-aed4-947b5e9f9132', '78a79799-61dd-447a-8264-d5a30e7f0780']",51,,,,,,,,,,,,,,,,,Barcelona,217,00:10:51.025,Carry,,2018/2019
,,,,,"[66.0, 37.0]",,,,,,,,,,,,1.260391,,,,,,,,,,,,f81bca6c-9dff-45b8-be19-90293fe6c741,600,,"[66.0, 35.0]",16086,10,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Clément Lenglet,6826.0,Left Center Back,22,Barcelona,217,"['972ccc0e-6d58-43fc-bd7d-4d608e5322ab', 'bf26b001-a940-4c5e-8e16-78c6210c6bd0']",55,,,,,,,,,,,,,,,,,Barcelona,217,00:10:55.554,Carry,,2018/2019
,,,,,"[80.0, 56.0]",,,,,,,,,,,,0.520501,,,,,,,,,,,,14f9571f-4ac2-4a7a-b353-09310da4cc3a,603,,"[77.0, 56.0]",16086,10,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,22,Barcelona,217,"['a39630db-962b-4061-ac51-f7b4e7b0c5e0', 'b5f8288a-e2a3-408d-8aca-a38d6e890fb9']",57,,,,,,,,,,,,,,,,,Barcelona,217,00:10:57.934,Carry,,2018/2019
,,,,,"[81.0, 60.0]",,,,,,,,,,,,0.695915,,,,,,,,,,,,7dff940d-765a-474d-a969-ab389d1b368b,606,,"[80.0, 56.0]",16086,10,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,22,Barcelona,217,"['0c9fc139-5e9c-43dd-a220-f16e3f5a022b', '284be3c3-3d17-4c51-87a9-8c98386f5a26', '5055a2c4-6bae-4f62-b596-48512e094c50', 'a39630db-962b-4061-ac51-f7b4e7b0c5e0']",58,,,,,,,,,,,,,,,,,Barcelona,217,00:10:58.455,Carry,True,2018/2019
,,,,,"[101.0, 57.0]",,,,,,,,,,,,2.8977,,,,,,,,,,,,2b1e3c2d-b571-4a8b-b421-3516c5c4e23a,609,,"[81.0, 60.0]",16086,10,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,22,Barcelona,217,"['0c9fc139-5e9c-43dd-a220-f16e3f5a022b', '0da22d6b-f6c2-4aff-a022-2b9a776a6435', '5055a2c4-6bae-4f62-b596-48512e094c50']",59,,,,,,,,,,,,,,,,,Barcelona,217,00:10:59.151,Carry,True,2018/2019
,,,,,"[113.0, 59.0]",,,,,,,,,,,,0.415845,,,,,,,,,,,,020462e9-93e4-4db4-a956-73dbeb51e776,612,,"[111.0, 59.0]",16086,11,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Nélson Cabral Semedo,6374.0,Right Back,22,Barcelona,217,"['7e1c8600-52b3-4564-9a43-84f385056337', 'ab692142-7f2e-44b9-b87f-f50dec809a21']",3,,,,,,,,,,,,,,,,,Barcelona,217,00:11:03.223,Carry,,2018/2019
,,,,,"[105.0, 78.0]",,,,,,,,,,,,1.95338,,,,,,,,,,,,680a43df-1ead-4e82-a912-3231c5b01cd0,618,,"[112.0, 76.0]",16086,11,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,23,Barcelona,217,"['51de0759-1afc-4fb7-934c-079e8ecca5ce', '51ecdc77-a028-46ab-b996-6b735ca94dde', 'a3acc841-c8b6-48ee-be3f-fc9dc798a525']",32,,,,,,,,,,,,,,,,,Barcelona,217,00:11:32.998,Carry,True,2018/2019
,,,,,"[84.0, 50.0]",,,,,,,,,,,,0.852977,,,,,,,,,,,,df9493ac-5d7e-41aa-bd9c-596a267b504f,624,,"[84.0, 52.0]",16086,11,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Jordi Alba Ramos,5211.0,Left Back,23,Barcelona,217,"['12897cfe-8f35-422b-ac1e-ca1bb5651102', '77c21c9d-b3f5-481c-b5b9-e2bef19603d5']",37,,,,,,,,,,,,,,,,,Barcelona,217,00:11:37.536,Carry,,2018/2019
,,,,,"[100.0, 70.0]",,,,,,,,,,,,1.278549,,,,,,,,,,,,b92deee2-2cda-402f-a572-1997ec2e33a3,627,,"[100.0, 70.0]",16086,11,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,23,Barcelona,217,"['7e8845c3-468c-4674-9e70-9928ba7e680f', 'd929ba65-e32d-4789-9d45-004fd33c013b']",40,,,,,,,,,,,,,,,,,Barcelona,217,00:11:40.142,Carry,,2018/2019
,,,,,"[77.0, 68.0]",,,,,,,,,,,,1.02623,,,,,,,,,,,,70fda14a-f9a1-41c6-9fa5-3c760acfa072,633,,"[81.0, 67.0]",16086,11,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Ivan Rakitić,5470.0,Left Center Midfield,23,Barcelona,217,"['03cf9c57-4a36-4c9e-9e1b-53849d61dbae', '38e9dc3a-a730-4556-8580-4c7b166bc498']",46,,,,,,,,,,,,,,,,,Barcelona,217,00:11:46.225,Carry,,2018/2019
,,,,,"[65.0, 57.0]",,,,,,,,,,,,0.409033,,,,,,,,,,,,39aed8ce-6566-4675-830f-32adc2b7dc63,636,,"[65.0, 58.0]",16086,11,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Nélson Cabral Semedo,6374.0,Right Back,23,Barcelona,217,"['819e5131-d453-4124-b839-28425f7524af', '95415df9-4083-41a2-81f7-bc21380c0877']",48,,,,,,,,,,,,,,,,,Barcelona,217,00:11:48.645,Carry,,2018/2019
