ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_redirect,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,2.0425,,,,,,,,,,,,,,,eac78bdd-b1e0-482d-8477-8dbf72e8f819,25,,"[49.7, 63.6]",266254,0,,,,,-0.22266094,,Left Foot,,,,"[76.2, 57.6]",,High Pass,27.170755,,,,,John Guidetti,6038.0,,,,,,1,From Kick Off,Hugo Mallo Novegil,6805.0,Right Back,2,Celta Vigo,209,"['5acb4f49-32f1-4a0a-b958-3b6924d2dba0', 'c9a40d95-60b5-4c8f-80a0-9230d4498981']",14,,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:14.253,Pass,True,2015/2016
,,,,,,,,,,,,,,,,,0.6684,,,,,,,,,,,,,,,9c50ad90-08ea-4e6e-86eb-509d0952ed2f,29,,"[50.8, 21.0]",266254,0,,,,,3.0172377,,Right Foot,,,,"[42.0, 22.1]",,Low Pass,8.868484,,,,,Javier Alejandro Mascherano,5506.0,,,,,Recovery,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Barcelona,217,['2f5c7f8b-8c97-4a68-ae13-ec5b328613ef'],17,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:17.369,Pass,,2015/2016
,,,,,,,,,,,,,,,,,2.0382,,,,,,,,,,,,,,,e5c199a6-6ca6-4e3e-90b7-00f883075591,31,,"[41.7, 22.1]",266254,0,,,,,2.3893926,,Right Foot,,,,"[27.7, 35.2]",,High Pass,19.173159,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,3,Barcelona,217,['6ee0a687-d04c-4d03-9bb5-21857879f55b'],18,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:18.037,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.552346,,,,,,,,,,,,,,,731481ab-bfbc-4d28-b8ba-2f04ce3c65a0,33,,"[30.2, 37.5]",266254,0,,,,,1.1885138,,Head,,,,"[38.0, 56.9]",,Low Pass,20.909328,,,,,Daniel Alves da Silva,4324.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['7c2e7f4e-5b79-426f-8c9a-088af645dbd6'],20,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:20.075,Pass,,2015/2016
,,,,,,,,,,,,,,,,,2.1478,,,,,,,,,,,,,,,841a8f00-0345-4a06-8930-5327c83ef37e,37,,"[37.4, 59.6]",266254,0,,,,,0.43202797,,Right Foot,,,,"[54.1, 67.3]",,Ground Pass,18.389671,,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,3,Barcelona,217,['130dfbc2-7d21-4d66-b568-5f44c23ae38a'],22,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:22.532,Pass,,2015/2016
,,,,,,,,,,,,,,,,,2.5354,,,,,,,,,,,,,,,af73def3-db37-41f1-899f-78c0a902a3d1,41,,"[55.5, 68.3]",266254,0,,,,,-2.9172769,,Left Foot,,,,"[34.9, 63.6]",,Ground Pass,21.129364,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Center Midfield,3,Barcelona,217,['9db4ad74-1f7b-415c-a04e-7f43a78c87ec'],25,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:25.556,Pass,,2015/2016
,,,,,,,,,,,,,,,,,3.0792,,,,,,,,,,,,,,,6b551fcc-72be-4262-9b09-7c50f33e8e0a,44,,"[34.8, 59.1]",266254,0,,,,,-1.6206238,,Right Foot,,,,"[32.9, 21.0]",,Ground Pass,38.147346,,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['7ce3c5d0-18c5-4d81-ae3d-d2e71923353a'],30,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:30.328,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.2865,,,,,,,,,,,,,,,d5dd75dd-b85f-4974-8d72-b664b9dafc19,47,,"[42.3, 17.1]",266254,0,,,,,-0.2219245,,Right Foot,,,,"[61.8, 12.7]",,Ground Pass,19.990248,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,3,Barcelona,217,['fd880ef6-a89e-4ea5-9337-23c4b3122219'],35,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:35.654,Pass,,2015/2016
,,,,,,,,,,,,,,,,,3.1356,,,,,,,,,,,,,,,e208d1ac-ec87-452e-9afa-76e04e1b1f0a,49,,"[63.6, 13.6]",266254,0,,,,,2.3520906,,Right Foot,,,,"[27.2, 50.3]",,High Pass,51.68994,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,3,Barcelona,217,['638b4a43-c822-4d32-a19b-340956aad598'],36,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:36.940,Pass,,2015/2016
,,,,,,,,,,,,,,,,,2.0048,,,,,,,,,,,,,,,419e0f25-49aa-4e9f-b07c-1204bebf5c06,52,,"[42.5, 43.2]",266254,0,,,,,-1.2013252,,Right Foot,,,,"[50.4, 22.8]",,Ground Pass,21.876244,,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['46463428-bc9a-4a72-86cc-5196190bde65'],44,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:44.132,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.9804,,,,,,,,,,,,,,,2fc46a13-8364-412f-9376-29b846532e75,55,,"[51.1, 22.7]",266254,0,,,,,1.7298509,,Right Foot,,,,"[46.4, 52.0]",,Ground Pass,29.674568,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,3,Barcelona,217,['6f20017f-e964-44c4-a580-495bdb25bfb6'],47,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:47.446,Pass,,2015/2016
,,,,,,,,,,,,,,,,,2.085662,,,,,,,,,,,,,,,4a7fd9b7-4fd5-4b03-bd01-22c3e9ba9795,58,,"[53.0, 52.3]",266254,0,,,,,-1.4807626,,Right Foot,,,,"[55.6, 23.5]",,Ground Pass,28.917124,,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['79ef656f-a620-4156-9ded-ce85fc337290'],51,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:51.397,Pass,,2015/2016
,,,,,,,,,,,,,,,,,2.049408,,,,,,,,,,,,,,,315344dc-ab68-427e-bdc0-be4d7df1e0e1,61,,"[63.0, 24.5]",266254,0,,,,,1.6329569,,Right Foot,,,,"[61.5, 48.6]",,Ground Pass,24.146635,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,3,Barcelona,217,['89e1d2e7-f085-4f80-82d1-6e17259074ec'],57,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:57.359,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.8409,,,,,,,,,,,,,,,419785ef-0f38-4f6a-b0ba-6d6dd6e0c56c,64,,"[61.5, 48.6]",266254,1,,,,,-1.5129662,,Right Foot,,,,"[62.6, 29.6]",,Ground Pass,19.031815,,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['2c0e6217-c54b-4ed5-918c-01c8db1d9640'],2,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:02.437,Pass,,2015/2016
,,,,,,,,,,,,,,,,,0.8457,,,,,,,,,,,,,,,e6eedde4-dc9d-411f-9450-86301a7e10fd,67,,"[62.4, 29.3]",266254,1,,,,,-0.019864935,,Right Foot,,,,"[77.5, 29.0]",,Ground Pass,15.10298,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,3,Barcelona,217,['e292025d-f264-418b-b4e8-d599f468811e'],4,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:04.952,Pass,,2015/2016
,,,,,,,,,,,,,,,,,0.932344,,,,,,,,,,,,,,,7eb31b53-ad0e-47b6-8a3b-43186d3937b5,71,,"[49.4, 51.1]",266254,1,,,,,2.2915366,,Left Foot,,,,"[42.9, 58.5]",,Ground Pass,9.849365,,,,,Nemanja Radoja,6796.0,,,,,Recovery,1,Regular Play,Daniel Wass,6797.0,Right Center Midfield,3,Barcelona,217,['77f609b3-e6a3-4d24-b82a-96b715760fe1'],6,,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:06.744,Pass,,2015/2016
,,,,,,,,,,,,,,,,,0.4062,,,,,,,,,,,,,,,84cc9f7d-f71b-4330-aca7-94411b913d0a,75,,"[46.0, 58.8]",266254,1,,,,,-1.4056476,,Right Foot,,,,"[46.8, 54.0]",,Ground Pass,4.86621,,,Incomplete,,Hugo Mallo Novegil,6805.0,,,,,,1,Regular Play,Nemanja Radoja,6796.0,Center Defensive Midfield,3,Barcelona,217,"['26aa8d86-764f-44df-a970-d2ffc314b409', '84c4d6b7-014d-45f4-87ca-c7d458dd5a6b', 'd48fe3d4-2682-4693-a2e7-8c2d215d43b6']",8,,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:08.181,Pass,True,2015/2016
,,,,,,,,,,,,,,,,,2.6644,,,,,,,,,,,,,,,c26174d4-f20c-4d6c-aecd-75be1629acf1,81,,"[22.1, 41.4]",266254,1,,,,,-0.6935075,,Right Foot,,,,"[38.1, 28.1]",,High Pass,20.80601,,,,,Josep Señé Escudero,27342.0,,,,,Recovery,1,Regular Play,Jonathan Castro Otto,6802.0,Left Center Back,4,Celta Vigo,209,['2e53e618-9d17-496f-83a7-9191d9895834'],12,,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:12.493,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.0554,,,,,,,,,,,,,,,c32cf106-b7a1-4bda-95ff-9314d0f2d8fc,85,,"[37.5, 30.3]",266254,1,,,,,1.4219064,,Right Foot,,,,"[38.1, 34.3]",,Low Pass,4.0447497,,,,,Nemanja Radoja,6796.0,,,,,,1,Regular Play,Josep Señé Escudero,27342.0,Left Wing,4,Celta Vigo,209,['300ec75d-abfd-447e-bec7-fb21819c2ea1'],15,,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:15.198,Pass,,2015/2016
,,,,,,,,,,,,,,,,,0.9169,,,,,,,,,,,,,,,796f23b9-1b1a-47fe-b5e3-6227fdb64aa9,88,,"[40.7, 34.3]",266254,1,,,,,0.5268046,,Left Foot,,,,"[50.5, 40.0]",,Ground Pass,11.337108,,,,,John Guidetti,6038.0,,,,,,1,Regular Play,Nemanja Radoja,6796.0,Center Defensive Midfield,4,Celta Vigo,209,['b7ff529e-1c50-4144-b7eb-31459df98c2e'],16,,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:16.470,Pass,,2015/2016
,,,,,,,,,,,,,,,,,0.702611,,,,,,,,,,,,,,,b4a2a5ec-758a-450b-819b-610503e1b32b,91,,"[51.5, 40.6]",266254,1,,,,,2.2232258,,Right Foot,,,,"[44.7, 49.5]",,Ground Pass,11.200446,,,,,Daniel Wass,6797.0,,,,,,1,Regular Play,John Guidetti,6038.0,Center Forward,4,Celta Vigo,209,['e3622c09-e1e7-49b0-a59b-74b81cc17024'],17,,,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:17.427,Pass,,2015/2016
,,,,,,,,,,,,,,,,,2.6686,,,,,,,,,,,,,,,9ac84360-ca26-4b5a-a139-9d2da9b90759,98,,"[58.1, 21.0]",266254,1,,,,,2.9372041,,Right Foot,,,,"[22.4, 28.4]",,Ground Pass,36.45888,,,,,Claudio Andrés Bravo Muñoz,4691.0,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,5,Barcelona,217,['788da594-c55d-4deb-bdad-d9f25a05206a'],21,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:21.353,Pass,,2015/2016
,,,,,,,,,,,,,,,,,0.95384,,,,,,,,,,,,,,,63a982dd-610f-43a4-9bd9-87eb3c35767b,101,,"[23.1, 28.5]",266254,1,,,,,0.9332475,,Right Foot,,,,"[31.1, 39.3]",,Ground Pass,13.440238,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,5,Barcelona,217,['448b2b8f-7af1-4625-a33e-77e5498be351'],25,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:25.441,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.9688,,,,,,,,,,,,,,,b7e5cba9-8d9a-4d2e-8187-260907f1154d,104,,"[41.9, 34.6]",266254,1,,,,,-1.5654488,,Right Foot,,,,"[42.0, 15.9]",,Ground Pass,18.700268,,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,5,Barcelona,217,['e9716386-87bf-4735-a6ae-375a90a74097'],29,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:29.822,Pass,,2015/2016
,,,,,,,,,,,,,,,,,2.2307,,,,,,,,,,,,,,,7a10d927-2400-49a3-ab40-de395635bb38,107,,"[44.4, 25.2]",266254,1,,,,,1.467916,,Right Foot,,,,"[47.9, 59.1]",,Ground Pass,34.0802,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,5,Barcelona,217,['753dba9d-a9d6-4fb0-aaa2-25ffaa89aa05'],34,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:34.254,Pass,,2015/2016
,,,,,,,,,,,,,,,,,1.3017,,,,,,,,,,,,,,,efab2b2a-4b66-4c59-96dd-29e706ff33e4,111,,"[50.5, 59.7]",266254,1,,,,,1.1558906,,Right Foot,,,,"[57.9, 76.5]",,Ground Pass,18.35756,,,,,Daniel Alves da Silva,4324.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,5,Barcelona,217,['145bdc8d-885f-47a1-8ff1-09c8c47b801e'],37,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:37.929,Pass,,2015/2016
,,,,,,,,,,,,,,,,,3.669033,,,,,,,,,,,,,,,dd10084f-8bf9-462b-8346-8598193fc715,115,,"[55.0, 76.1]",266254,1,,,,,-1.6542673,,Right Foot,,,,"[50.8, 25.9]",,Low Pass,50.37539,,,,,Javier Alejandro Mascherano,5506.0,,True,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,5,Barcelona,217,['eb224128-f4f8-4f7c-bc8f-e4852a4efba2'],40,,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:40.269,Pass,,2015/2016
