50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,1.395245,,,,,,,,,,,,,,,7e4e15f9-2b47-4ec9-9583-749670dc8c65,16,,"[21.7, 23.1]",68329,0,,,,2.8888721,,Right Foot,,,"[3.5, 27.8]",,Ground Pass,,18.797073,,,Víctor Valdés Arribas,20176.0,,,,,Recovery,1,Regular Play,Lilian Thuram,15071.0,Right Center Back,3,Barcelona,217,"['7423aac7-cf09-4b85-9cd5-4d32538a46ac', 'b96127cc-2557-4b76-91dd-1474e5a2226e']",13,,,,,,,,,,,,,,,,Barcelona,217,00:00:13.211,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,1.528407,,,,,,,,,,,,,,,78a28232-ef74-4e3e-af7a-be15b74fd972,19,,"[4.3, 35.1]",68329,0,,,,0.8832281,,Right Foot,,,"[21.3, 55.8]",,Ground Pass,,26.786003,,,Juliano Haus Belletti,25863.0,,,,,,1,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,3,Barcelona,217,['1734abe8-3ace-4f5a-8dab-db1d94f69b03'],16,,,,,,,,,,,,,,,,Barcelona,217,00:00:16.020,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,2.465365,,,,,,,,,,,,,,,a50052d5-d693-419a-aaca-aceb26808fd9,22,,"[43.4, 62.2]",68329,0,,,,-0.5695927,,Right Foot,,,"[84.0, 36.2]",,High Pass,,48.211617,Incomplete,,Eiður Smári Guðjohnsen,11270.0,,,,,,1,Regular Play,Juliano Haus Belletti,25863.0,Right Back,3,Barcelona,217,"['7079ff98-0277-4bc2-ba5e-d324d18249fd', '8e82cd21-4d60-4ac6-a07e-424ac0ca13be']",21,,,,,,,,,,,,,,,,Barcelona,217,00:00:21.874,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,1.154885,,,,,,,,,,,,,,,eee86ca8-d9d1-48eb-954d-68b2c65c54c7,26,,"[51.8, 55.1]",68329,0,,,,-2.6539974,,Head,,,"[45.2, 51.6]",,High Pass,,7.470609,,,Christian Bjørnshøj Poulsen,20150.0,,,,,Recovery,1,Regular Play,Jesús Navas González,6821.0,Right Midfield,4,Sevilla,213,['b0b696ac-cd67-4721-adf0-530f1cf5e62c'],26,,,,,,,,,,,,,,,,Sevilla,213,00:00:26.866,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,1.347398,,,,,,,,,,,,,,,b5fadb93-1263-4504-ab23-2643fe54ff77,28,,"[45.2, 51.6]",68329,0,,,,-0.3533702,,Head,,,"[57.4, 47.1]",,High Pass,,13.003461,,,Jesús Navas González,6821.0,,,,,,1,Regular Play,Christian Bjørnshøj Poulsen,20150.0,Right Center Midfield,4,Sevilla,213,['6c16f874-558b-4d0d-95df-0e169b4071c4'],28,,,,,,,,,,,,,,,,Sevilla,213,00:00:28.044,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,1.377951,,,,,,,,,,,,,,,bfdfb142-8dc0-42de-90ea-f346be665e6b,44,,"[57.8, 29.1]",68329,0,,,,-0.16370045,,Right Foot,,,"[80.2, 25.4]",,High Pass,,22.703524,Incomplete,,Adriano Correia Claro,22102.0,,,,,,1,Regular Play,Christian Bjørnshøj Poulsen,20150.0,Right Center Midfield,4,Sevilla,213,"['c16cd0e2-849a-4677-bbf2-4c1b6b25a316', 'c3c1fce3-ef6b-4e01-9b4c-c2e94bc73ae6']",35,,,,,,,,,,,,,,,,Sevilla,213,00:00:35.385,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,3.160781,,,,,,,,,,,,,,,3e7c4784-a798-4998-949c-82ec00c7fdc2,48,,"[43.9, 59.3]",68329,0,,,,0.9482093,,Head,,,"[58.4, 79.5]",,High Pass,,24.865438,Out,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Recovery,1,Regular Play,Thiago Motta,4325.0,Center Defensive Midfield,4,Sevilla,213,"['77043122-b965-4085-9257-35147dbdbbc8', 'b5cb7daa-c4fc-4dfe-b687-750c76132cd2']",39,,,,,,,,,,,,,,,,Barcelona,217,00:00:39.130,Pass,True,2006/2007
,,,,,,,,,,,,,,,,,,1.653365,,,,,,,,,,,,,,,539dce31-88a0-4453-a604-b6672142c90e,50,,"[64.5, 1.0]",68329,0,True,,,2.7744188,,,,,"[37.2, 11.5]",,Low Pass,,29.249615,,,Julien Escudé,26018.0,,,,,Throw-in,1,From Throw In,Antonio Puerta Pérez,26013.0,Left Back,5,Sevilla,213,['5c91741c-7814-408a-b378-0e2440cbdb61'],51,,,,,,,,,,,,,,,,Sevilla,213,00:00:51.517,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,2.2254,,,,,,,,,,,,,,,2d8ff1f9-a552-467e-94dd-c2e1a5777639,52,,"[38.9, 16.6]",68329,0,,,,1.6380026,,Left Foot,,,"[36.8, 47.8]",,Ground Pass,,31.270594,,,Francisco Javier Vicente Navarro,26017.0,,,,,,1,From Throw In,Julien Escudé,26018.0,Left Center Back,5,Sevilla,213,['4a848057-af2c-4f18-97dc-2e82144b6335'],54,,,,,,,,,,,,,,,,Sevilla,213,00:00:54.196,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,1.346874,,,,,,,,,,,,,,,7557819e-5ac6-4d7c-b9f6-2f9022ccc57a,55,,"[38.3, 47.8]",68329,0,,,,-0.21924432,,Right Foot,,,"[56.7, 43.7]",,Ground Pass,,18.85126,,,Christian Bjørnshøj Poulsen,20150.0,,,,,,1,From Throw In,Francisco Javier Vicente Navarro,26017.0,Right Center Back,5,Sevilla,213,['112acfc2-9fea-42fe-937d-4c1f248e4fa3'],57,,,,,,,,,,,,,,,,Sevilla,213,00:00:57.074,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,1.482508,,,,,,,,,,,,,,,c9a1c72f-a704-4e05-8f3c-b51c309f15a8,58,,"[56.7, 43.7]",68329,0,,,,-2.5997467,,Left Foot,,,"[36.1, 31.3]",,Ground Pass,,24.044127,,,Julien Escudé,26018.0,,,,,,1,From Throw In,Christian Bjørnshøj Poulsen,20150.0,Right Center Midfield,5,Sevilla,213,['f9c7a7f8-b06e-41cf-b2e1-dfa7aedfc452'],58,,,,,,,,,,,,,,,,Sevilla,213,00:00:58.626,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,2.048476,,,,,,,,,,,,,,,91d14193-bab6-4b47-b356-b8e0879b8373,61,,"[37.7, 32.8]",68329,1,,,,1.1755697,,Left Foot,,,"[44.5, 49.1]",,Ground Pass,,17.661541,,,Francisco Javier Vicente Navarro,26017.0,,,,,,1,From Throw In,Julien Escudé,26018.0,Left Center Back,5,Sevilla,213,['ad38b5fa-39da-4093-b329-8ea230e6b786'],1,,,,,,,,,,,,,,,,Sevilla,213,00:01:01.049,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,1.23039,,,,,,,,,,,,,,,f54555e1-b2df-4691-9735-72a88ce1bd9f,64,,"[44.1, 51.2]",68329,1,,,,0.487109,,Right Foot,,,"[66.0, 62.8]",,Ground Pass,,24.782454,,,Jesús Navas González,6821.0,,,,,,1,From Throw In,Francisco Javier Vicente Navarro,26017.0,Right Center Back,5,Sevilla,213,['76217ba1-e92b-4ff4-8ade-c3641a782daa'],3,,,,,,,,,,,,,,,,Sevilla,213,00:01:03.962,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,1.100294,,,,,,,,,,,,,,,485f4593-63a3-41ca-83fc-b54a20f35ff0,67,,"[65.4, 63.9]",68329,1,,,,1.6814536,,Right Foot,,,"[63.8, 78.3]",,Ground Pass,,14.488616,,,Daniel Alves da Silva,4324.0,,,,,,1,From Throw In,Jesús Navas González,6821.0,Right Midfield,5,Sevilla,213,['a9871aca-1a33-4c6f-9b4f-f511f2adac15'],5,,,,,,,,,,,,,,,,Sevilla,213,00:01:05.481,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,4.468941,,,,,,,,,,,,,,,1386fa1a-4f00-44a4-b348-51231ec4d487,70,,"[76.4, 73.0]",68329,1,,,,-0.6585115,,Right Foot,,,"[90.1, 62.4]",,Low Pass,,17.32195,,,Luís Fabiano Clemente,25943.0,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,5,Sevilla,213,['ee5dfc88-6c44-40cb-9f40-cc7bee652d53'],10,,,,,,,,,,,,,,,,Sevilla,213,00:01:10.819,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,0.045873,,,,,,,,,,,,,,,efc28d25-8c94-42fb-9ab2-0a6eaa2780bf,76,,"[1.6, 4.2]",68329,1,,,,0.2730087,,Left Foot,,,"[4.1, 4.9]",,Low Pass,,2.596151,Incomplete,,,,,,,,,1,Regular Play,Rafael Márquez Álvarez,5558.0,Left Center Back,6,Barcelona,217,['cecea7aa-4483-4c26-8d87-c760356a8d6a'],17,,,,,,,,,,,,,,,,Barcelona,217,00:01:17.081,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,1.41233,,,,,,,,,,,,,,,50b9587e-ebe1-4987-b41e-436c1bef7cc3,78,,"[8.6, 9.8]",68329,1,,,,2.1156602,,Left Foot,,,"[2.6, 19.7]",,Ground Pass,,11.576269,,,Rafael Márquez Álvarez,5558.0,,,,,Recovery,1,Regular Play,Sylvio Mendes Campos Junior,25854.0,Left Back,6,Barcelona,217,['03209791-bb4f-44c8-8105-5c7fba84ad1c'],19,,,,,,,,,,,,,,,,Barcelona,217,00:01:19.183,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,1.352956,,,,,,,,,,,,,,,6b7360ab-9e88-4b9b-964d-913a0bd86087,81,,"[4.8, 24.6]",68329,1,,,,-0.17011881,,Right Foot,,,"[21.1, 21.8]",,Ground Pass,,16.538742,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Rafael Márquez Álvarez,5558.0,Left Center Back,6,Barcelona,217,['1fc3d9df-28fe-433d-bf89-1311d09ff423'],22,,,,,,,,,,,,,,,,Barcelona,217,00:01:22.283,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,1.506265,,,,,,,,,,,,,,,2704aae3-9f5e-49db-b5a1-d5029875f2a3,85,,"[46.3, 30.3]",68329,1,,,,2.0885782,,Right Foot,,,"[37.3, 46.1]",,Ground Pass,,18.18351,,,Lilian Thuram,15071.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,6,Barcelona,217,['fe6fd2c0-f521-46f8-9b24-0202e4c5c387'],29,,,,,,,,,,,,,,,,Barcelona,217,00:01:29.395,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,1.835972,,,,,,,,,,,,,,,33d9c2c1-0ee0-420f-8b97-be547988600d,88,,"[36.8, 48.7]",68329,1,,,,1.1430614,,Right Foot,,,"[49.2, 75.9]",,Ground Pass,,29.893143,,,Juliano Haus Belletti,25863.0,,,,,,1,Regular Play,Lilian Thuram,15071.0,Right Center Back,6,Barcelona,217,['3948712e-fe48-426e-ab43-3a95b643b054'],31,,,,,,,,,,,,,,,,Barcelona,217,00:01:31.871,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,1.557148,,,,,,,,,,,,,,,6121b169-489e-454c-b95f-ca61e5642deb,91,,"[50.3, 75.7]",68329,1,,,,-2.1868906,,Right Foot,,,"[40.6, 62.0]",,Ground Pass,,16.786304,,,Lilian Thuram,15071.0,,,,,,1,Regular Play,Juliano Haus Belletti,25863.0,Right Back,6,Barcelona,217,['af7982b5-4fba-4085-bf16-b2f3f48efc8c'],33,,,,,,,,,,,,,,,,Barcelona,217,00:01:33.747,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,0.797757,,,,,,,,,,,,,,,6d03df4e-e7d9-43c4-bc95-eca447d2461c,94,,"[41.1, 59.0]",68329,1,,,,-1.7243401,,Right Foot,,,"[39.8, 50.6]",,Ground Pass,,8.5,,,Thiago Motta,4325.0,,,,,,1,Regular Play,Lilian Thuram,15071.0,Right Center Back,6,Barcelona,217,['ddac37d2-5487-4626-81aa-5058b6d93b5a'],36,,,,,,,,,,,,,,,,Barcelona,217,00:01:36.335,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,1.05865,,,,,,,,,,,,,,,a94c28fd-f2a0-48db-8754-d5144fee4722,97,,"[40.4, 48.0]",68329,1,,,,-0.73997486,,Left Foot,,,"[54.2, 35.4]",,Ground Pass,,18.686893,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Thiago Motta,4325.0,Center Defensive Midfield,6,Barcelona,217,['51b3d47d-7b0b-4b85-be0e-4359db2447f4'],38,,,,,,,,,,,,,,,,Barcelona,217,00:01:38.572,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,1.541759,,,,,,,,,,,,,,,b1b46f24-6130-448a-b9c1-217d7509c86d,103,,"[48.3, 30.4]",68329,1,True,,,1.950409,,Left Foot,,,"[40.6, 49.7]",,Ground Pass,,20.779316,,,Lilian Thuram,15071.0,,,,,Free Kick,1,From Free Kick,Thiago Motta,4325.0,Center Defensive Midfield,7,Barcelona,217,['ccb7b7db-c4d9-4edd-ae25-33d4dce8f38e'],47,,,,,,,,,,,,,,,,Barcelona,217,00:01:47.336,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,1.056893,,,,,,,,,,,,,,,dddc2d65-3d56-49b3-98ef-3a335e880eae,105,,"[40.6, 49.7]",68329,1,True,,,1.005647,,Right Foot,,,"[48.4, 62.0]",,Ground Pass,,14.564683,,,Xavier Hernández Creus,20131.0,,,,,,1,From Free Kick,Lilian Thuram,15071.0,Right Center Back,7,Barcelona,217,['017c1646-192c-478a-a7f4-28f66142ea80'],49,,,,,,,,,,,,,,,,Barcelona,217,00:01:49.103,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,1.061251,,,,,,,,,,,,,,,bdec1a3b-48fa-4521-b72e-c4e13433d557,107,,"[49.4, 58.6]",68329,1,,,,-1.9357891,,Right Foot,,,"[44.7, 46.3]",,Ground Pass,,13.167384,,,Thiago Motta,4325.0,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,7,Barcelona,217,['9a2f717a-9c3c-4a3d-8ce9-41b1c1b0a20a'],52,,,,,,,,,,,,,,,,Barcelona,217,00:01:52.482,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,1.220756,,,,,,,,,,,,,,,d98e416c-1abe-49bb-8165-d324b508bd9a,111,,"[47.5, 44.0]",68329,1,,,,-1.1588953,,Left Foot,,,"[56.5, 23.4]",,Ground Pass,,22.480213,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Free Kick,Thiago Motta,4325.0,Center Defensive Midfield,7,Barcelona,217,"['911fd17b-da72-42f3-85be-b0224b2c55ae', 'd35849f9-b95d-4dc2-bde4-cc53420b479d']",54,,,,,,,,,,,,,,,,Barcelona,217,00:01:54.728,Pass,True,2006/2007
,,,,,,,,,,,,,,,,,,2.220262,,,,,,,,,,,,,,,74a7c9b3-2f51-45dd-b124-036adb08715e,115,,"[49.6, 21.4]",68329,1,,,,-2.5438342,,Left Foot,,,"[35.5, 11.8]",,Ground Pass,,17.057842,,,Rafael Márquez Álvarez,5558.0,,,,,,1,From Free Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,7,Barcelona,217,"['8b0fe798-cf80-4584-b13f-3a94a2888431', '8f3ef48b-fc83-41d1-99b9-b148705185d0']",56,,,,,,,,,,,,,,,,Barcelona,217,00:01:56.948,Pass,True,2006/2007
,,,,,,,,,,,,,,,,,,2.790781,,,,,,,,,,,,,,,0114d16b-12ef-4ad0-9ac2-5e76234067aa,118,,"[36.5, 11.8]",68329,2,,,,1.5647358,,Right Foot,,,"[36.8, 61.3]",,Low Pass,,49.500908,,,Lilian Thuram,15071.0,,True,,,,1,From Free Kick,Rafael Márquez Álvarez,5558.0,Left Center Back,7,Barcelona,217,['5f3d89cd-f318-4727-bae4-1d79f49f5e26'],0,,,,,,,,,,,,,,,,Barcelona,217,00:02:00.371,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,0.605023,,,,,,,,,,,,,,,81292f58-162c-4fac-9182-5377ae013b48,122,,"[70.5, 57.9]",68329,2,,,,-0.93355817,,Right Foot,,,"[81.9, 42.5]",,Low Pass,,19.160376,Incomplete,,Ronaldo de Assis Moreira,25879.0,,,,,,1,From Free Kick,Lilian Thuram,15071.0,Right Center Back,7,Barcelona,217,"['8e7713de-8f12-4bd8-b5c5-06d8aecdad0d', 'af1f600a-3112-4a30-bc35-59771959fca6', 'bb8e3e23-1c09-4508-b48a-86fe8bc15fb7']",8,,,,,,,,,,,,,,,,Barcelona,217,00:02:08.989,Pass,True,2006/2007
,,,,,,,,,,,,,,,,,,1.867198,,,,,,,,,,,,,,,48165958-b519-42cc-a00b-fcc3e3cc05f5,125,,"[15.8, 15.4]",68329,2,,,,2.4385765,,Right Foot,,,"[4.0, 25.4]",,Ground Pass,,15.467385,,,Andrés Palop Cervera,25946.0,,,,,Recovery,1,From Free Kick,Antonio Puerta Pérez,26013.0,Left Back,7,Barcelona,217,['127a5a86-b44c-45de-9a20-ac2032d00697'],12,,,,,,,,,,,,,,,,Sevilla,213,00:02:12.803,Pass,,2006/2007
,,,,,,,,,,,,,,,,,,2.888234,,,,,,,,,,,,,,,3a0892e8-4481-41eb-81c3-d5ed5e3d3ac2,129,,"[4.6, 24.0]",68329,2,,,,-0.5296837,,Left Foot,,,"[43.2, 1.4]",,High Pass,,44.72941,Out,,,,,,,,,1,From Free Kick,Andrés Palop Cervera,25946.0,Goalkeeper,7,Barcelona,217,['803c46be-eb5f-47ea-a83b-5baff005b78e'],14,,,,,,,,,,,,,,,,Sevilla,213,00:02:14.770,Pass,True,2006/2007
