bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,0.7536,,,,,,,,,,,,,,,4ab72a79-eaa7-4e4f-90f8-2a826490cd79,20,,,"[25.4, 51.7]",267327,0,,,,1.941219,,Left Foot,,,,"[21.4, 62.0]",,Ground Pass,11.049435,,,Daniel Alves da Silva,4324.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Barcelona,217,['597f3e65-5964-4607-b8e1-9a775e11e136'],11,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:11.829,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.494,,,,,,,,,,,,,,,b9ae8987-039e-4680-b0fb-39f156e1909a,22,,,"[21.4, 62.0]",267327,0,,,,-2.172251,,Right Foot,,,,"[14.4, 51.8]",,Ground Pass,12.370934,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,3,Barcelona,217,['3cf832a7-b694-4b24-8524-9a6942cb591b'],12,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:12.582,Pass,,2015/2016
,,,,,,,,,,,,,,,,2.3079,,,,,,,,,,,,,,,53d3a9b2-0f93-4b41-ad99-96308825f7a4,25,,,"[16.6, 50.3]",267327,0,,,,-0.591439,,Right Foot,,,,"[50.1, 27.8]",,Ground Pass,40.35468,,,Sergi Roberto Carnicer,6379.0,,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,3,Barcelona,217,['ed6e484c-ae1a-4671-a745-5c48be9f261e'],14,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:14.864,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.4995,,,,,,,,,,,,,,,618b9124-8815-42dd-84dd-9d2bff9e44c2,28,,,"[63.2, 14.4]",267327,0,,,,-0.78165287,,Right Foot,,,,"[76.6, 1.1]",,Ground Pass,18.879883,,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Left Center Midfield,3,Barcelona,217,['e1ed224a-9ffc-4a99-8028-7ed63ee4cdda'],19,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:19.349,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.5689,,,,,,,,,,,,,,,0b1834f1-700e-4bed-93cb-d08e7a12abcc,32,,,"[45.2, 80.0]",267327,0,,,,-0.14031477,,,,,,"[62.9, 77.5]",,High Pass,17.87568,Incomplete,,Ricky van Wolfswinkel,27348.0,,,,,,Throw-in,1,From Throw In,Francisco José Molinero Calderón,6865.0,Right Back,4,Real Betis,218,"['bbb85393-6dbc-44f5-bf79-4693c8a9baff', 'ff168245-6576-4be4-9dc2-0ba947b0b989']",35,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:35.747,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.972,,,,,,,,,,,,,,,bbb85393-6dbc-44f5-bf79-4693c8a9baff,34,,,"[57.2, 2.6]",267327,0,,,,0.9324765,,Head,,,,"[66.4, 15.0]",,High Pass,15.4402075,,,Sergi Roberto Carnicer,6379.0,,,,,,Recovery,1,From Throw In,Jérémy Mathieu,10609.0,Left Back,4,Real Betis,218,"['0b1834f1-700e-4bed-93cb-d08e7a12abcc', '3688ef4b-58dd-4d79-a180-cfbeee1c8d71']",37,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:37.316,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.1073,,,,,,,,,,,,,,,0cff9925-49c1-42be-be38-ec7eec5036a9,42,,,"[46.4, 55.9]",267327,0,,,,2.867822,,Right Foot,,,,"[31.8, 60.0]",,Ground Pass,15.164762,,,Bruno González Cabrera,6872.0,,,,,,,1,From Throw In,Alfred John Momar N''Diaye,5671.0,Left Center Midfield,4,Real Betis,218,['5ff6cb27-c7a1-4f50-9662-66aeec34f158'],41,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:41.911,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.0637,,,,,,,,,,,,,,,a3bd35b5-137e-4a87-bf1f-84510aaebe7a,46,,,"[32.3, 61.3]",267327,0,,,,-0.34464732,,Right Foot,,,,"[55.7, 52.9]",,High Pass,24.862019,Incomplete,,,,,,,,,,1,From Throw In,Bruno González Cabrera,6872.0,Right Center Back,4,Real Betis,218,"['22cb1411-f7ec-48d2-a691-a94d0476f225', '842db78a-cf59-48df-b953-e0bdfd807c8e']",43,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:43.593,Pass,True,2015/2016
,,,,,,,,,,,,,,,,1.3652,,,,,,,,,,,,,,,22cb1411-f7ec-48d2-a691-a94d0476f225,47,,,"[64.4, 27.2]",267327,0,,,,-0.050976206,,Head,,,,"[84.0, 26.2]",,Low Pass,19.625494,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,Recovery,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,4,Real Betis,218,"['485bcc91-3848-46c6-b4b6-5b0d6143c2ac', '7592521a-90cc-44b0-8bd5-8f4d4acef424', 'a3bd35b5-137e-4a87-bf1f-84510aaebe7a']",44,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:44.657,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.8967,,,,,,,,,,,,,,,cfaa74a2-340c-4657-8bb3-23fc3d6925ae,50,,,"[69.6, 27.8]",267327,0,,,True,-0.6820638,,,,,,"[84.5, 15.7]",,High Pass,19.19427,Incomplete,,Neymar da Silva Santos Junior,4320.0,,,,,,Recovery,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,4,Real Betis,218,"['877de8ba-3ea8-4c83-917f-23d896145925', '97cf28bc-4ce0-4402-9b7e-5cfdcefdde39', 'b0e9a77a-2d09-437a-8212-ec7caf72dc23']",49,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:49.073,Pass,True,2015/2016
,,,,,,,,,,,,,,,,1.880902,,,,,,,,,,,,,,,1ed542a4-3555-4ab9-bca4-9e21bcd7471c,55,,,"[63.8, 0.1]",267327,1,True,,,1.0556184,,,,,,"[71.5, 13.7]",,Low Pass,15.6285,,,Neymar da Silva Santos Junior,4320.0,,,,,,Throw-in,1,From Throw In,Jérémy Mathieu,10609.0,Left Back,5,Barcelona,217,['834b86f1-2be4-4d22-8578-894971cf7cf8'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:01.821,Pass,,2015/2016
,,,,,,,,,,,,,,,,2.4964,,,,,,,,,,,,,,,227d1f83-86f0-4b04-b6e5-d3c4390b9d4f,57,,,"[71.5, 13.7]",267327,1,,,,1.2829524,,Right Foot,,,,"[85.8, 62.0]",,High Pass,50.372414,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,True,,,,1,From Throw In,Neymar da Silva Santos Junior,4320.0,Left Wing,5,Barcelona,217,"['97dad830-2807-40cf-93e8-ebbe605d689b', 'c3e84876-406f-4e80-b284-dc0559403b55']",3,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:03.982,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.0646,,,,,,,,,,,,,,,4a320eec-9ff7-4965-8ad7-f671d3ceeb0e,61,,,"[71.8, 80.0]",267327,1,,,,-0.9272952,,,,,,"[76.6, 73.6]",,Low Pass,8.0,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,Throw-in,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,6,Barcelona,217,['84abc219-bf1c-4cdc-a4e0-2687f23cf158'],10,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:10.977,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.0376,,,,,,,,,,,,,,,8b9e937a-48d6-41c6-ae95-07d136e9d5f0,64,,,"[76.6, 73.6]",267327,1,,,,2.9669204,,Left Foot,,,,"[69.8, 74.8]",,Ground Pass,6.905071,,,Daniel Alves da Silva,4324.0,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,6,Barcelona,217,['74252f5a-e9f8-4186-ac23-1fd7e6d67ea1'],12,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:12.081,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.0517,,,,,,,,,,,,,,,42c923ea-ce2e-4201-aa97-4d2315551ee6,66,,,"[69.8, 76.2]",267327,1,,,,-1.856351,,Right Foot,,,,"[66.6, 65.3]",,Ground Pass,11.360018,,,Ivan Rakitić,5470.0,,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,6,Barcelona,217,['f8fdf882-5da0-4e09-ab04-7fa15ea27350'],13,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:13.119,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.153853,,,,,,,,,,,,,,,0df4cee4-43af-458d-97e6-065c1e4fd934,69,,,"[66.4, 66.2]",267327,1,,,,2.072703,,Right Foot,,,,"[61.9, 74.4]",,Ground Pass,9.353609,,,Daniel Alves da Silva,4324.0,,,,,,,1,From Throw In,Ivan Rakitić,5470.0,Right Center Midfield,6,Barcelona,217,['beb0cb6a-10ff-4e94-a731-eccc1fa0f3d0'],14,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:14.333,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.5258,,,,,,,,,,,,,,,86a89a9f-82f2-430d-aaa4-1b447d46c7af,72,,,"[61.3, 75.0]",267327,1,,,,-2.7565572,,Right Foot,,,,"[42.3, 67.3]",,Ground Pass,20.500975,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,6,Barcelona,217,['635b3189-dc37-47e6-aa92-dfc30af53fe4'],15,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:15.935,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.8536,,,,,,,,,,,,,,,14da787a-26bb-4ccf-b255-3e3b214ec719,75,,,"[41.9, 65.1]",267327,1,,,,-1.4359268,,Right Foot,,,,"[46.5, 31.2]",,Ground Pass,34.21067,,,Thomas Vermaelen,6332.0,,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Right Center Back,6,Barcelona,217,['1a5ba710-926b-45cf-8cc0-0b4de6362f5f'],18,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:18.527,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.3498,,,,,,,,,,,,,,,fbf993ed-3f4c-41a8-be12-08705ffdab8e,78,,,"[65.6, 18.2]",267327,1,,,,-0.80667156,,Left Foot,,,,"[81.7, 1.4]",,Ground Pass,23.269077,,,Jérémy Mathieu,10609.0,,,,,,,1,From Throw In,Thomas Vermaelen,6332.0,Left Center Back,6,Barcelona,217,['5851e2d1-e9a4-48f1-a053-354b906fc982'],24,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:24.802,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.172101,,,,,,,,,,,,,,,73080168-9d61-49af-a875-ece8404cc973,81,,,"[80.8, 2.2]",267327,1,,,,1.9936502,,Left Foot,,,,"[75.4, 14.2]",,Ground Pass,13.159027,,,Sergi Roberto Carnicer,6379.0,,,,,,,1,From Throw In,Jérémy Mathieu,10609.0,Left Back,6,Barcelona,217,['66b5421a-1a80-408c-aaf3-2bd637da767b'],27,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:27.529,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.5676,,,,,,,,,,,,,,,1ee3d2df-b173-41d1-9f4c-9479d59f5d8e,84,,,"[74.3, 11.3]",267327,1,,,,0.3142319,,Right Foot,,,,"[82.3, 13.9]",,Ground Pass,8.411897,,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,From Throw In,Sergi Roberto Carnicer,6379.0,Left Center Midfield,6,Barcelona,217,['34e29bea-6d04-4f95-b21e-df89d677f864'],29,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:29.382,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.853698,,,,,,,,,,,,,,,5c3e6228-86f6-4aa0-aeef-4e553b1efd90,87,,,"[81.2, 13.9]",267327,1,,,,-2.2587597,,Right Foot,,,,"[75.2, 6.6]",,Ground Pass,9.449339,,,Sergi Roberto Carnicer,6379.0,,,,,,,1,From Throw In,Neymar da Silva Santos Junior,4320.0,Left Wing,6,Barcelona,217,"['64a30f34-d6f4-4bc4-820e-e5616802d1ba', 'a5563486-eb47-4d20-8954-a47c3cfee052']",29,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:29.949,Pass,True,2015/2016
,,,,,,,,,,,,,,,,1.1489,,,,,,,,,,,,,,,4672e7fe-cadd-4823-912b-71dfb81fc375,90,,,"[84.3, 4.2]",267327,1,,,,-0.35507154,,Right Foot,,,,"[93.2, 0.9]",,Ground Pass,9.492102,,,Jérémy Mathieu,10609.0,,,,,,,1,From Throw In,Sergi Roberto Carnicer,6379.0,Left Center Midfield,6,Barcelona,217,['68b00a82-714a-493e-a3ae-f4ff02ae517f'],32,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:32.455,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.776676,,,,,,,,,,,,,,,bdc6083a-3548-4197-b416-b7bc735b9bbd,93,,,"[90.8, 7.7]",267327,1,,,,2.4733033,,Left Foot,,,,"[83.2, 13.7]",,Ground Pass,9.682975,,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,From Throw In,Jérémy Mathieu,10609.0,Left Back,6,Barcelona,217,['4a2a62c2-78a2-49cd-a244-90f1cf6d156d'],35,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:35.072,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.3828,,,,,,,,,,,,,,,d5604635-6392-4ef7-83fb-4eb3d7267f1c,101,,,"[72.9, 23.3]",267327,1,,,,2.2050385,,Right Foot,,,,"[60.1, 40.7]",,Ground Pass,21.600925,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,From Throw In,Neymar da Silva Santos Junior,4320.0,Left Wing,6,Barcelona,217,['38c6bfb1-077b-450d-928f-b7bb523cf2cc'],40,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:40.679,Pass,,2015/2016
,,,,,,,,,,,,,,,,2.3827,,,,,,,,,,,,,,,58059daa-9a8d-4a40-a379-f9707b750598,105,,,"[61.8, 46.7]",267327,1,,,,0.68964666,,Right Foot,,,,"[90.9, 70.7]",,Ground Pass,37.720154,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Right Center Back,6,Barcelona,217,['e329657e-fe3d-4f59-b1cc-6e8dd4e4874f'],43,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:43.358,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.9276,,,,,,,,,,,,,,,2328057b-aaa1-4597-ae79-a431ebf33d08,109,,,"[92.9, 67.7]",267327,1,,,,-2.1885521,,Left Foot,,,,"[90.2, 63.9]",,Ground Pass,4.661545,Incomplete,,Daniel Alves da Silva,4324.0,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,6,Barcelona,217,"['08358de6-93c9-4b77-afc4-42bc4a551ccd', '35f4e82a-6b08-4e67-9d20-4ec00708fbe6', 'f2729d0a-7ff3-4e12-8ed3-100dd7ef2c74']",47,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:47.408,Pass,True,2015/2016
,,,,,,,,,,,,,,,,4.861219,,,,,,,,,,,,,,,3cbbaf01-e07f-4d51-bf07-2e9b01c470ae,118,,,"[43.4, 0.1]",267327,2,True,,,0.05470042,,,,,,"[78.1, 2.0]",,High Pass,34.75198,Incomplete,,Alfred John Momar N''Diaye,5671.0,,,,,,Throw-in,1,From Throw In,Juan Manuel Vargas Risco,27347.0,Left Back,7,Real Betis,218,"['4fd7d62e-1572-4d7c-a5db-29b4cf7425e4', '8a640483-e7e5-4a52-98f7-37d9e46cbfa5']",25,,,,,,,,,,,,,,,,,,Real Betis,218,00:02:25.228,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.779212,,,,,,,,,,,,,,,5be2341a-8f3b-48e7-ae18-985b529315db,124,,,"[21.4, 74.5]",267327,2,,,,-1.3717145,,Right Foot,,,,"[26.0, 51.7]",,Ground Pass,23.259407,,,Thomas Vermaelen,6332.0,,,,,,Free Kick,1,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,8,Barcelona,217,['1964941c-1528-45bb-81aa-c6592fa61593'],34,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:34.964,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.319362,,,,,,,,,,,,,,,5480908b-81b3-4cb0-b168-6f397f78b61c,127,,,"[31.4, 42.1]",267327,2,,,,-1.329486,,Left Foot,,,,"[39.3, 10.0]",,Ground Pass,33.057827,,,Jérémy Mathieu,10609.0,,,,,,,1,From Free Kick,Thomas Vermaelen,6332.0,Left Center Back,8,Barcelona,217,['33cba2a0-0393-4d87-bb5f-f91461f631af'],38,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:38.474,Pass,,2015/2016
