50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,1.7277,,,,,,,,,,,,,,,,af609869-54b6-4c8f-b658-0adf6ac146b7,16,,,"[49.3, 67.0]",70225,0,,,,True,2.1368513,,,,,,"[43.2, 76.6]",,High Pass,,11.374093,,Incomplete,,Daniel Alves da Silva,4324.0,,,,,Recovery,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Granada,1049,"['42fc7d6d-8571-46f9-beb7-a8b62f39c8f7', '66242fd1-bb50-4707-a3a4-318563e6b86f', 'b1b1415a-393c-4713-95ee-edb886be60d9', 'f0d81aba-6f5a-408e-9d4b-eed61d9aa85c']",10,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:10.703,Pass,True,2011/2012
,,,,,,,,,,,,,,,1.1003,,,,,,,,,,,,,,,,38a4c5d9-3f82-46e2-a804-e92ed74d53cc,23,,,"[3.3, 60.5]",70225,0,,,,,-0.21264492,,Left Foot,,,,"[20.9, 56.7]",,Ground Pass,,18.005554,,Incomplete,,Seydou Kéita,20169.0,,,,,,1,From Kick Off,Daniel Alves da Silva,4324.0,Right Back,2,Granada,1049,"['b9dba585-b931-4823-9142-d7f721b64027', 'be30d8c0-2e1d-41ec-b2c7-89d164255e25', 'eea17d96-baab-438b-9371-573ba4e7c25e']",18,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:18.987,Pass,True,2011/2012
,,,,,,,,,,,,,,,2.5503,,,,,,,,,,,,,,,,40b14472-1a79-4538-8e3e-671415e4b9b6,29,,,"[6.0, 36.0]",70225,0,,True,,,-0.50755244,,Right Foot,,,,"[62.1, 4.8]",,High Pass,,64.19229,,Incomplete,,,,,,,,Goal Kick,1,From Goal Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,3,Barcelona,217,['31fe425f-8145-4693-926a-a733613c6fc5'],37,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:37.392,Pass,,2011/2012
,,,,,,,,,,,,,,,1.5233,,,,,,,,,,,,,,,,36e5542e-7dbb-45c6-a551-bcede62ed427,31,,,"[63.4, 1.0]",70225,0,,,,,2.7713366,,,,,,"[48.2, 6.9]",,High Pass,,16.304907,,,,Carles Puyol i Saforcada,20125.0,,,,,Throw-in,1,From Throw In,Adriano Correia Claro,22102.0,Left Back,4,Barcelona,217,['e0463f07-00df-48e7-8437-8a9d3b719ca5'],51,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:51.938,Pass,,2011/2012
,,,,,,,,,,,,,,,2.2783,,,,,,,,,,,,,,,,1fe6f084-a163-467c-ad61-7ce16875dbab,34,,,"[48.9, 8.3]",70225,0,,,,,1.7869503,,Right Foot,,,,"[41.5, 42.0]",,Ground Pass,,34.5029,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Throw In,Carles Puyol i Saforcada,20125.0,Left Center Back,4,Barcelona,217,['984b4bff-2075-40bd-96ef-bbce27322a47'],54,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:54.760,Pass,,2011/2012
,,,,,,,,,,,,,,,1.599576,,,,,,,,,,,,,,,,b16ff20e-b842-4472-943f-5bf00f2a3d73,37,,,"[41.5, 42.0]",70225,0,,,,,-1.253051,,Right Foot,,,,"[48.9, 19.5]",,Ground Pass,,23.68565,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,4,Barcelona,217,['652a65c9-4022-406d-a487-6bdad11b86cc'],58,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:58.044,Pass,,2011/2012
,,,,,,,,,,,,,,,1.1359,,,,,,,,,,,,,,,,d905a6fc-7ed8-4339-a49d-042b864af03a,41,,,"[49.3, 14.6]",70225,1,,,,,0.03844259,,Left Foot,,,,"[57.1, 14.9]",,Ground Pass,,7.805767,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,1,From Throw In,Carles Puyol i Saforcada,20125.0,Left Center Back,4,Barcelona,217,"['53b44ace-c5df-4a14-8089-fcd7584a9a16', 'b548a146-8816-4e38-a5dd-b4f5be98e496']",0,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:00.869,Pass,True,2011/2012
,,,,,,,,,,,,,,,0.893899,,,,,,,,,,,,,,,,2e976b9d-ce4c-4a7a-95ae-2816bce43b20,44,,,"[56.2, 28.1]",70225,1,,,,,1.6500999,,Right Foot,,,,"[55.0, 43.2]",,Ground Pass,,15.147607,,,,Xavier Hernández Creus,20131.0,,,,,,1,From Throw In,Thiago Alcântara do Nascimento,5208.0,Left Center Midfield,4,Barcelona,217,['ae1cdf6d-6573-4ddb-80c9-b433f2810d89'],4,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:04.560,Pass,,2011/2012
,,,,,,,,,,,,,,,1.9549,,,,,,,,,,,,,,,,9bf58e43-839b-4b67-aacd-fac83961d6fc,47,,,"[55.0, 46.8]",70225,1,,,,,1.1659045,,Right Foot,,,,"[64.0, 67.8]",,Ground Pass,,22.847319,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Center Defensive Midfield,4,Barcelona,217,['514980bd-7974-485a-93aa-2be62bbceb89'],7,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:07.154,Pass,,2011/2012
,,,,,,,,,,,,,,,1.0313,,,,,,,,,,,,,,,,c7a39173-3eab-42e9-a0db-2654c83b5870,50,,,"[64.0, 67.8]",70225,1,,,,,-1.7616274,,Right Foot,,,,"[62.3, 59.0]",,Ground Pass,,8.962701,,,,Xavier Hernández Creus,20131.0,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,4,Barcelona,217,['785d3518-3940-43e3-a50b-6fea2062dd39'],9,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:09.603,Pass,,2011/2012
,,,,,,,,,,,,,,,1.2774,,,,,,,,,,,,,,,,bb3682a0-8ca6-4a20-9c06-96c1ccf4ef53,53,,,"[66.1, 61.7]",70225,1,,,,,0.8010219,,Right Foot,,,,"[78.7, 74.7]",,Ground Pass,,18.104143,,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Center Defensive Midfield,4,Barcelona,217,['652f2527-c8e3-45cb-8d30-c2b2f2246ee3'],12,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:12.660,Pass,,2011/2012
,,,,,,,,,,,,,,,1.2058,,,,,,,,,,,,,,,,08cbc650-1ff8-43a8-8965-49fe4f2b7432,57,,,"[77.7, 76.0]",70225,1,,,,,-3.1217933,,Right Foot,,,,"[67.6, 75.8]",,Ground Pass,,10.10198,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Throw In,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,4,Barcelona,217,['c0795c5f-bc9e-4186-9b1f-3c93587016bd'],15,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:15.818,Pass,,2011/2012
,,,,,,,,,,,,,,,0.8953,,,,,,,,,,,,,,,,3c2cfdc6-3eac-43ab-a15b-584b7009cee1,60,,,"[68.8, 75.6]",70225,1,,,,,-1.8377093,,Right Foot,,,,"[65.3, 62.8]",,Ground Pass,,13.269891,,,,Xavier Hernández Creus,20131.0,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,4,Barcelona,217,['fa93bf52-23d5-4525-8a16-2dd1a2f9d49c'],18,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:18.513,Pass,,2011/2012
,,,,,,,,,,,,,,,0.7952,,,,,,,,,,,,,,,,ca8b5eeb-0e60-4c26-8b0d-e5695c3a9e0d,64,,,"[64.6, 63.2]",70225,1,,,,,1.6195382,,Right Foot,,,,"[64.2, 71.4]",,Ground Pass,,8.20975,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Center Defensive Midfield,4,Barcelona,217,['ecb01420-2f12-4c84-9d8e-1aa4fde254e6'],19,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:19.892,Pass,,2011/2012
,,,,,,,,,,,,,,,0.6734,,,,,,,,,,,,,,,,17ff0724-da20-4849-bb97-a21f5dd3e04d,67,,,"[64.2, 71.4]",70225,1,,,,,-1.2306992,,Right Foot,,,,"[66.5, 64.9]",,Ground Pass,,6.8949256,,Incomplete,,Xavier Hernández Creus,20131.0,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,4,Barcelona,217,"['0271aad3-bb3c-4104-bffb-32db4887c2d3', '35ac10f2-c5b0-47a6-9be4-119a960b3705']",20,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:20.727,Pass,,2011/2012
,,,,,,,,,,,,,,,1.3228,,,,,,,,,,,,,,,,0a2bd2e8-5dd1-4913-922d-f15fde5fd40d,72,,,"[77.8, 14.0]",70225,1,,,,,-1.5434059,,Right Foot,,,,"[78.0, 6.7]",,Ground Pass,,7.302739,,,,Carlos Jorge Neto Martins,26171.0,,,,,,1,Regular Play,Odion Jude Ighalo,5458.0,Center Forward,5,Granada,1049,['4d3c7b16-b4b3-48b7-a903-eec335a439bc'],26,,,,,,,,,,,,,,,,,,Granada,1049,00:01:26.396,Pass,,2011/2012
,,,,,,,,,,,,,,,0.7892,,,,,,,,,,,,,,,,88f566cd-55a7-4cc8-88a8-e455df7144b1,76,,,"[91.5, 5.6]",70225,1,,,,,0.0,,Left Foot,,,,"[98.8, 5.6]",,Ground Pass,,7.3,,,,Daniel González Benítez,26779.0,,,,,,1,Regular Play,Carlos Jorge Neto Martins,26171.0,Center Attacking Midfield,5,Granada,1049,"['6ea7d744-378a-43a5-8caa-d82fb23fda49', '7816123b-bc1b-4e81-860a-58aa580adb03']",31,,,,,,,,,,,,,,,,,,Granada,1049,00:01:31.812,Pass,True,2011/2012
,,,,,,,,,,,,,,,0.791,,,,,,,,,,,,,,,,53eecb76-1407-4cce-a97c-07445c1bbb6c,79,,,"[99.9, 5.6]",70225,1,,,,,3.032274,,Left Foot,,,,"[91.7, 6.5]",,Ground Pass,,8.249243,,,,Carlos Jorge Neto Martins,26171.0,,,,,,1,Regular Play,Daniel González Benítez,26779.0,Left Wing,5,Granada,1049,['b1d7419c-1f94-4683-8441-601f9ba8cd41'],33,,,,,,,,,,,,,,,,,,Granada,1049,00:01:33.338,Pass,,2011/2012
,,,,,,,,,,,,,,,0.556,,,,,,,,,,,,,,,,899bf776-6297-435f-978a-a4347e4558b8,87,,,"[45.7, 74.0]",70225,1,,,,,-0.31705576,,Left Foot,,,,"[52.1, 71.9]",,Ground Pass,,6.735726,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Seydou Kéita,20169.0,Right Center Midfield,6,Barcelona,217,"['3034523b-5cb4-400b-8670-d8465ec09cad', 'fa0af323-9ad5-4736-bf01-4fb1d599960f']",38,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:38.054,Pass,True,2011/2012
,,,,,,,,,,,,,,,1.1458,,,,,,,,,,,,,,,,f4b96eea-68ba-49c9-b3a3-39b4094e0f4c,89,,,"[52.2, 71.8]",70225,1,,,,,-1.95809,,Right Foot,,,,"[49.1, 64.2]",,Ground Pass,,8.207923,,,,Seydou Kéita,20169.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,6,Barcelona,217,['558d8832-a43a-428c-8e20-d4abd9c1bd54'],38,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:38.610,Pass,,2011/2012
,,,,,,,,,,,,,,,1.7981,,,,,,,,,,,,,,,,eb5875ed-3857-4f72-9124-dc55088ade67,92,,,"[48.2, 51.6]",70225,1,,,,,-1.5130827,,Left Foot,,,,"[49.5, 29.1]",,Ground Pass,,22.537525,,,,Adriano Correia Claro,22102.0,,,,,,1,Regular Play,Seydou Kéita,20169.0,Right Center Midfield,6,Barcelona,217,['f764bd66-0c1d-4462-9fbc-0c54f264c089'],40,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:40.922,Pass,,2011/2012
,,,,,,,,,,,,,,,0.699,,,,,,,,,,,,,,,,06e97e84-9f53-44ee-9d3f-e615290e9843,94,,,"[49.1, 27.3]",70225,1,,,,,1.049362,,Left Foot,,,,"[54.5, 36.7]",,Ground Pass,,10.840664,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Adriano Correia Claro,22102.0,Left Back,6,Barcelona,217,['709dcc3d-092d-45cb-b656-b78be7f38b2a'],42,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:42.720,Pass,,2011/2012
,,,,,,,,,,,,,,,1.2386,,,,,,,,,,,,,,,,a1324bb3-65b8-4fd2-abd7-ad0a9c0c8162,97,,,"[55.6, 34.2]",70225,1,,,,,-1.5363272,,Right Foot,,,,"[56.0, 22.6]",,Ground Pass,,11.6068945,,,,Adriano Correia Claro,22102.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Center Defensive Midfield,6,Barcelona,217,['cb7e333c-5a46-4a6f-b7db-1ab933ee218f'],44,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:44.023,Pass,,2011/2012
,,,,,,,,,,,,,,,1.185667,,,,,,,,,,,,,,,,73fcb5c8-513c-4b54-8854-418461d9ed3e,100,,,"[61.0, 17.2]",70225,1,,,,,-0.9219832,,Right Foot,,,,"[70.1, 5.2]",,Ground Pass,,15.060212,,,,Juan Isaac Cuenca López,26776.0,,,,,,1,Regular Play,Adriano Correia Claro,22102.0,Left Back,6,Barcelona,217,['4690ad55-702e-4d24-9b7d-17a4472b0d80'],45,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:45.831,Pass,,2011/2012
,,,,,,,,,,,,,,,1.1437,,,,,,,,,,,,,,,,2196d688-bb7d-4866-b159-b77420814bbf,103,,,"[77.2, 5.8]",70225,1,,,,,2.158799,,Right Foot,,,,"[68.2, 19.3]",,Ground Pass,,16.224981,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Juan Isaac Cuenca López,26776.0,Left Wing,6,Barcelona,217,['9e3ed5c1-bed9-4226-b4d5-0d811fc6d902'],49,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:49.299,Pass,,2011/2012
,,,,,,,,,,,,,,,1.1505,,,,,,,,,,,,,,,,ba447d44-eb1f-4c8c-8d97-87ca95908084,106,,,"[71.3, 20.7]",70225,1,,,,,-0.51633716,,Right Foot,,,,"[90.5, 9.8]",,Ground Pass,,22.07827,,,,Juan Isaac Cuenca López,26776.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Center Defensive Midfield,6,Barcelona,217,['e9b31804-84f8-48e9-89aa-f4ea54847a55'],53,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:53.121,Pass,,2011/2012
,,,,,,,,,,,,,,,0.8082,,,,,,,,,,,,,,,,fa8eb7a2-162f-4e6f-822f-a0ffdad3d664,110,,,"[97.2, 20.1]",70225,1,,,,,2.5381591,,Right Foot,,,,"[89.8, 25.2]",,Ground Pass,,8.987213,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Juan Isaac Cuenca López,26776.0,Left Wing,6,Barcelona,217,['42c4a214-c9c9-49d1-a971-93ee843dfbc0'],56,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:56.672,Pass,,2011/2012
,,,,,,,,,,,,,,,0.7637,,,,,,,,,,,,,,,,93a8d2ba-509d-4fa6-9c48-55393d1da35b,113,,,"[105.2, 20.5]",70225,2,,,,,2.7985687,,Right Foot,,,,"[101.0, 22.0]",,Ground Pass,,4.4598207,,,,Juan Isaac Cuenca López,26776.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Center Defensive Midfield,6,Barcelona,217,['80e63bf4-3b7d-43f0-b5a1-ae13102524fe'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:00.505,Pass,,2011/2012
,,,,,,,,,,,,,,,1.1207,,,,,,,,,,,,,,,,33b043bc-ddd0-4def-abba-1abc014c1703,116,,,"[98.5, 22.6]",70225,2,,,,,-3.005744,,Right Foot,,,,"[84.6, 20.7]",,Ground Pass,,14.029255,,,,Adriano Correia Claro,22102.0,,,,,,1,Regular Play,Juan Isaac Cuenca López,26776.0,Left Wing,6,Barcelona,217,['30ab6306-7be8-45b6-ae6f-57d5b06d22b4'],2,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:02.042,Pass,,2011/2012
,,,,,,,,,,,,,,,1.1999,,,,,,,,,,,,,,,,84d780a6-5d11-4741-adcb-35e2f782c9fc,120,,,"[83.5, 19.9]",70225,2,,,,,-0.5107508,,Right Foot,,,,"[95.1, 13.4]",,Ground Pass,,13.296992,,,,Juan Isaac Cuenca López,26776.0,,,,,,1,Regular Play,Adriano Correia Claro,22102.0,Left Back,6,Barcelona,217,"['831174a0-ba9f-4571-9927-ff993f782378', '97add554-9141-4a34-b2b1-aaf1acc75f73']",3,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:03.202,Pass,True,2011/2012
