50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,1.64,,,,,,,,,,,,,c30f7c2b-6d8d-45f7-b8c2-ab4b641afec0,18,,"[47.0, 73.0]",16265,0,,,,-2.5269296,,Right Foot,,,"[30.0, 61.0]",,Ground Pass,,20.808653,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Kick Off,Nélson Cabral Semedo,6374.0,Right Back,2,Barcelona,217,['4d8ae325-e940-4588-a4ea-a5f8cbeebe25'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:00:09.972,Pass,,2018/2019
,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,191ee136-0373-4d0f-b600-bd5e5e1d1267,21,,"[30.0, 60.0]",16265,0,,,,0.7140907,,Right Foot,,,"[45.0, 73.0]",,Ground Pass,,19.849434,,,,,Nélson Cabral Semedo,6374.0,,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['70590e8c-784f-4471-a70e-16b65a464927'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:00:13.612,Pass,,2018/2019
,,,,,,,,,,,,,,0.9223,,,,,,,,,,,,,b0fc9959-68b1-475c-9bbc-85e8562d5255,25,,"[50.0, 75.0]",16265,0,,,,-1.4711276,,Left Foot,,,"[51.0, 65.0]",,Ground Pass,,10.049875,,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,,1,From Kick Off,Nélson Cabral Semedo,6374.0,Right Back,2,Barcelona,217,['d5de847c-117a-40f0-a70a-63e48cfa495a'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:00:18.288,Pass,,2018/2019
,,,,,,,,,,,,,,1.6474,,,,,,,,,,,,,d2368e00-0779-40c8-9f19-bcd430cd11f2,29,,"[50.0, 66.0]",16265,0,,,,3.1415927,,Left Foot,,,"[35.0, 66.0]",,Ground Pass,,15.0,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Kick Off,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,2,Barcelona,217,['36e48bf9-6983-4c53-b1fd-b660cf8cc028'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:00:20.301,Pass,,2018/2019
,,,,,,,,,,,,,,1.28,,,,,,,,,,,,,6fa5f3de-0ead-4d2f-a7f0-965d0cb82921,32,,"[31.0, 65.0]",16265,0,,,,-1.6575347,,Right Foot,,,"[29.0, 42.0]",,Ground Pass,,23.086792,,,,,Ivan Rakitić,5470.0,,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['8d41426e-d76c-4c59-807a-cb86a6b3529c'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:00:22.788,Pass,,2018/2019
,,,,,,,,,,,,,,1.24,,,,,,,,,,,,,8ae9b47f-5370-4fee-9e05-555174de72af,35,,"[30.0, 41.0]",16265,0,,,,-1.5182133,,Right Foot,,,"[31.0, 22.0]",,Ground Pass,,19.026299,,,,,Clément Lenglet,6826.0,,,,,,,1,From Kick Off,Ivan Rakitić,5470.0,Center Defensive Midfield,2,Barcelona,217,['19130efc-336d-4787-a9cc-bca7b5def68f'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:00:25.086,Pass,,2018/2019
,,,,,,,,,,,,,,1.24,,,,,,,,,,,,,b6596ed1-08d5-4a87-8293-43047372115a,39,,"[31.0, 21.0]",16265,0,,,,-0.93804747,,Left Foot,,,"[42.0, 6.0]",,Ground Pass,,18.601076,,,,,Jordi Alba Ramos,5211.0,,,,,,,1,From Kick Off,Clément Lenglet,6826.0,Left Center Back,2,Barcelona,217,"['5707043b-d02f-4700-83f0-6e00b1b54887', '8309150f-5374-4184-8a8b-b1913f23ae62']",26,,,,,,,,,,,,,,,,,Barcelona,217,00:00:26.926,Pass,True,2018/2019
,,,,,,,,,,,,,,1.32,,,,,,,,,,,,,009f98e4-1d2e-4642-9e73-1233d2e49a52,42,,"[42.0, 6.0]",16265,0,,,,0.4266275,,Left Foot,,,"[64.0, 16.0]",,Ground Pass,,24.166092,,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,['76920b3f-45d0-486f-b41e-fe4061283236'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:00:29.046,Pass,,2018/2019
,,,,,,,,,,,,,,3.3115,,,,,,,,,,,,,a45048b3-b321-4389-83b1-277ec096e0aa,46,,"[65.0, 10.0]",16265,0,,,,0.04164258,,Left Foot,,,"[113.0, 12.0]",,Low Pass,,48.04165,,,,,Ousmane Dembélé,5477.0,,,,Through Ball,True,,1,From Kick Off,Luis Alberto Suárez Díaz,5246.0,Center Forward,2,Barcelona,217,['a307afd0-0148-42ed-ac6d-228a31a5f822'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:00:31.486,Pass,,2018/2019
,,,,,,,,,,,,,,0.7438,,,,,,,,,,,,,c81b1a3f-2552-49bc-967d-1df0707b2907,50,,"[111.0, 16.0]",16265,0,,,,1.7454685,,Right Foot,True,,"[108.0, 33.0]",,Low Pass,,17.262676,,,Incomplete,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,,1,From Kick Off,Ousmane Dembélé,5477.0,Left Wing,2,Barcelona,217,"['530d9339-eb60-45da-8dc3-26dbeb369684', 'b7742369-9c35-49a3-b849-01c39d1c9d86', 'c2f683eb-14c0-4b2b-a5d8-2a75f36cef8e']",37,,,,,,,,,,,,,,,,,Barcelona,217,00:00:37.705,Pass,True,2018/2019
,,,,,,,,,,,,,,1.360307,,,,,,,,,,,,,75c1327b-da97-4b3f-a63e-a9cee0fb183a,55,,"[28.0, 56.0]",16265,0,,,,0.13255154,,Right Foot,,,"[58.0, 60.0]",,Low Pass,,30.265491,,,,,Willian José da Silva,6721.0,,,,,,,1,From Kick Off,Igor Zubeldia Elorza,6676.0,Center Defensive Midfield,2,Barcelona,217,['78804cbd-7cd3-4df7-af88-7ef1b28579e4'],41,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:41.384,Pass,,2018/2019
,,,,,,,,,,,,,,0.84,,,,,,,,,,,,,35801e9d-e1b0-4bb6-8adc-1ecda847434f,63,,"[65.0, 8.0]",16265,0,,,,-0.27829966,,Right Foot,,,"[72.0, 6.0]",,Ground Pass,,7.28011,,,,,Ousmane Dembélé,5477.0,,,,,,,1,From Kick Off,Ivan Rakitić,5470.0,Center Defensive Midfield,2,Barcelona,217,"['338cc363-f424-4b51-82f0-89a019f8f42f', '8fe12730-b41b-468a-bcfe-946cc9545234']",47,,,,,,,,,,,,,,,,,Barcelona,217,00:00:47.294,Pass,True,2018/2019
,,,,,,,,,,,,,,0.6434,,,,,,,,,,,,,31702968-5054-480b-83a5-563396af4907,67,,"[74.0, 4.0]",16265,0,,,,0.98279375,,Right Foot,,,"[78.0, 10.0]",,Ground Pass,,7.2111025,,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,,1,From Kick Off,Ousmane Dembélé,5477.0,Left Wing,2,Barcelona,217,"['2ada69bf-a45f-4861-bcc2-6a0e203b5a92', 'ce4a1a83-d60d-49f8-8a76-f9f83311f186']",49,,,,,,,,,,,,,,,,,Barcelona,217,00:00:49.365,Pass,True,2018/2019
,,,,,,,,,,,,,,0.9099,,,,,,,,,,,,,8646ae3c-a7d6-4562-9d09-bdb292568a5b,69,,"[79.0, 10.0]",16265,0,,,,-2.6779451,,Right Foot,,,"[67.0, 4.0]",,Ground Pass,,13.416408,,,,,Ivan Rakitić,5470.0,,,,,,,1,From Kick Off,Luis Alberto Suárez Díaz,5246.0,Center Forward,2,Barcelona,217,['0b2a1041-9121-4a94-be09-80dfd3098a9c'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:00:50.009,Pass,,2018/2019
,,,,,,,,,,,,,,1.1688,,,,,,,,,,,,,575cfc6e-aef1-44e5-8147-53eb9aaf6ccb,73,,"[67.0, 2.0]",16265,0,,,,1.735945,,Right Foot,,,"[65.0, 14.0]",,Ground Pass,,12.165525,,,,,Arthur Henrique Ramos de Oliveira Melo,11392.0,,,,,,,1,From Kick Off,Ivan Rakitić,5470.0,Center Defensive Midfield,2,Barcelona,217,"['81a649de-1abe-43e0-92b9-ff65b75edacf', 'caa50bc8-9abe-427d-86db-bef75b71162d']",51,,,,,,,,,,,,,,,,,Barcelona,217,00:00:51.239,Pass,True,2018/2019
,,,,,,,,,,,,,,1.12,,,,,,,,,,,,,c2033207-0e7d-485c-bd14-883f2151e61e,77,,"[65.0, 14.0]",16265,0,,,,-2.3561945,,Right Foot,,,"[57.0, 6.0]",,Ground Pass,,11.313708,,,,,Jordi Alba Ramos,5211.0,,,,,,,1,From Kick Off,Arthur Henrique Ramos de Oliveira Melo,11392.0,Left Center Midfield,2,Barcelona,217,['8790c753-07ff-410e-a6f5-c1913599d694'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:00:52.502,Pass,,2018/2019
,,,,,,,,,,,,,,1.7383,,,,,,,,,,,,,513afba0-e287-4cd5-8c26-aa9c82e24df1,80,,"[57.0, 6.0]",16265,0,,,,1.7681919,,Left Foot,,,"[52.0, 31.0]",,Ground Pass,,25.495098,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,"['2c3f4cd0-a6dc-4a89-b943-8a47c263a664', '9bcc6ddd-c67b-400f-8715-743f220b439e']",53,,,,,,,,,,,,,,,,,Barcelona,217,00:00:53.622,Pass,True,2018/2019
,,,,,,,,,,,,,,2.4,,,,,,,,,,,,,fea66231-f215-432e-8078-d486e8beba24,84,,"[59.0, 32.0]",16265,0,,,,1.4130276,,Right Foot,,,"[66.0, 76.0]",,Ground Pass,,44.553337,,,,,Nélson Cabral Semedo,6374.0,,,True,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['1ce125f8-afc3-4cb1-b68e-c317b50d7329'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:00:57.381,Pass,,2018/2019
,,,,,,,,,,,,,,1.4373,,,,,,,,,,,,,7a092a24-91e4-4c32-a8ac-cee3097eaac5,87,,"[65.0, 75.0]",16265,1,,,,-2.6011732,,Right Foot,,,"[50.0, 66.0]",,Ground Pass,,17.492855,,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,,1,From Kick Off,Nélson Cabral Semedo,6374.0,Right Back,2,Barcelona,217,['0aaa644f-9a10-4168-baac-5188e71aaf46'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:01:04.871,Pass,,2018/2019
,,,,,,,,,,,,,,0.92,,,,,,,,,,,,,e5a0ac0e-548e-4adc-9845-2e57672900f4,91,,"[50.0, 67.0]",16265,1,,,,-1.0303768,,Right Foot,,,"[56.0, 57.0]",,Ground Pass,,11.661903,,,,,Ivan Rakitić,5470.0,,,,,,,1,From Kick Off,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,2,Barcelona,217,['2656d3e1-a2e8-411d-b1f8-5791eb2e8f6d'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:01:06.548,Pass,,2018/2019
,,,,,,,,,,,,,,0.96,,,,,,,,,,,,,752e304e-858c-4fef-866d-e67965c17023,95,,"[51.0, 53.0]",16265,1,,,,-0.7086263,,Left Foot,,,"[58.0, 47.0]",,Ground Pass,,9.219544,,,,,Arthur Henrique Ramos de Oliveira Melo,11392.0,,,,,,,1,From Kick Off,Ivan Rakitić,5470.0,Center Defensive Midfield,2,Barcelona,217,"['224b931b-0f89-4821-a238-3e13a5c78d0a', '43ec04d6-2aaf-4835-999c-bc4df73c36f0']",8,,,,,,,,,,,,,,,,,Barcelona,217,00:01:08.964,Pass,True,2018/2019
,,,,,,,,,,,,,,0.96,,,,,,,,,,,,,288379c0-d2ac-4770-ada9-7fe8209f158e,98,,"[58.0, 47.0]",16265,1,,,,1.076855,,Right Foot,,,"[65.0, 60.0]",,Ground Pass,,14.764823,,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,,1,From Kick Off,Arthur Henrique Ramos de Oliveira Melo,11392.0,Left Center Midfield,2,Barcelona,217,"['2f4c448d-a588-4fab-a8dc-f3333413f515', 'fd6c8aee-ae7d-4dca-97a6-c9b3cc339203']",9,,,,,,,,,,,,,,,,,Barcelona,217,00:01:09.924,Pass,True,2018/2019
,,,,,,,,,,,,,,0.3724,,,,,,,,,,,,,8b79999b-e1b5-450a-99aa-ecd4af80b564,102,,"[65.0, 60.0]",16265,1,,,,-0.7853982,,Right Foot,,,"[67.0, 58.0]",,Low Pass,,2.828427,,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Kick Off,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,2,Barcelona,217,"['4012af3d-ff54-4a10-8074-7614d7bd1f1b', 'f998c06b-4ca7-4ca0-872f-1fe4c7df56be']",11,,,,,,,,,,,,,,,,,Barcelona,217,00:01:11.276,Pass,,2018/2019
,,,,,,,,,,,,,,1.214,,,,,,,,,,,,,c311101b-21b8-4454-a558-95fd374aec65,106,,"[64.0, 58.0]",16265,1,,,,-0.24497867,,Right Foot,,,"[72.0, 56.0]",,Ground Pass,,8.246211,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,Recovery,1,From Kick Off,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,2,Barcelona,217,['57e4a1fd-eadc-43aa-94b4-6187e2366b4b'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:01:12.509,Pass,,2018/2019
,,,,,,,,,,,,,,0.9308,,,,,,,,,,,,,c71855fa-c3bc-4a4a-9c67-3b7f5f2f6af9,110,,"[93.0, 56.0]",16265,1,,,,-1.19029,,Left Foot,,,"[97.0, 46.0]",,Ground Pass,,10.770329,True,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,2,Barcelona,217,"['86cfc1d6-3343-4e80-91de-09088413f806', 'f0305c38-3997-4af7-aa84-d65954c0b85a']",16,,,,,,,,,,,,,,,,,Barcelona,217,00:01:16.369,Pass,,2018/2019
,,,,,,,,,,,,,,1.124632,,,,,,,,,,,,,730a1bfd-3d73-411f-9178-bf0991e6225e,116,,"[34.0, 14.0]",16265,1,,,,1.5707964,,Right Foot,,,"[34.0, 20.0]",,Ground Pass,,6.0,,,,,Rubén Pardo Gutiérrez,6899.0,,,,,,,1,Regular Play,Juan Miguel Jiménez López,6695.0,Left Wing,3,Real Sociedad,210,"['76b8e592-c860-451d-a8ca-75d2cf6b9475', 'dadb5a5d-ff1a-4cf8-a3b3-9ad3fba946cc']",21,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:21.823,Pass,True,2018/2019
,,,,,,,,,,,,,,0.829832,,,,,,,,,,,,,62bf9a39-8250-4e1c-ae3d-0c60362a91bf,119,,"[34.0, 20.0]",16265,1,,,,-0.1798535,,Right Foot,,,"[45.0, 18.0]",,Ground Pass,,11.18034,,,,,Igor Zubeldia Elorza,6676.0,,,,,,,1,Regular Play,Rubén Pardo Gutiérrez,6899.0,Left Center Midfield,3,Real Sociedad,210,['8a1ee69a-7d34-49a8-bfd6-4be3f4fb3774'],22,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:22.987,Pass,,2018/2019
,,,,,,,,,,,,,,5.50334,,,,,,,,,,,,,9da975f0-f0af-4b84-bef2-8b5919a98cc1,122,,"[52.0, 16.0]",16265,1,,,,-0.20095426,,Right Foot,,,"[106.0, 5.0]",,High Pass,,55.108982,True,,Incomplete,,Willian José da Silva,6721.0,,,,Through Ball,True,,1,Regular Play,Igor Zubeldia Elorza,6676.0,Center Defensive Midfield,3,Real Sociedad,210,"['27d3cdc7-99d7-4c4b-b4a5-a2d252f7b3eb', 'bd6e0388-2942-4335-8a6c-be0f3ea0dbf7']",25,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:25.323,Pass,,2018/2019
,,,,,,,,,,,,,,1.1339,,,,,,,,,,,,,bd6e0388-2942-4335-8a6c-be0f3ea0dbf7,124,,"[15.0, 76.0]",16265,1,,,,-0.6202495,,Right Foot,,,"[22.0, 71.0]",,Ground Pass,,8.602325,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,Recovery,1,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,4,Barcelona,217,"['70d3eec2-348e-4bd5-b3a3-2b72048ad973', '9da975f0-f0af-4b84-bef2-8b5919a98cc1']",30,,,,,,,,,,,,,,,,,Barcelona,217,00:01:30.826,Pass,,2018/2019
,,,,,,,,,,,,,,1.24,,,,,,,,,,,,,dc443bdf-1fcf-4064-8504-aa6ec8214ff8,127,,"[31.0, 69.0]",16265,1,,,,-1.6142472,,Right Foot,,,"[30.0, 46.0]",,Ground Pass,,23.021729,,,,,Ivan Rakitić,5470.0,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,4,Barcelona,217,['7bf0cbb8-a838-4dbf-a6fc-c02f30e1f299'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:01:36.847,Pass,,2018/2019
,,,,,,,,,,,,,,1.24,,,,,,,,,,,,,e2444a02-b892-45e7-b6fb-b94a01fea253,130,,"[34.0, 41.0]",16265,1,,,,-1.5208379,,Right Foot,,,"[35.0, 21.0]",,Ground Pass,,20.024984,,,,,Clément Lenglet,6826.0,,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Center Defensive Midfield,4,Barcelona,217,['f9fb6ac0-b23e-4385-aca2-0d0edd9b5851'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:01:41.367,Pass,,2018/2019
