bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,1.224402,,,,,,,,,,,,,,,7a452f6d-ef26-42f0-8d7a-e00ddc67c78e,1000,,"[35.6, 5.2]",303696,26,,,,1.598112,,Left Foot,,,"[35.1, 23.5]",Low Pass,,18.30683,,,,Thomas Teye Partey,6383.0,,,,,,1,From Throw In,Renan Augusto Lodi dos Santos,26532.0,Left Back,42,Atlético Madrid,212,['ea98e47a-8d53-4fdf-a1c0-af8a5d67b348'],42,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:26:42.831,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,2.24842,,,,,,,,,,,,,,,a701d854-9db9-4aca-a5f1-c7705aee0d63,1003,,"[62.9, 43.8]",303696,26,,,,0.3474366,,Right Foot,,,"[93.0, 54.7]",Ground Pass,,32.01281,,Incomplete,,,,,,,,,1,From Throw In,Thomas Teye Partey,6383.0,Right Defensive Midfield,42,Atlético Madrid,212,['a9d3c129-3e7b-4b08-81c3-1facbc727041'],48,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:26:48.502,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.712629,,,,,,,,,,,,,,,a9d3c129-3e7b-4b08-81c3-1facbc727041,1005,,"[27.1, 25.4]",303696,26,,,,2.6224465,,Left Foot,,,"[7.5, 36.6]",Ground Pass,,22.574322,,,,Marc-André ter Stegen,20055.0,,,,,Recovery,1,Regular Play,Clément Lenglet,6826.0,Left Center Back,43,Barcelona,217,"['759d5a92-716d-4916-8720-d6c0802abe99', '886f10f3-1d03-4088-bfdd-0736e34fb552', 'a701d854-9db9-4aca-a5f1-c7705aee0d63']",50,,,,,,,,,,,,,,,,,,Barcelona,217,00:26:50.751,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,2.169188,,,,,,,,,,,,,,,39bd74a0-2148-4497-b7af-5a02d2e3d5e7,1009,,"[7.8, 35.8]",303696,26,,,,-1.2924967,,Right Foot,,,"[14.0, 14.1]",High Pass,,22.56834,,,,Clément Lenglet,6826.0,,,,,,1,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,43,Barcelona,217,"['95893cb8-0dac-4122-8e22-89a2a94e2f33', 'b9a9084c-1bd1-4b74-9fef-cef489698007']",52,,,,,,,,,,,,,,,,,,Barcelona,217,00:26:52.583,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,1.370797,,,,,,,,,,,,,,,e9cb83ab-e92a-4a18-bd02-328ce8c361e3,1012,,"[14.1, 10.2]",303696,26,,,,-0.15660188,,Left Foot,,,"[27.4, 8.1]",Ground Pass,,13.464768,,,,Ivan Rakitić,5470.0,,,,,,1,Regular Play,Clément Lenglet,6826.0,Left Center Back,43,Barcelona,217,['1f3fc32d-a274-493d-94ad-3475c320a866'],56,,,,,,,,,,,,,,,,,,Barcelona,217,00:26:56.323,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,0.991119,,,,,,,,,,,,,,,7db2c930-4da1-4740-8103-9d20656e0551,1014,,"[27.4, 8.1]",303696,26,,,,2.0470617,,Right Foot,,,"[20.9, 20.7]",Ground Pass,,14.177799,,,,Jordi Alba Ramos,5211.0,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Left Center Midfield,43,Barcelona,217,['0843a877-edd0-4d54-896c-a1ea0d288a39'],57,,,,,,,,,,,,,,,,,,Barcelona,217,00:26:57.694,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.230918,,,,,,,,,,,,,,,9467f690-9e97-4e49-b21f-d292ba5909f0,1018,,"[21.9, 18.9]",303696,26,,,,0.3665754,,Left Foot,,,"[33.1, 23.2]",Ground Pass,,11.997083,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,43,Barcelona,217,"['53f8cc80-7bc0-48fa-b9bc-e838bba256d3', '7279f209-6495-40e0-9b2f-6c443fc9d5e4']",59,,,,,,,,,,,,,,,,,,Barcelona,217,00:26:59.321,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,2.107603,,,,,,,,,,,,,,,870f7ae5-3bee-4724-849c-440918c24dc4,1022,,"[35.0, 27.2]",303696,27,,,,1.2498252,,Right Foot,,,"[47.8, 65.7]",Low Pass,,40.572033,,,,Nélson Cabral Semedo,6374.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,43,Barcelona,217,"['2c0e39a1-a870-48d4-b6eb-3bda06a7a64b', 'a97af168-7c20-4208-a066-8d99a5eef3a1']",2,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:02.002,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,1.447047,,,,,,,,,,,,,,,83a447ec-75b5-444a-82cf-f80c649a3ad6,1025,,"[49.9, 68.9]",303696,27,,,,0.6562509,,Left Foot,,,"[58.6, 75.6]",Ground Pass,,10.980892,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Nélson Cabral Semedo,6374.0,Right Back,43,Barcelona,217,['dbfea352-65e4-4fac-b1a0-0442eb0d9e7d'],4,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:04.947,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,0.813138,,,,,,,,,,,,,,,e4b3ffc4-b803-49b3-960e-d6762bbdf9ff,1028,,"[77.0, 72.5]",303696,27,,,,-0.9984419,,Left Foot,,,"[86.6, 57.6]",Ground Pass,,17.724842,,,,Nélson Cabral Semedo,6374.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,43,Barcelona,217,['d7e8c703-cb58-48c2-9b29-92a431a6e3d5'],9,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:09.826,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,3.055696,,,,,,,,,,,,,,,83911471-5bb1-41c4-a6e0-b923c04788e0,1031,,"[89.7, 57.4]",303696,27,,,,0.7368925,,Right Foot,,,"[111.3, 77.0]",Ground Pass,,29.167105,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Nélson Cabral Semedo,6374.0,Right Back,43,Barcelona,217,['23f2bf51-e24a-4d0b-b61e-c58cd7bbacaa'],12,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:12.233,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.243164,,,,,,,,,,,,,,,36621e51-5029-460d-a23a-c34f76f079b0,1038,,"[112.5, 72.3]",303696,27,,,,-2.785635,,Left Foot,,,"[104.7, 69.4]",Ground Pass,,8.321658,,,,Nélson Cabral Semedo,6374.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,43,Barcelona,217,['0a20f151-cd27-4d13-862e-3f19e629836b'],17,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:17.303,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,0.741344,,,,,,,,,,,,,,,fc27faaa-34a4-49ae-a016-53ad5e1bc3ec,1040,,"[105.4, 67.5]",303696,27,,,,-1.815775,,Right Foot,,,"[103.4, 59.5]",Ground Pass,,8.246211,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,1,Regular Play,Nélson Cabral Semedo,6374.0,Right Back,43,Barcelona,217,['b8598be7-aa1f-4c34-ab4e-65c9aa91433e'],18,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:18.546,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,0.211209,,,,,,,,,,,,,,,edd496d4-da6e-4ef5-87c4-28015d8a241a,1043,,"[103.2, 58.9]",303696,27,,,,-0.5337082,,Right Foot,,,"[105.4, 57.6]",Low Pass,,2.5553865,,Incomplete,,Nélson Cabral Semedo,6374.0,,,,,,1,Regular Play,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,43,Barcelona,217,"['1b53485a-63f0-4778-a77a-3e914339af05', 'd9cff4fd-2294-404a-97c5-2466fb269990']",19,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:19.781,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,3.302949,,,,,,,,,,,,,,,b3bb80dd-1266-4668-9d45-3e74092379d5,1049,,"[12.8, 16.3]",303696,28,,,,0.039978687,,Right Foot,,,"[82.8, 19.1]",High Pass,,70.05598,,Incomplete,,,,,,,,Free Kick,1,From Free Kick,Jan Oblak,6378.0,Goalkeeper,44,Atlético Madrid,212,['5eaa6001-316b-4db4-a69a-9945c19f4b0e'],3,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:28:03.110,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,0.9906,,,,,,,,,,,,,,,5f9121dd-4ac9-49b8-8b64-ab80172bae9e,1060,,"[41.8, 54.0]",303696,28,,,,-1.7757219,,Right Foot,,,"[36.5, 28.5]",Ground Pass,,26.044962,,,,Clément Lenglet,6826.0,,,,,Free Kick,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,46,Barcelona,217,['cfda0a34-58f7-48d7-bf60-5f3830a47db2'],20,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:20.718,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.486632,,,,,,,,,,,,,,,b316ac3e-0aef-42b6-9d1b-fa943b005291,1063,,"[35.8, 24.3]",303696,28,,,,-0.43535328,,Left Foot,,,"[48.7, 18.3]",Ground Pass,,14.227087,,,,Ivan Rakitić,5470.0,,,,,,1,From Free Kick,Clément Lenglet,6826.0,Left Center Back,46,Barcelona,217,['c8d7f820-66ce-4106-87d2-ff590bd71412'],23,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:23.121,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.36676,,,,,,,,,,,,,,,24357083-ee62-484f-a3ca-c6828723f023,1066,,"[55.4, 14.4]",303696,28,,,,-1.5199926,,Right Foot,,,"[56.0, 2.6]",Ground Pass,,11.815245,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Free Kick,Ivan Rakitić,5470.0,Left Center Midfield,46,Barcelona,217,['0301e11c-37ca-42f4-9bed-f7b07a05f35c'],25,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:25.935,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.520504,,,,,,,,,,,,,,,54db295d-ba3b-4679-9a39-000b25447e59,1068,,"[56.0, 2.6]",303696,28,,,,2.280037,,Left Foot,,,"[44.5, 16.0]",Ground Pass,,17.658142,,,,Clément Lenglet,6826.0,,,,,,1,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,46,Barcelona,217,['8b32023a-39a4-4b25-87b2-de117ed892cc'],27,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:27.302,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.031348,,,,,,,,,,,,,,,2e8cef96-7950-42fa-a0a6-f9b7a2a2e1f7,1071,,"[42.3, 18.1]",303696,28,,,,0.78193796,,Left Foot,,,"[56.8, 32.5]",Ground Pass,,20.435509,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Free Kick,Clément Lenglet,6826.0,Left Center Back,46,Barcelona,217,['a7b7b8a6-37ee-4262-9fe0-875ca341949e'],29,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:29.302,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.540876,,,,,,,,,,,,,,,c0dee95c-27e9-41eb-883f-f6debe6cf029,1077,,"[50.7, 28.2]",303696,28,,,,0.3103874,,Left Foot,,,"[56.0, 29.9]",Ground Pass,,5.565968,,,,Sergio Busquets i Burgos,5203.0,,,,,Free Kick,1,From Free Kick,Clément Lenglet,6826.0,Left Center Back,47,Barcelona,217,['71f7d309-3a7d-4f8b-a890-271942f3ae2c'],37,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:37.013,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,0.82753,,,,,,,,,,,,,,,e7c5e047-2f00-4efe-b0e9-1e2e541f1d47,1079,,"[55.9, 30.6]",303696,28,,,,-0.4012288,,Right Foot,,,"[62.5, 27.8]",Ground Pass,,7.169379,,,,Ricard Puig Martí,24841.0,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,47,Barcelona,217,['57997829-f3ff-408d-9617-05071bd1ebdb'],38,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:38.554,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,0.967528,,,,,,,,,,,,,,,aaf0a6e5-662b-4739-b7d4-1252a11e9d69,1081,,"[62.5, 27.2]",303696,28,,,,-2.4702017,,Right Foot,,,"[55.2, 21.4]",Ground Pass,,9.323626,,,,Ivan Rakitić,5470.0,,,,,,1,From Free Kick,Ricard Puig Martí,24841.0,Center Attacking Midfield,47,Barcelona,217,['a7d3a436-cf9e-4d5b-8d9b-bde6495fc0b1'],39,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:39.381,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.255727,,,,,,,,,,,,,,,0347e535-58db-4905-b961-f8ccb53e3761,1084,,"[56.0, 17.5]",303696,28,,,,-0.65217143,,Right Foot,,,"[78.0, 0.7]",Ground Pass,,27.68104,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Free Kick,Ivan Rakitić,5470.0,Left Center Midfield,47,Barcelona,217,['3e6dff07-db86-4356-84db-0aa3159ac00d'],41,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:41.527,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,0.876287,,,,,,,,,,,,,,,cb5c9853-b4a0-4bb6-9655-58b01c1d4cbf,1087,,"[77.0, 2.8]",303696,28,,,,1.2433962,,Left Foot,,,"[78.8, 8.1]",Ground Pass,,5.5973206,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,47,Barcelona,217,['3bb151a8-f008-4b7a-8c58-ef791fff5d9f'],44,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:44.274,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.125397,,,,,,,,,,,,,,,0b1f710a-6693-40b4-8324-4b55075d0c67,1090,,"[78.0, 9.6]",303696,28,,,,-2.9455614,,Right Foot,,,"[63.9, 6.8]",Ground Pass,,14.375326,,,,Ivan Rakitić,5470.0,,,,,,1,From Free Kick,Luis Alberto Suárez Díaz,5246.0,Left Center Forward,47,Barcelona,217,['c9365c8e-2cdb-4fe7-8c46-5d80fe0245af'],45,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:45.837,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,0.728966,,,,,,,,,,,,,,,9a7b51ad-c5dd-4eb9-9dec-4c40e59a00dc,1093,,"[63.3, 10.4]",303696,28,,,,1.6506263,,Right Foot,,,"[62.5, 20.4]",Ground Pass,,10.031949,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Free Kick,Ivan Rakitić,5470.0,Left Center Midfield,47,Barcelona,217,['c452b6a9-1965-40ce-9eb6-be97c34a4e8f'],48,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:48.628,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.926604,,,,,,,,,,,,,,,f6d1546f-ad5a-4c64-8a92-9ce4e63cb426,1096,,"[62.5, 22.8]",303696,28,,,,1.550799,,Right Foot,,,"[63.1, 52.8]",Ground Pass,,30.005999,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,47,Barcelona,217,['ab3a83fa-9969-48ca-bf80-ae7904217af4'],50,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:50.085,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.137841,,,,,,,,,,,,,,,e6e147fe-464f-4028-9c7a-5469dcf4a49b,1099,,"[64.9, 56.0]",303696,28,,,,-1.5707964,,Right Foot,,,"[64.9, 38.4]",Ground Pass,,17.6,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,47,Barcelona,217,['b9f2bca8-54b8-4ad9-8027-1c2796ad19ff'],54,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:54.277,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,2.20117,,,,,,,,,,,,,,,c597e415-1bb4-442b-ac4a-54ab87ea3063,1102,,"[69.0, 40.6]",303696,28,,,,-0.49693397,,Right Foot,,,"[106.8, 20.1]",High Pass,,43.001045,,,,Jordi Alba Ramos,5211.0,,,Through Ball,True,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,47,Barcelona,217,['213b5225-6337-42f4-9326-edf1163e9fa1'],56,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:56.967,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,0.897055,,,,,,,,,,,,,,,7df87b34-eb7e-4ba1-b84e-bf6b797bb62d,1106,,"[108.7, 19.4]",303696,29,,,,2.010639,ecc85a6f-059f-4243-9a1c-ad7ccd7cc7e9,Left Foot,True,,"[100.7, 36.4]",Ground Pass,,18.788294,,,,Lionel Andrés Messi Cuccittini,5503.0,True,,,,,1,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,47,Barcelona,217,"['0bb3c799-6314-4d51-b26e-8857a5f9a7fd', 'c24cb5e4-11c2-4a32-b83a-2b4c9ce97ab6']",0,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:00.163,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,1.676353,,,,,,,,,,,,,,,8aaf2cf8-5418-4fe2-abcb-1802895c7f6b,1110,,"[7.0, 44.1]",303696,29,True,,,1.0098141,,Right Foot,,,"[28.3, 78.0]",Ground Pass,,40.036232,,,,Santiago Arias Naranjo,5696.0,,,,,Goal Kick,1,From Goal Kick,Jan Oblak,6378.0,Goalkeeper,48,Atlético Madrid,212,['d34547ab-f344-4179-bb43-dd36dec95c44'],20,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:29:20.004,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.355371,,,,,,,,,,,,,,,849402be-f6e0-458b-9323-d8ca9e62f0b1,1112,,"[25.1, 77.5]",303696,29,,,,-0.4080305,,Right Foot,,,"[44.3, 69.2]",Ground Pass,,20.917217,,,,Ángel Martín Correa,6377.0,,,,,,1,From Goal Kick,Santiago Arias Naranjo,5696.0,Right Back,48,Atlético Madrid,212,['7a922a93-334e-45db-9aa2-bb703e5168e9'],23,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:29:23.240,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.386222,,,,,,,,,,,,,,,0ba9ef1d-09e2-49a0-87be-7ea423b4812d,1115,,"[44.3, 69.2]",303696,29,,,,-0.40353495,,No Touch,,,"[53.2, 65.4]",Ground Pass,,9.677293,True,,,Marcos Llorente Moreno,6840.0,,,,,,1,From Goal Kick,Ángel Martín Correa,6377.0,Right Midfield,48,Atlético Madrid,212,['7e32e9c9-8c99-489e-879e-7231117c7a1f'],24,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:29:24.675,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,0.788131,,,,,,,,,,,,,,,59279aa1-81de-4894-a458-43448406185b,1119,,"[47.7, 62.3]",303696,29,,,,-1.3593912,,Left Foot,,,"[52.4, 40.4]",Low Pass,,22.39866,,,,Yannick Ferreira Carrasco,5633.0,,,,,,1,From Goal Kick,Marcos Llorente Moreno,6840.0,Right Center Forward,48,Atlético Madrid,212,['ef4e7422-51e9-4964-9f5d-69834a939f1f'],27,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:29:27.126,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.309426,,,,,,,,,,,,,,,9b9a17bd-8cc0-4018-9c1c-7a623656e9cf,1122,,"[50.7, 35.3]",303696,29,,,,-1.0448321,,Left Foot,,,"[64.4, 11.7]",Ground Pass,,27.288277,,,,Renan Augusto Lodi dos Santos,26532.0,,,,,,1,From Goal Kick,Yannick Ferreira Carrasco,5633.0,Left Midfield,48,Atlético Madrid,212,['5dbe2a81-9589-4a5e-b117-eea6e3b53edc'],29,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:29:29.727,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.239885,,,,,,,,,,,,,,,d5f8ba3c-de09-48ad-97f4-e130520c9885,1125,,"[70.4, 15.9]",303696,29,,,,0.660626,,Left Foot,,,"[87.0, 28.8]",Low Pass,,21.023083,,Incomplete,,,,,,,,,1,From Goal Kick,Renan Augusto Lodi dos Santos,26532.0,Left Back,48,Atlético Madrid,212,['ab9e2626-1077-4a3f-9416-b8700369bf98'],32,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:29:32.977,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,0.515844,,,,,,,,,,,,,,,ab9e2626-1077-4a3f-9416-b8700369bf98,1126,,"[33.1, 51.3]",303696,29,,,,0.15722805,,Right Foot,,,"[41.3, 52.6]",Low Pass,,8.302409,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,Recovery,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,49,Barcelona,217,"['7041e305-5850-45fc-b412-1f0ba003a9c2', 'd5f8ba3c-de09-48ad-97f4-e130520c9885']",34,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:34.216,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.119218,,,,,,,,,,,,,,,1361b5fd-f1ac-47b7-82d9-1aff2de5414d,1129,,"[36.5, 52.8]",303696,29,,,,-1.155982,,Right Foot,,,"[41.3, 41.9]",Ground Pass,,11.91008,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,49,Barcelona,217,['8d8c7278-8c91-4478-a177-c9a2e36a06af'],35,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:35.642,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,2.218875,,,,,,,,,,,,,,,299cabd6-eaa1-4180-af88-69f4ecd50925,1133,,"[44.7, 43.0]",303696,29,,,,0.66355574,,Left Foot,,,"[83.2, 73.1]",High Pass,,48.869827,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,49,Barcelona,217,"['1bb2e9c5-7a34-41bf-b8b0-c199589ba91f', '2e6df951-e519-4085-abaa-ba816c34ae0d']",38,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:38.406,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,1.761868,,,,,,,,,,,,,,,4ebe86f4-0cdd-4b59-95eb-409942c1018c,1137,,"[34.3, 0.1]",303696,32,,,,0.18720916,,,,,"[57.0, 4.4]",High Pass,,23.10368,,Incomplete,,,,,,,,Throw-in,1,From Throw In,Renan Augusto Lodi dos Santos,26532.0,Left Back,50,Atlético Madrid,212,['a83d0388-6818-495d-b51b-b876f1ab4a49'],5,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:32:05.032,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.189481,,,,,,,,,,,,,,,a83d0388-6818-495d-b51b-b876f1ab4a49,1139,,"[63.1, 75.7]",303696,32,,,True,-0.15354379,,,,,"[71.5, 74.4]",High Pass,,8.5,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,Recovery,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,51,Barcelona,217,"['1ad3a581-b270-4060-a700-02dc15cb1f45', '4ebe86f4-0cdd-4b59-95eb-409942c1018c', 'a620c384-ed2c-40d0-98bf-c42ad6e1903d']",6,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:06.794,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,0.450662,,,,,,,,,,,,,,,e0ad5f75-db30-46b9-8cd8-637d76eb25f4,1142,,"[72.0, 73.5]",303696,32,,,,-1.8275046,,Right Foot,,,"[69.9, 65.5]",Low Pass,,8.271034,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,51,Barcelona,217,"['4504fa71-1ace-410c-8a53-2cb052a2d2c6', '7100abd2-3f57-4c7d-8943-f05ad0f73fce']",7,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:07.983,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,0.609699,,,,,,,,,,,,,,,b9b6256f-b560-4f9a-9852-75642d8991cd,1144,,"[69.9, 65.5]",303696,32,,,,0.43508396,,Left Foot,,,"[77.0, 68.8]",Low Pass,,7.8294315,,,,Ricard Puig Martí,24841.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,51,Barcelona,217,['97ef6a64-3279-4a78-bfbe-39484b8f8455'],8,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:08.434,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,0.227635,,,,,,,,,,,,,,,b03383a0-1917-48e7-b7a8-cd993b7962b8,1148,,"[76.7, 69.6]",303696,32,,,,-1.5195591,,Right Foot,,,"[76.9, 65.7]",Ground Pass,,3.905125,,Incomplete,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Ricard Puig Martí,24841.0,Center Attacking Midfield,51,Barcelona,217,"['50dc7b4e-300c-4e6e-a0c0-23493f9aeab5', '51830292-cb2f-4999-a0f6-1501c07264cc', 'a71b115d-c031-4157-b10b-2a19328ce823']",9,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:09.530,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,,0.924531,,,,,,,,,,,,,,,ed24492a-9097-4fab-8063-cc5bcea20815,1151,,"[43.4, 15.1]",303696,32,,,,-2.8041365,,Right Foot,,,"[37.7, 13.1]",Ground Pass,,6.040695,,,,Renan Augusto Lodi dos Santos,26532.0,,,,,Recovery,1,Regular Play,Thomas Teye Partey,6383.0,Right Defensive Midfield,52,Atlético Madrid,212,['27c5e520-60a1-44dd-9692-34e2fa45a706'],10,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:32:10.257,Pass,,2019/2020
