50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,038f0d49-093c-40fa-a834-2c957b3e259a,2526,,"[70.2, 16.6]",69181,59,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Javier Martínez Aginaga,9399.0,Left Defensive Midfield,150,Athletic Club,215,['77d407a5-8c32-4d8b-945f-a8de9423e678'],50,,,,,,,,,,,,,,,,Athletic Club,215,00:14:50.537,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a5ad8c59-2860-4ac1-b13d-4ebadc492f5f,2529,,"[81.5, 21.2]",69181,59,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Aitor Ramos Leniz,26500.0,Center Forward,150,Athletic Club,215,['bec5e6fc-74d7-43d7-95d6-ce78c8a97711'],52,,,,,,,,,,,,,,,,Athletic Club,215,00:14:52.450,Ball Receipt*,,2007/2008
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3527761b-a13b-4bc3-9025-16916d1ef955,2532,,"[101.0, 20.7]",69181,59,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Joseba Garmendia Elorriaga,26101.0,Center Attacking Midfield,150,Athletic Club,215,['405e9e9b-51b8-4894-8794-d8fb439ed7c4'],55,,,,,,,,,,,,,,,,Athletic Club,215,00:14:55.463,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53bd0994-4729-403e-9311-cee8fde05f34,2537,,"[97.9, 13.0]",69181,60,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Francisco Javier Yeste Navarro,26035.0,Left Wing,151,Athletic Club,215,['4d12ea81-4a92-4487-a321-45e5f7152896'],9,,,,,,,,,,,,,,,,Athletic Club,215,00:15:09.340,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05b1bbb3-9ff2-420c-8d5c-7f1209af5dfd,2541,,"[91.6, 5.8]",69181,60,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Koikili Lertxundi Del Campo,26479.0,Left Back,151,Athletic Club,215,['f110ba9f-6312-40b6-8bcb-adf0b328abad'],11,,,,,,,,,,,,,,,,Athletic Club,215,00:15:11.015,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dc33e91a-c13c-4cda-b117-b8b4c5ef2385,2550,,"[106.8, 61.5]",69181,60,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Andoni Iraola Sagarna,26031.0,Right Back,151,Athletic Club,215,['6b6a54cd-b8ed-490f-9bea-9b87b4eac716'],17,,,,,,,,,,,,,,,,Athletic Club,215,00:15:17.476,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b217c2b7-5637-4ca3-829d-8247208763ae,2554,,"[63.8, 8.0]",69181,60,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Thierry Henry,15516.0,Left Wing,152,Barcelona,217,['197391c4-bfa6-40d6-8b7f-ff3fa6fbea77'],45,,,,,,,,,,,,,,,,Barcelona,217,00:15:45.927,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0b6d2b8a-bbaa-44a8-bc4e-140d2c105941,2558,,"[44.6, 70.7]",69181,60,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Pablo Orbaiz Lesaka,26086.0,Right Defensive Midfield,153,Athletic Club,215,['e6b33e25-2a81-4d54-b144-ec9e18c1e473'],54,,,,,,,,,,,,,,,,Athletic Club,215,00:15:54.951,Ball Receipt*,,2007/2008
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f7d3cdf8-8ecc-4a0f-b5c0-48ecd32eab3c,2561,,"[72.1, 65.6]",69181,60,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Aitor Ramos Leniz,26500.0,Center Forward,153,Athletic Club,215,['a6023341-46df-4395-b903-276e967c5073'],57,,,,,,,,,,,,,,,,Athletic Club,215,00:15:57.328,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca4140da-d541-42cc-99b1-34aafa7fc75c,2564,,"[51.3, 7.2]",69181,60,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Sylvio Mendes Campos Junior,25854.0,Left Back,154,Barcelona,217,['9d8155ff-9df0-40ce-bc14-f5b9daa5f500'],58,,,,,,,,,,,,,,,,Barcelona,217,00:15:58.790,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78cc6107-3e2e-4072-aca9-4a29412ea9cf,2567,,"[55.6, 14.2]",69181,61,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,154,Barcelona,217,['be044244-eff4-439b-aa78-2f4593c8055f'],0,,,,,,,,,,,,,,,,Barcelona,217,00:16:00.103,Ball Receipt*,,2007/2008
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24324742-8e58-47a8-898b-2d7482131405,2574,,"[66.7, 9.6]",69181,61,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Thierry Henry,15516.0,Left Wing,154,Barcelona,217,['07b0faf4-9dc1-4a1d-9754-4632256f53fd'],5,,,,,,,,,,,,,,,,Barcelona,217,00:16:05.119,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,047cb051-8cd1-4ed8-97ab-bbe690aafa03,2580,,"[62.7, 77.7]",69181,61,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,David López Moreno,25869.0,Right Wing,154,Barcelona,217,"['6b2d81af-eeba-48d5-aada-2b500a6eb0a5', 'e7a9b1d8-50b7-44c7-9472-281bcc6da044']",9,,,,,,,,,,,,,,,,Athletic Club,215,00:16:09.669,Ball Receipt*,True,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9b8da793-81c2-431e-91d0-e1eb2caab719,2585,,"[62.1, 8.2]",69181,61,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Anderson Luís de Souza,19757.0,Left Center Midfield,154,Barcelona,217,['dc6b6d4b-94c1-4dfe-9a9c-8a56066d6d62'],12,,,,,,,,,,,,,,,,Barcelona,217,00:16:12.213,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad12ebad-30a3-4e0b-ae3f-d4291cad67a7,2588,,"[56.6, 3.3]",69181,61,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Sylvio Mendes Campos Junior,25854.0,Left Back,154,Barcelona,217,['2b90612c-765c-4215-9d52-c4d849bac006'],13,,,,,,,,,,,,,,,,Barcelona,217,00:16:13.567,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e0cf8f09-82d4-40c1-8705-98f289765c21,2591,,"[51.1, 10.1]",69181,61,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,154,Barcelona,217,"['025bd76f-b3b9-4330-8619-30bda0e7062d', '17989704-e997-4a5c-9104-c141ca9b522d']",14,,,,,,,,,,,,,,,,Barcelona,217,00:16:14.282,Ball Receipt*,True,2007/2008
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2713d2d6-a314-45d0-bdc7-7770cb1a61f4,2594,,"[53.3, 2.2]",69181,61,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Sylvio Mendes Campos Junior,25854.0,Left Back,154,Barcelona,217,['7f13bc12-2ad3-422e-b53e-c2d31980634f'],15,,,,,,,,,,,,,,,,Barcelona,217,00:16:15.647,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1a22a241-0a1f-42cd-9dcf-7783179cb5c0,2596,,"[84.2, 71.9]",69181,61,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,David López Moreno,25869.0,Right Wing,155,Athletic Club,215,['c819376e-3e8f-4746-a098-ddacae1125f7'],33,,,,,,,,,,,,,,,,Athletic Club,215,00:16:33.043,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b3cc3611-cc1c-4717-a291-17ef7f38e6f0,2599,,"[86.3, 78.1]",69181,61,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Andoni Iraola Sagarna,26031.0,Right Back,155,Athletic Club,215,['a67fe08a-ce97-43d3-9fdc-e9a911905ca4'],34,,,,,,,,,,,,,,,,Athletic Club,215,00:16:34.714,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03e56658-c4fa-4190-9a01-aba3b588da05,2602,,"[72.8, 76.7]",69181,61,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,David López Moreno,25869.0,Right Wing,155,Athletic Club,215,['1f63e298-e1dd-4f5a-a717-95c54e36e801'],38,,,,,,,,,,,,,,,,Athletic Club,215,00:16:38.139,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62b3a0db-dcd2-4356-8ca6-64d4513f9538,2604,,"[73.6, 64.4]",69181,61,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Pablo Orbaiz Lesaka,26086.0,Right Defensive Midfield,155,Athletic Club,215,['43e9e3a0-dfef-433c-9226-4119da4cfaa5'],39,,,,,,,,,,,,,,,,Athletic Club,215,00:16:39.384,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e06968e-0e95-47af-8925-9c7ea2c2a38a,2607,,"[56.9, 37.6]",69181,61,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Ustaritz Aldekoaotalora Astarloa,26100.0,Left Center Back,155,Athletic Club,215,['78398432-ac31-40a1-8949-a379173208f7'],42,,,,,,,,,,,,,,,,Athletic Club,215,00:16:42.208,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1c73c383-36d3-4033-96da-cdd1146fd8b0,2611,,"[75.9, 41.9]",69181,61,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Javier Martínez Aginaga,9399.0,Left Defensive Midfield,155,Athletic Club,215,"['599c4dca-dcd8-44f3-878d-a2c3cee0a085', 'ae5d044c-eb5e-481c-888b-fc8cc0d2c3cf']",46,,,,,,,,,,,,,,,,Athletic Club,215,00:16:46.441,Ball Receipt*,True,2007/2008
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e3f7f00f-520a-4a66-bf35-2e8487afddb9,2617,,"[84.1, 74.7]",69181,61,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Andoni Iraola Sagarna,26031.0,Right Back,155,Athletic Club,215,['7bad70c2-52af-4783-8e59-d4d78d8bbd88'],53,,,,,,,,,,,,,,,,Athletic Club,215,00:16:53.648,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32da2869-b912-4c7a-972a-c65a7fca38ed,2621,,"[50.8, 3.4]",69181,61,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Thierry Henry,15516.0,Left Wing,155,Athletic Club,215,['64d45961-1523-45a4-899d-effbaed1250d'],56,,,,,,,,,,,,,,,,Barcelona,217,00:16:56.263,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ee27e538-49ae-478a-b9eb-91c67656b97f,2631,,"[58.6, 74.8]",69181,62,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Aitor Ocio Carrión,25950.0,Right Center Back,156,Athletic Club,215,['3579980e-646a-4f94-a91d-5f8bba6509aa'],52,,,,,,,,,,,,,,,,Athletic Club,215,00:17:52.471,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32dd7aa2-1653-44bc-9781-329a0ab6fb24,2634,,"[39.7, 8.4]",69181,62,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Thierry Henry,15516.0,Left Wing,156,Athletic Club,215,['e7dc226a-7ac0-443e-956e-af69eb14d2e4'],55,,,,,,,,,,,,,,,,Barcelona,217,00:17:55.916,Ball Receipt*,,2007/2008
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724fff39-b0cc-4dcb-8696-a43b527e8659,2637,,"[35.1, 20.8]",69181,62,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,José Edmílson Gomes de Moraes,25910.0,Center Defensive Midfield,156,Athletic Club,215,['e8d6cb03-ffa4-4b3d-977b-9214d51f3ba0'],57,,,,,,,,,,,,,,,,Barcelona,217,00:17:57.368,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80138c90-ae9f-4d3d-9b76-cc9ca4434569,2641,,"[93.6, 68.4]",69181,62,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Joseba Garmendia Elorriaga,26101.0,Center Attacking Midfield,156,Athletic Club,215,['58a0f5e3-f5cb-4866-a872-ece11e477b8c'],58,,,,,,,,,,,,,,,,Athletic Club,215,00:17:58.062,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46be8e58-9789-4e19-b1b2-1f74d332b086,2644,,"[89.7, 59.1]",69181,62,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,David López Moreno,25869.0,Right Wing,156,Athletic Club,215,['888f0ae0-daa2-4d35-abe5-e1be74398da1'],59,,,,,,,,,,,,,,,,Athletic Club,215,00:17:59.117,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5ca1e229-de35-44e4-85c6-2facebfa0656,2646,,"[96.4, 45.3]",69181,62,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Aitor Ramos Leniz,26500.0,Center Forward,156,Athletic Club,215,['81404304-898a-4489-9b83-4f3fcfae90fc'],59,,,,,,,,,,,,,,,,Athletic Club,215,00:17:59.958,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,096e762c-6402-477e-8866-13896e14af15,2649,,"[83.0, 47.9]",69181,63,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Javier Martínez Aginaga,9399.0,Left Defensive Midfield,156,Athletic Club,215,['d60b0750-6e05-4263-a130-fd052f5c5a03'],1,,,,,,,,,,,,,,,,Athletic Club,215,00:18:01.209,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8a1eec09-1681-45e8-b32e-4cdb235ffb6d,2654,,"[95.8, 60.3]",69181,63,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Joseba Garmendia Elorriaga,26101.0,Center Attacking Midfield,156,Athletic Club,215,"['09918106-4a0b-4baf-af62-8ba6ba83507f', '4ad5c918-5a22-4fa8-93f6-4aef80b5d1e3']",3,,,,,,,,,,,,,,,,Athletic Club,215,00:18:03.368,Ball Receipt*,True,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,872999d1-96dc-4965-9c5a-9ceb83fe1ee8,2662,,"[30.6, 29.0]",69181,63,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,José Edmílson Gomes de Moraes,25910.0,Center Defensive Midfield,157,Barcelona,217,['21b5b01b-6404-4cb9-91c0-f8dd47b4223d'],7,,,,,,,,,,,,,,,,Barcelona,217,00:18:07.351,Ball Receipt*,,2007/2008
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bef9be10-f860-4f5b-b7d7-00fe120308dc,2665,,"[44.6, 32.1]",69181,63,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,157,Barcelona,217,['8fa546b4-1a20-4714-a78d-b91876b3f282'],9,,,,,,,,,,,,,,,,Barcelona,217,00:18:09.276,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e213c345-5661-45a3-806c-47cb2504d7e3,2669,,"[48.9, 16.7]",69181,63,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Sylvio Mendes Campos Junior,25854.0,Left Back,158,Barcelona,217,['68275ee0-b7da-4bed-9f3b-c9a0822b92c6'],28,,,,,,,,,,,,,,,,Barcelona,217,00:18:28.877,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6775f775-fdb0-49bd-8151-27e527b829f3,2672,,"[32.8, 57.2]",69181,63,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Lilian Thuram,15071.0,Right Center Back,158,Barcelona,217,['2934761d-3d53-40df-804f-32e5f2f77787'],34,,,,,,,,,,,,,,,,Barcelona,217,00:18:34.119,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad1708a0-1509-4b7f-a367-0ca0ccbe120c,2676,,"[49.9, 60.8]",69181,63,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Right Center Midfield,158,Barcelona,217,['ad403571-79e0-426c-b025-d0f9566eb671'],36,,,,,,,,,,,,,,,,Barcelona,217,00:18:36.875,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4b681501-60b7-4c6c-8de2-b51bafa7634b,2680,,"[85.8, 75.0]",69181,63,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Gianluca Zambrotta,15774.0,Right Back,158,Barcelona,217,['81cafc6b-fdee-4c7d-a793-c3bd71cfb471'],42,,,,,,,,,,,,,,,,Barcelona,217,00:18:42.601,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7db5357a-df09-427f-b0e9-0edac4aa1a5a,2683,,"[76.9, 74.8]",69181,63,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Right Center Midfield,158,Barcelona,217,['6daca7a4-0764-4c6c-ba44-9bf598333650'],47,,,,,,,,,,,,,,,,Barcelona,217,00:18:47.108,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1ab4728-0af8-48c9-b858-57e7ae226d47,2686,,"[49.2, 38.1]",69181,63,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Carles Puyol i Saforcada,20125.0,Left Center Back,158,Barcelona,217,['df36ce2d-6182-4199-835c-8567f1b0fd74'],51,,,,,,,,,,,,,,,,Barcelona,217,00:18:51.173,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5a84f786-a32a-4ae1-a4b3-46f9172e79d8,2689,,"[63.1, 33.7]",69181,63,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Anderson Luís de Souza,19757.0,Left Center Midfield,158,Barcelona,217,['eabe0ef3-3f6a-4970-b456-b127ac37d069'],54,,,,,,,,,,,,,,,,Barcelona,217,00:18:54.601,Ball Receipt*,,2007/2008
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8fd4813b-a2f7-4c75-bac9-fbc0619a2714,2692,,"[83.9, 8.4]",69181,63,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Thierry Henry,15516.0,Left Wing,158,Barcelona,217,['305dca85-8baf-4b7d-89f3-f7280d69f2d6'],59,,,,,,,,,,,,,,,,Barcelona,217,00:18:59.876,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8f1d7cc9-f705-4a6d-bbbd-b132b1e2ccfb,2694,,"[43.1, 59.8]",69181,64,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Javier Martínez Aginaga,9399.0,Left Defensive Midfield,159,Athletic Club,215,['621091ff-6d04-406d-8b9f-42288960caca'],2,,,,,,,,,,,,,,,,Athletic Club,215,00:19:02.796,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576dabcf-894b-4784-bb29-2e7affec72d4,2697,,"[64.8, 62.9]",69181,64,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Joseba Garmendia Elorriaga,26101.0,Center Attacking Midfield,159,Athletic Club,215,['c1faa1fa-3710-4ec7-89fa-d068af3f6e6d'],5,,,,,,,,,,,,,,,,Athletic Club,215,00:19:05.870,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77270c14-56f6-445f-bac5-fcd91229c087,2700,,"[105.1, 76.2]",69181,64,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,David López Moreno,25869.0,Right Wing,159,Athletic Club,215,['dc4ca310-ad8b-4de2-a3a4-aa1ed30a673e'],11,,,,,,,,,,,,,,,,Athletic Club,215,00:19:11.744,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4addd5c7-a3c3-4e64-98a7-84f052263541,2711,,"[26.5, 15.7]",69181,64,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,José Edmílson Gomes de Moraes,25910.0,Center Defensive Midfield,160,Barcelona,217,['2da01b40-96be-4121-a21b-122c38132a1c'],25,,,,,,,,,,,,,,,,Barcelona,217,00:19:25.988,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bd9f8d3c-51d4-490b-8880-6450213f1a5c,2720,,"[76.2, 21.2]",69181,64,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Aitor Ramos Leniz,26500.0,Center Forward,161,Athletic Club,215,['c3b6aa38-d8ee-4279-bc5c-36b69ffa73ae'],41,,,,,,,,,,,,,,,,Athletic Club,215,00:19:41.499,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f7344ca8-29ed-4365-b248-2a4f726dd781,2724,,"[76.0, 33.9]",69181,64,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Joseba Garmendia Elorriaga,26101.0,Center Attacking Midfield,161,Athletic Club,215,"['03f4d1ad-a13a-41b0-b032-42cfe6f8965f', 'cb6f4c39-8ea3-41c0-81f9-9648eba4a8a5']",43,,,,,,,,,,,,,,,,Athletic Club,215,00:19:43.572,Ball Receipt*,True,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1b92ff71-2cdc-4c4e-86ce-35f3d293290d,2729,,"[51.5, 40.7]",69181,64,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Anderson Luís de Souza,19757.0,Left Center Midfield,162,Barcelona,217,['0ea0d32c-a829-426d-b19a-3f0a24c1af16'],46,,,,,,,,,,,,,,,,Barcelona,217,00:19:46.250,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3ce75b29-8497-4825-a0ba-9cace97f73b4,2732,,"[46.7, 45.1]",69181,64,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,162,Barcelona,217,['062de80f-bd6f-437e-b75a-f730cb57a241'],47,,,,,,,,,,,,,,,,Barcelona,217,00:19:47.688,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b272a935-dd13-4625-b045-cb590d81776d,2735,,"[56.2, 53.1]",69181,64,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Anderson Luís de Souza,19757.0,Left Center Midfield,162,Barcelona,217,['1be9fdbf-3176-4516-872c-06823fc4fafd'],49,,,,,,,,,,,,,,,,Barcelona,217,00:19:49.929,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00f19bb5-451f-459c-82bb-005704668a61,2739,,"[66.5, 77.0]",69181,64,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Bojan Krkíc Pérez,4913.0,Center Forward,162,Barcelona,217,['37e420bb-adfa-42c4-b54d-c3d75a959f39'],52,,,,,,,,,,,,,,,,Barcelona,217,00:19:52.464,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cfb71d9c-1da1-4903-9c9e-cb9eeebabd30,2743,,"[67.9, 62.9]",69181,64,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,162,Barcelona,217,"['c1f6cc56-2783-4bdf-b8a9-dff71355e561', 'ea581c45-1efa-4baf-8279-9bfccba03352']",54,,,,,,,,,,,,,,,,Barcelona,217,00:19:54.917,Ball Receipt*,True,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8fad65d3-3131-4b06-a77a-2dddd0db018a,2748,,"[58.0, 45.1]",69181,65,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,José Edmílson Gomes de Moraes,25910.0,Center Defensive Midfield,163,Barcelona,217,['7cfa638f-3513-449e-8e76-04fa7e74bcd2'],1,,,,,,,,,,,,,,,,Barcelona,217,00:20:01.836,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b1c1bc20-76c6-455f-a0f8-9aa39e4ea4ab,2751,,"[67.7, 5.5]",69181,65,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Sylvio Mendes Campos Junior,25854.0,Left Back,163,Barcelona,217,['2ac06599-44ae-4bc2-8619-381ae8bae902'],5,,,,,,,,,,,,,,,,Barcelona,217,00:20:05.445,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9348439c-06cd-46b4-929c-c1762d21bb7d,2754,,"[70.9, 12.5]",69181,65,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,163,Barcelona,217,['b978c7ab-96c5-4479-abe0-03f34164adfd'],8,,,,,,,,,,,,,,,,Barcelona,217,00:20:08.915,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6d9a4db9-f800-410e-88c9-6bc19c1d9f4a,2757,,"[77.4, 4.3]",69181,65,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Sylvio Mendes Campos Junior,25854.0,Left Back,163,Barcelona,217,['28ac8e31-5d53-4bbd-926e-db9fdb57513e'],13,,,,,,,,,,,,,,,,Barcelona,217,00:20:13.367,Ball Receipt*,,2007/2008
