bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,half_start_late_video_start,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,2.264754,,,,,,,,,,,,,,632d4c57-0cfc-4e43-8bae-36c91930c0f9,20,,"[49.9, 51.2]",69231,0,True,,,1.7256442,,Right Foot,,,,"[46.7, 71.7]",,Ground Pass,,20.748253,,,Daniel Alves da Silva,4324.0,,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,4,Barcelona,217,['8e18a9de-d62a-4732-85cb-50df4fbf6a1b'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:00:14.380,Pass,,2008/2009
,,,,,,,,,,,,,,,,2.579258,,,,,,,,,,,,,,24af80d5-e3b4-49f5-9d50-1c7cf54f1548,22,,"[45.7, 70.7]",69231,0,,,,-1.8488208,,Right Foot,,,,"[32.0, 22.7]",,Ground Pass,,49.916832,,,José Martín Cáceres Silva,5248.0,,,True,,,,1,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,4,Barcelona,217,['5d2e3f89-7bd9-46e9-9662-54e8b71bbef9'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:00:16.992,Pass,,2008/2009
,,,,,,,,,,,,,,,,2.1197,,,,,,,,,,,,,,39fac6cb-4b61-46ef-9243-70a3281686d2,25,,"[31.7, 23.9]",69231,0,,,,1.3722631,,Right Foot,,,,"[38.5, 57.7]",,Ground Pass,,34.477238,,,Carles Puyol i Saforcada,20125.0,,,,,,,1,From Free Kick,José Martín Cáceres Silva,5248.0,Left Center Back,4,Barcelona,217,['5232fd09-6b4a-4887-89cf-09160d5b62b5'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:00:21.323,Pass,,2008/2009
,,,,,,,,,,,,,,,,2.305069,,,,,,,,,,,,,,3ef91d66-0ff8-42da-afc4-d94c2124c353,28,,"[44.8, 57.4]",69231,0,,,,-1.6707407,,Right Foot,,,,"[41.2, 21.5]",,Ground Pass,,36.08005,,,José Martín Cáceres Silva,5248.0,,,,,,,1,From Free Kick,Carles Puyol i Saforcada,20125.0,Right Center Back,4,Barcelona,217,['7f80b7f5-2274-4b19-8b32-4e6227865159'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:00:24.285,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.275246,,,,,,,,,,,,,,700c5f5a-9ed2-46b9-a827-61c7b7c4e726,31,,"[56.1, 13.7]",69231,0,,,,-0.87605804,,Right Foot,,,,"[65.1, 2.9]",,Ground Pass,,14.05845,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,,1,From Free Kick,José Martín Cáceres Silva,5248.0,Left Center Back,4,Barcelona,217,['11d57036-bfa4-49f6-9680-fbf86b773019'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:00:31.155,Pass,,2008/2009
,,,,,,,,,,,,,,,,2.954201,,,,,,,,,,,,,,277e587a-8442-4e51-a914-fdf13ca433a4,33,,"[65.3, 3.8]",69231,0,True,,,1.4980772,,Left Foot,,,,"[67.5, 34.0]",,Ground Pass,,30.280025,Incomplete,,,,,,,,,,1,From Free Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Back,4,Barcelona,217,['7eb7dc41-6e3a-493b-9c17-0020ef0ce004'],33,,,,,,,,,,,,,,,,,Barcelona,217,00:00:33.009,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.613926,,,,,,,,,,,,,,7eb7dc41-6e3a-493b-9c17-0020ef0ce004,34,,"[53.5, 47.0]",69231,0,,,,0.17073521,,Right Foot,,,,"[56.4, 47.5]",,Ground Pass,,2.942788,,,Diego Castro Giménez,26252.0,,,,,,Recovery,1,Regular Play,Sergio Matabuena Delgado,26255.0,Left Defensive Midfield,5,Sporting Gijón,1041,"['277e587a-8442-4e51-a914-fdf13ca433a4', '56ecdde5-e409-409a-816c-de30a7113f74']",35,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:35.963,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.091098,,,,,,,,,,,,,,7706cc48-848f-41bf-bb1d-fd94f75403a1,37,,"[55.5, 38.3]",69231,0,,,,1.310765,,Right Foot,,,,"[58.4, 49.2]",,Ground Pass,,11.279184,,,Carmelo José González Jiménez,26229.0,,,,,,,1,Regular Play,Diego Castro Giménez,26252.0,Left Midfield,5,Sporting Gijón,1041,['2063fb25-4c41-460c-9d25-c962a2b6b8ea'],36,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:36.657,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.201178,,,,,,,,,,,,,,8983baa7-2572-497c-b4ad-1098a2e1125a,40,,"[59.5, 49.2]",69231,0,,,,3.113822,,Right Foot,,,,"[52.3, 49.4]",,Low Pass,,7.2027774,,,Sergio Matabuena Delgado,26255.0,,,,,,,1,Regular Play,Carmelo José González Jiménez,26229.0,Right Center Forward,5,Sporting Gijón,1041,['87270ae3-7dba-4115-a3ec-5c47c2e9d3c8'],37,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:37.818,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.419721,,,,,,,,,,,,,,afdfadf5-af1b-4ca2-8d05-d7ce9fc05ca1,43,,"[52.8, 50.4]",69231,0,,,,0.15182798,,Right Foot,,,,"[71.1, 53.2]",,Ground Pass,,18.512968,,,David Barral Torres,26248.0,,,,,,,1,Regular Play,Sergio Matabuena Delgado,26255.0,Left Defensive Midfield,5,Sporting Gijón,1041,['fc31131d-b246-44d1-921e-9e2a4612d012'],40,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:40.099,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.8914,,,,,,,,,,,,,,b566307d-8168-4d2e-9f52-658f7528c541,46,,"[71.6, 54.4]",69231,0,,,,1.4530637,,Right Foot,,,,"[73.8, 73.0]",,Ground Pass,,18.729656,Incomplete,,Luis Morán Sánchez,26635.0,,,,,,,1,Regular Play,David Barral Torres,26248.0,Left Center Forward,5,Sporting Gijón,1041,"['c34dfcdf-c106-498e-a6d1-fa1dede22f53', 'eaff3bf8-97d7-41be-a051-61393bfa1aac']",41,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:41.639,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.0385,,,,,,,,,,,,,,c34dfcdf-c106-498e-a6d1-fa1dede22f53,48,,"[47.2, 8.0]",69231,0,,,,-0.07982998,,Left Foot,,,,"[62.2, 6.8]",,Ground Pass,,15.047923,,,Thierry Henry,15516.0,,,,,,Recovery,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,5,Sporting Gijón,1041,"['1377a77f-e685-4c82-adde-4a6a78e336e6', 'b566307d-8168-4d2e-9f52-658f7528c541']",42,,,,,,,,,,,,,,,,,Barcelona,217,00:00:42.530,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.6634,,,,,,,,,,,,,,5760e4d0-ac24-4e09-ade1-630369b04565,51,,"[62.2, 6.3]",69231,0,,,,1.9640085,,Right Foot,,,,"[56.6, 19.8]",,Ground Pass,,14.615403,Incomplete,,Andrés Iniesta Luján,5216.0,,,,,,,1,Regular Play,Thierry Henry,15516.0,Left Wing,5,Sporting Gijón,1041,"['4b4eb067-484e-478c-a02f-ef7a74ad6400', 'f341b017-cbb1-4b65-9d9f-06a258505cc2']",43,,,,,,,,,,,,,,,,,Barcelona,217,00:00:43.680,Pass,,2008/2009
,,,,,,,,,,True,,,,,,1.376765,,,,,,,,,,,,,,4b4eb067-484e-478c-a02f-ef7a74ad6400,53,,"[64.4, 61.2]",69231,0,,,,0.41822433,,Left Foot,,,,"[67.1, 62.4]",,Ground Pass,,2.9546573,,,David Barral Torres,26248.0,,,,,,Interception,1,Regular Play,Sergio Matabuena Delgado,26255.0,Left Defensive Midfield,5,Sporting Gijón,1041,"['4bea2b0a-1d0a-4502-b730-5d10e2d7d305', '5760e4d0-ac24-4e09-ade1-630369b04565']",44,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:44.343,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.864627,,,,,,,,,,,,,,08910a56-5bde-42be-a0d0-d830fc11bdc1,57,,"[68.2, 62.9]",69231,0,,,,1.3601326,,Right Foot,,,,"[71.6, 78.8]",,Ground Pass,,16.259459,,,Carmelo José González Jiménez,26229.0,,,,,,,1,Regular Play,David Barral Torres,26248.0,Left Center Forward,5,Sporting Gijón,1041,"['07004c48-62ae-45f1-9e93-fd5fc146df18', 'cc0d9b2b-7f6c-4438-afc2-519e289315a3']",46,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:46.347,Pass,True,2008/2009
,,,,,,,,,,,,,,,,2.248285,,,,,,,,,,,,,,2c89aaa4-a9d6-4636-9019-608d3594a465,63,,"[72.3, 78.3]",69231,1,,,,-1.0393794,,Right Foot,,,,"[97.4, 35.6]",,High Pass,,49.5308,,,Raúl Miguel Cámara,25706.0,,,True,,,Free Kick,1,From Free Kick,Rafael Sastre Reus,26244.0,Right Back,6,Sporting Gijón,1041,['214e3873-366e-4999-9bc7-72f780362cff'],16,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:16.618,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.5435,,,,,,,,,,,,,,a9b268a3-daaf-4c8d-bdee-a275940e2a19,65,,"[97.4, 35.6]",69231,1,,,,1.4121411,,Other,,,,"[98.6, 43.1]",,Low Pass,,7.595393,Incomplete,,Sergio Matabuena Delgado,26255.0,,,,,,,1,From Free Kick,Raúl Miguel Cámara,25706.0,Left Back,6,Sporting Gijón,1041,"['335df94a-45ff-4a3e-baea-ff7729981c0e', 'dfd64036-41df-4c7f-8aef-b3482c201070']",18,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:18.866,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.3697,,,,,,,,,,,,,,70d4bcf8-80a0-46b5-8475-112e09a535b2,72,,"[55.4, 21.9]",69231,1,,,,-0.8960554,,Right Foot,,,,"[69.4, 4.4]",,Ground Pass,,22.410934,,,Thierry Henry,15516.0,,,,,,,1,Regular Play,Samuel Eto''o Fils,19298.0,Center Forward,7,Barcelona,217,"['5a7b951a-20ef-4346-8224-12bccc3b4d11', 'c78f14f9-1f76-4366-9963-a35a2b8f904c']",24,,,,,,,,,,,,,,,,,Barcelona,217,00:01:24.513,Pass,True,2008/2009
,,,,,,,,,,,,,,,,2.3434,,,,,,,,,,,,,,18abb4a1-7fc1-4044-b5c3-ae6b2c24ac9b,75,,"[68.7, 5.8]",69231,1,,,,1.2384495,,Right Foot,,,,"[87.2, 59.4]",,High Pass,,56.702824,,,Lionel Andrés Messi Cuccittini,5503.0,,,True,,,,1,Regular Play,Thierry Henry,15516.0,Left Wing,7,Barcelona,217,['9fe66b41-82d1-485f-b820-8f9c719f8872'],28,,,,,,,,,,,,,,,,,Barcelona,217,00:01:28.256,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.8281,,,,,,,,,,,,,,8f84fc3c-4d1b-4d16-81ab-a6d1e24c9b7d,77,,"[86.1, 59.1]",69231,1,,,,-1.2306992,,Head,,,,"[93.0, 39.6]",,High Pass,,20.684776,,,Xavier Hernández Creus,20131.0,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,7,Barcelona,217,['93d691ea-8b01-4b6f-aaf0-1bc009837ee6'],30,,,,,,,,,,,,,,,,,Barcelona,217,00:01:30.679,Pass,,2008/2009
,,,,,,,,,,,,,,,,2.3014,,,,,,,,,,,,,,7a6ed933-c340-4222-a872-9de4245037a6,80,,"[91.8, 38.3]",69231,1,,,,-0.67474097,,Right Foot,,,,"[112.3, 21.9]",,High Pass,,26.25281,,,Thierry Henry,15516.0,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,7,Barcelona,217,['05a2daeb-0900-401a-b283-9d08f743c839'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:01:32.587,Pass,,2008/2009
,,,,,,,,,,,,,,,,4.717372,,,,,,,,,,,,,,d6c0a58b-5fba-435c-9f84-90f3ae5bd7af,84,,"[7.0, 45.0]",69231,1,True,,,-0.273964,,Right Foot,,,,"[49.7, 33.0]",,High Pass,,44.35414,Incomplete,,,,,,,,,Goal Kick,1,From Goal Kick,Iñaki Lafuente Sancha,26084.0,Goalkeeper,8,Sporting Gijón,1041,['49d203d6-d322-4f2d-b0e6-6a43ef665299'],56,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:56.141,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.3454,,,,,,,,,,,,,,d16a452d-1a23-4dfb-810e-e35d4a82a3f2,91,,"[70.6, 44.1]",69231,2,,,,1.5873238,,Left Foot,,,,"[70.4, 56.2]",,Ground Pass,,12.101653,,,Xavier Hernández Creus,20131.0,,,,,,Free Kick,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,10,Barcelona,217,['6219f89a-a980-4911-83f6-67b165fd41b3'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:02:14.232,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.4013,,,,,,,,,,,,,,a2849814-a52e-46af-bc37-2ca50a5b91ff,94,,"[63.1, 53.6]",69231,2,,,,1.2449973,,Right Foot,,,,"[70.6, 75.8]",,Ground Pass,,23.432669,,,Daniel Alves da Silva,4324.0,,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,10,Barcelona,217,['954baea6-e7de-4bff-81b7-3fa2fbfa13ac'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:02:17.732,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.2629,,,,,,,,,,,,,,cecd9b56-de69-40b8-9b71-ebdf9c4576a4,97,,"[71.3, 74.8]",69231,2,,,,-2.276152,,Right Foot,,,,"[62.7, 64.7]",,Ground Pass,,13.265368,,,Xavier Hernández Creus,20131.0,,,,,,,1,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,10,Barcelona,217,['7bdafd77-3eae-4d76-8071-3d4fae8e9cf7'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:02:20.764,Pass,,2008/2009
,,,,,,,,,,,,,,,,2.69,,,,,,,,,,,,,,1fd6978d-cc26-4371-a5de-ea43881395a8,100,,"[62.7, 64.6]",69231,2,,,,-1.8934112,,Right Foot,,,,"[51.1, 29.9]",,Ground Pass,,36.587566,,,José Martín Cáceres Silva,5248.0,,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,10,Barcelona,217,['6775da10-1c89-4d60-848d-14e6add46b44'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:02:23.338,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.255,,,,,,,,,,,,,,9efbff95-5064-459b-888c-75ac8382ef45,103,,"[55.4, 26.0]",69231,2,,,,-1.1411858,,Right Foot,,,,"[65.8, 3.3]",,Ground Pass,,24.96898,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,,1,From Free Kick,José Martín Cáceres Silva,5248.0,Left Center Back,10,Barcelona,217,['a0c2ad9e-96f9-46f5-a458-ffd1729639c8'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:02:26.892,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.556722,,,,,,,,,,,,,,e04e6995-a325-436e-9200-6de91bad177c,106,,"[67.2, 3.8]",69231,2,,,,2.4468544,,Right Foot,,,,"[49.2, 18.8]",,Ground Pass,,23.43075,,,José Martín Cáceres Silva,5248.0,,,,,,,1,From Free Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Back,10,Barcelona,217,['7c38d923-6b97-4a55-87f5-1cf7ed32527b'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:02:31.742,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.479017,,,,,,,,,,,,,,1cc35fcb-e30b-4634-b399-0edc1441f8f1,109,,"[49.2, 19.6]",69231,2,,,,1.5737375,,Right Foot,,,,"[49.1, 53.6]",,Ground Pass,,34.00015,,,Carles Puyol i Saforcada,20125.0,,,,,,,1,From Free Kick,José Martín Cáceres Silva,5248.0,Left Center Back,10,Barcelona,217,['913c6407-1ed7-4c16-a660-91452e2c551f'],35,,,,,,,,,,,,,,,,,Barcelona,217,00:02:35.240,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.823451,,,,,,,,,,,,,,5054b68a-9679-4fde-b6e5-9d882afac635,112,,"[53.5, 55.2]",69231,2,,,,-1.7218992,,Right Foot,,,,"[49.8, 30.9]",,Ground Pass,,24.580072,,,José Martín Cáceres Silva,5248.0,,,,,,,1,From Free Kick,Carles Puyol i Saforcada,20125.0,Right Center Back,10,Barcelona,217,['1636c3cb-8753-4ce4-b54c-2e57c4f1b043'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:02:39.461,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.997,,,,,,,,,,,,,,9ffaf8bc-f1df-4b69-acae-9ea2439a372f,115,,"[49.8, 30.7]",69231,2,,,,-0.58075637,,Right Foot,,,,"[65.8, 20.2]",,Ground Pass,,19.13766,,,Andrés Iniesta Luján,5216.0,,,,,,,1,From Free Kick,José Martín Cáceres Silva,5248.0,Left Center Back,10,Barcelona,217,['784dc150-7e8a-4591-ae95-307943e29d8a'],42,,,,,,,,,,,,,,,,,Barcelona,217,00:02:42.421,Pass,,2008/2009
