ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,1.7403,,,,,,,,,,,,,a3ffb3d6-11a8-4ae8-97ef-d1ca4877304f,17,,"[51.2, 76.8]",267273,0,,,,,-2.5047915,,Right Foot,,,,"[32.0, 62.6]",,Ground Pass,23.880535,,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,From Kick Off,Daniel Alves da Silva,4324.0,Right Back,2,Barcelona,217,['9fdf12c8-288b-4844-aac0-6f16c955b409'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:00:06.790,Pass,,2015/2016
,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,200a7374-48de-431e-a51e-bacdc5edbca5,20,,"[32.0, 62.6]",267273,0,,,,,-1.5707964,,Right Foot,,,,"[32.0, 34.0]",,Ground Pass,28.6,,,,Jérémy Mathieu,10609.0,,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Right Center Back,2,Barcelona,217,['b1de11bf-bff6-43eb-a5b5-39c8e90d2a3e'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:00:10.139,Pass,,2015/2016
,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,c131a365-630e-4a64-909d-ae24a4f81dbb,23,,"[35.7, 24.1]",267273,0,,,,,-1.1094111,,Left Foot,,,,"[44.5, 6.4]",,Ground Pass,19.766891,,,,Jordi Alba Ramos,5211.0,,,,,,,1,From Kick Off,Jérémy Mathieu,10609.0,Left Center Back,2,Barcelona,217,['0279b6c6-105e-41a7-9502-5da16e78ef22'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:00:12.779,Pass,,2015/2016
,,,,,,,,,,,,,,,0.8405,,,,,,,,,,,,,0e608b1b-7c10-47a9-b329-3a3f028d5263,26,,"[47.3, 7.5]",267273,0,,,,,-0.36958638,,Left Foot,,,,"[58.4, 3.2]",,Ground Pass,11.903781,,,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,['e2c05af1-512c-4eb1-9ff9-e1d4753cb4e9'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:00:15.379,Pass,,2015/2016
,,,,,,,,,,,,,,,1.4443,,,,,,,,,,,,,b4f88cc7-2cf3-42e0-bfb5-318434ecbfef,30,,"[57.4, 6.9]",267273,0,,,,,2.6779451,,Right Foot,,,,"[49.4, 10.9]",,Ground Pass,8.944272,,,,Jordi Alba Ramos,5211.0,,,,,,,1,From Kick Off,Neymar da Silva Santos Junior,4320.0,Left Wing,2,Barcelona,217,"['128602ae-467f-4f59-8c30-b6a2bc97e0ad', 'ffbf9402-0385-4e11-896a-7f4fee949ff0']",16,,,,,,,,,,,,,,,,,Barcelona,217,00:00:16.260,Pass,True,2015/2016
,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,93c55d25-35e2-4b1b-b1a2-d2a58d1c7fb9,33,,"[51.4, 15.4]",267273,0,,,,,2.6138508,,Left Foot,,,,"[32.7, 26.3]",,Ground Pass,21.644861,,,,Jérémy Mathieu,10609.0,,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,['1760e7dc-3775-4fa6-bf5f-5c3e8d8759c3'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:00:20.384,Pass,,2015/2016
,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,dee56bc0-0b22-4a4a-a755-9386af8ab14a,36,,"[36.8, 29.7]",267273,0,,,,,1.4657423,,Left Foot,,,,"[39.9, 59.1]",,Ground Pass,29.562984,,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,From Kick Off,Jérémy Mathieu,10609.0,Left Center Back,2,Barcelona,217,['c1740666-9579-4ec6-b2db-78b0e5bd47c7'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:00:22.784,Pass,,2015/2016
,,,,,,,,,,,,,,,0.8077,,,,,,,,,,,,,64149f14-4f20-4c39-a860-147dff77e4a1,39,,"[49.5, 68.0]",267273,0,,,,,0.844154,,Right Foot,,,,"[57.5, 77.0]",,Ground Pass,12.0415945,,,,Daniel Alves da Silva,4324.0,,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Right Center Back,2,Barcelona,217,['04eb2916-2374-410b-ad5d-4b957f199d65'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:00:27.184,Pass,,2015/2016
,,,,,,,,,,,,,,,0.881938,,,,,,,,,,,,,23d27e25-c4c5-4049-b3ee-724fba733fe5,42,,"[57.6, 77.3]",267273,0,,,,,0.08581027,,Right Foot,,,,"[66.9, 78.1]",,Ground Pass,9.334345,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Kick Off,Daniel Alves da Silva,4324.0,Right Back,2,Barcelona,217,['8df2d755-8e41-44a9-9950-29ebaabdc727'],28,,,,,,,,,,,,,,,,,Barcelona,217,00:00:28.792,Pass,,2015/2016
,,,,,,,,,,,,,,,0.771915,,,,,,,,,,,,,53413df1-355d-42c0-8dc1-58dfbe0b4584,46,,"[65.6, 77.9]",267273,0,,,,,3.0396743,,Left Foot,,,,"[56.8, 78.8]",,Low Pass,8.845903,,,,Daniel Alves da Silva,4324.0,,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,2,Barcelona,217,"['3300e027-b29d-4878-ad93-4f597671784b', 'fa1a144d-069c-4be7-bc02-f828a3aea813']",30,,,,,,,,,,,,,,,,,Barcelona,217,00:00:30.194,Pass,True,2015/2016
,,,,,,,,,,,,,,,0.7809,,,,,,,,,,,,,d646f03b-0a20-452b-8bc4-0376992c06df,49,,"[51.1, 79.0]",267273,0,,,,,-1.5073894,,Right Foot,,,,"[51.5, 72.7]",,Ground Pass,6.3126855,,,,Sergi Roberto Carnicer,6379.0,,,,,,,1,From Kick Off,Daniel Alves da Silva,4324.0,Right Back,2,Barcelona,217,['1a56a2db-2fcc-43c2-ab54-9f07ac613794'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:00:34.165,Pass,,2015/2016
,,,,,,,,,,,,,,,1.1165,,,,,,,,,,,,,07f0e0ef-cc89-4de3-bd10-2d4c4e6086cd,51,,"[51.5, 72.7]",267273,0,,,,,2.4130437,,Right Foot,,,,"[45.0, 78.5]",,Ground Pass,8.711487,,,,Daniel Alves da Silva,4324.0,,,,,,,1,From Kick Off,Sergi Roberto Carnicer,6379.0,Center Defensive Midfield,2,Barcelona,217,['bcf3f5a8-75cd-4aa0-a0f5-a63127d999e2'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:00:34.946,Pass,,2015/2016
,,,,,,,,,,,,,,,1.55513,,,,,,,,,,,,,e65a23b6-289e-44dd-9675-749f072b64cb,54,,"[44.0, 76.2]",267273,0,,,,,-1.8389398,,Right Foot,,,,"[35.4, 44.9]",,High Pass,32.459976,,,,Jérémy Mathieu,10609.0,,,,,,,1,From Kick Off,Daniel Alves da Silva,4324.0,Right Back,2,Barcelona,217,['6a42b31e-55b0-4770-b7a9-6d1cd21dd21d'],37,,,,,,,,,,,,,,,,,Barcelona,217,00:00:37.564,Pass,,2015/2016
,,,,,,,,,,,,,,,2.28374,,,,,,,,,,,,,1fa5cd7f-1566-4248-b52d-d85cd557e10a,56,,"[35.3, 43.2]",267273,0,,,,,-1.5314466,,Head,,,,"[36.8, 5.1]",,High Pass,38.129517,,,,Jordi Alba Ramos,5211.0,,,,,,,1,From Kick Off,Jérémy Mathieu,10609.0,Left Center Back,2,Barcelona,217,['0713379a-fc34-436f-a3d7-49fc683500f2'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:00:39.159,Pass,,2015/2016
,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,769f7e28-6563-40dd-beab-055f2fe82cd4,59,,"[48.2, 19.7]",267273,0,,,,,1.6691446,,Left Foot,,,,"[44.5, 57.2]",,Low Pass,37.68209,,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,['d70be023-d564-42c4-a086-96788d627e7b'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:00:47.243,Pass,,2015/2016
,,,,,,,,,,,,,,,1.5634,,,,,,,,,,,,,d18190a2-581b-42ea-be3e-e06e207123e9,62,,"[57.1, 53.9]",267273,0,,,,,-0.7071881,,Right Foot,,,,"[91.5, 24.5]",,High Pass,45.25174,,Incomplete,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Right Center Back,2,Barcelona,217,"['00694977-d0b1-41f5-bab3-b569406e750f', 'c00c2fe0-eb89-455c-905f-c96f1882247c']",53,,,,,,,,,,,,,,,,,Barcelona,217,00:00:53.163,Pass,,2015/2016
,,,,,,,,,,,,,,,1.698,,,,,,,,,,,,,00694977-d0b1-41f5-bab3-b569406e750f,64,,"[29.5, 56.5]",267273,0,,,,,-1.4352686,,Right Foot,,,,"[31.9, 38.9]",,Low Pass,17.762882,,Incomplete,,,,,,,,,Recovery,1,From Kick Off,Nabil El Zhar,6608.0,Right Midfield,2,Barcelona,217,"['24d326b1-01cf-442f-8341-56fb9f0e62ba', 'd18190a2-581b-42ea-be3e-e06e207123e9']",54,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:54.726,Pass,,2015/2016
,,,,,,,,,,,,,,,1.163237,,,,,,,,,,,,,24d326b1-01cf-442f-8341-56fb9f0e62ba,65,,"[89.1, 42.1]",267273,0,,,,,-1.9013443,,Left Foot,,,,"[85.6, 31.9]",,Ground Pass,10.783784,,,,Andrés Iniesta Luján,5216.0,,,,,,Recovery,1,From Kick Off,Luis Alberto Suárez Díaz,5246.0,Center Forward,2,Barcelona,217,"['00694977-d0b1-41f5-bab3-b569406e750f', 'cfa357f0-79ec-401b-94d4-53f1a8de21bd']",56,,,,,,,,,,,,,,,,,Barcelona,217,00:00:56.424,Pass,,2015/2016
,,,,,,,,,,,,,,,1.428986,,,,,,,,,,,,,8bd3bb7a-29d3-4321-9423-a78c27530cc6,68,,"[85.8, 22.2]",267273,0,,,,,-0.94812554,,Left Foot,,,,"[94.2, 10.5]",,Ground Pass,14.403125,,,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,From Kick Off,Andrés Iniesta Luján,5216.0,Left Center Midfield,2,Barcelona,217,['63c342d3-60e2-4a63-8c1c-78296ad86d6e'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:00:58.388,Pass,,2015/2016
,,,,,,,,,,,,,,,0.6133,,,,,,,,,,,,,0e1a11a5-49e7-4f09-b12e-3cdc2158749a,72,,"[95.5, 13.4]",267273,1,,,,,1.3258177,,Right Foot,,,,"[97.8, 22.6]",,Ground Pass,9.483143,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,,1,From Kick Off,Neymar da Silva Santos Junior,4320.0,Left Wing,2,Barcelona,217,"['61f73ba3-1361-4da9-bea3-1aed8ea04ed8', 'c158766f-6e1c-47bc-8618-757fcf6de792']",2,,,,,,,,,,,,,,,,,Barcelona,217,00:01:02.331,Pass,True,2015/2016
,,,,,,,,,,,,,,,0.61737,,,,,,,,,,,,,7a171be4-fd3b-43b5-954f-3f93c294bcc4,74,,"[97.8, 22.6]",267273,1,,,,,2.7950537,,Right Foot,,,,"[90.6, 25.2]",,Ground Pass,7.6550636,,,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,From Kick Off,Luis Alberto Suárez Díaz,5246.0,Center Forward,2,Barcelona,217,['0b92e1b5-29c2-40f4-9476-0e55f00e8597'],2,,,,,,,,,,,,,,,,,Barcelona,217,00:01:02.944,Pass,,2015/2016
,,,,,,,,,,,,,,,2.721037,,,,,,,,,,,,,da753df7-7af6-4e87-bcad-6f324cfafd62,77,,"[91.1, 27.5]",267273,1,,,,,0.6377623,,Right Foot,,,,"[113.5, 44.1]",,Low Pass,27.880459,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,Through Ball,True,,1,From Kick Off,Neymar da Silva Santos Junior,4320.0,Left Wing,2,Barcelona,217,"['621902a9-b4ad-4257-a2e9-94f2dfa54112', 'd3029cf7-08ef-4ee0-bddc-97adef191696']",4,,,,,,,,,,,,,,,,,Barcelona,217,00:01:04.602,Pass,,2015/2016
,,,,,,,,,,,,,,,5.53403,,,,,,,,,,,,,0098ea41-23c8-4c7c-80ee-717c7a3ac617,81,,"[14.6, 47.0]",267273,1,,,,,-0.5940246,,Drop Kick,,,,"[83.3, 0.6]",,High Pass,82.90145,,Out,,Willian José da Silva,6721.0,,,True,,,,1,From Kick Off,Javier Varas Herrera,26753.0,Goalkeeper,2,Barcelona,217,['03d1770c-6712-415e-8591-098f795ba970'],21,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:21.049,Pass,,2015/2016
,,,,,,,,,,,,,,,0.6763,,,,,,,,,,,,,cdd07707-1511-4043-a4b5-3737bfaa6273,83,,"[37.3, 80.0]",267273,1,,,,,-0.8296171,,,,,,"[42.7, 74.1]",,Low Pass,7.9981246,,,,Arda Turan,11094.0,,,,,,Throw-in,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,3,Barcelona,217,['13c33f0b-8a89-49f3-af3b-bf9b3f33b9e7'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:01:40.214,Pass,,2015/2016
,,,,,,,,,,,,,,,0.4956,,,,,,,,,,,,,d6a6e311-ef64-46c2-ad20-6e82563cdfef,86,,"[42.7, 74.1]",267273,1,,,,,2.6485417,,Right Foot,,,,"[36.0, 77.7]",,Low Pass,7.605919,,,,Daniel Alves da Silva,4324.0,,,,,,,1,From Throw In,Arda Turan,11094.0,Right Center Midfield,3,Barcelona,217,['b5427cd1-0ab9-461e-8127-038966ba8223'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:01:41.010,Pass,,2015/2016
,,,,,,,,,,,,,,,0.900453,,,,,,,,,,,,,cf71e785-75f2-4994-9a80-9c64ad5f1e49,91,,"[86.1, 1.0]",267273,1,,,,,2.0647378,,,,,,"[82.6, 7.5]",,Low Pass,7.3824115,,,,Jonathan Viera Ramos,10755.0,,,,,,Throw-in,1,From Throw In,Jerónimo Figueroa Cabrera,6934.0,Left Midfield,4,Las Palmas,208,['102c54f6-6df6-4a87-94cf-23c667521a01'],54,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:54.883,Pass,,2015/2016
,,,,,,,,,,,,,,,1.451203,,,,,,,,,,,,,9cbfcdae-f8d7-4b47-bce8-72199933b6f5,95,,"[76.5, 9.0]",267273,1,,,,,2.3663983,,Right Foot,,,,"[56.7, 28.4]",,Low Pass,27.720028,,,,Pedro Bigas Rigo,7907.0,,,,,,,1,From Throw In,Jonathan Viera Ramos,10755.0,Left Center Midfield,4,Las Palmas,208,"['11102604-b3e6-4a30-a869-1dfa8fcbe359', '6caf4c93-d675-4d4b-b156-086c1c95c1ab']",57,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:57.718,Pass,True,2015/2016
,,,,,,,,,,,,,,,1.153814,,,,,,,,,,,,,2e0caf15-a78b-410d-a96b-f4eecb1601bc,98,,"[57.0, 33.0]",267273,2,,,,,0.84781694,,Right Foot,,,,"[72.0, 50.0]",,Ground Pass,22.671568,,,,Pedro Taunausú Domínguez Placeres,6928.0,,,,,,,1,From Throw In,Pedro Bigas Rigo,7907.0,Left Center Back,4,Las Palmas,208,['1f5b013c-5e03-41b0-a737-dafb8aecd6b2'],0,,,,,,,,,,,,,,,,,Las Palmas,208,00:02:00.369,Pass,,2015/2016
,,,,,,,,,,,,,,,1.165734,,,,,,,,,,,,,c42d1750-5881-4c18-8af3-d4d65ae542d5,102,,"[76.4, 53.5]",267273,2,,,,,1.108944,,Right Foot,,,,"[87.5, 75.8]",,Low Pass,24.909838,,,,Nabil El Zhar,6608.0,,,,,,,1,From Throw In,Pedro Taunausú Domínguez Placeres,6928.0,Right Center Midfield,4,Las Palmas,208,['ef269fa2-e687-47db-9d54-440cfa1fb232'],3,,,,,,,,,,,,,,,,,Las Palmas,208,00:02:03.367,Pass,,2015/2016
,,,,,,,,,,,,,,,1.035497,,,,,,,,,,,,,c23375a0-f201-4bfe-ac09-0474788f7af1,105,,"[91.3, 66.1]",267273,2,,,,,-2.340067,,Right Foot,,,,"[79.1, 53.5]",,Ground Pass,17.538528,,,,Roque Mesa Quevedo,3610.0,,,,,,,1,From Throw In,Nabil El Zhar,6608.0,Right Midfield,4,Las Palmas,208,['4510ed56-c44a-4a2c-9b07-a7970390e9f6'],7,,,,,,,,,,,,,,,,,Las Palmas,208,00:02:07.381,Pass,,2015/2016
,,,,,,,,,,,,,,,2.0124,,,,,,,,,,,,,cefea6f4-5962-4fe1-b421-be9e361a0b1d,113,,"[7.0, 45.0]",267273,2,,,,,-1.4259112,,Right Foot,,,,"[11.1, 16.9]",,Ground Pass,28.397535,,,,Jérémy Mathieu,10609.0,,,,,,Goal Kick,1,From Goal Kick,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,6,Barcelona,217,['14042dcd-0a99-4255-bcaa-e47bbd2be691'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:02:57.137,Pass,,2015/2016
,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,2c499cd3-ab05-4d7c-850c-023368a5a83d,116,,"[15.9, 15.1]",267273,3,,,,,-0.7809929,,Left Foot,,,,"[27.3, 3.8]",,Ground Pass,16.05148,,,,Jordi Alba Ramos,5211.0,,,,,,,1,From Goal Kick,Jérémy Mathieu,10609.0,Left Center Back,6,Barcelona,217,['2a08f5ec-ff0d-4c88-aa04-c9c0f24d0fbe'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:03:00.429,Pass,,2015/2016
