bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,"[36.6, 2.8]",,,,,,,,,,,,0.780073,,,,,,,,,,,,1c3873d5-2841-4963-97a5-a3a4526dd005,17,,"[35.9, 2.2]",265952,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Elderson Uwa Echiejile,27558.0,Left Back,2,Sporting Gijón,1041,"['2b29ddda-6511-402d-82e0-effd1dcf19c6', '348f4053-9e28-43f5-84f7-40b42829fcbf', 'b765d197-3111-4393-afa1-6361f7ba4367']",10,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:10.446,Carry,True,2016/2017
,,,,"[11.2, 47.4]",,,,,,,,,,,,1.515208,,,,,,,,,,,,258c90a5-340e-4c2e-a71a-dd9e6a4345cc,22,,"[8.7, 48.9]",265952,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,3,Barcelona,217,"['5f23c307-004e-4cb5-9b1e-9ddfbc39c5a4', 'cf3a0f4a-a3f3-402f-b040-b4830ec0c192']",17,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:17.139,Carry,,2016/2017
,,,,"[19.4, 38.2]",,,,,,,,,,,,1.36992,,,,,,,,,,,,52b60e97-d597-48a3-a135-dae7d6fbf5f7,25,,"[20.1, 35.7]",265952,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Samuel Yves Umtiti,5492.0,Center Back,3,Barcelona,217,"['df44eba7-59d8-49da-8fa4-0c927e8fc43d', 'f63e27c0-c815-43b3-8383-b216a1f294ab']",19,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:19.588,Carry,,2016/2017
,,,,"[12.3, 46.4]",,,,,,,,,,,,6.475109,,,,,,,,,,,,7e1204e1-9110-4301-ac60-976ccadc28b4,28,,"[4.5, 45.1]",265952,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,3,Barcelona,217,"['6b5565c5-7f77-478f-801e-d8ce8c2d7a52', 'baafc434-9d34-43b3-889a-0beb3af362b4']",22,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:22.106,Carry,,2016/2017
,,,,"[23.6, 38.6]",,,,,,,,,,,,0.08,,,,,,,,,,,,f608ebeb-1392-47f0-a31e-6b2bd2e74c36,31,,"[23.6, 39.0]",265952,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Samuel Yves Umtiti,5492.0,Center Back,3,Barcelona,217,"['2c22f7e8-c791-4446-827f-8c9486cdbca6', 'fe9d5d50-f43e-4289-a5c1-caa305f69ea6']",29,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:29.525,Carry,,2016/2017
,,,,"[16.5, 47.6]",,,,,,,,,,,,3.062218,,,,,,,,,,,,74754158-7273-41d5-92fc-2338a1bce570,34,,"[9.4, 46.4]",265952,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,3,Barcelona,217,"['cb3911e9-8aa1-4fc4-ac2c-8b9d85cee1a7', 'd21df0ec-0607-4568-8926-356dcb788651']",31,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:31.256,Carry,,2016/2017
,,,,"[44.7, 63.6]",,,,,,,,,,,,0.08,,,,,,,,,,,,c65ee622-a1e1-4a2e-8ae2-59f1da5c0316,37,,"[44.7, 63.6]",265952,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,3,Barcelona,217,"['a0c5b246-e4c7-4fc0-a042-7019ae82fc69', 'e562cedf-a8ba-46a9-8955-bc23ba994305']",35,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:35.608,Carry,,2016/2017
,,,,"[52.7, 52.4]",,,,,,,,,,,,0.4302,,,,,,,,,,,,fad18eb9-534c-46d3-82aa-ea0667916079,41,,"[50.5, 51.0]",265952,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,3,Barcelona,217,"['07b4b2af-b3e7-4c54-ad15-a8e23986ac8e', 'a74ce7de-b5fe-48ee-885d-3ce9c7512380']",36,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:36.564,Carry,,2016/2017
,,,,"[76.3, 8.9]",,,,,,,,,,,,1.6477,,,,,,,,,,,,c0f95af0-d130-410b-adee-891714bedd12,46,,"[70.4, 15.9]",265952,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Álvarez Díaz,13107.0,Left Center Midfield,3,Barcelona,217,"['05baccd2-e9f0-4314-9885-0465e43f3391', '24a8eb24-2e28-44a7-a4fb-223693526af6', '87bf672a-48ad-4cec-ab0c-7831af0828bc']",39,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:39.128,Carry,True,2016/2017
,,,,"[34.7, 75.4]",,,,,,,,,,,,2.425167,,,,,,,,,,,,2a84b352-6751-4692-a3f1-a31c9f6bc78e,51,,"[35.6, 77.2]",265952,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rafael Alcântara do Nascimento,6998.0,Right Wing Back,3,Barcelona,217,"['12274eaa-ec79-453c-a31e-1fbbc3290fd4', '451d549b-187f-49cf-b2f2-aaa75833ccc0', 'dcadbd96-e40e-44dd-9e69-bab40c985a89']",42,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:42.912,Carry,True,2016/2017
,,,,"[29.9, 64.2]",,,,,,,,,,,,1.2994,,,,,,,,,,,,88a81c57-60c1-4b87-88c7-907e4bf47ef6,57,,"[28.7, 62.4]",265952,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,3,Barcelona,217,"['32ddca6c-3a6e-48e9-8166-0344754f9b1d', '74636ba7-a99f-46c6-97e5-a9133e6ab251']",47,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:47.227,Carry,,2016/2017
,,,,"[83.4, 16.7]",,,,,,,,,,,,2.881,,,,,,,,,,,,8956ccec-d8c9-4faf-a021-371b00080160,63,,"[73.3, 16.7]",265952,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Álvarez Díaz,13107.0,Left Center Midfield,4,Sporting Gijón,1041,"['40f16b04-3e09-4cb7-aaed-be7b05957541', '5d7b69c2-d1ed-40f5-adae-8f8560ff0228', 'bda9377b-e471-4cea-b342-98d584cdb012']",52,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:52.947,Carry,True,2016/2017
,,,,"[88.7, 2.6]",,,,,,,,,,,,1.368499,,,,,,,,,,,,9b1a6672-3816-4307-a704-545a59b77168,66,,"[85.7, 3.2]",265952,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Elderson Uwa Echiejile,27558.0,Left Back,4,Sporting Gijón,1041,"['66a2f581-1548-4576-b132-c7bffc8ee636', 'a6fa2340-0a7b-4168-a236-ca2dc600da29']",56,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:56.978,Carry,,2016/2017
,,,,"[111.8, 9.6]",,,,,,,,,,,,2.82968,,,,,,,,,,,,09688d3b-dfa1-4d4e-b943-57fbf9314622,69,,"[107.6, 5.1]",265952,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Álvarez Díaz,13107.0,Left Center Midfield,4,Sporting Gijón,1041,"['4dff89bd-8fa4-47e3-b112-a0ff1ff9c813', '7766dd73-ac8b-4ee0-ac35-57489ed73e4a']",0,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:00.382,Carry,,2016/2017
,,,,"[102.3, 5.8]",,,,,,,,,,,,0.863295,,,,,,,,,,,,01c6fe6f-1656-43db-b64a-d6e42b6770bb,72,,"[104.7, 9.6]",265952,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jorge Franco Alviz,6624.0,Left Midfield,4,Sporting Gijón,1041,"['1a16ff11-09b0-4dd7-9336-96f73ad626d6', '941d8a2a-eb9b-461a-ba2b-66c2ab887b28']",4,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:04.305,Carry,,2016/2017
,,,,"[85.1, 17.7]",,,,,,,,,,,,1.681164,,,,,,,,,,,,64a09d9e-dbf2-4f75-8476-e7eb3445df26,75,,"[86.4, 12.7]",265952,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ignacio Cases Mora,18925.0,Right Center Midfield,4,Sporting Gijón,1041,"['21579851-a1a8-46d6-97a9-e9b950435291', '4802f3a2-709e-4613-8853-8f5eba677912', 'c069390a-13a9-4b47-9ab5-7f1d26d10866']",6,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:06.614,Carry,True,2016/2017
,,,,"[82.8, 26.2]",,,,,,,,,,,,5.598985,,,,,,,,,,,,6416971e-e6c4-4dcb-b5e9-8e871922aca6,81,,"[80.3, 2.6]",265952,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jorge Franco Alviz,6624.0,Left Midfield,4,Sporting Gijón,1041,"['7e38cd5c-7ec2-43dc-834f-4191aee248c9', '97409823-d9f7-4bb7-b762-58d52c1bc41e', 'adc04271-823e-4f7c-8c05-f037b6f96627']",11,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:11.274,Carry,True,2016/2017
,,,,"[96.7, 6.6]",,,,,,,,,,,,2.206323,,,,,,,,,,,,81792052-02ce-44a8-a598-87b5d2d4ba16,87,,"[88.1, 6.6]",265952,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Elderson Uwa Echiejile,27558.0,Left Back,4,Sporting Gijón,1041,"['09ef3511-7060-4ac1-9766-33ed44dbc001', 'f5043360-85f6-4be1-af3e-96631e1a316e']",18,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:18.674,Carry,,2016/2017
,,,,"[49.7, 3.1]",,,,,,,,,,,,0.3041,,,,,,,,,,,,9bdccc5a-56bb-4098-83a0-5b21174ffe3a,96,,"[50.5, 3.3]",265952,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Neymar da Silva Santos Junior,4320.0,Left Wing,5,Barcelona,217,"['11f749b4-23a3-4855-aa40-3276177865dd', '4e69a4a6-ae7e-4fde-a61d-97df1668e7a9', 'af02c175-3e2a-4b67-a43a-b66ecd3f27af']",37,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:37.287,Carry,True,2016/2017
,,,,"[69.5, 2.2]",,,,,,,,,,,,0.918309,,,,,,,,,,,,7bd30853-fc92-45fb-a499-3be1ac3966fc,100,,"[64.2, 3.7]",265952,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Denis Suárez Fernández,6609.0,Left Wing Back,5,Barcelona,217,"['3177e05d-7204-4e28-90ff-f800dd6cbd66', '66a8b2c3-0179-4fe8-a4d5-d0d972325e89', 'd230fa66-f981-49ee-82dd-f21ba3ebd5da']",39,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:39.354,Carry,True,2016/2017
,,,,"[72.4, 3.1]",,,,,,,,,,,,3.3751,,,,,,,,,,,,425fcdea-a793-4a08-84e1-60eb37056d9b,105,,"[63.6, 7.5]",265952,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Neymar da Silva Santos Junior,4320.0,Left Wing,5,Barcelona,217,"['1e3eda8e-e9ff-45a0-84f5-7f0ac4587cd5', 'c8352e08-2c16-4fdc-9647-c9356567649c']",43,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:43.329,Carry,,2016/2017
,,,,"[65.0, 19.7]",,,,,,,,,,,,1.810127,,,,,,,,,,,,36c639d7-4852-4af7-8b02-111b2c46503c,108,,"[64.8, 14.2]",265952,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Denis Suárez Fernández,6609.0,Left Wing Back,5,Barcelona,217,"['4e511cbe-0c93-42ab-9c26-07dabe3155d1', '9e3ee949-dcff-4ab3-8b28-d8ec67127018']",47,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:47.611,Carry,,2016/2017
,,,,"[66.5, 44.9]",,,,,,,,,,,,2.130646,,,,,,,,,,,,f47fed1b-c48a-4a18-8eb3-c4a6f2299cec,111,,"[64.0, 43.9]",265952,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Ivan Rakitić,5470.0,Right Center Midfield,5,Barcelona,217,"['0fe5d0f4-4f0e-4162-9b0c-10d89e2c82f8', 'ea54c491-b97e-4a4d-8f28-0c0bc806d406']",50,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:50.674,Carry,,2016/2017
,,,,"[73.4, 56.7]",,,,,,,,,,,,0.04,,,,,,,,,,,,6f6599be-c3c4-470d-93e2-5634ce392cee,114,,"[73.4, 56.7]",265952,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,5,Barcelona,217,"['86989756-4ede-41a0-8995-f88509182521', 'f8e323a2-853a-43d4-a0d2-4569b299a4c7']",53,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:53.533,Carry,,2016/2017
,,,,"[68.6, 51.2]",,,,,,,,,,,,1.861825,,,,,,,,,,,,54d6a3a4-af0c-48e2-ae48-86827863d2e9,117,,"[68.4, 49.3]",265952,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Ivan Rakitić,5470.0,Right Center Midfield,5,Barcelona,217,"['1adfb885-8358-4bb8-befb-57452fd06e8f', '68701131-7464-4fb5-9a49-0f98da5718e9']",54,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:54.213,Carry,,2016/2017
,,,,"[68.6, 35.2]",,,,,,,,,,,,1.459786,,,,,,,,,,,,c681bc49-eb36-4827-a36a-3321687f12e1,120,,"[68.6, 35.2]",265952,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Sergio Busquets i Burgos,5203.0,Left Center Midfield,5,Barcelona,217,"['5250d79e-acb9-4676-b8d2-2c210d765f1d', 'bb4ec695-17e7-408d-bbbd-5b4e49e6e965']",56,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:56.512,Carry,,2016/2017
,,,,"[65.7, 16.7]",,,,,,,,,,,,0.345287,,,,,,,,,,,,13df6a35-0018-487e-a648-b5b575ecf19b,123,,"[64.8, 18.2]",265952,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Jordi Alba Ramos,5211.0,Left Center Back,5,Barcelona,217,"['36de006e-28a8-4653-bfc5-03af50af4270', 'a779b55c-7a8c-475b-ac31-af89cc42d879']",59,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:59.436,Carry,,2016/2017
,,,,"[89.8, 24.9]",,,,,,,,,,,,3.649163,,,,,,,,,,,,72efe0d0-462f-43e3-a35e-e7eabce9a430,126,,"[81.6, 2.9]",265952,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Neymar da Silva Santos Junior,4320.0,Left Wing,5,Barcelona,217,"['3e2294ab-d0a0-4968-8edb-ad77ae483c07', 'a3d926c1-a8c6-4798-bc68-ccf88cd571a2', 'bfa1dcae-43a5-4f47-bc3b-a9da45557631']",1,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:01.248,Carry,True,2016/2017
,,,,"[89.8, 45.7]",,,,,,,,,,,,1.5713,,,,,,,,,,,,1184bc19-e134-4cb2-bd61-72e783424aa5,131,,"[88.4, 35.0]",265952,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,5,Barcelona,217,"['25e2d857-3b7b-46ce-a91a-85c80269382a', '2c9dc930-f91a-4286-8700-5c9161a7197d', '7baaeeee-4f4c-4803-9e63-eb8a26a57f98', 'edd160d2-5c05-4a27-9f1b-1aadf0e7fae1']",5,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:05.792,Carry,True,2016/2017
,,,,"[105.0, 58.9]",,,,,,,,,,,,2.2178,,,,,,,,,,,,28a045c5-61f3-4e66-8808-9aacb635fd00,135,,"[101.8, 59.8]",265952,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Rafael Alcântara do Nascimento,6998.0,Right Wing Back,5,Barcelona,217,"['03274155-7f21-4f76-a900-23453ce3ed92', '10bdfb60-601a-434f-94ca-5f245c8c9c10']",8,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:08.712,Carry,,2016/2017
,,,,"[45.5, 20.5]",,,,,,,,,,,,0.642465,,,,,,,,,,,,70453a30-6aa9-4921-9c83-8d68ecb6ba2a,141,,"[49.1, 20.5]",265952,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Denis Suárez Fernández,6609.0,Left Wing Back,7,Barcelona,217,"['b3acd699-be8e-41a3-86a4-ac4535196113', 'd65af115-4dff-4b26-aed3-531ca5a4aba0']",55,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:55.762,Carry,,2016/2017
,,,,"[32.3, 28.9]",,,,,,,,,,,,1.180694,,,,,,,,,,,,307fa25c-4d33-447b-9555-cce8e9a9e078,145,,"[31.8, 29.6]",265952,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Left Center Midfield,7,Barcelona,217,"['601e0841-6d7b-4f9f-b12a-aae92e7cef69', '8ce0bebd-c98e-425e-a277-310064cd27b5', 'e5e57531-9b03-4283-afe1-239b472444a7']",57,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:57.302,Carry,True,2016/2017
,,,,"[77.5, 22.6]",,,,,,,,,,,,1.188943,,,,,,,,,,,,8b7d3a5b-d668-4e0a-aafc-d3703e033ee1,150,,"[78.8, 25.5]",265952,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jorge Franco Alviz,6624.0,Left Midfield,8,Sporting Gijón,1041,"['78b165f9-fd90-4894-85c1-df387080e2ba', 'a8f30da4-9014-4854-a15c-0f957425c6de']",0,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:03:00.887,Carry,,2016/2017
,,,,"[89.9, 28.7]",,,,,,,,,,,,0.98,,,,,,,,,,,,20fa8c05-0bd7-42ea-86e3-33275749ae59,153,,"[88.7, 31.6]",265952,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Carlos Castro García,24173.0,Center Forward,8,Sporting Gijón,1041,"['7bdca59b-d07d-4aa0-8f89-80c14a4a0960', 'b33b8e41-bb95-49f9-87ff-50b60518a943']",3,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:03:03.055,Carry,,2016/2017
,,,,"[109.7, 10.4]",,,,,,,,,,,,2.487466,,,,,,,,,,,,570a02f7-f920-4850-b254-adea8ae797ad,157,,"[103.6, 10.4]",265952,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jorge Franco Alviz,6624.0,Left Midfield,8,Sporting Gijón,1041,"['27e6c3dd-6aea-447a-9b88-2ad1e76024b8', '58397936-d61a-4ffb-839f-edc19f2d5ca0', '84113dc7-5741-409c-b991-c2ce124efb1b']",6,,,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:03:06.738,Carry,True,2016/2017
,,,,"[27.4, 35.0]",,,,,,,,,,,,0.336425,,,,,,,,,,,,b97c715e-cc6a-4252-9cee-ab069485a4da,162,,"[24.7, 28.7]",265952,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Samuel Yves Umtiti,5492.0,Center Back,9,Barcelona,217,"['0a10af03-7f4e-44ad-84f0-18e59ef31191', '5fdfeb90-cbe3-497e-81c1-cdc80c53849f']",23,,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:23.087,Carry,,2016/2017
,,,,"[15.9, 35.7]",,,,,,,,,,,,4.371636,,,,,,,,,,,,514b14ba-f3dd-4def-9ad3-56c7c02820db,165,,"[6.4, 36.1]",265952,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Marc-André ter Stegen,20055.0,Goalkeeper,9,Barcelona,217,"['692ff49c-7a39-46e3-b1ec-233f66279f53', 'a28d7921-22b9-4f57-9a3a-4dcaee610550']",25,,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:25.000,Carry,,2016/2017
,,,,"[77.0, 48.3]",,,,,,,,,,,,0.794084,,,,,,,,,,,,8fac0cce-135b-4176-9627-436cf281883f,170,,"[67.8, 46.0]",265952,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,9,Barcelona,217,"['19925378-7104-42a2-af61-82fcfe91be7b', 'dc30d3eb-16d3-4cc5-ae81-4e770bdca9e3', 'e373d46a-bcbc-4536-9bad-4282457a2798']",34,,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:34.416,Carry,True,2016/2017
,,,,"[87.5, 24.5]",,,,,,,,,,,,0.819057,,,,,,,,,,,,0b8f4eff-87e8-4895-8dfc-b02ccc317c3f,181,,"[86.7, 21.2]",265952,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Neymar da Silva Santos Junior,4320.0,Left Wing,9,Barcelona,217,"['7bf7ec47-2642-457d-9206-94467214efc0', 'adee2fc6-243a-4251-9bf9-d7da168bd83b', 'd372dec5-b1aa-4fb3-97a0-da0ea9fd6899']",41,,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:41.964,Carry,True,2016/2017
,,,,"[84.6, 25.8]",,,,,,,,,,,,0.7102,,,,,,,,,,,,c9c5a712-2a17-49fe-8f76-58b6a9c50720,184,,"[84.6, 27.7]",265952,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Denis Suárez Fernández,6609.0,Left Wing Back,9,Barcelona,217,"['05c7b8cd-b0e2-4bcf-8c93-9980da12127a', '4f819c7f-48e2-4ffd-a4e9-b4ead36162bb', 'abc7aeec-f22c-40bd-8b52-348b4c0a6017']",43,,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:43.353,Carry,True,2016/2017
,,,,"[76.6, 31.5]",,,,,,,,,,,,1.250238,,,,,,,,,,,,046841f0-9674-4451-b7c7-497b7daf8fb6,188,,"[76.6, 30.2]",265952,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Sergio Busquets i Burgos,5203.0,Left Center Midfield,9,Barcelona,217,"['eb76382d-7dde-4147-9d65-03b188d45370', 'f73924bb-17b7-4239-a489-f5a5abf31e70']",45,,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:45.053,Carry,,2016/2017
,,,,"[77.7, 43.4]",,,,,,,,,,,,1.416663,,,,,,,,,,,,75bd74c2-831d-41a7-84e6-0e25212b4992,191,,"[77.2, 43.6]",265952,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Ivan Rakitić,5470.0,Right Center Midfield,9,Barcelona,217,"['56b34c26-436e-4156-9fba-05c5b9b2e451', '64a9adab-d738-44c1-97da-797950bc34ae']",46,,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:46.867,Carry,,2016/2017
,,,,"[98.7, 26.0]",,,,,,,,,,,,3.2867,,,,,,,,,,,,7492ed70-257c-46d8-b9f4-05dcd2fcfd5f,194,,"[99.7, 20.5]",265952,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Neymar da Silva Santos Junior,4320.0,Left Wing,9,Barcelona,217,"['e1af8ba2-2706-4d05-a492-27d69e50ffe7', 'fb93905c-c848-464b-8895-9205ae40f59a']",49,,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:49.798,Carry,,2016/2017
,,,,"[108.8, 57.9]",,,,,,,,,,,,1.735486,,,,,,,,,,,,f59db53a-be4a-4cd8-ba6b-8ade8bf0b97b,197,,"[110.0, 58.1]",265952,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Rafael Alcântara do Nascimento,6998.0,Right Wing Back,9,Barcelona,217,"['46703374-7450-4185-b523-f6ba0be44536', '89f110ef-c19b-4ec7-8152-84cdd90f935a', 'a90eedfe-4003-4564-98ee-502e0c92d1a2']",54,,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:54.885,Carry,True,2016/2017
,,,,"[30.8, 30.4]",,,,,,,,,,,,1.3822,,,,,,,,,,,,4c4e9e06-996d-439f-b02d-3f680c36c284,213,,"[33.9, 37.1]",265952,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,11,Barcelona,217,"['4c0c3d3d-282f-418f-b55d-3e9ff88a94d4', 'ebc0528a-c7f7-403b-ba2b-8f1de0830f82']",36,,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:36.156,Carry,,2016/2017
,,,,"[15.0, 26.6]",,,,,,,,,,,,0.987697,,,,,,,,,,,,ad9ea92a-b0e1-4c2a-b678-6c3fb5d2901d,216,,"[15.0, 27.3]",265952,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Samuel Yves Umtiti,5492.0,Center Back,11,Barcelona,217,"['58c3ea2f-9d19-496e-9a03-6a618ffe873b', 'c403e5cd-bbc5-463b-91c1-7db9bb7923b1']",38,,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:38.562,Carry,,2016/2017
,,,,"[18.8, 12.3]",,,,,,,,,,,,1.040003,,,,,,,,,,,,f8036ac0-26ef-493f-94a7-af9282f9d9ef,219,,"[16.7, 14.2]",265952,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Center Back,11,Barcelona,217,"['1fc2b381-9a51-4385-83af-0c2fabd05493', 'c87f6632-63a5-4e1a-96aa-be43105e1f37']",40,,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:40.659,Carry,,2016/2017
