ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,2.4719,,,,,,,,,,,,,98f4bfa4-7a42-4cdf-8f96-384d6b92a58e,18,,"[43.9, 22.1]",267499,0,,,,-1.0229328,,Right Foot,,,"[54.7, 4.4]",,Ground Pass,,20.734753,,,Jordi Alba Ramos,5211.0,,,,,,1,From Kick Off,Marc Bartra Aregall,7068.0,Left Center Back,2,Barcelona,217,['c07da812-e15b-406d-9704-452d8765c3d1'],9,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:09.145,Pass,,2014/2015
,,,,,,,,,,,,,,,1.6694,,,,,,,,,,,,,407b0bba-5992-4c20-b5b7-873220d16dc5,21,,"[57.2, 4.7]",267499,0,,,,-0.02343321,,Right Foot,,,"[70.0, 4.4]",,Ground Pass,,12.803515,,,Munir El Haddadi Mohamed,6616.0,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,['cceef7be-aabf-4806-b005-86098719ba6c'],12,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:12.220,Pass,,2014/2015
,,,,,,,,,,,,,,,1.364661,,,,,,,,,,,,,38b69c01-ce5a-4b4d-8cd8-ed5d36268223,24,,"[70.0, 4.4]",267499,0,,,,3.0899146,,Left Foot,,,"[64.2, 4.7]",,Ground Pass,,5.8077536,,,Jordi Alba Ramos,5211.0,,,,,,1,From Kick Off,Munir El Haddadi Mohamed,6616.0,Left Wing,2,Barcelona,217,['1060a7cf-ca7e-4ac0-b2ff-b0e53d36ee46'],15,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:15.513,Pass,,2014/2015
,,,,,,,,,,,,,,,2.257005,,,,,,,,,,,,,3cfc32b9-93a3-4c3b-a06a-b6fa730d4340,27,,"[64.2, 4.7]",267499,0,,,,2.1792564,,Left Foot,,,"[51.8, 22.5]",,Ground Pass,,21.693317,,,Marc Bartra Aregall,7068.0,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,['5d05a627-7244-4b5d-89d0-96e9b3c9cc72'],17,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:17.096,Pass,,2014/2015
,,,,,,,,,,,,,,,2.0226,,,,,,,,,,,,,fcecebd7-e5af-4eff-9628-cceb9003c704,30,,"[54.3, 30.3]",267499,0,,,,1.4684763,,Right Foot,,,"[56.6, 52.7]",,Ground Pass,,22.51777,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Kick Off,Marc Bartra Aregall,7068.0,Left Center Back,2,Barcelona,217,['53534d83-bf3d-40e7-ac8d-6074c51b1e4b'],20,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:20.427,Pass,,2014/2015
,,,,,,,,,,,,,,,1.6511,,,,,,,,,,,,,b645cd4f-ebd1-414e-954a-c04e6e3f6209,33,,"[61.5, 53.2]",267499,0,,,,1.2565644,,Right Foot,,,"[68.0, 73.2]",,Ground Pass,,21.029741,,,Adriano Correia Claro,22102.0,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Right Center Back,2,Barcelona,217,['bc667917-3742-4c3f-866b-9d0247763c02'],24,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:24.840,Pass,,2014/2015
,,,,,,,,,,,,,,,2.027,,,,,,,,,,,,,783ef9d0-73eb-44e0-bd11-51e5a0dbe33f,36,,"[71.4, 72.3]",267499,0,,,,-2.289031,,Right Foot,,,"[61.0, 60.4]",,Ground Pass,,15.804113,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Kick Off,Adriano Correia Claro,22102.0,Right Back,2,Barcelona,217,['b46e1caa-4286-459f-9f00-a43b0bd8f0df'],27,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:27.946,Pass,,2014/2015
,,,,,,,,,,,,,,,1.185395,,,,,,,,,,,,,9ec2a418-fecf-4a5b-885a-2add96ace0e0,39,,"[61.2, 60.4]",267499,0,,,,0.82318085,,Right Foot,,,"[75.2, 75.5]",,Ground Pass,,20.591503,,,Adriano Correia Claro,22102.0,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Right Center Back,2,Barcelona,217,['4d44b8da-2c98-4ec6-9acd-66f86986e7a2'],30,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:30.669,Pass,,2014/2015
,,,,,,,,,,,,,,,1.8219,,,,,,,,,,,,,94fbbd38-23ab-48f2-966b-42cc33cb5e6e,42,,"[75.2, 75.2]",267499,0,,,,-2.4140449,,Right Foot,,,"[61.5, 63.0]",,Ground Pass,,18.344753,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Kick Off,Adriano Correia Claro,22102.0,Right Back,2,Barcelona,217,['0ead33ce-f7a5-4c1e-ab9c-d886bf4af4ac'],33,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:33.248,Pass,,2014/2015
,,,,,,,,,,,,,,,2.4784,,,,,,,,,,,,,931db602-2ebe-4696-ad2a-c9b73c17fb0f,45,,"[59.9, 58.5]",267499,0,,,,-1.6022325,,Right Foot,,,"[58.9, 26.7]",,Ground Pass,,31.81572,,,Marc Bartra Aregall,7068.0,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Right Center Back,2,Barcelona,217,['a00f052e-7790-46f3-8d85-952192c6340a'],35,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:35.796,Pass,,2014/2015
,,,,,,,,,,,,,,,1.8333,,,,,,,,,,,,,fe04a534-1b05-4561-b6f1-a58207fa418d,48,,"[64.2, 26.3]",267499,0,,,,-1.053056,,Right Foot,,,"[77.3, 3.3]",,Ground Pass,,26.469038,,,Jordi Alba Ramos,5211.0,,,,,,1,From Kick Off,Marc Bartra Aregall,7068.0,Left Center Back,2,Barcelona,217,['a8ff2433-c70d-40a1-b50b-6a7856160cd0'],39,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:39.078,Pass,,2014/2015
,,,,,,,,,,,,,,,0.021209,,,,,,,,,,,,,ccc014e9-71e8-4eb2-9350-9254fb478028,51,,"[77.0, 3.6]",267499,0,,,,0.348771,,Left Foot,,,"[82.5, 5.6]",,Ground Pass,,5.8523498,Incomplete,,Munir El Haddadi Mohamed,6616.0,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,"['228c99a4-2bf8-4cf8-bcaa-c37406d2ed63', 'ff25bb88-128f-4f60-9729-1e08e0ae3648']",41,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:41.681,Pass,,2014/2015
,,,,,,,,,,,,,,,2.039886,,,,,,,,,,,,,ae479c64-3955-4c81-9ee4-13950abe0139,54,,"[80.5, 0.1]",267499,0,,,,2.7334435,,,,,"[65.7, 6.5]",,High Pass,,16.124516,,,Marc Bartra Aregall,7068.0,,,,,Throw-in,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,3,Barcelona,217,['50b2b844-2e8e-47f9-a5af-a9aa1264d721'],47,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:47.412,Pass,,2014/2015
,,,,,,,,,,,,,,,1.679156,,,,,,,,,,,,,542e5257-9c7b-440d-970a-c8e61bbeb1d3,57,,"[62.5, 10.5]",267499,0,,,,1.5434994,,Right Foot,,,"[63.3, 39.8]",,Ground Pass,,29.310919,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Throw In,Marc Bartra Aregall,7068.0,Left Center Back,3,Barcelona,217,['fdf8c0c5-979e-4d46-bbcf-ef419ab0bdb3'],51,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:51.357,Pass,,2014/2015
,,,,,,,,,,,,,,,2.3882,,,,,,,,,,,,,e1ca1fc7-7a1b-4a18-92f3-43254d4d9c2f,61,,"[63.1, 39.9]",267499,0,,,,1.180546,,Right Foot,,,"[74.7, 68.1]",,Ground Pass,,30.492622,,,Adriano Correia Claro,22102.0,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Right Center Back,3,Barcelona,217,"['151925c2-76d4-4335-b9bf-4ca6310acc75', '21e2f552-d8c7-4893-857a-335a4b980986']",55,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:55.050,Pass,True,2014/2015
,,,,,,,,,,,,,,,1.6692,,,,,,,,,,,,,fadbe33f-ee47-4717-b88c-0617d1c4f524,65,,"[73.5, 67.1]",267499,0,,,,-2.4003425,,Left Foot,,,"[60.5, 55.2]",,Ground Pass,,17.62413,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Throw In,Adriano Correia Claro,22102.0,Right Back,3,Barcelona,217,['2f10f3fd-e770-41d8-8bd0-9a9f3ffe64f1'],58,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:58.331,Pass,,2014/2015
,,,,,,,,,,,,,,,2.9619,,,,,,,,,,,,,013aed69-12bd-45f7-8ae1-afeb9be4c082,68,,"[64.5, 54.6]",267499,1,,,,-0.58028924,,Right Foot,,,"[106.6, 27.0]",,High Pass,,50.34054,Incomplete,,Munir El Haddadi Mohamed,6616.0,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Right Center Back,3,Barcelona,217,"['4968515b-f658-4b86-883c-88fcd9f1124e', '86c6a994-bebb-4319-b35c-64bb70d70be9']",1,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:01.702,Pass,,2014/2015
,,,,,,,,,,,,,,,1.6537,,,,,,,,,,,,,db505bfb-e5bc-4bfd-8b88-e75cac764b7c,71,,"[21.3, 61.4]",267499,1,,,,-0.5767164,,Head,,,"[31.6, 54.7]",,Low Pass,,12.287392,Incomplete,,José Antonio García Rabasco,24149.0,,,,,Recovery,1,From Throw In,Thievy Guivane Bifouma Koulossa,26775.0,Center Forward,3,Barcelona,217,"['4faa013c-77fc-4971-bccf-3c156e02298f', '70d4e782-4fda-43b0-a701-4507602cfad7']",6,,,,,,,,,,,,,,,,,,Almería,403,00:01:06.739,Pass,,2014/2015
,,,,,,,,,,,,,,,0.866065,,,,,,,,,,,,,4faa013c-77fc-4971-bccf-3c156e02298f,73,,"[88.5, 25.4]",267499,1,,,,-0.67474097,,Right Foot,,,"[95.0, 20.2]",,Low Pass,,8.324061,Incomplete,,Rafael Alcântara do Nascimento,6998.0,,,,,Recovery,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Barcelona,217,"['292d525b-6d29-48e7-83a7-822e5afeb87a', 'db505bfb-e5bc-4bfd-8b88-e75cac764b7c', 'e74f5764-5bd2-4418-9bc2-153eea5106c8']",8,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:08.392,Pass,,2014/2015
,,,,,,,,,,,,,,,0.925369,,,,,,,,,,,,,292d525b-6d29-48e7-83a7-822e5afeb87a,75,,"[25.1, 59.9]",267499,1,,,,-1.2315037,,Right Foot,,,"[27.5, 53.1]",,Low Pass,,7.2111025,,,José Antonio García Rabasco,24149.0,,,,,Recovery,1,Regular Play,Thievy Guivane Bifouma Koulossa,26775.0,Center Forward,4,Almería,403,"['2f13b3fd-3e13-4a0c-9e66-72f82b681885', '4faa013c-77fc-4971-bccf-3c156e02298f']",9,,,,,,,,,,,,,,,,,,Almería,403,00:01:09.258,Pass,,2014/2015
,,,,,,,,,,,,,,,1.64613,,,,,,,,,,,,,c464faea-cacb-42d9-b688-acb828ff0197,79,,"[27.8, 53.0]",267499,1,,,,2.6751518,,Left Foot,,,"[13.5, 60.2]",,Ground Pass,,16.01031,,,Francisco Manuel Vélez Jiménez,27461.0,,,,,,1,Regular Play,José Antonio García Rabasco,24149.0,Right Defensive Midfield,4,Almería,403,['87269c39-2328-4db6-976b-87af7498f0f6'],11,,,,,,,,,,,,,,,,,,Almería,403,00:01:11.641,Pass,,2014/2015
,,,,,,,,,,,,,,,1.6973,,,,,,,,,,,,,59da5d9f-01b6-41ee-9ebc-17b86f24c9bc,83,,"[13.8, 59.9]",267499,1,,,,0.6240231,,Right Foot,,,"[41.3, 79.7]",,High Pass,,33.88643,Out,,,,,,,,,1,Regular Play,Francisco Manuel Vélez Jiménez,27461.0,Left Center Back,4,Almería,403,['d73cd2cf-f1fc-4014-883a-36c663a2a42e'],13,,,,,,,,,,,,,,,,,,Almería,403,00:01:13.504,Pass,True,2014/2015
,,,,,,,,,,,,,,,2.0118,,,,,,,,,,,,,e85b9672-d050-42fa-a59f-678072bc648f,84,,"[63.6, 0.1]",267499,1,,,,2.7874794,,,,,"[47.1, 6.2]",,High Pass,,17.591475,,,Marc Bartra Aregall,7068.0,,,,,Throw-in,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,5,Barcelona,217,['b46b671f-f425-480e-af2f-d497a3668f3a'],24,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:24.398,Pass,,2014/2015
,,,,,,,,,,,,,,,1.7155,,,,,,,,,,,,,d1b77780-f4bc-41be-9faf-d3f40f16660b,87,,"[54.1, 16.7]",267499,1,,,,1.810028,,Right Foot,,,"[49.1, 37.2]",,Ground Pass,,21.100948,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Throw In,Marc Bartra Aregall,7068.0,Left Center Back,5,Barcelona,217,['0b100f99-f8fb-450b-8a3f-d69cdf893d22'],29,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:29.567,Pass,,2014/2015
,,,,,,,,,,,,,,,1.35,,,,,,,,,,,,,01b3f428-a038-4a0f-9e77-19b03e3f80d8,90,,"[53.4, 35.3]",267499,1,,,,-0.84497666,,Right Foot,,,"[66.8, 20.2]",,Ground Pass,,20.188362,,,Rafael Alcântara do Nascimento,6998.0,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Right Center Back,5,Barcelona,217,['18c92c50-8343-484a-9f01-24cfbf59b357'],32,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:32.373,Pass,,2014/2015
,,,,,,,,,,,,,,,1.9665,,,,,,,,,,,,,2eecc6a0-e463-459b-b3d8-90082754dcea,94,,"[66.2, 19.9]",267499,1,,,,3.086476,,Right Foot,,,"[51.7, 20.7]",,Ground Pass,,14.522052,,,Marc Bartra Aregall,7068.0,,,,,,1,From Throw In,Rafael Alcântara do Nascimento,6998.0,Left Center Midfield,5,Barcelona,217,"['6e8c1535-362f-4b2a-a160-83a1c7aa602f', 'f0d4b2e0-18ad-416d-9115-0e3657e9b778']",34,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:34.227,Pass,True,2014/2015
,,,,,,,,,,,,,,,1.2299,,,,,,,,,,,,,a69e8ed6-f7a7-41e7-bad5-b6087ff8b3e6,97,,"[52.9, 23.5]",267499,1,,,,1.5707964,,Left Foot,,,"[52.9, 40.7]",,Ground Pass,,17.2,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Throw In,Marc Bartra Aregall,7068.0,Left Center Back,5,Barcelona,217,['174ca591-2c31-434c-8fdf-b49f8227b033'],36,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:36.645,Pass,,2014/2015
,,,,,,,,,,,,,,,2.4319,,,,,,,,,,,,,02672104-2afe-416c-bf85-2f76e00feb20,100,,"[53.5, 40.7]",267499,1,,,,1.0995153,,Right Foot,,,"[66.8, 66.8]",,Ground Pass,,29.293344,,,Adriano Correia Claro,22102.0,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Right Center Back,5,Barcelona,217,['a14224e5-db76-47d3-81e0-328f6d07f948'],38,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:38.891,Pass,,2014/2015
,,,,,,,,,,,,,,,1.105,,,,,,,,,,,,,306584ad-243a-4d3b-96cb-32d662b394a1,103,,"[66.5, 66.8]",267499,1,,,,0.4895784,,Right Foot,,,"[80.2, 74.1]",,Ground Pass,,15.523531,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,1,From Throw In,Adriano Correia Claro,22102.0,Right Back,5,Barcelona,217,['eb8785f6-c57c-4fc7-bf28-b544d8b32d48'],42,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:42.271,Pass,,2014/2015
,,,,,,,,,,,,,,,0.9804,,,,,,,,,,,,,f61aa589-5be4-42c1-856e-555eb2a6856c,106,,"[79.9, 74.1]",267499,1,,,,-3.005043,,Left Foot,,,"[66.8, 72.3]",,Ground Pass,,13.223085,,,Adriano Correia Claro,22102.0,,,,,,1,From Throw In,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,5,Barcelona,217,['9f6173fd-0640-491c-869f-f1e1009042f5'],44,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:44.265,Pass,,2014/2015
,,,,,,,,,,,,,,,1.7235,,,,,,,,,,,,,5377b97b-35f9-42bd-be8b-c10238565ad8,109,,"[66.8, 72.3]",267499,1,,,,-2.109571,,Right Foot,,,"[56.1, 54.4]",,Ground Pass,,20.854256,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Throw In,Adriano Correia Claro,22102.0,Right Back,5,Barcelona,217,['482f4572-f1f8-4c78-80df-1d144033bd82'],46,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:46.015,Pass,,2014/2015
,,,,,,,,,,,,,,,1.3124,,,,,,,,,,,,,0f4a0fea-8917-4316-ac97-572569fe298f,112,,"[63.3, 51.5]",267499,1,,,,-1.1372149,,Right Foot,,,"[70.8, 35.3]",,Ground Pass,,17.85189,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Right Center Back,5,Barcelona,217,['24145430-dfa3-4766-afb7-712d75c15f81'],50,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:50.017,Pass,,2014/2015
