ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,1.042208,,,,,,,,,,,,,3045cdd7-5fa7-4e6a-93b5-a09816fdb1e5,19,,"[33.5, 15.9]",68336,0,,,,-0.50741524,,Left Foot,,,"[60.3, 1.0]",,Low Pass,30.663496,,Out,,David Cuéllar Tainta,26045.0,,,,,,,1,From Kick Off,Marco Antonio Ortega Cotano,26046.0,Left Back,2,Gimnàstic Tarragona,1036,"['a3d62c8e-98e9-4128-8dda-20a407a72d73', 'f6330611-9723-4841-89de-a1a3fd28a153']",5,,,,,,,,,,,,,,,,,,Gimnàstic Tarragona,1036,00:00:05.823,Pass,True,2006/2007
,,,,,,,,,,,,,,,,0.948369,,,,,,,,,,,,,29826422-e9ae-4589-84dc-cc402834bf71,21,,"[55.5, 80.0]",68336,0,,,,-1.5019399,,,,,"[56.1, 71.3]",,Low Pass,8.720665,,,,Andrés Iniesta Luján,5216.0,,,,,,Throw-in,1,From Throw In,Gianluca Zambrotta,15774.0,Right Back,3,Barcelona,217,['fdb7a80c-9975-4334-aa62-988b2df427a9'],9,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:09.427,Pass,,2006/2007
,,,,,,,,,,,,,,,,1.490373,,,,,,,,,,,,,39012919-da61-415a-ac76-71c18c3bc4d7,24,,"[54.2, 71.0]",68336,0,,,,-1.672406,,Right Foot,,,"[51.6, 45.5]",,Ground Pass,25.632206,,,,Xavier Hernández Creus,20131.0,,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Right Center Midfield,3,Barcelona,217,['c1158202-cf8b-4a3e-93dc-9934ee5554ef'],12,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:12.530,Pass,,2006/2007
,,,,,,,,,,,,,,,,1.711246,,,,,,,,,,,,,668bd1ff-8fb1-4d44-85ad-5b1d23434d82,28,,"[52.4, 41.0]",68336,0,,,,-1.4301385,,Right Foot,,,"[57.2, 7.1]",,Low Pass,34.238136,,,,Giovanni van Bronckhorst,17797.0,,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Center Defensive Midfield,3,Barcelona,217,['c91c164a-1281-496e-8dc1-a96403fae730'],15,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:15.401,Pass,,2006/2007
,,,,,,,,,,,,,,,,1.1571,,,,,,,,,,,,,cef7edbc-f218-4c6a-a2d6-e982dde86567,32,,"[73.7, 3.9]",68336,0,,,,1.2420853,,Left Foot,,,"[78.1, 16.8]",,Ground Pass,13.629746,,Incomplete,,Ronaldo de Assis Moreira,25879.0,,,,,,,1,From Throw In,Giovanni van Bronckhorst,17797.0,Left Back,3,Barcelona,217,"['2d55d218-4c0f-4730-93a4-ac169c78faa5', 'ffe34555-5f70-4818-804b-69c039e15c21']",20,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:20.227,Pass,,2006/2007
,,,,,,,,,,,,,,,,1.222759,,,,,,,,,,,,,7ae47517-6a4c-4552-af4c-409ccf549490,38,,"[57.2, 15.9]",68336,0,,,,3.102397,,Right Foot,,,"[41.9, 16.5]",,Ground Pass,15.31176,,,,Carles Puyol i Saforcada,20125.0,,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Center Defensive Midfield,3,Barcelona,217,"['401373ee-b42f-4e59-8581-1a3c00c9aa6a', 'a1fbe4f4-5190-4255-b911-f132ceb2b112']",23,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:23.282,Pass,True,2006/2007
,,,,,,,,,,,,,,,,1.674348,,,,,,,,,,,,,2db7eba7-9bc8-432a-a390-24913a15a301,40,,"[35.4, 17.1]",68336,0,True,,,1.6423074,,Right Foot,,,"[32.9, 52.0]",,Ground Pass,34.989426,,,,Lilian Thuram,15071.0,,,,,,,1,From Throw In,Carles Puyol i Saforcada,20125.0,Left Center Back,3,Barcelona,217,['babbea55-ddbe-4c8a-b7a6-f37fa29b17a9'],25,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:25.483,Pass,,2006/2007
,,,,,,,,,,,,,,,,1.209805,,,,,,,,,,,,,a48da114-d9ae-47d8-9813-3c62cdefdae3,42,,"[33.6, 59.6]",68336,0,,,,0.8499848,,Right Foot,,,"[43.0, 70.3]",,Ground Pass,14.242542,,,,Gianluca Zambrotta,15774.0,,,,,,,1,From Throw In,Lilian Thuram,15071.0,Right Center Back,3,Barcelona,217,['7a86df66-8d3b-4131-8319-e18814fc1597'],29,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:29.239,Pass,,2006/2007
,,,,,,,,,,,,,,,,1.209356,,,,,,,,,,,,,87a0375a-eb77-475e-af3b-85af460c4d2b,45,,"[43.0, 70.3]",68336,0,,,,-2.3252766,,Right Foot,,,"[33.6, 60.3]",,Ground Pass,13.724431,,,,Lilian Thuram,15071.0,,,,,,,1,From Throw In,Gianluca Zambrotta,15774.0,Right Back,3,Barcelona,217,['f38187ee-c032-492a-9de2-80baad36b087'],30,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:30.866,Pass,,2006/2007
,,,,,,,,,,,,,,,,1.789959,,,,,,,,,,,,,f746f1e7-9843-4930-b83d-d369bba794ca,48,,"[33.6, 60.3]",68336,0,,,,-1.5535141,,Right Foot,,,"[34.3, 19.8]",,Ground Pass,40.50605,,,,Carles Puyol i Saforcada,20125.0,,,True,,,,1,From Throw In,Lilian Thuram,15071.0,Right Center Back,3,Barcelona,217,['da9cb56f-97bd-4be8-88ae-aec6381df156'],33,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:33.897,Pass,,2006/2007
,,,,,,,,,,,,,,,,1.509891,,,,,,,,,,,,,e3c7f38a-fa27-4a28-a411-4d6077e51d5c,51,,"[34.9, 22.2]",68336,0,,,,-1.1341692,,Right Foot,,,"[43.3, 4.2]",,Ground Pass,19.863535,,,,Giovanni van Bronckhorst,17797.0,,,,,,,1,From Throw In,Carles Puyol i Saforcada,20125.0,Left Center Back,3,Barcelona,217,['385a109e-05e4-4e2b-ba27-a76bbda72e1b'],36,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:36.725,Pass,,2006/2007
,,,,,,,,,,,,,,,,1.6703,,,,,,,,,,,,,0ac042ba-3f3e-496c-8686-269109d17bf6,54,,"[40.5, 5.9]",68336,0,,,,0.15962794,,Left Foot,,,"[84.6, 13.0]",,High Pass,44.667885,,,,Ronaldo de Assis Moreira,25879.0,,,,,,,1,From Throw In,Giovanni van Bronckhorst,17797.0,Left Back,3,Barcelona,217,['cafe8edc-8b72-45e5-99f3-323fab7afb3f'],40,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:40.644,Pass,,2006/2007
,,,,,,,,,,,,,,,,0.9318,,,,,,,,,,,,,c1361ee8-5010-4578-80fb-458ceb9f4998,57,,"[84.6, 13.0]",68336,0,,,True,0.6536359,,,,,"[94.0, 20.2]",,High Pass,11.840608,,Incomplete,,Samuel Eto''o Fils,19298.0,,,,,,,1,From Throw In,Ronaldo de Assis Moreira,25879.0,Left Wing,3,Barcelona,217,"['1de75f0d-1869-4e92-bc25-cc0dfbe577a1', '7660fe3d-8cfb-43bb-a06d-8fd467102bd3', 'f05e730a-3904-4d55-bafb-9a7d9d909a9a']",42,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:42.354,Pass,True,2006/2007
,,,,,,,,,,,,,,,,3.306693,,,,,,,,,,,,,f05e730a-3904-4d55-bafb-9a7d9d909a9a,60,,"[27.0, 60.8]",68336,0,,,True,1.3105623,,,,,"[31.5, 77.7]",,Low Pass,17.488853,,,,José María Calvo,26042.0,,,,,,Recovery,1,From Throw In,César González Navas,26044.0,Right Center Back,3,Barcelona,217,"['c1361ee8-5010-4578-80fb-458ceb9f4998', 'd2f9c6ef-8811-460a-bf25-360403c9ebb5', 'ea2138de-7461-41b8-bb43-85706249a713']",43,,,,,,,,,,,,,,,,,,Gimnàstic Tarragona,1036,00:00:43.286,Pass,True,2006/2007
,,,,,,,,,,,,,,,,1.240624,,,,,,,,,,,,,625e68ad-eeb8-4e01-b47a-7a6be63de08a,63,,"[30.1, 77.0]",68336,0,,,,0.19636144,,Right Foot,,,"[48.7, 80.7]",,High Pass,18.964441,,Out,,,,,,,,,,1,From Throw In,José María Calvo,26042.0,Right Back,3,Barcelona,217,,46,,,,,,,,,,,,,,,,,,Gimnàstic Tarragona,1036,00:00:46.593,Pass,,2006/2007
,,,,,,,,,,,,,,,,1.687454,,,,,,,,,,,,,18292b5e-086d-46a7-b59f-ef9255268545,64,,"[74.0, 1.0]",68336,0,,,,1.1199275,,,,,"[80.1, 13.6]",,Low Pass,13.998928,,,,Samuel Eto''o Fils,19298.0,,,,,,Throw-in,1,From Throw In,Giovanni van Bronckhorst,17797.0,Left Back,4,Barcelona,217,['f1286066-5d7b-4ecc-a1c8-3f79c2c823d7'],54,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:54.118,Pass,,2006/2007
,,,,,,,,,,,,,,,,0.947879,,,,,,,,,,,,,91636b1e-107f-4a11-b5b7-f63751c2ff0a,67,,"[80.1, 13.6]",68336,0,,,,2.5829933,,Right Foot,,,"[71.3, 19.1]",,Ground Pass,10.377379,,,,Anderson Luís de Souza,19757.0,,,,,,,1,From Throw In,Samuel Eto''o Fils,19298.0,Center Forward,4,Barcelona,217,['ce45f889-2280-42f4-986f-0a890779d196'],55,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:55.845,Pass,,2006/2007
,,,,,,,,,,,,,,,,2.576861,,,,,,,,,,,,,22b11db2-84e6-4f1b-9250-d4505d9e1bd3,70,,"[69.6, 26.1]",68336,0,,,,0.85618436,,Right Foot,,,"[107.6, 69.9]",,High Pass,57.98655,,Pass Offside,,Lionel Andrés Messi Cuccittini,5503.0,,,True,,,,1,From Throw In,Anderson Luís de Souza,19757.0,Left Center Midfield,4,Barcelona,217,['83932741-220e-4709-b991-52f59e891d5f'],58,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:58.195,Pass,,2006/2007
,,,,,,,,,,,,,,,,3.620789,,,,,,,,,,,,,ecbb1ca9-4f03-410a-b72e-532dd0cf0ef5,72,,"[15.1, 11.1]",68336,1,,,,0.27811015,,Right Foot,,,"[84.8, 31.0]",,High Pass,72.48517,,Incomplete,,Javier García Portillo,26050.0,,,,,,Free Kick,1,From Free Kick,Rubén Pérez Chueca,26041.0,Goalkeeper,5,Gimnàstic Tarragona,1036,"['ea5f8c51-4d26-409d-81ec-ae0ad6c22f23', 'eca89509-7c10-4254-882f-fccf21f0352e']",25,,,,,,,,,,,,,,,,,,Gimnàstic Tarragona,1036,00:01:25.939,Pass,,2006/2007
,,,,,,,,,,,,,,,,1.682507,,,,,,,,,,,,,e794028e-0089-40b5-857e-e7557f692413,78,,"[68.2, 52.5]",68336,1,,,,1.6437006,,Right Foot,,,"[66.9, 70.3]",,Low Pass,17.847408,,,,José María Calvo,26042.0,,,,,,,1,From Free Kick,Ismael Marchal Razquín,26049.0,Right Wing,5,Gimnàstic Tarragona,1036,['7417baeb-f5e0-454d-9958-d4cd357371fc'],32,,,,,,,,,,,,,,,,,,Gimnàstic Tarragona,1036,00:01:32.582,Pass,,2006/2007
,,,,,,,,,,,,,,,,1.4597,,,,,,,,,,,,,af4b8d49-092a-4695-8262-4cfbbf2c17df,81,,"[71.9, 66.6]",68336,1,,,,-1.8131877,,Right Foot,,,"[67.4, 48.4]",,Ground Pass,18.748066,,,,Sebastien Chabaud,26048.0,,,,,,,1,From Free Kick,José María Calvo,26042.0,Right Back,5,Gimnàstic Tarragona,1036,['94a97023-8171-4bc5-8f3b-d1078cf037fd'],36,,,,,,,,,,,,,,,,,,Gimnàstic Tarragona,1036,00:01:36.516,Pass,,2006/2007
,,,,,,,,,,,,,,,,3.98011,,,,,,,,,,,,,3c822b6c-636f-41ff-83a0-92858939e3a5,85,,"[68.0, 48.1]",68336,1,,,,0.20251846,,Right Foot,,,"[105.5, 55.8]",,Low Pass,38.28237,,Incomplete,,,,,,,,,,1,From Free Kick,Sebastien Chabaud,26048.0,Left Center Midfield,5,Gimnàstic Tarragona,1036,['7c910b39-c687-4b27-b2f5-033adc6fde83'],38,,,,,,,,,,,,,,,,,,Gimnàstic Tarragona,1036,00:01:38.016,Pass,,2006/2007
,,,,,,,,,,,,,,,,1.354957,,,,,,,,,,,,,1cdda7d7-29b6-4861-a07e-0e57395a5c3f,88,,"[15.4, 24.5]",68336,1,,,,1.3258177,,Keeper Arm,,,"[24.5, 60.9]",,Ground Pass,37.52026,,,,Lilian Thuram,15071.0,,,,,,,1,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,6,Barcelona,217,['dbecef0b-1739-45a5-ab01-c30063cda8a2'],43,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:43.988,Pass,,2006/2007
,,,,,,,,,,,,,,,,1.577963,,,,,,,,,,,,,2eedc6a3-45a2-4d04-98e2-d408045d7211,91,,"[24.6, 62.2]",68336,1,,,,-1.4960082,,Right Foot,,,"[27.2, 27.5]",,Ground Pass,34.79727,,,,Carles Puyol i Saforcada,20125.0,,,,,,,1,Regular Play,Lilian Thuram,15071.0,Right Center Back,6,Barcelona,217,['aa562235-e12b-4ae0-bb51-1b77f284cb8c'],47,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:47.479,Pass,,2006/2007
,,,,,,,,,,,,,,,,1.245155,,,,,,,,,,,,,becd4343-53c0-4a6f-aa03-adaa947f4532,94,,"[31.7, 25.9]",68336,1,,,,-1.1204222,,Right Foot,,,"[40.5, 7.7]",,Ground Pass,20.215836,,,,Giovanni van Bronckhorst,17797.0,,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Left Center Back,6,Barcelona,217,['6a8b703e-22b4-43ab-b8d0-d09ec841be1e'],51,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:51.288,Pass,,2006/2007
,,,,,,,,,,,,,,,,1.3786,,,,,,,,,,,,,66138724-1cf0-4cb5-8623-a20081d6650c,97,,"[53.5, 3.6]",68336,1,,,,0.14509194,,Left Foot,,,"[75.4, 6.8]",,Ground Pass,22.132555,,,,Ronaldo de Assis Moreira,25879.0,,,,,,,1,Regular Play,Giovanni van Bronckhorst,17797.0,Left Back,6,Barcelona,217,['c582f358-76d4-48d8-a897-d6eafec377de'],57,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:57.063,Pass,,2006/2007
,,,,,,,,,,,,,,,,0.994168,,,,,,,,,,,,,ead41912-777d-44fd-8417-3404908e9ae7,101,,"[69.5, 8.5]",68336,1,,,,-0.62290907,,Right Foot,,,"[76.6, 3.4]",,Ground Pass,8.741854,,,,Giovanni van Bronckhorst,17797.0,,,,,,,1,Regular Play,Ronaldo de Assis Moreira,25879.0,Left Wing,6,Barcelona,217,['4138b93b-307d-4983-a8d8-44f18e8159dd'],58,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:58.482,Pass,,2006/2007
,,,,,,,,,,,,,,,,1.079358,,,,,,,,,,,,,894ac753-5a02-4771-a2fc-ac458cda32cb,105,,"[109.0, 2.0]",68336,2,,,,1.705246,,Left Foot,,,"[106.2, 22.7]",,Low Pass,20.888514,,Incomplete,,,,,,,,,,1,Regular Play,Giovanni van Bronckhorst,17797.0,Left Back,6,Barcelona,217,"['1ce1ddb4-ca89-4b31-9576-a706b094e627', '6744a63c-92fa-4df4-991c-c1943282a4a0']",4,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:04.014,Pass,True,2006/2007
,,,,,,,,,,,,,,,,1.180891,,,,,,,,,,,,,f3929bbe-db6c-403a-af01-ddf6c9fcd121,109,,"[18.5, 69.0]",68336,2,,,,-0.39369822,,Right Foot,,,"[31.5, 63.6]",,Ground Pass,14.076932,,,,Ángel Morales Cuerva,26047.0,,,,,,,1,Regular Play,José María Calvo,26042.0,Right Back,7,Gimnàstic Tarragona,1036,"['b6598da1-d62c-4e65-8aad-557e08907cbc', 'e001116a-413c-4b0e-a81b-47bb3c385426']",7,,,,,,,,,,,,,,,,,,Gimnàstic Tarragona,1036,00:02:07.397,Pass,True,2006/2007
,,,,,,,,,,,,,,,,0.9643,,,,,,,,,,,,,bc4b4b11-10b1-4039-9f00-bae7056a1c07,113,,"[32.5, 63.6]",68336,2,,,,-2.7996428,,Right Foot,,,"[20.7, 59.4]",,Ground Pass,12.525175,,,,César González Navas,26044.0,,,,,,,1,Regular Play,Ángel Morales Cuerva,26047.0,Right Center Midfield,7,Gimnàstic Tarragona,1036,['d25e0479-93a3-48d3-97d6-140632099bbc'],9,,,,,,,,,,,,,,,,,,Gimnàstic Tarragona,1036,00:02:09.328,Pass,,2006/2007
,,,,,,,,,,,,,,,,4.8811,,,,,,,,,,,,,e45bd55a-57a7-4c2d-99c1-5cebc6639d1a,115,,"[20.7, 59.4]",68336,2,,,,-0.55063313,,Right Foot,,,"[80.8, 22.5]",,High Pass,70.523895,,Incomplete,,,,,,,,,,1,Regular Play,César González Navas,26044.0,Right Center Back,7,Gimnàstic Tarragona,1036,['2e195496-b1d4-489d-9faa-83de7356e85b'],10,,,,,,,,,,,,,,,,,,Gimnàstic Tarragona,1036,00:02:10.293,Pass,,2006/2007
