ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_in_play,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6104ef53-e7ca-462b-b68e-2e3121a82c9b,1286,,"[87.1, 77.1]",70277,29,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jordi Xumetra Feliu,27123.0,Right Wing,51,Levante UD,221,['8074596d-6db1-48ee-bc64-4ce99014846b'],26,,,,,,,,,,,,,,,,,,Levante UD,221,00:29:26.757,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30b24419-8fab-44a4-8ae3-0c7885a231fb,1305,,"[3.7, 39.1]",70277,29,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,52,Barcelona,217,['5fcff051-2ecf-4510-b1b7-35ef0db69970'],35,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:35.539,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f9c08c6a-fab4-4358-a53a-d932909a4b78,1308,,"[43.8, 53.1]",70277,29,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,52,Barcelona,217,['8d86aa8c-f170-4651-b428-68996762132f'],39,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:39.373,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0d799725-2820-45fa-bf57-d52da0ea3727,1311,,"[35.3, 47.9]",70277,29,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,52,Barcelona,217,['ca14ae61-c273-4faa-9bdf-de222da68906'],40,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:40.548,Ball Receipt*,,2013/2014
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e4407ba1-8f0d-44db-a0ff-c89a26297e2d,1314,,"[96.8, 26.9]",70277,29,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,52,Barcelona,217,['6734bb57-e65b-4509-889f-4a86e0da054e'],45,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:45.676,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556ad010-b021-46e5-b1df-a81856ad8814,1319,,"[100.6, 18.3]",70277,29,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,52,Barcelona,217,['e67a6de3-4400-49f5-b2cb-6b6bd89f3b0d'],50,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:50.122,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08aed75a-8422-4664-a85f-7b041937e39d,1326,,"[106.4, 75.9]",70277,31,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,53,Barcelona,217,['5d430052-9842-433d-94a4-7feb560b11f5'],21,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:21.078,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b2b9e5ad-5970-4b65-b4a6-de95d6f0c732,1329,,"[63.2, 54.2]",70277,31,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,53,Barcelona,217,['486d1d7e-a48b-472e-ba4a-5d6388f20372'],25,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:25.330,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81bfd036-19f8-470a-9ab1-318cb452a6b0,1332,,"[67.7, 37.7]",70277,31,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,53,Barcelona,217,['c5d945b0-0699-4092-9d7c-7039205d0081'],27,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:27.560,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56690784-2bc2-4d4b-ba23-b232fb9314da,1335,,"[81.6, 21.7]",70277,31,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,53,Barcelona,217,['719474cc-35d7-4ccb-ae3c-37f42cb5a8d0'],30,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:30.001,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6b0b724c-d1aa-4b59-95a6-9609e8211449,1338,,"[78.1, 17.1]",70277,31,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,53,Barcelona,217,['0f983947-757f-4cb1-9242-4947e20d3f85'],33,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:33.898,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f017794a-f222-4b8e-8c23-70d2728192cf,1341,,"[55.0, 36.1]",70277,31,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Left Center Back,53,Barcelona,217,['a83b260b-2f3e-4034-a526-2479360d3711'],37,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:37.020,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1dea00c5-9bff-4289-bd23-26c383824b98,1344,,"[62.4, 20.1]",70277,31,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,53,Barcelona,217,['ed9b267d-c197-4dc4-b92b-5390515d1844'],39,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:39.184,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,edf71d5a-3f43-403c-86f5-60ff21650168,1347,,"[75.9, 15.3]",70277,31,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,53,Barcelona,217,['4d3ddce9-77d9-45f5-aea0-0ba4121f75c4'],41,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:41.269,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a42b3e55-a84d-446b-9299-63ed32ccd5b5,1350,,"[55.9, 16.1]",70277,31,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,53,Barcelona,217,['7284fa03-3190-41cd-b673-202583e48dc1'],42,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:42.371,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e7d64ec7-7ee2-4b86-9f65-d23c4bcc83a8,1353,,"[53.9, 35.0]",70277,31,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Left Center Back,53,Barcelona,217,['35b30919-1485-4a64-8ddd-73779ef73471'],44,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:44.868,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b712ecff-aa37-4ec2-b68e-23dfcac23ebe,1356,,"[62.5, 60.5]",70277,31,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,53,Barcelona,217,['d2d036df-2c96-4ebd-8c3a-2d91a4451c49'],47,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:47.681,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569fe2a8-83f0-4d0e-8017-1323c1d3c0a5,1359,,"[78.7, 49.7]",70277,31,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,53,Barcelona,217,['acf7699d-f537-45f6-96d0-f36bd5321df4'],51,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:51.986,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,927fd06c-402a-45a4-8845-d3d516d015cf,1362,,"[98.6, 7.5]",70277,31,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Adriano Correia Claro,22102.0,Left Back,53,Barcelona,217,['eb03045d-93af-40c8-877b-e200be0f1ec1'],55,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:55.996,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eaea4c38-175d-4f3c-a932-174527d2ed64,1365,,"[86.6, 17.1]",70277,32,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,53,Barcelona,217,['044dea71-8d8a-40c2-9868-0bab545943c3'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:01.461,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60135375-b13f-4663-b812-434c3461ec59,1368,,"[74.3, 25.4]",70277,32,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,53,Barcelona,217,['4be8e257-7362-4b61-8a25-aa4382f29a08'],3,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:03.300,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87ebfa1b-7cf4-467e-9a98-dfe4f25dcad3,1371,,"[77.2, 55.3]",70277,32,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,53,Barcelona,217,['569055ed-edf2-4292-83d9-031a37cdf0e6'],5,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:05.195,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f4f2d3f4-d555-40b3-85a9-50cb325e28ff,1379,,"[111.3, 75.5]",70277,33,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Xavier Hernández Creus,20131.0,Right Center Midfield,55,Barcelona,217,['99120f27-da91-459d-93b9-b093c843e7b7'],17,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:17.507,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26d0f55d-9c19-4277-9df3-dbc67e47f9a6,1382,,"[94.6, 73.3]",70277,33,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,55,Barcelona,217,['dfeac507-f1a6-4419-bd15-57001056b656'],20,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:20.420,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0395696e-4893-4880-8621-d4859381fc3d,1386,,"[75.9, 20.9]",70277,33,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Javier Alejandro Mascherano,5506.0,Left Center Back,55,Barcelona,217,"['91f1050f-cfc2-462f-9bea-646e511e222b', 'bc3860c6-763d-468f-b31b-3956a9cb38b4']",25,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:25.230,Ball Receipt*,True,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42120843-2fa4-4901-8678-23e19f1f8af6,1389,,"[84.4, 7.7]",70277,33,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,55,Barcelona,217,['712f2d31-bde1-4c81-8a79-29fc50c91826'],26,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:26.544,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b289a89b-0c56-4d4e-931b-3b6674e7ae53,1392,,"[91.8, 26.1]",70277,33,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,55,Barcelona,217,['2876b068-6349-434f-aee1-bd9594bb3750'],28,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:28.320,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0ba3f34b-fd31-40af-a544-d612f3f30b97,1395,,"[100.3, 11.3]",70277,33,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,55,Barcelona,217,['c3619fc0-0334-4927-abbb-6f8ee72e13e1'],29,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:29.912,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c82fb6a5-7a0f-4711-afa3-6c88847ded73,1398,,"[94.2, 19.3]",70277,33,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,55,Barcelona,217,['e040c6da-79cb-48af-8a4b-b0ad22401296'],31,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:31.544,Ball Receipt*,,2013/2014
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b2107d21-0f64-4a77-a4eb-abeb7a596a09,1401,,"[107.4, 21.0]",70277,33,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,55,Barcelona,217,['67719530-dcc8-4a0f-9b44-0eb7f9c413c0'],32,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:32.305,Ball Receipt*,,2013/2014
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715e54c8-cd72-4ae3-a52b-c4babe5c0e9f,1404,,"[82.4, 42.4]",70277,33,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,55,Barcelona,217,['735f39ed-8bc1-4be0-8227-d43f1ece9a37'],36,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:36.182,Ball Receipt*,,2013/2014
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d74d5207-7141-4f84-8176-d56ed3e2ce34,1409,,"[45.1, 11.5]",70277,33,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Rubén García Santos,23943.0,Left Wing,55,Barcelona,217,['4bafa610-66d5-4362-8dca-f09cad2ab62e'],40,,,,,,,,,,,,,,,,,,Levante UD,221,00:33:40.874,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cb02ec8b-3b10-4416-9292-ca698507b721,1412,,"[105.5, 57.1]",70277,33,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,55,Barcelona,217,"['5af393f1-5d9a-4174-88a5-fbca631ab73c', 'cceb36af-db60-4ae7-8737-680351df802f']",43,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:43.867,Ball Receipt*,True,2013/2014
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f951cf3e-8670-48c6-bd44-06541a33d88d,1421,,"[107.7, 42.3]",70277,33,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,55,Barcelona,217,['6cf1c3a4-12e4-40e8-b8f8-a184d3c0c92a'],49,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:49.950,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,be58f4ae-8d5f-404f-a91e-366f5d401a91,1435,,"[97.0, 62.7]",70277,34,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,55,Barcelona,217,"['041143f4-4b59-4daf-b324-95a90ba6d4c8', 'eb9d4c1e-8605-40c7-aa9c-6c72fa326428']",9,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:09.698,Ball Receipt*,True,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8fd614d1-250f-46a3-81c8-4d4349850656,1438,,"[97.9, 52.9]",70277,34,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,55,Barcelona,217,['42c00a33-e9b1-41d0-8017-8227d31e2cb3'],11,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:11.178,Ball Receipt*,,2013/2014
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0d35c930-919f-4157-acd6-3a015e00dd38,1443,,"[116.8, 19.3]",70277,34,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,56,Barcelona,217,['8422c944-5433-4be9-9786-9b5aeadbafc8'],47,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:47.598,Ball Receipt*,,2013/2014
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cd7581c4-52ae-4bd6-94f1-cbcb387778e6,1445,,"[80.2, 11.9]",70277,35,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Rubén García Santos,23943.0,Left Wing,57,Levante UD,221,['0de1b35a-4492-4d75-a953-a31c9252d6d6'],17,,,,,,,,,,,,,,,,,,Levante UD,221,00:35:17.950,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6817c8b0-18cd-4815-b573-9227ebe12a77,1452,,"[11.4, 63.9]",70277,35,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,58,Barcelona,217,['9bd7fa62-f126-4639-bffc-eca6b4190a77'],23,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:23.775,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ae23091-ea5d-4327-a1d2-94ef391257f7,1455,,"[14.6, 72.1]",70277,35,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,58,Barcelona,217,['dfa71fd0-40f2-47e2-97be-5c6eb160da27'],25,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:25.289,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6a26bb43-72f9-47b0-96a6-4e04cca3c849,1458,,"[21.5, 73.5]",70277,35,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,58,Barcelona,217,['7a7911fb-e5c6-4c64-bb74-3e929ab842ef'],25,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:25.959,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8ad39317-26bf-4eeb-9fcb-6e20aa99103f,1465,,"[39.6, 75.3]",70277,35,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,58,Barcelona,217,['137b1f8e-3bc8-4dc7-9190-505ea0184c2a'],32,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:32.108,Ball Receipt*,,2013/2014
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cc983196-44f7-4d9d-ae52-69be36be55bc,1468,,"[62.7, 35.5]",70277,35,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,58,Barcelona,217,['cf1ac4a5-7e2c-41b7-86aa-09e310471bb6'],36,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:36.406,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32d68952-f2ae-4f0c-9981-f07aa78d5e80,1470,,"[54.7, 39.4]",70277,35,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Simão Mate,27122.0,Right Defensive Midfield,59,Levante UD,221,['dc2e44e3-86ba-47de-9a32-0fdbd184e0b2'],37,,,,,,,,,,,,,,,,,,Levante UD,221,00:35:37.100,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63f08afa-0200-43a8-8870-212d91b316a9,1473,,"[74.8, 8.4]",70277,35,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rubén García Santos,23943.0,Left Wing,59,Levante UD,221,['7256fa7e-a555-4d06-89d8-e6d8d517bb6d'],41,,,,,,,,,,,,,,,,,,Levante UD,221,00:35:41.718,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3680787d-d21f-4fc9-97e4-9daff5f2caaa,1477,,"[49.2, 24.1]",70277,35,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,David Navarro Pedrós,26012.0,Left Center Back,59,Levante UD,221,['75bf476a-31d5-4ab1-8906-a96ed72f0774'],47,,,,,,,,,,,,,,,,,,Levante UD,221,00:35:47.728,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eef3816a-1700-45a7-97b9-54d43cf9d45e,1482,,"[49.8, 58.1]",70277,35,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Héctor Rodas Ramírez,24860.0,Right Center Back,59,Levante UD,221,"['47d140c0-0c24-4cb6-a0a1-5fa14cdbb3b6', 'd5ac3b92-87ea-4478-86d5-9b3b77f8d979']",51,,,,,,,,,,,,,,,,,,Levante UD,221,00:35:51.816,Ball Receipt*,True,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d54edb59-ff45-437a-9152-bd044b760058,1485,,"[68.2, 77.0]",70277,35,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pedro López Muñoz,6787.0,Right Back,59,Levante UD,221,['14a3a19e-0938-4152-afc3-49022cd8b0fc'],54,,,,,,,,,,,,,,,,,,Levante UD,221,00:35:54.914,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fbefe7a2-fe3c-4b97-b68c-3ac96ad9c13e,1488,,"[48.2, 72.7]",70277,35,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Héctor Rodas Ramírez,24860.0,Right Center Back,59,Levante UD,221,['d59f34d8-aea3-4a8d-931a-f2c835182f3e'],57,,,,,,,,,,,,,,,,,,Levante UD,221,00:35:57.654,Ball Receipt*,,2013/2014
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f0a24ae1-d7ea-48cb-95d2-22932362ebe6,1491,,"[105.7, 57.0]",70277,36,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nabil El Zhar,6608.0,Center Attacking Midfield,59,Levante UD,221,['c25c41e3-7f2f-45ba-a7ab-9b359ee07a18'],1,,,,,,,,,,,,,,,,,,Levante UD,221,00:36:01.266,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f2ecd274-ff65-46fb-93e1-d41d77803320,1493,,"[49.3, 56.4]",70277,36,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,60,Barcelona,217,['2d111ee9-7c85-49a3-9aee-479a5d3145e4'],20,,,,,,,,,,,,,,,,,,Barcelona,217,00:36:20.094,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20b19e74-85a7-487e-9750-ad767895d329,1495,,"[76.5, 73.3]",70277,36,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,60,Barcelona,217,['b0bbf239-25e6-4be7-86fd-868e58c95edd'],25,,,,,,,,,,,,,,,,,,Barcelona,217,00:36:25.103,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0fd32065-638a-4611-b582-1af773067c4c,1498,,"[73.7, 39.3]",70277,36,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,60,Barcelona,217,['46cb203e-fe70-4655-8678-e78f36918122'],30,,,,,,,,,,,,,,,,,,Barcelona,217,00:36:30.638,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42cc09ea-e3c1-4dbf-bfd8-2ae48f46dab9,1501,,"[70.1, 56.3]",70277,36,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,60,Barcelona,217,['3c451b0b-aab8-4e5a-bafd-5d1e65b4c3dd'],34,,,,,,,,,,,,,,,,,,Barcelona,217,00:36:34.669,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c51abbb8-27d8-4826-93b5-ff897525926f,1504,,"[85.5, 53.7]",70277,36,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,60,Barcelona,217,['86687ba3-2457-4ea7-9ec5-385eed94cc2d'],36,,,,,,,,,,,,,,,,,,Barcelona,217,00:36:36.410,Ball Receipt*,,2013/2014
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8f7fc746-888c-447b-b1e8-f8944e2d873e,1507,,"[97.6, 72.6]",70277,36,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,60,Barcelona,217,['de10ea58-5f1b-4568-889a-4d4429007b83'],37,,,,,,,,,,,,,,,,,,Barcelona,217,00:36:37.490,Ball Receipt*,,2013/2014
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96af52f4-d8fb-4622-a0df-09aedd80a8ec,1513,,"[39.6, 8.1]",70277,36,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Juan Francisco García García,26023.0,Left Back,60,Barcelona,217,['290d8f4f-8d9d-4f8c-92d7-db459fd1c8c0'],43,,,,,,,,,,,,,,,,,,Levante UD,221,00:36:43.452,Ball Receipt*,,2013/2014
