50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,2.188495,,,,,,,,,,,,,f978768e-e6ba-4a87-8bcf-bca0d81b33e1,18,,"[26.9, 74.8]",9855,0,,,,-2.2397876,,Right Foot,,,"[5.0, 47.1]",,Ground Pass,,35.31147,,,,Kepa Arrizabalaga Revuelta,6395.0,,,,,,1,From Kick Off,Unai Núñez Gestoso,6397.0,Right Center Back,2,Athletic Club,215,"['73b13c6a-f9ca-48f4-ada3-e8d04bc8fb19', 'f6e7edcd-409c-44fa-af54-1241880a6497']",10,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:10.818,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,,,4.970656,,,,,,,,,,,,,eaa3aad6-2a13-404d-9a05-fe16356c84f2,21,,"[6.1, 56.8]",9855,0,,,,-0.13774927,,Right Foot,,,"[80.4, 46.5]",,High Pass,,75.01054,,Incomplete,,Sabin Merino Zuloaga,6666.0,,,,,,1,From Kick Off,Kepa Arrizabalaga Revuelta,6395.0,Goalkeeper,2,Athletic Club,215,"['7731b930-eb2f-4bc5-9169-1d867eab9e00', '8c8fc430-b151-47a6-b999-eb15998836eb']",14,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:14.921,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,1.044594,,,,,,,,,,,,,8c8fc430-b151-47a6-b999-eb15998836eb,24,,"[39.7, 33.6]",9855,0,,,True,0.11900029,,,,,"[48.9, 34.7]",,High Pass,,9.265528,,,,José Paulo Bezzera Maciel Júnior,5542.0,,,,,Recovery,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Athletic Club,215,"['a3358509-1e3a-4194-b5d6-4d01f5c57548', 'bc570203-0747-434a-bcb2-835994465036', 'eaa3aad6-2a13-404d-9a05-fe16356c84f2']",19,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:19.892,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,,,0.910795,,,,,,,,,,,,,2ab41770-1feb-4352-bded-c29400d7f778,26,,"[48.9, 34.7]",9855,0,,,,0.0,,Head,,,"[58.2, 34.7]",,High Pass,,9.3,,Incomplete,,,,,,,,,1,From Kick Off,José Paulo Bezzera Maciel Júnior,5542.0,Right Defensive Midfield,2,Athletic Club,215,['c73d2d6c-489f-4d95-8094-78439ca5d564'],20,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:20.937,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,0.998503,,,,,,,,,,,,,b1358016-5ed8-4889-8d1d-f3089b2a5546,29,,"[58.1, 44.3]",9855,0,,,,-2.201374,,Right Foot,,,"[50.8, 34.3]",,Ground Pass,,12.381034,,,,Íñigo Martínez Berridi,6665.0,,,,,,1,From Kick Off,Mikel San José Domínguez,6389.0,Right Defensive Midfield,2,Athletic Club,215,['d43dbff3-929a-46ac-a0c0-8b283ed96f1b'],23,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:23.370,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,1.860088,,,,,,,,,,,,,8d239a4e-56f6-4656-ab04-7ee107efb7ed,32,,"[50.8, 34.3]",9855,0,,,,-1.4029685,,Left Foot,,,"[54.9, 10.1]",,Ground Pass,,24.544857,,,,Enric Saborit Teixidor,6660.0,,,,,,1,From Kick Off,Íñigo Martínez Berridi,6665.0,Left Center Back,2,Athletic Club,215,['32156f55-2e95-48ad-90b3-1f0f0f1870e2'],26,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:26.348,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,0.916837,,,,,,,,,,,,,d1a73b98-e2ae-4805-85ab-aa8a776ae248,35,,"[61.9, 5.5]",9855,0,,,,-0.0809041,,Left Foot,,,"[80.4, 4.0]",,Ground Pass,,18.56071,,Incomplete,,Íñigo Lekue Martínez,6392.0,,,,,,1,From Kick Off,Enric Saborit Teixidor,6660.0,Left Back,2,Athletic Club,215,"['013ebf76-91cf-42b9-9d43-0ca99e5d2ebd', '06364ec5-1bc8-4259-a4ae-a2638ee713f8']",30,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:30.064,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,0.773503,,,,,,,,,,,,,b58b8332-2951-4571-95ce-29c8a3a8f01a,39,,"[41.1, 76.4]",9855,0,,,,-1.2521417,,Right Foot,,,"[44.3, 66.7]",,Ground Pass,,10.214206,,,,José Paulo Bezzera Maciel Júnior,5542.0,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,3,Barcelona,217,['693616c7-9fc7-48d9-aa93-1bee4b05052b'],32,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:32.515,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,0.910281,,,,,,,,,,,,,551d9b63-96b7-477c-b493-592384f6dcbe,41,,"[44.3, 66.7]",9855,0,,,,1.484058,,Right Foot,,,"[45.1, 75.9]",,Ground Pass,,9.234717,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,Regular Play,José Paulo Bezzera Maciel Júnior,5542.0,Right Defensive Midfield,3,Barcelona,217,['62f541a9-99e8-4c72-8dda-16957c1a1fbe'],33,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:33.288,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,1.807151,,,,,,,,,,,,,9b78661f-e4a4-4aa6-9a15-8ef0abecc806,45,,"[43.4, 74.3]",9855,0,,,,-2.5893743,,Left Foot,,,"[23.6, 62.1]",,Ground Pass,,23.256826,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,3,Barcelona,217,"['8d361d3c-7aec-4db8-9a58-bd80e7219c24', 'ee95c445-8cba-44f0-a75a-73e309b91476']",35,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:35.339,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,,,2.350637,,,,,,,,,,,,,7eb06118-663b-4534-bbad-278bd0c353d2,48,,"[23.6, 62.1]",9855,0,,,,-1.6857883,,Right Foot,,,"[19.8, 29.2]",,Ground Pass,,33.118725,,,,Samuel Yves Umtiti,5492.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['0e6c5a74-c179-415b-bf44-1a7488729fad'],38,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:38.299,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,1.954779,,,,,,,,,,,,,abbf1728-c534-4d2e-8734-626aaa80f4d7,52,,"[16.3, 21.1]",9855,0,,,,2.0165532,,Left Foot,,,"[6.6, 41.4]",,Ground Pass,,22.498444,,,,Marc-André ter Stegen,20055.0,,,,,,1,Regular Play,Samuel Yves Umtiti,5492.0,Left Center Back,3,Barcelona,217,"['671df6d2-f539-48ea-b3aa-1ffb9b9c61ee', 'f3920ef0-aca9-4cca-ac28-0bfa33a0a2e8']",42,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:42.824,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,,,1.674738,,,,,,,,,,,,,78e83612-630b-487e-9cd6-2da05e0f3150,55,,"[8.5, 42.0]",9855,0,,,,1.4851171,,Left Foot,,,"[9.9, 58.3]",,Ground Pass,,16.360012,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,3,Barcelona,217,['f944f87e-86e6-4760-943a-368deaf78a7f'],48,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:48.017,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,1.474438,,,,,,,,,,,,,dfcc0395-60db-4743-a989-9e9378e864be,58,,"[9.9, 58.0]",9855,0,,,,1.1481885,,Right Foot,,,"[17.5, 74.9]",,Ground Pass,,18.530245,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['ce9a9a26-5a86-4e6f-9dcd-80d68ebd821f'],50,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:50.564,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,1.025319,,,,,,,,,,,,,6fe5046f-6b1d-4fdb-af23-2035283aec07,61,,"[17.5, 74.9]",9855,0,,,,-2.3184118,,Right Foot,,,"[3.5, 59.8]",,Ground Pass,,20.591503,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,3,Barcelona,217,['3da78adf-adc8-46a9-87d3-9b886125ec8d'],53,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:53.587,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,1.522098,,,,,,,,,,,,,02f081a2-bbd2-4e85-a4b8-c3c87043ec71,65,,"[4.1, 59.8]",9855,0,,,,-1.6291243,,Right Foot,,,"[3.3, 46.1]",,Ground Pass,,13.723338,,,,Marc-André ter Stegen,20055.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,"['ebf9cf63-7baf-4a82-8cbc-6597437d0897', 'fd8302f4-cf1c-4e75-ad5d-8af924015a74']",55,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:55.539,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,,,1.657666,,,,,,,,,,,,,a077d634-8b59-430e-ae1e-9df580dd3510,69,,"[2.0, 40.9]",9855,0,,,,-1.5039815,,Right Foot,,,"[3.8, 14.0]",,Ground Pass,,26.960155,,,,Samuel Yves Umtiti,5492.0,,,,,,1,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,3,Barcelona,217,['abeb0e70-5019-403b-aaa6-05aa4479d0b3'],57,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:57.562,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,2.199236,,,,,,,,,,,,,51a64b59-8470-4b91-9853-6fb9da870639,73,,"[9.3, 2.1]",9855,1,,,,0.065408744,,Left Foot,,,"[55.1, 5.1]",,High Pass,,45.898148,,Incomplete,,Francisco Alcácer García,6402.0,,,,,,1,Regular Play,Samuel Yves Umtiti,5492.0,Left Center Back,3,Barcelona,217,"['226abd50-8120-4a0a-8c79-82ac27e3dca6', 'e07eb42e-f08c-42b4-b72f-3ff1c5be0cb6', 'e6e65fce-e737-4e2d-80f6-079d99b25155']",1,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:01.877,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,,,2.13068,,,,,,,,,,,,,9887fcfc-2e65-4af6-abd2-978aa0560196,76,,"[48.9, 0.1]",9855,1,,,,2.8829672,,,,,"[30.0, 5.1]",,Low Pass,,19.550192,,,,Samuel Yves Umtiti,5492.0,,,,,Throw-in,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,4,Barcelona,217,['f1bc4636-2f2d-4246-bb60-1a5dc394b35b'],12,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:12.144,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,1.559325,,,,,,,,,,,,,44172386-da13-48a3-83d5-0282a9e930ca,79,,"[37.3, 7.3]",9855,1,,,,1.9492238,,Left Foot,,,"[30.7, 23.9]",,Ground Pass,,17.86393,,,,Ivan Rakitić,5470.0,,,,,,1,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,4,Barcelona,217,['47f4a43c-9a69-4cf9-967d-97c2123d78db'],18,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:18.222,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,1.750124,,,,,,,,,,,,,cc8853cf-b026-414a-925f-f95ab0231a36,82,,"[34.7, 25.1]",9855,1,,,,1.4582926,,Right Foot,,,"[39.4, 66.7]",,Ground Pass,,41.864662,,,,Gerard Piqué Bernabéu,5213.0,,True,,,,1,From Throw In,Ivan Rakitić,5470.0,Left Defensive Midfield,4,Barcelona,217,['b86a2019-7fc7-4171-af11-0f2308381c86'],23,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:23.363,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,0.850591,,,,,,,,,,,,,29ed8fba-42f7-4eea-95d2-ccddd16b330d,85,,"[46.3, 66.7]",9855,1,,,,0.90400976,,Right Foot,,,"[54.8, 77.5]",,Ground Pass,,13.743726,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,4,Barcelona,217,['d8bf2146-4756-4689-a6d3-9fc8ddf972f4'],27,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:27.031,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,0.739826,,,,,,,,,,,,,d115a6bf-c51b-4a8c-9ed4-b9062f91d686,88,,"[55.4, 77.3]",9855,1,,,,-1.5372518,,Right Foot,,,"[55.9, 62.4]",,Ground Pass,,14.908387,,,,José Paulo Bezzera Maciel Júnior,5542.0,,,,,,1,From Throw In,Sergi Roberto Carnicer,6379.0,Right Back,4,Barcelona,217,['70d60b7c-b016-4ef5-9ffa-b9bff2ae2640'],29,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:29.457,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,1.276775,,,,,,,,,,,,,922ee421-dc23-4405-86a5-05e5fbd6f36c,91,,"[55.7, 64.8]",9855,1,,,,3.0280929,,Right Foot,,,"[36.4, 67.0]",,Ground Pass,,19.424984,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Throw In,José Paulo Bezzera Maciel Júnior,5542.0,Right Defensive Midfield,4,Barcelona,217,['801772cc-3041-4820-b8e4-bf947340d1a2'],30,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:30.995,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,1.007118,,,,,,,,,,,,,d67065b0-b015-4c6d-a121-6bc3e1265e79,94,,"[37.5, 54.2]",9855,1,,,,-2.0824552,,Right Foot,,,"[30.2, 41.2]",,Ground Pass,,14.909393,,,,Ivan Rakitić,5470.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,4,Barcelona,217,['223a9cfc-3e45-4761-af33-37bd9560d92a'],37,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:37.328,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,1.621978,,,,,,,,,,,,,993ec441-1a1d-4b82-846d-cd25538883f1,97,,"[31.8, 41.4]",9855,1,,,,1.0527278,,Right Foot,,,"[48.9, 71.4]",,Ground Pass,,34.531292,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Throw In,Ivan Rakitić,5470.0,Left Defensive Midfield,4,Barcelona,217,['a7a87619-2e98-4313-b7d7-5a984f6c3bdf'],40,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:40.741,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,2.016446,,,,,,,,,,,,,b0346721-7e1a-4175-b716-4102c0170446,100,,"[48.6, 71.4]",9855,1,,,,-0.11990398,,Right Foot,,,"[90.1, 66.4]",,High Pass,,41.80012,,Incomplete,,Ousmane Dembélé,5477.0,,,,,,1,From Throw In,Sergi Roberto Carnicer,6379.0,Right Back,4,Barcelona,217,"['c4d2bff3-80c5-4b68-a80f-e78a9fc72948', 'ebd0dcf5-c68a-42cb-a88a-2dd49a773113']",43,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:43.607,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,0.96325,,,,,,,,,,,,,881b0a09-6538-41db-b347-aa279608c660,104,,"[28.3, 12.1]",9855,1,,,,1.7619808,,Left Foot,,,"[25.9, 24.5]",,Low Pass,,12.630123,,,,Íñigo Martínez Berridi,6665.0,,,,,,1,Regular Play,Enric Saborit Teixidor,6660.0,Left Back,5,Athletic Club,215,['7f8db6e7-ce9a-459e-8e70-de485619ecb1'],47,,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:47.475,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,1.115573,,,,,,,,,,,,,bec79b8c-65f0-4683-9358-4489bc723945,108,,"[25.9, 24.0]",9855,1,,,,-0.017092353,,Left Foot,,,"[37.6, 23.8]",,Ground Pass,,11.70171,,,,Beñat Etxebarria Urkiaga,6396.0,,,,,,1,Regular Play,Íñigo Martínez Berridi,6665.0,Left Center Back,5,Athletic Club,215,"['31451c44-2f99-4ec7-a6b9-b417a1f6414a', '4111a3af-496d-4324-afa8-8d7ffdcc6d95']",48,,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:48.750,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,,,1.330871,,,,,,,,,,,,,9c794d34-fa70-43ca-b829-9c3ed007c346,111,,"[37.6, 23.8]",9855,1,,,,1.6010901,,Right Foot,,,"[37.3, 33.7]",,Ground Pass,,9.904545,,,,Mikel San José Domínguez,6389.0,,,,,,1,Regular Play,Beñat Etxebarria Urkiaga,6396.0,Left Defensive Midfield,5,Athletic Club,215,['80a1f01d-ead8-4358-9274-56f8ad714593'],49,,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:49.871,Pass,,2017/2018
