50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,2.6317,,,,,,,,,,,,,,,a1381e4f-babd-4440-ad33-bf68185bf53b,18,,,"[15.6, 23.8]",266770,0,,,,1.1626472,,Keeper Arm,,,"[31.6, 60.8]",,Low Pass,,40.311287,,,,,Daniel Alves da Silva,4324.0,,,,,,1,Regular Play,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,3,Barcelona,217,['46ac2461-a9bc-42d7-8c23-e59ab2197c87'],14,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:14.392,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.396262,,,,,,,,,,,,,,,6c0e1268-a1e7-4afa-97fd-de75c71c46f8,20,,,"[34.0, 60.7]",266770,0,,,,-0.9786096,,Right Foot,,,"[41.4, 49.7]",,Ground Pass,,13.257451,,,,,Ivan Rakitić,5470.0,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,3,Barcelona,217,['57d0a9a3-1933-4c7e-915e-c5f649a655ec'],17,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:17.024,Pass,,2014/2015
,,,,,,,,,,,,,,,,2.622998,,,,,,,,,,,,,,,acf69ae9-0edc-4d97-98f4-7e2b6ab77251,23,,,"[40.5, 56.1]",266770,0,,,,0.7695265,,Right Foot,,,"[56.5, 71.6]",,Ground Pass,,22.276669,,,,,Daniel Alves da Silva,4324.0,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,3,Barcelona,217,['efdb7993-58ac-488c-b20c-c716c9540762'],20,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:20.140,Pass,,2014/2015
,,,,,,,,,,,,,,,,3.439107,,,,,,,,,,,,,,,762d2ac2-ff00-4599-a457-a5d96df2ac4e,26,,,"[67.7, 70.5]",266770,0,,,,-1.4892539,,Right Foot,,,"[73.2, 3.2]",,High Pass,,67.52437,,,,,Jordi Alba Ramos,5211.0,,True,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,3,Barcelona,217,['be89dd49-7261-497b-b457-f0341cda4879'],26,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:26.027,Pass,,2014/2015
,,,,,,,,,,,,,,,,0.996769,,,,,,,,,,,,,,,d2f95535-1509-4bdc-912a-59d639a68bae,29,,,"[75.9, 4.2]",266770,0,,,,1.8895439,,Left Foot,,,"[72.6, 14.2]",,Ground Pass,,10.530432,,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,3,Barcelona,217,['fe5ad30e-1cdc-4efc-aed9-ce27eda378fb'],30,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:30.880,Pass,,2014/2015
,,,,,,,,,,,,,,,,0.7013,,,,,,,,,,,,,,,3214b5d9-1fe7-4de3-9261-319d9cbb4802,32,,,"[72.6, 14.2]",266770,0,,,,2.110057,,Right Foot,,,"[65.0, 26.9]",,Ground Pass,,14.800338,,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,3,Barcelona,217,['e02edd99-032d-4693-8cc7-8f21c5a64a0e'],33,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:33.526,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.336962,,,,,,,,,,,,,,,639f442e-2624-4eb8-a39a-f6313413315b,35,,,"[65.7, 28.9]",266770,0,,,,1.8230388,,Right Foot,,,"[60.7, 48.3]",,Ground Pass,,20.033972,,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Barcelona,217,['5520014d-d168-484b-bbb0-608ece7a7c4c'],35,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:35.326,Pass,,2014/2015
,,,,,,,,,,,,,,,,2.180033,,,,,,,,,,,,,,,c250d863-786d-407a-9f92-c8533572234f,38,,,"[63.4, 50.5]",266770,0,,,,1.0193421,,Right Foot,,,"[80.5, 78.3]",,Ground Pass,,32.63817,,,,,Daniel Alves da Silva,4324.0,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,3,Barcelona,217,['267aee0b-f72b-474c-9772-f55bd12cedfc'],37,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:37.874,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.224261,,,,,,,,,,,,,,,2bcf916e-2a05-4b74-aa05-2620008968a6,41,,,"[85.4, 78.3]",266770,0,,,,-2.649279,,Right Foot,,,"[74.4, 72.4]",,Ground Pass,,12.482388,,,,,Ivan Rakitić,5470.0,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,3,Barcelona,217,['ab5fd437-7d40-4239-84a1-35273061fd18'],43,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:43.390,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.265612,,,,,,,,,,,,,,,406301f8-9346-479d-8ef6-61c9e72d5ea3,45,,,"[73.6, 70.5]",266770,0,,,,-2.2877302,,Right Foot,,,"[57.3, 51.8]",,Ground Pass,,24.806854,,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,3,Barcelona,217,"['b6e942de-0035-4979-b34d-3a10e033f50a', 'e2f6d142-0bc5-494f-a76a-eaff9be1ed89']",45,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:45.284,Pass,True,2014/2015
,,,,,,,,,,,,,,,,2.031417,,,,,,,,,,,,,,,886df841-5fe0-4096-937a-9ea4eabe4403,48,,,"[62.0, 46.3]",266770,0,,,,-1.273357,,Right Foot,,,"[74.2, 6.5]",,Low Pass,,41.627876,,,,,Jordi Alba Ramos,5211.0,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,3,Barcelona,217,['806d5ac8-d0db-4569-b4f4-3f35fe90a817'],48,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:48.499,Pass,,2014/2015
,,,,,,,,,,,,,,,,0.7232,,,,,,,,,,,,,,,f117b20f-e970-467f-85b8-55643665c51f,51,,,"[79.1, 8.1]",266770,0,,,,1.0303768,,Left Foot,,,"[83.6, 15.6]",,Ground Pass,,8.746428,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,3,Barcelona,217,['4a5d801e-b02e-4406-9498-4bd9a3cd4f6d'],52,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:52.334,Pass,,2014/2015
,,,,,,,,,,,,,,,,0.7668,,,,,,,,,,,,,,,ff9e61ed-3291-4034-9deb-6d37f633fb60,53,,,"[83.6, 15.6]",266770,0,,,,2.9539528,,Left Foot,,,"[75.7, 17.1]",,Ground Pass,,8.041144,,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,3,Barcelona,217,['ae431f95-4606-4c8b-8194-d1a7e7bad58e'],53,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:53.057,Pass,,2014/2015
,,,,,,,,,,,,,,,,0.559784,,,,,,,,,,,,,,,0e2841d7-80c8-4c01-a075-e2f5d9af9e22,56,,,"[75.7, 17.1]",266770,0,,,,-0.3326197,,Right Foot,,,"[81.2, 15.2]",,Ground Pass,,5.8189344,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,3,Barcelona,217,['c5d74d82-6366-4bb7-9966-f56e3bf140a0'],54,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:54.505,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.6514,,,,,,,,,,,,,,,8f40f3a3-1254-4746-a967-36e7f2d52c99,60,,,"[83.6, 14.4]",266770,0,,,,-0.5179874,,Left Foot,,,"[102.2, 3.8]",,Ground Pass,,21.40841,,,,,Jordi Alba Ramos,5211.0,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,3,Barcelona,217,"['af58054b-9aa6-4e04-a564-366ea2c5a97f', 'c5ee1574-b97a-4a5a-a54d-879bdcba5c70']",57,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:57.034,Pass,True,2014/2015
,,,,,,,,,,,,,,,,1.3118,,,,,,,,,,,,,,,68d5a669-fdba-48bc-aa0d-54300e1cde1b,63,,,"[105.9, 5.6]",266770,0,,,,1.352478,,Left Foot,True,,"[112.6, 35.8]",,High Pass,,30.934286,,,Incomplete,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,3,Barcelona,217,"['6b564355-bbcb-4b0f-af3c-8025ebeed4d3', 'd6f753bd-8301-4446-9bd9-2bc9b14d8eed']",58,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:58.725,Pass,,2014/2015
,,,,,,,,,,,,,,,,0.839904,,,,,,,,,,,,,,,9dec2de5-168a-4f41-b65f-7fffe5bff183,66,,,"[120.0, 1.0]",266770,1,,,,2.7233684,,Right Foot,,,"[114.6, 3.4]",,Ground Pass,,5.9093146,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Corner,1,From Corner,Ivan Rakitić,5470.0,Right Center Midfield,4,Barcelona,217,['aef647e4-463e-4b85-bec4-13813bd071c6'],22,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:22.281,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.606458,,,,,,,,,,,,,,,3475fc97-7039-41b1-b579-2290e1bf123c,69,,,"[112.2, 7.7]",266770,1,,,,2.7838864,,Left Foot,,,"[91.6, 15.4]",,Ground Pass,,21.992044,,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,4,Barcelona,217,['d8971c98-addc-48db-b089-899396ff68f7'],24,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:24.496,Pass,,2014/2015
,,,,,,,,,,,,,,,,2.1018,,,,,,,,,,,,,,,fdd131d8-b341-4fb9-9827-ca31a430269b,76,,,"[107.7, 19.5]",266770,1,,,,1.235348,,Left Foot,True,,"[119.1, 52.2]",,High Pass,,34.630188,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,From Corner,Andrés Iniesta Luján,5216.0,Left Center Midfield,4,Barcelona,217,['6ebefe14-80c8-453d-8798-313bdef13420'],28,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:28.992,Pass,,2014/2015
,,,,,,,,,,,,,,,,0.289,,,,,,,,,,,,,,,8440bc8c-29d3-4e65-85a4-656b79c5c13b,78,,,"[119.1, 52.2]",266770,1,,,,-1.7429872,,Right Foot,True,,"[118.7, 49.9]",,Low Pass,,2.3345234,,,Incomplete,,,,,,,,,1,From Corner,Neymar da Silva Santos Junior,4320.0,Left Wing,4,Barcelona,217,['a62a85f0-a2ad-4709-8723-70788d2d0f9a'],31,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:31.094,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.3236,,,,,,,,,,,,,,,3c880e91-7ace-48c9-b3a4-7c24d5e302b0,84,,,"[120.0, 80.0]",266770,2,,,,-1.7471074,,Right Foot,,,"[113.8, 45.2]",,High Pass,,35.347984,,,Incomplete,True,,,,,Outswinging,,Corner,1,From Corner,Ivan Rakitić,5470.0,Right Center Midfield,5,Barcelona,217,['fc2ac5f7-52ef-44a5-9ba3-86b65022d572'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:01.238,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.1371,,,,,,,,,,,,,,,ca187cfb-eae2-4afa-a150-7dbb9ee7ffa5,90,,,"[34.9, 21.3]",266770,2,True,,,1.593715,,Left Foot,,,"[34.1, 56.2]",,Ground Pass,,34.90917,,,Incomplete,,,,,,,,Free Kick,1,From Free Kick,Simão Mate,27122.0,Center Defensive Midfield,6,Levante UD,221,['34533b1e-41ef-4c38-bf6b-5ff37a5fa185'],17,,,,,,,,,,,,,,,,,,Levante UD,221,00:02:17.933,Pass,,2014/2015
,,,,,,,,,,,,,,,,3.102641,,,,,,,,,,,,,,,2f38e195-839c-44e0-ba93-08da31bc599d,96,,,"[28.8, 54.3]",266770,2,,,,-0.6749622,0a23ac9b-1daf-41e8-b72f-4eabdd522418,Right Foot,,,"[83.9, 10.2]",,High Pass,,70.57493,,,,,José Luis Morales Nogales,6668.0,True,True,,,,1,From Free Kick,Héctor Rodas Ramírez,24860.0,Right Center Back,6,Levante UD,221,['8135c782-dc08-4713-b4e6-4330b0d5a8f6'],24,,,,,,,,,,,,,,,,,,Levante UD,221,00:02:24.678,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.6162,,,,,,,,,,,,,,,c27a9a2c-0848-4e40-b452-f2b811f73cba,113,,,"[15.8, 80.0]",266770,3,True,,,-1.3086765,,,,,"[16.9, 75.9]",,Low Pass,,4.244997,,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,Throw-in,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,7,Barcelona,217,['24f9c576-ddf2-4456-ac1f-8e9ab70292bc'],6,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:06.811,Pass,,2014/2015
,,,,,,,,,,,,,,,,0.6241,,,,,,,,,,,,,,,c25c4808-9525-49c3-a9aa-85719bea60aa,115,,,"[17.1, 76.1]",266770,3,True,,,2.7279034,,Left Foot,,,"[13.0, 77.9]",,Ground Pass,,4.4777226,,,,,Daniel Alves da Silva,4324.0,,,,,,1,From Throw In,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,7,Barcelona,217,['e68dea69-972b-4afa-a270-531a10c91af6'],8,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:08.443,Pass,,2014/2015
,,,,,,,,,,,,,,,,3.9467,,,,,,,,,,,,,,,898cfb2a-c941-4e73-822e-16b4fd1868b2,117,,,"[13.0, 77.9]",266770,3,,,,-0.9678427,,Right Foot,,,"[39.3, 39.7]",,High Pass,,46.37812,,,Incomplete,,Andrés Iniesta Luján,5216.0,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,7,Barcelona,217,"['39ccfaf3-2884-4bec-92b4-4a7544b411b1', 'dcf54f7f-8042-4e3c-9dd4-6b379a29022a']",9,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:09.067,Pass,,2014/2015
,,,,,,,,,,,,,,,,2.007063,,,,,,,,,,,,,,,bf568df7-9850-4f02-8748-8e764ffe96d5,121,,,"[82.1, 54.1]",266770,3,,,,1.5707964,,Right Foot,,,"[82.1, 75.2]",,Ground Pass,,21.1,,,,,Pedro López Muñoz,6787.0,,,,,,1,Regular Play,Víctor Camarasa Ferrando,6659.0,Left Center Midfield,8,Levante UD,221,['b7a9c0fa-8796-4244-a9df-be695cda0689'],14,,,,,,,,,,,,,,,,,,Levante UD,221,00:03:14.694,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.12446,,,,,,,,,,,,,,,797a7616-ed79-4bec-a0af-3c04b62cb4f1,124,,,"[91.5, 75.2]",266770,3,,,,-2.398722,,Right Foot,,,"[76.8, 61.7]",,Ground Pass,,19.958456,,,,,Papa Kouly Diop,6867.0,,,,,,1,Regular Play,Pedro López Muñoz,6787.0,Right Back,8,Levante UD,221,['b5c84161-5507-4d6b-bb6c-d50a14507599'],19,,,,,,,,,,,,,,,,,,Levante UD,221,00:03:19.186,Pass,,2014/2015
,,,,,,,,,,,,,,,,2.375349,,,,,,,,,,,,,,,2f55c77f-6656-457d-ac4a-c2437b235ff7,127,,,"[71.7, 60.3]",266770,3,,,,3.1276076,,Right Foot,,,"[43.1, 60.7]",,Ground Pass,,28.602797,,,,,Héctor Rodas Ramírez,24860.0,,,,,,1,Regular Play,Papa Kouly Diop,6867.0,Right Center Midfield,8,Levante UD,221,['ca087942-b4d3-423f-b695-19346c8e00d1'],22,,,,,,,,,,,,,,,,,,Levante UD,221,00:03:22.334,Pass,,2014/2015
,,,,,,,,,,,,,,,,2.468593,,,,,,,,,,,,,,,1742a615-f77f-417a-81db-aed8b0de2681,130,,,"[44.3, 56.0]",266770,3,,,,-2.6220276,,Right Foot,,,"[18.6, 41.3]",,Ground Pass,,29.607094,,,,,Jesús Fernández Collado,27240.0,,,,,,1,Regular Play,Héctor Rodas Ramírez,24860.0,Right Center Back,8,Levante UD,221,['d4e4e586-f037-4986-8ce2-9887dc99a785'],28,,,,,,,,,,,,,,,,,,Levante UD,221,00:03:28.118,Pass,,2014/2015
,,,,,,,,,,,,,,,,2.9005,,,,,,,,,,,,,,,c93c05c5-03de-441b-b542-0099eb72708d,133,,,"[15.8, 40.3]",266770,3,,,,-0.0033556921,,Left Foot,,,"[75.4, 40.1]",,High Pass,,59.600334,,,,,Víctor Casadesús Castaño,23791.0,,,,,,1,Regular Play,Jesús Fernández Collado,27240.0,Goalkeeper,8,Levante UD,221,['fadc72ad-71f8-408e-aacb-57d7f485e478'],32,,,,,,,,,,,,,,,,,,Levante UD,221,00:03:32.274,Pass,,2014/2015
