ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9f48333a-594d-4a7f-83e2-4bb83458dfc6,2069,,,"[113.5, 58.0]",68360,49,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Rahamat Riga Mustapha,26181.0,Left Center Forward,102,Levante UD,221,"['24a47aff-f59d-4184-9a3c-11b29f078088', 'ae6d2349-f7a5-433b-b123-1d57dfb1cc0c']",39,,,,,,,,,,,,,,,,,,Levante UD,221,00:04:39.210,Ball Receipt*,True,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ceb88bf2-15d6-4737-a6d1-1a85d79fc8b8,2072,,,"[104.7, 76.2]",68360,49,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Juan Manuel Gómez Sánchez,25885.0,Right Midfield,102,Levante UD,221,['f9810974-9082-4636-8128-aff08d91edb0'],42,,,,,,,,,,,,,,,,,,Levante UD,221,00:04:42.963,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fa1c413f-a786-47ef-a03c-f790236bb26e,2075,,,"[92.3, 53.8]",68360,49,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alexandre Geijo Pazos,26182.0,Right Center Forward,102,Levante UD,221,['84d4c902-579e-4bef-a271-be1c00b7f380'],46,,,,,,,,,,,,,,,,,,Levante UD,221,00:04:46.660,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626a752b-d197-41b0-9aef-62e41b091bd8,2078,,,"[82.0, 45.2]",68360,49,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Miguel Ángel Lozano Ayala,25875.0,Left Center Midfield,102,Levante UD,221,['b9aea2c2-5983-44e5-bf05-b25316a4a7b7'],48,,,,,,,,,,,,,,,,,,Levante UD,221,00:04:48.914,Ball Receipt*,,2007/2008
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d72bd4f5-1364-44af-bba9-a7edb0c85516,2081,,,"[97.6, 76.5]",68360,49,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Juan Manuel Gómez Sánchez,25885.0,Right Midfield,102,Levante UD,221,['85e89023-2d29-44bf-b642-beede384cdbc'],52,,,,,,,,,,,,,,,,,,Levante UD,221,00:04:52.425,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12c54dcb-f8c2-4505-8f5a-f8a360fce161,2083,,,"[25.2, 5.9]",68360,50,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Sylvio Mendes Campos Junior,25854.0,Left Back,103,Barcelona,217,['d32d34db-9562-4168-863d-2c3f2db723fa'],20,,,,,,,,,,,,,,,,,,Barcelona,217,00:05:20.258,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d16fedb0-bf3a-476f-8bda-2ece2e907b5e,2085,,,"[21.3, 6.2]",68360,50,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Gabriel Alejandro Milito,25919.0,Left Center Back,103,Barcelona,217,['6f13974e-0f9d-47ed-80d9-195cf99ee0b0'],22,,,,,,,,,,,,,,,,,,Barcelona,217,00:05:22.217,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80763493-fbd1-4eda-b878-04e778b30653,2088,,,"[70.0, 10.7]",68360,50,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Ronaldo de Assis Moreira,25879.0,Left Wing,103,Barcelona,217,['9b99b298-ee5e-4c97-b81a-ce5b8b8c1fd2'],30,,,,,,,,,,,,,,,,,,Barcelona,217,00:05:30.569,Ball Receipt*,,2007/2008
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33842348-9a83-4797-941c-93b64e10124b,2090,,,"[81.3, 24.6]",68360,50,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Samuel Eto''o Fils,19298.0,Center Forward,103,Barcelona,217,['002819e5-63d5-4621-b5a5-c3da97ede164'],31,,,,,,,,,,,,,,,,,,Barcelona,217,00:05:31.792,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63b92ac1-f747-479f-a91a-db19039c23b0,2097,,,"[83.8, 35.4]",68360,50,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Samuel Eto''o Fils,19298.0,Center Forward,103,Barcelona,217,['59c1722b-1a13-4d5f-ac14-91d55efa7d5d'],37,,,,,,,,,,,,,,,,,,Barcelona,217,00:05:37.605,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b5ea5a59-02d1-48ce-a38c-465caa7c7408,2103,,,"[42.3, 42.9]",68360,50,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Javier Fuego Martínez,6751.0,Right Center Midfield,104,Levante UD,221,['f6d1fde1-f0c2-4fd0-8e9b-23385edbf8a0'],40,,,,,,,,,,,,,,,,,,Levante UD,221,00:05:40.698,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398764d8-347e-4fc5-a893-95b393197d0f,2106,,,"[66.3, 48.7]",68360,50,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Alexandre Geijo Pazos,26182.0,Right Center Forward,104,Levante UD,221,['ce053310-ed95-4456-877f-9a79bed91533'],44,,,,,,,,,,,,,,,,,,Levante UD,221,00:05:44.033,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e0ed925c-903c-4a1d-a2a8-9b68e81bed63,2109,,,"[90.8, 36.3]",68360,50,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Laurent Courtois,26178.0,Left Midfield,104,Levante UD,221,['a6440e64-a9da-4eaf-8c62-396bd0ec32d5'],46,,,,,,,,,,,,,,,,,,Levante UD,221,00:05:46.576,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3cd9854e-d4e1-4a3f-93d6-ab9cc07474f9,2117,,,"[50.6, 75.5]",68360,50,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,105,Barcelona,217,"['3dedb41c-e50a-4bef-b7c1-b505761293a0', '749908f6-2b28-45d3-bba0-aef028bf7d01']",54,,,,,,,,,,,,,,,,,,Barcelona,217,00:05:54.815,Ball Receipt*,True,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a194b5ca-3796-4e14-a873-5208774d53e7,2121,,,"[42.1, 63.7]",68360,50,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,105,Barcelona,217,['b6724147-9a86-4b95-b70e-263bf91e8a6e'],57,,,,,,,,,,,,,,,,,,Barcelona,217,00:05:57.259,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151f65c9-04de-4dde-b2f7-5156cebf68c5,2124,,,"[45.4, 54.5]",68360,50,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,105,Barcelona,217,['2c8cf1b7-c0e9-4577-8320-8f0826adaba3'],58,,,,,,,,,,,,,,,,,,Barcelona,217,00:05:58.568,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27ae2140-4660-43b0-b3ab-ae7ed830ff81,2127,,,"[67.7, 34.7]",68360,51,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,105,Barcelona,217,['2fc92ad3-6c4a-4bbf-bcd2-d9fe356c7f30'],2,,,,,,,,,,,,,,,,,,Barcelona,217,00:06:02.219,Ball Receipt*,,2007/2008
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121353ba-29cd-42c2-91c1-493175a17140,2132,,,"[97.3, 51.7]",68360,51,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Samuel Eto''o Fils,19298.0,Center Forward,105,Barcelona,217,['a194b0be-b639-4603-a4a4-1b9c8a3568ff'],7,,,,,,,,,,,,,,,,,,Barcelona,217,00:06:07.572,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42322e50-9bbc-454e-a452-ea9df6fcb4d8,2137,,,"[56.8, 74.2]",68360,51,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,107,Barcelona,217,['bd45e42f-f1bd-465e-b316-1566bfb1b7a8'],52,,,,,,,,,,,,,,,,,,Barcelona,217,00:06:52.845,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,784170fa-1068-422e-8dca-bd0865ec1c8c,2141,,,"[41.7, 64.2]",68360,51,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Gianluca Zambrotta,15774.0,Right Back,107,Barcelona,217,['f4513d90-a7e7-4309-b7c2-100977e83060'],55,,,,,,,,,,,,,,,,,,Barcelona,217,00:06:55.499,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d7a66288-e723-4281-a5d9-d76907322252,2144,,,"[33.9, 50.8]",68360,51,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Carles Puyol i Saforcada,20125.0,Right Center Back,107,Barcelona,217,['01325d33-cd4b-4fca-9241-0606bd466077'],57,,,,,,,,,,,,,,,,,,Barcelona,217,00:06:57.527,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3b0ba96b-8052-470a-8b52-a6f01cacaadf,2147,,,"[36.1, 18.9]",68360,52,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Gabriel Alejandro Milito,25919.0,Left Center Back,107,Barcelona,217,['f9b5ad8b-1ab9-4f4c-8831-ae62b3fb5998'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:07:00.420,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1fce4ea-71c6-4499-82e5-4886442a362d,2150,,,"[38.7, 47.2]",68360,52,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Carles Puyol i Saforcada,20125.0,Right Center Back,107,Barcelona,217,['acb1a17e-be0d-495b-88a9-01d422f15dd3'],5,,,,,,,,,,,,,,,,,,Barcelona,217,00:07:05.395,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8b86ffde-e97d-4cb5-819f-8d68f44d3d11,2153,,,"[40.1, 20.1]",68360,52,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Gabriel Alejandro Milito,25919.0,Left Center Back,107,Barcelona,217,['a4d237e8-0d2f-4cbe-a0bf-5596a66a1efc'],9,,,,,,,,,,,,,,,,,,Barcelona,217,00:07:09.683,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aaa3dcf9-f6fe-4f70-9869-f1507ef352d5,2156,,,"[54.2, 11.8]",68360,52,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Right Center Midfield,107,Barcelona,217,['6017d50e-9601-43e6-8b3b-f1e7fe109d7e'],11,,,,,,,,,,,,,,,,,,Barcelona,217,00:07:11.274,Ball Receipt*,,2007/2008
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2526f131-c628-4e24-bef0-572e2ebf64a4,2159,,,"[78.1, 10.8]",68360,52,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Ronaldo de Assis Moreira,25879.0,Left Wing,107,Barcelona,217,['eab2f077-e933-449a-a40a-de62d505a9c6'],13,,,,,,,,,,,,,,,,,,Barcelona,217,00:07:13.632,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a24a8b16-2a5f-4ba7-971a-ab77459e20ab,2162,,,"[47.0, 73.0]",68360,52,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Iñaki Descarga Retegi,25894.0,Right Back,107,Barcelona,217,['578421f4-5886-40c3-aee4-a4c1a4b1bbe8'],15,,,,,,,,,,,,,,,,,,Levante UD,221,00:07:15.383,Ball Receipt*,,2007/2008
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a9a8d820-c4d8-4d8d-955a-cee3f0624291,2168,,,"[108.4, 61.2]",68360,52,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Rahamat Riga Mustapha,26181.0,Left Center Forward,108,Levante UD,221,['4c087365-e40d-4d10-a1a8-4fabf869ccad'],39,,,,,,,,,,,,,,,,,,Levante UD,221,00:07:39.225,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36e0a945-072b-4425-ae99-9adf291c4d34,2170,,,"[16.2, 61.7]",68360,52,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Carles Puyol i Saforcada,20125.0,Right Center Back,109,Barcelona,217,['0e91fd1b-6c70-486c-be4a-7c0bd2e5a928'],50,,,,,,,,,,,,,,,,,,Barcelona,217,00:07:50.874,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0e47d7fb-e5d5-4b4d-b330-b25232f98ffe,2175,,,"[54.9, 74.1]",68360,52,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,109,Barcelona,217,"['8b20f616-0391-45a0-bff2-472d5f37c0b8', '93c015ae-bce3-40b5-a880-70828f8de259']",55,,,,,,,,,,,,,,,,,,Barcelona,217,00:07:55.327,Ball Receipt*,True,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9ecf1bcd-495a-4a57-ab39-e5fae67c9df2,2181,,,"[43.5, 65.3]",68360,53,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,110,Barcelona,217,"['ba035481-6af6-4407-bca2-ddf9e89c2da1', 'f444225c-2d1c-427a-aade-c99933e3e234']",2,,,,,,,,,,,,,,,,,,Barcelona,217,00:08:02.399,Ball Receipt*,True,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d302d029-c1cd-4470-998e-5fa519633c85,2184,,,"[33.6, 46.5]",68360,53,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Gabriel Alejandro Milito,25919.0,Left Center Back,110,Barcelona,217,['73d30292-d494-46fe-9052-951d88818662'],4,,,,,,,,,,,,,,,,,,Barcelona,217,00:08:04.936,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61ea0567-13ae-484e-bb05-5634e09d808f,2187,,,"[45.8, 5.7]",68360,53,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Sylvio Mendes Campos Junior,25854.0,Left Back,110,Barcelona,217,['44182844-5a7f-47e9-815a-efbbe4be2414'],10,,,,,,,,,,,,,,,,,,Barcelona,217,00:08:10.021,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eadb63cf-7fa9-4415-8404-d53b66d6add4,2190,,,"[54.8, 23.2]",68360,53,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Andrés Iniesta Luján,5216.0,Right Center Midfield,110,Barcelona,217,['90a9880b-fa22-4d69-8993-13f2d6e7fa63'],13,,,,,,,,,,,,,,,,,,Barcelona,217,00:08:13.468,Ball Receipt*,,2007/2008
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7b40b836-fe14-4a6e-8e48-d09129901c33,2194,,,"[48.6, 6.4]",68360,53,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Sylvio Mendes Campos Junior,25854.0,Left Back,110,Barcelona,217,['cd2eb31f-6beb-433c-86bd-d163259f5797'],17,,,,,,,,,,,,,,,,,,Barcelona,217,00:08:17.284,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496965e5-b634-468b-8f60-b4854fada8a7,2198,,,"[84.3, 42.7]",68360,53,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Rahamat Riga Mustapha,26181.0,Left Center Forward,111,Levante UD,221,['870c8b0b-d0e2-465c-97ad-f5980d7d9642'],20,,,,,,,,,,,,,,,,,,Levante UD,221,00:08:20.931,Ball Receipt*,,2007/2008
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4fd5452a-c85d-4ef8-9887-4fa17f4d7e93,2202,,,"[99.7, 37.6]",68360,53,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alexandre Geijo Pazos,26182.0,Right Center Forward,111,Levante UD,221,['a4713e3c-791d-44d7-85c9-c3da0b641fce'],24,,,,,,,,,,,,,,,,,,Levante UD,221,00:08:24.301,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca5721ba-9cf8-455c-9137-828f0bb50d38,2205,,,"[94.6, 64.6]",68360,53,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Juan Manuel Gómez Sánchez,25885.0,Right Midfield,112,Levante UD,221,['32365d86-9f89-4886-af8c-43f01b51b263'],41,,,,,,,,,,,,,,,,,,Levante UD,221,00:08:41.396,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8a34c380-a436-4746-9d97-9c7924ebccbb,2209,,,"[113.3, 75.0]",68360,53,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Iñaki Descarga Retegi,25894.0,Right Back,112,Levante UD,221,"['525ac0fc-6419-41d0-8ef8-8c229da645f7', '98f41aa5-a014-4197-adf4-4280012eb729']",43,,,,,,,,,,,,,,,,,,Levante UD,221,00:08:43.511,Ball Receipt*,True,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a386730f-dfc0-4f27-b7ba-5cc5e50624bd,2214,,,"[107.1, 29.2]",68360,54,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Miguel Ángel Lozano Ayala,25875.0,Left Center Midfield,113,Levante UD,221,['52967893-ceab-4341-a1ec-6ce547bf3770'],9,,,,,,,,,,,,,,,,,,Levante UD,221,00:09:09.474,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0281d228-6706-4b92-8b0f-50efb9364dab,2220,,,"[43.5, 60.0]",68360,54,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,114,Barcelona,217,['7726adca-d224-46e7-9449-2b8a61918cfa'],13,,,,,,,,,,,,,,,,,,Barcelona,217,00:09:13.882,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9c8d5587-89f7-4585-b839-4f166a65ff28,2230,,,"[93.0, 13.0]",68360,54,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,115,Barcelona,217,['7a507558-5f14-4ae8-b4d0-36917c11c1f4'],43,,,,,,,,,,,,,,,,,,Barcelona,217,00:09:43.888,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2c0edf74-829b-4378-841a-704fbeb87ec0,2234,,,"[95.5, 5.1]",68360,54,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Sylvio Mendes Campos Junior,25854.0,Left Back,115,Barcelona,217,['f6e552da-7bd0-4f5e-9034-295e0e957c3b'],45,,,,,,,,,,,,,,,,,,Barcelona,217,00:09:45.326,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56f9b013-9e99-42e3-91f2-04a46d466f5d,2243,,,"[94.3, 9.4]",68360,54,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,116,Barcelona,217,['882cc2cc-1e72-40e3-b535-491291829041'],58,,,,,,,,,,,,,,,,,,Barcelona,217,00:09:58.736,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508e06d6-6cda-4f83-bba0-8398779ce85e,2247,,,"[112.3, 30.9]",68360,55,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Samuel Eto''o Fils,19298.0,Center Forward,116,Barcelona,217,['87cdab66-2cbf-4e8e-bd7c-fe6d3de9f76a'],3,,,,,,,,,,,,,,,,,,Barcelona,217,00:10:03.822,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fbcf2e3f-cf62-4714-a3a7-b8b6eee8fb94,2255,,,"[60.5, 40.7]",68360,56,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Rahamat Riga Mustapha,26181.0,Left Center Forward,117,Levante UD,221,['7d67e2bb-0b11-4560-9974-72b1c4ba3186'],3,,,,,,,,,,,,,,,,,,Levante UD,221,00:11:03.579,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e917c348-9d6f-4920-8f5e-36820375697a,2258,,,"[42.5, 67.3]",68360,56,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Iñaki Descarga Retegi,25894.0,Right Back,117,Levante UD,221,['08c08764-ff59-42f8-8e0b-5850da295bf9'],6,,,,,,,,,,,,,,,,,,Levante UD,221,00:11:06.236,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0de42b47-7767-453c-bdff-c9b12ce6d06a,2261,,,"[38.2, 50.3]",68360,56,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Javier Fuego Martínez,6751.0,Right Center Midfield,117,Levante UD,221,['eb9de4fb-585f-495c-8c9e-ec6db1d33ece'],7,,,,,,,,,,,,,,,,,,Levante UD,221,00:11:07.549,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99407cde-c0f9-44bd-b9af-d36ed236cefd,2264,,,"[71.7, 62.6]",68360,56,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Alexandre Geijo Pazos,26182.0,Right Center Forward,117,Levante UD,221,['10d3e066-1cbb-49dc-9917-a48afc82a8f1'],10,,,,,,,,,,,,,,,,,,Levante UD,221,00:11:10.194,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1176c042-259e-4566-aa8d-de4f6760c829,2268,,,"[70.9, 72.8]",68360,56,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Iñaki Descarga Retegi,25894.0,Right Back,117,Levante UD,221,['96cc75f3-6448-4027-96d0-960c4a325bb2'],12,,,,,,,,,,,,,,,,,,Levante UD,221,00:11:12.254,Ball Receipt*,,2007/2008
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,080fe024-6208-48b2-85cd-99e9aa3aa0a8,2271,,,"[85.5, 43.2]",68360,56,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Laurent Courtois,26178.0,Left Midfield,117,Levante UD,221,['55a5cb1a-3954-4057-8e07-332de216c656'],18,,,,,,,,,,,,,,,,,,Levante UD,221,00:11:18.112,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45ba7c4d-c71e-4e44-838b-93b0e26ef548,2282,,,"[96.6, 76.5]",68360,56,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Juan Manuel Gómez Sánchez,25885.0,Right Midfield,117,Levante UD,221,['72874e60-5414-474c-8f56-af1df4c89bf3'],28,,,,,,,,,,,,,,,,,,Levante UD,221,00:11:28.190,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a72c0705-db75-4ee5-a857-263cddd8c87f,2289,,,"[19.8, 44.3]",68360,56,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Vladan Kujović,26180.0,Goalkeeper,117,Levante UD,221,['8534879c-4d13-422f-9472-7dd9e1cfaff6'],36,,,,,,,,,,,,,,,,,,Levante UD,221,00:11:36.097,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c7b3e914-ac77-4fa4-9577-6d66fb4b5e5e,2292,,,"[28.3, 21.6]",68360,56,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,José Manuel Serrano Arenas,26177.0,Right Center Back,117,Levante UD,221,['e5ed5174-aa2a-4bc8-89b1-62673084f001'],39,,,,,,,,,,,,,,,,,,Levante UD,221,00:11:39.573,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b2967ef7-4529-41da-82f2-73ec286ecf6e,2295,,,"[78.0, 54.8]",68360,56,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Alexandre Geijo Pazos,26182.0,Right Center Forward,117,Levante UD,221,['90569070-b841-44fa-a775-2f9b082205c7'],45,,,,,,,,,,,,,,,,,,Levante UD,221,00:11:45.594,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9ca76368-b84f-4138-a256-aa7a68c2051b,2298,,,"[67.0, 54.9]",68360,56,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Miguel Ángel Lozano Ayala,25875.0,Left Center Midfield,117,Levante UD,221,['a73e1529-c741-42d2-880a-c6d64f60b1dc'],46,,,,,,,,,,,,,,,,,,Levante UD,221,00:11:46.851,Ball Receipt*,,2007/2008
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ffd0b9c0-ab6e-433b-af05-7fb1da8d5c18,2301,,,"[70.4, 75.4]",68360,56,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Juan Manuel Gómez Sánchez,25885.0,Right Midfield,117,Levante UD,221,['5ad65fdf-f5f4-4660-b0dc-64b8577036e4'],48,,,,,,,,,,,,,,,,,,Levante UD,221,00:11:48.169,Ball Receipt*,,2007/2008
