50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_in_play,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,1.46447,,,,,,,,,,,,,4c86446d-5914-4c0c-98db-cab8bca663a1,15,,"[49.9, 7.3]",265918,0,,,,,2.220525,,Left Foot,,,"[36.3, 25.2]",,Ground Pass,,22.480436,,,,Carles Puyol i Saforcada,20125.0,,,,,,,1,From Kick Off,Adriano Correia Claro,22102.0,Left Back,2,Barcelona,217,['0af60d0f-2201-432f-bd9e-d7875d972946'],7,,,,,,,,,,,,,,,,,Barcelona,217,00:00:07.005,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,1.6487,,,,,,,,,,,,,915f9daa-fd52-4beb-b452-ac447fdce256,18,,"[29.7, 26.4]",265918,0,,,,,1.8642321,,Right Foot,,,"[21.3, 54.2]",,Ground Pass,,29.04135,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Kick Off,Carles Puyol i Saforcada,20125.0,Left Center Back,2,Barcelona,217,['399ed5b2-8693-4876-a479-e37823439d59'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:00:09.817,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,1.9495,,,,,,,,,,,,,ff121edd-bfaf-4ec1-a185-d34b01f65d7f,21,,"[21.1, 54.8]",265918,0,,,,,-2.4878485,,Right Foot,,,"[8.7, 45.3]",,Ground Pass,,15.620819,,,,Víctor Valdés Arribas,20176.0,,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['b39ec419-bdbf-4cd0-b255-186f32df32d3'],11,,,,,,,,,,,,,,,,,Barcelona,217,00:00:11.816,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,3.7797,,,,,,,,,,,,,28d15e73-d89f-48cd-81a8-c59068ca6981,24,,"[8.7, 45.3]",265918,0,,,,,0.48837754,,Right Foot,,,"[64.6, 75.0]",,High Pass,,63.30008,,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,,1,From Kick Off,Víctor Valdés Arribas,20176.0,Goalkeeper,2,Barcelona,217,['f0191e2e-4df9-4bdf-8efa-559c283f499f'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:00:13.806,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,1.1207,,,,,,,,,,,,,43ef7525-7ea7-427d-9735-ec5873baf897,29,,"[56.4, 1.0]",265918,0,,,,,1.5276576,,,,,"[57.0, 14.9]",,High Pass,,13.912944,,,,José Raúl Baena Urdiales,26607.0,,,,,,Throw-in,1,From Throw In,Johan Andrés Mojica Palacio,5691.0,Left Back,3,Rayo Vallecano,360,['42ed6426-6cf2-4817-b58d-fa83063bf48f'],28,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:28.890,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,1.0062,,,,,,,,,,,,,f1d48faa-3859-4c15-abcd-3dd131588938,31,,"[57.0, 14.9]",265918,0,,,,,-1.6714649,,Right Foot,,,"[56.0, 5.0]",,High Pass,,9.9503765,,,,Johan Andrés Mojica Palacio,5691.0,,,,,,,1,From Throw In,José Raúl Baena Urdiales,26607.0,Left Defensive Midfield,3,Rayo Vallecano,360,['d031f7dd-edcb-49e0-b07f-f5937a10cc6c'],30,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:30.011,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,1.192,,,,,,,,,,,,,2d768056-6c29-4144-b885-417b4950252e,33,,"[57.4, 5.4]",265918,0,,,,,2.3492017,,Other,,,"[50.3, 12.6]",,Low Pass,,10.111875,,,,José Raúl Baena Urdiales,26607.0,,,,,,,1,From Throw In,Johan Andrés Mojica Palacio,5691.0,Left Back,3,Rayo Vallecano,360,['b5a40966-c000-48ce-aa19-2f0a67e546e7'],31,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:31.017,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,2.9154,,,,,,,,,,,,,666e8367-b565-477f-9743-27dfe179dc3a,35,,"[50.3, 11.9]",265918,0,,,,,-0.29667744,,Left Foot,,,"[69.6, 6.0]",,High Pass,,20.181675,,,,Iago Falqué Silva,7468.0,,,,,,,1,From Throw In,José Raúl Baena Urdiales,26607.0,Left Defensive Midfield,3,Rayo Vallecano,360,['5b067042-a533-4b8d-8338-71edbe7f14b4'],32,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:32.209,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,0.085,,,,,,,,,,,,,d865ad00-a9ed-4ee4-a7a0-597bcf43fb1f,37,,"[69.7, 3.3]",265918,0,,,,True,0.48447794,,,,,"[71.6, 4.3]",,High Pass,,2.1470912,,Incomplete,,,,,,,,,,1,From Throw In,Iago Falqué Silva,7468.0,Left Wing,3,Rayo Vallecano,360,"['b30ed179-4ede-4969-9e62-1d2427bfc5c0', 'e52f55f1-970b-4ada-b4fa-13413285493c']",35,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:35.147,Pass,True,2013/2014
,,,,,,,,,,,,,,,,,,,0.6467,,,,,,,,,,,,,0f21bb48-2f4e-4a89-bd87-582f3a2040b3,43,,"[42.3, 68.4]",265918,0,,,,,0.7983844,,Right Foot,,,"[49.9, 76.2]",,Ground Pass,,10.890363,,,,Francesc Fàbregas i Soler,3478.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,4,Barcelona,217,"['d87d5efd-6a2c-481b-8ee8-2299d21f9215', 'f4752b13-4f30-4b5b-93e2-64de4e90616b']",37,,,,,,,,,,,,,,,,,Barcelona,217,00:00:37.925,Pass,True,2013/2014
,,,,,,,,,,,,,,,,,,,0.793,,,,,,,,,,,,,3f883701-684f-41e4-969b-9e724653601e,45,,"[49.9, 76.2]",265918,0,,,,,-3.0798156,,Right Foot,,,"[40.2, 75.6]",,Ground Pass,,9.718539,,,,Daniel Alves da Silva,4324.0,,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,4,Barcelona,217,['885b0ed4-0580-4582-8398-f4c135f3cde5'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:00:38.572,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,0.823,,,,,,,,,,,,,cbdc8ac8-9472-4c6c-af5d-8b655040e853,49,,"[41.9, 76.6]",265918,0,,,,,0.0,,Right Foot,,,"[55.0, 76.6]",,Ground Pass,,13.1,,,,Francesc Fàbregas i Soler,3478.0,,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,4,Barcelona,217,['0b9b8692-9dc6-4d64-b6c5-000a3b252f6c'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:00:40.064,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,0.6985,,,,,,,,,,,,,0d26ee41-3929-4cf2-8529-f5639ddaf33b,52,,"[55.0, 76.6]",265918,0,,,,,-0.6455758,,Right Foot,,,"[62.7, 70.8]",,Ground Pass,,9.64002,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,4,Barcelona,217,['17e95d0a-676a-4cb8-8d1f-8aa610eaadee'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:00:41.692,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,0.9824,,,,,,,,,,,,,6f84b2f4-efd5-4257-a417-293e8122c361,55,,"[62.7, 70.8]",265918,0,,,,,1.5707964,,Left Foot,,,"[62.7, 77.5]",,Ground Pass,,6.7,,,,Francesc Fàbregas i Soler,3478.0,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,4,Barcelona,217,['4367a5e3-51e5-46e1-bead-7081e7e61735'],42,,,,,,,,,,,,,,,,,Barcelona,217,00:00:42.848,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,0.8003,,,,,,,,,,,,,647c88a2-a38f-46b8-a68e-93e7a1d64593,58,,"[56.6, 74.1]",265918,0,,,,,-2.284887,,Right Foot,,,"[50.1, 66.6]",,Ground Pass,,9.924717,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,4,Barcelona,217,['e2957d20-7c17-4006-81aa-c063669d6bc6'],45,,,,,,,,,,,,,,,,,Barcelona,217,00:00:45.645,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,1.641332,,,,,,,,,,,,,0d47ca3e-67af-487a-a817-51f331d44364,62,,"[48.9, 66.8]",265918,0,,,,,-2.2018757,,Right Foot,,,"[33.7, 46.0]",,Ground Pass,,25.761988,,,,Carles Puyol i Saforcada,20125.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,4,Barcelona,217,"['43c877cd-410a-475b-a41e-a6b047025b4c', 'b366e4d2-08f5-4f73-ab00-f191951e0dfd']",47,,,,,,,,,,,,,,,,,Barcelona,217,00:00:47.224,Pass,True,2013/2014
,,,,,,,,,,,,,,,,,,,1.3296,,,,,,,,,,,,,3c689a79-14e7-479d-8b9f-bd612603d681,65,,"[35.4, 44.3]",265918,0,,,,,-1.4105656,,Right Foot,,,"[38.6, 24.5]",,Ground Pass,,20.05692,,,,Adriano Correia Claro,22102.0,,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Left Center Back,4,Barcelona,217,['fa81a6d2-6251-4934-ad16-ac29cf146b65'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:00:50.883,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,1.3134,,,,,,,,,,,,,8f367c25-d84d-4f61-af4f-2d23cb15292e,69,,"[40.0, 20.7]",265918,0,,,,,-0.8405147,,Left Foot,,,"[53.7, 5.4]",,Ground Pass,,20.537283,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,,1,Regular Play,Adriano Correia Claro,22102.0,Left Back,4,Barcelona,217,"['1a0fc0ac-edd8-409c-a1ed-b14de54f4ac1', 'a54a6251-40c8-4e67-b8c1-5d49c9b8666e']",52,,,,,,,,,,,,,,,,,Barcelona,217,00:00:52.897,Pass,True,2013/2014
,,,,,,,,,,,,,,,,,,,1.2502,,,,,,,,,,,,,b4fe6f93-3b7c-4ce6-acde-269b496d23d2,72,,"[63.6, 4.8]",265918,0,,,,,3.0113006,,Right Foot,,,"[49.1, 6.7]",,Ground Pass,,14.623953,,,,Adriano Correia Claro,22102.0,,,,,,,1,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,4,Barcelona,217,['5ffc9bd4-0ce4-4f09-8737-a556c801a9dc'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:00:56.749,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,1.3907,,,,,,,,,,,,,a0434c4f-5ce2-472a-b80a-06f368e17728,75,,"[48.2, 7.7]",265918,0,,,,,2.0609863,,Right Foot,,,"[36.3, 30.0]",,Ground Pass,,25.276472,,,,Carles Puyol i Saforcada,20125.0,,,,,,,1,Regular Play,Adriano Correia Claro,22102.0,Left Back,4,Barcelona,217,['8a31b222-fffb-47d4-af2c-b47cee361faf'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:00:58.920,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,1.903681,,,,,,,,,,,,,84638f84-42aa-45f7-98f8-328add469591,78,,"[32.5, 32.5]",265918,1,,,,,1.8370484,,Right Foot,,,"[26.2, 55.6]",,Ground Pass,,23.943684,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Left Center Back,4,Barcelona,217,['ac66a1c3-c783-4d86-8423-c85aae4f2674'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:01:01.333,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,1.654243,,,,,,,,,,,,,2b003e88-ea29-4c34-aa9e-b1a97ef7d4bf,82,,"[21.8, 55.8]",265918,1,,,,,-2.3424022,,Right Foot,,,"[7.5, 41.1]",,Ground Pass,,20.508047,,,,Víctor Valdés Arribas,20176.0,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,4,Barcelona,217,"['2ac8441c-24fe-4729-b67a-aef051ae7ca8', 'd4338c1b-5c9b-4cb5-b5d4-405ac41c27ef']",4,,,,,,,,,,,,,,,,,Barcelona,217,00:01:04.913,Pass,True,2013/2014
,,,,,,,,,,,,,,,,,,,1.19782,,,,,,,,,,,,,e5c6eee0-b9ea-463f-b429-46dce2a5566a,85,,"[7.5, 41.1]",265918,1,,,,,0.07019697,,Right Foot,,,"[20.3, 42.0]",,Ground Pass,,12.831601,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,4,Barcelona,217,['92cc1854-d930-4ea1-bf67-951ae71b1252'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:01:06.607,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,1.5192,,,,,,,,,,,,,611c80ea-a61e-456b-90dd-ce53c269231e,88,,"[20.1, 42.2]",265918,1,,,,,1.7951695,,Right Foot,,,"[14.6, 66.3]",,Ground Pass,,24.719627,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,4,Barcelona,217,['afa36c9a-df9b-43da-9688-cd178db4522b'],7,,,,,,,,,,,,,,,,,Barcelona,217,00:01:07.845,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,1.0173,,,,,,,,,,,,,988dc25d-59f9-469e-be65-dedf47e15669,95,,"[39.2, 74.1]",265918,1,,,,,-2.1843524,,Right Foot,,,"[34.2, 67.0]",,Ground Pass,,8.683893,,,,Francesc Fàbregas i Soler,3478.0,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,4,Barcelona,217,['6cf6153a-653f-4cba-b0e3-701f68e4f8e1'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:01:14.645,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,0.8565,,,,,,,,,,,,,88947390-4049-4e4d-8e49-34f8e573f9db,98,,"[34.2, 67.0]",265918,1,,,,,-0.07782415,,Right Foot,,,"[56.0, 65.3]",,Ground Pass,,21.866184,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,4,Barcelona,217,['613a37cc-a698-4489-b4e7-b675ca37e197'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:01:17.317,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,1.2811,,,,,,,,,,,,,509216b0-2d3c-4326-a068-292b52642151,102,,"[53.3, 58.1]",265918,1,,,,,-1.790493,,Left Foot,,,"[51.0, 47.8]",,Ground Pass,,10.553673,,,,Francesc Fàbregas i Soler,3478.0,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,4,Barcelona,217,"['95a97a7a-7bbb-4221-909a-b27ee6bc4d97', 'e89834b8-8402-4ae5-9f43-9b9d7fe33727']",19,,,,,,,,,,,,,,,,,Barcelona,217,00:01:19.888,Pass,True,2013/2014
,,,,,,,,,,,,,,,,,,,1.3764,,,,,,,,,,,,,88089f7b-a2fa-47e9-9dd0-07b3cdf12677,105,,"[53.3, 46.4]",265918,1,,,,,-1.1499242,,Right Foot,,,"[62.7, 25.4]",,Ground Pass,,23.007824,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,4,Barcelona,217,['ce11cde6-3ac2-4e06-9187-b5fed62d6c5a'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:01:21.209,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,1.4442,,,,,,,,,,,,,0b267d4e-9b5b-4d36-86c4-fed8528a6e9d,109,,"[63.2, 22.4]",265918,1,,,,,-0.6655564,,Right Foot,,,"[84.6, 5.6]",,Ground Pass,,27.206617,,,,Adriano Correia Claro,22102.0,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,4,Barcelona,217,['e6308b69-d1e2-49b6-ac06-92f2089ecfc4'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:01:23.912,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,0.9328,,,,,,,,,,,,,be4e6a3c-c6a9-46e2-9466-84e51ae5df73,113,,"[78.5, 5.2]",265918,1,,,,,2.5762563,,Right Foot,,,"[69.2, 11.1]",,Ground Pass,,11.013628,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,Regular Play,Adriano Correia Claro,22102.0,Left Back,4,Barcelona,217,['84c15c09-c147-4d3f-9bcb-93f3daae9137'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:01:26.192,Pass,,2013/2014
,,,,,,,,,,,,,,,,,,,0.7312,,,,,,,,,,,,,57b8f864-4ec9-4082-b576-656d62efa03e,116,,"[68.8, 13.8]",265918,1,,,,,0.8026378,,Right Foot,,,"[74.5, 19.7]",,Ground Pass,,8.203658,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,4,Barcelona,217,['b8e5ef01-5fd4-47eb-9f9a-4a4870d538e0'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:01:27.909,Pass,,2013/2014
