bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,1.6193,,,,,,,,,,,,,,,3689abda-5a13-46d5-81aa-ae19b465f20f,18,,"[46.3, 8.9]",69217,0,,,,,2.563308,,Right Foot,,,"[22.4, 24.5]",,Ground Pass,28.540672,,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Kick Off,Eric-Sylvain Bilal Abidal,20177.0,Left Back,2,Barcelona,217,['621baf93-c127-4a89-a9ef-a7254fd2c68e'],9,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:09.308,Pass,,2008/2009
,,,,,,,,,,,,,,,,2.4316,,,,,,,,,,,,,,,ea480f89-2640-4345-be2a-6f42e9a880e9,21,,"[23.8, 25.5]",69217,0,,,,,1.5626884,,Right Foot,,,"[24.1, 62.5]",,Ground Pass,37.001217,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Kick Off,Carles Puyol i Saforcada,20125.0,Right Center Back,2,Barcelona,217,['ad278be5-4cf1-4c1f-916b-b96070be37f1'],13,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:13.137,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.3631,,,,,,,,,,,,,,,626cc21f-5683-49d6-86f6-51ae6ff19b78,24,,"[23.9, 63.6]",69217,0,,,,,-0.92827755,,Right Foot,,,"[36.1, 47.3]",,Ground Pass,20.36001,,,Gnégnéri Yaya Touré,3087.0,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Left Center Back,2,Barcelona,217,['84f72084-66ec-46d1-ab34-54d80b2e3cca'],18,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:18.006,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.1545,,,,,,,,,,,,,,,cdaf6c49-9dec-43fb-be55-70976ac2125b,26,,"[44.4, 45.0]",69217,0,,,,,2.438765,,Right Foot,,,"[28.7, 58.3]",,Ground Pass,20.5762,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Kick Off,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,2,Barcelona,217,['9225d375-90b9-4260-9809-dceaf8c65900'],19,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:19.369,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.7758,,,,,,,,,,,,,,,4d9f42c0-6781-4c54-a4de-b1ac98234226,29,,"[36.7, 59.6]",69217,0,,,,,-1.5405025,,Right Foot,,,"[37.8, 23.3]",,Ground Pass,36.31666,,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Left Center Back,2,Barcelona,217,['55595109-e414-4b1b-98a5-e877ddcc4b55'],22,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:22.996,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.2627,,,,,,,,,,,,,,,f86ba208-c6a7-44aa-a92c-6a4878774c44,32,,"[37.8, 23.3]",69217,0,,,,,-0.10866122,,Right Foot,,,"[59.8, 20.9]",,Ground Pass,22.130522,,,Seydou Kéita,20169.0,,,,,,1,From Kick Off,Carles Puyol i Saforcada,20125.0,Right Center Back,2,Barcelona,217,['21cd867d-9bad-430d-9b9a-962ed19f1eec'],26,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:26.433,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.145802,,,,,,,,,,,,,,,83e3216f-540c-47fb-a0e7-1a6a55550191,36,,"[47.7, 21.6]",69217,0,,,,,-1.8370484,,Left Foot,,,"[42.9, 4.0]",,Ground Pass,18.242807,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,From Kick Off,Seydou Kéita,20169.0,Left Center Midfield,2,Barcelona,217,['9ef2ceb1-6e5e-460d-a377-4541b0f41258'],30,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:30.391,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.5256,,,,,,,,,,,,,,,1e3dd068-ad93-4681-b41c-f9dcaf11ee35,39,,"[42.9, 6.4]",69217,0,,,,,0.02739041,,Left Foot,,,"[64.8, 7.0]",,Ground Pass,21.908218,,,Seydou Kéita,20169.0,,,,,,1,From Kick Off,Eric-Sylvain Bilal Abidal,20177.0,Left Back,2,Barcelona,217,['ea187f6e-2533-49b5-86fd-5bd5cd5ea84a'],32,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:32.529,Pass,,2008/2009
,,,,,,,,,,,,,,,,2.49642,,,,,,,,,,,,,,,93fc0398-6a8f-48c3-a7fa-07d88bb04f70,42,,"[65.1, 8.1]",69217,0,,,,,-0.12786992,,Left Foot,,,"[93.1, 4.5]",,Ground Pass,28.23048,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Kick Off,Seydou Kéita,20169.0,Left Center Midfield,2,Barcelona,217,['055f2d8b-9d8c-4175-8dc0-23459a5b0d7c'],34,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:34.292,Pass,,2008/2009
,,,,,,,,,,,,,,,,2.082868,,,,,,,,,,,,,,,df14e94c-2568-48fa-beec-9ee56f7c694c,45,,"[99.3, 17.1]",69217,0,,,,,1.0453383,,Right Foot,True,,"[113.1, 40.9]",,High Pass,27.511452,Incomplete,,Seydou Kéita,20169.0,,,,,,1,From Kick Off,Andrés Iniesta Luján,5216.0,Left Wing,2,Barcelona,217,"['2fe3064b-d870-471f-8d0b-6884bf6cf68c', '6460046b-23ed-4b7b-809d-913e5ad34439']",40,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:40.441,Pass,,2008/2009
,,,,,,,,,,,,,,,,4.0304,,,,,,,,,,,,,,,4b01d858-9453-49a7-94c2-f0a0e51c9867,49,,"[13.0, 54.7]",69217,0,,,,,-0.008045804,,Drop Kick,,,"[100.0, 54.0]",,High Pass,87.002815,,,Joseba Llorente Etxarri,26191.0,,,,,,1,From Keeper,Diego López Rodríguez,6768.0,Goalkeeper,3,Villarreal,222,['8e637406-f616-46de-9427-a7c9b0db4394'],49,,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:49.608,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.84794,,,,,,,,,,,,,,,45fc30b9-ef44-493f-986c-1dcd92b8aca1,55,,"[15.7, 42.7]",69217,0,,,,,1.08175,,Keeper Arm,,,"[24.8, 59.8]",,Ground Pass,19.370596,,,Daniel Alves da Silva,4324.0,,,,,,1,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,4,Barcelona,217,['21cf9d1e-2022-4c3b-887d-e9ff7f2b1eef'],57,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:57.999,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.5717,,,,,,,,,,,,,,,c4a6835b-33ca-476d-890d-2666ae5b42b2,58,,"[28.7, 61.9]",69217,1,,,,,-2.2372615,,Right Foot,,,"[21.7, 53.0]",,Ground Pass,11.322986,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,4,Barcelona,217,['6f45dc4f-a805-46b1-a28b-05889ee05a8d'],1,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:01.214,Pass,,2008/2009
,,,,,,,,,,,,,,,,2.0227,,,,,,,,,,,,,,,99bee9b0-55e3-4c9a-adf2-4c9496f77800,61,,"[34.0, 56.4]",69217,1,,,,,1.1576109,,Right Foot,,,"[42.9, 76.7]",,Ground Pass,22.165289,,,Daniel Alves da Silva,4324.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Left Center Back,4,Barcelona,217,['b65b8e18-7dbc-422a-9faa-d9a1d3bd67a7'],7,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:07.421,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.7831,,,,,,,,,,,,,,,4ab58ce9-e760-4525-8091-2094343aa827,65,,"[48.2, 76.9]",69217,1,,,,,-0.9972257,,Right Foot,,,"[55.5, 65.6]",,Ground Pass,13.452881,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,4,Barcelona,217,"['880b9991-308f-4ee2-91a9-77f750197604', '9204a522-dec4-46e9-9375-7ca7856319dd']",10,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:10.702,Pass,True,2008/2009
,,,,,,,,,,,,,,,,1.2603,,,,,,,,,,,,,,,bf85cb6f-feb4-44c1-be43-6f1a6dfe10d7,68,,"[57.4, 65.3]",69217,1,,,,,-3.0734057,,Right Foot,,,"[36.9, 63.9]",,Ground Pass,20.547749,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,4,Barcelona,217,"['32469b1f-64b7-474a-ae44-b98a8cd46395', 'b07b1f35-707a-4144-bf78-773fc17639a3']",11,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:11.485,Pass,True,2008/2009
,,,,,,,,,,,,,,,,1.5481,,,,,,,,,,,,,,,b2625e8a-7e5f-48aa-8465-49189ed947c3,71,,"[37.8, 63.9]",69217,1,,,,,-0.69368535,,Right Foot,,,"[75.2, 32.8]",,High Pass,48.64124,,,Seydou Kéita,20169.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Left Center Back,4,Barcelona,217,['2d9a3529-e886-47df-a0af-0c6faac54cbf'],16,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:16.198,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.4809,,,,,,,,,,,,,,,803f09cb-d7c1-4868-8e1d-efc12c7387d6,78,,"[62.9, 30.8]",69217,1,,,,,-1.1765734,,Left Foot,,,"[73.3, 5.8]",,Ground Pass,27.076927,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,Regular Play,Seydou Kéita,20169.0,Left Center Midfield,4,Barcelona,217,['eceda5f2-d282-4b39-8a11-bbd4a9a1ed6c'],21,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:21.182,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.5831,,,,,,,,,,,,,,,685eddf9-b3c2-44c5-85d4-c326ba2b6f8b,81,,"[74.7, 7.4]",69217,1,,,,,1.957672,,Left Foot,,,"[67.0, 26.3]",,Ground Pass,20.40833,,,Gnégnéri Yaya Touré,3087.0,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,4,Barcelona,217,['a5b83012-6a03-458b-ad97-8fb570c99503'],24,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:24.680,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.5272,,,,,,,,,,,,,,,cf0224f6-a443-4fd1-981e-64dc211a44f0,84,,"[70.6, 28.6]",69217,1,,,,,-3.0051901,,Right Foot,,,"[50.2, 25.8]",,Ground Pass,20.59126,,,Carles Puyol i Saforcada,20125.0,,,,,,1,Regular Play,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,4,Barcelona,217,"['8e49335a-ea0f-4185-81bb-bec22fd78a8f', 'a91a34c1-9793-4153-b724-4ee987a74349']",26,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:26.263,Pass,True,2008/2009
,,,,,,,,,,,,,,,,1.5784,,,,,,,,,,,,,,,4086015f-d277-4ba9-8d47-0b96e441ffae,87,,"[49.4, 26.5]",69217,1,,,,,1.4860938,,Right Foot,,,"[52.1, 58.3]",,Ground Pass,31.914417,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Right Center Back,4,Barcelona,217,['240ba389-4ae1-4130-9354-c55b33228d0d'],27,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:27.819,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.9724,,,,,,,,,,,,,,,abeedf91-2050-41ce-9d4b-6c24f8c5ba6b,90,,"[80.0, 46.5]",69217,1,,,,,-1.305895,,Right Foot,,,"[90.2, 8.9]",,Ground Pass,38.958954,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Left Center Back,4,Barcelona,217,['1bbf5a8c-a0ff-4edc-afeb-b95d0ea347bc'],34,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:34.611,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.756904,,,,,,,,,,,,,,,dc55019a-b24b-4c84-929d-9862cceb69d3,93,,"[92.1, 13.2]",69217,1,,,,,0.30205944,,Left Foot,,,"[105.9, 17.5]",,Low Pass,14.4544115,Incomplete,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,4,Barcelona,217,"['5c15a353-ecea-4db4-b7f1-055a07979332', '73f5aa18-0589-42b0-8982-c415ddc00767']",38,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:38.025,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.1694,,,,,,,,,,,,,,,3e8aeb9d-7bdb-4fef-bbe5-9c853be7d3f1,97,,"[13.9, 64.6]",69217,1,,,,,0.0809041,,Right Foot,,,"[17.6, 64.9]",,High Pass,3.7121422,Incomplete,,,,,,,,,1,Regular Play,Javier Rodríguez Venta,25937.0,Right Back,4,Barcelona,217,['82524bfd-ed84-473d-89f8-0e52884b548c'],40,,,,,,,,,,,,,,,,,,,Villarreal,222,00:01:40.387,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.3182,,,,,,,,,,,,,,,77d91fc8-822c-4e33-9031-188eb4060545,99,,"[96.7, 20.4]",69217,1,,,,,2.967322,,Right Foot,,,"[82.5, 22.9]",,High Pass,14.418391,,,Seydou Kéita,20169.0,,,,,Recovery,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Wing,4,Barcelona,217,['6f15b4cf-d992-44c1-b639-76181d58f81b'],41,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:41.933,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.7899,,,,,,,,,,,,,,,09ffcdb5-425b-438f-af8b-688a8deaafd2,101,,"[83.2, 24.3]",69217,1,,,,,0.9550231,,Left Foot,,,"[90.7, 34.9]",,Low Pass,12.984991,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Seydou Kéita,20169.0,Left Center Midfield,4,Barcelona,217,['eba13346-8395-4642-9c30-d2c4e116998c'],43,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:43.251,Pass,,2008/2009
,,,,,,,,,,,,,,,,2.8183,,,,,,,,,,,,,,,a76fe09c-7fbc-40a1-9b45-e7c1640168c1,105,,"[85.6, 39.2]",69217,1,,,,,1.7645212,,Right Foot,,,"[78.4, 75.9]",,High Pass,37.399597,,,Daniel Alves da Silva,4324.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Wing,4,Barcelona,217,"['202f1cac-2b47-45d7-bb16-d3a0d39c2929', 'c5f91c72-e78d-4de5-b05b-13fa40e5e0ea']",45,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:45.386,Pass,True,2008/2009
,,,,,,,,,,,,,,,,1.712632,,,,,,,,,,,,,,,a0afb2bd-3c38-424a-b764-115055854596,108,,"[91.1, 74.0]",69217,1,,,,,-0.8741325,,Right Foot,True,,"[116.7, 43.4]",,High Pass,39.896366,Incomplete,,Samuel Eto''o Fils,19298.0,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,4,Barcelona,217,"['4f147acc-721c-416e-9955-e5142518059a', '8971598d-5b79-40fc-a7f5-2894d5f28344']",50,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:50.262,Pass,,2008/2009
,,,,,,,,,,,,,,,,3.49746,,,,,,,,,,,,,,,de628e79-de8e-40f5-ac2d-1df7218f1848,112,,"[15.6, 38.8]",69217,2,,,,,0.0013679882,,Drop Kick,,,"[88.7, 38.9]",,High Pass,73.10007,Incomplete,,Joseba Llorente Etxarri,26191.0,,,,,,1,Regular Play,Diego López Rodríguez,6768.0,Goalkeeper,4,Barcelona,217,"['975e1850-2919-4312-8059-4bf693fe1e4f', 'b6ef9319-1c20-4225-9912-fc72bf6e1d6d']",3,,,,,,,,,,,,,,,,,,,Villarreal,222,00:02:03.346,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.266869,,,,,,,,,,,,,,,09c8887f-dc52-41f8-86f3-d2ca2ba38dec,116,,"[32.8, 42.9]",69217,2,,,,,-1.246321,,Right Foot,,,"[40.2, 20.9]",,Low Pass,23.211205,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Left Center Back,4,Barcelona,217,['35860ba3-c4f1-4518-8df6-c7f70dd500ce'],8,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:08.214,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.1116,,,,,,,,,,,,,,,70b8dcd6-eb7a-4483-a112-818cacaa30cf,119,,"[52.5, 9.1]",69217,2,,,,,1.6967634,,Left Foot,,,"[49.6, 32.0]",,Ground Pass,23.082893,,,Gnégnéri Yaya Touré,3087.0,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,4,Barcelona,217,['d0a7cf5f-335e-4da5-aa28-d73800ec86d9'],11,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:11.356,Pass,,2008/2009
