ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,0.968508,,,,,,,,,,,,,df90328c-45ac-4b74-b263-eca2466a2113,17,,"[41.9, 65.7]",3773369,0,,,,,-1.8812752,,Right Foot,,"[35.9, 47.0]",,Ground Pass,,19.638992,,,,,Frenkie de Jong,8118.0,,,,,,,1,From Kick Off,Óscar Mingueza García,43728.0,Right Center Back,2,Barcelona,217,['ce32067c-dafb-4795-ad65-378829a4006b'],8,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:08.062,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.8187,,,,,,,,,,,,,f7cfd4a3-2b08-4159-8dde-110cca59d323,20,,"[36.4, 44.6]",3773369,0,,,,,-1.2700217,,Right Foot,,"[43.1, 23.0]",,Ground Pass,,22.615261,,,,,Clément Lenglet,6826.0,,,,,,,1,From Kick Off,Frenkie de Jong,8118.0,Center Back,2,Barcelona,217,['b20530ae-289e-48f8-a60d-45ec627bc360'],9,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:09.851,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.235833,,,,,,,,,,,,,f3ed144c-a670-46de-8c58-2c35d9001d34,23,,"[44.5, 20.1]",3773369,0,,,,,1.7506498,,Left Foot,,"[41.1, 38.8]",,Ground Pass,,19.006578,,,,,Frenkie de Jong,8118.0,,,,,,,1,From Kick Off,Clément Lenglet,6826.0,Left Center Back,2,Barcelona,217,['c3682b56-998d-4d2a-89a2-fb912f1d33d0'],12,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:12.250,Pass,,2020/2021
,,,,,,,,,,,,,,,,,0.965133,,,,,,,,,,,,,e59346ea-5efa-4012-ac14-50a98300ba56,27,,"[43.3, 32.0]",3773369,0,,,,,-2.0481417,,Right Foot,,"[37.3, 20.4]",,Ground Pass,,13.059862,,,,,Clément Lenglet,6826.0,,,,,,,1,From Kick Off,Frenkie de Jong,8118.0,Center Back,2,Barcelona,217,"['1a7aeb7e-3e75-4802-8589-7ead9d5ba1b0', 'c9b8d0dc-f077-4ba9-a2e3-f3ad0d219971']",14,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:14.644,Pass,True,2020/2021
,,,,,,,,,,,,,,,,,2.124643,,,,,,,,,,,,,3e6a2146-c426-4de4-89e2-bd96124b4d50,30,,"[35.9, 20.4]",3773369,0,,,,,2.2808657,,Left Foot,,"[16.3, 43.2]",,Ground Pass,,30.066593,,,,,Marc-André ter Stegen,20055.0,,,,,,,1,From Kick Off,Clément Lenglet,6826.0,Left Center Back,2,Barcelona,217,['47203875-9a02-42ab-9a34-9a80dca5bcf8'],16,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:16.088,Pass,,2020/2021
,,,,,,,,,,,,,,,,,2.020584,,,,,,,,,,,,,e6d85918-1978-44be-b626-a4724a60122a,33,,"[19.7, 46.7]",3773369,0,,,,,0.8095314,,Right Foot,,"[48.0, 76.4]",,Low Pass,,41.02414,,,,,Sergino Dest,21881.0,,,,,,,1,From Kick Off,Marc-André ter Stegen,20055.0,Goalkeeper,2,Barcelona,217,['4c1bccd5-c0c8-44a0-892b-e9d05f972855'],19,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:19.464,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.569007,,,,,,,,,,,,,8b6ee35a-1dfc-4ccf-8ffe-59bd03461978,36,,"[42.5, 76.6]",3773369,0,,,,,-2.6998851,,Right Foot,,"[29.6, 70.5]",,Ground Pass,,14.269548,,,,,Óscar Mingueza García,43728.0,,,,,,,1,From Kick Off,Sergino Dest,21881.0,Right Wing Back,2,Barcelona,217,['8c71fbf0-d387-4ad3-abce-f8a8f6922a7b'],23,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:23.242,Pass,,2020/2021
,,,,,,,,,,,,,,,,,0.868018,,,,,,,,,,,,,90de9ef0-8efd-4d0a-88fd-624cb55dc436,39,,"[29.6, 68.9]",3773369,0,,,,,-1.7967556,,Right Foot,,"[27.6, 60.2]",,Ground Pass,,8.926926,,,,,Frenkie de Jong,8118.0,,,,,,,1,From Kick Off,Óscar Mingueza García,43728.0,Right Center Back,2,Barcelona,217,['b1afabdc-7b4b-4f21-9ed5-1d96b431a0c2'],25,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:25.419,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.226194,,,,,,,,,,,,,e067e188-28f6-4bb1-8a60-fec018e79f62,42,,"[41.3, 42.6]",3773369,0,,,,,-1.3742912,,Right Foot,,"[45.6, 21.0]",,Ground Pass,,22.023851,,,,,Clément Lenglet,6826.0,,,,,,,1,From Kick Off,Frenkie de Jong,8118.0,Center Back,2,Barcelona,217,['c68c74a6-beed-44bc-9df3-695611e36121'],29,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:29.535,Pass,,2020/2021
,,,,,,,,,,,,,,,,,0.763297,,,,,,,,,,,,,c1c48377-a8f7-4383-ab62-5af4f387f582,45,,"[57.5, 14.9]",3773369,0,,,,,0.3943806,,Left Foot,,"[74.8, 22.1]",,Ground Pass,,18.738462,,,,,Ousmane Dembélé,5477.0,,,,,,,1,From Kick Off,Clément Lenglet,6826.0,Left Center Back,2,Barcelona,217,['1e7af732-3487-409f-aa7a-415fedf9f71b'],33,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:33.117,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.028853,,,,,,,,,,,,,653f83f4-4e0e-408c-b921-4686e9a4bcad,57,,"[71.3, 14.9]",3773369,0,,,,,3.0292852,,Left Foot,,"[58.0, 16.4]",,Ground Pass,,13.384319,,,,,Clément Lenglet,6826.0,,,,,,,1,From Kick Off,Ousmane Dembélé,5477.0,Center Forward,2,Barcelona,217,"['2a3a3805-85a1-4b5d-9e3a-9f1ef7889845', '5c2a5e44-ecaa-4fa8-b71b-4ee15816377a']",37,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:37.255,Pass,True,2020/2021
,,,,,,,,,,,,,,,,,1.716343,,,,,,,,,,,,,0a869b58-5b8e-4a29-b829-eac7054987f5,60,,"[58.0, 16.4]",3773369,0,,,,,2.0817459,,Left Foot,,"[50.6, 29.6]",,Ground Pass,,15.132746,,,,,Frenkie de Jong,8118.0,,,,,,,1,From Kick Off,Clément Lenglet,6826.0,Left Center Back,2,Barcelona,217,['b8a81e80-0bb1-4d9e-80d4-0dcc005e90d5'],38,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:38.751,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.651988,,,,,,,,,,,,,476e50d7-fe05-4355-8327-0ecf1c7792fe,63,,"[51.1, 31.3]",3773369,0,,,,,1.3932949,,Right Foot,,"[55.8, 57.5]",,Ground Pass,,26.618227,,,,,Óscar Mingueza García,43728.0,,,,,,,1,From Kick Off,Frenkie de Jong,8118.0,Center Back,2,Barcelona,217,['42b4ea72-1675-464d-b83e-d298a0fca79a'],41,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:41.375,Pass,,2020/2021
,,,,,,,,,,,,,,,,,0.85735,,,,,,,,,,,,,6da67098-531c-4185-9f42-bcc5f6dbbcd4,66,,"[55.2, 58.7]",3773369,0,,,,,0.71962494,,Right Foot,,"[64.1, 66.5]",,Ground Pass,,11.834272,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Kick Off,Óscar Mingueza García,43728.0,Right Center Back,2,Barcelona,217,['31f8f1c4-1e17-4e40-96a4-4c5875b0de02'],43,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:43.802,Pass,,2020/2021
,,,,,,,,,,,,,,,,,0.723191,,,,,,,,,,,,,b4ae414f-a6d2-49ab-b7d5-43b43403ef7b,69,,"[64.7, 66.5]",3773369,0,,,,,-1.2173561,,Left Foot,,"[68.5, 56.2]",,Ground Pass,,10.978616,,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Attacking Midfield,2,Barcelona,217,['58ef692e-7b2a-4dda-9913-8b0ded20324d'],44,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:44.740,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.347072,,,,,,,,,,,,,69a674c9-ae87-40bc-9ad5-8a9a48e65f22,72,,"[69.5, 56.7]",3773369,0,,,,,1.6590619,,Right Foot,,"[68.5, 68.0]",,Ground Pass,,11.344161,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,2,Barcelona,217,['08cd245a-c3c3-4eff-a4eb-06dbfaa7cad4'],46,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:46.162,Pass,,2020/2021
,,,,,,,,,,,,,,,,,0.889347,,,,,,,,,,,,,3af6b64d-c354-4a33-8aa9-87235debbd21,75,,"[72.5, 72.0]",3773369,0,,,,,0.4808873,,Left Foot,,"[84.0, 78.0]",,Ground Pass,,12.971122,,,,,Sergino Dest,21881.0,,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Attacking Midfield,2,Barcelona,217,['b4219b9a-9c00-4d72-9503-1ad69224c082'],48,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:48.914,Pass,,2020/2021
,,,,,,,,,,,,,,,,,0.87059,,,,,,,,,,,,,08a97a5f-ec25-4656-9796-d5505b01cbea,79,,"[84.3, 77.7]",3773369,0,,,,,-2.809533,,Right Foot,,"[78.5, 75.7]",,Ground Pass,,6.1351447,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Kick Off,Sergino Dest,21881.0,Right Wing Back,2,Barcelona,217,"['2f46aab0-429a-406d-bdcc-c24c1aedfa1f', 'd2616d7c-389e-4ff2-b0be-d96deca2f79e']",50,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:50.384,Pass,True,2020/2021
,,,,,,,,,,,,,,,,,0.625196,,,,,,,,,,,,,89683bd1-7011-4f3e-9ae0-1de2d68be7aa,82,,"[78.0, 74.9]",3773369,0,,,,,-0.3876696,,Left Foot,,"[90.0, 70.0]",,Ground Pass,,12.961867,,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Attacking Midfield,2,Barcelona,217,['d41c1e30-15c5-4b03-a0d8-99e1396a21e1'],52,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:52.058,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.043267,,,,,,,,,,,,,18c85c23-9b9c-49b4-96d6-d89894e41d54,86,,"[89.7, 68.5]",3773369,0,,,,,-2.3561945,,Right Foot,,"[84.9, 63.7]",,Ground Pass,,6.788225,,,,,Sergino Dest,21881.0,,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,2,Barcelona,217,"['8fdfd25e-b180-4c0f-8bcc-72b34baeed4b', 'b9d4f5d4-687e-4638-b75a-2fa17222be85']",53,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:53.273,Pass,True,2020/2021
,,,,,,,,,,,,,,,,,1.280239,,,,,,,,,,,,,6fd82540-8104-4af2-a57d-175e7dbf1904,89,,"[85.2, 63.7]",3773369,0,,,,,-1.1538982,,Right Foot,,"[88.3, 56.7]",,Ground Pass,,7.655717,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Kick Off,Sergino Dest,21881.0,Right Wing Back,2,Barcelona,217,['8ca3e5d6-9923-45d7-8d6b-3f9ad56f1fc3'],54,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:54.556,Pass,,2020/2021
,,,,,,,,,,,,,,,,,0.599597,,,,,,,,,,,,,daf116e0-ee60-4b26-969c-8cb2084e5a8c,94,,"[88.9, 57.3]",3773369,0,,,,,-0.46942788,,Left Foot,,"[95.8, 53.8]",,Ground Pass,,7.7369246,,,,,Ousmane Dembélé,5477.0,,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Attacking Midfield,2,Barcelona,217,"['3167f91b-34d6-4b97-8f04-8cfbec8a55c1', '56b0a69f-de68-4620-b8cc-69d429dc8ed6']",55,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:55.862,Pass,True,2020/2021
,,,,,,,,,,,,,,,,,0.730679,,,,,,,,,,,,,32dddd24-a78d-422f-a227-9bb0f56ecdcd,97,,"[96.1, 52.2]",3773369,0,,,,,-1.7221718,,Right Foot,,"[95.2, 46.3]",,Ground Pass,,5.9682493,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Kick Off,Ousmane Dembélé,5477.0,Center Forward,2,Barcelona,217,['dca30fe4-abc4-42be-b12b-1ba33ff5caf2'],56,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:56.581,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.136636,,,,,,,,,,,,,d5787899-f27c-4035-a2f2-b9ada60f230e,105,,"[23.4, 47.0]",3773369,0,,,,,2.6011732,,Right Foot,,"[13.4, 53.0]",,Ground Pass,,11.661903,,,,,Pablo Maffeo Becerra,6564.0,,,,,,,1,From Kick Off,David Ferreiro Quiroga,11670.0,Right Center Midfield,2,Barcelona,217,['6de455f3-b5b2-4cf8-906e-69bca6cc9e4a'],59,,,,,,,,,,,,,,,,,,Huesca,902,00:00:59.779,Pass,,2020/2021
,,,,,,,,,,,,,,,,,5.336865,,,,,,,,,,,,,e94e247e-fe96-43a7-8da2-b972a4fe8ef5,109,,"[13.4, 53.3]",3773369,1,,,,,-0.87976724,,Right Foot,,"[57.4, 0.1]",,High Pass,,69.037964,,,Out,,Rafael Mir Vicente,23812.0,,,True,,,,1,From Kick Off,Pablo Maffeo Becerra,6564.0,Right Wing Back,2,Barcelona,217,"['7e23801a-01b1-4d03-bdbf-5a71e2f776a0', '9f660a2a-7ffa-4e30-b4cc-0065824a899f']",0,,,,,,,,,,,,,,,,,,Huesca,902,00:01:00.995,Pass,True,2020/2021
,,,,,,,,,,,,,,,,,1.594122,,,,,,,,,,,,,14566edf-4338-4139-99c8-8850514a739c,111,,"[64.3, 80.0]",3773369,1,,True,,,-2.692507,,,,"[56.0, 76.0]",,Low Pass,,9.213577,,,,,Óscar Mingueza García,43728.0,,,,,,Throw-in,1,From Throw In,Sergino Dest,21881.0,Right Wing Back,3,Barcelona,217,['6d64a720-f2f2-4107-ab1b-95668aa35c67'],8,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:08.151,Pass,,2020/2021
,,,,,,,,,,,,,,,,,0.771664,,,,,,,,,,,,,42bab241-f2bd-48f7-8230-f5fa1373a3b2,113,,"[55.8, 73.7]",3773369,1,,,,,-1.9311543,,Right Foot,,"[50.6, 59.9]",,Ground Pass,,14.747203,,,,,Frenkie de Jong,8118.0,,,,,,,1,From Throw In,Óscar Mingueza García,43728.0,Right Center Back,3,Barcelona,217,['ae75dde8-8cc1-49a2-81e8-4081aa163878'],10,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:10.365,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.861517,,,,,,,,,,,,,0fba7a40-fd9e-46fb-9249-ad792e6451bf,116,,"[49.7, 54.2]",3773369,1,,,,,-1.4819894,,Right Foot,,"[52.3, 25.0]",,Ground Pass,,29.315525,,,,,Clément Lenglet,6826.0,,,,,,,1,From Throw In,Frenkie de Jong,8118.0,Center Back,3,Barcelona,217,['73c6416a-b4ad-4694-a052-52ecd41bcfd9'],12,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:12.058,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.276597,,,,,,,,,,,,,8a2663bd-74d8-41fb-b626-62e93e43d660,119,,"[53.8, 22.1]",3773369,1,,,,,-0.88817376,,Right Foot,,"[63.8, 9.8]",,Ground Pass,,15.852129,,,,,Jordi Alba Ramos,5211.0,,,,,,,1,From Throw In,Clément Lenglet,6826.0,Left Center Back,3,Barcelona,217,['57defa25-c635-4ab0-94f0-2d9a41f10c7e'],14,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:14.830,Pass,,2020/2021
,,,,,,,,,,,,,,,,,2.122221,,,,,,,,,,,,,8c4989cb-745a-409c-941b-f15e9485a891,122,,"[63.8, 12.4]",3773369,1,,,,,2.1393209,,Left Foot,,"[50.0, 34.0]",,Ground Pass,,25.632011,,,,,Frenkie de Jong,8118.0,,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Wing Back,3,Barcelona,217,['fbaf68bd-9f9a-44e2-96bd-c5c3a7b5aec7'],17,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:17.123,Pass,,2020/2021
,,,,,,,,,,,,,,,,,0.809702,,,,,,,,,,,,,6e4a7bd9-85cf-4fac-83e5-cf68004e26a5,125,,"[52.3, 35.1]",3773369,1,,,,,0.6871242,,Right Foot,,"[60.1, 41.5]",,Ground Pass,,10.089599,,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Throw In,Frenkie de Jong,8118.0,Center Back,3,Barcelona,217,['804350ca-37cd-482e-bb9d-299630c5b852'],20,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:20.131,Pass,,2020/2021
,,,,,,,,,,,,,,,,,1.086001,,,,,,,,,,,,,a80854fa-f2b5-482b-b65b-acf10f6d4bb1,128,,"[58.6, 42.0]",3773369,1,,,,,1.8736812,,Right Foot,,"[51.1, 66.0]",,Low Pass,,25.144583,,,,,Óscar Mingueza García,43728.0,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,3,Barcelona,217,['fab1ddb8-e086-42ed-a4de-93841a747902'],20,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:20.981,Pass,,2020/2021
