50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,1.4404,,,,,,,,,,,,,,,a3f22270-2de2-4faa-bc9e-48d9de2a0059,20,,"[28.1, 44.7]",69227,0,,,,,-1.3116943,,Right Foot,,"[34.7, 19.8]",,Ground Pass,,25.759853,,,,Gabriel Alejandro Milito,25919.0,,,,,,,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,4,Barcelona,217,['a98bd3e9-0146-4f2d-9b36-c604e0824e46'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:00:26.012,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.2213,,,,,,,,,,,,,,,4ed64c23-fffd-4f98-a162-2f026ef4fb34,24,,"[50.5, 9.0]",69227,0,,,,,0.25800723,,Left Foot,,"[64.9, 12.8]",,Ground Pass,,14.892951,,,,Seydou Kéita,20169.0,,,,,,,1,From Free Kick,Gabriel Alejandro Milito,25919.0,Left Center Back,4,Barcelona,217,['f9c93ed9-125b-452e-b6b7-fb8112c478ee'],30,,,,,,,,,,,,,,,,,Barcelona,217,00:00:30.181,Pass,,2009/2010
,,,,,,,,,,,,,,,,0.121,,,,,,,,,,,,,,,6fc020dd-e74f-4f4f-984e-c8d322359608,27,,"[62.3, 4.6]",69227,0,,,,,-0.11710875,,Left Foot,,"[65.7, 4.2]",,Low Pass,,3.4234486,,Incomplete,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,,1,From Free Kick,Seydou Kéita,20169.0,Left Center Midfield,4,Barcelona,217,"['2fb768f0-3628-4dac-b94e-2b2ed88214c0', '91533ef7-9435-4581-8c48-91b621771020']",34,,,,,,,,,,,,,,,,,Barcelona,217,00:00:34.288,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.0444,,,,,,,,,,,,,,,ada659f2-32d8-4cf5-8bd2-1e01b53cd354,30,,"[71.2, 1.0]",69227,0,,,,,1.1184264,,,,"[76.4, 11.7]",,Low Pass,,11.896638,,,,Zlatan Ibrahimović,3672.0,,,,,,Throw-in,1,From Throw In,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,5,Barcelona,217,['0b957eec-5ae8-445b-822a-3181ec231d7f'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:00:43.505,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.914297,,,,,,,,,,,,,,,10180737-f44f-46c7-9ef9-f71804893c82,33,,"[76.1, 11.3]",69227,0,,,,,-2.8509934,,Right Foot,,"[54.7, 4.9]",,Low Pass,,22.336517,,,,Seydou Kéita,20169.0,,,,,,,1,From Throw In,Zlatan Ibrahimović,3672.0,Center Forward,5,Barcelona,217,['0f67a4c5-d10a-499e-b0ff-ac56f0d6861f'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:00:44.589,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.87865,,,,,,,,,,,,,,,e67a0e35-ee4a-437d-9074-321a8365fd78,36,,"[57.5, 5.9]",69227,0,,,,,2.613101,,Left Foot,,"[42.6, 14.6]",,Ground Pass,,17.253984,,,,Gabriel Alejandro Milito,25919.0,,,,,,,1,From Throw In,Seydou Kéita,20169.0,Left Center Midfield,5,Barcelona,217,['7d5fbfd9-dfb7-488b-a3b6-00fed6421556'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:00:46.544,Pass,,2009/2010
,,,,,,,,,,,,,,,,2.848,,,,,,,,,,,,,,,a783baf0-0d2c-4ae0-94df-d2641425e00a,39,,"[44.3, 20.3]",69227,0,,,,,1.6307244,,Left Foot,,"[41.9, 60.3]",,Ground Pass,,40.071934,,,,Gerard Piqué Bernabéu,5213.0,,,True,,,,1,From Throw In,Gabriel Alejandro Milito,25919.0,Left Center Back,5,Barcelona,217,['1c0a6d5a-9d3f-47dc-a094-8f3ba56758d8'],49,,,,,,,,,,,,,,,,,Barcelona,217,00:00:49.951,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.375496,,,,,,,,,,,,,,,4e773deb-8d95-4083-b14f-b48e0589ab03,42,,"[40.8, 58.0]",69227,0,,,,,-1.5707964,,Right Foot,,"[40.8, 27.2]",,Ground Pass,,30.8,,,,Gabriel Alejandro Milito,25919.0,,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,5,Barcelona,217,['0faa25d2-e9fe-4bb0-adfb-0e36cbcc8e3c'],53,,,,,,,,,,,,,,,,,Barcelona,217,00:00:53.957,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.7758,,,,,,,,,,,,,,,89afb4f1-443f-4f7c-8148-e7e3b0e13720,45,,"[52.7, 18.8]",69227,0,,,,,0.05185658,,Left Foot,,"[81.6, 20.3]",,Ground Pass,,28.938902,,,,Seydou Kéita,20169.0,,,,,,,1,From Throw In,Gabriel Alejandro Milito,25919.0,Left Center Back,5,Barcelona,217,['67d35ad8-e4f7-454a-aef5-464dc46333e5'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:00:58.418,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.7288,,,,,,,,,,,,,,,8ff522be-68a0-474e-afc0-53f4b85f81d8,49,,"[80.9, 14.2]",69227,1,,,,,2.039693,,Left Foot,,"[73.2, 29.4]",,Ground Pass,,17.039072,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Throw In,Seydou Kéita,20169.0,Left Center Midfield,5,Barcelona,217,['5d132019-198c-4236-bf7c-1e86cccb6a38'],2,,,,,,,,,,,,,,,,,Barcelona,217,00:01:02.847,Pass,,2009/2010
,,,,,,,,,,,,,,,,2.1131,,,,,,,,,,,,,,,dc807fff-65ce-417c-9551-8ba4d85f6113,53,,"[74.4, 30.4]",69227,1,,,,,1.4561185,,Right Foot,,"[78.8, 68.6]",,Ground Pass,,38.452568,,,,Daniel Alves da Silva,4324.0,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,5,Barcelona,217,['86c9bd96-4c97-40bd-9d21-66cc152748a4'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:01:05.374,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.4813,,,,,,,,,,,,,,,51639ff9-bf82-4e5a-927e-af031fef485d,57,,"[85.1, 70.6]",69227,1,,,,,0.87887496,,Right Foot,,"[90.9, 77.6]",,Ground Pass,,9.090654,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,5,Barcelona,217,"['c6a8e06e-87cd-48a1-94f8-acd3cdf47fc3', 'f7142a43-e115-4d8a-b407-2b31035a6017']",9,,,,,,,,,,,,,,,,,Barcelona,217,00:01:09.050,Pass,True,2009/2010
,,,,,,,,,,,,,,,,1.0426,,,,,,,,,,,,,,,6b9541e5-fff5-401d-bc90-1b33d88c43e8,65,,"[43.0, 16.1]",69227,1,,,,,0.10673567,,Right Foot,,"[57.0, 17.6]",,Ground Pass,,14.080128,,,,Humberto Andrés Suazo Pontivo,26656.0,,,,,,,1,From Throw In,José Edmílson Gomes de Moraes,25910.0,Left Center Midfield,5,Barcelona,217,['3d66a131-aaf7-4647-a3a6-000724346779'],14,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:01:14.582,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.6236,,,,,,,,,,,,,,,29a3d861-4ec8-48f9-ae9f-ae5921ea67d3,74,,"[71.5, 59.4]",69227,1,,True,,,-1.66985,,Right Foot,,"[66.7, 11.1]",,Ground Pass,,48.53792,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,True,,,Free Kick,1,From Free Kick,Seydou Kéita,20169.0,Left Center Midfield,6,Barcelona,217,['1cb90a50-9680-4ff6-9a59-13e534ca1b8e'],35,,,,,,,,,,,,,,,,,Barcelona,217,00:01:35.748,Pass,,2009/2010
,,,,,,,,,,,,,,,,0.840484,,,,,,,,,,,,,,,1c4a990b-8022-4041-8df8-fbe88f378b36,76,,"[69.6, 7.0]",69227,1,,,,,2.1862519,,Left Foot,,"[62.6, 16.9]",,Ground Pass,,12.124768,,,,Gabriel Alejandro Milito,25919.0,,,,,,,1,From Free Kick,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,6,Barcelona,217,['0ca1c6dc-5781-43fa-83f0-592b4767e609'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:01:38.441,Pass,,2009/2010
,,,,,,,,,,,,,,,,0.5875,,,,,,,,,,,,,,,dfa2169a-9a5e-46ed-b735-c345bf30a781,80,,"[78.4, 30.0]",69227,1,,,,,0.10379234,,Left Foot,,"[88.0, 31.0]",,Ground Pass,,9.651943,,Incomplete,,Zlatan Ibrahimović,3672.0,,,,,,,1,From Free Kick,Gabriel Alejandro Milito,25919.0,Left Center Back,6,Barcelona,217,"['d85dbf29-cafe-4e2f-9825-48874fb48209', 'e925075c-ef01-4d96-b23d-0686d14bf865']",43,,,,,,,,,,,,,,,,,Barcelona,217,00:01:43.267,Pass,,2009/2010
,,,,,,,,,,,,,,,,0.3868,,,,,,,,,,,,,,,cd605d77-00a0-4148-bc30-1296eb345e57,84,,"[32.9, 50.3]",69227,1,,,,,0.7741627,,Right Foot,,"[37.4, 54.7]",,Ground Pass,,6.293648,,,,José Edmílson Gomes de Moraes,25910.0,,,,,,,1,Regular Play,Jirí Jarošík,26655.0,Right Center Back,7,Real Zaragoza,395,['8d7ffe35-8d06-482e-8b00-a7a2ee76bdaf'],44,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:01:44.824,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.4942,,,,,,,,,,,,,,,d1ef3ea0-4970-4256-896c-b8c6477b1681,87,,"[35.9, 50.0]",69227,1,,,,,-0.9272952,,Right Foot,,"[41.6, 42.4]",,Ground Pass,,9.5,,,,Gabriel Fernández Arenas,6384.0,,,,,,,1,Regular Play,José Edmílson Gomes de Moraes,25910.0,Left Center Midfield,7,Real Zaragoza,395,['bc26aee0-7ee1-4a0c-9798-7364703d487a'],45,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:01:45.269,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.4377,,,,,,,,,,,,,,,697d17b2-686e-43cb-b7c1-06be9eeb52f6,90,,"[46.4, 43.4]",69227,1,,,,,-1.3996477,,Right Foot,,"[49.2, 27.2]",,Ground Pass,,16.440195,,,,Eliseu Pereira dos Santos,10798.0,,,,,,,1,Regular Play,Gabriel Fernández Arenas,6384.0,Right Center Midfield,7,Real Zaragoza,395,['6450da11-fafc-4d4c-88dd-6f482c5f9f52'],47,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:01:47.263,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.3599,,,,,,,,,,,,,,,a412f2bf-da4f-41aa-a9d0-25701312ae4d,96,,"[42.0, 24.0]",69227,2,,True,,,0.0,,Right Foot,,"[49.4, 24.0]",,Ground Pass,,7.4,,,,Gabriel Fernández Arenas,6384.0,,,,,,Free Kick,1,From Free Kick,Matteo Contini,26654.0,Left Center Back,8,Real Zaragoza,395,['ef5de79f-c880-4584-82f7-3b2401c97cf5'],6,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:02:06.170,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.1476,,,,,,,,,,,,,,,e888092f-60f5-4eba-8654-beafe8ab311a,98,,"[49.4, 23.5]",69227,2,,,,,-1.6082788,,Right Foot,,"[48.8, 7.5]",,Ground Pass,,16.011246,,,,Leonardo Daniel Ponzio,25922.0,,,,,,,1,From Free Kick,Gabriel Fernández Arenas,6384.0,Right Center Midfield,8,Real Zaragoza,395,['0eb93dfe-a147-4458-877b-7d12e6458c02'],8,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:02:08.112,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.1249,,,,,,,,,,,,,,,4e5d5982-3c98-42c9-956e-39bd79903e26,102,,"[50.2, 5.8]",69227,2,,,,,0.18347995,,Left Foot,,"[59.9, 7.6]",,Ground Pass,,9.865597,,,,José Edmílson Gomes de Moraes,25910.0,,,,,,,1,From Free Kick,Leonardo Daniel Ponzio,25922.0,Left Back,8,Real Zaragoza,395,"['73293c02-bfc0-46be-9308-f4924e37ad25', '7adf6615-fa55-49cd-b378-136af808e3e9']",10,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:02:10.325,Pass,True,2009/2010
,,,,,,,,,,,,,,,,1.0786,,,,,,,,,,,,,,,9d5dafdb-61b3-40f1-9d8f-4c5414aae1e8,105,,"[59.5, 6.1]",69227,2,,,,,2.2617395,,Right Foot,,"[55.2, 11.3]",,Ground Pass,,6.747592,,,,Leonardo Daniel Ponzio,25922.0,,,,,,,1,From Free Kick,José Edmílson Gomes de Moraes,25910.0,Left Center Midfield,8,Real Zaragoza,395,['4b7f2bb8-2b33-4eab-bd97-c89caa0f869e'],12,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:02:12.305,Pass,,2009/2010
,,,,,,,,,,,,,,,,0.8918,,,,,,,,,,,,,,,957220d9-388d-454d-a831-c412c4187f1e,108,,"[55.6, 12.3]",69227,2,,,,,1.1675665,,Right Foot,,"[64.9, 34.1]",,Ground Pass,,23.700844,,,,Ángel Javier Arizmendi de Lucas,26217.0,,,,,,,1,From Free Kick,Leonardo Daniel Ponzio,25922.0,Left Back,8,Real Zaragoza,395,['ca347217-a3f2-4e18-a59a-43a7b3eaa6d7'],14,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:02:14.466,Pass,,2009/2010
,,,,,,,,,,,,,,,,0.7577,,,,,,,,,,,,,,,1dd517af-1c0b-4aa3-9e82-4be5e11e2c47,111,,"[64.7, 31.3]",69227,2,,,,,-1.6594522,,Right Foot,,"[63.5, 17.8]",,Ground Pass,,13.553228,,,,Eliseu Pereira dos Santos,10798.0,,,,,,,1,From Free Kick,Ángel Javier Arizmendi de Lucas,26217.0,Right Midfield,8,Real Zaragoza,395,['fe188e0b-a513-4a6d-9475-9419f9af7cc2'],16,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:02:16.669,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.1911,,,,,,,,,,,,,,,967b5716-76c2-4d22-af30-4baa63669f95,114,,"[63.5, 18.6]",69227,2,,,,,-1.1160771,,Left Foot,,"[70.1, 5.1]",,Ground Pass,,15.026976,,,,Ander Herrera Agüera,3606.0,,,,,,,1,From Free Kick,Eliseu Pereira dos Santos,10798.0,Left Midfield,8,Real Zaragoza,395,['54152a9a-dc25-4f3d-a29e-57aa1532b180'],18,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:02:18.242,Pass,,2009/2010
,,,,,,,,,,,,,,,,0.7939,,,,,,,,,,,,,,,02a32b82-f92f-4689-8a52-f3beaac70f21,117,,"[75.0, 19.3]",69227,2,,,,,1.0532237,,Right Foot,,"[82.8, 33.0]",,Ground Pass,,15.764834,,,,Humberto Andrés Suazo Pontivo,26656.0,,,,,,,1,From Free Kick,Ander Herrera Agüera,3606.0,Center Defensive Midfield,8,Real Zaragoza,395,['6d814b22-a669-458f-8e4c-c2d4f50b5a82'],22,,,,,,,,,,,,,,,,,Real Zaragoza,395,00:02:22.669,Pass,,2009/2010
,,,,,,,,,,,,,,,,0.1907,,,,,,,,,,,,,,,6629d8a1-b7a5-4822-bc9c-9d5635f5075f,121,,"[31.2, 44.1]",69227,2,,,,,0.32682666,,Left Foot,,"[37.1, 46.1]",,High Pass,,6.2297673,,Incomplete,,,,,,,,,Recovery,1,From Free Kick,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,8,Real Zaragoza,395,['eb4cb576-ebc6-4891-a4d5-735830846ffb'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:02:25.204,Pass,,2009/2010
,,,,,,,,,,,,,,,,0.611593,,,,,,,,,,,,,,,3ae72918-5d65-41e7-9c40-b85b3acee47d,127,,"[42.2, 52.7]",69227,2,,,,,0.8873165,,Right Foot,,"[50.1, 62.4]",,Ground Pass,,12.509996,,,,Gnégnéri Yaya Touré,3087.0,,,,,,Recovery,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,9,Barcelona,217,['2c0a97a3-58c4-44d4-a309-06d0c94712dc'],30,,,,,,,,,,,,,,,,,Barcelona,217,00:02:30.749,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.1037,,,,,,,,,,,,,,,ca090d33-e7a5-4a5e-b619-2574a8bc09cf,131,,"[50.3, 64.9]",69227,2,,,,,-2.6175206,,Left Foot,,"[39.4, 58.6]",,Ground Pass,,12.589679,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,Regular Play,Gnégnéri Yaya Touré,3087.0,Right Center Midfield,9,Barcelona,217,"['4726046d-7db9-4c64-987c-d860f144c7ce', '68ed5485-6c74-4c69-a452-49d4dfe72a82']",32,,,,,,,,,,,,,,,,,Barcelona,217,00:02:32.389,Pass,True,2009/2010
,,,,,,,,,,,,,,,,1.02,,,,,,,,,,,,,,,32db7d4e-6828-427c-93b6-eff9b434049f,134,,"[40.2, 52.1]",69227,2,,,,,-0.7549198,,Right Foot,,"[57.1, 36.2]",,High Pass,,23.203878,,Incomplete,,Zlatan Ibrahimović,3672.0,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,9,Barcelona,217,"['151e2c1a-700c-4221-b395-303afc34c88a', '3174bbdd-a53a-43c2-ad4c-cfca2078744c']",34,,,,,,,,,,,,,,,,,Barcelona,217,00:02:34.761,Pass,,2009/2010
