bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,1.429194,,,,,,,,,,,33bc3789-f1b8-46a6-a7f7-a8267c5a7747,16,,"[33.3, 14.1]",16010,0,,,,,-0.6194737,,Left Foot,,,,"[45.5, 5.4]",,Ground Pass,,14.984325,,,,,Mikel Balenziaga Oruesagasti,6789.0,,,,,,1,From Kick Off,Íñigo Martínez Berridi,6665.0,Left Center Back,2,Athletic Club,215,['a371ea6e-7ac4-48a4-90bf-d331afd09cc6'],8,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:08.905,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.822097,,,,,,,,,,,65ef2589-bb4e-4dfd-9e85-e1038b36a0c8,19,,"[45.9, 5.4]",16010,0,,,,,0.176311,,Left Foot,,,,"[80.7, 11.6]",,High Pass,,35.347984,,,Incomplete,,Iñaki Williams Arthuer,6393.0,,,,,,1,From Kick Off,Mikel Balenziaga Oruesagasti,6789.0,Left Back,2,Athletic Club,215,"['128e2f0f-5bb8-44f1-8180-8eb5a7ec445e', 'bff0b911-bfe2-4a08-b651-a9649e0e43ee']",11,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:11.403,Pass,,2018/2019
,,,,,,,,,,,,,,,,2.877771,,,,,,,,,,,5a8a59fb-3827-4930-80e0-7c918b5ee3e1,22,,"[68.7, 55.9]",16010,0,,,,,1.7991098,,Right Foot,,,,"[63.1, 80.0]",,High Pass,,24.74207,,,Out,,Ousmane Dembélé,5477.0,,,,,Recovery,1,From Kick Off,Luis Alberto Suárez Díaz,5246.0,Center Forward,2,Athletic Club,215,['8569b55a-6e03-4289-b7e4-ac778f8724cb'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:00:16.050,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.251806,,,,,,,,,,,c6f1e037-6c80-4c79-ab65-9adb7b15e046,24,,"[57.9, 0.1]",16010,0,,,,,0.4279485,,,,,,"[69.3, 5.3]",,High Pass,,12.529964,,,,,Raúl García Escudero,6391.0,,,,,Throw-in,1,From Throw In,Mikel Balenziaga Oruesagasti,6789.0,Left Back,3,Athletic Club,215,['07721e36-82fd-42a7-ab28-6ba5ce9986c6'],31,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:31.913,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.853335,,,,,,,,,,,b47fbb7f-f033-4988-89e9-071a74f9f2b1,26,,"[69.0, 4.8]",16010,0,,,,,0.10092179,,Head,,,,"[76.9, 5.6]",,High Pass,,7.940403,,,,,Yuri Berchiche Izeta,3023.0,,,,,,1,From Throw In,Raúl García Escudero,6391.0,Right Center Forward,3,Athletic Club,215,['d8b4b535-857a-4822-ab9f-240aebfbbe00'],33,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:33.242,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.462735,,,,,,,,,,,7f863f0b-3ea0-464b-a97b-b8ddf68c7f4f,29,,"[77.4, 4.1]",16010,0,,,,True,-0.39852244,,,,,,"[86.9, 0.1]",,High Pass,,10.307764,,,Out,,,,,,,,,1,From Throw In,Yuri Berchiche Izeta,3023.0,Left Midfield,3,Athletic Club,215,['a2927e9a-1ce4-4b6a-b89d-0590529de2c0'],34,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:34.096,Pass,True,2018/2019
,,,,,,,,,,,,,,,,1.165257,,,,,,,,,,,e761a19a-6cc2-44a0-ac88-8e925f88e110,30,,"[40.0, 80.0]",16010,0,,,,,-0.54884034,,,,,,"[53.9, 71.5]",,High Pass,,16.292944,,,,,Ousmane Dembélé,5477.0,,,,,Throw-in,1,From Throw In,Nélson Cabral Semedo,6374.0,Right Back,4,Barcelona,217,['d7ab0be2-dc7f-488a-be88-91f1328586ed'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:00:44.834,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.129066,,,,,,,,,,,37741863-cb1b-41ef-a325-cbe38c63c1ff,32,,"[53.9, 71.5]",16010,0,,,,,-0.51789296,,Head,,,,"[62.5, 66.6]",,Low Pass,,9.89798,,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,From Throw In,Ousmane Dembélé,5477.0,Right Wing,4,Barcelona,217,"['82137374-1b11-42d0-bef7-88a093a337d1', 'e1d5cba6-0cbe-433a-a120-7f759260c4ba']",46,,,,,,,,,,,,,,,,,Barcelona,217,00:00:46.039,Pass,,2018/2019
,,,,,,,,,,,,,,,,2.124661,,,,,,,,,,,e1d5cba6-0cbe-433a-a120-7f759260c4ba,35,,"[57.6, 13.5]",16010,0,,,,True,-0.3297291,,,,,,"[80.1, 5.8]",,High Pass,,23.781084,,,Incomplete,,,,,,,,Interception,1,From Throw In,Íñigo Martínez Berridi,6665.0,Left Center Back,4,Barcelona,217,"['37741863-cb1b-41ef-a325-cbe38c63c1ff', '7ca34c89-38c5-476f-91b2-f743f4c6ce42', 'f95138d2-28a6-4b61-b26c-1f2812f6ed72']",47,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:47.168,Pass,True,2018/2019
,,,,,,,,,,,,,,,,4.625452,,,,,,,,,,,f95138d2-28a6-4b61-b26c-1f2812f6ed72,36,,"[40.0, 74.3]",16010,0,,,,,0.014083575,,Left Foot,,,,"[68.4, 74.7]",,High Pass,,28.402817,,,,,Ousmane Dembélé,5477.0,,,,,Recovery,1,From Throw In,Nélson Cabral Semedo,6374.0,Right Back,4,Barcelona,217,"['42924331-4955-49ac-a035-82f1bf3b0e4b', 'e1d5cba6-0cbe-433a-a120-7f759260c4ba']",49,,,,,,,,,,,,,,,,,Barcelona,217,00:00:49.293,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.021802,,,,,,,,,,,cf621055-5775-4ff0-8e2d-336a9daa761f,43,,"[50.1, 7.3]",16010,0,,,,,0.047583103,,Left Foot,,,,"[58.5, 7.7]",,Low Pass,,8.409518,,,Incomplete,,Yuri Berchiche Izeta,3023.0,,,,,,1,From Throw In,Íñigo Martínez Berridi,6665.0,Left Center Back,4,Barcelona,217,"['70b74da0-8d88-4201-8d64-a19016baefe2', 'ca683b36-627b-4dfd-a556-d82f68f24e01', 'ea11abfa-b8e6-43b5-973d-ccfda3a49223']",55,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:55.817,Pass,True,2018/2019
,,,,,,,,,,,,,,,,1.012041,,,,,,,,,,,0b744e86-fcdc-4d17-b06f-5e2b821f0b47,53,,"[63.2, 80.0]",16010,1,,,,,-2.3932147,,,,,,"[57.6, 74.8]",,Low Pass,,7.641989,,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,Throw-in,1,From Throw In,Nélson Cabral Semedo,6374.0,Right Back,5,Barcelona,217,['e072e550-4dc7-4f15-8488-c064f534a183'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:01:03.093,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.307393,,,,,,,,,,,e5f677e2-4fab-41e8-bbe7-8c09e4a63689,57,,"[60.6, 73.8]",16010,1,,,,,-3.0866022,,Right Foot,,,,"[38.8, 72.6]",,Ground Pass,,21.833002,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Throw In,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,5,Barcelona,217,"['9de9b335-63f9-4b13-bc41-842e38d5551d', 'bf4d423f-d17a-4f0c-a22d-15190b335316']",6,,,,,,,,,,,,,,,,,Barcelona,217,00:01:06.625,Pass,True,2018/2019
,,,,,,,,,,,,,,,,1.827161,,,,,,,,,,,23fc39e3-2518-4bc3-97fc-cbd6224face0,60,,"[38.8, 72.6]",16010,1,,,,,-1.7452633,,Right Foot,,,,"[33.9, 44.8]",,Ground Pass,,28.22853,,,,,Clément Lenglet,6826.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,5,Barcelona,217,['0d73d2f9-18df-4cd3-89b2-ad13f727a782'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:01:08.799,Pass,,2018/2019
,,,,,,,,,,,,,,,,2.253144,,,,,,,,,,,be3e3d00-48a6-482e-a0ff-aa3a83369659,63,,"[33.2, 41.4]",16010,1,,,,,2.980326,,Left Foot,,,,"[12.3, 44.8]",,Ground Pass,,21.17475,,,,,Marc-André ter Stegen,20055.0,,,,,,1,From Throw In,Clément Lenglet,6826.0,Left Center Back,5,Barcelona,217,['5ad108d1-a53f-4eb3-af6e-851d777e9083'],11,,,,,,,,,,,,,,,,,Barcelona,217,00:01:11.958,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.490582,,,,,,,,,,,10dcaa11-e621-4459-ba2b-11f634f39a9f,66,,"[17.8, 49.3]",16010,1,,,,,-1.5505971,,Right Foot,,,,"[18.2, 29.5]",,Ground Pass,,19.80404,,,,,Clément Lenglet,6826.0,,,,,,1,From Throw In,Marc-André ter Stegen,20055.0,Goalkeeper,5,Barcelona,217,['3a1d0172-2198-47c8-9405-5636c1e9b009'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:01:15.026,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.067201,,,,,,,,,,,dac8171c-4ce5-46eb-8ba8-79fb03d74e86,70,,"[37.4, 20.3]",16010,1,,,,,0.22909017,,Left Foot,,,,"[59.7, 25.5]",,Ground Pass,,22.898252,,,,,Philippe Coutinho Correia,3501.0,,,,,,1,From Throw In,Clément Lenglet,6826.0,Left Center Back,5,Barcelona,217,['9922bbac-1ae6-453d-a24a-6f9cea3a3d42'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:01:20.585,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.314516,,,,,,,,,,,fefde2cb-57b1-47f8-9472-c3b40f1e5df5,78,,"[86.0, 28.6]",16010,1,,,,,-0.84358484,,Right Foot,,,,"[95.7, 17.7]",,Ground Pass,,14.591093,,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,From Throw In,Philippe Coutinho Correia,3501.0,Left Wing,5,Barcelona,217,['cc7e7472-92a0-42b6-97c7-6632eec16862'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:01:25.112,Pass,,2018/2019
,,,,,,,,,,,,,,,,2.408916,,,,,,,,,,,ace09e0e-db99-4dd4-867a-9a002d9a2089,81,,"[95.3, 17.7]",16010,1,,,,,0.94717664,,Left Foot,True,,,"[109.4, 37.3]",,Ground Pass,,24.144772,,,Incomplete,,Philippe Coutinho Correia,3501.0,,,,,,1,From Throw In,Luis Alberto Suárez Díaz,5246.0,Center Forward,5,Barcelona,217,"['730f0143-1737-4fb2-9f09-173c9b65475d', '79b744dd-516b-4a39-99b3-a7125a353b29']",26,,,,,,,,,,,,,,,,,Barcelona,217,00:01:26.587,Pass,,2018/2019
,,,,,,,,,,,,,,,,3.16033,,,,,,,,,,,cdf8602f-b89b-4341-bd42-3705c983d051,85,,"[15.5, 37.0]",16010,1,,,,,0.31448406,,Right Foot,,,,"[69.3, 54.5]",,High Pass,,56.574642,,,Incomplete,,Markel Susaeta Laskurain,6390.0,,,,,,1,Regular Play,Unai Simón Mendibil,11748.0,Goalkeeper,6,Athletic Club,215,"['b0ff36a3-a917-48a4-8176-83c86c41e18b', 'fbb77fc5-a695-4c20-ac3d-f2c3991c8669']",44,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:44.905,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.428448,,,,,,,,,,,fbb77fc5-a695-4c20-ac3d-f2c3991c8669,87,,"[50.8, 25.6]",16010,1,,,,True,0.22679885,,,,,,"[63.8, 28.6]",,High Pass,,13.341664,,,Incomplete,,,,,,,,Recovery,1,Regular Play,Sergi Roberto Carnicer,6379.0,Center Defensive Midfield,6,Athletic Club,215,"['629a4642-f492-4dd5-8668-70d8d71f03c0', '99d7e070-cafa-4868-b0ec-ae0fb4f8f2c7', 'cdf8602f-b89b-4341-bd42-3705c983d051']",48,,,,,,,,,,,,,,,,,Barcelona,217,00:01:48.065,Pass,True,2018/2019
,,,,,,,,,,,,,,,,1.594584,,,,,,,,,,,e9825dfb-ad4a-4a36-860f-8f1b2ab32db5,91,,"[56.4, 56.4]",16010,1,,,,,2.2703135,,Right Foot,,,,"[49.5, 64.6]",,Ground Pass,,10.716809,,,,,Yeray Álvarez López,6877.0,,,,,,1,Regular Play,Daniel García Carrillo,6775.0,Right Defensive Midfield,6,Athletic Club,215,['e09846ec-8699-408e-9bfe-449189b6cf6f'],50,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:50.364,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.660036,,,,,,,,,,,22bc75da-86b5-43a2-8acd-8b9392f574df,94,,"[50.2, 72.9]",16010,1,,,,,0.0,,Right Foot,,,,"[77.8, 72.9]",,High Pass,,27.6,,,Incomplete,,Markel Susaeta Laskurain,6390.0,,,,,,1,Regular Play,Yeray Álvarez López,6877.0,Right Center Back,6,Athletic Club,215,"['192498be-932d-46ee-8312-b1bccc18b8db', 'b424e1a9-dd84-43e4-bb68-f7f3fc85ed0e']",52,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:52.903,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.187688,,,,,,,,,,,8b9d1f97-aafc-454e-a335-107e79ad5317,99,,"[38.1, 5.1]",16010,1,,,,,3.0371356,,Left Foot,,,,"[25.7, 6.4]",,Ground Pass,,12.467959,,,,,Clément Lenglet,6826.0,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,7,Barcelona,217,['4f6f9e92-6c03-4d2b-b5d5-69eeb582e63f'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:01:57.488,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.932527,,,,,,,,,,,d86c91e0-9048-4ee1-976c-e1b0463ddef5,102,,"[19.2, 7.4]",16010,1,,,,,2.0167608,,Right Foot,,,,"[7.2, 32.5]",,Ground Pass,,27.821035,,,,,Marc-André ter Stegen,20055.0,,,,,,1,Regular Play,Clément Lenglet,6826.0,Left Center Back,7,Barcelona,217,['d46c117e-624f-485e-b4ab-208d0c0cd2c9'],59,,,,,,,,,,,,,,,,,Barcelona,217,00:01:59.498,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.121528,,,,,,,,,,,a92ce0c8-87e6-40ee-a451-fb557507fc0a,105,,"[11.0, 44.2]",16010,2,,,,,1.0903906,,Right Foot,,,,"[14.7, 51.3]",,Ground Pass,,8.0062475,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,7,Barcelona,217,['a94f4da0-27de-4f0f-b299-15f0d3470cd4'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:02:03.126,Pass,,2018/2019
,,,,,,,,,,,,,,,,0.879567,,,,,,,,,,,dfdea5d9-e920-4417-8a96-2d264ee19545,108,,"[22.1, 52.9]",16010,2,,,,,0.123302914,,Right Foot,,,,"[45.5, 55.8]",,Ground Pass,,23.579016,,,,,Ousmane Dembélé,5477.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,7,Barcelona,217,['3aa8b9ba-c05f-4eec-b272-bc17b5e95ea9'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:02:05.752,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.562329,,,,,,,,,,,ddc17db8-a0ca-4bdb-8751-0d811da379a4,112,,"[44.9, 57.8]",16010,2,,,,,1.8628945,,Left Foot,,,,"[40.6, 72.1]",,Ground Pass,,14.932515,,,,,Nélson Cabral Semedo,6374.0,,,,,,1,Regular Play,Ousmane Dembélé,5477.0,Right Wing,7,Barcelona,217,"['21b0a47c-284b-4715-b45c-65ea8073b91d', '8dfb1e94-16cd-497f-bd00-73064e1d38a6']",6,,,,,,,,,,,,,,,,,Barcelona,217,00:02:06.831,Pass,True,2018/2019
,,,,,,,,,,,,,,,,1.019253,,,,,,,,,,,dbde3ae1-327c-406b-9118-767cef47473e,115,,"[42.7, 68.6]",16010,2,,,,,-2.158799,,Right Foot,,,,"[35.5, 57.8]",,Ground Pass,,12.979984,,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,Regular Play,Nélson Cabral Semedo,6374.0,Right Back,7,Barcelona,217,['9a644c89-c9a0-481f-ada8-8f55287a215e'],11,,,,,,,,,,,,,,,,,Barcelona,217,00:02:11.819,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.416866,,,,,,,,,,,fd96c474-b314-4045-b212-c2a6db930fe4,118,,"[35.7, 44.1]",16010,2,,,,,-1.4012082,,Right Foot,,,,"[40.7, 14.9]",,Ground Pass,,29.624989,,,,,Jordi Alba Ramos,5211.0,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Center Defensive Midfield,7,Barcelona,217,['897c9bac-4b62-41ae-bfd2-1200b4e2a882'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:02:14.423,Pass,,2018/2019
,,,,,,,,,,,,,,,,1.187728,,,,,,,,,,,66f82f74-71b5-484f-ae8a-f87d82112135,121,,"[47.3, 13.4]",16010,2,,,,,-0.7051113,,Right Foot,,,,"[56.7, 5.4]",,Ground Pass,,12.343419,,,,,Philippe Coutinho Correia,3501.0,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,7,Barcelona,217,['0831b996-005f-4d42-88f7-a7fd998c266d'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:02:17.294,Pass,,2018/2019
